"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-148755","A668650","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2471290","In Public Home",,"Cat","Unknown<p/>","Male","American Shorthair","Black","2022-07-14T00:00:00.000","Date Found","189TH  & 272ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2471290","Image Copyright HLP Inc. 2022","Description: Found this cat in our backyard on 7/14/2022.  He was starving, and one of his paws looked hurt.  We gave him food & water.  Took him to the vet the next day, he is not chipped or neutered.  We asked our friends to keep him until we find his owner.  Not sure about what breed, I am guessing American shorthair, but not sure.<p/>Age: Unknown<p/>Found Near: 189th & 272nd, Kent WA  98042<p/>Found Date: 2022-07-14<p/>"
"K22-146943","A665615","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A665615","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Epazote","Dog","3 YEARS 2 MONTHS","Neutered Male","Doberman Pinscher / Mix","Black / Tan","2022-06-05T00:00:00.000","Received on","400 block of  RAMSAY WAY","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A665615","Image Copyright HLP Inc. 2022","Received on: 2022-06-05<p/> Found Near: 400 block of  RAMSAY WAY<p/> Description: Black / Tan Neutered Male Doberman Pinscher / Mix Dog<p/> Age: 3 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149618","A670255","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Justin","Cat","2 YEARS","Neutered Male","Domestic Shorthair","Brn Tabby / White","2022-08-11T00:00:00.000","Received on","8400 block of  S 259TH ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670255","Image Copyright HLP Inc. 2022","Received on: 2022-08-11<p/> Found Near: 8400 block of  S 259TH ST<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149766","A670517","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670517","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","1 YEAR 6 MONTHS","Unknown","Domestic Shorthair","Gray / White","2022-08-15T00:00:00.000","Received on","10700 block of  SE 208TH ST","KENT","WA","98031","KENT","47.416565","-122.198052","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670517","Image Copyright HLP Inc. 2022","Received on: 2022-08-15<p/> Found Near: 10700 block of  SE 208TH ST<p/> Description: Gray / White Unknown Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148922","A668977","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","2 YEARS","Male","Domestic Mediumhair","Brn Tabby","2022-07-26T00:00:00.000","Received on","43400 block of  SE 174TH ST","NORTH BEND","WA","98045","KING COUNTY",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-07-26<p/> Found Near: 43400 block of  SE 174TH ST<p/> Description: Brn Tabby Male Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/>"
"K22-149748","A670468","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482249","In Public Home","Unknown","Dog","Unknown<p/>","Female","Dalmatian","White","2022-08-12T00:00:00.000","Date Found","LAKEMONT  BLVD. AND NEWPORT WAY.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482249","Image Copyright HLP Inc. 2022","Description: White with black spots medium sized with looks of a pit bull mix.<p/>Age: Unknown<p/>Found Near: Lakemont Blvd. and Newport Way., Bellevue WA  98006<p/>Found Date: 2022-08-12<p/>"
"K22-149315","A669749","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478068","In Public Home",,"Dog","Unknown<p/>","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478068","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-149827","A670604","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 WEEKS","Male","Domestic Shorthair","Brn Tabby / White","2022-08-16T00:00:00.000","Received on","16100 block of  182ND AVE SE","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670604","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 16100 block of  182ND AVE SE<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149685","A670386","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481605","In Public Home","Unknown","Dog","Unknown<p/>","Unknown","Pomeranian","Unknown","2022-08-12T00:00:00.000","Date Found","23900 block of  39TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481605","Image Copyright HLP Inc. 2022","Description: Found 2 white Pomeranians both look alike and both are a pair they follow each other like they live together. <p/>Age: Unknown<p/>Found Near: 23900 block of  39TH AVE S<p/>Found Date: 2022-08-12<p/>"
"K22-148330","A667889","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2465770","In Public Home",,"Dog","Unknown<p/>","Unknown","Alaskan Husky","Unknown","2022-07-11T00:00:00.000","Date Found","00 block of  PL NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2465770","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 81st. PL NE , Kenmore WA  98028<p/>Found Date: 2022-07-11<p/>"
"K22-149434","A669978","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669978","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Tommie","Cat","10 WEEKS","Unknown","Domestic Shorthair","Black / White","2022-08-08T00:00:00.000","Received on","6100 block of  S 126TH PL","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669978","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 6100 block of  S 126TH PL<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149856","A670644","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670644","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","2 YEARS","Male","Domestic Shorthair","Brn Tabby","2022-08-17T00:00:00.000","Received on","10000 block of  SE 256TH ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670644","Image Copyright HLP Inc. 2022","Received on: 2022-08-17<p/> Found Near: 10000 block of  SE 256TH ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148540","A668285","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2468586","In Public Home",,"Cat","Unknown<p/>","Unknown","Norwegian Forest Cat","Brown","2022-07-15T00:00:00.000","Date Found","GREENWOOD  AND 130TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2468586","Image Copyright HLP Inc. 2022","Description: Dark brown fur, rounded right ear, matted fur, very affectionate <p/>Age: Unknown<p/>Found Near: Greenwood and 130th st, Seattle WA  98133<p/>Found Date: 2022-07-15<p/>"
"K22-149582","A670202","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Rabbit Sh","9 WEEKS","Male","Rabbit Sh","Black","2022-08-10T00:00:00.000","Received on","27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670202","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 27500 block of  MAPLE VALLEY BLACK DIAMOND RD SE<p/> Description: Black Male Rabbit Sh Rabbit Sh<p/> Age: 9 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149365","A669839","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","12 WEEKS","Male","Domestic Mediumhair","Seal Pt / White","2022-08-06T00:00:00.000","Received on","4200 block of  S 164TH ST","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669839","Image Copyright HLP Inc. 2022","Received on: 2022-08-06<p/> Found Near: 4200 block of  S 164TH ST<p/> Description: Seal Pt / White Male Domestic Mediumhair Cat<p/> Age: 12 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149800","A670582","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670582","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","3 YEARS","Male","Domestic Shorthair","Flame Pt","2022-08-16T00:00:00.000","Received on","25900 block of  129TH PL SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670582","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 25900 block of  129TH PL SE<p/> Description: Flame Pt Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149705","A670410","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670410","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Pierogi","Cat","8 YEARS","Neutered Male","Domestic Shorthair","Orange","2022-08-13T00:00:00.000","Received on","3200 block of  S 152ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670410","Image Copyright HLP Inc. 2022","Received on: 2022-08-13<p/> Found Near: 3200 block of  S 152ND ST<p/> Description: Orange Neutered Male Domestic Shorthair Cat<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149380","A669866","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669866","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Chula Vista","Dog","2 YEARS","Spayed Female","German Shepherd","Black / Brown","2022-08-06T00:00:00.000","Received on","23400 block of  MILITARY RD S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669866","Image Copyright HLP Inc. 2022","Received on: 2022-08-06<p/> Found Near: 23400 block of  MILITARY RD S<p/> Description: Black / Brown Spayed Female German Shepherd Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149217","A669582","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477042","In Public Home","Carl Nelson","Dog","Unknown<p/>","Male","Alaskan Husky","Unknown","2022-08-01T00:00:00.000","Date Found","7600 block of  141ST AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477042","Image Copyright HLP Inc. 2022","Description: Red collar that says coastal <p/>Age: Unknown<p/>Found Near: 7600 block of  141ST AVE NE<p/>Found Date: 2022-08-01<p/>"
"K22-149331","A669773","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Male","Domestic Shorthair","Brn Tabby","2022-08-05T00:00:00.000","Received on","26400 block of  LAKE FENWICK RD S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669773","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 26400 block of  LAKE FENWICK RD S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149458","A670018","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670018","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Mickey","Cat","6 WEEKS","Male","Domestic Mediumhair","Gray","2022-08-08T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670018","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Gray Male Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149453","A670010","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670010","Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042","Duvalin","Cat","10 WEEKS","Neutered Male","Domestic Shorthair","Brn Tabby","2022-08-08T00:00:00.000","Received on","13000 block of  SE 236TH PL","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670010","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 13000 block of  SE 236TH PL<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>"
"K22-149830","A670612","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670612","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","2 YEARS","Female","German Shepherd / Alaskan Husky","Black / Gold","2022-08-16T00:00:00.000","Received on","14200 block of  42ND AVE S","TUKWILA","WA","98168","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670612","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 14200 block of  42ND AVE S<p/> Description: Black / Gold Female German Shepherd / Alaskan Husky Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149228","A669603","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477217","In Public Home",,"Cat","Over 1 year<p/>","Male","Domestic Longhair","Black","2022-07-30T00:00:00.000","Date Found","236TH  ST AND 49TH PL W",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477217","Image Copyright HLP Inc. 2022","Description: All black long haired neutered mail with small bit of white on chest. Very friendly <p/>Age: Over 1 year<p/>Found Near: 236th st and 49th Pl W, Mountlake Terrace WA  98043<p/>Found Date: 2022-07-30<p/>"
"K22-148545","A668293","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2468658","In Public Home","Karen Angelo","Cat","Under 1 year<p/>","Unknown","Domestic Mediumhair","Unknown","2022-07-16T00:00:00.000","Date Found","16800 block of  SE LAKE MONEYSMITH RD","AUBURN","WA","98092","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2468658","Image Copyright HLP Inc. 2022","Description: 2 kittens approx 2 months.  One Gray and one Gray and white<p/>Age: Under 1 year<p/>Found Near: 16800 block of  SE LAKE MONEYSMITH RD<p/>Found Date: 2022-07-16<p/>"
"K22-149345","A669794","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478210","In Public Home",,"Dog","Over 1 year<p/>","Female","Pit Bull","Brown","2022-08-05T00:00:00.000","Date Found","12800 block of  CARNATION DUVALL RD NE","DUVALL","WA","98019","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478210","Image Copyright HLP Inc. 2022","Description: Brown/black (Brindle with white on nose and chest) solid color female, about 60 pounds.  No collar.  Very friendly. Pit bull mix.<p/>Age: Over 1 year<p/>Found Near: 12800 block of  CARNATION DUVALL RD NE<p/>Found Date: 2022-08-05<p/>"
"K22-149877","A670679","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670679","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","2 YEARS","Neutered Male","Terrier / Mix","Tan","2022-08-18T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670679","Image Copyright HLP Inc. 2022","Received on: 2022-08-18<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Tan Neutered Male Terrier / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149060","A669311","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2475228","In Public Home","Hampton Or Z","Dog","Over 1 year<p/>","Male","Beagle","Unknown","2022-07-29T00:00:00.000","Date Found","25TH  AND ARBORETUM IN MADISON PARK",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2475228","Image Copyright HLP Inc. 2022","Description: black and tan male terrier mix 10y old<p/>Age: Over 1 year<p/>Found Near: 25th and Arboretum in Madison Park, Seattle WA  98112<p/>Found Date: 2022-07-29<p/>"
"K22-149606","A670237","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480707","In Public Home","?","Cat","Over 1 year<p/>","Female","Domestic Longhair","Unknown","2022-08-06T00:00:00.000","Date Found","304TH  AND 23RD AVE SW FEDERAL WAY, WA",,,,"FEDERAL WAY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480707","Image Copyright HLP Inc. 2022","Description: Female cat, with long hair, gray/brown/white calico with distinctive markings on both side of her nose. She has recently had her belly, back legs and part of her tail shaved, with some re-growth. Appears to have Lost a lot of weight and had a lot of extra belly skin. Very friendly.<p/>Age: Over 1 year<p/>Found Near: 304th and 23rd Ave SW Federal Way, WA , Federal Way WA  98023<p/>Found Date: 2022-08-06<p/>"
"K22-148870","A668844","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Black","2022-07-25T00:00:00.000","Received on","25800 block of  LAKE FENWICK RD S","KENT","WA","98032","KENT",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-07-25<p/> Found Near: 25800 block of  LAKE FENWICK RD S<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149362","A669834","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478549","In Public Home",,"Cat","Under 1 year<p/>","Female","American Shorthair","Unknown","2022-08-05T00:00:00.000","Date Found","20TH  AVE S AND S 284TH PL",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478549","Image Copyright HLP Inc. 2022","Description: Young female cat, grey with green eyes. No microchip. Very friendly toward people but very afraid of cars. She seemed very hungry and glad to be indoors. <p/>Age: Under 1 year<p/>Found Near: 20th Ave S and S 284th Pl, Federal Way WA  98003<p/>Found Date: 2022-08-05<p/>"
"K22-149524","A670091","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670091","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Franklin","Cat","2 YEARS","Neutered Male","Domestic Shorthair","Black","2022-08-09T00:00:00.000","Received on","900 block of  E WALNUT ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670091","Image Copyright HLP Inc. 2022","Received on: 2022-08-09<p/> Found Near: 900 block of  E WALNUT ST<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-147122","A665926","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A665926","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Stix","Cat","4 MONTHS","Spayed Female","Domestic Shorthair","Black","2022-06-08T00:00:00.000","Received on","21600 block of  184TH AVE SE","RENTON","WA","98058","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A665926","Image Copyright HLP Inc. 2022","Received on: 2022-06-08<p/> Found Near: 21600 block of  184TH AVE SE<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149616","A670247","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670247","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Okonomiyaki","Cat","9 WEEKS","Male","Domestic Shorthair","Black","2022-08-11T00:00:00.000","Received on","15200 block of  SE 272ND ST","KENT","WA","98042","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670247","Image Copyright HLP Inc. 2022","Received on: 2022-08-11<p/> Found Near: 15200 block of  SE 272ND ST<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148783","A668707","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Org Tabby","2022-07-22T00:00:00.000","Received on","800 block of  S 194TH ST","SEATAC","WA","98148","SEATAC",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-07-22<p/> Found Near: 800 block of  S 194TH ST<p/> Description: Org Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149477","A670044","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Female","Domestic Shorthair","Org Tabby / White","2022-08-08T00:00:00.000","Received on","30800 block of  MILITARY RD S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670044","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 30800 block of  MILITARY RD S<p/> Description: Org Tabby / White Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149490","A670057","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670057","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Four","Cat","6 WEEKS","Spayed Female","Domestic Shorthair","Brn Tabby","2022-08-08T00:00:00.000","Received on","18100 block of  ANDOVER PARK W","TUKWILA","WA","98188","TUKWILA","47.439778","-122.25412","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670057","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 18100 block of  ANDOVER PARK W<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149097","A669374","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2475863","In Public Home","N/a","Cat","Unknown<p/>","Unknown","Domestic Mediumhair","Unknown","2022-07-30T00:00:00.000","Date Found","GREEN  RIVER GORGE PARKING LOT",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2475863","Image Copyright HLP Inc. 2022","Description: Pregnant cat. Calico. Maybe 1-3yrs of age. Very skinny, i believe she had two missing bottom teeth. could not see as she closed her mouth very fast <p/>Age: Unknown<p/>Found Near: Green River Gorge parking lot , Enumclaw WA  98022<p/>Found Date: 2022-07-30<p/>"
"K22-149692","A670394","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481643","In Public Home",,"Dog","Over 1 year<p/>","Male","American Pit Bull Terrier","White","2022-07-31T00:00:00.000","Date Found","N/A N/A",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481643","Image Copyright HLP Inc. 2022","<p/>Age: Over 1 year<p/>Found Near: N/a, Kent WA  98030<p/>Found Date: 2022-07-31<p/>"
"K22-149447","A670002","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Fish","Cat","3 WEEKS","Male","Domestic Shorthair","Brn Tabby","2022-08-08T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670002","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
