"job_title","department","service_area","annual_salary_or_hourly_rate","pay_type","meta_row_index","meta_row_id"
"Sr Technician, Maintenance","Ut Water Production Div","Utility Services","70202.9","Annual Salary","974","5309c796b2857cae153687b7f0c168d4206a35ff"
"Accountant II","Accounting and Treasury","Financial Services","70200.0","Annual Salary","975","14ca0f61b82697ce640390dd723a9bbde6e32fa5"
"Supervisor, Network Engr","Broadband","Utility Services","70200.0","Annual Salary","976","859e7662b9cfe0eb599e46fe4df469ac2cf65a2c"
"Sr Specialist, Sciences","Utilities Customer Connections","Utility Services","70087.68","Annual Salary","977","2a78c5ee04f6e9227b81d71f3c155c832172df4d"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","978","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","979","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","980","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","981","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","982","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","983","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","984","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","985","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","986","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","987","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","988","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","989","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","990","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Emergency Commun Dispatcher","Police Information Services","Police Services","70075.0","Annual Salary","991","4cf4730a1b808cea20ccc8452b466b4e1c8a71b7"
"Civil Engineer I","Engineering","Planning, Dev & Transportation","70054.6","Annual Salary","992","7b2e4d59c5d311c410cfd2ec64ee6563b761d287"
"Sr Technician, Maintenance","Ut Wtr Reclama & Biosolids Div","Utility Services","70046.08","Annual Salary","993","c237cd0cdeb22317f27790bc493ec967b3cded70"
"Lead Inspector Code Compliance","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","70000.06","Annual Salary","994","e6fcbb64c7c2ec5edb7b8d486425e28e97ab6bdf"
"Sr Specialist, Cust Support","Broadband","Utility Services","70000.0","Annual Salary","995","9ce5e642f107e82517476dba46046f73ddee3ec7"
"Lead Park Ranger","Parks","Community Services","69982.99","Annual Salary","996","dfe4e8dbe9a5a854b3ddd1f170eb329444668c70"
"Building Inspector","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","69926.0","Annual Salary","997","2d6839c87795e6b2bf98843003d12e0e903d3ca4"
"Technician II, Maintenance","Ut Wtr Reclama & Biosolids Div","Utility Services","69864.77","Annual Salary","998","300ead05b9c44aa73d4285a44df707f665beeede"
"Planner, Environmental","Natural Areas","Community Services","69823.0","Annual Salary","999","c55b0e5af7f0bc87c125f6cc73dc8a64d463e602"
