"sex","race","hispanic","language","city","age","state","geocoded_column"
"F","White","Yes","SPANISH","REDWOOD CITY","29","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","ENGLISH","MILLBRAE","72","ca","POINT (-122.397199 37.603633)"
"F","Asian","No","CANTONESE","MILLBRAE","94","ca","POINT (-122.397199 37.603633)"
"F","White","No","ENGLISH","REDWOOD CITY","41","ca","POINT (-122.22815 37.484778)"
"M","Asian","Unknown","UNKNOWN","SOUTH SAN FRANCISCO","73","ca","POINT (-122.412482 37.65568)"
"M","Asian","No","ENGLISH","SOUTH SAN FRANCISCO","66","ca","POINT (-122.412482 37.65568)"
"F","White","Yes","ENGLISH","SOUTH SAN FRANCISCO","67","ca","POINT (-122.412482 37.65568)"
"M","White","Unknown","ENGLISH","REDWOOD CITY","31","ca","POINT (-122.22815 37.484778)"
"F","Asian","No","CHINESE","SAN MATEO","89","ca","POINT (-122.314351 37.547166)"
"M","Other","No","ENGLISH","REDWOOD CITY","36","ca","POINT (-122.22815 37.484778)"
"F","Asian","No","ENGLISH","DALY CITY","80","ca","POINT (-122.472221 37.691113)"
"M","White","Unknown","ENGLISH","HOMELESS","64","ca","POINT (-120.153119 40.13117)"
"F","White","Unknown","SPANISH","SAN MATEO","24","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","SOUTH SAN FRANCISCO","55","ca","POINT (-122.412482 37.65568)"
"F","White","Unknown","UNKNOWN","BELMONT","60","ca","POINT (-122.291951 37.508536)"
"F","White","Yes","SPANISH","REDWOOD CITY","74","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","BELMONT","34","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","SAN MATEO","58","ca","POINT (-122.314351 37.547166)"
"M","Black","Unknown","UNKNOWN","REDWOOD CITY","40","ca","POINT (-122.22815 37.484778)"
"M","Native American","Yes","ENGLISH","SAN MATEO","35","ca","POINT (-122.314351 37.547166)"
"F","Unknown","No","ENGLISH","SAN MATEO","49","ca","POINT (-122.314351 37.547166)"
"F","Other","No","ENGLISH","EAST PALO ALTO","79","ca","POINT (-122.139284 37.464162)"
"M","White","No","ENGLISH","SOUTH SAN FRANCISCO","33","ca","POINT (-122.412482 37.65568)"
"M","White","No","ENGLISH","SAN MATEO","27","ca","POINT (-122.314351 37.547166)"
"M","Native American","No","ENGLISH","REDWOOD CITY","63","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","SAN MATEO","58","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","UNKNOWN","REDWOOD CITY","57","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","SAN BRUNO","26","ca","POINT (-122.416148 37.627277)"
"M","White","Unknown","UNKNOWN","EAST PALO ALTO","49","ca","POINT (-122.139284 37.464162)"
"F","White","No","ENGLISH","SOUTH SAN FRANCISCO","33","ca","POINT (-122.412482 37.65568)"
"F","Asian","No","ENGLISH","SAN MATEO","93","ca","POINT (-122.314351 37.547166)"
"M","Other","Yes","SPANISH","MENLO PARK","36","ca","POINT (-122.18296 37.453629)"
"F","White","Yes","SPANISH","BURLINGAME","70","ca","POINT (-122.366265 37.584195)"
"M","Native American","No","ENGLISH","PACIFICA","31","ca","POINT (-122.48704 37.613823)"
"M","Other","No","ENGLISH","SAN CARLOS","65","ca","POINT (-122.264927 37.503733)"
"M","Native American","Unknown","UNKNOWN","SAN BRUNO","42","ca","POINT (-122.416148 37.627277)"
"F","White","No","ENGLISH","SAN MATEO","59","ca","POINT (-122.314351 37.547166)"
"M","Other","No","ENGLISH","SAN JOSE","79","ca","POINT (-121.888128 37.334807)"
"M","White","No","ENGLISH","SAN BRUNO","39","ca","POINT (-122.416148 37.627277)"
"M","White","No","ENGLISH","REDWOOD CITY","50","ca","POINT (-122.22815 37.484778)"
"M","White","Yes","ENGLISH","REDWOOD CITY","53","ca","POINT (-122.22815 37.484778)"
"F","Native American","No","ENGLISH","REDWOOD CITY","25","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","DALY CITY","57","ca","POINT (-122.472221 37.691113)"
"M","White","Unknown","ENGLISH","SAN CARLOS","62","ca","POINT (-122.264927 37.503733)"
"M","Black","No","ENGLISH","EAST PALO ALTO","56","ca","POINT (-122.139284 37.464162)"
"F","White","Unknown","SPANISH","FOSTER CITY","62","ca","POINT (-122.266445 37.561881)"
"M","White","No","ENGLISH","BELMONT","52","ca","POINT (-122.291951 37.508536)"
"M","White","Yes","SPANISH","SAN MATEO","26","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","ENGLISH","SAN MATEO","86","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","SPANISH","SOUTH SAN FRANCISCO","89","ca","POINT (-122.412482 37.65568)"
"M","Asian","Unknown","UNKNOWN","SAN BRUNO","58","ca","POINT (-122.416148 37.627277)"
"F","White","No","ENGLISH","HOMELESS","78","ca","POINT (-120.153119 40.13117)"
"M","Black","Unknown","UNKNOWN","SAN BRUNO","43","ca","POINT (-122.416148 37.627277)"
"M","Other","No","ENGLISH","MILLBRAE","69","ca","POINT (-122.397199 37.603633)"
"F","Asian","No","ENGLISH","BELMONT","62","ca","POINT (-122.291951 37.508536)"
"M","White","No","ENGLISH","MENLO PARK","64","ca","POINT (-122.18296 37.453629)"
"M","White","Unknown","UNKNOWN","SOUTH SAN FRANCISCO","70","ca","POINT (-122.412482 37.65568)"
"M","White","Unknown","UNKNOWN","SAN MATEO","39","ca","POINT (-122.314351 37.547166)"
"M","Declined to State","Unknown","ENGLISH","SAN MATEO","50","ca","POINT (-122.314351 37.547166)"
"M","White","No","ENGLISH","REDWOOD CITY","28","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","REDWOOD CITY","28","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","ENGLISH","SAN BRUNO","36","ca","POINT (-122.416148 37.627277)"
"M","White","No","ENGLISH","REDWOOD CITY","63","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","REDWOOD CITY","32","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","SPANISH","DALY CITY","88","ca","POINT (-122.472221 37.691113)"
"F","Asian","No","TAGALOG","SOUTH SAN FRANCISCO","82","ca","POINT (-122.412482 37.65568)"
"M","White","No","ENGLISH","SOUTH SAN FRANCISCO","47","ca","POINT (-122.412482 37.65568)"
"M","Other","Unknown","ENGLISH","SOUTH SAN FRANCISCO","55","ca","POINT (-122.412482 37.65568)"
"F","Black","Unknown","ENGLISH","SAN MATEO","55","ca","POINT (-122.314351 37.547166)"
"M","Black","Unknown","UNKNOWN","HOMELESS","65","ca","POINT (-120.153119 40.13117)"
"M","Black","No","ENGLISH","HOMELESS","31","ca","POINT (-120.153119 40.13117)"
"F","White","Unknown","ENGLISH","EAST PALO ALTO","28","ca","POINT (-122.139284 37.464162)"
"F","White","No","ENGLISH","SAN MATEO","64","ca","POINT (-122.314351 37.547166)"
"F","Other","Yes","ENGLISH","MENLO PARK","57","ca","POINT (-122.18296 37.453629)"
"F","White","No","ENGLISH","FOSTER CITY","35","ca","POINT (-122.266445 37.561881)"
"M","Black","No","ENGLISH","DALY CITY","31","ca","POINT (-122.472221 37.691113)"
"M","White","Unknown","UNKNOWN","PACIFICA","51","ca","POINT (-122.48704 37.613823)"
"M","Black","No","ENGLISH","EAST PALO ALTO","43","ca","POINT (-122.139284 37.464162)"
"F","White","Yes","ENGLISH","MENLO PARK","23","ca","POINT (-122.18296 37.453629)"
"F","White","No","ENGLISH","SAN MATEO","61","ca","POINT (-122.314351 37.547166)"
"F","White","No","ENGLISH","PACIFICA","72","ca","POINT (-122.48704 37.613823)"
"F","Asian","Yes","ENGLISH","SAN MATEO","33","ca","POINT (-122.314351 37.547166)"
"F","White","Unknown","UNKNOWN","REDWOOD CITY","56","ca","POINT (-122.22815 37.484778)"
"F","White","Unknown","UNKNOWN","SAN MATEO","76","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","ENGLISH","HOMELESS","41","ca","POINT (-120.153119 40.13117)"
"F","Other","Yes","SPANISH","REDWOOD CITY","55","ca","POINT (-122.22815 37.484778)"
"F","Black","No","ENGLISH","REDWOOD CITY","60","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","PALO ALTO","82","ca","POINT (-122.160363 37.445103)"
"F","Other","Yes","ENGLISH","SAN JOSE","42","ca","POINT (-121.888128 37.334807)"
"F","Black","No","ENGLISH","EAST PALO ALTO","69","ca","POINT (-122.139284 37.464162)"
"M","Other","No","ENGLISH","REDWOOD CITY","73","ca","POINT (-122.22815 37.484778)"
"M","White","No","ENGLISH","SAN MATEO","55","ca","POINT (-122.314351 37.547166)"
"M","White","Yes","ENGLISH","REDWOOD CITY","54","ca","POINT (-122.22815 37.484778)"
"F","White","No","ENGLISH","DALY CITY","30","ca","POINT (-122.472221 37.691113)"
"F","White","No","ENGLISH","SAN MATEO","36","ca","POINT (-122.314351 37.547166)"
"M","Pacific Islander","Unknown","UNKNOWN","SAN MATEO","73","ca","POINT (-122.314351 37.547166)"
"M","Black","No","ENGLISH","HOMELESS","69","ca","POINT (-120.153119 40.13117)"
"F","Other","Yes","ENGLISH","SAN MATEO","36","ca","POINT (-122.314351 37.547166)"
"F","White","Yes","ENGLISH","SOUTH SAN FRANCISCO","29","ca","POINT (-122.412482 37.65568)"
"M","White","Unknown","SPANISH","MENLO PARK","58","ca","POINT (-122.18296 37.453629)"
"M","Unknown","Unknown","UNKNOWN","SOUTH SAN FRANCISCO","57","ca","POINT (-122.412482 37.65568)"
"F","White","No","ENGLISH","SOUTH SAN FRANCISCO","85","ca","POINT (-122.412482 37.65568)"
"F","Asian","No","ENGLISH","SAN MATEO","42","ca","POINT (-122.314351 37.547166)"
"M","Black","No","ENGLISH","SOUTH SAN FRANCISCO","36","ca","POINT (-122.412482 37.65568)"
"F","White","Unknown","UNKNOWN","HALF MOON BAY","61","ca","POINT (-122.429242 37.463638)"
"F","Asian","Unknown","UNKNOWN","DALY CITY","66","ca","POINT (-122.472221 37.691113)"
"M","Other","Yes","ENGLISH","PALO ALTO","32","ca","POINT (-122.160363 37.445103)"
"F","Other","Yes","ENGLISH","SOUTH SAN FRANCISCO","28","ca","POINT (-122.412482 37.65568)"
"M","White","Unknown","UNKNOWN","SAN MATEO","67","ca","POINT (-122.314351 37.547166)"
"F","White","No","ENGLISH","REDWOOD CITY","56","ca","POINT (-122.22815 37.484778)"
"M","White","Unknown","ENGLISH","SOUTH SAN FRANCISCO","31","ca","POINT (-122.412482 37.65568)"
"F","Asian","Unknown","ENGLISH","SAN FRANCISCO","74","ca","POINT (-122.420168 37.78008)"
"M","Pacific Islander","No","ENGLISH","REDWOOD CITY","23","ca","POINT (-122.22815 37.484778)"
"F","White","Yes","ENGLISH","DALY CITY","68","ca","POINT (-122.472221 37.691113)"
"M","White","No","ENGLISH","SAN MATEO","49","ca","POINT (-122.314351 37.547166)"
"M","Black","No","ENGLISH","SAN MATEO","53","ca","POINT (-122.314351 37.547166)"
"M","Asian","No","ENGLISH","DALY CITY","43","ca","POINT (-122.472221 37.691113)"
