"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","studentgrouptype","studentgroup","gradelevel","testadministration","testsubject","suppression","count_of_students_expected","countmetstandard","count_of_students_expected_to_test_including_previously_passed","percentmetstandard","percentlevel1","percentlevel2","percentlevel3","percentlevel4","percentmettestedonly","percent_no_score","dataasof"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Math","None","111","81","111","73.0%","0.0720720720720","0.1621621621621","0.3783783783783","0.3513513513513","0.7570093457943","0.0360360360360","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Science","None","110","70","110","63.6%","0.0909090909090","0.1727272727272","0.4454545454545","0.1909090909090","0.7070707070707","0.1000000000000","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","ELPA","ELPA","None","9507","1678","9507","17.7%","0.0833070369201","0.7258861891238","0.1765015251919","0.0000000000000","0.1790630669085","0.0143052487640","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","MSPHSPE","Science","None","9112","2043","9112","22.4%","0.4735513608428","0.2852282704126","0.1899692712906","0.0342405618964","0.2280897621971","0.0170105355575","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","ELA","None","8974","1641","8974","18.3%","0.5511477601961","0.2584131936706","0.1658123467795","0.0170492533987","0.1842578037278","0.0075774459549","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","Math","None","9053","1331","9053","14.7%","0.5630177841599","0.2793549099745","0.0993040980890","0.0477189881807","0.1485988612258","0.0106042195957","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","ELA","None","65","29","65","44.6%","0.0461538461538","0.4307692307692","0.2923076923076","0.1538461538461","0.4833333333333","0.0769230769230","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Math","None","67","41","67","61.2%","0.0597014925373","0.2686567164179","0.3432835820895","0.2686567164179","0.6507936507936","0.0597014925373","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","AIM","Science","None","58","25","58","43.1%","0.1551724137931","0.3620689655172","0.2413793103448","0.1896551724137","0.4545454545454","0.0517241379310","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","MSPHSPE","Science","None","8909","1816","8909","20.4%","0.4232798293860","0.3597485688629","0.1771242563699","0.0267145583118","0.2065514103730","0.0131327870692","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","ELA","None","8827","1327","8827","15.0%","0.5688229296476","0.2720063441712","0.1368528378837","0.0134813639968","0.1516744770830","0.0088365243004","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","05","SBAC","Math","None","8872","1146","8872","12.9%","0.5633453561767","0.3001577998196","0.0902840396753","0.0388863841298","0.1301237651867","0.0073264201983","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","ELA","None","148","84","148","56.8%","0.2162162162162","0.2094594594594","0.3783783783783","0.1891891891891","0.5714285714285","0.0067567567567","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","Math","None","148","89","148","60.1%","0.1689189189189","0.2229729729729","0.2635135135135","0.3378378378378","0.6054421768707","0.0067567567567","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","ELPA","ELPA","None","8135","1281","8135","15.7%","0.0732636754763","0.7567301782421","0.1574677320221","0.0000000000000","0.1594671978090","0.0125384142593","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","ELA","None","7775","677","7775","8.7%","0.6185209003215","0.2815434083601","0.0810289389067","0.0060450160771","0.0882084690553","0.0128617363344","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","Math","None","7850","715","7850","9.1%","0.6782165605095","0.2166878980891","0.0617834394904","0.0292993630573","0.0923772609819","0.0140127388535","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","ELA","None","129","64","129","49.6%","0.1627906976744","0.3410852713178","0.3023255813953","0.1937984496124","0.4961240310077","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","Math","None","130","72","130","55.4%","0.0923076923076","0.3461538461538","0.2230769230769","0.3307692307692","0.5581395348837","0.0076923076923","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","ELPA","ELPA","None","8259","1108","8259","13.4%","0.0636880978326","0.7845986196876","0.1341566775638","0.0000000000000","0.1365541040177","0.0175566049158","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","ELA","None","7898","730","7898","9.2%","0.6085084831602","0.2884274499873","0.0869840465940","0.0054444163079","0.0934220629639","0.0106356039503","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","Math","None","7943","827","7943","10.4%","0.6298627722522","0.2546896638549","0.0761676948256","0.0279491376054","0.1053100725837","0.0113307314616","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","WIDA","WIDA","<5%","NULL","NULL","NULL","<5%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","ELA","None","107","57","107","53.3%","0.1962616822429","0.2710280373831","0.3551401869158","0.1775700934579","0.5327102803738","0.0000000000000","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","Math","None","105","65","105","61.9%","0.1428571428571","0.2380952380952","0.3047619047619","0.3142857142857","0.6190476190476","0.0000000000000","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","ELPA","ELPA","None","8349","1345","8349","16.1%","0.0728230925859","0.7500299437058","0.1610971373817","0.0000000000000","0.1637248934875","0.0160498263265","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","ELA","None","7839","803","7839","10.2%","0.5887230514096","0.2963388187268","0.0980992473529","0.0043372879193","0.1037333677819","0.0125015945911","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","Math","None","7916","883","7916","11.2%","0.6240525517938","0.2535371399696","0.0813542193026","0.0301920161697","0.1127713920817","0.0108640727640","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","ELA","None","77","32","77","41.6%","0.2597402597402","0.3116883116883","0.2857142857142","0.1298701298701","0.4210526315789","0.0129870129870","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","Math","None","77","32","77","41.6%","0.1948051948051","0.3636363636363","0.1688311688311","0.2467532467532","0.4266666666666","0.0259740259740","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","ELPA","ELPA","None","7416","1083","7416","14.6%","0.0751078748651","0.7598435814455","0.1460355987055","0.0000000000000","0.1488659793814","0.0190129449838","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","ELA","None","6930","726","6930","10.5%","0.5770562770562","0.3080808080808","0.0975468975468","0.0072150072150","0.1058309037900","0.0101010101010","2022-02-09T00:00:00.000"
"2015-16","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","Math","None","7002","631","7002","9.0%","0.6321051128249","0.2653527563553","0.0648386175378","0.0252784918594","0.0912509038322","0.0124250214224","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","ELA","None","77","30","77","39.0%","0.1818181818181","0.3636363636363","0.3506493506493","0.0389610389610","0.4166666666666","0.0649350649350","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","AIM","Math","None","77","36","77","46.8%","0.1428571428571","0.3376623376623","0.2597402597402","0.2077922077922","0.4931506849315","0.0519480519480","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","ELA","None","6142","585","6142","9.5%","0.5864539238033","0.3059264083360","0.0895473787040","0.0056984695538","0.0964391691394","0.0123738196027","2022-02-09T00:00:00.000"
"2014-15","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","06","SBAC","Math","None","6201","533","6201","8.6%","0.6490888566360","0.2504434768585","0.0654733107563","0.0204805676503","0.0872197676321","0.0145137880986","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","AIM","ELA","None","138","72","138","52.2%","0.2318840579710","0.2463768115942","0.3260869565217","0.1956521739130","0.5217391304347","0.0000000000000","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","AIM","Math","None","141","77","141","54.6%","0.2482269503546","0.2056737588652","0.3262411347517","0.2198581560283","0.5460992907801","0.0000000000000","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","ELPA","ELPA","None","7612","774","7612","10.2%","0.1120599054125","0.7706253284287","0.1016815554387","0.0000000000000","0.1032964099826","0.0156332107199","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","SBAC","ELA","None","7297","752","7297","10.3%","0.6106619158558","0.2724407290667","0.0979854734822","0.0050705769494","0.1045025013896","0.0138413046457","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","SBAC","Math","None","7368","672","7368","9.1%","0.6779315960912","0.2136264929424","0.0669109663409","0.0242942453854","0.0928048612070","0.0172366992399","2022-02-09T00:00:00.000"
"2018-19","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","WIDA","WIDA","<3%","NULL","NULL","NULL","<3%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","AIM","ELA","None","114","65","114","57.0%","0.1403508771929","0.2894736842105","0.4210526315789","0.1491228070175","0.5701754385964","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","AIM","Math","None","111","76","111","68.5%","0.1531531531531","0.1621621621621","0.4684684684684","0.2162162162162","0.6846846846846","0.0000000000000","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","ELPA","ELPA","None","7608","628","7608","8.3%","0.1218454258675","0.7757623554153","0.0825446898002","0.0000000000000","0.0842161727236","0.0198475289169","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","SBAC","ELA","None","7189","824","7189","11.5%","0.5973014327444","0.2723605508415","0.1094728056753","0.0051467519821","0.1164499717354","0.0157184587564","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","SBAC","Math","None","7258","790","7258","10.9%","0.6543124827776","0.2193441719481","0.0804629374483","0.0283824745108","0.1107839012761","0.0174979333149","2022-02-09T00:00:00.000"
"2017-18","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","WIDA","WIDA","<5%","NULL","NULL","NULL","<5%","NULL","NULL","NULL","NULL","NULL","NULL","2022-02-09T00:00:00.000"
"2016-17","State","Multiple","State Total",,,"State Total",,,"State Total",,,"ELL","English Language Learners","07","AIM","ELA","None","95","46","95","48.4%","0.2000000000000","0.3157894736842","0.3684210526315","0.1157894736842","0.4842105263157","0.0000000000000","2022-02-09T00:00:00.000"
