"schoolyear","esd","county","districtcode","district","schoolcode","school","subgroup","readingproficiency","readingtargetproficiency","readingmetproficiency","mathproficiency","mathtargetproficiency","mathmetproficiency","readingmetparticipation","mathmetparticipation","otherindicatormet","title_i"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Hispanic","73.5","69.4","On/Above","67.3","57.2","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","White","77.6","76.8","On/Above","72.9","77.8","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Limited English","62.3","57.4","On/Above*","56.6","44.6","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Special Education","37.5","32.2","On/Above*","31.3","28.3","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","2932","Dick Scobee Elementary School","Low Income","70","69.7","On/Above","62.1","62.2","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","All","68.2","80","Below","64.2","69","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Asian","77.8",,"N<Required","88.9",,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Hispanic","63.4","66.2","Below","53.7","59","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","White","76.2","88.2","Below","71.4","77.7","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Limited English","52.7","45","On/Above*","56.4","37.7","On/Above*","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Special Education","26.9","25.8","On/Above","30.8","21.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3745","Evergreen Heights Elementary","Low Income","62.9","74.4","Below","58.1","60.6","Below","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","All","76.9","82.1","Below","80.5","89.2","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Asian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Hispanic","73.5","80.8","Below","84.3","89.8","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","White","84.2","90.8","Below","82.5","87.8","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Limited English","72.1","60.7","On/Above*","64.8","80.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Special Education","40.9",,"N<Required","40.9",,"N<Required","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","3669","Gildo Rey Elementary School","Low Income","72.9","78.7","Below","78.7","87.4","On/Above","On/Above","On/Above","On/Above","true"
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","All","81.4","86.8","Below","76.3","81.7","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Asian","79.2","85.3","Below","70.8","81.7","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Black","80.6","84.2","On/Above","67.7","65.2","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Hispanic","71.4","74.8","Below","62.5","70.2","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","White","86.8","90.8","Below","83.8","87.4","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Two or More Races",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Limited English","46.4",,"N<Required","35.7",,"N<Required","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Special Education","57.7","51.3","On/Above*","50","59.9","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4347","Hazelwood Elementary School","Low Income","76.4","81.1","Below","70.9","78","Below","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4417","Ilalko Elementary School","All","81.3","82.2","Below","78.9","72.8","On/Above","On/Above","On/Above","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4417","Ilalko Elementary School","American Indian",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4417","Ilalko Elementary School","Asian",,"78.8","N<Required",,"82.4","N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4417","Ilalko Elementary School","Pacific Islander",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4417","Ilalko Elementary School","Black",,,"N<Required",,,"N<Required","N<Required","N<Required","On/Above",
"2011-12","Puget Sound Educational Service District 121","King","17408","Auburn School District","4417","Ilalko Elementary School","Hispanic","79.6","84.1","On/Above","66.7","66.1","On/Above","On/Above","On/Above","On/Above",
