"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","male","gender_x","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof","fostercare","non_fostercare"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","191","89","102","0","1","3","1","29","0","23","134","7","9","5","113","0","0","5","5","27","184","182","186","78","191","191","186","186","164","2022-04-22T00:00:00.000","0","181"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","158","73","85","0","1","3","1","25","0","13","115","14","6","12","79","2","1","8","4","20","144","152","146","79","156","157","150","154","138","2022-04-22T00:00:00.000","0","154"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","158","78","80","0","2","3","2","28","0","14","109","15","3","11","75","1","0","2","2","18","143","155","147","83","157","158","156","156","140","2022-04-22T00:00:00.000","0","156"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","AllGrades","190","93","97","0","5","4","2","26","0","20","133","10","6","15","95","0","0","6","1","23","180","184","175","95","190","190","184","189","167","2022-04-22T00:00:00.000","0","188"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Half-day Kindergarten","2","0","2","0","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","2","2","1","2","2","2","2","2","2022-04-22T00:00:00.000","0","2"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","20","7","13","0","0","0","0","2","0","2","16","0","0","0","13","0","1","2","0","1","20","20","20","7","20","19","18","20","19","2022-04-22T00:00:00.000","0","20"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","15","8","7","0","0","0","0","1","0","1","13","0","0","0","6","0","0","1","0","1","15","15","15","9","15","15","14","15","14","2022-04-22T00:00:00.000","0","15"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","21","14","7","0","0","0","0","6","0","1","13","2","0","3","14","0","0","1","0","3","19","21","18","7","21","21","20","21","18","2022-04-22T00:00:00.000","0","21"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","37","18","19","0","0","1","0","5","0","5","26","3","0","1","18","0","0","1","3","3","34","37","36","19","37","37","36","34","34","2022-04-22T00:00:00.000","0","35"
"2017-18","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","29","10","19","0","0","1","0","3","0","7","18","0","0","2","18","0","0","1","0","4","29","29","27","11","29","29","28","29","25","2022-04-22T00:00:00.000","0","27"
"2016-17","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","20","8","12","0","0","0","0","3","0","0","17","2","0","2","11","1","0","3","0","4","18","20","18","9","19","20","17","20","16","2022-04-22T00:00:00.000","0","18"
"2015-16","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","16","8","8","0","0","1","1","1","0","3","10","1","0","2","7","0","0","1","0","2","15","16","14","9","16","16","15","16","14","2022-04-22T00:00:00.000","0","16"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Kindergarten","25","11","14","0","1","0","0","4","0","5","15","3","0","2","17","0","0","0","0","5","22","25","23","8","25","25","25","25","20","2022-04-22T00:00:00.000","0","24"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Pre-Kindergarten","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","1","1","1","1","0","2022-04-22T00:00:00.000","0","1"
"2014-15","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","3216","Central Park Elementary","100867","P","Pre-Kindergarten","17","6","11","0","0","1","1","1","0","3","11","0","0","2","8","0","0","2","0","1","17","17","15","9","17","17","15","17","16","2022-04-22T00:00:00.000","0","17"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","10th Grade","18","8","10","0","1","0","0","5","0","2","10","1","1","1","8","0","1","8","2","4","17","17","17","10","18","17","10","16","14","2022-04-22T00:00:00.000","0","18"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","10th Grade","7","5","2","0","0","0","0","1","0","1","5","0","0","0","5","0","0","0","2","0","7","7","7","2","7","7","7","5","7","2022-04-22T00:00:00.000","0","7"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","10th Grade","2","2","0","0","0","0","0","1","0","0","1","0","0","1","2","0","0","2","0","0","2","2","1","0","2","2","0","2","2","2022-04-22T00:00:00.000","0","2"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","10th Grade","4","3","1","0","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","4","4","4","3","4","4","3","4","2","2022-04-22T00:00:00.000","0","4"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","11th Grade","5","3","2","0","0","0","0","1","0","0","4","0","0","0","4","0","0","1","1","1","5","5","5","1","5","5","4","4","4","2022-04-22T00:00:00.000","0","5"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","11th Grade","6","5","1","0","0","0","0","1","0","0","5","0","0","0","2","0","0","2","0","1","6","6","6","4","6","6","4","6","5","2022-04-22T00:00:00.000","0","5"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","11th Grade","3","3","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","2","0","2","3","3","3","2","3","3","1","3","1","2022-04-22T00:00:00.000","0","3"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","11th Grade","2","2","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","2","2","2","1","2","2","0","2","2","2022-04-22T00:00:00.000","0","2"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","12th Grade","14","10","4","0","0","0","0","4","0","2","8","0","0","0","5","0","0","6","0","2","14","14","14","9","14","14","8","14","12","2022-04-22T00:00:00.000","0","14"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","12th Grade","4","3","1","0","0","0","0","0","0","0","4","0","0","0","3","0","0","3","1","3","4","4","4","1","4","4","1","3","1","2022-04-22T00:00:00.000","0","4"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","12th Grade","3","1","2","0","0","0","0","1","0","0","2","0","0","0","2","0","0","0","0","1","3","3","3","1","3","3","3","3","2","2022-04-22T00:00:00.000","0","3"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","12th Grade","2","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","2","2","2","2","2","2","0","2","2","2022-04-22T00:00:00.000","0","2"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","1st Grade","5","3","2","0","0","0","0","4","0","0","1","0","0","0","2","0","0","1","0","1","5","5","5","3","5","5","4","5","4","2022-04-22T00:00:00.000","0","5"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","2nd Grade","6","1","5","0","1","0","0","2","0","2","1","0","0","0","5","0","0","2","0","1","6","6","6","1","6","6","4","6","5","2022-04-22T00:00:00.000","0","6"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","3rd Grade","3","0","3","0","0","0","0","1","0","0","2","0","0","0","1","0","0","1","0","1","3","3","3","2","3","3","2","3","2","2022-04-22T00:00:00.000","0","3"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","4th Grade","5","3","2","0","0","1","0","0","0","2","2","0","0","0","4","0","0","0","0","0","5","5","5","1","5","5","5","5","5","2022-04-22T00:00:00.000","0","5"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","4th Grade","2","1","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","1","0","2","2","1","2","2","2","2","1","2","2022-04-22T00:00:00.000","0","2"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","5th Grade","5","2","3","0","0","1","0","1","0","1","2","1","1","0","1","0","1","3","0","1","4","4","5","4","5","4","2","5","4","2022-04-22T00:00:00.000","0","5"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","6th Grade","14","8","6","0","0","1","1","3","0","1","8","0","0","0","8","0","0","4","0","3","14","14","14","6","14","14","10","14","11","2022-04-22T00:00:00.000","0","13"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","6th Grade","2","0","2","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","2","2","1","2","2","2","2","2","2022-04-22T00:00:00.000","0","2"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","6th Grade","2","1","1","0","0","0","0","1","0","0","1","0","0","0","2","0","0","2","0","0","2","2","2","0","2","2","0","2","2","2022-04-22T00:00:00.000","0","2"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","7th Grade","7","2","5","0","0","0","0","3","0","1","3","0","0","0","5","0","0","1","0","1","7","7","7","2","7","7","6","7","6","2022-04-22T00:00:00.000","0","7"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","7th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","1","2022-04-22T00:00:00.000","0","1"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","7th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","2022-04-22T00:00:00.000","0","1"
"2018-19","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","7th Grade","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","0","1","1","2022-04-22T00:00:00.000","0","1"
"2021-22","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","8th Grade","10","4","6","0","1","0","0","2","0","2","5","0","1","0","7","0","1","3","0","3","10","9","10","3","10","9","7","10","7","2022-04-22T00:00:00.000","0","10"
"2020-21","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","8th Grade","4","2","2","0","0","0","0","1","0","0","3","0","0","0","1","0","0","2","1","1","4","4","4","3","4","4","2","3","3","2022-04-22T00:00:00.000","0","4"
"2019-20","School","Grays Harbor","Capital Region ESD 113","100004","14005","Aberdeen School District","100010","5514","Grays Harbor Academy","106145","A","8th Grade","7","4","3","0","0","0","0","3","0","0","4","0","0","0","4","0","0","4","0","0","7","7","7","3","7","7","3","7","7","2022-04-22T00:00:00.000","0","7"
