"artwork_city","artwork_site","artist","title","artwork_type","materials","measurements","date_made","location","address","zip_code","see_more_at","id_number","geocoordinates","credit_info"
"Bellevue","Newport High School","Ralston, Roger","""Ryzomic Possibilities: smiling here and there""","Sculpture","Glass mosaic on aluminum with steel support","27 ft x 7 1/2 ft x 2 ft","2007","Grassy area in middle tier of terraced landscape - leading down to main student entryway","4333 Factoria Blvd. SE","98006","http://www.arts.wa.gov/artwork/?request=record;id=12145;type=101","WSAC2006.014.000","POINT (-122.171754 47.568188)","Part of Washington's State Art Collection, acquired by ArtsWA and Bellevue School District"
"Wenatchee","Wenatchee High School","Archibald, Jack","""Kites""","Painting","Glass","33 in x 22 in","1991","Outside of Athletic Office on wall","1101 Millerdale Ave.","98801","http://www.arts.wa.gov/artwork/?request=record;id=1694;type=101","WSAC1996.165.000","POINT (-120.326654 47.41059)","Part of Washington's State Art Collection, acquired by ArtsWA and Wenatchee School District"
"Lacey","Seven Oaks Elementary","Coyle, Kathleen","""Dream Cloth""","Textile","Monoprint (wax resist), fabric painting, appliqué, and sequins","4 ft 1 in x 2 ft 5 in","1988","Interior hallway","1800 Seven Oaks Drive SE","98503","http://www.arts.wa.gov/artwork/?request=record;id=3487;type=101","WSAC1991.076.000","POINT (-122.771874 47.027785)","Part of Washington's State Art Collection, acquired by ArtsWA and North Thurston Public Schools"
"Tulalip","Quil Ceda Elementary","Ahvakana, Lawrence ""Ulaaq""","""Fancy Ruff""","Sculpture","Alabaster","18 in x 16 in x 6 in","1997","Library","2415 74th Street NE","98271","http://www.arts.wa.gov/artwork/?request=record;id=3384;type=101","WSAC1998.068.000","POINT (-122.198561 48.063892)","Part of Washington's State Art Collection, acquired by ArtsWA and Marysville School District"
"Everson","Irene Reither Elementary School","Robalino, Mauricio","""Urban Garden & Fantasy""","Painting","Gouache paint on paper","40 in x 23 1/2 in","1994","Library","954 East Hemmi Rd.","98247","http://www.arts.wa.gov/artwork/?request=record;id=2412;type=101","WSAC1995.226.000","POINT (-122.43848 48.865641)","Part of Washington's State Art Collection, acquired by ArtsWA and Meridian School District"
"Gig Harbor","Harbor Heights Elementary","Hansen, Gaylen","""Cat Temple & Fish""","Drawing","Charcoal on paper","2 ft 6 in x 3 ft 8 in","1992","Library","4002 36th St NW","98335","http://www.arts.wa.gov/artwork/?request=record;id=2505;type=101","WSAC1995.335.000","POINT (-122.593386 47.292257)","Part of Washington's State Art Collection, acquired by ArtsWA and Peninsula School District"
"Puyallup","Edgerton Elementary","Wehrle, John","""Learning Edge""","Painting","Acrylic paint on birch plywood and non-woven media","20 ft x 68 ft x 1/4 in","2008","Main entry foyer, hallway wall","16528 127th Ave. Ct E","98374","http://www.arts.wa.gov/artwork/?request=record;id=12087;type=101","WSAC2007.029.000","POINT (-122.235583 47.131407)","Part of Washington's State Art Collection, acquired by ArtsWA and Puyallup School District"
"Spanaway","Bethel Middle School","Dal Cerro, Michael","""Garfield Washington""","Print","Woodblock print on paper","20 1/4 in x 14 7/8 in (sheet)","1993","Main office, behind desk","22201 38TH AVE E","983876827","http://www.arts.wa.gov/artwork/?request=record;id=2272;type=101","WSAC1995.057.000","POINT (-122.37879 47.058189)","Part of Washington's State Art Collection, acquired by ArtsWA and Bethel School District"
"Ellensburg","Central Washington University","Katsiaficas, Mary Diane","""Discrete Apparation""","Painting","Oil paint, cotton sheeting, rag paper, gesso, cotton thread and string, and eucalyptus branches","3 ft 1 in x 4 ft 4 in x 5 in","1979","McConnell Hall","400 East University Way","98926","http://www.arts.wa.gov/artwork/?request=record;id=5193;type=101","WSAC1982.109.000","POINT (-120.541704 47.000692)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Washington University"
"Pasco","Columbia Basin College","Benson, Todd","""Infinite Humanity""","Painting","Acrylic paint","35 ft x 170 ft","2017","Social Sciences Building (SWL), main entrance","2600 N 20th Ave.","99301","http://www.arts.wa.gov/artwork/?request=record;id=12846;type=101","WSAC2016.015.000","POINT (-119.120253 46.254336)","Part of Washington's State Art Collection, acquired by ArtsWA and Columbia Basin College"
"Olympia","Washington State Arts Commission","Sahlstrand, James","""Photographic Collection""","Photograph","Gelatin silver print","11 1/16 in x 14 1/16 in (sheet)","1976","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=3661;type=101","WSAC1976.077.020","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Walla Walla Community College"
"Shoreline","Public Health Laboratories","La Londe, Richard","""""Touch"" from the series Panels of Deduction""","Sculpture","Fused glass panels","26 in x 22 in","2004","Main corridor","1610 NE 150th St.","98155","http://www.arts.wa.gov/artwork/?request=record;id=12786;type=101","WSAC2002.279.001C","POINT (-122.310788 47.738119)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Health"
"Olympia","Washington State Arts Commission","Franklund Miller, Wendy","""Earth Skin #2: Bee Dance""","Painting","Artist-made paper, aluminum, cotton fabric, and batting","35 in x 29 in (overall)","1993","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=2360;type=101","WSAC1995.158.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Washington School District"
"Camano Island","Elger Bay Elementary","De Caro, Pat","""Proximity""","Print","Linocut print on paper","13 in x 141/2 in","1999","2nd floor, between rooms 22 and 24","1810 Elger Bay Road","98282","http://www.arts.wa.gov/artwork/?request=record;id=10705;type=101","WSAC2000.108.000","POINT (-122.468436 48.145159)","Part of Washington's State Art Collection, acquired by ArtsWA and Stanwood School District"
"Bremerton","Woodlands Elementary","Simpson, Buster","""Untitled""","Sculpture","Suspended metal and found objects hanging from monofilament","Dimensions variable, 400 square foot atrium space","1982","Entrance ceiling","7420 Central  Valley Road NE","98311","http://www.arts.wa.gov/artwork/?request=record;id=10416;type=101","WSAC1982.115.000","POINT (-122.647709 47.632334)","Part of Washington's State Art Collection, acquired by ArtsWA and Central Kitsap School District"
"Tacoma","Manitou Elementary","Heras, Heleodoro","""El Mercado (The Market Place)""","Painting","Oil paint on hard board","2 ft x 3 ft","1994","West commons hallway","4330 S 66th St","98409","http://www.arts.wa.gov/artwork/?request=record;id=2251;type=101","WSAC1995.036.000","POINT (-122.495086 47.197333)","Part of Washington's State Art Collection, acquired by ArtsWA and Tacoma School District"
"Battle Ground","Captain Strong Elementary School","Troll, Ray","""Skates on Ice""","Drawing","Pastel and colored pencil on paper","22 in x 15 in","1991","Hallway by Library, between restrooms","1002 NW 6th Ave.","98604","http://www.arts.wa.gov/artwork/?request=record;id=2943;type=101","WSAC1992.176.000","POINT (-122.545157 45.788568)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"Omak","East Omak Elementary","ibach, dick","""Railroad Tressle""","Painting","Colored pencil and acrylic paint on paper","20 in x 24 in","1990","5th grade hall between rooms 117 and 119","715 Omak Ave.","98841","http://www.arts.wa.gov/artwork/?request=record;id=5517;type=101","WSAC1991.106.000","POINT (-119.515898 48.405873)","Part of Washington's State Art Collection, acquired by ArtsWA and Omak School District"
"Lakewood","Pierce College - Fort Steilacoom","Lawrence, Jacob","""The Builders""","Print","Serigraph print","34 1/8 in x 25 3/4 in","1974","Cascade Building, Library, Main floor, Southwest wall","9401 Farwest Dr. SW","98498","http://www.arts.wa.gov/artwork/?request=record;id=3014;type=101","WSAC1993.035.000","POINT (-122.571398 47.171792)","Part of Washington's State Art Collection, acquired by ArtsWA and Pierce College"
"Olympia","Washington State Arts Commission","Ho, Raymond","""Forgotten Fields""","Painting","Collage","72 in x 60 in (overall)","Date unknown","On display in Reception","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=3675;type=101","WSAC1976.064.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Federal Way School District"
"Napavine","Napavine Junior-Senior High School","Gleeson, Madge","""Napavine Sight Survey""","Painting","Watercolor paint and graphite on paper","5 ft x 3 ft 4 in (overall)","1984","Library","404 4th Ave NE","98565","http://www.arts.wa.gov/artwork/?request=record;id=5819;type=101","WSAC1983.005.00A-C","POINT (-122.904695 46.57674)","Part of Washington's State Art Collection, acquired by ArtsWA and Napavine School District"
"Cowiche","Highland High School","McWee, Neil","""Clear Creek, Zion National Park""","Photograph","Silver dye bleach print","24 1/4 in x 20 in","1995","Commons, outside gym entrance","17000 Summitview Road","98923","http://www.arts.wa.gov/artwork/?request=record;id=10678;type=101","WSAC2000.081.000","POINT (-120.712235 46.674584)","Part of Washington's State Art Collection, acquired by ArtsWA and Highland School District"
"Olympia","Washington State Arts Commission","Wilson, Don","""Multnomah Series #16""","Sculpture","Indiana limestone","3 ft x 16 in x 17 in","Date unknown","Not on display. At ArtsWA pending re-siting.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=3562;type=101","WSAC1975.025.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Eatonville","Eatonville High School","Edwards, Garth","""Logger's Back""","Painting","Leaded glass","30 in x 40 in","1979","Library","302 Mashell Ave N","98328","http://www.arts.wa.gov/artwork/?request=record;id=5212;type=101","WSAC1982.094.000","POINT (-122.267042 46.871352)","Part of Washington's State Art Collection, acquired by ArtsWA and Eatonville School District"
"Camas","Hayes Freedom High School","de Lory, Peter","""A Pathway""","Photograph","Dye sublimation photographs on aluminum","36 in x 36 in x 1 in","2015","South wall of interior hallway, above library windows","1919 NE Ione Street","98607","http://www.arts.wa.gov/artwork/?request=record;id=12722;type=101","WSAC2014.001.002","POINT (-122.401512 45.592664)","Part of Washington's State Art Collection, acquired by ArtsWA and Camas School District"
"Rainier","Rainier Elementary","Purser, Robert","""Ric Rac""","Sculpture","Mixed media","34 in x 34 in x 4 in","2000","Large commons, near back entrance","600 3rd St W","98576","http://www.arts.wa.gov/artwork/?request=record;id=11387;type=101","WSAC2002.166.000","POINT (-122.692693 46.883129)","Part of Washington's State Art Collection, acquired by ArtsWA and Rainier School District"
"Montesano","Aberdeen-Montesano Armory","Killmaster, John","""Military Images""","Painting","Enamel on steel","3 ft 8 in x 5 ft 6 in","1978","Lobby wall","21 Clemons Rd N","98563","http://www.arts.wa.gov/artwork/?request=record;id=4205;type=101","WSAC1978.015.000","POINT (-123.656063 46.978896)","Part of Washington's State Art Collection, acquired by ArtsWA and Military Department"
"Onalaska","Onalaska Elementary School","Ahvakana, Lawrence ""Ulaaq""","""Whaling Festival at Ukpiaviqmutt""","Sculpture","Yellow cedar wood, bead work, red cedar wood, ivory, and acrylic paint","24 in x 14 in x 4 in (irregular dimensions)","1991","Library","540 Carlisle Ave","98570","http://www.arts.wa.gov/artwork/?request=record;id=1939;type=101","WSAC1992.067.000","POINT (-122.72014 46.581881)","Part of Washington's State Art Collection, acquired by ArtsWA and Onalaska School District"
"Sumas","Sumas Elementary","Moore, William","""Gas Works""","Sculpture","Oak and cocobola","6 3/4 in x 11 1/8 in x 9 1/2 in","1979","Temporarily not on display","1024 Lawson St","98295","http://www.arts.wa.gov/artwork/?request=record;id=5218;type=101","WSAC1982.088.000","POINT (-122.260532 48.994212)","Part of Washington's State Art Collection, acquired by ArtsWA and Nooksack Valley School District"
"Seattle","University of Washington","Lawrence, Jacob","""No. 7 To the people he found worthy of his trust, he communicated his plans. From the series The Legend of John Brown""","Print","Screen print on paper","20 in x 25 7/8 in","1977","Allen School of Computer Science and Engineering, 2nd and 3rd floors (185 E Stevens Way NE, Seattle)","15th Ave. NE, between NE Pacific St. and NE 45th St.","98195","http://www.arts.wa.gov/artwork/?request=record;id=11936;type=101","WSAC1995.429.007","POINT (-122.305853 47.653503)","Part of Washington's State Art Collection, acquired by ArtsWA and Departments of Natural Resources and Labor and Industries"
"Spokane","Spokane Community College","Tamura, Maki","""Discovery""","Sculpture","Watercolor paint on paper and wood","21.5 in x 21.5 in x 2 in","2006","Building 7, northwest lobby","1810 N Greene St.","99217","http://www.arts.wa.gov/artwork/?request=record;id=12296;type=101","WSAC2011.012.000","POINT (-117.358853 47.67505)","Part of Washington's State Art Collection, acquired by ArtsWA and Community Colleges of Spokane"
"Chehalis","Green Hill School","Edwards, Garth","""Prism Window""","Sculpture","Glass","32 in x 32 in x 1 in","2001","Building S (Spruce), C wing, middle left window","375 SW 11th St","98532","http://www.arts.wa.gov/artwork/?request=record;id=12663;type=101","WSAC1998.117.008O","POINT (-122.958449 46.648935)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Social and Health Services"
"Des Moines","Highline College","Goss, Nancy","""Sweet Dreams""","Photograph","Gelatin silver prints on litho film with acrylic paint and cloth","24 in x 30 in","1991","Building 30, 3rd floor, hallway leading to side stairwell","2400 S 240th St.","98198","http://www.arts.wa.gov/artwork/?request=record;id=4787;type=101","WSAC1990.042.000","POINT (-122.300262 47.389824)","Part of Washington's State Art Collection, acquired by ArtsWA and Multiples: The Sciences and Art Collection and Highline Community College"
"Soap Lake","Soap Lake Middle/High School","Hitchcock, Peggy","""Roan""","Painting","Enamel, screen prints, and oil paint on copper foil","16 in x 17 1/2 in","1998","High School Library","527 2nd Ave SW","98851","http://www.arts.wa.gov/artwork/?request=record;id=10754;type=101","WSAC2000.157.000","POINT (-119.497963 47.386671)","Part of Washington's State Art Collection, acquired by ArtsWA and Soap Lake School District"
"Mukilteo","Harbour Pointe Middle School","Molyneaux, Mary","""Fish Shrine: Duet""","Sculpture","Collaged paper, acrylic paint, wood, and found objects","19 in x 18 in x 4 in","1992","Library","5000 Harbour Pointe Blvd","98275","http://www.arts.wa.gov/artwork/?request=record;id=1690;type=101","WSAC1996.180.000","POINT (-122.299829 47.902715)","Part of Washington's State Art Collection, acquired by ArtsWA and Mukilteo School District"
"Seattle","University of Washington","Andersen, Morten","""Interlinked Lacks""","Print","Limited edition Giclée print","36 in x 30 in (overall)","2015","NanoEngineering & Sciences Building (NanoES), hallway outside classrooms (near W Stevens Way NE and NE Grant Lane) (4000 15th Ave NE, Seattle)","15th Ave. NE, between NE Pacific St. and NE 45th St.","98195","http://www.arts.wa.gov/artwork/?request=record;id=13221;type=101","WSAC2018.039.000","POINT (-122.309573 47.654862)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Kittitas","Kittitas Secondary School","Krieble, Cynthia","""Home of the Coyotes""","Painting","Oil paint on canvas and wood panel","24 in x 90 in","2009","Main office, over the main counter","7571 Kittitas Highway","98934","http://www.arts.wa.gov/artwork/?request=record;id=12159;type=101","WSAC2006.028.002A-C","POINT (-120.426625 46.989731)","Part of Washington's State Art Collection, acquired by ArtsWA and Kittitas School District"
"Seattle","North Seattle College","Hammer, Joanne","""Birds of A Feather""","Painting","Wood, oil paint and wax on paper","22 1/4 in x 30 in","1992","Wellness Center, first floor, east side near manager's office","9600 College Way North","98103","http://www.arts.wa.gov/artwork/?request=record;id=2028;type=101","WSAC1995.329.000","POINT (-122.332034 47.699526)","Part of Washington's State Art Collection, acquired by ArtsWA and North Seattle Community College"
"Seattle","Renton High School","Holahan, Catherine","""Reflections""","Photograph","Silver dye bleach print on paper","10 in x 7 in","1997","Main office","400 South Second St.","98178","http://www.arts.wa.gov/artwork/?request=record;id=11446;type=101","WSAC2002.214.000","POINT (-122.211664 47.482637)","Part of Washington's State Art Collection, acquired by ArtsWA and Renton School District"
"Port Angeles","Peninsula College","Peter Richards and Sue Richards","""Commons""","Sculpture","Cast aluminum and basalt","Dimensions variable","2010","Student commons and Science courtyard","1502 East Lauridsen Blvd.","98362","http://www.arts.wa.gov/artwork/?request=record;id=12219;type=101","WSAC2006.020.00A-E","POINT (-123.414056 48.10008)","Part of Washington's State Art Collection, acquired by ArtsWA and Peninsula College"
"Tacoma","University of Washington - Tacoma","Fels, Donald","""Black Gold""","Print","Silkscreen print on burlap","24 in x 14 in (overall)","2003","Cherry Parkes Building, 1st floor lobby","1900 Commerce St.","98402","http://www.arts.wa.gov/artwork/?request=record;id=11735;type=101","WSAC2004.028.003A-B","POINT (-122.436835 47.244363)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Yacolt","Yacolt Elementary","Yates, Stephen","""Firestorm Forest""","Painting","Oil paint on canvas","46 in x 54 in","1994","East/West hallway on north side of building","406 W Yacolt Rd.","98675","http://www.arts.wa.gov/artwork/?request=record;id=2613;type=101","WSAC1996.137.000","POINT (-122.411576 45.867802)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"West Richland","Tapteal Elementary School","Cole, Melissa Singh","""Tapteal Journey: Sandhill Crane""","Sculpture","Mosaic made from textured acrylic, clay, and glass on birch plywood","6 ft x 4 ft x 2 in","2021","First floor, main stairway","705 N. 62nd Ave.","99353","http://www.arts.wa.gov/artwork/?request=record;id=13608;type=101","WSAC2020.010.016","POINT (-119.368049 46.30688)","Part of Washington's State Art Collection, acquired by ArtsWA and Richland School District"
"Olympia","South Puget Sound Community College","Edwards, Garth","""Six Lanterns""","Sculpture","Aluminum","Dimensions variable","2004","Footbridge to Family Education & Child Center","2011 Mottman Rd. SW","98512","http://www.arts.wa.gov/artwork/?request=record;id=12744;type=101","WSAC2003.002.003","POINT (-122.928914 47.024411)","Part of Washington's State Art Collection, acquired by ArtsWA and South Puget Sound Community College"
"Olympia","Washington State Arts Commission","Hansen, Art","""Winter 1977""","Print","Etching on paper","12 3/8 in x 14 1/4 in (sheet)","1977","On display in Community Development Manager's office","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=4229;type=101","WSAC1978.049.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Washington State Parks"
"Selah","Selah Middle School","Judith Caldwell and Daniel Caldwell","""The Golden Apples""","Sculpture","Unique cast bronze, stainless steel","10 ft x 50 ft x 2 1/2 in (overall)","2016","Tree trunk installed at the entrance of the gym, branches in commons, leaves and apples in various locations","411 N 1st St.","98942","http://www.arts.wa.gov/artwork/?request=record;id=12692;type=101","WSAC2014.017.00A-D","POINT (-120.529154 46.659868)","Part of Washington's State Art Collection, acquired by ArtsWA and Selah School District"
"Federal Way","Federal Way High School","Slemmons, Kiff","""Measuring Up: To the World""","Sculpture","Silver and mixed media","4 3/16 in x 3 1/8 in x 5/16 in","1991","2nd Floor, Library","30611 16th Ave South","98003","http://www.arts.wa.gov/artwork/?request=record;id=5127;type=101","WSAC1990.112.000","POINT (-122.313603 47.327752)","Part of Washington's State Art Collection, acquired by ArtsWA and Who We Are: Autobiographies in Art Collection"
"Lakewood","Clover Park Technical College","Krol, Lorraine","""Morning Twilight""","Print","Lithograph print onpaper","13 in x 17 in; 22 x 26 x 1 3/4 in (framed)","1977","Building 17, Administration","4500 Steilacoom Blvd. SW","98499","http://www.arts.wa.gov/artwork/?request=record;id=4242;type=101","WSAC1978.062.000","POINT (-122.497863 47.175894)","Part of Washington's State Art Collection, acquired by ArtsWA and Washington State Parks and Clover Park Technical College"
"Bellevue","Bellevue College","Calderon, Mark","""Process""","Sculpture","Bronze and basalt","73 in x 40 in x 30 in","2007","Exterior concourse in front of library","3000 Landerholm Circle SE","98007","http://www.arts.wa.gov/artwork/?request=record;id=12030;type=101","WSAC2003.067.000","POINT (-122.149608 47.583822)","Part of Washington's State Art Collection, acquired by ArtsWA and Bellevue Community College"
"Vancouver","Prairie High School","Reed, Terry","""Destiny Unknown""","Photograph","Gelatin silver print","20 in x 16 in","1990","Main office, Across from front desk","11311 NE 119th Street","98662","http://www.arts.wa.gov/artwork/?request=record;id=2241;type=101","WSAC1995.024.000","POINT (-122.555151 45.704716)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"Aberdeen","Robert Gray Elementary School","Mossholder, Donna","""Five Boats""","Painting","Watercolor paint on paper","30 in x 23 in x 2 in","1990","North wall across from elevator, between adult restrooms","1516 North B Street","98520","http://www.arts.wa.gov/artwork/?request=record;id=11444;type=101","WSAC2002.212.000","POINT (-123.813905 46.986636)","Part of Washington's State Art Collection, acquired by ArtsWA and Aberdeen School District"
"Gold Bar","Gold Bar Elementary","Arreguin, Alfredo","""Kahlo’s Faces""","Painting","Oil paint on canvas","16 in x 16 in","1996","Office wall - by Principal's office","419 Lewis Ave","98251","http://www.arts.wa.gov/artwork/?request=record;id=1693;type=101","WSAC1996.141.000","POINT (-121.696796 47.856981)","Part of Washington's State Art Collection, acquired by ArtsWA and Sultan School District"
"Tacoma","Downing Elementary School","Wapato, Mary Ann","""Cornhusk Bag""","Sculpture","Cornhusk, milkweed, and cotton twine","18 in x 15 in x 5/8 in","1930","Cafeteria","2502 N. Orchard St.","98406","http://www.arts.wa.gov/artwork/?request=record;id=13058;type=101","WSAC1984.190.003","POINT (-122.909989 46.983924)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Issaquah","Beaver Lake Middle School","Shade, Martha","""Wild Dog Thoughts""","Sculpture","Paper pulp, wood, wire, plaster, and paint","51 in x 16 in x 20 in","1993","Hallway outside the Library","25025 SE 32nd St.","98027","http://www.arts.wa.gov/artwork/?request=record;id=2506;type=101","WSAC1995.336.000","POINT (-122.005927 47.580222)","Part of Washington's State Art Collection, acquired by ArtsWA and Issaquah School District"
"Tacoma","University of Washington - Tacoma","Lavadour, James","""Intersection""","Painting","Oil paint on wood panel","24 in x 32 in","2007","Philip Hall, 1st floor, east facing wall","1900 Commerce St.","98402","http://www.arts.wa.gov/artwork/?request=record;id=12073;type=101","WSAC2008.020.000","POINT (-122.436871 47.244549)","Part of Washington's State Art Collection, acquired by ArtsWA and University of Washington"
"Olympia","Griffin School","Watts, Chris","""Untitled""","Sculpture","Painted wood","15 in x 15 in x 11 in","1990","Library","6530 33rd Ave NW","98502","http://www.arts.wa.gov/artwork/?request=record;id=4773;type=101","WSAC1990.027.000","POINT (-123.019237 47.08068)","Part of Washington's State Art Collection, acquired by ArtsWA and Multiples: The Sciences and Art Collection"
"Olympia","Washington State Arts Commission","Ritchie, Connie","""Morning Sun""","Photograph","Hand-colored gelatin silver print","19 5/8 in x 15 1/8 in x 1 in","1979","Not on display. At ArtsWA pending conservation, framing, re-siting, or return to site.","711 Capitol Way S., Suite 600","98504","http://www.arts.wa.gov/artwork/?request=record;id=5711;type=101","WSAC1983.063.000","POINT (-122.901474 47.041975)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Kent","Park Orchard Elementary","Chew, Carl","""Artozoic Ocean""","Painting","Acrylic paint on board","15 in x 20 in","1983","Office Conference Room","11010 SE 232nd St","98031","http://www.arts.wa.gov/artwork/?request=record;id=5611;type=101","WSAC1984.128.00A-B","POINT (-122.193198 47.395121)","Part of Washington's State Art Collection, acquired by ArtsWA and Kent School District"
"Marysville","Marysville-Pilchuck High School","Sogabe, Aki","""Hikers""","Print","Cut paper","17 in x 13 in x 1 in","1998","Health room","5611 108th Street NE","98271","http://www.arts.wa.gov/artwork/?request=record;id=3374;type=101","WSAC1998.058.000","POINT (-122.154837 48.096672)","Part of Washington's State Art Collection, acquired by ArtsWA and Marysville School District"
"Bremerton","Olympic College","Broer, Roger","""Old Man Eagle""","Painting","Oil paint on Masonite board","15 in x 31 in","Date unknown","Building 6, second floor hallway","1600 Chester Ave.","98337","http://www.arts.wa.gov/artwork/?request=record;id=4843;type=101","WSAC1981.029.000","POINT (-122.63544 47.575227)","Part of Washington's State Art Collection, acquired by ArtsWA and Olympic College - Bremerton"
"Des Moines","Highline College","Sato, Norie","""Phosphor Ice Fog""","Print","Lithograph print on paper","22 1/2 in x 28 in","1986","Building 25, room 310, east wall","2400 S 240th St.","98198","http://www.arts.wa.gov/artwork/?request=record;id=4940;type=101","WSAC1989.055.000","POINT (-122.301292 47.38902)","Part of Washington's State Art Collection, acquired by ArtsWA and Highline Community College"
"Mukilteo","Harbour Pointe Middle School","McMillan, Judy","""A Few Universal Wishes""","Painting","Designers gouache paint","2 ft 9 in x 4 ft","1986","East Hall","5000 Harbour Pointe Blvd","98275","http://www.arts.wa.gov/artwork/?request=record;id=2461;type=101","WSAC1995.281.000","POINT (-122.299829 47.902715)","Part of Washington's State Art Collection, acquired by ArtsWA and Mukilteo School District"
"Tacoma","Downing Elementary School","Bonita, Pena","""Cornpatch""","Photograph","Photograph painted with plastic base paints","Four panels, 24 in x 16 in each","1984","Cafeteria","2502 N. Orchard St.","98406","http://www.arts.wa.gov/artwork/?request=record;id=6074;type=101","WSAC1985.056.000","POINT (-122.505675 47.270159)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Corrections"
"Vancouver","York Elementary School","Pauley, Christopher","""Moments of Discovery""","Sculpture","Stainless and powder coated mild steel","10 ft 8 in x 43 in x 18 in","2004","Main entry of the school","9301 NE 152nd Ave.","98682","http://www.arts.wa.gov/artwork/?request=record;id=11720;type=101","WSAC2004.019.000","POINT (-122.21655 45.689524)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Pasco","Emerson Elementary School","Buckner, Kay","""Outskirts""","Painting","Oil paint on canvas","30 1/8 in x 40 1/4 in","1997","Above staircase","1616 W Octave","99301","http://www.arts.wa.gov/artwork/?request=record;id=3352;type=101","WSAC1998.036.000","POINT (-119.111115 46.237962)","Part of Washington's State Art Collection, acquired by ArtsWA and Pasco School District"
"Lake Stevens","Highland Elementary School","Sellers, Sally","""Firstborn""","Textile","Fiber","4 ft 6 1/2 in x 32 1/2 in x 1/4 in","1994","Kim Askevold's office - temporary storage","3220 113th Ave. NE","98258","http://www.arts.wa.gov/artwork/?request=record;id=3459;type=101","WSAC1998.143.000","POINT (-122.07948 48.026762)","Part of Washington's State Art Collection, acquired by ArtsWA and Lake Stevens School District"
"Amboy","Amboy Middle School","Ramsay, Heather","""The Study""","Sculpture","Acrylic paint, wood, brass, cast lead, plaster, and paper","27 in x 21 1/2 in x 21 1/2 in","1981","Library, opposite checkout desk","22115 NE Chelatchie Rd.","98601","http://www.arts.wa.gov/artwork/?request=record;id=5252;type=101","WSAC1982.057.000","POINT (-122.443252 45.913603)","Part of Washington's State Art Collection, acquired by ArtsWA and Battle Ground School District"
"Lynnwood","Cedar Valley Community Elementary School","Neel, David","""Shaman Riding Mythical Killerwhale""","Sculpture","Bronze","21 in x 11 in x 4 in","2002","Office","19200 56th Ave West","98036","http://www.arts.wa.gov/artwork/?request=record;id=11467;type=101","WSAC2002.235.000","POINT (-122.308892 47.823777)","Part of Washington's State Art Collection, acquired by ArtsWA and Edmonds School District"
"Vancouver","Cascadia Technical Academy","Rude, Brad","""New Heights""","Sculpture","Cast bronze and stainless steel","8 ft x 4 ft 7 in x 4 ft 7 in","2016","Across from the northwest corner of the main roundabout, within the circular planter.","12200 NE 28th Street","98682","http://www.arts.wa.gov/artwork/?request=record;id=12688;type=101","WSAC2015.005.000","POINT (-122.548338 45.644117)","Part of Washington's State Art Collection, acquired by ArtsWA and Evergreen School District"
"Ellensburg","Parke Creek Group Home","Woolston, William","""Thorn Creek""","Photograph","Color photograph","16 in x 20 in","1976","Office area","11042 Parke Creek Road","98926","http://www.arts.wa.gov/artwork/?request=record;id=5728;type=101","WSAC1983.052.000","POINT (-120.320947 47.015307)","Part of Washington's State Art Collection, acquired by ArtsWA and Department of Social and Health Services"
"Auburn","Green River College","Bruce Andersen and Shannon Andersen","""Simple Machines: Lever""","Sculpture","Stainless steel and concrete","3 ft 8 in x 4 ft x 4 ft","2016","Exterior to the Trades Technologies Building (TT)","12401 SE 320th St.","98092","http://www.arts.wa.gov/artwork/?request=record;id=12684;type=101","WSAC2014.016.001","POINT (-122.177017 47.314422)","Part of Washington's State Art Collection, acquired by ArtsWA and Green River Community College"
