"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","totalteachercount","totalstudentcount","teachertostudentratio","studenttoteacherratio","teachertostudentpercent","averageclasssize","program","programformalname","programteachercount","programteacherpercent","programfte","certificatetype","certificatetypecount","certificatetypepercent","limitedcertificatetype","limitedcertificatetypecount","limitedcertificatetypepercent","iseevalidated","dataasof"
"644","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","87","0.27586","3.62500","0.27586","4.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"645","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","Other","Other","12","0.500","5.094","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"646","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.042","3.102","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"647","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","14","0.583","23.030","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"648","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","2","0.083","1.058","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"649","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","24","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"650","2017-2018","District","100060","Creston School District","Lincoln","Educational Service District 101","100001","22073","Creston School District","100060","NULL","NULL","NULL","NULL","24","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","5","0.208","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"651","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","12","0.706","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"652","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","4","0.235","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"653","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","175","0.09714","10.29412","0.09714","7.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"654","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","15","0.882","48.633","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"658","2017-2018","District","100061","Curlew School District","Ferry","Educational Service District 101","100001","10050","Curlew School District","100061","NULL","NULL","NULL","NULL","17","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional Certificate","4","0.235","1","2022-03-06T13:16:14.820"
"659","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","1","0.050","1","2022-03-06T13:16:14.820"
"660","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","5","0.250","1","2022-03-06T13:16:14.820"
"661","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","2","0.100","2.000","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"662","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","3","0.150","5.626","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"663","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","19","0.950","48.172","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"664","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","Other","Other","12","0.600","4.836","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"665","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","3","0.150","8.393","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"666","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","210","0.09524","10.50000","0.09524","8.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"667","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","19","0.950","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"668","2017-2018","District","100062","Cusick School District","Pend Oreille","Educational Service District 101","100001","26059","Cusick School District","100062","NULL","NULL","NULL","NULL","20","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","6","0.300","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"669","2017-2018","District","100063","Damman School District","Kittitas","Educational Service District 105","100002","19007","Damman School District","100063","NULL","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","3","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"670","2017-2018","District","100063","Damman School District","Kittitas","Educational Service District 105","100002","19007","Damman School District","100063","NULL","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","1","0.333","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"671","2017-2018","District","100063","Damman School District","Kittitas","Educational Service District 105","100002","19007","Damman School District","100063","NULL","NULL","NULL","NULL","3","31","0.09677","10.33333","0.09677","17.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"672","2017-2018","District","100063","Damman School District","Kittitas","Educational Service District 105","100002","19007","Damman School District","100063","NULL","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.333","0.100","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"673","2017-2018","District","100063","Damman School District","Kittitas","Educational Service District 105","100002","19007","Damman School District","100063","NULL","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","3","1.000","2.672","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"674","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","Other","Other","15","0.536","5.933","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"675","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","1","0.036","0.800","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"676","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","23","0.821","52.551","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"677","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","3","0.107","7.710","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"678","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","5","0.179","7.645","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"679","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","421","0.06651","15.03571","0.06651","11.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"680","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","28","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"681","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","4","0.143","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"682","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","1","0.036","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"683","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Certificate","1","0.036","1","2022-03-06T13:16:14.820"
"684","2017-2018","District","100064","Darrington School District","Snohomish","Northwest Educational Service District 189","100009","31330","Darrington School District","100064","NULL","NULL","NULL","NULL","28","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","4","0.143","1","2022-03-06T13:16:14.820"
"685","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","6","0.146","1","2022-03-06T13:16:14.820"
"686","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","5","0.122","1","2022-03-06T13:16:14.820"
"687","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","38","0.927","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"688","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","10","0.244","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"689","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","1","0.024","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"690","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","601","0.06822","14.65854","0.06822","14.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"691","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","Other","Other","21","0.512","6.309","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"692","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","37","0.902","65.579","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"693","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","5","0.122","7.317","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"694","2017-2018","District","100065","Davenport School District","Lincoln","Educational Service District 101","100001","22207","Davenport School District","100065","NULL","NULL","NULL","NULL","41","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","10","0.244","12.707","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"695","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","423","0.07801","12.81818","0.07801","11.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"696","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","30","0.909","67.819","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"697","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","1","0.030","0.500","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"698","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","4","0.121","12.776","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"699","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","Other","Other","23","0.697","5.327","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"700","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","28","0.848","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"701","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","10","0.303","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"703","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","1","0.030","1","2022-03-06T13:16:14.820"
"704","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","2","0.061","1","2022-03-06T13:16:14.820"
"705","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Other Limited Certificates","1","0.030","1","2022-03-06T13:16:14.820"
"706","2017-2018","District","100066","Dayton School District","Columbia","Educational Service District 123","100007","07002","Dayton School District","100066","NULL","NULL","NULL","NULL","33","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","8","0.242","1","2022-03-06T13:16:14.820"
"707","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","2","0.014","1","2022-03-06T13:16:14.820"
"708","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","3","0.021","1","2022-03-06T13:16:14.820"
"709","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","33","0.236","1","2022-03-06T13:16:14.820"
"710","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","136","0.971","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"711","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","37","0.264","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"712","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","14","0.100","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"713","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","ALE","Alternative Learning Experience","10","0.071","10.718","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"714","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","9","0.064","7.800","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"715","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","132","0.943","131.067","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"716","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","20","0.143","35.484","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"717","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","NULL","NULL","NULL","NULL","NULL","Other","Other","55","0.393","20.395","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"718","2017-2018","District","100067","Deer Park School District","Spokane","Educational Service District 101","100001","32414","Deer Park School District","100067","NULL","NULL","NULL","NULL","140","2518","0.05560","17.98571","0.05560","15.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"719","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","1475","0.05831","17.15116","0.05831","20.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"720","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","Other","Other","17","0.198","6.755","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"721","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","CTE","Career and Technical Education","2","0.023","5.663","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"722","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","76","0.884","118.046","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"723","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","SPED","Special Education","8","0.093","12.412","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"724","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","TBIP","Transitional Bilingual Instructional Program","4","0.047","0.468","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"726","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","15","0.174","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"727","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","National Board Certificate","16","0.186","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"728","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Conditional CTE Certificate","1","0.012","1","2022-03-06T13:16:14.820"
"729","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Emergency Substitute Certificate","1","0.012","1","2022-03-06T13:16:14.820"
"730","2017-2018","District","100068","Dieringer School District","Pierce","Puget Sound Educational Service District 121","100006","27343","Dieringer School District","100068","NULL","NULL","NULL","NULL","86","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","14","0.163","1","2022-03-06T13:16:14.820"
"731","2017-2018","District","100069","Dixie School District","Walla Walla","Educational Service District 123","100007","36101","Dixie School District","100069","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate Detail","NULL","NULL","Substitute Certificate","1","0.500","1","2022-03-06T13:16:14.820"
"732","2017-2018","District","100069","Dixie School District","Walla Walla","Educational Service District 123","100007","36101","Dixie School District","100069","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Full Certificate","2","1.000","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"733","2017-2018","District","100069","Dixie School District","Walla Walla","Educational Service District 123","100007","36101","Dixie School District","100069","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","Limited Certificate","1","0.500","All Limited Certificates","NULL","NULL","1","2022-03-06T13:16:14.820"
"734","2017-2018","District","100069","Dixie School District","Walla Walla","Educational Service District 123","100007","36101","Dixie School District","100069","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","Basic Ed","Basic Education","2","1.000","1.720","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"735","2017-2018","District","100069","Dixie School District","Walla Walla","Educational Service District 123","100007","36101","Dixie School District","100069","NULL","NULL","NULL","NULL","2","15","0.13333","7.50000","0.13333","7.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
"736","2017-2018","District","100070","East Valley School District (Spokane)","Spokane","Educational Service District 101","100001","32361","East Valley School District (Spokane)","100070","NULL","NULL","NULL","NULL","277","4267","0.06492","15.40433","0.06492","15.00","ALL","NULL","NULL","NULL","NULL","All","NULL","NULL","NULL","NULL","NULL","1","2022-03-06T13:16:14.820"
