"schoolyear","organizationlevel","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","gradelevel","all_students","female","gender_x","male","american_indian_alaskan_native","asian","black_african_american","hispanic_latino_of_any_race","native_hawaiian_other_pacific","two_or_more_races","white","english_language_learners","foster_care","highly_capable","homeless","low_income","migrant","military_parent","mobile","section_504","students_with_disabilities","non_english_language_learners","non_foster_care","non_highly_capable","non_homeless","non_low_income","non_migrant","non_military_parent","non_mobile","non_section_504","students_without_disabilities","dataasof"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3338","Chinook Middle School","101371","P","7th Grade","303","153","1","149","0","101","10","36","2","38","116","20","0","8","5","49","0","0","13","23","27","283","303","295","298","254","303","303","290","280","276","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3338","Chinook Middle School","101371","P","8th Grade","261","108","0","153","1","93","7","24","1","31","104","21","0","5","7","35","0","4","7","22","31","240","261","256","254","226","261","257","254","239","230","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3338","Chinook Middle School","101371","P","AllGrades","798","378","1","419","3","271","27","88","3","91","315","72","0","51","14","123","0","7","32","58","83","726","798","747","784","675","798","791","766","740","715","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","1st Grade","78","35","0","43","0","46","0","7","1","3","21","27","0","3","0","9","0","1","3","2","6","51","78","75","78","69","78","77","75","76","72","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","2nd Grade","72","38","0","34","0","37","4","3","0","6","22","17","0","11","0","8","0","0","1","1","8","55","72","61","72","64","72","72","71","71","64","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","3rd Grade","75","33","0","42","0","39","1","3","0","7","25","11","0","10","0","6","0","3","4","4","5","64","75","65","75","69","75","72","71","71","70","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","4th Grade","79","38","0","41","0","34","2","6","1","6","30","14","0","9","0","7","0","0","5","3","5","65","79","70","79","72","79","79","74","76","74","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","5th Grade","74","27","0","47","0","38","1","3","0","6","26","8","0","11","1","9","0","1","1","5","12","66","74","63","73","65","74","73","73","69","62","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","AllGrades","483","226","0","257","0","254","11","29","2","33","154","98","0","44","1","41","0","5","22","15","39","385","483","439","482","442","483","478","461","468","444","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","Kindergarten","66","32","0","34","0","32","1","5","0","4","24","21","0","0","0","2","0","0","5","0","3","45","66","66","66","64","66","66","61","66","63","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2847","Clyde Hill Elementary","101359","P","Pre-Kindergarten","39","23","0","16","0","28","2","2","0","1","6","0","0","0","0","0","0","0","3","0","0","39","39","39","39","39","39","39","36","39","39","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","1st Grade","52","20","0","32","0","25","1","4","0","5","17","18","0","3","0","6","0","1","2","1","9","34","52","49","52","46","52","51","50","51","43","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","2nd Grade","59","27","0","32","0","23","3","3","0","11","19","20","0","7","0","11","0","0","3","1","6","39","59","52","59","48","59","59","56","58","53","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","3rd Grade","50","25","0","25","0","18","2","3","0","9","18","8","0","3","1","7","0","0","3","0","10","42","50","47","49","43","50","50","47","50","40","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","4th Grade","58","31","0","27","0","17","2","9","0","11","19","7","0","1","0","9","0","2","4","4","10","51","58","57","58","49","58","56","54","54","48","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","5th Grade","62","33","0","29","0","31","2","7","0","9","13","3","0","8","0","11","0","0","0","4","5","59","62","54","62","51","62","62","62","58","57","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","AllGrades","375","170","0","205","0","165","13","33","0","59","105","79","0","22","2","45","0","4","21","10","47","296","375","353","373","330","375","371","354","365","328","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","Kindergarten","61","24","0","37","0","35","3","3","0","11","9","23","0","0","0","1","0","0","4","0","6","38","61","61","61","60","61","61","57","61","55","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3036","Eastgate Elementary School","101360","P","Pre-Kindergarten","33","10","0","23","0","16","0","4","0","3","10","0","0","0","1","0","0","1","5","0","1","33","33","33","32","33","33","32","28","33","32","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","1st Grade","67","32","0","35","0","19","5","7","0","8","28","19","0","2","1","8","0","0","5","1","1","48","67","65","66","59","67","67","62","66","66","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","2nd Grade","63","31","0","32","0","24","2","6","0","7","24","18","0","3","0","5","0","1","0","1","9","45","63","60","63","58","63","62","63","62","54","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","3rd Grade","63","29","0","34","0","13","3","12","0","8","27","11","0","4","2","12","0","1","1","5","6","52","62","59","61","51","63","62","62","58","57","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","4th Grade","62","28","0","34","0","25","2","9","0","7","19","9","0","7","3","14","0","0","1","2","5","53","62","55","59","48","62","62","61","60","57","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","5th Grade","72","33","0","39","0","16","3","10","0","6","37","9","0","4","0","9","0","0","1","5","8","63","72","68","72","63","72","72","71","67","64","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","AllGrades","426","195","0","231","1","127","18","59","1","47","173","79","0","20","7","65","0","5","14","14","60","347","425","406","419","361","426","421","412","412","366","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","Kindergarten","54","27","0","27","0","16","1","3","0","8","26","13","0","0","1","5","0","2","1","0","5","41","54","54","53","49","54","52","53","54","49","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","2846","Enatai Elementary School","101358","P","Pre-Kindergarten","45","15","0","30","1","14","2","12","1","3","12","0","0","0","0","12","0","1","5","0","26","45","45","45","45","33","45","44","40","45","19","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3166","Highland Middle School","101362","P","6th Grade","214","108","0","106","0","47","8","96","0","15","48","68","0","13","14","115","0","2","10","9","31","146","213","201","200","99","214","212","204","205","183","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3166","Highland Middle School","101362","P","7th Grade","234","126","0","108","1","45","11","97","0","18","62","58","0","2","10","112","0","3","9","8","37","176","233","232","224","122","234","231","225","226","197","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3166","Highland Middle School","101362","P","8th Grade","194","87","0","107","0","35","10","85","1","10","53","57","0","1","10","95","0","0","5","11","32","137","194","193","184","99","194","194","189","183","162","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3166","Highland Middle School","101362","P","AllGrades","642","321","0","321","1","127","29","278","1","43","163","183","0","16","34","322","0","5","24","28","100","459","640","626","608","320","642","637","618","614","542","2022-04-22T00:00:00.000"
"2021-22","School","King","Puget Sound Educational Service District 121","100006","17405","Bellevue School District","100019","3588","Interlake Senior High School","101383","P","10th Grade","393","191","1","201","0","189","18","58","1","33","94","37","0","162","7","94","0","2","9","28","35","356","393","231","386","299","393","391","384","365","358","2022-04-22T00:00:00.000"
