"rowid","schoolyear","organizationlevel","organizationid","organizationname","county","esdname","esdorganizationid","districtcode","districtname","districtorganizationid","schoolcode","schoolname","schoolorganizationid","currentschooltype","programdesignid","programdesign","languageid","languageofinstruction","programmodel","dl_lowestgradelevelcode","dl_highestgradelevelcode","websiteduallanguageeducation","hasdlprogramming","dataasof","latitude","longitude","physicaladdress","mailingaddress","districtcountdlschools","districtcountdlprograms"
"822","2016-17","School","102552","College Place Elementary","Snohomish","Northwest Educational Service District 189","100009","31015","Edmonds School District","100075","3691","College Place Elementary","102552","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.81353","-122.334599","20401 76TH AVE W, LYNNWOOD, Washington, 98036-5898","20401 76TH AVE W, LYNNWOOD, Washington, 98036-5898","0","0"
"823","2016-17","School","105789","College Place High School","Walla Walla","Educational Service District 123","100007","36250","College Place School District","100049","5362","College Place High School","105789","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.03118516","-118.3874299","1755 S. College Avenue, College Place, Washington, 99362","1755 S. College Avenue, College Place, Washington, 99362","0","0"
"824","2016-17","School","102553","College Place Middle School","Snohomish","Northwest Educational Service District 189","100009","31015","Edmonds School District","100075","3754","College Place Middle School","102553","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.811396","-122.334522","7501 208TH ST SW, LYNNWOOD, Washington, 98036-5897","7501 208TH ST SW, LYNNWOOD, Washington, 98036-5897","0","0"
"825","2016-17","School","106224","College Place Open Doors Program","Walla Walla","Educational Service District 123","100007","36250","College Place School District","100049","5575","College Place Open Doors Program","106224","R","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.03118516","-118.3874299","1755 S College Avenue, College Place, Washington, 99324","1755 S College Avenue, College Place, Washington, 99324","0","0"
"826","2016-17","School","102320","Collins Alternative Programs (Closed after 2014-2015 school year)","Pierce","Puget Sound Educational Service District 121","100006","27416","White River School District","100294","1544","Collins Alternative Programs (Closed after 2014-2015 school year)","102320","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","NULL","NULL","NULL","NULL","0","0"
"827","2016-17","School","102268","Collins Elementary","Pierce","Puget Sound Educational Service District 121","100006","27402","Franklin Pierce School District","100090","2257","Collins Elementary","102268","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.139736","-122.366918","1920 128th Street E, Tacoma, Washington, 98444","1920 128th Street E, Tacoma, Washington, 98444","0","0"
"828","2016-17","School","103152","Colton School","Whitman","Educational Service District 101","100001","38306","Colton School District","100050","2588","Colton School","103152","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.566456","-117.131007","706 Union, Colton, Washington, 99113-0000","706 Union, Colton, Washington, 99113-0000","0","0"
"829","2016-17","School","105523","Columbia Alternative School","Stevens","Educational Service District 101","100001","33206","Columbia (Stevens) School District","100051","5283","Columbia Alternative School","105523","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","48.119856","-118.202896","4961 B Hunters Shop Rd, Hunters, Washington, 99137","PO Box 7, Hunters, Washington, 99137","0","0"
"830","2016-17","School","103868","Columbia Basin Secondary School (Closed after 2014-2015 school year)","Grant","North Central Educational Service District 171","100008","13161","Moses Lake School District","100153","4580","Columbia Basin Secondary School (Closed after 2014-2015 school year)","103868","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","NULL","NULL","NULL","NULL","0","0"
"831","2016-17","School","105489","Columbia Basin Technical Skills Center","Grant","North Central Educational Service District 171","100008","13161","Moses Lake School District","100153","5273","Columbia Basin Technical Skills Center","105489","V","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.104489","-119.264289","900 E Yonezawa Blvd, Moses Lake , Washington, 98837","900 W Yonezawa Blvd, Moses Lake , Washington, 98837","0","0"
"832","2016-17","School","102317","Columbia Crest A-STEM Academy","Pierce","Puget Sound Educational Service District 121","100006","27404","Eatonville School District","100074","2808","Columbia Crest A-STEM Academy","102317","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.754261","-122.109796","24503 State Route 706 E, Ashford, Washington, 98304-9703","24503 State Route 706 E, Ashford, Washington, 98304-9703","0","0"
"833","2016-17","School","103032","Columbia Elementary","Walla Walla","Educational Service District 123","100007","36400","Columbia (Walla Walla) School District","100052","3613","Columbia Elementary","103032","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.20052307","-119.0128404","977 Maple Street, BURBANK, Washington, 99323-0000","755 Maple Street, BURBANK, Washington, 99323-0000","0","0"
"834","2016-17","School","102502","Columbia Elementary","Snohomish","Northwest Educational Service District 189","100009","31006","Mukilteo School District","100159","4342","Columbia Elementary","102502","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.902631","-122.304275","10520 Harbour Pointe Blvd, Mukilteo, Washington, 98275","10520 Harbour Pointe Blvd, Mukilteo, Washington, 98275","0","0"
"835","2016-17","School","103057","Columbia Elementary School","Whatcom","Northwest Educational Service District 189","100009","37501","Bellingham School District","100020","2365","Columbia Elementary School","103057","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","48.763505","-122.492454","2508 Utter St, Bellingham, Washington, 98225-2799","2508 Utter St, Bellingham, Washington, 98225-2799","0","0"
"836","2016-17","School","100461","Columbia Elementary School","Chelan","North Central Educational Service District 171","100008","4246","Wenatchee School District","100290","2301","Columbia Elementary School","100461","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.418446","-120.321222","600 ALASKA ST, WENATCHEE, Washington, 98801-0000","600 ALASKA ST, WENATCHEE, Washington, 98801-0000","2","2"
"837","2016-17","School","106249","Columbia Elementary School","Cowlitz","Educational Service District 112","100003","8404","Woodland School District","100302","5599","Columbia Elementary School","106249","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","45.90274868","-122.7533073","600 Bozarth Ave, Woodland, Washington, 98674","600 Bozarth Ave, Woodland, Washington, 98674","0","0"
"838","2016-17","School","105633","Columbia Gorge School (Closed after 2015-2016 school year)","Skamania","Educational Service District 112","100003","30303","Stevenson-Carson School District","100256","5318","Columbia Gorge School (Closed after 2015-2016 school year)","105633","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","NULL","NULL","NULL","NULL","0","0"
"839","2016-17","School","100674","Columbia Heights Elementary","Cowlitz","Educational Service District 112","100003","8122","Longview School District","100132","3211","Columbia Heights Elementary","100674","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.156116","-122.938582","2820 Parkview Drive, Longview, Washington, 98632-5502","2820 Parkview Drive, Longview, Washington, 98632-5502","0","0"
"840","2016-17","School","102897","Columbia High And Elementary","Stevens","Educational Service District 101","100001","33206","Columbia (Stevens) School District","100051","3508","Columbia High And Elementary","102897","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","48.119856","-118.202896","4961B Hunters Shop Road, Hunters, Washington, 99137-0007","PO Box 7, Hunters, Washington, 99137-0007","0","0"
"841","2016-17","School","103033","Columbia High School","Walla Walla","Educational Service District 123","100007","36400","Columbia (Walla Walla) School District","100052","4049","Columbia High School","103033","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.20018092","-119.0073536","787 Maple Street, BURBANK, Washington, 99323-0000","755 Maple Street, BURBANK, Washington, 99323-0000","0","0"
"842","2016-17","School","101811","Columbia High School","Klickitat","Educational Service District 112","100003","20405","White Salmon Valley School District","100295","2330","Columbia High School","101811","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","45.74162002","-121.494161","1455 NW BRUIN COUNTRY RD, WHITE SALMON, Washington, 98672-0000","PO BOX 1339, WHITE SALMON, Washington, 98672-0000","0","0"
"843","2016-17","School","103859","Columbia Junior High School","Pierce","Puget Sound Educational Service District 121","100006","27417","Fife School District","100088","4582","Columbia Junior High School","103859","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.231085","-122.355123","2901 54th Avenue E, Tacoma, Washington, 98424-2110","2901 54th Avenue E, Tacoma, Washington, 98424-2110","0","0"
"844","2016-17","School","103031","Columbia Middle School","Walla Walla","Educational Service District 123","100007","36400","Columbia (Walla Walla) School District","100052","3012","Columbia Middle School","103031","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.20035043","-119.0099754","835 Maple Street, BURBANK, Washington, 99323-0000","755 Maple Street, BURBANK, Washington, 99323-0000","0","0"
"845","2016-17","School","100840","Columbia Ridge Elementary","Grant","North Central Educational Service District 171","100008","13165","Ephrata School District","100081","2793","Columbia Ridge Elementary","100840","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","47.317277","-119.539547","60 H SE, EPHRATA, Washington, 98823-0000","60 H SE, EPHRATA, Washington, 98823-0000","0","0"
"846","2016-17","School","106405","Columbia River Elementary","Franklin","Educational Service District 123","100007","11001","Pasco School District","100195","5623","Columbia River Elementary","106405","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.28565593","-119.2103246","9011 Burns Rd, Pasco, Washington, 99301","9011 Burns Rd, Pasco, Washington, 99301","2","2"
"847","2016-17","School","106077","Columbia River Gorge Elementary School","Clark","Educational Service District 112","100003","6112","Washougal School District","100286","5494","Columbia River Gorge Elementary School","106077","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","45.57682035","-122.3099629","35300 SE Evergreen Hwy, Washougal, Washington, 98671-6736","35300 SE Evergreen Hwy, Washougal, Washington, 98671-6736","0","0"
"848","2016-17","School","100540","Columbia River High","Clark","Educational Service District 112","100003","6037","Vancouver School District","100278","3423","Columbia River High","100540","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","45.694099","-122.679026","800 NW 99TH ST, VANCOUVER, Washington, 98665-7599","800 NW 99TH ST, VANCOUVER, Washington, 98665-7599","1","1"
"849","2016-17","School","103999","Columbia Valley Elementary","Clark","Educational Service District 112","100003","6114","Evergreen School District (Clark)","100084","4587","Columbia Valley Elementary","103999","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","45.61247666","-122.4923165","17500 SE Sequoia Cr, Vancouver, Washington, 98683","17500 SE Sequoia Cr, Vancouver, Washington, 98683","2","2"
"850","2016-17","School","100665","Columbia Valley Garden Elem Schl","Cowlitz","Educational Service District 112","100003","8122","Longview School District","100132","2369","Columbia Valley Garden Elem Schl","100665","P","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","46.154337","-122.957476","2644 30th Avenue, Longview, Washington, 98632-4367","2644 30th Avenue, Longview, Washington, 98632-4367","0","0"
"851","2016-17","School","103825","Columbia Virtual Academy","Stevens","Educational Service District 101","100001","33070","Valley School District","100277","1932","Columbia Virtual Academy","103825","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","48.169395","-117.72128","3030 Huffman Road, Valley, Washington, 99181","3030 Huffman Road, Valley, Washington, 99181","0","0"
"852","2016-17","School","104957","Columbia Virtual Academy - Kettle Falls","Stevens","Educational Service District 101","100001","33212","Kettle Falls School District","100118","5180","Columbia Virtual Academy - Kettle Falls","104957","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","48.602579","-118.055851","W 105 11th Street, Kettle Falls, Washington, 99141","PO Box 458, Kettle Falls, Washington, 99141","0","0"
"853","2016-17","School","104802","Columbia Virtual Academy - Sultan (Closed after 2017-2018 school year)","Snohomish","Northwest Educational Service District 189","100009","31311","Sultan School District","100257","5152","Columbia Virtual Academy - Sultan (Closed after 2017-2018 school year)","104802","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","NULL","NULL","NULL","NULL","0","0"
"854","2016-17","School","105543","Columbia Virtual Academy-Cascade (Closed after 2014-2015 school year)","Chelan","North Central Educational Service District 171","100008","4228","Cascade School District","100034","5295","Columbia Virtual Academy-Cascade (Closed after 2014-2015 school year)","105543","A","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","NULL","NULL","NULL","NULL","0","0"
"855","2016-17","School","104817","Columbia Virtual Academy-Orient (Closed after 2017-2018 school year)","Ferry","Educational Service District 101","100001","10065","Orient School District","100188","5155","Columbia Virtual Academy-Orient (Closed after 2017-2018 school year)","104817","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","2021-02-18T00:00:00.000","NULL","NULL","NULL","NULL","0","0"
