"idnum","pais","estratopri","upm","prov","municipio","parmunicipio","parsegmento","cluster","ur","tamano","idiomaq","horainicio","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b17","b37","b46","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","q2","y1","y2","y3","haicr1","q3c","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","horafin","ti4","intid","sexi","colori","paridioq","fecha2","dig","newnro","year","weight1500"
"453","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-24T00:00:00.000","2","2.0","22.0","3.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","2.0","3.0","3.0","4.0","3.0","2.0","4.0","5.0","5.0","2.0","8.0","1.0","3.0","1.0","2.0","1.0","2.0","2.0","2.0","2",,,,"2","2.0","3.0","3.0","1.0","3.0","1.0","4.0","1.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","4.0","1.0","1.0","1.0","6.0","7.0","4","1.0","7.0","5","1.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","3.0","2.0","7.0","6.0","2.0","3.0","6.0","3.0","3.0","1.0","2.0","2.0","6.0",,"6.0","7.0","3.0","4.0","1.0","10.0","10.0","1.0","1.0","1.0","8.0","1.0","8.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","4.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0",,"0.0","2.0","7.0","2.0","7.0","6.0","7.0","1.0","7.0","1.0","6.0","6.0","1.0","2.0","1.0","1.0","1201.0","1.0","1201.0","4.0","3.0","3.0",,"18.0","34",,,,,"1.0","2.0","1.0",,"2.0",,,"4.0",,"1.0","2.0","1.0",,"5.0","2.0","2.0","1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0",,,"1.0","1.0","1.0","5","11.2","67","23","1","6","1","2010-01-24T00:00:00.000","13","453","2010","0.99866844"
"454","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-24T00:00:00.000","2","3.0","59.0","4.0","2.0","3.0","4.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0",,"4.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","7.0","5.0","4.0","10.0","1.0","1.0","8.0","2.0","1.0","1.0","2.0","2.0","1","3.0","3.0","2.0","2","1.0","4.0","1.0","2.0","2.0","2.0","6.0","5.0","4.0","5.0","5.0","5.0","7.0","3.0","3.0","3.0","1.0","7.0","1.0","1.0","3.0","5.0","7.0","3","5.0","6.0","88","4.0","5.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","4.0","4.0",,"10.0","10.0","3.0","3.0","1.0","1.0","5.0","5.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","5.0","3.0","6.0","4.0","7.0","1.0","5.0","3.0","7.0","5.0","1.0","1.0","2.0","2.0",,"2.0",,"4.0","1.0","3.0",,"20.0","22","4.0","1.0","2.0","1.0","5.0","1.0","2.0","3.0","2.0",,,"3.0","3.0","1.0","3.0","2.0",,"1.0","1.0","1.0","2.0","1202.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","3.0",,"3.0","2.0","2.0",,,"2.0",,,"4","11.05","40","23","1","6","1","2010-01-24T00:00:00.000","13","454","2010","0.99866844"
"455","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-24T00:00:00.000","1","1.0","27.0","1.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"5.0","2.0","4.0","3.0","3.0","4.0","4.0",,"7.0","7.0","2.0","8.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"1","1.0","3.0","1.0","2.0","1.0","4.0","1.0","2.0","1.0","2.0","4.0","5.0","5.0","1.0","2.0","1.0","4.0","4.0","2.0","1.0","1.0","3.0","7.0","2","1.0","4.0","2","5.0","4.0","3.0","4.0","2.0","1.0","1.0","1.0","3.0","3.0","4.0","5.0","1.0","7.0","5.0","1.0","4.0","1.0","7.0","7.0","1.0","1.0","7.0","4.0","7.0","7.0","7.0","1.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","5.0","10.0","10.0","10.0","10.0","2.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,"1.0",,,"1.0","0.0","2.0","7.0","1.0","5.0","7.0","7.0","5.0","6.0","4.0","7.0","3.0","1.0","7.0","1.0","1.0","1202.0","2.0",,"3.0","3.0","3.0",,"10.0","18",,,,,"1.0","4.0","2.0",,"2.0",,,"4.0",,"2.0","2.0","2.0",,"2.0","6.0","6.0","2.0","1202.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","4.0","3.0","1.0","2.0",,,"2.0",,,"6","12.56","36","23","1","6","2","2010-01-24T00:00:00.000","13","455","2010","0.99866844"
"456","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-24T00:00:00.000","1","2.0","27.0","3.0","1.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0",,"5.0","1.0","1.0","5.0","2.0",,,"2.0","1.0","2.0","1.0","2.0","2",,,,"2","2.0","2.0","2.0","3.0","2.0","3.0","5.0","3.0","3.0","3.0","1.0","1.0","5.0","1.0","5.0","3.0","5.0","1.0","1.0","5.0","3.0","5.0","7.0","5","5.0","5.0","5","5.0","6.0","5.0","5.0","4.0","5.0","5.0","4.0","1.0","1.0","2.0","3.0","1.0","5.0","5.0","5.0","1.0","3.0","3.0","6.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","6.0","10.0","6.0","1.0","1.0","1.0","10.0","5.0","5.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","2.0","5.0","1.0","7.0","5.0","5.0","7.0","5.0","5.0","7.0","1.0","1.0","7.0","1.0","2.0",,"2.0",,"2.0","2.0","3.0",,"12.0","62",,,,,"1.0","5.0","2.0","2.0","1.0","4.0","2.0","3.0","4.0","2.0","2.0","1.0",,"1.0",,,"2.0","1201.0","4.0","4.0",,,"1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0","2.0","2.0",,,"1.0","1.0","1.0","8","12.56","46","23","1","6","1","2010-01-24T00:00:00.000","13","456","2010","0.99866844"
"457","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-23T00:00:00.000","1","1.0","70.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","3.0","4.0","3.0","4.0","4.0",,"8.0","8.0","4.0","5.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2",,,,"2","1.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","5.0","7.0","2","1.0","1.0","1","5.0","1.0","1.0","3.0","3.0","3.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","7.0","7.0","7.0","5.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","1.0","7.0","10.0","7.0","10.0","10.0","10.0","10.0","8.0","10.0","5.0","5.0","10.0","10.0","3.0","2.0","1.0","4.0","2.0","0.0","0.0",,,,,,"1.0","2.0","1.0","1.0","7.0","7.0","7.0","1.0","1.0","1.0","7.0","1.0","1.0","1.0","2.0","2.0",,"2.0",,"4.0","1.0","3.0",,"12.0","28",,,,,"5.0","4.0","4.0",,"2.0",,,"3.0","3.0","2.0","2.0","1.0",,"4.0","0.0",,"4.0","1201.0","5.0","4.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","1.0","2.0","2.0",,,"2.0",,,"8","12.18","39","23","1","6","1","2010-01-23T00:00:00.000","13","457","2010","0.99866844"
"458","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-25T00:00:00.000","1","4.0","70.0","4.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","1.0","4.0","2.0","4.0","3.0",,"3.0","1.0","2.0","10.0","2.0",,,,"1.0","2.0",,,"1","2.0","3.0","3.0","1","1.0","4.0","1.0","4.0","3.0","2.0","3.0","3.0","1.0","4.0","4.0","4.0","5.0","5.0","4.0","1.0","4.0","4.0","1.0","4.0","4.0","4.0","7.0","7","5.0","4.0","4","5.0","5.0","4.0","4.0","3.0","2.0","5.0","2.0","1.0","1.0","3.0","3.0","3.0","1.0","4.0","2.0","3.0","1.0","1.0","3.0",,"5.0","7.0","5.0","5.0","7.0","7.0","3.0","3.0","10.0","6.0","9.0","6.0","1.0","1.0","1.0","4.0","1.0","4.0","5.0","1.0","1.0","2.0","1.0","1.0","4.0","1.0","0.0","0.0",,,,,,"0.0","3.0","5.0","1.0","5.0","1.0","7.0","1.0","5.0","1.0","7.0","7.0","2.0","4.0","1.0","2.0",,"1.0",,"2.0","4.0","3.0",,"14.0","20","3.0","5.0",,"1.0","5.0","1.0","2.0","7.0","1.0","2.0","2.0","3.0","1.0","2.0","2.0","2.0",,"1.0","0.0",,"2.0","1201.0","1.0","1.0","1.0","1.0",,"1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","3.0",,,"2.0","2.0",,,"2.0",,,"4","16.5","40","23","1","6","1","2010-01-25T00:00:00.000","13","458","2010","0.99866844"
"459","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","1.0","5.0","2.0",,"5.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"5.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","7.0","7.0","3.0","5.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","1","3.0","3.0","2.0","2","1.0","3.0","1.0","4.0","2.0","3.0","4.0","2.0","1.0","5.0","3.0","3.0","6.0","1.0","5.0","3.0","3.0","3.0","1.0","5.0","1.0","3.0","7.0","5","3.0","5.0","5","7.0","1.0","2.0","3.0","5.0","1.0","1.0","1.0","1.0","1.0","2.0","5.0","7.0","6.0","6.0","5.0","2.0","2.0","5.0","3.0","6.0","6.0","6.0","6.0","5.0","5.0","6.0","4.0","4.0","9.0","9.0","8.0","1.0","1.0","1.0","6.0","5.0","3.0","8.0","7.0","8.0","8.0","3.0","1.0","1.0","4.0",,"0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","7.0","2.0","6.0","3.0","6.0","3.0","7.0","2.0","6.0","1.0","1.0","7.0","1.0","1.0","1201.0","2.0",,"4.0","1.0","3.0",,"12.0","47",,,,,"1.0","4.0","2.0",,"1.0","1.0","3.0","4.0",,"1.0","3.0","3.0","9.0",,,,"2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","5.0",,"3.0","2.0","2.0",,,"1.0",,"2.0","3","17.33","57","23","1","6","1","2010-01-23T00:00:00.000","13","459","2010","0.99866844"
"460","12","1202","1114","1211","1261","14","37","610037","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","27.0","3.0","3.0","1.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","3.0","2.0","4.0","4.0","3.0","4.0","7.0","3.0","1.0","2.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,"2","1.0","4.0","1.0","3.0","3.0","5.0","6.0","2.0","7.0","4.0","7.0","7.0","3.0","4.0","1.0","6.0","1.0","3.0","1.0","7.0","3.0","1.0",,"1","1.0","4.0","5",,"2.0",,"3.0","1.0","1.0","1.0","1.0","4.0","4.0","2.0","4.0","7.0","5.0","1.0","1.0","7.0","1.0","4.0","4.0","1.0","2.0","7.0","7.0","7.0","7.0","7.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","5.0","5.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0",,,,,,"0.0","3.0","2.0","6.0","5.0","3.0","4.0","3.0","1.0","3.0","1.0","4.0","2.0","1.0","1.0","1.0","1201.0","1.0",,"1.0",,"3.0",,"3.0","54",,,,,"1.0","3.0","1.0","6.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","10.0","6.0","2.0","1202.0","5.0","1.0","1.0",,"1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","5.0",,,"1.0","2.0",,,"2.0",,,"7","17.4","45","23","1","6","1","2010-01-23T00:00:00.000","13","460","2010","0.99866844"
"461","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","1.0","4.0","4.0","4.0","4.0","4.0","10.0","7.0","1.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","1.0","1.0","2.0","2.0","1.0","3.0","3.0","1.0","1.0","1.0","1.0","4.0","2.0","2.0","3.0","6.0","1.0","1.0","1.0","1.0","4.0","7.0","2","1.0",,"1","2.0","2.0",,"3.0","5.0","4.0","5.0","4.0","1.0","4.0","3.0","4.0","4.0","1.0","1.0","1.0","3.0","4.0","3.0","4.0","2.0","1.0","7.0","7.0","4.0","7.0","7.0","4.0","4.0","4.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0",,"2.0","1.0","2.0","1.0","1.0","4.0","2.0","0.0","0.0","0.0",,"1.0","1.0","1.0","0.0","1.0","7.0","1.0","6.0","3.0","7.0","3.0","6.0","2.0","6.0","3.0","1.0","1.0","2.0","2.0",,"1.0","1202.0","4.0","3.0","3.0",,"4.0","49",,,,,"1.0","1.0","1.0",,"1.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0",,"2.0","7.0","2.0","2.0","1202.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","5.0",,"3.0","2.0","2.0",,,"1.0","2.0","2.0","4","11.55","45","29","1","4","1","2010-01-23T00:00:00.000","13","461","2010","0.99866844"
"462","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","7.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","2.0","2.0","2.0","2.0","4.0","4.0","4.0",,"8.0","1.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","1.0","1.0","4.0","3.0","3.0","3.0","2.0","2.0","6.0","2.0","2.0","5.0","5.0","4.0","2.0","7.0","5.0","2.0","4.0","3.0","2.0","7.0","6","6.0","7.0","88","2.0","7.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","5.0","2.0","4.0","5.0","3.0","6.0","6.0","6.0",,"4.0","3.0","2.0","8.0","8.0","6.0","2.0","1.0","1.0","1.0","6.0","6.0","3.0","2.0","3.0","6.0","2.0","2.0","1.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","6.0","7.0","7.0","7.0","7.0","6.0","7.0","1.0","6.0","1.0","1.0","7.0","1.0","1.0","1201.0","2.0",,"4.0","1.0","3.0",,"15.0","40",,,,,"1.0","3.0","1.0",,"1.0","2.0","2.0","3.0","3.0","1.0","2.0","2.0",,"2.0","4.0","3.0","1.0","1202.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"5","16.15","51","29","1","4","1","2010-01-23T00:00:00.000","13","462","2010","0.99866844"
"463","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-23T00:00:00.000","2","1.0","1.0","3.0","2.0","1.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","8.0","5.0","2.0","1.0","2.0",,,"2.0","1.0","1.0","1.0","2.0","2",,,,"2","2.0","3.0","3.0","3.0","3.0","2.0","5.0","5.0","6.0","7.0","6.0","5.0","3.0","3.0","6.0","6.0","7.0","5.0","4.0","6.0","7.0","6.0","7.0","5","6.0","5.0","6","3.0","5.0","6.0","5.0","7.0","7.0","5.0","6.0","1.0","1.0","2.0","4.0","6.0","7.0","5.0","6.0","7.0","1.0","5.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","3.0","6.0","10.0","6.0","1.0","1.0","1.0","3.0","7.0","5.0","2.0","1.0","8.0","2.0","3.0","1.0","2.0","4.0","1.0","0.0","0.0",,,,,,"0.0","2.0","6.0","1.0","6.0","2.0","7.0","7.0","5.0","1.0","7.0","6.0","1.0","7.0","1.0","1.0","1201.0","2.0",,"2.0","2.0","3.0",,"14.0","22","4.0","9.0","1.0","1.0","1.0","1.0","2.0","5.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"2.0","1.0",,"2.0","1201.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"2.0","2.0","2.0",,,"1.0","3.0","2.0","4","15.22","32","29","1","4","1","2010-01-23T00:00:00.000","13","463","2010","0.99866844"
"464","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-23T00:00:00.000","2","2.0","27.0","3.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","1.0","4.0","4.0","4.0","4.0","4.0","5.0","5.0","3.0","3.0","2.0",,,"2.0","1.0","2.0","1.0","1.0","2",,,,"2","2.0","1.0","1.0","2.0","2.0","6.0","4.0","4.0","7.0","6.0","4.0","4.0","3.0","4.0","4.0","2.0","1.0","7.0","1.0","7.0","5.0","5.0","7.0","4","5.0","5.0","5","3.0","3.0","6.0","6.0","6.0","1.0","1.0","3.0","2.0","2.0","3.0","4.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","3.0","1.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","2.0","5.0","1.0","7.0","1.0","1.0","7.0","7.0","1.0","4.0","4.0","2.0","4.0","1.0","1.0","1201.0","2.0",,"3.0","3.0","3.0",,"11.0","64",,,,,"5.0","1.0","1.0","4.0","2.0",,,"3.0","2.0","2.0","2.0","2.0",,"6.0","3.0","0.0","1.0","1201.0","5.0","1.0","1.0",,"1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"3","14.26","56","29","1","4","1","2010-01-23T00:00:00.000","13","464","2010","0.99866844"
"465","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-24T00:00:00.000","1","1.0","13.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"5.0","4.0","2.0","4.0","4.0","4.0","4.0",,"5.0","8.0","1.0","8.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","2.0",,,"1.0","4.0","2.0","4.0","2.0","1.0","1.0","6.0","1.0","1.0","1.0","7.0","5.0","1.0","1.0","1.0","6.0","7.0","1","4.0","6.0","88","1.0","4.0","1.0","4.0","2.0","1.0","1.0","4.0","3.0","4.0","5.0","3.0","6.0","1.0","1.0","1.0","1.0","1.0","1.0","6.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","8.0","1.0","8.0","10.0","4.0","1.0","1.0","3.0","1.0","1.0","3.0","2.0","0.0","0.0",,,,"1.0","1.0","0.0","1.0","7.0","3.0","7.0","4.0","6.0","1.0","7.0","5.0","7.0","1.0","1.0","6.0","1.0","2.0",,"2.0",,"3.0","1.0","3.0",,"6.0","44",,,,,"2.0","2.0","1.0","8.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"5.0","2.0","0.0","2.0","1201.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"7","14.01","31","29","1","4","1","2010-01-24T00:00:00.000","13","465","2010","0.99866844"
"466","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-24T00:00:00.000","2","1.0","27.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","9.0","5.0","2.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2","1.0","2.0","1.0","2.0","2.0","6.0","6.0","5.0","6.0","6.0","6.0","6.0","5.0","4.0","4.0","4.0","7.0",,"5.0","5.0","5.0","6.0","7.0","6","6.0","4.0","4","5.0","6.0","3.0","4.0","4.0","2.0","1.0","6.0","2.0","2.0","2.0","3.0","2.0","4.0","4.0","1.0","7.0","1.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","8.0","8.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","8.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","2.0","7.0","1.0","3.0","7.0","2.0","6.0","1.0","6.0","6.0","6.0","2.0","1.0","1.0","2.0",,"2.0",,"2.0","1.0","3.0",,"12.0","24","4.0","1.0","1.0","1.0","1.0","3.0","2.0",,"2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"1.0","1201.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","3.0",,"3.0","2.0","2.0",,,"2.0",,,"3","10.45","35","29","1","4","1","2010-01-24T00:00:00.000","13","466","2010","0.99866844"
"467","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-24T00:00:00.000","1","2.0","1.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","3.0","4.0","3.0","4.0","4.0","4.0","4.0",,"8.0","7.0","2.0","6.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1","2.0","3.0","4.0","1","2.0","2.0","2.0","4.0","2.0","2.0","4.0","3.0","3.0","5.0","2.0","2.0","6.0","1.0","4.0","3.0","5.0","1.0","2.0","5.0","2.0","6.0","7.0","2","6.0","7.0","2","2.0","5.0","4.0","5.0","5.0","5.0","3.0","6.0","2.0","2.0","2.0","4.0","1.0","7.0","7.0","1.0","4.0","1.0","6.0","6.0","6.0","2.0","6.0","7.0","7.0","7.0","7.0","2.0","2.0","8.0","10.0","5.0","8.0","1.0","1.0","5.0","5.0","5.0","6.0","6.0","8.0","8.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0","0.0",,"0.0","0.0","1.0","2.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","4.0","6.0","2.0","2.0","7.0","1.0","1.0","1201.0","1.0","1201.0","2.0","2.0","2.0","2.0","15.0","29",,,,,"1.0","4.0","2.0","6.0","2.0",,,"4.0",,"1.0","2.0","2.0",,"2.0","1.0","1.0","1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0",,,"2.0",,,"3","15.1","40","29","1","4","1","2010-01-24T00:00:00.000","13","467","2010","0.99866844"
"468","12","1202","1114","1211","1261","14","27","610027","1","1","1",,"2010-01-24T00:00:00.000","1","2.0","13.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","3.0","2.0","4.0","2.0","4.0","2.0",,"7.0","7.0","2.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"1","1.0","1.0","2.0","3.0","4.0","1.0","4.0","3.0","3.0","4.0","1.0","1.0","5.0","1.0","1.0","1.0","7.0","3.0","1.0","4.0","1.0","5.0","7.0","3","2.0","5.0","3","6.0","4.0","1.0","4.0","1.0","3.0","3.0","1.0","3.0","3.0","4.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","6.0","1.0","1.0","5.0","1.0","5.0","1.0","2.0","2.0","2.0","4.0",,"0.0","0.0",,,,,"1.0","0.0","1.0","6.0","2.0","6.0","3.0","6.0","1.0","6.0","1.0","6.0","1.0","1.0","6.0","1.0","2.0",,"2.0",,"3.0","1.0","3.0",,"12.0","36",,,,,"1.0","2.0",,,"2.0",,,"4.0",,"1.0","2.0","3.0","9.0","3.0","0.0",,"1.0","1201.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","4","15.48","30","29","1","4","1","2010-01-24T00:00:00.000","13","468","2010","0.99866844"
