SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,CreatedByUserOrganization,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-1523515011,12/31/2019 04:04:00 PM,01/03/2020 09:08:00 AM,SR Created,BOS,Bulky Items,Closed,Self Service,Self Service,,Y,WV,01/03/2020 12:00:00 AM,01/03/2020 09:08:00 AM,Y,N,"18524 W COLLINS ST, 91356",18524,W,COLLINS,ST,91356,34.1743862801,-118.536885012,"(34.1743862801, -118.536885012)",560,J,1,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,19339,318,580,,4,10
1-1523514001,12/31/2019 04:04:00 PM,01/02/2020 01:16:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 01:16:00 PM,Y,N,"1359 1/2 E 47TH ST, 90011",1359,E,47TH,ST,90011,34.0012290646,-118.250792107,"(34.0012290646, -118.250792107)",674,F,4,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,719,982,7,13,51
1-1523512123,12/31/2019 04:04:00 PM,01/04/2020 09:57:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,NC,01/04/2020 12:00:00 AM,01/04/2020 09:56:00 AM,Y,,"746 S NORMANDIE AVE, 90005",746,S,NORMANDIE,AVE,90005,34.0584564616,-118.299680341,"(34.0584564616, -118.299680341)",633,J,3,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22722,603,638,,12,89
1-1523513851,12/31/2019 04:03:32 PM,02/28/2020 01:44:29 PM,SR Created,BOS,Homeless Encampment,Closed,Self Service,Self Service,,Y,NC,01/06/2020 12:00:00 AM,02/28/2020 01:36:50 PM,Y,N,"768 N MADISON AVE, 90029",768,N,MADISON,AVE,90029,34.0851250707,-118.289151074,"(34.0851250707, -118.289151074)",594,A,6,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,RAMPART,23447,436,522,16,8,58
1-1523514772,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 12:00:00 AM,12/31/2019 04:05:00 PM,Y,,"1621 W 6TH ST, 90017",,W,,ST,90017,34.0571077,-118.26922,"(34.0571076993, -118.269219953)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523514777,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 12:00:00 AM,12/31/2019 04:05:00 PM,Y,,"118 S PARK VIEW ST, 90057",,S,,ST,90057,34.06747331,-118.2738041,"(34.0674733107, -118.273804051)",634,C,2,Central APC,13,,97,WESTLAKE NORTH NC,RAMPART,24352,554,518,,8,67
1-1523514793,12/31/2019 04:03:00 PM,01/02/2020 02:35:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 12:00:00 AM,01/02/2020 02:35:00 PM,Y,,"638 S BROADWAY, 90014",,S,,,90014,34.04565979,-118.252744,"(34.0456597908, -118.252744036)",634,F,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,683,,9,76
1-1523514761,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 12:00:00 AM,12/31/2019 04:05:00 PM,Y,,"1605 W 6TH ST, 90017",,W,,ST,90017,34.05710312,-118.2690169,"(34.0571031235, -118.269016883)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523514788,12/31/2019 04:03:00 PM,01/02/2020 02:35:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 12:00:00 AM,01/02/2020 02:35:00 PM,Y,,"600 S BROADWAY, 90014",,S,,,90014,34.04643265,-118.2519693,"(34.0464326537, -118.251969269)",634,F,4,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,683,,9,76
1-1523513881,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,BOS,Bulky Items,Cancelled,Call,BOS,,N,WV,01/03/2020 12:00:00 AM,12/31/2019 04:05:00 PM,Y,N,"5935 N YARMOUTH AVE, 91316",5935,N,YARMOUTH,AVE,91316,34.1784217345,-118.519739485,"(34.1784217345, -118.519739485)",561,B,1,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,4286,316,339,,6,62
1-1523514798,12/31/2019 04:03:00 PM,01/02/2020 02:35:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 12:00:00 AM,01/02/2020 02:35:00 PM,Y,,"652 S BROADWAY, 90014",,S,,,90014,34.04582013,-118.252689,"(34.0458201264, -118.252689046)",634,F,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,683,,9,76
1-1523514809,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 12:00:00 AM,12/31/2019 04:05:00 PM,Y,,"759 N NORTH SPRING ST, 90012",,N,,ST,90012,34.06144795,-118.2373106,"(34.0614479462, -118.237310645)",634,G,2,Central APC,1,,128,HISTORIC CULTURAL NORTH NC,CENTRAL,22728,539,449,,11,28
1-1523513181,12/31/2019 04:03:00 PM,01/03/2020 03:15:00 PM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 09:59:00 AM,Y,N,"9304 N GREENBUSH AVE, 91331",9304,N,GREENBUSH,AVE,91331,34.2391221782,-118.439125028,"(34.2391221782, -118.439125028)",502,B,6,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,137,404,,3,41
1-1523513821,12/31/2019 04:03:00 PM,01/02/2020 09:31:00 AM,SR Created,BOS,Electronic Waste,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 09:25:00 AM,Y,N,"1359 1/2 E 47TH ST, 90011",1359,E,47TH,ST,90011,34.0012290646,-118.250792107,"(34.0012290646, -118.250792107)",674,F,4,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,719,982,7,13,51
1-1523514891,12/31/2019 04:03:00 PM,01/04/2020 07:21:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/04/2020 12:00:00 AM,01/04/2020 07:21:00 AM,Y,N,"430 S BERENDO ST, 90020",430,S,BERENDO,ST,90020,34.0663220088,-118.294038494,"(34.0663220088, -118.294038494)",634,A,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,595,1294,,12,89
1-1523514803,12/31/2019 04:03:00 PM,01/02/2020 02:35:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,GAPBH,12/31/2019 12:00:00 AM,01/02/2020 02:35:00 PM,Y,,"650 S BROADWAY, 90014",,S,,,90014,34.04536174,-118.2530088,"(34.0453617383, -118.253008807)",634,F,5,Central APC,14,,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,541,683,,9,76
1-1523513091,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,BOS,Dead Animal Removal,Cancelled,Call,BOS,,N,WLA,,12/31/2019 04:05:00 PM,Y,N,"1916 S PARNELL AVE, 90025",1916,S,PARNELL,AVE,90025,34.0514609982,-118.428725417,"(34.0514609982, -118.428725417)",632,C,4,West Los Angeles APC,5,Paul Koretz,62,WESTSIDE NC,WEST LOS ANGELES,23443,859,743,9,6,75
1-1523513111,12/31/2019 04:03:00 PM,01/02/2020 02:34:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,NC,01/02/2020 12:00:00 AM,01/02/2020 02:34:00 PM,Y,N,"3511 W HOLLYDALE DR, 90039",3511,W,HOLLYDALE,DR,90039,34.1147888627,-118.26233678,"(34.1147888627, -118.26233678)",594,D,2,East Los Angeles APC,13,Mitch O'Farrell,37,ATWATER VILLAGE NC,NORTHEAST,23670,391,450,,8,42
1-1523514767,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 12:00:00 AM,12/31/2019 04:05:00 PM,Y,,"1611 W 6TH ST, 90017",,W,,ST,90017,34.05718657,-118.2692162,"(34.0571865703, -118.269216216)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523514782,12/31/2019 04:03:00 PM,12/31/2019 04:05:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/31/2019 12:00:00 AM,12/31/2019 04:05:00 PM,Y,,"115 S PARK VIEW ST, 90057",,S,,ST,90057,34.06796513,-118.2737659,"(34.0679651251, -118.273765877)",634,C,2,Central APC,13,,97,WESTLAKE NORTH NC,RAMPART,24352,554,518,,8,67
1-1523513741,12/31/2019 04:02:00 PM,01/03/2020 04:03:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,HB,01/03/2020 12:00:00 AM,01/03/2020 04:03:00 PM,Y,N,"1013 N RONAN AVE, 90744",1013,N,RONAN,AVE,90744,33.7828930928,-118.272127817,"(33.7828930928, -118.272127817)",794,D,6,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR,3350,959,641,,15,15
1-1523512556,12/31/2019 04:02:00 PM,01/02/2020 08:11:00 AM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,iOS,Y,NC,01/02/2020 12:00:00 AM,01/02/2020 08:11:00 AM,Y,,"631 S MAIN ST, 90014",631,S,MAIN,ST,90014,34.0446248899,-118.250906764,"(34.0446248899, -118.250906764)",634,F,5,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23075,542,527,,9,76
1-1523515331,12/31/2019 04:02:00 PM,12/31/2019 04:06:00 PM,SR Created,BOS,Bulky Items,Cancelled,Call,BOS,,N,WV,01/03/2020 12:00:00 AM,12/31/2019 04:06:00 PM,Y,N,"5935 N YARMOUTH AVE, 91316",5935,N,YARMOUTH,AVE,91316,34.1784217345,-118.519739485,"(34.1784217345, -118.519739485)",561,B,1,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY,4286,316,339,,6,62
1-1523514711,12/31/2019 04:02:00 PM,01/02/2020 10:37:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,F-NE,12/31/2019 11:59:00 PM,01/02/2020 10:37:00 AM,Y,N,"1043 E CESAR E CHAVEZ AVE, 90033",1043,E,CESAR E CHAVEZ,AVE,90033,34.0537331282,-118.224097299,"(34.0537331282, -118.224097299)",634,J,3,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1322,,9,38
1-1523515301,12/31/2019 04:02:00 PM,01/03/2020 08:55:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 08:47:00 AM,Y,N,"9304 N GREENBUSH AVE, 91331",9304,N,GREENBUSH,AVE,91331,34.2391221782,-118.439125028,"(34.2391221782, -118.439125028)",502,B,6,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,137,404,,3,41
1-1523515271,12/31/2019 04:02:00 PM,01/02/2020 01:39:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,SLA,01/02/2020 12:00:00 AM,01/02/2020 01:39:00 PM,Y,N,"1359 1/2 E 47TH ST, 90011",1359,E,47TH,ST,90011,34.0012290646,-118.250792107,"(34.0012290646, -118.250792107)",674,F,4,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON,22727,719,982,7,13,51
1-1523511828,12/31/2019 04:01:00 PM,01/02/2020 10:49:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WV,01/02/2020 12:00:00 AM,01/02/2020 10:49:00 AM,Y,,"17013 W ENADIA WAY, 91406",17013,W,ENADIA,WAY,91406,34.2002585847,-118.503871065,"(34.2002585847, -118.503871065)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523512731,12/31/2019 04:00:00 PM,01/04/2020 01:33:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/04/2020 12:00:00 AM,01/04/2020 01:33:00 PM,Y,N,"855 S SHERBOURNE DR, 90035",855,S,SHERBOURNE,DR,90035,34.0613007278,-118.379517654,"(34.0613007278, -118.379517654)",632,J,3,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,640,810,,6,95
1-1523514361,12/31/2019 04:00:00 PM,01/03/2020 02:51:00 PM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,WLA,01/03/2020 12:00:00 AM,01/03/2020 11:50:00 AM,Y,N,"1219 S STEARNS DR, 90035",1219,S,STEARNS,DR,90035,34.0536781914,-118.370598823,"(34.0536781914, -118.370598823)",633,A,4,Central APC,5,Paul Koretz,60,P.I.C.O. NC,WILSHIRE,23666,642,1099,,6,23
1-1523513281,12/31/2019 04:00:00 PM,01/03/2020 07:20:00 AM,SR Created,BOS,Bulky Items,Closed,Call,BOS,,N,EV,01/03/2020 12:00:00 AM,01/03/2020 07:18:00 AM,Y,N,"13948 W HAMLIN ST, 91401",13948,W,HAMLIN,ST,91401,34.1883697595,-118.437383632,"(34.1883697595, -118.437383632)",532,B,6,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,235,508,,5,70
1-1523512589,12/31/2019 04:00:00 PM,01/02/2020 10:49:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,Y,WV,01/02/2020 12:00:00 AM,01/02/2020 10:49:00 AM,Y,,"17006 W SHERMAN WAY, 91406",17006,W,SHERMAN,WAY,91406,34.2009275051,-118.503672342,"(34.2009275051, -118.503672342)",531,C,5,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,261,301,,3,61
1-1523510912,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"1735 W 6TH ST, 90017",,W,,ST,90017,34.05790126,-118.270837,"(34.0579012643, -118.270837011)",634,C,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,563,836,,11,67
1-1523510900,12/31/2019 03:59:00 PM,01/02/2020 02:36:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:36:00 PM,Y,,"500 S UNION AVE, 90017",,S,,AVE,90017,34.05835507,-118.2690365,"(34.058355069, -118.269036499)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523511038,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"406 S UNION AVE, 90017",,S,,AVE,90017,34.05966072,-118.26825,"(34.0596607184, -118.268250033)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510978,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"503 S UNION DR, 90017",,S,,DR,90017,34.058038,-118.2683583,"(34.0580380013, -118.268358284)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510930,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"526 S UNION DR, 90017",,S,,DR,90017,34.05731628,-118.2684202,"(34.0573162829, -118.268420156)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523510973,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"439 S UNION DR, 90017",,S,,DR,90017,34.05823258,-118.268219,"(34.0582325821, -118.268218998)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510917,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"1801 W 6TH ST, 90057",,W,,ST,90057,34.05806284,-118.27119,"(34.0580628432, -118.271190021)",634,C,3,Central APC,1,,121,WESTLAKE SOUTH NC,RAMPART,24352,563,836,,11,68
1-1523505194,12/31/2019 03:59:00 PM,01/02/2020 02:57:00 PM,SR Created,ITA,Other,Cancelled,Mobile App,Self Service,iOS,N,,,01/02/2020 02:57:00 PM,Y,N,"10551 W EASTBORNE AVE, 90024",10551,W,EASTBORNE,AVE,90024,34.0552574815,-118.429493366,"(34.0552574815, -118.429493366)",632,C,4,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES,23442,856,745,9,6,72
1-1523512523,12/31/2019 03:59:00 PM,01/02/2020 03:17:00 PM,SR Created,ITA,Other,Cancelled,Mobile App,Self Service,Android,N,,,01/02/2020 03:17:00 PM,Y,N,"1101 W 1ST ST, 90012",1101,W,1ST,ST,90012,34.0593451557,-118.254295567,"(34.0593451557, -118.254295567)",634,E,3,Central APC,1,Gilbert Cedillo,44,ECHO PARK NC,RAMPART,23444,548,397,54,11,31
1-1523510999,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"1621 W 6TH ST, 90017",,W,,ST,90017,34.0571077,-118.26922,"(34.0571076993, -118.269219953)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510955,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"438 S UNION DR, 90017",,S,,DR,90017,34.05805377,-118.2679741,"(34.0580537672, -118.267974065)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523511025,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"1709 W 6TH ST, 90017",,W,,ST,90017,34.05759365,-118.2701383,"(34.0575936518, -118.270138264)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,563,836,,11,67
1-1523510967,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"412 S UNION DR, 90017",,S,,DR,90017,34.05867218,-118.2675977,"(34.0586721777, -118.267597691)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523510881,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"328 S UNION AVE, 90017",,S,,AVE,90017,34.06056434,-118.268036,"(34.060564339, -118.268036)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,566,836,,11,67
1-1523510983,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"527 S UNION DR, 90017",,S,,DR,90017,34.057404,-118.2687184,"(34.0574040016, -118.268718446)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510961,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"432 S UNION DR, 90017",,S,,DR,90017,34.05819904,-118.26788,"(34.0581990353, -118.267880034)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523510923,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"2720 W BEVERLY BLVD, 90057",,W,,BLVD,90057,34.06998154,-118.2783881,"(34.0699815429, -118.27838811)",634,C,1,Central APC,13,,53,RAMPART VILLAGE NC,RAMPART,24352,556,612,,8,80
1-1523510994,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"1607 W 6TH ST, 90017",,W,,ST,90017,34.05713511,-118.2690927,"(34.0571351065, -118.269092745)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523511732,12/31/2019 03:59:00 PM,01/02/2020 11:05:00 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,Self Service,iOS,N,EV,01/02/2020 12:00:00 AM,01/02/2020 11:05:00 AM,Y,,"3005 N DONA NENITA PL, 91604",3005,N,DONA NENITA,PL,91604,34.1257892922,-118.378271584,"(34.1257892922, -118.378271584)",592,J,1,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD,8492,351,973,11,5,84
1-1523510893,12/31/2019 03:59:00 PM,01/02/2020 02:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:40:00 PM,Y,,"515 S UNION AVE, 90017",,S,,AVE,90017,34.05812781,-118.2695124,"(34.0581278148, -118.269512423)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,563,836,,11,67
1-1523510906,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"440 S UNION AVE, 90017",,S,,AVE,90017,34.05860031,-118.2688771,"(34.0586003088, -118.26887708)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510942,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"508 S UNION DR, 90017",,S,,DR,90017,34.05776321,-118.2681621,"(34.0577632145, -118.26816209)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523505846,12/31/2019 03:59:00 PM,01/02/2020 02:08:00 PM,SR Created,BOS,Electronic Waste,Closed,Mobile App,Self Service,iOS,N,EV,01/02/2020 12:00:00 AM,01/02/2020 09:23:00 AM,Y,,"13226 W OTSEGO ST, 91423",13226,W,OTSEGO,ST,91423,34.162932044,-118.421194688,"(34.162932044, -118.421194688)",562,D,3,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19736,203,645,,7,83
1-1523510949,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"500 S UNION DR, 90017",,S,,DR,90017,34.05790755,-118.268066,"(34.057907551, -118.268065973)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523510887,12/31/2019 03:59:00 PM,01/02/2020 02:40:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,01/02/2020 02:40:00 PM,Y,,"513 S UNION AVE, 90017",,S,,AVE,90017,34.05815948,-118.2694911,"(34.0581594777, -118.269491057)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,563,836,,11,67
1-1523511550,12/31/2019 03:59:00 PM,01/06/2020 07:42:00 PM,SR Created,BOS,Homeless Encampment,Closed,Mobile App,Self Service,Android,N,WLA,01/06/2020 12:00:00 AM,01/06/2020 09:45:00 AM,Y,,"INGLEWOOD BLVD AT BRAY ST, 90230",,,,,90230,33.987946157,-118.409940953,"(33.987946157, -118.409940953)",672,F,6,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24031,924,833,10,10,85
1-1523511020,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"1627 W 6TH ST, 90017",,W,,ST,90017,34.0573634,-118.2696219,"(34.0573634014, -118.269621851)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
1-1523510936,12/31/2019 03:59:00 PM,12/31/2019 04:01:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:01:00 PM,Y,,"514 S UNION DR, 90017",,S,,DR,90017,34.0576174,-118.2682549,"(34.0576174031, -118.268254903)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,1047,,11,67
1-1523511015,12/31/2019 03:59:00 PM,12/31/2019 04:00:00 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,OCB,,N,CCAC,12/30/2019 12:00:00 AM,12/31/2019 04:00:00 PM,Y,,"1623 W 6TH ST, 90017",,W,,ST,90017,34.05729479,-118.269469,"(34.0572947904, -118.269469013)",634,D,3,Central APC,1,,97,WESTLAKE NORTH NC,RAMPART,23078,564,836,,11,67
