SRNumber,CreatedDate,RequestType,RequestSource,Address,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-870639080,12/31/2017 05:46:00 PM,Bulky Items,Mobile App,"11711 W OHIO AVE, 90025",OHIO,AVE,90025,34.04434669,-118.4571926,"(34.0443466864, -118.457192621)",631,West Los Angeles APC,11,Mike Bonin,66,WEST LOS ANGELES NC,WEST LOS ANGELES,23443,864,1516,9,10,50
1-870644001,12/31/2017 05:44:00 PM,Bulky Items,Call,"5327 W DOCKWEILER PL, 90019",DOCKWEILER,PL,90019,34.04948795,-118.3532336,"(34.0494879451, -118.353233569)",633,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE,23080,646,1351,,12,23
1-870638321,12/31/2017 05:41:00 PM,Bulky Items,Call,"10151 N MT GLEASON AVE, 91040",MT GLEASON,AVE,91040,34.25381926,-118.3027865,"(34.2538192606, -118.302786486)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,15,260,,1,7
1-870637264,12/31/2017 05:34:00 PM,Bulky Items,Mobile App,"1767 W YOSEMITE DR, 90041",YOSEMITE,DR,90041,34.13349381,-118.2060232,"(34.1334938112, -118.206023212)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,356,1437,,9,60
1-870638181,12/31/2017 05:33:00 PM,Bulky Items,Call,"654 W 37TH ST, 90731",37TH,ST,90731,33.71068985,-118.2911417,"(33.7106898451, -118.291141655)",854,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,987,1522,15,15,33
1-870637291,12/31/2017 05:32:00 PM,Bulky Items,Call,"654 W 37TH ST, 90731",37TH,ST,90731,33.71068985,-118.2911417,"(33.7106898451, -118.291141655)",854,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR,3342,987,1522,15,15,33
1-870631721,12/31/2017 05:30:00 PM,Bulky Items,Self Service,"21022 W RODAX ST, 91304",RODAX,ST,91304,34.22358665,-118.5915242,"(34.2235866535, -118.591524244)",530,North Valley APC,3,Bob Blumenfield,13,CANOGA PARK NC,TOPANGA,4279,94,1457,,4,37
1-870637131,12/31/2017 05:30:00 PM,Bulky Items,Mobile App,"13310 W FILMORE ST, 91331",FILMORE,ST,91331,34.27076706,-118.4227513,"(34.2707670597, -118.422751342)",502,North Valley APC,7,Monica Rodriguez,7,PACOIMA NC,FOOTHILL,18907,24,1376,,1,11
1-870637051,12/31/2017 05:27:00 PM,Bulky Items,Self Service,"2132 S WALNUT AVE, 90291",WALNUT,AVE,90291,33.99840592,-118.4523449,"(33.9984059192, -118.452344917)",672,West Los Angeles APC,11,Mike Bonin,68,VENICE NC,PACIFIC,25073,911,854,10,10,30
1-870634323,12/31/2017 05:21:00 PM,Bulky Items,Mobile App,"7254 N DARBY AVE, 91335",DARBY,AVE,91335,34.20291089,-118.533412,"(34.202910893, -118.533412017)",530,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,258,284,,4,12
1-870634139,12/31/2017 05:19:00 PM,Bulky Items,Mobile App,"1963 N CAHUENGA BLVD, 90068",CAHUENGA,BLVD,90068,34.10713051,-118.330899,"(34.1071305148, -118.330899004)",593,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,24033,406,718,,7,82
1-870634041,12/31/2017 05:18:00 PM,Bulky Items,Self Service,"4714 N FARMDALE AVE, 91602",FARMDALE,AVE,91602,34.15621012,-118.381091,"(34.156210117, -118.381090984)",562,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8489,344,1330,17,5,39
1-870630587,12/31/2017 05:18:00 PM,Bulky Items,Mobile App,"1963 N CAHUENGA BLVD, 90068",CAHUENGA,BLVD,90068,34.10713051,-118.330899,"(34.1071305148, -118.330899004)",593,Central APC,4,David Ryu,29,HOLLYWOOD HILLS WEST NC,HOLLYWOOD,24033,406,718,,7,82
1-870633911,12/31/2017 05:13:00 PM,Bulky Items,Call,"5316 S MANHATTAN PL, 90062",MANHATTAN,PL,90062,33.99400246,-118.3100698,"(33.9940024567, -118.310069834)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,24027,743,622,7,14,35
1-870632325,12/31/2017 05:13:00 PM,Bulky Items,Mobile App,"334 N HELIOTROPE DR, 90004",HELIOTROPE,DR,90004,34.07740116,-118.2954948,"(34.0774011641, -118.295494814)",594,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,454,455,16,8,89
1-870630511,12/31/2017 05:12:00 PM,Bulky Items,Mobile App,"HELIOTROPE DR AT HOLLYWOOD FRWY, 90004",,,90004,34.08157095,-118.2953488,"(34.0815709466, -118.295348789)",594,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,RAMPART,22721,453,507,,8,89
1-870632236,12/31/2017 05:11:00 PM,Bulky Items,Mobile App,"233 N KENMORE AVE, 90004",KENMORE,AVE,90004,34.07548412,-118.2967284,"(34.0754841204, -118.296728423)",633,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,22721,581,936,,8,89
1-870630404,12/31/2017 05:11:00 PM,Bulky Items,Mobile App,"1678 W COLORADO BLVD, 90041",COLORADO,BLVD,90041,34.13921599,-118.203525,"(34.1392159864, -118.203524997)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,356,1437,30,9,60
1-870629614,12/31/2017 05:06:00 PM,Bulky Items,Mobile App,"2942 S LA SALLE AVE, 90018",LA SALLE,AVE,90018,34.02778696,-118.3052359,"(34.027786963, -118.305235889)",633,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,688,910,7,14,32
1-870632091,12/31/2017 05:05:00 PM,Bulky Items,Mobile App,"2942 S LA SALLE AVE, 90018",LA SALLE,AVE,90018,34.02778696,-118.3052359,"(34.027786963, -118.305235889)",633,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,688,910,7,14,32
1-870632011,12/31/2017 05:04:00 PM,Bulky Items,Call,"5726 N CANTALOUPE AVE, 91401",CANTALOUPE,AVE,91401,34.17469372,-118.4344147,"(34.1746937209, -118.434414664)",562,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS,19729,244,400,,5,70
1-870631131,12/31/2017 05:00:00 PM,Bulky Items,Self Service,"3426 S WELLINGTON ROAD, 90016",WELLINGTON,ROAD,90016,34.02466135,-118.3383115,"(34.0246613501, -118.338311476)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-870626734,12/31/2017 04:58:00 PM,Bulky Items,Mobile App,"8657 W FORSYTHE ST, 91040",FORSYTHE,ST,91040,34.26637486,-118.3220328,"(34.2663748635, -118.322032844)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,13,531,,1,7
1-870627731,12/31/2017 04:57:00 PM,Bulky Items,Call,"16437 W MCKEEVER ST, 91344",MCKEEVER,ST,91344,34.27477705,-118.4899629,"(34.2747770549, -118.489962858)",501,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,56,383,,2,78
1-870629081,12/31/2017 04:56:00 PM,Bulky Items,Call,"1541 W SILVERWOOD DR, 90041",SILVERWOOD,DR,90041,34.12954069,-118.1995254,"(34.1295406874, -118.199525392)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23673,364,1434,,9,60
1-870629161,12/31/2017 04:56:00 PM,Bulky Items,Call,"16437 W MCKEEVER ST, 91344",MCKEEVER,ST,91344,34.27477705,-118.4899629,"(34.2747770549, -118.489962858)",501,North Valley APC,12,Mitchell Englander,4,GRANADA HILLS NORTH NC,DEVONSHIRE,19329,56,383,,2,78
1-870628951,12/31/2017 04:54:00 PM,Bulky Items,Call,"1541 W SILVERWOOD DR, 90041",SILVERWOOD,DR,90041,34.12954069,-118.1995254,"(34.1295406874, -118.199525392)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23673,364,1434,,9,60
1-870628287,12/31/2017 04:44:00 PM,Bulky Items,Mobile App,"15101 W KILLION ST, 91411",KILLION,ST,91411,34.17125367,-118.4620816,"(34.1712536678, -118.462081631)",561,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19735,246,666,,7,83
1-870625361,12/31/2017 04:41:00 PM,Bulky Items,Self Service,"9990 N GLENOAKS BLVD, 91352",GLENOAKS,BLVD,91352,34.25155154,-118.389106,"(34.2515515415, -118.389106027)",502,North Valley APC,6,Nury Martinez,8,SUN VALLEY AREA NC,FOOTHILL,19335,155,1371,,3,21
1-870626324,12/31/2017 04:41:00 PM,Bulky Items,Mobile App,"15115 W ROXFORD ST, 91342",ROXFORD,ST,91342,34.31953957,-118.4628342,"(34.3195395712, -118.462834158)",481,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,45,291,,1,47
1-870627041,12/31/2017 04:40:00 PM,Bulky Items,Self Service,"9787 N GLENOAKS BLVD, 91352",GLENOAKS,BLVD,91352,34.24738136,-118.3853402,"(34.2473813625, -118.385340198)",502,North Valley APC,6,Nury Martinez,8,SUN VALLEY AREA NC,FOOTHILL,19335,155,1371,,3,21
1-870625231,12/31/2017 04:39:00 PM,Bulky Items,Call,"20436 W RUNNYMEDE ST, 91306",RUNNYMEDE,ST,91306,34.20578202,-118.5786546,"(34.2057820226, -118.578654609)",530,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA,4282,289,423,,4,66
1-870626881,12/31/2017 04:37:00 PM,Bulky Items,Self Service,"STANFORD AVE AT 5TH ST, 90013",,,90013,34.04254327,-118.2412585,"(34.042543272, -118.241258451)",634,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL,23074,537,1018,,9,76
1-870627851,12/31/2017 04:37:00 PM,Bulky Items,Self Service,"21877 W YBARRA ROAD, 91364",YBARRA,ROAD,91364,34.15441235,-118.6033322,"(34.1544123547, -118.603332185)",560,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,314,653,11,4,49
1-870619521,12/31/2017 04:33:00 PM,Bulky Items,Mobile App,"4070 W VENICE BLVD, 90019",VENICE,BLVD,90019,34.04366664,-118.3261134,"(34.0436666359, -118.326113433)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",WILSHIRE,23080,648,1105,,12,19
1-870620494,12/31/2017 04:33:00 PM,Bulky Items,Mobile App,"2755 S RAYMOND AVE, 90007",RAYMOND,AVE,90007,34.02935983,-118.2982729,"(34.0293598306, -118.298272881)",633,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,22724,689,654,7,14,32
1-870615761,12/31/2017 04:30:00 PM,Bulky Items,Call,"4319 S HOOVER ST, 90037",HOOVER,ST,90037,34.00494533,-118.287443,"(34.0049453325, -118.287442963)",674,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,SOUTHWEST,23668,734,865,7,13,2
1-870620501,12/31/2017 04:27:00 PM,Bulky Items,Self Service,"1428 W DALMATIA DR, 90732",DALMATIA,DR,90732,33.76418921,-118.3057747,"(33.7641892082, -118.305774707)",823,Harbor APC,15,Joe Buscaino,94,NORTHWEST SAN PEDRO NC,HARBOR,3343,968,1441,,15,25
1-870621351,12/31/2017 04:27:00 PM,Bulky Items,Mobile App,"12837 W MARTHA ST, 91607",MARTHA,ST,91607,34.17307287,-118.4129441,"(34.1730728696, -118.412944132)",562,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,NORTH HOLLYWOOD,8890,200,525,,5,70
1-870615661,12/31/2017 04:26:00 PM,Bulky Items,Mobile App,"4444 W 28TH ST, 90016",28TH,ST,90016,34.03096716,-118.3379522,"(34.0309671596, -118.33795215)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST,23077,668,926,7,12,17
1-870615572,12/31/2017 04:25:00 PM,Bulky Items,Mobile App,"12534 W ROSCOE BLVD, 91352",ROSCOE,BLVD,91352,34.22143311,-118.4064504,"(34.2214331115, -118.406450415)",532,North Valley APC,2,Paul Krekorian,22,NOHO WEST NC,FOOTHILL,8888,152,1101,,5,71
1-870620361,12/31/2017 04:24:00 PM,Bulky Items,Self Service,"15050 W SHERMAN WAY, 91405",SHERMAN,WAY,91405,34.20089113,-118.4611519,"(34.2008911263, -118.46115193)",531,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19733,230,287,,3,18
1-870620243,12/31/2017 04:23:00 PM,Bulky Items,Mobile App,"8058 W JAYSEEL ST, 91040",JAYSEEL,ST,91040,34.26534805,-118.3091786,"(34.2653480458, -118.309178589)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3221,12,530,,1,7
1-870619201,12/31/2017 04:23:00 PM,Bulky Items,Call,"2209 E MICHIGAN AVE, 90033",MICHIGAN,AVE,90033,34.04610311,-118.2110503,"(34.046103108, -118.211050254)",635,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,522,350,,9,38
1-870621021,12/31/2017 04:19:00 PM,Bulky Items,Call,"8817 N DARBY AVE, 91325",DARBY,AVE,91325,34.23127803,-118.5337518,"(34.2312780258, -118.533751844)",530,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE,18514,108,1539,,2,65
1-870620931,12/31/2017 04:18:00 PM,Bulky Items,Call,"5331 E HUNTINGTON DR NORTH, 90032",HUNTINGTON,DR,90032,34.09123238,-118.1646822,"(34.0912323785, -118.164682244)",595,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,496,514,,9,91
1-870615311,12/31/2017 04:16:00 PM,Bulky Items,Call,"5331 E HUNTINGTON DR NORTH, 90032",HUNTINGTON,DR,90032,34.0911412,-118.1647232,"(34.0911412034, -118.16472316)",595,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,496,514,,9,91
1-870619841,12/31/2017 04:13:00 PM,Bulky Items,Self Service,"19057 W KILFINAN PL, 91326",KILFINAN,PL,91326,34.29674281,-118.5493938,"(34.2967428085, -118.549393849)",480,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE,18905,64,1412,,2,48
1-870612686,12/31/2017 04:13:00 PM,Bulky Items,Mobile App,"11137 W EMELITA ST, 91601",EMELITA,ST,91601,34.17679585,-118.3744133,"(34.1767958483, -118.374413278)",562,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,197,1077,,5,13
1-870611751,12/31/2017 04:12:00 PM,Bulky Items,Self Service,"10144 N WOODLEY AVE, 91343",WOODLEY,AVE,91343,34.25517263,-118.4847208,"(34.2551726308, -118.484720832)",501,North Valley APC,12,Mitchell Englander,111,NORTH HILLS WEST NC,DEVONSHIRE,18914,76,251,,2,88
1-870611671,12/31/2017 04:12:00 PM,Bulky Items,Mobile App,"1570 W 29TH ST, 90007",29TH,ST,90007,34.02900605,-118.2967869,"(34.0290060453, -118.296786942)",634,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,22724,688,910,7,14,32
1-870613621,12/31/2017 04:11:00 PM,Bulky Items,Call,"4859 N WIOTA ST, 90041",WIOTA,ST,90041,34.13479592,-118.1939639,"(34.1347959177, -118.19396387)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,357,512,,9,60
1-870611479,12/31/2017 04:10:00 PM,Bulky Items,Mobile App,"4302 S GARTHWAITE AVE, 90008",GARTHWAITE,AVE,90008,34.00545512,-118.327832,"(34.0054551189, -118.327831969)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1020,7,12,54
1-870612184,12/31/2017 04:06:00 PM,Bulky Items,Mobile App,"1236 W 187TH PL, 90248",187TH,PL,90248,33.8604323,-118.2956538,"(33.8604323011, -118.295653849)",764,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,24685,943,798,,15,55
1-870612291,12/31/2017 04:03:00 PM,Bulky Items,Self Service,"1662 S HARVARD BLVD, 90006",HARVARD,BLVD,90006,34.04325511,-118.3042217,"(34.0432551149, -118.304221708)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,672,906,,12,19
1-870613041,12/31/2017 04:03:00 PM,Bulky Items,Self Service,"16464 W SUNSET BLVD, 90272",SUNSET,BLVD,90272,34.0484289,-118.5412685,"(34.0484289016, -118.541268526)",630,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES,25066,837,1392,,10,
1-870611141,12/31/2017 04:03:00 PM,Bulky Items,Self Service,"11701 N SEMINOLE CIR, 91326",SEMINOLE,CIR,91326,34.28263019,-118.5593755,"(34.2826301854, -118.559375487)",480,North Valley APC,12,Mitchell Englander,114,PORTER RANCH NC,DEVONSHIRE,18905,62,1413,,2,48
1-870613131,12/31/2017 04:03:00 PM,Bulky Items,Call,"13467 W ASTORIA ST, 91342",ASTORIA,ST,91342,34.32268445,-118.4264353,"(34.3226844537, -118.426435334)",482,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,38,376,,1,47
1-870608771,12/31/2017 04:00:00 PM,Bulky Items,Self Service,"1817 S HARVARD BLVD, 90006",HARVARD,BLVD,90006,34.0407799,-118.3045659,"(34.0407798989, -118.304565867)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,672,906,,12,19
1-870611921,12/31/2017 03:59:00 PM,Bulky Items,Call,"610 W 48TH ST, 90037",48TH,ST,90037,33.99954242,-118.2845501,"(33.999542416, -118.284550084)",674,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET,23668,739,896,7,13,2
1-870608561,12/31/2017 03:58:00 PM,Bulky Items,Self Service,"16431 W SUNSET BLVD, 90272",SUNSET,BLVD,90272,34.049036,-118.5407303,"(34.0490359978, -118.540730305)",630,West Los Angeles APC,11,Mike Bonin,,,WEST LOS ANGELES,25066,836,1391,,10,
1-870611831,12/31/2017 03:57:00 PM,Bulky Items,Self Service,"7017 N WHITAKER AVE, 91406",WHITAKER,AVE,91406,34.19808339,-118.4979834,"(34.198083388, -118.497983351)",531,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19734,263,300,,3,61
1-870606691,12/31/2017 03:55:00 PM,Bulky Items,Self Service,"1816 S HARVARD BLVD, 90006",HARVARD,BLVD,90006,34.04091887,-118.3042116,"(34.0409188727, -118.304211646)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,672,906,,12,19
1-870608211,12/31/2017 03:54:00 PM,Bulky Items,Self Service,"18954 W TUBA ST, 91324",TUBA,ST,91324,34.25657922,-118.5467363,"(34.2565792156, -118.546736295)",500,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE,18513,80,219,,2,77
1-870608121,12/31/2017 03:53:00 PM,Bulky Items,Call,"825 S WESTLAKE AVE, 90057",WESTLAKE,AVE,90057,34.05374251,-118.277324,"(34.0537425132, -118.277323983)",634,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART,24352,570,628,,11,68
1-870606411,12/31/2017 03:49:00 PM,Bulky Items,Self Service,"1741 S WESTMORELAND BLVD, 90006",WESTMORELAND,BLVD,90006,34.04147472,-118.3067604,"(34.0414747189, -118.306760378)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,674,906,,12,19
1-870606951,12/31/2017 03:44:00 PM,Bulky Items,Self Service,"1819 S HOBART BLVD, 90006",HOBART,BLVD,90006,34.04065369,-118.3054888,"(34.0406536925, -118.305488777)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,22723,674,906,,12,19
1-870604771,12/31/2017 03:43:00 PM,Bulky Items,Call,"MICHIGAN AVE AT PENNSYLVANIA AVE, 90033",,,90033,34.04988294,-118.2206261,"(34.0498829399, -118.220626068)",634,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23450,511,1033,,9,38
1-870604596,12/31/2017 03:42:00 PM,Bulky Items,Mobile App,"4135 S BRONSON AVE, 90008",BRONSON,AVE,90008,34.00900269,-118.3334027,"(34.0090026948, -118.333402744)",673,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,749,1021,7,12,54
1-870603541,12/31/2017 03:40:00 PM,Bulky Items,Call,"15000 W DICKENS ST, 91403",DICKENS,ST,91403,34.15134208,-118.4599973,"(34.1513420753, -118.459997334)",561,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS,19732,335,565,,7,83
1-870604241,12/31/2017 03:40:00 PM,Bulky Items,Call,"2215 S VIRGINIA ROAD, 90016",VIRGINIA,ROAD,90016,34.03611589,-118.3372469,"(34.0361158865, -118.337246856)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE,23077,656,1111,,12,69
1-870605161,12/31/2017 03:38:00 PM,Bulky Items,Self Service,"22932 W LEONORA DR, 91367",LEONORA,DR,91367,34.1659167,-118.6264342,"(34.1659166983, -118.626434223)",559,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,303,1555,,4,49
1-870604059,12/31/2017 03:38:00 PM,Bulky Items,Mobile App,"14152 W FOOTHILL BLVD, 91342",FOOTHILL,BLVD,91342,34.31623926,-118.4421305,"(34.316239261, -118.442130544)",482,North Valley APC,7,Monica Rodriguez,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-870605881,12/31/2017 03:38:00 PM,Bulky Items,Call,"4005 1/2 S VAN NESS AVE, 90062",VAN NESS,AVE,90062,34.0115617,-118.3172406,"(34.0115616971, -118.317240554)",673,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,24027,747,1017,7,14,32
1-870603241,12/31/2017 03:36:00 PM,Bulky Items,Self Service,"269 S LA FAYETTE PARK PL, 90057",LA FAYETTE PARK,PL,90057,34.06778539,-118.2803235,"(34.0677853889, -118.28032347)",634,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,24352,556,612,,8,80
1-870600781,12/31/2017 03:34:00 PM,Bulky Items,Call,"3711 S WESTWOOD BLVD, 90034",WESTWOOD,BLVD,90034,34.01885137,-118.4114401,"(34.0188513651, -118.411440114)",672,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC,23451,897,846,9,6,74
1-870600580,12/31/2017 03:33:00 PM,Bulky Items,Mobile App,"627 W 10TH ST, 90731",10TH,ST,90731,33.73501879,-118.2908969,"(33.7350187933, -118.29089687)",824,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,977,1206,,15,36
1-870602921,12/31/2017 03:26:00 PM,Bulky Items,Self Service,"18527 S HARVARD BLVD, 90248",HARVARD,BLVD,90248,33.86291016,-118.3071456,"(33.8629101599, -118.307145589)",763,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR,24685,943,798,,15,55
1-870599316,12/31/2017 03:25:00 PM,Bulky Items,Mobile App,"3066 W 15TH ST, 90019",15TH,ST,90019,34.04523724,-118.3150783,"(34.0452372365, -118.315078255)",633,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",OLYMPIC,23080,676,897,,12,19
1-870598499,12/31/2017 03:15:00 PM,Bulky Items,Mobile App,"821 S ST ANDREWS PL, 90005",ST ANDREWS,PL,90005,34.05741238,-118.311341,"(34.0574123761, -118.311340955)",633,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC,22722,611,888,,7,86
1-870599981,12/31/2017 03:15:00 PM,Bulky Items,Self Service,"5236 N EL RIO AVE, 90041",EL RIO,AVE,90041,34.14243133,-118.2158788,"(34.1424313257, -118.21587876)",565,East Los Angeles APC,14,Jose Huizar,40,EAGLE ROCK NC,NORTHEAST,23672,354,568,,9,60
1-870600871,12/31/2017 03:15:00 PM,Bulky Items,Call,"3711 E BALDWIN ST, 90031",BALDWIN,ST,90031,34.07093106,-118.2016812,"(34.0709310576, -118.201681152)",635,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK,23448,487,337,,11,1
1-870593631,12/31/2017 03:09:00 PM,Bulky Items,Mobile App,"ROMAINE ST AT NORMANDIE AVE, 90029",,,90029,34.08852443,-118.3005133,"(34.0885244339, -118.300513284)",593,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,HOLLYWOOD,23447,439,929,,8,58
1-870598261,12/31/2017 03:08:00 PM,Bulky Items,Call,"7661 W BECKETT ST, 91042",BECKETT,ST,91042,34.25380566,-118.3000988,"(34.2538056579, -118.300098799)",503,North Valley APC,7,Monica Rodriguez,10,SUNLAND-TUJUNGA NC,FOOTHILL,3222,6,260,,1,7
1-870596401,12/31/2017 03:05:00 PM,Bulky Items,Self Service,"3760 S BOISE AVE, 90066",BOISE,AVE,90066,34.00352034,-118.4370938,"(34.0035203389, -118.437093847)",672,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,900,861,10,10,27
