"the_geom","objectid","easting","northing","eel_grass","emu","au","legend"
"POINT (-122.740905916062 47.306029810789)","83443","1084529","727300",,"8","8.24","No Eel Grass"
"POINT (-122.631275734569 47.267621374796)","108457","1111339","712542",,"13","13.36","No Eel Grass"
"POINT (-122.755641048612 47.273837756408)","78983","1080539","715667",,"9","9.06","No Eel Grass"
"POINT (-122.71470141284 47.181255622887)","116196","1089750","681624",,"14","14.47","No Eel Grass"
"POINT (-122.696317953457 47.135984933496)","79572","1093860","664991",,"14","14.21","No Eel Grass"
"POINT (-122.669770552745 47.368268763154)","68464","1102795","749500",,"8","8.02","No Eel Grass"
"POINT (-122.696754590438 47.28353463153)","25615","1095250","718790",,"6","6.01","No Eel Grass"
"POINT (-122.705522112138 47.348574896781)","77272","1093738","742565",,"8","8.1","No Eel Grass"
"POINT (-122.620724057773 47.271418827238)","47750","1113995","713856",,"4","4.18","No Eel Grass"
"POINT (-122.650255387938 47.275611076491)","18541","1106708","715583",,"13","13.47","No Eel Grass"
"POINT (-122.708243939059 47.344214452613)","76665","1093019","740994",,"8","8.1","No Eel Grass"
"POINT (-122.627400159071 47.381394408325)","55516","1113420","754000",,"7","7.11","No Eel Grass"
"POINT (-122.695380634223 47.133010308666)","67540","1094063","663900",,"14","14.21","No Eel Grass"
"POINT (-122.573900668757 47.328135016582)","62122","1126159","734227",,"2","2.01","No Eel Grass"
"POINT (-122.615834651432 47.222313298216)","16204","1114728","695919","Eel","13","13.17","Eel Grass"
"POINT (-122.609421486443 47.218212117598)","28512","1116281","694381",,"13","13.17","No Eel Grass"
"POINT (-122.729531746063 47.339907254034)","38976","1087699","739572",,"8","8.17","No Eel Grass"
"POINT (-122.686938979248 47.288152450286)","86873","1097732","720406",,"6","6.04","No Eel Grass"
"POINT (-122.572174541024 47.259780122571)","29053","1125932","709292",,"3","3.08","No Eel Grass"
"POINT (-122.667464371803 47.277838375396)","91068","1102460","716512",,"13","13.03","No Eel Grass"
"POINT (-122.730923074428 47.317884267189)","3428","1087127","731552",,"8","8.22","No Eel Grass"
"POINT (-122.650959737725 47.270762700372)","17603","1106485","713820",,"13","13.45","No Eel Grass"
"POINT (-122.718745284454 47.340849084351)","71367","1090382","739840",,"8","8.1","No Eel Grass"
"POINT (-122.610918043288 47.218700456029)","28704","1115914","694569",,"13","13.17","No Eel Grass"
"POINT (-122.680811437224 47.283476468424)","90307","1099205","718659",,"5","5.09","No Eel Grass"
"POINT (-122.573934632593 47.327344561952)","92592","1126143","733939",,"2","2.01","No Eel Grass"
"POINT (-122.684115740995 47.140366092085)","36787","1096940","666504",,"14","14.04","No Eel Grass"
"POINT (-122.549113455395 47.387132776592)","43545","1132863","755579",,"1","1.03","No Eel Grass"
"POINT (-122.566450154247 47.263658930168)","29756","1127390","710669",,"3","3.08","No Eel Grass"
"POINT (-122.684682369801 47.290644215871)","70349","1098317","721299",,"6","6.06","No Eel Grass"
"POINT (-122.63676099536 47.379601675621)","67993","1111084","753409",,"7","7.2","No Eel Grass"
"POINT (-122.716265562216 47.1307821437)","66112","1088844","663233",,"14","14.28","No Eel Grass"
"POINT (-122.573742528019 47.327383649679)","92819","1126191","733952",,"2","2.01","No Eel Grass"
"POINT (-122.694912148638 47.141922447735)","23137","1094270","667146",,"14","14.11","No Eel Grass"
"POINT (-122.720627012408 47.340494932843)","72976","1089912","739724",,"8","8.1","No Eel Grass"
"POINT (-122.708170388148 47.144283820829)","22655","1090996","668099",,"14","14.15","No Eel Grass"
"POINT (-122.574489511512 47.258178147663)","30377","1125342","708723",,"3","3.08","No Eel Grass"
"POINT (-122.798715828865 47.358392305857)","6304","1070749","746804",,"12","12.21","No Eel Grass"
"POINT (-122.655106978353 47.37204144395)","106192","1106465","750776","Eel","8","8.01","Eel Grass"
"POINT (-122.70949671598 47.344064439733)","76571","1092707","740948",,"8","8.1","No Eel Grass"
"POINT (-122.728059598543 47.333320237325)","38298","1087996","737160",,"8","8.18","No Eel Grass"
"POINT (-122.636402868514 47.379430002169)","53956","1111171","753344","Eel","7","7.2","Eel Grass"
"POINT (-122.647737839934 47.268288256854)","2377","1107260","712896",,"13","13.41","No Eel Grass"
"POINT (-122.628427757844 47.236037181877)","11786","1111735","701007",,"13","13.15","No Eel Grass"
"POINT (-122.687178071152 47.295501039145)","12559","1097747","723087",,"6","6.04","No Eel Grass"
"POINT (-122.660380529082 47.33632831691)","52962","1104802","737790","Eel","6","6.27","Eel Grass"
"POINT (-122.667263251004 47.345905985125)","48219","1103192","741329",,"7","7.01","No Eel Grass"
"POINT (-122.627268734309 47.381643642692)","55553","1113455","754090",,"7","7.11","No Eel Grass"
"POINT (-122.664653288476 47.278785032557)","91442","1103167","716838",,"13","13.03","No Eel Grass"
"POINT (-122.793847062546 47.359689950151)","6934","1071969","747242",,"12","12.2","No Eel Grass"
"POINT (-122.638283743076 47.379716251217)","53820","1110708","753461",,"7","7.2","No Eel Grass"
"POINT (-122.78858479487 47.36085252534)","20186","1073285","747628",,"12","12.11","No Eel Grass"
"POINT (-122.658142702299 47.371735471913)","100715","1105710","750685",,"8","8.02","No Eel Grass"
"POINT (-122.625221531663 47.274586436092)","61011","1112910","715041",,"5","5.01","No Eel Grass"
"POINT (-122.616497055002 47.222981371883)","16134","1114570","696167","Eel","13","13.17","Eel Grass"
"POINT (-122.610543825649 47.218704537659)","28666","1116007","694568",,"13","13.17","No Eel Grass"
"POINT (-122.696141184825 47.282432726131)","27528","1095391","718384",,"6","6.01","No Eel Grass"
"POINT (-122.707094506802 47.346090343854)","58427","1093323","741670",,"8","8.1","No Eel Grass"
"POINT (-122.723905885615 47.160735431817)","117786","1087251","674207",,"14","14.43","No Eel Grass"
"POINT (-122.614616550931 47.221334481085)","16327","1115021","695554",,"13","13.17","No Eel Grass"
"POINT (-122.696754199561 47.28401735217)","27682","1095255","718966",,"6","6.01","No Eel Grass"
"POINT (-122.697065200512 47.287576949376)","13919","1095214","720266",,"6","6.02","No Eel Grass"
"POINT (-122.624750461597 47.233778938312)","117712","1112626","700159",,"13","13.15","No Eel Grass"
"POINT (-122.573679938718 47.327538350157)","92983","1126208","734008",,"2","2.01","No Eel Grass"
"POINT (-122.731057706239 47.317242631163)","3492","1087087","731319",,"8","8.22","No Eel Grass"
"POINT (-122.633963509606 47.277154684981)","73455","1110766","716036",,"5","5.03","No Eel Grass"
"POINT (-122.73700812853 47.310995323606)","81420","1085547","729083",,"8","8.23","No Eel Grass"
"POINT (-122.685667812842 47.362825405936)","57807","1098802","747624",,"8","8.03","No Eel Grass"
"POINT (-122.719256689977 47.34072685379)","71334","1090254","739799","Eel","8","8.1","Eel Grass"
"POINT (-122.687620191072 47.14301520461)","25147","1096095","667494",,"14","14.05","No Eel Grass"
"POINT (-122.565244358921 47.264675991817)","30020","1127699","711032",,"3","3.08","No Eel Grass"
"POINT (-122.683559477151 47.324463057563)","120365","1098937","733622",,"6","6.31","No Eel Grass"
"POINT (-122.690272793817 47.308401684899)","105013","1097110","727812",,"6","6.08","No Eel Grass"
"POINT (-122.670127046705 47.368399227069)","68641","1102708","749550","Eel","8","8.02","Eel Grass"
"POINT (-122.683389015761 47.314729904993)","89101","1098881","730072",,"6","6.09","No Eel Grass"
"POINT (-122.791503021085 47.357734087691)","7738","1072529","746512",,"12","12.1","No Eel Grass"
"POINT (-122.683444605521 47.323623232169)","118778","1098957","733315",,"6","6.31","No Eel Grass"
"POINT (-122.713607631678 47.128699148529)","66526","1089484","662455",,"14","14.28","No Eel Grass"
"POINT (-122.689279068156 47.183684260334)","115239","1096094","682333",,"14","14.53","No Eel Grass"
"POINT (-122.627880141682 47.275983008578)","61802","1112264","715568",,"5","5.02","No Eel Grass"
"POINT (-122.748304000879 47.268291895476)","94730","1082302","713593",,"9","9.08","No Eel Grass"
"POINT (-122.630994600432 47.277387595116)","61974","1111505","716101","Eel","5","5.03","Eel Grass"
"POINT (-122.686555794203 47.312577592259)","89402","1098074","729309","Eel","6","6.08","Eel Grass"
"POINT (-122.794970851835 47.355205350453)","21135","1071643","745615",,"12","12.1","No Eel Grass"
"POINT (-122.650360987051 47.271709061224)","17998","1106643","714161",,"13","13.45","No Eel Grass"
"POINT (-122.707382622418 47.140074892483)","80286","1091149","666559",,"14","14.15","No Eel Grass"
"POINT (-122.699234056709 47.350718305975)","77823","1095318","743303",,"8","8.09","No Eel Grass"
"POINT (-122.70373056396 47.349168433066)","58828","1094188","742769","Eel","8","8.09","Eel Grass"
"POINT (-122.74811188191 47.268419047791)","94859","1082351","713638",,"9","9.08","No Eel Grass"
"POINT (-122.794826068034 47.354086446154)","21238","1071667","745206",,"12","12.1","No Eel Grass"
"POINT (-122.679813954445 47.325893860342)","95832","1099880","734118",,"6","6.11","No Eel Grass"
"POINT (-122.664950057771 47.284443082227)","75035","1103150","718903",,"5","5.07","No Eel Grass"
"POINT (-122.62233783924 47.272181897214)","61366","1113602","714145",,"4","4.18","No Eel Grass"
"POINT (-122.737291101413 47.310625084607)","4433","1085473","728950",,"8","8.24","No Eel Grass"
"POINT (-122.560403744597 47.34251317462)","42434","1129642","739382",,"1","1.13","No Eel Grass"
"POINT (-122.564578689256 47.265071818941)","64080","1127868","711172",,"3","3.08","No Eel Grass"
"POINT (-122.707415453151 47.127059442735)","65259","1091008","661814",,"14","14.28","No Eel Grass"
"POINT (-122.668754376136 47.344462942981)","48483","1102808","740813",,"6","6.3","No Eel Grass"
"POINT (-122.754490608638 47.257963085615)","99193","1080659","709871",,"9","9.13","No Eel Grass"
"POINT (-122.639238333688 47.245195965857)","111919","1109141","704419",,"13","13.12","No Eel Grass"
"POINT (-122.693507445058 47.292937711272)","13382","1096151","722196",,"6","6.02","No Eel Grass"
"POINT (-122.78895641398 47.360669663824)","20217","1073191","747564",,"12","12.11","No Eel Grass"
"POINT (-122.747440701279 47.295694908665)","82141","1082801","723578","Eel","8","8.26","Eel Grass"
"POINT (-122.6269827431 47.378305755599)","55160","1113493","752871","Eel","7","7.1","Eel Grass"
"POINT (-122.685558034921 47.285422112374)","69809","1098047","719401",,"6","6.06","No Eel Grass"
"POINT (-122.572950381549 47.259214978808)","64459","1125734","709091",,"3","3.08","No Eel Grass"
"POINT (-122.729407036687 47.319932038533)","96746","1087524","732288",,"8","8.21","No Eel Grass"
"POINT (-122.724987784583 47.337751001505)","72554","1088803","738754",,"8","8.11","No Eel Grass"
"POINT (-122.628567504067 47.380084029938)","55913","1113118","753530",,"7","7.11","No Eel Grass"
"POINT (-122.730159501946 47.337248519091)","39300","1087516","738607","Eel","8","8.17","Eel Grass"
"POINT (-122.639862139631 47.245790571504)","112134","1108992","704640",,"13","13.12","No Eel Grass"
"POINT (-122.72292303752 47.159723025625)","83835","1087485","673831",,"14","14.43","No Eel Grass"
"POINT (-122.574041449937 47.327394759878)","92577","1126117","733958",,"2","2.01","No Eel Grass"
"POINT (-122.755698648373 47.256990565606)","99650","1080349","709525",,"9","9.13","No Eel Grass"
"POINT (-122.565653188017 47.264306681362)","29915","1127594","710900",,"3","3.08","No Eel Grass"
"POINT (-122.753283054549 47.272578087246)","93441","1081111","715191","Eel","9","9.06","Eel Grass"
"POINT (-122.681011281653 47.326471985828)","50678","1099589","734337",,"6","6.31","No Eel Grass"
"POINT (-122.688037050513 47.143182854172)","25102","1095993","667558",,"14","14.05","No Eel Grass"
"POINT (-122.688350468915 47.183405612283)","115147","1096322","682225",,"14","14.53","No Eel Grass"
"POINT (-122.648495882617 47.267596764449)","2221","1107065","712649",,"13","13.41","No Eel Grass"
"POINT (-122.686519792497 47.359271411873)","31466","1098555","746334",,"8","8.03","No Eel Grass"
"POINT (-122.67106048649 47.367923762083)","56881","1102472","749383","Eel","8","8.02","Eel Grass"
"POINT (-122.60979487275 47.27057068078)","47250","1116699","713474",,"4","4.17","No Eel Grass"
"POINT (-122.72913119475 47.319312009863)","96680","1087586","732060",,"8","8.21","No Eel Grass"
"POINT (-122.682853125244 47.139761841044)","110866","1097248","666275",,"14","14.04","No Eel Grass"
"POINT (-122.686364908924 47.291078742469)","12045","1097904","721469",,"6","6.04","No Eel Grass"
"POINT (-122.612586326609 47.270034370011)","46870","1116001","713297",,"4","4.17","No Eel Grass"
"POINT (-122.748273794366 47.293832896726)","33758","1082575","722905",,"8","8.26","No Eel Grass"
"POINT (-122.677618483778 47.322687833746)","88476","1100392","732934",,"6","6.1","No Eel Grass"
"POINT (-122.694473796154 47.290544259814)","13585","1095887","721330",,"6","6.02","No Eel Grass"
"POINT (-122.627830195074 47.380632336047)","55421","1113306","753725",,"7","7.11","No Eel Grass"
