"county","countyfips","year","week","week_ending","initial_claims","change_from_prior_week","pcnt_change","location","geocoded_column","reporting_week"
"PACIFIC COUNTY","49","2020","Week 05","02/02/20 - 02/08/20","22","3","0.157894736842105","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-02-02T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 49","12/06/20 - 12/12/20","1","-1","-0.5","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-12-06T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 44","11/01/20 - 11/07/20","1510","485","0.473170731707317","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-11-01T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 46","11/15/20 - 11/21/20","448","191","0.743190661478599","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-11-15T00:00:00.000"
"BENTON COUNTY","5","2020","Week 01","01/05/20 - 01/11/20","312","-38","-0.108571428571429","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-01-05T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 19","05/10/20 - 05/16/20","8762","1808","0.259994247914869","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-05-10T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 50","12/13/20 - 12/19/20","27","-19","-0.41304347826087","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-12-13T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 46","11/15/20 - 11/21/20","445","147","0.493288590604027","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-11-15T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 22","05/31/20 - 06/06/20","102","-6","-0.0555555555555556","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-05-31T00:00:00.000"
"GRANT COUNTY","25","2020","Week 32","08/09/20 - 08/15/20","264","13","0.0517928286852589","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-08-09T00:00:00.000"
"BENTON COUNTY","5","2020","Week 52","12/27/20 - 01/02/21","1005","454","0.823956442831216","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-12-27T00:00:00.000"
"LEWIS COUNTY","41","2020","Week 06","02/09/20 - 02/15/20","100","-4","-0.0384615384615384","Point(46.580071, -122.377444)","POINT (-122.377444 46.580071)","2020-02-09T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 25","06/21/20 - 06/27/20","1033","93","0.098936170212766","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-06-21T00:00:00.000"
"BENTON COUNTY","5","2020","Week 28","07/12/20 - 07/18/20","615","-319","-0.341541755888651","Point(46.22812, -119.516666)","POINT (-119.516666 46.22812)","2020-07-12T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 21","05/24/20 - 05/30/20","108","-100","-0.480769230769231","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-05-24T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 46","11/15/20 - 11/21/20","160","79","0.975308641975309","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-11-15T00:00:00.000"
"FERRY COUNTY","19","2020","Week 36","09/06/20 - 09/12/20","8","-6","-0.428571428571429","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-09-06T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 07","02/16/20 - 02/22/20","26","-1","-0.0370370370370371","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-02-16T00:00:00.000"
"FERRY COUNTY","19","2020","Week 43","10/25/20 - 10/31/29","12","5","0.714285714285714","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-10-25T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 32","08/09/20 - 08/15/20","26","0","0","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-08-09T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 47","11/22/20 - 11/28/20","315","-130","-0.292134831460674","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-11-22T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 39","09/27/20 - 10/03/20","17","2","0.133333333333333","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-09-27T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 45","11/08/20 - 11/14/20","890","-229","-0.204647006255585","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-11-08T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 09","03/01/20 - 03/07/20","46","-7","-0.132075471698113","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-03-01T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 29","07/19/20 - 07/25/20","58","-1","-0.0169491525423728","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-07-19T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 39","09/27/20 - 10/03/20","6","-4","-0.4","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-09-27T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 12","03/22/20 - 03/28/20","1889","416","0.282416836388323","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-03-22T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 36","09/06/20 - 09/12/20","626","-49","-0.0725925925925925","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-09-06T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 33","08/16/20 - 08/22/20","46","6","0.15","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-08-16T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 09","03/01/20 - 03/07/20","26","-15","-0.365853658536585","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-03-01T00:00:00.000"
"GRAYS HARBOR COUNTY","27","2020","Week 05","02/02/20 - 02/08/20","93","6","0.0689655172413792","Point(47.113999, -123.826655)","POINT (-123.826655 47.113999)","2020-02-02T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 25","06/21/20 - 06/27/20","29","6","0.260869565217391","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-06-21T00:00:00.000"
"ADAMS COUNTY","1","2020","Week 22","05/31/20 - 06/06/20","51","9","0.214285714285714","Point(47.011238, -118.512861)","POINT (-118.512861 47.011238)","2020-05-31T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 20","05/17/20 - 05/23/20","1692","-2121","1.25354609929078","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-05-17T00:00:00.000"
"DOUGLAS COUNTY","17","2020","Week 42","10/18/20 - 10/24/20","85","-7","-0.0760869565217391","Point(47.741763, -119.694622)","POINT (-119.694622 47.741763)","2020-10-18T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 26","06/28/20 - 07/04/20","25","3","0.136363636363636","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-06-28T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 15","04/12/20 - 04/18/20","292","-148","-0.336363636363636","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-04-12T00:00:00.000"
"GRANT COUNTY","25","2020","Week 38","09/20/20 - 09/26/20","201","-23","-0.102678571428571","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-09-20T00:00:00.000"
"KITTITAS COUNTY","37","2020","Week 25","06/21/20 - 06/27/20","189","8","0.0441988950276244","Point(47.124444, -120.676714)","POINT (-120.676714 47.124444)","2020-06-21T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 22","05/31/20 - 06/06/20","784","-140","-0.151515151515151","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-05-31T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 35","08/30/20 - 09/05/20","1","0","0","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-08-30T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 10","03/08/20 - 03/14/20","11","-1","-0.0833333333333334","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-03-08T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 14","04/05/20 - 04/11/20","4239","-1856","-0.304511894995898","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-04-05T00:00:00.000"
"GRANT COUNTY","25","2020","Week 26","06/28/20 - 07/04/20","277","-77","-0.217514124293785","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-06-28T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 04","01/26/20 - 02/01/20","68","-20","-0.227272727272727","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-01-26T00:00:00.000"
"WHATCOM COUNTY","73","2020","Week 23","06/07/20 - 06/13/20","955","154","0.192259675405743","Point(48.842653, -121.836432)","POINT (-121.836432 48.842653)","2020-06-07T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 11","03/15/20 - 03/21/20","3606","3347","12.9227799227799","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-03-15T00:00:00.000"
"OKANOGAN COUNTY","47","2020","Week 39","09/27/20 - 10/03/20","58","4","0.0740740740740742","Point(48.551386, -119.685877)","POINT (-119.685877 48.551386)","2020-09-27T00:00:00.000"
"KITSAP COUNTY","35","2020","Week 28","07/12/20 - 07/18/20","826","-313","-0.274802458296752","Point(47.639687, -122.649636)","POINT (-122.649636 47.639687)","2020-07-12T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 22","05/31/20 - 06/06/20","95","-15","-0.136363636363636","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-05-31T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 33","08/16/20 - 08/22/20","78","-4","-0.0487804878048781","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-08-16T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 32","08/09/20 - 08/15/20","159","-21","-0.116666666666667","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-08-09T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 37","09/13/20 - 09/19/20","15","1","0.0714285714285714","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-09-13T00:00:00.000"
"COWLITZ COUNTY","15","2020","Week 01","01/05/20 - 01/11/20","168","10","0.0632911392405062","Point(46.185923, -122.658682)","POINT (-122.658682 46.185923)","2020-01-05T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 36","09/06/20 - 09/12/20","593","-13","-0.0214521452145214","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-09-06T00:00:00.000"
"KING COUNTY","33","2020","Week 34","08/23/20 - 08/29/20","4763","-10","-0.00209511837418819","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-08-23T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 30","07/26/20 - 08/01/20","2889","-310","-0.0969052829009065","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-07-26T00:00:00.000"
"KING COUNTY","33","2020","Week 08","02/23/20 - 02/29/20","1400","43","0.0316875460574797","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-02-23T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 29","07/19/20 - 07/25/20","33","-3","-0.0833333333333334","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-07-19T00:00:00.000"
"FERRY COUNTY","19","2020","Week 29","07/19/20 - 07/25/20","13","3","0.3","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-07-19T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 20","05/17/20 - 05/23/20","5675","-9353","1.64810572687225","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-05-17T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 04","01/26/20 - 02/01/20","1","0","0","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-01-26T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 45","11/08/20 - 11/14/20","23","-11","-0.323529411764706","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-11-08T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 23","06/07/20 - 06/13/20","176","-61","-0.257383966244726","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-06-07T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 10","03/08/20 - 03/14/20","195","117","1.5","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-03-08T00:00:00.000"
"MASON COUNTY","45","2020","Week 42","10/18/20 - 10/24/20","98","-33","-0.251908396946565","Point(47.354126, -123.17385)","POINT (-123.17385 47.354126)","2020-10-18T00:00:00.000"
"GRANT COUNTY","25","2020","Week 01","01/05/20 - 01/11/20","236","88","0.594594594594595","Point(47.213633, -119.467788)","POINT (-119.467788 47.213633)","2020-01-05T00:00:00.000"
"SKAMANIA COUNTY","59","2020","Week 28","07/12/20 - 07/18/20","36","-18","-0.333333333333333","Point(46.024782, -121.953227)","POINT (-121.953227 46.024782)","2020-07-12T00:00:00.000"
"FERRY COUNTY","19","2020","Week 33","08/16/20 - 08/22/20","15","1","0.0714285714285714","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-08-16T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 08","02/23/20 - 02/29/20","0","-1","-1","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-02-23T00:00:00.000"
"SKAGIT COUNTY","57","2020","Week 14","04/05/20 - 04/11/20","2731","-499","-0.154489164086687","Point(48.493292, -121.81577)","POINT (-121.81577 48.493292)","2020-04-05T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 20","05/17/20 - 05/23/20","484","-849","1.75413223140496","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-05-17T00:00:00.000"
"THURSTON COUNTY","67","2020","Week 37","09/13/20 - 09/19/20","637","11","0.0175718849840256","Point(46.935822, -122.830152)","POINT (-122.830152 46.935822)","2020-09-13T00:00:00.000"
"FERRY COUNTY","19","2020","Week 07","02/16/20 - 02/22/20","13","8","1.6","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-02-16T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 42","10/18/20 - 10/24/20","73","-5","-0.0641025641025641","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-10-18T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 39","09/27/20 - 10/03/20","18","4","0.285714285714286","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-09-27T00:00:00.000"
"JEFFERSON COUNTY","31","2020","Week 23","06/07/20 - 06/13/20","66","-29","-0.305263157894737","Point(47.805346, -123.527136)","POINT (-123.527136 47.805346)","2020-06-07T00:00:00.000"
"YAKIMA COUNTY","77","2020","Week 08","02/23/20 - 02/29/20","353","-1","-0.00282485875706218","Point(46.456558, -120.740145)","POINT (-120.740145 46.456558)","2020-02-23T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 41","10/11/20 - 10/17/20","19","-13","-0.40625","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-10-11T00:00:00.000"
"CHELAN COUNTY","7","2020","Week 09","03/01/20 - 03/07/20","89","17","0.236111111111111","Point(47.860974, -120.619041)","POINT (-120.619041 47.860974)","2020-03-01T00:00:00.000"
"LINCOLN COUNTY","43","2020","Week 09","03/01/20 - 03/07/20","8","0","0","Point(47.582743, -118.417692)","POINT (-118.417692 47.582743)","2020-03-01T00:00:00.000"
"FERRY COUNTY","19","2020","Week 02","01/12/20 - 01/18/20","7","-8","-0.533333333333333","Point(48.473256, -118.533589)","POINT (-118.533589 48.473256)","2020-01-12T00:00:00.000"
"GARFIELD COUNTY","23","2020","Week 24","06/14/20 - 06/20/20","1","-3","-0.75","Point(46.429478, -117.536711)","POINT (-117.536711 46.429478)","2020-06-14T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 21","05/24/20 - 05/30/20","348","-153","-0.305389221556886","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-05-24T00:00:00.000"
"CLARK COUNTY","11","2020","Week 31","08/02/20 - 08/08/20","924","-223","-0.194420226678291","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-08-02T00:00:00.000"
"FRANKLIN COUNTY","21","2020","Week 48","11/29/20 - 12/05/20","395","80","0.253968253968254","Point(46.53458, -118.906944)","POINT (-118.906944 46.53458)","2020-11-29T00:00:00.000"
"ASOTIN COUNTY","3","2020","Week 14","04/05/20 - 04/11/20","131","-65","-0.331632653061224","Point(46.181861, -117.227781)","POINT (-117.227781 46.181861)","2020-04-05T00:00:00.000"
"STEVENS COUNTY","65","2020","Week 52","12/27/20 - 01/02/21","190","62","0.484375","Point(48.388727, -117.854454)","POINT (-117.854454 48.388727)","2020-12-27T00:00:00.000"
"WAHKIAKUM COUNTY","69","2020","Week 52","12/27/20 - 01/02/21","11","2","0.222222222222222","Point(46.294638, -123.424458)","POINT (-123.424458 46.294638)","2020-12-27T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 20","05/17/20 - 05/23/20","47","-89","1.8936170212766","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-05-17T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 49","12/06/20 - 12/12/20","1491","-368","-0.197955890263583","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-12-06T00:00:00.000"
"SPOKANE COUNTY","63","2020","Week 08","02/23/20 - 02/29/20","442","-35","-0.0733752620545073","Point(47.620375, -117.403371)","POINT (-117.403371 47.620375)","2020-02-23T00:00:00.000"
"SNOHOMISH COUNTY","61","2020","Week 46","11/15/20 - 11/21/20","3021","1373","0.833131067961165","Point(48.054913, -121.766412)","POINT (-121.766412 48.054913)","2020-11-15T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 13","03/29/20 - 04/04/20","443","-22","-0.0473118279569893","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-03-29T00:00:00.000"
"KING COUNTY","33","2020","Week 03","01/19/20 - 01/25/20","1616","-110","-0.063731170336037","Point(47.490599, -121.833996)","POINT (-121.833996 47.490599)","2020-01-19T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 51","12/20/20 - 12/26/20","8","-3","-0.272727272727273","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-12-20T00:00:00.000"
"WHITMAN COUNTY","75","2020","Week 31","08/02/20 - 08/08/20","50","-14","-0.21875","Point(46.905944, -117.53539)","POINT (-117.53539 46.905944)","2020-08-02T00:00:00.000"
"CLARK COUNTY","11","2020","Week 48","11/29/20 - 12/05/20","1143","69","0.0642458100558658","Point(45.771674, -122.485903)","POINT (-122.485903 45.771674)","2020-11-29T00:00:00.000"
"CLALLAM COUNTY","9","2020","Week 33","08/16/20 - 08/22/20","173","31","0.21830985915493","Point(48.110903, -123.88986)","POINT (-123.88986 48.110903)","2020-08-16T00:00:00.000"
"COLUMBIA COUNTY","13","2020","Week 45","11/08/20 - 11/14/20","5","-16","-0.761904761904762","Point(46.29285, -117.911634)","POINT (-117.911634 46.29285)","2020-11-08T00:00:00.000"
"PEND OREILLE COUNTY","51","2020","Week 51","12/20/20 - 12/26/20","32","1","0.032258064516129","Point(48.543825, -117.232191)","POINT (-117.232191 48.543825)","2020-12-20T00:00:00.000"
"ISLAND COUNTY","29","2020","Week 19","05/10/20 - 05/16/20","1037","282","0.373509933774834","Point(48.158554, -122.670649)","POINT (-122.670649 48.158554)","2020-05-10T00:00:00.000"
"WALLA WALLA COUNTY","71","2020","Week 12","03/22/20 - 03/28/20","904","178","0.245179063360881","Point(46.254606, -118.480374)","POINT (-118.480374 46.254606)","2020-03-22T00:00:00.000"
"SAN JUAN COUNTY","55","2020","Week 38","09/20/20 - 09/26/20","31","-4","-0.114285714285714","Point(48.50719, -123.103769)","POINT (-123.103769 48.50719)","2020-09-20T00:00:00.000"
"PACIFIC COUNTY","49","2020","Week 48","11/29/20 - 12/05/20","84","-1","-0.0117647058823529","Point(46.556587, -123.782419)","POINT (-123.782419 46.556587)","2020-11-29T00:00:00.000"
"PIERCE COUNTY","53","2020","Week 35","08/30/20 - 09/05/20","2509","66","0.0270159639787146","Point(47.051415, -122.153242)","POINT (-122.153242 47.051415)","2020-08-30T00:00:00.000"
