"as_of_date","fiscal_year","project_name","procurement_category","wb_contract_number","contract_description","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Consultant Services","1687757","CONTRATA&#199;&#195;O DE CONSULTORIA ESPECIALIZADA PARA DIAGN&#211;STICO DA ESTRUTURA DA &#193;REA DE COMPRAS E FLUXO DOS PROCESSOS LICITAT&#211;RIO E CONTRATOS DO ESTADO DO PIAU&#205;.","2018-08-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","51744.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1696948","Aquisi&#231;&#227;o de caixa de som e tela de proje&#231;&#227;o para uso nas atividades de promo&#231;&#227;o &#224; educa&#231;&#227;o ambiental, aliadas &#224;s pr&#225;ticas de produ&#231;&#227;o de mudas e manejo do solo para horticulturA.","2018-12-12T00:00:00.000","MAGAZINE LUIZA SA","Federative Republic of Brazil","177.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1600513","LOTE 01 - EXECU&#199;&#195;O DE SERVI&#199;OS DE OBRA DE ENGENHARIA NECESS&#193;RIOS A CONSTRU&#199;&#195;O DA CENTRAL DO CIDAD&#195;O DE S&#195;O MIGUEL-RN","2018-10-30T00:00:00.000","A&C CONSTRUÇÕES E SERVIÇOS LTDA EIRELI","Federative Republic of Brazil","430112.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576206","Aquisi&#231;&#227;o de sacolas de mudas para constru&#231;&#227;o de um viveiro para produ&#231;&#227;o de 10.000 (dez mil) mudas/ano.","2018-10-01T00:00:00.000","HILTON GANDRA DE ARRUDA E FILHOS LTDA","Federative Republic of Brazil","327.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600532","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Itirapu&#227;.","2018-07-24T00:00:00.000","JARBAS IVANI EIRELI ME","Federative Republic of Brazil","52022.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Goods","1687813","Licen&#231;as de softwares para implanta&#231;&#227;o do Observat&#243;rio da Despesa P&#250;blica do Estado do Piau&#237;. Sistema operacional, ferramenta de BI, ferramenta de minera&#231;&#227;o de dados.","2018-08-08T00:00:00.000","INTELIGENCIA DE NEGOCIOS, SISTEMAS E INFORMATICA LTDA","Federative Republic of Brazil","15344.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576258","LOTE 4 - Frutuoso Gomes/RN, Escola Estadual Frutuoso Gomes","2018-10-15T00:00:00.000","HASTE HABITAÇÃO E SERVIÇOS TÉCNICOS LTDA","Federative Republic of Brazil","787720.0"
"2022-09-12T00:00:00.000","2019","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Consultant Services","1622272","Consultoria para atualizar e qualificar a an&#225;lise econ&#244;mica - financeira do Projeto Bahia Produtiva","2018-11-26T00:00:00.000","Individual Consultant","Federative Republic of Brazil","8061.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1600637","Contrata&#231;&#227;o de indigenista.","2019-06-11T00:00:00.000","FELIPE KOMETANI MELO","Federative Republic of Brazil","3765.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576251","Reforma e Ampliac&#807;a&#771;o de Escola Estadual Tenente Jose&#769; Correia de Assu/RN (Lote I).","2018-09-17T00:00:00.000","EJF EMPREENDIMENTOS LTDA","Federative Republic of Brazil","566943.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1576261","Presta&#231;&#227;o de servi&#231;os de consultoria individual especializado em TI para auxiliar no acompanhamento e certifica&#231;&#227;o do desenvolvimento do sistema de compras de subprojetos","2018-08-23T00:00:00.000","Individual Consultant","Federative Republic of Brazil","10599.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1622455","Contrata&#231;&#227;o de servi&#231;o de apoio operacional","2018-11-01T00:00:00.000","FABIO HENRIQUE COSMIN","Federative Republic of Brazil","4255.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622451","CONTRATO N.o 148/2018.
CONTRATA&#199;&#195;O DlRETA PARA
ORGANIZA&#199;&#195;O DE ESTANDE DE 100M2
COM MONTAGEM ESPECIAL PARA O
EVENTO 46&#176; ABAV EXPO
INTERNACIONAL DE TURISMO,","2018-09-28T00:00:00.000","ASSOCIAÇÃO BRASILEIRA DE AGÊNCIAS DE VIAGENS - ABAV NACIONAL","Federative Republic of Brazil","38140.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576260","LOTE 10 - Upanema, Escola Estadual Alfredo Simonetti","2018-09-17T00:00:00.000","L&L ENGENHARIA LTDA","Federative Republic of Brazil","557318.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622466","CONTRATA&#199;&#195;O DIETA PARA LOCA&#199;&#195;O
DE ESPA&#199;O E ORGANIZA&#199;&#195;O DE ESTANDE
PARA PARTICIPA&#199;&#195;O DA SECRETARIA DE
ESTADO DO TURISMO DO RIO GRANDE DO
NORTE NA 22&#183; EDI&#199;&#195;O DA FEIRA AVIRRP","2018-07-27T00:00:00.000","ASSOCIAÇÃO DAS AGÊNCIAS DE VIAGEM DE RIBEIRÃO PRETO E REGIÃO - AVIRRP","Federative Republic of Brazil","11604.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600209","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Monte Azul Paulista.","2018-07-12T00:00:00.000","PEDRO MARCOLINO DE SOUZA SOBRINHO ME","Federative Republic of Brazil","27737.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1622516","Aquisi&#231;&#227;o de itens perif&#233;ricos e acess&#243;rios de inform&#225;tica","2019-06-25T00:00:00.000","B2W COMPANHIA DIGITAL","Federative Republic of Brazil","788.0"
"2022-09-12T00:00:00.000","2019","Second Bolsa Fam&#237;lia","Non-consulting Services","1576263","Contrata&#231;&#227;o de empresa para produzir certificados (e embalagens) a serem concedidos aos Estados e aos Munic&#237;pios brasileiros que aderirem &#224; Estrat&#233;gia Brasil Amigo da Pessoa Idosa","2018-11-05T00:00:00.000","DISPLAYS BRASIL LTDA (SUL ACRILICOS)","Federative Republic of Brazil","13816.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Civil Works","1576259","LOTE 5 - Natal/RN, Escola Estadual Senador Dinarte Mariz","2018-09-17T00:00:00.000","EJF EMPREENDIMENTOS LTDA","Federative Republic of Brazil","724478.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600745","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura e Escrit&#243;rio de Desenvolvimento Rural do Munic&#237;pio de Jaboticabal.","2018-08-09T00:00:00.000","A.G.E. CONSTRUÇÕES EIRELI ME","Federative Republic of Brazil","48753.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622583","CONTRATO N. 127/2018.
CONTRATA&#199;&#195;O DIRETA PARA
LOCA&#199;&#195;O E MONTAGEM DE ESTANDE
COM 18M2 COMPLETO PARA
PARTICIPA&#199;&#195;O NO 8&#176; FESTIVAL DO
TURISMO DE JO&#195;O PESSOA - PB,","2018-08-22T00:00:00.000","CLAUDIO JOSE DA SILVA JUNIOR - EPP","Federative Republic of Brazil","5586.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1622124","CONTRATA&#199;&#195;O DE APOIO OPERACIONAL","2018-07-27T00:00:00.000","NADJARRINY WINCK LUCIO","Federative Republic of Brazil","3023.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576107","Materiais e ferramentas para utiliza&#231;&#227;o em sistemas produtivos agroecol&#243;gicos, hortas e agroquintais com SAF's (Sistemas Agroflorestais) para a comunidade Santa Cantidia - Pedreiras/MA.","2018-12-17T00:00:00.000","G. DE LIMA FREITAS COMÉRCIO","Federative Republic of Brazil","3336.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1576284","Aquisi&#231;&#227;o de Kits de assist&#234;ncia ao parto para parteiras tradicionais. (Trata-se de novos itens fracassados e/ou desertos do Preg&#227;o Eletr&#244;nico n&#186; 259/2016","2018-08-03T00:00:00.000","ELLEN MOALLEM & CIA LTDA - ME","Federative Republic of Brazil","281.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1576283","Aquisi&#231;&#227;o de Kits de assist&#234;ncia ao parto para parteiras tradicionais. (Trata-se de novos itens fracassados e/ou desertos do Preg&#227;o Eletr&#244;nico n&#186; 259/2016","2018-08-03T00:00:00.000","G GAMA LTDA EPP","Federative Republic of Brazil","819.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622664","CONTRATA&#199;&#195;O DE EMPRESA PARA MONTAGEM ESPECIAL E ORGANIZA&#199;&#195;O DE ESTANDE PARA PARTICIPA&#199;&#195;O HIPER FEIR&#195;o DE VIAGENS FLYTOUR 2018","2018-08-22T00:00:00.000","FLYTOUR EVENTOS E TURISMO LTDA","Federative Republic of Brazil","17416.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622576","CONTRATA&#199;&#195;O DIRETA PARA LOCA&#199;&#195;O E ORGANIZA&#199;&#195;O DE ESTANDE DE 36M2 PARA PARTICIPA&#199;&#195;O NO EVENTO II MOSTRA DE TURISMO REGIONAL EM MOSSOR&#211;/RN,","2018-09-13T00:00:00.000","ACIM - ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MOSSORÓ","Federative Republic of Brazil","9766.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576329","Aquisi&#231;&#227;o de embalagens de papel&#227;o","2018-12-18T00:00:00.000","VENEZA CELULOSE INDUSTRIA E COMERCIO DE EMBALAGENS LTDA ME","Federative Republic of Brazil","1148.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1599950","Contrata&#231;&#227;o de empresa especializada para a presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Artur Nogueira.","2018-07-18T00:00:00.000","ENGETECH CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","51291.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1576279","Aquisi&#231;&#227;o de Kits de assist&#234;ncia ao parto para parteiras tradicionais. (Trata-se de novos itens fracassados e/ou desertos do Preg&#227;o Eletr&#244;nico n&#186; 259/2016","2018-08-03T00:00:00.000","COMÉRCIO DE MATERIAIS MÉDICOS HOSPITALARES MACROSUL LTDA","Federative Republic of Brazil","3831.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1622705","CONTRATA&#199;&#195;O DIRETA DE EMPRESA PARA LOCA&#199;&#195;O E MONTAGEM ESPECIAL DE STAND, PARA PARTICIPA&#199;&#195;O NA 30&#176; FESTURIS - FEIRA DE TURISMO DE GRAMADO","2018-09-28T00:00:00.000","ROSSI & ZORZANELLO LTDA - EPP","Federative Republic of Brazil","9977.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576330","Aquisi&#231;&#227;o de arquivo de a&#231;o.","2018-12-20T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","173.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1599827","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura do Munic&#237;pio de Santa B&#225;rbara D'Oeste.","2018-07-17T00:00:00.000","ENGETECH CONSTRUÇÕES E COMÉRCIO LTDA","Federative Republic of Brazil","40269.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1575938","AQUISI&#199;&#195;O DE MOBILI&#193;RIO, PARA ATENDER AS DEMANDAS DA ESCOLA DE GASTRONOMIA","2018-07-04T00:00:00.000","CIDADE VERDE MÓVEIS E EQUIPAMENTOS EIRELI - ME","Federative Republic of Brazil","14435.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1575937","AQUISI&#199;&#195;O DE MOBILI&#193;RIO, PARA ATENDER AS DEMANDAS DA ESCOLA DE GASTRONOMIA","2018-07-04T00:00:00.000","STAR COMERCIO DE SUPRIMENTOS EIRELI - ME","Federative Republic of Brazil","3665.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","1576278","Aquisi&#231;&#227;o de Kits de assist&#234;ncia ao parto para parteiras tradicionais. (Trata-se de novos itens fracassados e/ou desertos do Preg&#227;o Eletr&#244;nico n&#186; 259/2016","2018-08-03T00:00:00.000","CCK COMERCIAL EIRELI","Federative Republic of Brazil","3966.0"
"2022-09-12T00:00:00.000","2019","BR Municipal APL: Teresina Enhancing Municipal Governance and Quality of Life Project","Consultant Services","1622847","Contrata&#231;&#227;o de Empresa de Consultoria Especializada para Elabora&#231;&#227;o do Manual Operacional do Programa de Desenvolvimento Integrado de Teresina - Teresina Sustent&#225;vel","2018-07-24T00:00:00.000","V & F CONSULTORIA DE ENGENHARIA E ADMINISTRAÇÃO","Federative Republic of Brazil","18803.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1600202","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o da rede el&#233;trica e outros do pr&#233;dio do Escritorio de Desenvolvimento Rural de Dracena.","2018-07-17T00:00:00.000","PEDRO MARCOLINO DE SOUZA SOBRINHO ME","Federative Republic of Brazil","26840.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Consultant Services","1601191","sistematiza&#231;&#227;o de conte&#250;do sobre o tema Sustentabilidade na Agropecu&#225;ria Brasileira e das a&#231;&#245;es realizadas pelo Sistema CNA/Senar","2019-04-22T00:00:00.000","Individual Consultant","Federative Republic of Brazil","16521.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1576343","Contrata&#231;&#227;o de empresa para montagem e organiza&#231;&#227;o de estande para o evento VAKANTIEBEURS, de 09 a 13 de janeiro de 2019, em Utrecht na Holanda","2018-12-21T00:00:00.000","BRADUTCH BRAZILIAN CHAMBER OF COMMERCE LN THE NETHERLANDS","Kingdom of the Netherlands","33017.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576339","Aquisi&#231;&#227;o de embalagens de vidro","2018-12-18T00:00:00.000","NAKAYAMA INDUSTRIA COMERCIO DE EMBALAGEM LTDA","Federative Republic of Brazil","1459.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Civil Works","1599519","Contrato 477-2018 - reforma da Biblioteca P&#250;blica de Tarauac&#225;, localizado na Rua Floriano Peixoto com Rua Cel. J. de Menezes, Centro, no munic&#237;pio de Tarauac&#225;/AC, para atender a FEM.","2019-01-31T00:00:00.000","RM CONSTRUÇÕES LTDA","Federative Republic of Brazil","174725.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Goods","1575919","CONTRATA&#199;&#195;O DE EMPRESA PARA A AQUISI&#199;&#195;O DE SUBSCRI&#199;&#195;O DE LICEN&#199;AS DO SOFTWARE AUTODESK ARCHITECTURE, ENGENEERING AND CONSTRUCTION COLLECTION COM INSTALA&#199;&#195;O, CONFIGURA&#199;&#195;O, TREINAMENTO E CUSTOMIZA&#199;&#195;O","2018-10-09T00:00:00.000","DESKGRAPHICS REALIZE TECNOLOGIA LTDA EPP","Federative Republic of Brazil","32689.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1621615","Aquisi&#231;&#227;o de calc&#225;rio dolom&#237;tico","2019-01-09T00:00:00.000","MARINA LACERDA FERREIRA PINHO COMERCIO ME","Federative Republic of Brazil","18.0"
"2022-09-12T00:00:00.000","2019","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","1601026","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio da Casa da Agricultura e do Escrit&#243;rio de Desenvolvimento Rural de Jaboticabal.","2018-07-23T00:00:00.000","ZIVIANI 7 CARREGARI COMÉRCIO E SERVIÇOS LTDA - ME","Federative Republic of Brazil","57196.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1666268","Aquisi&#231;&#227;o de equipamento port&#225;til de inform&#225;tica modelo &#8220;Tablet&#8221; e acess&#243;rios para utiliza&#231;&#227;o das entidades executoras dos subprojetos para acompanhamentos das metas f&#237;sicas dos subprojetos.","2018-07-05T00:00:00.000","MAGAZINE LUIZA S/A","Federative Republic of Brazil","5135.0"
"2022-09-12T00:00:00.000","2019","Piaui: Pillars of Growth and Social Inclusion Project","Goods","1659361","AQUISI&#199;&#195;O DE (02) DUAS UNIDADES M&#211;VEIS PARA CADASTRO E REGULARIZA&#199;&#195;O FINDI&#193;RIA, COM O OBJETIVO DE DINAMIZAR AS A&#199;&#213;ES DE CADASTRO DE TERRAS E REGULARIZA&#199;&#195;O FUNDI&#193;RIA, O FORTALECIMENTO DA GEST&#195;O...","2018-08-24T00:00:00.000","FTM VIATURAS E CARROCERIAS ESPECIAIS LTDA","Federative Republic of Brazil","130590.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Consultant Services","1710558","CONTRATA&#199;&#195;O DE CONSULTOR INDIVIDUAL PARA ELABORA&#199;&#195;O DE DIAGN&#211;STICO AMBIENTAL ABRANGENDO 07 ALDEIAS DA TERRA IND&#205;GENA S&#195;O MARCOS-MT (REGI&#195;O NAMUNKUR&#193;)- NAX","2019-02-11T00:00:00.000","Individual Consultant","Federative Republic of Brazil","5151.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1666458","Presta&#231;&#227;o de servi&#231;os de desenvolvimento de projeto gr&#225;fico, diagrama&#231;&#227;o, tratamento de imagens e finaliza&#231;&#227;o de arquivos para impress&#227;o de pe&#231;as gr&#225;ficas do projeto DGM/FIP/Brasil","2018-10-25T00:00:00.000","DIOGO MOTA DE OLIVEIRA","Federative Republic of Brazil","1433.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1623033","CONTRATO N. 066/2018.
CONTRATA&#199;&#195;O DE EMPRESA PARA
REALIZA&#199;&#195;O DE RODADAS DE
NEGOCIOS DENOMINADAS MEETING
BRASIL 2018","2018-07-11T00:00:00.000","J. PASQUINI ORGANIZAÇÃO E PROMOÇÃO DE EVENTOS EIRELLI-ME","Federative Republic of Brazil","17202.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1622732","CONTRATO DE PRESTA&#199;&#195;O DE SERVI&#199;OS DE CONSULTORIA INDIVIDUAL ESPECIALIZADA EM SEGURAN&#199;A DE BARRAGEM (&#193;REA DE GEOTECNIA)","2019-04-23T00:00:00.000","MANOEL DE SOUZA FREITAS JÚNIOR","Federative Republic of Brazil","7789.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576331","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA A REFORMA DO PAL&#193;CIO EUCLIDES DA CUNHA","2018-08-08T00:00:00.000","MR-NIT COMERCIAL E SERVIÇOS LTDA","Federative Republic of Brazil","193189.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576274","Contrata&#231;&#227;o para Execu&#231;&#227;o de Obras de Manuten&#231;&#227;o/Recupera&#231;&#227;o de Estradas Vicinais em Situa&#231;&#227;o de Emerg&#234;ncia Incluindo a Operacionaliza&#231;&#227;o de M&#225;quinas para a Execu&#231;&#227;o do Programa Estradas da Produ&#231;&#227;o","2018-07-13T00:00:00.000","CONSTRUMAX DE ITAOCARA CONSTRUCAO, REFORMA E PINTURA TECNICA LTDA. ME.","Federative Republic of Brazil","186446.0"
"2022-09-12T00:00:00.000","2019","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Consultant Services","1576138","Contrata&#231;&#227;o de consultoria individual para &#225;rea Ambiental para atuar no suporte e acompanhamento das salvaguardas ambientais dos Subprojetos no &#226;mbito do PROSER.","2018-09-14T00:00:00.000","Individual Consultant","Federative Republic of Brazil","56334.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1666464","Hospedagem, alimenta&#231;&#227;o (caf&#233; da manh&#227;, almo&#231;o/jantar, coffee break), loca&#231;&#227;o de sala e equipamentos e servi&#231;o de transfer aos participantes da &#8220;Oficina de Elabora&#231;&#227;o de Projetos - Brasilia""","2018-08-21T00:00:00.000","DANIELA BITTAR HOMSI EPP (BRASIL IMPERIAL HOTEL)","Federative Republic of Brazil","10103.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1666466","Aquisi&#231;&#227;o de materiais did&#225;ticos para as capacita&#231;&#245;es e eventos do plano de capacita&#231;&#245;es do projeto DGM/FIP/Brasil","2019-05-09T00:00:00.000","COMERCIAL FREDSON LTDA (GUTEMBERG)","Federative Republic of Brazil","1592.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Consultant Services","1601394","elabora&#231;&#227;o de diagn&#243;stico de &#225;reas de pastagens degradas e pastagens recuperadas do territ&#243;rio brasileiro","2019-05-08T00:00:00.000","Individual Consultant","Federative Republic of Brazil","37875.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Non-consulting Services","1666601","Servi&#231;o de Alimenta&#231;&#227;o para as atividades dos cursos de Agroind&#250;stria e Mudan&#231;as Clim&#225;ticas e a Pol&#237;tica de REDD+","2019-05-08T00:00:00.000","JOSE RONALDO DE JESUS OLIVEIRA","Federative Republic of Brazil","4853.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Non-consulting Services","1601395","organiza&#231;&#227;o e realiza&#231;&#227;o do evento &#8220;Reuni&#227;o Nacional do Plano ABC 2019","2019-05-20T00:00:00.000","ALAIDE APARECIDA REZENDE DE OLIVEIRA","Federative Republic of Brazil","96.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Consultant Services","1601385","elabora&#231;&#227;o de uma colet&#226;nea de coeficientes de emiss&#227;o e de mitiga&#231;&#227;o de Gases de Efeito Estufa em fun&#231;&#227;o das cadeias produtivas da pecu&#225;ria brasileira","2019-04-17T00:00:00.000","Individual Consultant","Federative Republic of Brazil","33140.0"
"2022-09-12T00:00:00.000","2019","BR DGM for Indigenous People and Traditional Communities","Goods","1576365","Aquisi&#231;&#227;o de ferramentas e materiais.","2018-11-06T00:00:00.000","SONIA SOARES CORREIA E CIA LTDA","Federative Republic of Brazil","3569.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","1623505","CONTRATO N.&#186; 246/2018.
CONTRATA&#199;&#195;O DIRETA PARA PRESTA&#199;&#195;O DE
SERVI&#199;OS PARA VEICULAR CAMPANHA DE
DIVULGA&#199;&#195;O TUR&#205;STICA POR MEIO DE
AN&#218;NCIOS NA REVISTA AZUL MAGAZINE
(REVISTA DE BORDO DA AZUL LINHAS A&#201;REA","2018-12-10T00:00:00.000","PI REPRESENTAÇÕES DE VEÍCULOS PUBLICITÁRIOS PROMOÇÕES E 2 MARKETING LTDA","Federative Republic of Brazil","29011.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Consultant Services","1601379","colet&#226;nea de coeficientes de emiss&#227;o e de mitiga&#231;&#227;o de Gases de Efeito Estufa em fun&#231;&#227;o em fun&#231;&#227;o dos sistemas produtivos da agricultura brasileira.","2019-04-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","33140.0"
"2022-09-12T00:00:00.000","2019","SUSTAINABLE PROD. IN AREAS PREVIOUSLY CONVERTED TO AGRICULTURAL USE","Consultant Services","1601525","cria&#231;&#227;o de metodologia de levantamento e sistematiza&#231;&#227;o de li&#231;&#245;es aprendidas em projetos. Projeto ABC Cerrado","2019-05-05T00:00:00.000","Individual Consultant","Federative Republic of Brazil","15718.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576354","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA A CONSTRU&#199;&#195;O DE GALP&#195;O OFICINA PARA M&#193;QUINAS NO MUNIC&#205;PIO DE ITALVA","2018-09-03T00:00:00.000","CONPLAN EMPREENDIMENTO E SERVIÇOS LTDA - ME","Federative Republic of Brazil","151233.0"
"2022-09-12T00:00:00.000","2019","Rio Grande do Norte: Regional Development and Governance","Consultant Services","1576389","PRESTA&#199;&#195;O DE SERVI&#199;OS DE CONSULTORIA INDIVIDUAL ESPECIALIZADA EM ENGENHARIA CIVIL, QUE ENTRE SI CELEBRAM, O GOVERNO DO ESTADO DO RIO GRANDE DO NORTE","2018-11-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","23781.0"
"2022-09-12T00:00:00.000","2019","Rio de Janeiro Sustainable Rural Development Project","Civil Works","1576391","CONTRATA&#199;&#195;O DE EMPRESA DE ENGENHARIA PARA EXECU&#199;&#195;O DE OBRAS NA REGI&#195;O M&#201;DIO NOROESTE - MUNIC&#205;PIO DE CAMBUCI - LOTE 01","2018-08-15T00:00:00.000","PRADO CONSTRUTORA E EMPREENDIMENTOS EIRELI","Federative Republic of Brazil","57954.0"
