"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","supplier","supplier_contract_amount_usd"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Goods","Request for Bids","Energy and Extractives","Lote 1 Boyeros Solares 1.295","FÁBRICA DE IMPLEMENTOS AGRÍCOLA SOCIEDAD ANÓNIMA INDUSTRIAL, COMERCIAL Y FINAN","958612.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Goods","Request for Quotations","Financial Sector;Industry, Trade and Services","Adquisici&#243;n de licencias perpetuas Doble Factor (VPN) FortiToken Mobile","NOVARED","6695.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 2: Santiago del Estero &#8211; Departamento Alberdi.","MEGA SRL","2159377.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CUE 8600815-00	393 ESCUELA INFANTIL	CHA&#209;AR POZO	FIGUEROA	REFACCIONES (SIN M&#178;)","AGUMA CONSTRUCCIONES SRL","40055.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Consultant Qualification  Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Dise&#241;o e implementaci&#243;n de Banco de Proyectos AMBA asociados a la Oferta de Financiamiento de Organismos Internacionales de Cr&#233;dito","HORWATH CONSULTING","107560.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Analista Datos BI","Individual Consultant","12350.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Goods","Request for Bids","Energy and Extractives","Lote 2: Neuqu&#233;n","MULTIRADIO SA","1073643.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","NIRO CONSTRUCCIONES S.A","NIRO CONSTRUCCIONES S.A.","5696856.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Health","Lote 8: Computadora Port&#225;til Est&#225;ndar (primer contrato)","DINATECH","1209.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Goods","Request for Bids","Information and Communications Technologies;Public Administration","""Contrataci&#243;n de la Actualizaci&#243;n Tecnol&#243;gica de Firewall para la Secretar&#237;a de Innovaci&#243;n P&#250;blica""","DATASTAR ARGENTINA S. A.","295000.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Health","Lote 7: Servidor con disco mec&#225;nico","MICROGLOBAL ARGENTINA","23042.0"
"2022","Argentina","Children and Youth Protection Project","Goods","Request for Bids","Social Protection","Kioscos de Atenci&#243;n al P&#250;blico","4 COMMERECE S.R.L.","550000.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","RICARDO CARO","7640.0"
"2022","Argentina","Integrated Habitat and Housing Project","Civil Works","Request for Bids","Financial Sector;Public Administration","LOTE 2 - TECSA S.A.","TECSA S.A","669801.0"
"2022","Argentina","Protecting Vulnerable People Against Noncommunicable Diseases Project","Goods","Request for Bids","Health","Lote 8: Computadora Port&#225;til Est&#225;ndar (segundo contrato)","DATAWISE SA","1135.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","SUPERVISOR DE OBRAS DE INFRAESCTRUCTURA","Individual Consultant","913.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO HEURTLEY JULIETA","Individual Consultant","1640.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Goods","Direct Selection","Information and Communications Technologies;Public Administration","&#8220;CONTRATACI&#211;N DEL SERVICIO DE MANTENIMIENTO CORRECTIVO DE UPS - EATON INDUSTRIES (ARGENTINA) S.A.""","EATON INDUSTRIES (ARGENTINA) S.A.","623844.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","ESPECIALISTA EN COMUNICACI&#211;N INSTITUCIONAL Y POL&#205;TICA","Individual Consultant","1603.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Goods","Direct Selection","Information and Communications Technologies;Public Administration","""CONTRATACI&#211;N DEL SERVICIO DE MANTENIMIENTO CORRECTIVO DE UPS - SCHNEIDER ELECTRIC ARGENTINA S.A.""","SCHNEIDER ELECTRIC ARGENTINA S.A.","1086966.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Herramienta Pala Forestal Tipo Usda","INFOREST SRL","405.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","NELSON ZERRIZUELA","73655.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Especialista en monitoreo de aves","Individual Consultant","11954.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Cascos y Antiparras de seguridad","INFOREST SRL","3276.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","M&#225;quina Combinada Carpinter&#237;a de 6 funciones de 3 Hp","ALFREDO ROBERTO NUÑEZ","3194.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Herramienta Tipo Mcleod para Combate de Incendios Forestales","INFOREST SRL","228.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Bids","Agriculture, Fishing and Forestry","Moticicletas tipo Enduro para el Parque Provincial Pampa del Indio","VEMERKIPER","20291.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Consultant Services","Individual Consultant Selection","Education","RESPONSABLE DE AQUISICIONES Y CONTRATACIONES PROMER II","Individual Consultant","2612.0"
"2022","Argentina","Forests and Community","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Ap&#237;cola Melisa","APÍCOLA MELISA","46165.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Machetes para Trabajo en Incendios Forestales","INFOREST SRL","880.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Goods","Request for Quotations","Information and Communications Technologies;Public Administration","&#8220;ADQUISICI&#211;N DE CONSOLAS DE AUDIO PARA PUNTOS DIGITALES&#8221;","DINATECH","354900.0"
"2022","Argentina","Access to Longer Term Finance for Micro, Small and Medium Enterprises Project","Consultant Services","Individual Consultant Selection","Financial Sector;Industry, Trade and Services","CONSULTOR PARA EL DISE&#209;O DE PLATAFORMA","Individual Consultant","9574.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Direct Selection","Education","IF-2021-48590309-APN-SSESYCME RIZOLO BURGOS","BELLAS ALAS EDITORIAL DE RIZOLO BURGOS JUAN VICTOR MAGUNA CESAR JAVIER Y RIZOLO","12062.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education",,"ARIEL BARCELO","6246.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO SOURROUILLE Mar&#237;a Florencia","Individual Consultant","15746.0"
"2022","Argentina","Salado Integrated River Basin Management Support Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","T&#233;cnico/a GIS Junior","Individual Consultant","6172.0"
"2022","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Civil Works","Request for Bids","Water, Sanitation and Waste Management","Abastecimiento de Agua Potable a Wich&#237;, El Sauzal, Nueva Pompeya y Fuerte Esperanza, Etapa II, Provincia del Chaco","MARTINEZ Y DE LA FUENTE S.A. - C& E CONSTRUCCIONES S.A. - SUPERCEMENTO SAIC - UC","26604646.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Goods","Request for Quotations","Transportation;Water, Sanitation and Waste Management;Public Administration","Convenio entre el GCBA y BIOQU&#205;MICA SRL","BIOQUIMICA SRL","39563.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Civil Works","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","Contrato entre GCBA y Salvatori","SALVATORI","514871.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Goods","Request for Quotations","Education","Adquisicion de calefactores para escuelas rurales","OVIEDO JAVIER CLAUDIO","15747.0"
"2022","Argentina","AR Flood Risk Management Support Project for the City of Buenos Aires","Non-consulting Services","Request for Bids","Transportation;Water, Sanitation and Waste Management;Public Administration","Contrato ""Implementaci&#243;n de la estrategia de comunicaci&#243;n social -
Etapa 3&#8221; SDO N&#186;AR-UFOMC-239907-NC-RFB a la empresa BUTERFKY SUSTENTABILIDAD SA
CUIT 30-71142759-3","BUTERFLY SUSTENTABILIDAD","646220.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Non-consulting Services","Request for Bids","Information and Communications Technologies;Public Administration","""Adquisici&#243;n de Servicio de Soporte y Actualizaci&#243;n de Licencias de Tableau Server""","BLUE PATAGON S.R.L.","338800.0"
"2022","Argentina","Forests and Community","Civil Works","Request for Bids","Agriculture, Fishing and Forestry","Forestal San Miguel","FORESTAL SAN MIGUEL DE DISTRIBUIDORA ALBERDI S.R.L","357806.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Motobomba port&#225;til de cuatro etapas","FABIÁN RAÚL ROMERA ROMEU","323.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Tanque Horizontal de pl&#225;stico para transporte de agua de 3.000 Litros","CGB","2466.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Goods","Request for Quotations","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Adquisici&#243;n de GPS Diferencial con Sistema GNSS RTK","RUNCO SA","6720.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Chaqueta Amarilla para trabajos en incendios forestales con bordados","INFOREST SRL","960.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Herramienta Pulaski","INFOREST SRL","336.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Palas Batefuego","INFOREST SRL","576.0"
"2022","Argentina","Rural Corridors and Biodiversity","Goods","Request for Quotations","Agriculture, Fishing and Forestry","Notebook","TECNOLOGÍA SIMPLE & SENCILLA S.A.","2422.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","INSTELEC SRL","77135.0"
"2022","Argentina","Digital Inclusion and Innovation in Public Services in Argentina","Consultant Services","Individual Consultant Selection","Information and Communications Technologies;Public Administration","ANALISTA DE APERTURA DE DATOS","Individual Consultant","1600.0"
"2022","Argentina","Improving Inclusion in Secondary and Higher Education","Consultant Services","Individual Consultant Selection","Education","CONTRATO BONANO FLORENCIA","Individual Consultant","1575.0"
"2022","Argentina","Plan Belgrano Water Supply and Sanitation Services Development Project","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management","CONSULTOR EXPERTO EN DESARROLLO DE SISTEMAS DE GESTI&#211;N (SGO)","Individual Consultant","6502.0"
"2022","Argentina","Argentina Renewable Energy for Rural Areas Project","Civil Works","Request for Bids","Energy and Extractives","Lote 3 - Laguna Blanca - Provincia de R&#237;o Negro","SEMISA","437333.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","COOPERATIVA DE TRABAJO GENERAL MANUEL SAVIO","3072.0"
"2022","Argentina","Argentina Second Rural Education Improvement Project - PROMER-II","Civil Works","Request for Quotations","Education","CONTRATO","SEBASTIAN CARO","5526.0"
"2022","Argentina","Metropolitan Buenos Aires Urban Transformation Project","Consultant Services","Individual Consultant Selection","Social Protection;Water, Sanitation and Waste Management;Public Administration;Industry, Trade and Services","Ingeniero Senior en Proyectos e Instalaciones","Individual Consultant","14086.0"
"2022","Argentina","AR Socio-Economic Inclusion In Rural Areas","Civil Works","Request for Bids","Social Protection;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","Obras ""Plan de acceso al agua para la agricultura familiar, campesina e indigena""- Contrato N&#176; 02-2021","URBAN BAIRES SA","3162840.0"
