"fiscal_year","project_id","project_name","procurement_category","major_sector","wb_contract_number","contract_signing_date","supplier","supplier_country","supplier_contract_amount_usd"
"2017","P151963","Ecuador - Sustainable Family Farming Modernization Project","Goods","Agriculture, Fishing and Forestry;Industry, Trade and Services","1546974","2017-05-15T00:00:00.000","DESCASERV S.A","Republic of Ecuador","5977.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562542","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5922.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562544","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5922.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562491","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5622.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562495","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5622.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562494","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5622.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562492","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5622.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562497","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5622.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1562496","2018-04-06T00:00:00.000","Individual Consultant","Republic of Ecuador","5622.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1552540","2017-12-19T00:00:00.000","Individual Consultant","Republic of Ecuador","5522.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1617249","2019-10-16T00:00:00.000","Individual Consultant","Republic of Ecuador","5042.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1617505","2019-10-17T00:00:00.000","Individual Consultant","Republic of Ecuador","5042.0"
"2019","P157324","Ecuador Risk Mitigation and Emergency Recovery Project","Consultant Services","Health;Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1586863","2019-04-30T00:00:00.000","DELOITTE & TOUCHE ECUADOR CIA. LTDA.","Republic of Ecuador","4704.0"
"2020","P157324","Ecuador Risk Mitigation and Emergency Recovery Project","Consultant Services","Health;Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1615308","2020-03-19T00:00:00.000","DELOITTE & TOUCHE ECUADOR CIA. LTDA.","Republic of Ecuador","4704.0"
"2020","P147280","EC Ibarra Transport Infrastructure Improvement Project","Consultant Services","Transportation;Public Administration;Industry, Trade and Services","1617231","2019-11-01T00:00:00.000","Individual Consultant","Republic of Ecuador","4461.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616725","2019-10-28T00:00:00.000","Individual Consultant","Republic of Ecuador","4452.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616727","2019-11-06T00:00:00.000","Individual Consultant","Republica Bolivariana de Venezuela","4452.0"
"2022","P152096","Supporting Education Reform in Targeted Circuits","Consultant Services","Education","1689518","2021-10-07T00:00:00.000","Individual Consultant","Republic of Ecuador","4435.0"
"2021","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1650225","2020-12-31T00:00:00.000","MARIA GABRIELA NUÑEZ ESTRELLA","Republic of Ecuador","4245.0"
"2021","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1650235","2020-12-31T00:00:00.000","OMAR ENRIQUE AGUILAR FERNÁNDEZ","Republic of Ecuador","4245.0"
"2020","P147280","EC Ibarra Transport Infrastructure Improvement Project","Consultant Services","Transportation;Public Administration;Industry, Trade and Services","1617924","2020-01-01T00:00:00.000","Individual Consultant","Republic of Ecuador","3875.0"
"2021","P152096","Supporting Education Reform in Targeted Circuits","Consultant Services","Education","1636537","2020-10-30T00:00:00.000","Individual Consultant","Republic of Ecuador","3754.0"
"2017","P157324","Ecuador Risk Mitigation and Emergency Recovery Project","Goods","Health;Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","1591882","2016-10-24T00:00:00.000","INCOPROV CIA LTDA","Republic of Ecuador","3503.0"
"2021","P147280","EC Ibarra Transport Infrastructure Improvement Project","Non-consulting Services","Transportation;Public Administration;Industry, Trade and Services","1636646","2020-09-23T00:00:00.000","CÉSAR STALIN PÉREZ ORTIZ","Republic of Ecuador","3278.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1618230","2019-10-14T00:00:00.000","Individual Consultant","Republic of Ecuador","3275.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1618014","2019-10-15T00:00:00.000","Individual Consultant","Republic of Ecuador","3275.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1564138","2018-06-13T00:00:00.000","Individual Consultant","Republic of Ecuador","3261.0"
"2018","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1564146","2018-06-13T00:00:00.000","Individual Consultant","Republic of Ecuador","3261.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616236","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2961.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1608634","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2961.0"
"2023","P173283","Territorial Economic Empowerment for the Indigenous, Afro-Ecuadorians and Montubian Peoples and Nationalities (TEEIPAM)","Consultant Services","Social Protection","1711027","2022-07-21T00:00:00.000","Individual Consultant","Republic of Ecuador","2937.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1618654","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616263","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616004","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616376","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616990","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2020","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1617007","2019-07-01T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1617223","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1617234","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1631755","2019-05-16T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2019","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1616010","2019-05-23T00:00:00.000","Individual Consultant","Republic of Ecuador","2661.0"
"2021","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1630230","2020-09-24T00:00:00.000","Individual Consultant","Republic of Ecuador","2124.0"
"2021","P151963","Ecuador - Sustainable Family Farming Modernization Project","Consultant Services","Agriculture, Fishing and Forestry;Industry, Trade and Services","1630224","2020-09-24T00:00:00.000","Individual Consultant","Republic of Ecuador","2124.0"
"2022","P167416","Social Safety Net Project","Non-consulting Services","Social Protection","1701512","2022-06-09T00:00:00.000","HARO ACUÑA CARLA VERÓNICA","Republic of Ecuador","1960.0"
"2021","P147280","EC Ibarra Transport Infrastructure Improvement Project","Goods","Transportation;Public Administration;Industry, Trade and Services","1643401","2020-09-23T00:00:00.000","MARIA EDITH AMAGUAÑA VEGA","Republic of Ecuador","1251.0"
"2022","P151439","EC Guayaquil Wastewater Management Project","Goods","Water, Sanitation and Waste Management","1697092","2022-05-03T00:00:00.000","FEDERACION INTERNACIONAL DE INGENIEROS CONSULTORES (FIDIC)","Switzerland","410.0"
