"fiscal_year","procurement_category","major_sector","supplier_contract_amount_usd"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3802.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6010.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6445.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5967.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6923.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6343.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3802.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10846.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","12798.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","13015.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","13015.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","8924.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","11352.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5727.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4003.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6161.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3779.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5871.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5380.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6305.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3322.0"
"2019","Consultant Services","Transportation","195025.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9009.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4418.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5524.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6681.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3852.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3947.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6392.0"
"2019","Consultant Services","Education;Social Protection","41804.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5524.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5192.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5582.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6161.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6594.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3169.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6773.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6440.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7062.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6918.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6483.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6628.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6339.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5760.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5615.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6194.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4637.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6237.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6715.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6570.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6151.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5615.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","3369.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5760.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6049.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5760.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5470.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5615.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6281.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5760.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6093.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5991.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6252.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6252.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6961.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6314.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6749.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6372.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6227.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6039.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5793.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6459.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6662.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","7183.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6980.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5938.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5749.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","24374.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","9124.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","10836.0"
"2019","Goods","Agriculture, Fishing and Forestry;Public Administration","2315.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5503.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1231.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10138.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","20950.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","2368.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1681.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","8647.0"
"2019","Non-consulting Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","10862.0"
"2019","Consultant Services","Education;Social Protection","44445.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4110.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","1044.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","606.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","2470.0"
"2019","Goods","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","286.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1932.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5604.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","47911.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","25547.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","467262.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","404913.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","598118.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","462845.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","3723.0"
"2019","Consultant Services","Transportation","194922.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","8428.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","673229.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10825.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12713.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","419092.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4584.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","29154.0"
"2019","Consultant Services","Education;Social Protection","78481.0"
"2019","Consultant Services","Education;Social Protection","17714.0"
"2019","Consultant Services","Education;Social Protection","14787.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","506888.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","39913.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","21699.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1545.0"
"2019","Non-consulting Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","449519.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","71187.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","47793.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","39912.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","7130.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","47857.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5644.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","4989.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","5644.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","6125.0"
"2019","Consultant Services","Education;Social Protection","47541.0"
"2019","Consultant Services","Education;Social Protection","3326.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","47786.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","8702.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","17382.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3089.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","94978.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10896.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","22960.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","12810.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","11479.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10835.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","33669.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","1153.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10507.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","7498.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","12902.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3632.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","8881.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10056.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9573.0"
"2019","Consultant Services","Agriculture, Fishing and Forestry;Public Administration","3348.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","44720.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9977.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","67023.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9775.0"
"2019","Civil Works","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","397546.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9737.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9998.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9126.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","8814.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9844.0"
"2019","Civil Works","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","381096.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9647.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12181.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12074.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","21556.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9328.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10835.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","11071.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9573.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9589.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","10793.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","9365.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","30734.0"
"2019","Consultant Services","Social Protection;Agriculture, Fishing and Forestry;Public Administration","12078.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","9390.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","22952.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","6080.0"
"2019","Consultant Services","Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Industry, Trade and Services","71806.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","13546.0"
"2019","Consultant Services","Transportation;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","24886.0"
