"fiscal_year","borrower_country","project_name","procurement_category","procurement_method","major_sector","contract_description","contract_signing_date","supplier","supplier_country","supplier_country_code","supplier_contract_amount_usd","borrower_contract_reference_number"
"2019","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Non-consulting Services","Request for Quotations","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Capta&#231;&#227;o de imagens e produ&#231;&#227;o de videoreportagens para 40 programas de 26 minutos cada.","2018-12-28T00:00:00.000","CASA DO VERSO EMPREENDIMENTOS CULTURAIS LTDA","Federative Republic of Brazil","BR","68062.0","BR-FLEM-29324-NC-RFQ"
"2018","Brazil","Acre Social and Economic Inclusion and Sustainable Development Project - PROACRE","Goods","E-Auctions","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Aquisi&#231;&#227;o de Mobili&#225;rios Hospitalares - CONTRATO N&#186; 730/2017 - ENTRE A SECRETARIA DE ESTADO DE SA&#218;DE E A EMPRESA MEDI-SA&#218;DE PRODUTOS M&#201;DICOS HOSPITALARES EIRELI - ME.","2017-12-14T00:00:00.000","MEDI-SAÚDE PRODUTOS MÉDICOS HOSPITALARES EIRELI - ME","Federative Republic of Brazil","BR","67986.0","BR-SEPLAN - AC-26707-GO-RFB"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67909.0","TEC MG BR-SENAR-254261-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67909.0","TC MG BR-SENAR-256663-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-12T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67848.0","TEC MG BR-SENAR-254264-CS-INDV"
"2018","Brazil","Recife Swap Education and Public Management","Goods","Request for Bids","Education;Transportation;Public Administration","Aquisi&#231;&#227;o de Mesa Pl&#225;stica e Cadeira Pl&#225;stica.","2018-05-21T00:00:00.000","HJ COMERCIO LTDA","Federative Republic of Brazil","BR","67811.0","024/2018"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Goods","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Aquisi&#231;&#227;o de equipamentos de laborat&#243;rio (solos, asfalto e concreto) para controle tecnol&#243;gico das obras rodovi&#225;rias do Departamento de Estradas e Rodagens do Rio Grande do Norte","2021-07-12T00:00:00.000","CONTENCO INDUSTRIA E COMERCIO LTDA","Federative Republic of Brazil","BR","67800.0","ID176 GO"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-26T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67783.0","TC MG BR-SENAR-256652-CS-INDV"
"2018","Brazil","BRAZIL BAHIA SUSTAINABLE RURAL DEVELOPMENT PROJECT","Goods","Request for Bids","Financial Sector;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Lote IV - TUBO EDUTOR","2018-05-17T00:00:00.000","COMERCIAL VANGUARDEIRA EIRELI","Federative Republic of Brazil","BR","67710.0","BR-CERB-BA-24488-GO-RFB"
"2021","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Assessor (a) T&#233;cnico (a) para coopera&#231;&#227;o t&#233;cnica no projeto FIP Paisagem &#8211; Gest&#227;o Integrada da Paisagem no Bioma Cerrado","2020-10-13T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67462.0","GIZ BR-GIZ-109980-CS-INDV"
"2021","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de Assessor(a) T&#233;cnico(a) para apoio na compila&#231;&#227;o de dados do CAR e em solu&#231;&#245;es de geoprocessamento / sensoriamento remoto no &#226;mbito do projeto Paisagens Rurais","2020-10-20T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67462.0","SFB BR-GIZ-184435-CS-INDV"
"2019","Brazil","Sao Paulo Sustainable Rural Development and Access to Markets","Civil Works","Request for Quotations","Transportation;Agriculture, Fishing and Forestry;Industry, Trade and Services","Contrata&#231;&#227;o de empresa especializada para presta&#231;&#227;o de servi&#231;os de reparos e adequa&#231;&#227;o do pr&#233;dio do Escrit&#243;rio de Desenvolvimento Rural de Piracicaba","2018-07-17T00:00:00.000","PROJECON - PROJETOS E CONSTRUÇÕES CIVIL PIRACICABA LTDA","Federative Republic of Brazil","BR","67336.0","BR-SAA-SP-54178-CW-RFQ"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Bids","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Lote 2 - Touros","2021-07-30T00:00:00.000","CIVILTEC CONSTRUÇÕES E SERVIÇOES EIRELI","Federative Republic of Brazil","BR","67247.0","ID151 CW  1"
"2018","Brazil","Brazil Pernambuco Sustainable Water","Consultant Services","Individual Consultant Selection","Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry","Consultor individual Engenheiro Civil Senior com experiencia em Elaboracao de Estudos e Projetos para Construcao e Recuperacao de Barragens no ambito do Estado de PE","2017-11-30T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67185.0","BR-SEPLAG-PE-77616-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2022-02-21T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67129.0","TC MG BR-SENAR-256667-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-09T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","67013.0","TEC MG BR-SENAR-254257-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","A vaga de Assessor(a) T&#233;cnico(a) a para an&#225;lise de CAR e desenvolvimento de solu&#231;&#245;es de geoprocessamento / sensoriamento no &#226;mbito do projeto FIP Paisagens Rurais foi uma demanda do Servi&#231;o Florestal","2021-07-05T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","66898.0","SFB BR-GIZ-228499-CS-INDV"
"2021","Brazil","Amazon Sustainable Landscapes Project","Non-consulting Services","Request for Bids","Agriculture, Fishing and Forestry;Industry, Trade and Services","EXECU&#199;&#195;O DE SERVI&#199;O T&#201;CNICO DE INVENT&#193;RIO FLORESTAL, COMPREENDENDO 20 UNIDADES AMOSTRAIS, NA FLONA DE TAPIRAP&#201;-AQUIRI, NO ESTADO DO PAR&#193;","2021-01-20T00:00:00.000","D S PEREIRA - SERVIÇOS AMBIENTAIS EPP","Federative Republic of Brazil","BR","66883.0","BR-CI-193696-NC-RFB"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Direct Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Loca&#231;&#227;o e montagem de estande de 100m2 especial, visando a participa&#231;&#227;o da Secretaria de Estado do Turismo do RN na 45&#170; ABAV - EXPO INTERNACIONAL DO TURISMO.","2017-09-25T00:00:00.000","ASSOCIAÇÃO BRASILEIRA DE AGÊNCIAS DE VIAGENS - ABAV NACIONAL","Federative Republic of Brazil","BR","66785.0","ID52 NC CONTRATO 134/2017"
"2020","Brazil","Piaui: Pillars of Growth and Social Inclusion Project","Goods","Request for Quotations","Education;Health;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry;Public Administration","Aquisi&#231;&#227;o de Mobili&#225;rios para atender as necessidades da SEPLAN, de acordo com as especifica&#231;&#245;es
constantes no Termo de Refer&#234;ncia","2020-03-06T00:00:00.000","RECICLE EXPRESS IND & COM LTDA","Federative Republic of Brazil","BR","66755.0","BR-SEPLAN- PI-133036-GO-RFQ"
"2022","Brazil","Rio Grande do Norte: Regional Development and Governance","Civil Works","Request for Quotations","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Reforma Escola 11 de Agosto, no munic&#237;pio de Umarizal/RN","2022-05-11T00:00:00.000","IL AZEVEDO ENGENHARIA EIRELI","Federative Republic of Brazil","BR","66489.0","ID193 CW"
"2017","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Direct Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Loca&#231;&#227;o de espa&#231;o e organiza&#231;&#227;o de minilounge para participa&#231;&#227;o na 3&#170; Conven&#231;&#227;o Anual de Vendas da CVC de divulga&#231;&#227;o tur&#237;stica, a ser realizada nos dias 16 a 20 de Fevereiro de 2017, em Foz do Igua&#231;u/","2017-02-14T00:00:00.000","CVC SERVIÇOS AGÊNCIA DE VIAGENS LTDA","Federative Republic of Brazil","BR","66468.0","ID40 NC CONTRATO 23/2017"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","66309.0","TEC MG BR-SENAR-254259-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-12T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","66207.0","TEC MG BR-SENAR-254260-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-18T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","66207.0","TEC MG BR-SENAR-254262-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-09T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","66207.0","TC MG BR-SENAR-256650-CS-INDV"
"2018","Brazil","Rio Grande do Norte: Regional Development and Governance","Non-consulting Services","Direct Selection","Information and Communications Technologies;Education;Social Protection;Agriculture, Fishing and Forestry;Public Administration","Contrata&#231;&#227;o de empresa para realiza&#231;&#227;o de rodadas de neg&#243;cios denominadas MEETING BRASIL - MISS&#195;O RIO GRANDE DO NORTE- Etapa I , nas cidades de  Montevid&#233;u,  Santiago, Ros&#225;rio,  C&#243;rdoba e Assun&#231;&#227;o.","2018-04-13T00:00:00.000","J PASQUINI ORGANIZAÇÃO E PROM. DE EVENTOS EIRELI -ME","Federative Republic of Brazil","BR","65924.0","ID114 NC"
"2019","Brazil","Development of systems to prevent forest fires and monitor vegetation cover in the Brazilian Cerrado","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrato firmado com a FUNDEP via CLT - Consolida&#231;&#227;o das Leis do Trabalho. N&#250;mero de identifica&#231;&#227;o do contrato FUNDEP #1194861.","2018-07-25T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","65866.0","BR-FUNDEP-53904-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-10-19T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","65808.0","TC MG BR-SENAR-256651-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2021-11-04T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","65808.0","TC MG BR-SENAR-256656-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, em Minas Gerais.","2022-02-21T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","64701.0","TC MG BR-SENAR-256671-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Maranh&#227;o.","2021-11-25T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","64611.0","TC MA BR-SENAR-256740-CS-INDV"
"2022","Brazil","Integrated Landscape Management in the Cerrado Biome Project","Consultant Services","Individual Consultant Selection","Agriculture, Fishing and Forestry","Contrata&#231;&#227;o de CONSULTORIA INDIVIDUAL para a presta&#231;&#227;o dos servi&#231;os de Assist&#234;ncia T&#233;cnica e Gerencial em propriedades rurais vinculadas ao Projeto Paisagens Rurais, no Maranh&#227;o.","2021-11-25T00:00:00.000","Individual Consultant","Federative Republic of Brazil","BR","64611.0","TC MA BR-SENAR-256739-CS-INDV"
