"overflow_type","municipality_facility","npdes","date_discovered","time_discovered","days","hours","minutes","location","zip_code","collection_system","quantity_in_gallons_estimated","net_in_gallons_estimated","cause","watershed","receiving_waters","county","notes","penalty_collected","penalty_comments","latitude","longitude"
"BYPASS","Rocky Gap State Park, MES","MD0051667","2005-08-24T00:00:00.000","9:40:00 AM","0","0","18","Sand filters","21540","Rocky Gap WWTP","2500","2500","Equipment failure",,"Unknown","Allegany","Collection system not provided",,,,
"BYPASS","Rocky Gap State Park, MES","MD0051667","2005-09-05T00:00:00.000","12:00:00 AM","0","0","0","Sand filters","21540","Rocky Gap WWTP","4200","4200","Equipment failure",,"Unknown","Allegany","Collection system not provided",,,,
"BYPASS","Cumberland, City of","MD0021598","2005-09-10T00:00:00.000","12:00:00 AM","0","0","0","Chlorination and dechlorination","21501","Cumberland WWTP","222156","222156","Maintenance",,"Potomac River","Allegany","None",,,,
"BYPASS","Brunswick, City of","MD0020958","2005-10-07T00:00:00.000","11:15:00 AM",,,,"20 C & O Canal Rd, Brunswick WWTP, Aeration and return sludge","21716","Brunswick WWTP","50000","50000","T.D. Tammy",,"Potomac River","Frederick","Duration not provided",,,,
"BYPASS","Army, Department of","MD0021717","2005-10-08T00:00:00.000","12:00:00 AM","0","0","0","Chlorination and dechlorination","20755","Ft. Meade WWTP","200000","200000","Equipment failure",,"Little Patuxent River","Anne Arundel","None",,,,
"BYPASS","Army, Department of","MD0021229","2005-10-08T00:00:00.000","5:00:00 AM","0","9","30","Aberdeen Proving Ground, Edgewood area, trickling filters & secondary tanks","21005",,"1240980","1240980","T.D. Tammy",,"Bush River","Harford","Collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2005-10-11T00:00:00.000","3:45:00 AM","0","27","0","Sand filters","21540",,"270070","270070","Precipitation",,"Miles River","Talbot","Collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2005-10-14T00:00:00.000","12:00:00 PM","7","0","0","Sand filters","21540",,"241000","241000","Equipment failure",,"Miles River","Talbot","Collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2005-10-22T00:00:00.000","1:30:00 PM","4","19","30","Sand filters","21540",,"1400000","1400000","Precipitation",,"Miles River","Talbot","Collection system not provided",,,,
"BYPASS","Rocky Gap State Park, MES","MD0051667","2005-11-29T00:00:00.000","5:50:00 PM","0","1","50","effluent filters","21540","Rocky Gap WWTP","7800","7800","Precipitation",,"Unknown","Allegany","Collection system not provided",,,,
"BYPASS","The Commissioners of Thurmont","MD0021121","2005-11-29T00:00:00.000","10:50:00 PM","0","0","0","74 Moser Rd, Thurmont WWTP, Sand filters","21788","Thurmont WWTP","1650","1650","Precipitation",,"Hunting Creek","Frederick","None",,,,
"BYPASS","The Commissioners of Thurmont","MD0021121","2005-11-29T00:00:00.000","10:50:00 PM","0","0","0","74 Moser Rd, Thurmont WWTP, Screen & grit building","21788","Thurmont WWTP","195000","195000","Precipitation",,"Hunting Creek","Frederick","None",,,,
"BYPASS","Western Branch WWTP","MD0021741","2005-12-16T00:00:00.000","9:00:00 AM","0","0","15","6600 Crain Highway, Western Branch WWTP",,,"50000","50000","Precipitation",,"Western Branch","Prince George's","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2005-12-16T00:00:00.000","4:00:00 PM","0","48","0","Sand filters","21540",,"175000","175000","Precipitation",,"Miles River","Talbot","Collection system not provided",,,,
"BYPASS","Cliffton on the Potomac WWTP","MD0055557","2006-01-05T00:00:00.000","9:30:00 AM","0","0","15","Clifton On the Potomac WWTP, Newburg","20646","Clifton On the Potomac WWTP","66375","66375","Pump failure",,"Ravens Crest Creek","Charles","NPDES Number & collection system not provided",,,,
"BYPASS","Leesburg, Town of","MD0066184","2006-02-07T00:00:00.000",,,,,"Bypass of the grit removal and primary clarification processes","20178",,"0","0","Planned",,"Unknown","Virginia","Duration & collection system not provided",,,,
"BYPASS","Accident, Town of","MD0051721","2006-02-15T00:00:00.000","5:00:00 PM","0","14","0","U.V. Disinfect ion","21520","Accident WWTP","21000","21000","Power failure",,"Bear Creek","Garrett","None",,,,
"BYPASS","Rocky Gap State Park, MES","MD0067750","2006-04-22T00:00:00.000","11:40:00 AM","0","1","20","16401 Gorge RdTeritary filters","21530","Rocky Gap WWTP","8900","8900","Precipitation",,"Yes, name not provided","Allegany","NPDES Number & collection system not provided",,,,
"BYPASS","Rocky Gap State Park, MES","MD0067750","2006-04-22T00:00:00.000","5:15:00 PM","0","2","5","16401 Gorge RdTeritary filters","21530","Rocky Gap WWTP","0","0","Precipitation",,"Yes, name not provided","Allegany","NPDES Number & collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-04-25T00:00:00.000","6:30:00 PM","0","2","0","Sand Filters",,,"476983","476983","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","Rocky Gap State Park, MES","MD0067750","2006-05-15T00:00:00.000","2:20:00 PM","0","3","25","16401 Gorge RdTeritary filters","21530","Rocky Gap WWTP","49305","49305","Precipitation",,"Unknown","Allegany","NPDES Number & collection system not provided",,,,
"BYPASS","Havre de Grace, City of","MD0021750","2006-06-03T00:00:00.000","1:30:00 AM","0","2","30","Havre de Grace WWTP","21078","Havre de Grace WWTP","50000","50000","Precipitation",,"Chesapeake Bay","Harford","None",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-06-08T00:00:00.000","12:50:00 PM","0","8","10","Partial Sand filters @ St. Michaels WWTP",,,"129200","129200","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-06-17T00:00:00.000","4:45:00 PM","1","0","0","Partial Sand filters @ St. Michaels WWTP",,,"352000","352000","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-06-19T00:00:00.000","9:20:00 PM","0","9","10","Partial Sand filters @ St. Michaels WWTP",,,"339583","339583","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-06-25T00:00:00.000","7:40:00 AM","4","4","0","Partial Sand filters @ St. Michaels WWTP",,,"90475","90475","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","Army, Department of","MD0021229","2006-06-26T00:00:00.000","1:00:00 AM","0","5","0","Aberdeen Proving Ground Edgewood Area WWTP, Trickling filters and secondary tanks","21005",,"1082610","1082610","Precipitation",,"Bush River","Harford","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2006-06-26T00:00:00.000","8:00:00 AM","4","2","0","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","2000000","2000000","Precipitation",,"Yes, name not provided","Frederick","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2006-06-26T00:00:00.000","9:30:00 AM","0","1","0","Secondary clarified water not disinfected","21773","Myersville WWTP","3000","3000","Precipitation",,"Gridstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Western Branch WWTP","MD0021741","2006-06-26T00:00:00.000","8:13:00 PM","0","19","17","Western Branch WWTP, partial filter bypass",,,"0","0","Precipitation",,"Western Branch","Prince George's","Zip Code not provided",,,,
"BYPASS","Brunswick, City of","MD0020958","2006-06-27T00:00:00.000","11:20:00 PM","0","0","28","Aeration and return sludge systems","21716","Brunswick WWTP","62000","62000","Precipitation",,"Potomac River","Frederick","NPDES Number not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-07-02T00:00:00.000","7:00:00 PM","0","13","0","Partial Sand filters @ St. Michaels WWTP",,,"21000","21000","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-07-03T00:00:00.000","11:00:00 AM","1","0","30","Partial Sand filters @ St. Michaels WWTP",,,"42000","42000","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-07-05T00:00:00.000","8:00:00 AM","4","0","0","Partial Sand filters @ St. Michaels WWTP",,,"612500","612500","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","Point Lookout State Park WWTP/MES","MD0023949","2006-07-10T00:00:00.000","12:00:00 AM","0","0","0","10928 Point Lookout Rd, Scottland","20687","Point Lookout State Park WWTP","100","100","Circuit Breaker Tripped",,"Yes, name not provided","St. Mary's","None",,,,
"BYPASS","Army, Department of","MD0021229","2006-07-15T00:00:00.000","6:00:00 PM","0","3","50","Aberdeen Proving Ground Edgewood Area WWTP, Trickling filters and secondary tanks","21005",,"161400","161400","Precipitation",,"Bush River","Harford","Collection system not provided",,,,
"BYPASS","Army, Department of","MD0021229","2006-07-22T00:00:00.000","6:30:00 PM","0","3","30","Aberdeen Proving Ground Edgewood Area WWTP, Trickling filters and secondary tanks","21005",,"187200","187200","Precipitation",,"Bush River","Harford","Collection system not provided",,,,
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2006-07-24T00:00:00.000","7:00:00 AM","0","0","30","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","2000","2000","Blockage",,"Unknown","Washington","None",,,"39.550948","77.613167"
"BYPASS","Centreville, Town of","MD0020834","2006-08-22T00:00:00.000","11:30:00 AM","0","2","45","Disk Filter","21617","Centreville WWTP","2730","2730","Operating on one tank",,"Yes, name not provided","Queen Anne's","None",,,,
"BYPASS","Army, Department of","MD0021717","2006-09-01T00:00:00.000","8:00:00 PM","0","16","30","Ft. George meade WWTP","20755","Ft. Meade WWTP","4369000","4369000","High Flow",,"Patuxent River","Anne Arundel","None",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2006-09-01T00:00:00.000","10:00:00 AM","1","0","0","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","168000","168000","Flow surge",,"Yes, name not provided","Frederick","Collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-09-01T00:00:00.000","11:30:00 AM","3","4","30","Sand Filters",,,"1045000","1045000","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-09-05T00:00:00.000","11:30:00 AM","1","4","30","Sand Filters",,,"71000","71000","Precipitation",,"Yes, name not provided","Talbot","Zip Code not provided",,,,
"BYPASS","Havre de Grace, City of","MD0021750","2006-09-06T00:00:00.000","12:00:00 AM","0","5","30","Havre de Grace WWTP","21078","Havre de Grace WWTP","458000","458000","Tropical Storm Ernesto",,"Susquehanna River","Harford","None",,,,
"BYPASS","Charles County DPW","MD0021865","2006-09-11T00:00:00.000","12:00:00 AM","0","0","0","5310 Hawthorne Road, Mattawoman WWTP, LaPlata","20646","Mattawoman WWTP","1000","1000","Broken hose",,"Unknown","Charles","None",,,"38.577074","77.109782"
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-10-06T00:00:00.000","11:30:00 AM","2","21","30","Sand Filters",,,"577000","577000","Precipitation",,"Yes, name not provided","Talbot","Zip Code not provided",,,,
"BYPASS","Havre de Grace, City of","MD0021750","2006-10-28T00:00:00.000","12:00:00 AM","0","7","30","Havre de Grace WWTP","21078","Havre de Grace WWTP","905000","905000","High Flow",,"Unknown","Harford","None",,,,
"BYPASS","Army, Department of","MD0021229","2006-10-28T00:00:00.000","8:30:00 AM","0","1","45","Aqberdeen Proving Ground, Secondary treatment",,,"66600","66600","N/P",,"Bush River","Harford","Zip Code not provided",,,,
"BYPASS","Dan Dee WWTP","MD0023710","2006-11-06T00:00:00.000","9:00:00 AM","1","2","30","7817 Balto. National Pike","21702",,"5200","5200","Changing Filters",,"Yes, name not provided","Frederick","Collection system not provided",,,,
"BYPASS","Cumberland, City of","MD0021598","2006-11-11T00:00:00.000","7:25:00 PM","0","0","0","City of Cumberland WWTP","26767","Cumberland WWTP","0","0","Precipitation",,"Tributary to Potomac River","Allegany","None",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-11-12T00:00:00.000","8:00:00 PM","0","18","15","Sand Filters",,,"23000","23000","Precipitation",,"Unknown","Talbot","Zip Code not provided",,,,
"BYPASS","Western Branch WWTP","MD0021741","2006-11-16T00:00:00.000","2:00:00 AM","0","13","0","Western Branch WWTP, partial filter bypass",,,"0","0","Precipitation",,"Western Branch","Prince George's","Zip Code not provided",,,,
"BYPASS","Army, Department of","MD0021717","2006-11-16T00:00:00.000","4:00:00 PM","0","17","0","Fort Meade WWTP","20755","Ft. Meade WWTP","8000000","8000000","Wet Weather",,"Patuxent River","Anne Arundel","None",,,,
"BYPASS","Western Branch WWTP","MD0021741","2006-11-30T00:00:00.000","12:15:00 PM","0","4","57","Western Branch WWTP, partial filter bypass",,,"0","0","Precipitation",,"Western Branch","Prince George's","Zip Code not provided",,,,
"BYPASS","Western Branch WWTP","MD0021741","2006-12-03T00:00:00.000","4:30:00 PM","0","7","0","Western Branch WWTP, partial filter bypass",,,"0","0","Precipitation",,"Western Branch","Prince George's","Zip Code not provided",,,,
"BYPASS","Army, Department of","MD0025623","2006-12-16T00:00:00.000","5:15:00 PM","0","0","0","Well Bldg. # 4, Dept.of Int., Pat Wild Refuge Range Control / Area",,,"4999","4999","Broken Sewer Line (on surface)",,"unnamed trib to Little Patuxent River","Anne Arundel","NPDES Number, collection system & zip code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-12-20T00:00:00.000","4:30:00 PM","0","18","0","St. Michaels WWTP, Sand Filter,",,,"229000","229000","Malfunction of sand Filter Mechanism",,"Miles River","Talbot","Zip Code not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2006-12-22T00:00:00.000","3:00:00 PM","0","14","54","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","219700","219700","Precipitation",,"Receiving Waters","Frederick","Collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2006-12-24T00:00:00.000","10:30:00 AM","9","0","0","St. Michaels WWTP, Sand Filter,",,,"509000","509000","Pump failure",,"Receiving Waters","Talbot","Zip Code not provided",,,,
"BYPASS","Hunter Hills Apt. WTP","MD0022926","2006-12-29T00:00:00.000","8:00:00 AM","0","3","40","Hunter Hills Apt. WTP, Filter Bypass",,,"999","999","Power failure",,"Receiving Waters","Washington","Zip Code not provided",,,,
"BYPASS","Lyons Creek MHP","MD0053511","2006-12-31T00:00:00.000","2:00:00 PM","0","2","0","100 A Street, Lothian, MD, Lyons Creek M.H.Pk.",,,"1000","1000","MH Plugged with Grease",,"Unknown","Anne Arundel","Zip Code not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2007-01-07T00:00:00.000","11:00:00 PM","1","10","0","929 Calvert Ave., St. Michaels WWTP, Partial Bypass of Sand Filter","21108",,"742000","742000","Precipitation",,"Unknown","Talbot","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2007-01-09T00:00:00.000","10:05:00 AM","0","4","55","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","418000","418000","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","St. Michaels, City of / MES","MD0023604","2007-02-14T00:00:00.000","8:30:00 AM","1","1","0","MES-Sand Filter","21108",,"117000","117000","Precipitation",,"Miles River","Talbot","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2007-02-23T00:00:00.000","2:00:00 PM","0","21","30","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","257000","257000","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Eastern Correctional Institute (MES)","MD0065595","2007-02-25T00:00:00.000","11:50:00 AM","2","22","50","E.Q. Tank","21871","Eastern Correctional Instituet WWTP","1718000","1718000","Pumps failed",,"Manokin River","Somerset","None",,,"38.196667","75.696944"
"BYPASS","St. Michaels, City of / MES","MD0023604","2007-02-25T00:00:00.000","11:00:00 PM","1","22","0","MES-Sand Filter","21108",,"210417","210417","Precipitation",,"Miles River","Talbot","Collection system not provided",,,,
"BYPASS","Myersville WWTP (MES)","MD0020699","2007-02-28T00:00:00.000","2:00:00 PM","4","20","0","Myersville WWTP sand filter, 2868 Mill Summer Road, Myersville","21773","Myersville WWTP","151100","151100","Precipitation",,"Grindstone Run","Frederick","Collection system not provided",,,,
"BYPASS","Greenbrier State Park WWTP (MES)","MD0023868","2007-03-02T00:00:00.000","12:30:00 AM","0","10","30","Greenbrier State Park WWTP, 21843 National Pike, Boonsboro","21713","Greenbrier State Park WWTP","13000","13000","Rainfall, Melting Snow",,"Beaver Creek","Washington","None",,,"39.550948","77.613167"
