"service_type","date_opened","date_closed","status","case_origin","suburb"
"Infringement Review - Parking","2018-07-31T15:11:00.000",,"New","Web",
"Request for Parking Officer","2018-02-08T08:39:00.000","2018-02-08T10:20:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-07-13T08:28:00.000","2018-07-24T10:13:00.000","Closed","Email",
"Infringement Review - Parking","2018-06-05T09:14:00.000","2018-06-25T12:18:00.000","Closed","Phone",
"Request for Parking Officer","2018-07-06T08:54:00.000","2018-07-06T12:39:00.000","Closed","Web","East Melbourne"
"Graffiti Removal Request","2018-09-03T07:45:00.000","2018-09-10T12:09:00.000","Closed","Web","North Melbourne"
"Request for Parking Officer","2018-09-04T13:16:00.000","2018-09-04T14:09:00.000","Closed","Web","Melbourne"
"Request for Parking Officer","2018-01-18T10:12:00.000","2018-01-18T11:20:00.000","Closed","Web","East Melbourne"
"Request for Parking Officer","2018-08-11T15:32:00.000","2018-08-11T16:26:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-03-08T20:04:00.000","2018-04-12T10:27:00.000","Closed","Web",
"Infringement Review - Parking","2018-02-12T10:23:00.000","2018-03-07T09:52:00.000","Closed","Web",
"Tree Maintenance Request","2018-04-05T12:43:00.000","2018-04-10T09:04:00.000","Closed","Web","Kensington"
"Request for Parking Officer","2018-05-07T15:33:00.000","2018-05-07T15:46:00.000","Closed","Web","West Melbourne"
"Request for Parking Officer","2018-04-13T09:50:00.000","2018-04-13T10:32:00.000","Closed","Web","Docklands"
"Infringement Review - Parking","2018-07-05T16:21:00.000","2018-08-01T16:12:00.000","Closed","Phone",
"Tree Maintenance Request","2018-08-21T15:07:00.000","2018-08-24T13:41:00.000","Closed","Snap Send Solve",
"Infringement Review - Parking","2018-08-01T11:01:00.000","2018-08-29T10:26:00.000","Closed","Web",
"Request for Parking Officer","2018-09-12T11:38:00.000",,"New","Email",
"Infringement Review - Parking","2018-04-04T23:57:00.000","2018-05-04T14:45:00.000","Closed","Web",
"Request for Parking Officer","2018-02-08T11:45:00.000","2018-02-08T14:08:00.000","Closed","Phone","Parkville"
"Rough Sleeping","2018-04-12T10:44:00.000","2018-04-17T16:40:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-06-12T10:30:00.000",,"New","Web",
"Infringement Review - Parking","2018-06-12T10:30:00.000",,"New","Web",
"Request for Parking Officer","2018-02-09T13:55:00.000","2018-02-09T16:52:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-05-18T11:14:00.000",,"New","Web",
"Infringement Review - Parking","2018-06-14T10:41:00.000",,"New","Web",
"Infringement Review - Parking","2018-07-24T08:38:00.000",,"New","Mail",
"Graffiti Removal Request","2018-05-18T17:57:00.000","2018-05-24T10:23:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-08-08T16:30:00.000","2018-09-05T08:29:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-02T12:53:00.000","2018-05-30T10:36:00.000","Closed","Web",
"Infringement Review - Parking","2018-03-05T10:47:00.000","2018-04-03T14:56:00.000","Closed","Web",
"Infringement Review - Parking","2018-03-04T21:37:00.000","2018-04-03T11:55:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-17T11:49:00.000",,"New","Mail",
"Ratepayer waste","2018-09-24T15:45:00.000","2018-09-25T11:56:00.000","Closed","Web","Carlton"
"Infringement Review - Parking","2018-04-03T20:02:00.000","2018-05-02T11:38:00.000","Closed","Web",
"Infringement Review - Parking","2018-04-19T10:26:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-19T10:26:00.000",,"New","Web",
"Infringement Review - Parking","2018-09-10T08:55:00.000","2018-10-02T10:46:00.000","Closed","Web",
"Request for Parking Officer","2018-07-17T16:11:00.000","2018-07-17T16:29:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-05-30T09:41:00.000",,"New","Mail",
"Rough Sleeping","2018-02-21T13:12:00.000","2018-02-26T14:30:00.000","Closed","Phone","Docklands"
"Infringement Review - Parking","2018-01-15T10:35:00.000","2018-02-02T11:18:00.000","Closed","Web",
"Ratepayer waste","2018-09-20T11:24:00.000","2018-09-20T14:40:00.000","Closed","Phone","East Melbourne"
"Graffiti Removal Request","2018-04-27T08:18:00.000","2018-05-04T09:23:00.000","Closed","Phone","Southbank"
"Request for Parking Officer","2018-04-19T14:20:00.000","2018-04-19T14:51:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-06-08T09:15:00.000","2018-07-04T14:50:00.000","Closed","Web",
"Graffiti Removal Request","2018-02-19T09:59:00.000","2018-02-21T15:56:00.000","Closed","Phone","West Melbourne"
"Graffiti Removal Request","2018-05-25T16:48:00.000",,"Escalated","Phone","Kensington"
"Infringement Review - Parking","2018-06-15T08:33:00.000",,"New","Web",
"Tree Maintenance Request","2018-03-19T14:21:00.000","2018-03-21T09:42:00.000","Closed","Phone","Parkville"
"Request for Parking Officer","2018-07-01T13:36:00.000","2018-07-01T14:30:00.000","Closed","Phone","North Melbourne"
"Request for Parking Officer","2018-07-29T17:17:00.000","2018-07-29T17:33:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-04-19T08:44:00.000",,"New","Mail",
"Request for Parking Officer","2018-08-08T09:30:00.000","2018-08-08T10:37:00.000","Closed","Phone","Kensington"
"Request for Parking Officer","2018-08-13T18:09:00.000","2018-08-13T20:45:00.000","Closed","Web","Southbank"
"Infringement Review - Parking","2018-01-29T12:31:00.000","2018-02-21T11:14:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-04T09:35:00.000","2018-06-29T13:15:00.000","Closed","Mail",
"Tree Maintenance Request","2018-02-26T11:17:00.000","2018-03-05T13:31:00.000","Closed","Web","Carlton North"
"Rough Sleeping","2018-01-11T11:21:00.000","2018-01-11T16:36:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-08-09T09:44:00.000","2018-09-04T13:29:00.000","Closed","Mail",
"Illegally Dumped Rubbish","2018-02-15T12:27:00.000","2018-02-16T09:15:00.000","Closed","Proactive","Melbourne"
"Illegally Dumped Rubbish","2018-03-05T08:10:00.000","2018-03-06T14:38:00.000","Closed","Web","West Melbourne"
"Graffiti Removal Request","2018-09-11T15:33:00.000","2018-10-08T11:05:00.000","Closed","Phone","Carlton"
"Infringement Review - Parking","2018-07-09T18:52:00.000","2018-08-08T08:48:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-25T09:47:00.000",,"New","Mail",
"Request for Parking Officer","2018-07-12T14:07:00.000","2018-07-12T14:42:00.000","Closed","Phone","West Melbourne"
"Illegally Dumped Rubbish","2018-04-04T11:21:00.000","2018-04-05T13:11:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-07-02T21:23:00.000","2018-07-27T13:38:00.000","Closed","Web",
"Infringement Review - Parking","2018-02-09T17:08:00.000","2018-03-06T11:43:00.000","Closed","Web",
"Infringement Review - Local Law","2018-09-12T20:55:00.000",,"Awaiting Customer Information","Web",
"Infringement Review - Parking","2018-01-09T19:05:00.000","2018-01-10T12:36:00.000","Closed as Duplicate","Web",
"Graffiti Removal Request","2018-05-25T08:34:00.000","2018-05-28T08:56:00.000","Closed","Phone","Melbourne"
"Tree Maintenance Request","2018-07-24T11:07:00.000","2018-07-31T14:13:00.000","Closed","Phone",
"Illegally Dumped Rubbish","2018-02-12T11:51:00.000","2018-02-12T15:28:00.000","Closed","Phone","Carlton"
"Infringement Review - Parking","2018-07-16T09:30:00.000","2018-08-08T11:38:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-19T20:41:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-22T22:37:00.000",,"New","Web",
"Infringement Review - Parking","2018-06-12T13:20:00.000","2018-07-06T15:33:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-02T10:01:00.000","2018-05-08T12:45:00.000","Closed","Mail",
"Infringement Review - Parking","2018-07-10T11:24:00.000",,"Awaiting Customer Information","Web",
"Infringement Review - Parking","2018-07-17T15:29:00.000","2018-08-09T09:43:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-12T10:18:00.000","2018-06-12T10:28:00.000","Closed","Proactive",
"Request for Parking Officer","2018-07-03T08:50:00.000","2018-07-03T11:21:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-06-13T10:30:00.000","2018-07-09T13:18:00.000","Closed","Mail",
"Infringement Review - Parking","2018-05-31T22:20:00.000",,"New","Web",
"Request for Parking Officer","2018-08-15T12:04:00.000","2018-08-15T15:02:00.000","Closed","Web","North Melbourne"
"Request for Parking Officer","2018-09-21T16:12:00.000","2018-09-22T10:04:00.000","Closed","Phone","South Yarra"
"Infringement Review - Parking","2018-07-12T09:42:00.000","2018-08-10T13:16:00.000","Closed","Web",
"Request for Parking Officer","2018-09-01T10:47:00.000","2018-09-01T13:59:00.000","Closed","Web","Southbank"
"Infringement Review - Parking","2018-01-12T10:56:00.000","2018-02-01T17:36:00.000","Closed","Mail",
"Illegally Dumped Rubbish","2018-06-17T12:47:00.000","2018-06-18T12:25:00.000","Closed","Web","Melbourne"
"Illegally Dumped Rubbish","2018-02-12T10:46:00.000","2018-02-21T09:19:00.000","Closed","Snap Send Solve",
"Infringement Review - Parking","2018-04-25T15:58:00.000",,"New","Web",
"Infringement Review - Parking","2018-03-16T22:30:00.000",,"New","Web",
"Infringement Review - Parking","2018-01-20T19:12:00.000","2018-02-08T16:12:00.000","Closed","Web",
"Tree Maintenance Request","2018-02-13T08:12:00.000","2018-02-21T12:18:00.000","Closed","Web","Parkville"
"Graffiti Removal Request","2018-07-01T08:38:00.000","2018-07-03T08:08:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-02-19T09:10:00.000",,"New","Mail",
"Request for Parking Officer","2018-02-26T11:12:00.000","2018-02-26T11:22:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-07T07:27:00.000","2018-09-10T13:34:00.000","Closed","Web",
"Graffiti Removal Request","2018-01-05T09:23:00.000","2018-01-19T08:36:00.000","Closed","Phone","Kensington"
"Tree Maintenance Request","2018-04-13T09:30:00.000","2018-04-25T10:50:00.000","Closed","Email","Melbourne"
"Request for Parking Officer","2018-02-27T14:11:00.000","2018-02-27T14:24:00.000","Closed","Phone","Carlton"
"Request for Parking Officer","2018-09-04T12:16:00.000","2018-09-04T12:53:00.000","Closed","Web","East Melbourne"
"Infringement Review - Parking","2018-06-08T16:56:00.000","2018-07-05T14:51:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-28T12:33:00.000","2018-09-20T11:39:00.000","Closed","Mail",
"Infringement Review - Parking","2018-06-14T11:57:00.000",,"New","Web",
"Infringement Review - Parking","2018-03-02T21:10:00.000","2018-04-03T09:10:00.000","Closed","Web",
"Request for Parking Officer","2018-03-25T15:25:00.000","2018-03-26T06:55:00.000","Closed","Web","Kensington"
"Infringement Review - Parking","2018-05-01T12:36:00.000","2018-05-30T08:10:00.000","Closed","Email",
"Illegally Dumped Rubbish","2018-06-18T07:54:00.000","2018-06-18T12:49:00.000","Closed","Web","Melbourne"
"Tree Maintenance Request","2018-06-12T12:53:00.000","2018-06-15T13:59:00.000","Closed","Web","Southbank"
"Graffiti Removal Request","2018-01-15T16:05:00.000","2018-01-18T16:53:00.000","Closed","Email","Melbourne"
"Infringement Review - Parking","2018-01-10T16:19:00.000","2018-02-01T11:18:00.000","Closed","Email",
"Request for Parking Officer","2018-03-28T11:53:00.000","2018-03-28T12:15:00.000","Closed","Phone","Melbourne"
"Infringement Review - Parking","2018-06-29T15:32:00.000",,"New","Web",
"Infringement Review - Parking","2018-09-24T09:56:00.000","2018-10-17T11:49:00.000","Closed","Web",
"Infringement Review - Parking","2018-05-21T16:51:00.000",,"New","Web",
"Abandoned Vehicles","2018-09-27T15:07:00.000","2018-10-03T12:37:00.000","Closed","Phone","Docklands"
"Infringement Review - Parking","2018-08-14T13:59:00.000","2018-09-06T12:03:00.000","Closed","Web",
"Infringement Review - Parking","2018-01-10T15:20:00.000","2018-01-11T14:52:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-19T21:43:00.000",,"New","Web",
"Infringement Review - Parking","2018-01-12T17:26:00.000","2018-02-02T11:21:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-26T09:41:00.000",,"New","Mail",
"Infringement Review - Parking","2018-06-07T14:03:00.000","2018-07-05T10:56:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-04T16:21:00.000","2018-07-02T08:16:00.000","Closed","Web",
"Infringement Review - Parking","2018-03-06T22:56:00.000","2018-04-06T13:43:00.000","Closed","Web",
"Illegally Dumped Rubbish","2018-07-31T13:06:00.000","2018-08-03T15:29:00.000","Closed","Proactive","Melbourne"
"Infringement Review - Parking","2018-02-07T22:36:00.000","2018-03-01T13:15:00.000","Closed","Web",
"Infringement Review - Parking","2018-08-22T16:45:00.000","2018-09-14T15:21:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-28T12:42:00.000",,"New","Web",
"Illegally Dumped Rubbish","2018-01-12T15:12:00.000","2018-01-15T14:32:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-03-14T09:19:00.000","2018-04-16T08:29:00.000","Closed","Web",
"Infringement Review - Parking","2018-09-06T12:43:00.000","2018-09-13T15:09:00.000","Closed","Web",
"Infringement Review - Parking","2018-03-25T23:11:00.000",,"New","Web",
"Request for Parking Officer","2018-04-04T16:41:00.000","2018-04-23T09:19:00.000","Closed","Phone","West Melbourne"
"Request for Parking Officer","2018-02-10T00:36:00.000","2018-02-10T00:39:00.000","Closed","Web","Docklands"
"Graffiti Removal Request","2018-02-26T16:37:00.000","2018-02-27T14:25:00.000","Closed","Phone","Southbank"
"Request for Parking Officer","2018-06-02T20:02:00.000","2018-06-02T21:15:00.000","Closed","Web","North Melbourne"
"Infringement Review - Parking","2018-04-05T10:05:00.000","2018-05-04T15:22:00.000","Closed","Mail",
"Infringement Review - Parking","2018-02-08T08:41:00.000","2018-03-02T16:17:00.000","Closed","Web",
"Illegally Dumped Rubbish","2018-09-03T11:03:00.000","2018-09-04T09:17:00.000","Closed","Web","West Melbourne"
"Request for Parking Officer","2018-09-10T13:59:00.000","2018-09-10T14:53:00.000","Closed","Web","Melbourne"
"Graffiti Removal Request","2018-02-15T09:29:00.000","2018-02-21T13:42:00.000","Closed","Phone","Southbank"
"Infringement Review - Parking","2018-06-19T10:17:00.000",,"New","Mail",
"Infringement Review - Parking","2018-04-19T15:07:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-19T15:07:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-10T15:56:00.000",,"New","Web",
"Request for Parking Officer","2018-07-06T07:05:00.000","2018-07-06T11:12:00.000","Closed","Web","South Yarra"
"Tree Maintenance Request","2018-02-09T10:37:00.000","2018-03-05T13:19:00.000","Closed","Phone","Kensington"
"Request for Parking Officer","2018-07-21T08:14:00.000","2018-07-21T08:20:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-09-20T11:46:00.000","2018-09-24T09:13:00.000","Closed","Web",
"Infringement Review - Parking","2018-06-29T01:34:00.000",,"New","Web",
"Infringement Review - Parking","2018-05-04T16:15:00.000","2018-05-14T13:40:00.000","Closed","Phone","Carlton"
"Graffiti Removal Request","2018-07-28T09:25:00.000","2018-07-30T14:16:00.000","Closed","Web","Melbourne"
"Graffiti Removal Request","2018-08-06T07:20:00.000","2018-08-07T08:11:00.000","Closed","Web","Melbourne"
"Infringement Review - Parking","2018-07-28T14:37:00.000",,"New","Web",
"Infringement Review - Parking","2018-04-19T08:39:00.000","2018-04-27T10:02:00.000","Closed as Duplicate","Mail",
"Request for Parking Officer","2018-06-12T12:24:00.000","2018-06-12T13:01:00.000","Closed","Phone","North Melbourne"
"Graffiti Removal Request","2018-03-08T14:46:00.000","2018-03-28T13:31:00.000","Closed","Snap Send Solve",
"Infringement Review - Parking","2018-06-25T08:59:00.000",,"New","Mail",
"Rough Sleeping","2018-08-26T13:04:00.000","2018-08-30T10:18:00.000","Closed","Phone","Melbourne"
"Request for Parking Officer","2018-05-30T14:41:00.000","2018-05-30T21:08:00.000","Closed","Phone","South Yarra"
