"request_status","date_received","date_completed","suburb","category","service_desc","days_to_complete"
"CLOSED    ","2016-05-18T00:00:00.000","2016-05-19T00:00:00.000","West Melbourne","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2016-05-18T00:00:00.000","2016-06-10T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","23"
"CLOSED    ","2016-05-02T00:00:00.000","2016-05-25T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","23"
"CLOSED    ","2016-03-17T00:00:00.000","2016-03-22T00:00:00.000","Kensington","Parks and Trees","Condition of Assets in Parks","5"
"CLOSED    ","2016-03-30T00:00:00.000","2016-03-31T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","1"
"CLOSED    ","2016-03-31T00:00:00.000","2016-04-05T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-03-30T00:00:00.000","2016-04-11T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2016-03-31T00:00:00.000","2016-04-05T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-03-31T00:00:00.000","2016-04-04T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","4"
"CLOSED    ","2016-04-01T00:00:00.000","2016-04-04T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-04-01T00:00:00.000","2016-04-04T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-23T00:00:00.000","2016-05-25T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-05-23T00:00:00.000","2016-05-24T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-24T00:00:00.000","2016-05-25T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-02-25T00:00:00.000","2016-03-03T00:00:00.000","Southbank","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-03-17T00:00:00.000","2016-03-21T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-05-12T00:00:00.000","2016-05-16T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-05-12T00:00:00.000","2016-05-17T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-05-12T00:00:00.000","2016-05-17T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2016-05-12T00:00:00.000","2016-05-30T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","18"
"CLOSED    ","2016-05-27T00:00:00.000","2016-05-30T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-25T00:00:00.000","2016-05-26T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-25T00:00:00.000","2016-05-27T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-05-26T00:00:00.000","2016-05-26T00:00:00.000","Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-05-26T00:00:00.000","2016-05-27T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-27T00:00:00.000","2016-05-30T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-03T00:00:00.000","2016-05-23T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2016-05-03T00:00:00.000","2016-05-06T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-02-25T00:00:00.000","2016-03-22T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","26"
"CLOSED    ","2016-03-17T00:00:00.000","2016-03-22T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-03-21T00:00:00.000","2016-03-22T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2016-05-14T00:00:00.000","2016-05-19T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2016-04-04T00:00:00.000","2016-04-26T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","22"
"CLOSED    ","2016-05-27T00:00:00.000","2016-05-30T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-28T00:00:00.000","2016-06-07T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","10"
"CLOSED    ","2016-05-29T00:00:00.000","2016-06-02T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-05-30T00:00:00.000","2016-05-31T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-30T00:00:00.000","2016-05-31T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-31T00:00:00.000","2016-06-14T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2016-02-26T00:00:00.000","2016-03-02T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2016-02-26T00:00:00.000","2016-02-29T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-02-27T00:00:00.000","2016-03-02T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-03-21T00:00:00.000","2016-03-30T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","9"
"CLOSED    ","2016-03-21T00:00:00.000","2016-03-23T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-21T00:00:00.000","2016-03-23T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-04-05T00:00:00.000","2016-04-06T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Syringe pick-up services","1"
"CLOSED    ","2016-04-06T00:00:00.000","2016-04-07T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","1"
"CLOSED    ","2016-05-30T00:00:00.000","2016-06-07T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","8"
"CLOSED    ","2016-05-31T00:00:00.000","2016-06-01T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-31T00:00:00.000","2016-06-16T00:00:00.000","West Melbourne","Graffiti","Graffiti Removal ","16"
"CLOSED    ","2016-05-04T00:00:00.000","2016-05-05T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-03-21T00:00:00.000","2016-03-30T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2016-04-07T00:00:00.000","2016-04-13T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-04-07T00:00:00.000","2016-04-14T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","7"
"CLOSED    ","2016-04-08T00:00:00.000","2016-04-11T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-05-31T00:00:00.000","2016-06-01T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-31T00:00:00.000","2016-06-01T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-06-02T00:00:00.000","2016-06-08T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","6"
"CLOSED    ","2016-06-01T00:00:00.000","2016-06-02T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-06-02T00:00:00.000","2016-06-06T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-05-02T00:00:00.000","2016-05-11T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2016-03-22T00:00:00.000","2016-03-24T00:00:00.000","Carlton","Parks and Trees","Tree Maintenance Services","2"
"CLOSED    ","2016-04-08T00:00:00.000","2016-04-20T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2016-04-08T00:00:00.000","2016-04-20T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","12"
"CLOSED    ","2016-05-16T00:00:00.000","2016-05-18T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2016-06-02T00:00:00.000","2016-06-09T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","7"
"CLOSED    ","2016-06-03T00:00:00.000","2016-06-06T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-06-03T00:00:00.000","2016-06-06T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","3"
"CLOSED    ","2016-06-07T00:00:00.000","2016-06-10T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-06-06T00:00:00.000","2016-06-15T00:00:00.000","Docklands","Parks and Trees","Tree Maintenance Services","9"
"CLOSED    ","2016-02-23T00:00:00.000","2016-02-25T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-23T00:00:00.000","2016-02-26T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","3"
"CLOSED    ","2016-05-02T00:00:00.000","2016-05-11T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2016-02-24T00:00:00.000","2016-02-29T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","5"
"CLOSED    ","2016-03-26T00:00:00.000","2016-03-30T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-03-29T00:00:00.000","2016-04-04T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-05-10T00:00:00.000","2016-05-11T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-05-10T00:00:00.000","2016-05-12T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-02-15T00:00:00.000","2016-02-19T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2016-05-16T00:00:00.000","2016-05-17T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-04-12T00:00:00.000","2016-04-15T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","3"
"CLOSED    ","2016-05-17T00:00:00.000","2016-05-17T00:00:00.000","Southbank","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-04-12T00:00:00.000","2016-04-15T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2016-04-13T00:00:00.000","2016-04-13T00:00:00.000","Docklands","Parking","Parking Compliance Services","1"
"CLOSED    ","2016-06-07T00:00:00.000","2016-06-09T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-06-06T00:00:00.000","2016-06-10T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-06-08T00:00:00.000","2016-06-10T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2016-06-07T00:00:00.000","2016-06-07T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-06-07T00:00:00.000","2016-06-08T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2016-03-07T00:00:00.000","2016-03-09T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2016-02-15T00:00:00.000","2016-02-22T00:00:00.000","Parkville","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-02-15T00:00:00.000","2016-02-16T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-02-16T00:00:00.000","2016-02-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-02-16T00:00:00.000","2016-03-24T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","37"
"CLOSED    ","2016-02-16T00:00:00.000","2016-02-17T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-02-16T00:00:00.000","2016-02-22T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Damaged Bins ","6"
"CLOSED    ","2016-04-13T00:00:00.000","2016-04-20T00:00:00.000","Parkville","Roads and Traffic","Road and Footpath Maintenance ","7"
"CLOSED    ","2016-04-14T00:00:00.000","2016-04-18T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2016-06-08T00:00:00.000","2016-06-14T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2016-06-09T00:00:00.000","2016-06-22T00:00:00.000","West Melbourne","Parks and Trees","Tree Maintenance Services","13"
"CLOSED    ","2016-06-10T00:00:00.000","2016-06-17T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-06-14T00:00:00.000","2016-06-21T00:00:00.000","South Yarra","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2016-06-14T00:00:00.000","2016-06-16T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-07T00:00:00.000","2016-03-09T00:00:00.000","Parkville","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-03-08T00:00:00.000","2016-03-16T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2016-03-08T00:00:00.000","2016-03-11T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","3"
"CLOSED    ","2016-02-17T00:00:00.000","2016-02-23T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","6"
"CLOSED    ","2016-05-17T00:00:00.000","2016-05-18T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2016-04-15T00:00:00.000","2016-04-20T00:00:00.000","Melbourne","Roads and Traffic","Traffic Management ","5"
"CLOSED    ","2016-06-14T00:00:00.000","2016-06-16T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-06-14T00:00:00.000","2016-06-20T00:00:00.000","Southbank","Waste, Street Cleaning and Litter ","Missed Bin Collection","6"
"CLOSED    ","2016-06-14T00:00:00.000","2016-06-16T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2016-06-16T00:00:00.000","2016-06-17T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2014-12-05T00:00:00.000","2014-12-15T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2014-12-06T00:00:00.000","2014-12-08T00:00:00.000","East Melbourne","Parks and Trees","Condition of Assets in Parks","2"
"CLOSED    ","2015-02-03T00:00:00.000","2015-02-17T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","14"
"CLOSED    ","2015-03-27T00:00:00.000","2015-04-01T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","5"
"CLOSED    ","2015-03-27T00:00:00.000","2015-03-30T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-03-28T00:00:00.000","2015-04-01T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","4"
"CLOSED    ","2015-03-30T00:00:00.000","2015-04-29T00:00:00.000","Kensington","Parks and Trees","Lawns and Irrigation ","30"
"CLOSED    ","2015-03-30T00:00:00.000","2015-04-01T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-03-31T00:00:00.000","2015-04-09T00:00:00.000","South Yarra","Graffiti","Graffiti Removal ","9"
"CLOSED    ","2014-12-08T00:00:00.000","2014-12-10T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2014-12-08T00:00:00.000","2014-12-11T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Public Litter Bin ","3"
"CLOSED    ","2014-12-09T00:00:00.000","2015-01-07T00:00:00.000","Melbourne","Parks and Trees","Tree Maintenance Services","29"
"CLOSED    ","2014-12-09T00:00:00.000","2014-12-15T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","6"
"CLOSED    ","2014-12-09T00:00:00.000","2015-01-07T00:00:00.000","Docklands","Graffiti","Graffiti Removal ","29"
"CLOSED    ","2015-02-05T00:00:00.000","2015-02-10T00:00:00.000","Melbourne","Roads and Traffic","Road and Footpath Maintenance ","5"
"CLOSED    ","2015-02-05T00:00:00.000","2015-02-05T00:00:00.000","Docklands","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-02-06T00:00:00.000","2015-03-02T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","24"
"CLOSED    ","2015-02-06T00:00:00.000","2015-02-09T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-03-31T00:00:00.000","2015-04-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","2"
"CLOSED    ","2015-04-01T00:00:00.000","2015-04-16T00:00:00.000","Carlton","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-04-01T00:00:00.000","2015-04-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-04-02T00:00:00.000","2015-04-07T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Damaged Bins ","5"
"CLOSED    ","2014-12-10T00:00:00.000","2014-12-15T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2014-12-11T00:00:00.000","2014-12-12T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2014-12-12T00:00:00.000","2014-12-15T00:00:00.000","East Melbourne","Waste, Street Cleaning and Litter ","Street Cleaning services","3"
"CLOSED    ","2014-12-12T00:00:00.000","2015-02-10T00:00:00.000","Carlton North","Parks and Trees","Park Cleaning ","60"
"CLOSED    ","2015-02-06T00:00:00.000","2015-02-09T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-02-09T00:00:00.000","2015-02-12T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","3"
"CLOSED    ","2015-02-09T00:00:00.000","2015-02-11T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2015-02-10T00:00:00.000","2015-02-18T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-02-10T00:00:00.000","2015-02-12T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-04-03T00:00:00.000","2015-05-04T00:00:00.000","Docklands","Parks and Trees","Lawns and Irrigation ","31"
"CLOSED    ","2015-04-04T00:00:00.000","2015-06-24T00:00:00.000","Melbourne","Parks and Trees","Tree Maintenance Services","81"
"CLOSED    ","2015-04-07T00:00:00.000","2015-04-17T00:00:00.000","Carlton North","Graffiti","Graffiti Removal ","10"
"CLOSED    ","2015-04-08T00:00:00.000","2015-04-22T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","14"
"CLOSED    ","2014-12-12T00:00:00.000","2014-12-18T00:00:00.000","Parkville","Parks and Trees","Tree Maintenance Services","6"
"CLOSED    ","2014-12-12T00:00:00.000","2015-02-10T00:00:00.000","Melbourne","Parks and Trees","Park Cleaning ","60"
"CLOSED    ","2014-12-15T00:00:00.000","2015-02-10T00:00:00.000","Kensington","Parks and Trees","Park Cleaning ","57"
"CLOSED    ","2015-02-10T00:00:00.000","2015-02-12T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-02-11T00:00:00.000","2015-02-12T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-02-11T00:00:00.000","2015-02-18T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","7"
"CLOSED    ","2015-02-11T00:00:00.000","2015-02-16T00:00:00.000","Carlton","Asset maintenance","Public Toilets ","5"
"CLOSED    ","2015-02-12T00:00:00.000","2015-02-13T00:00:00.000","Docklands","Waste, Street Cleaning and Litter ","Public Litter Bin ","1"
"CLOSED    ","2015-04-08T00:00:00.000","2015-05-06T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","28"
"CLOSED    ","2015-04-09T00:00:00.000","2015-04-10T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-04-09T00:00:00.000","2015-04-13T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missing Bin ","4"
"CLOSED    ","2015-04-09T00:00:00.000","2015-04-13T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","4"
"CLOSED    ","2014-12-16T00:00:00.000","2014-12-19T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Damaged Bins ","3"
"CLOSED    ","2014-12-17T00:00:00.000","2014-12-18T00:00:00.000","East Melbourne","Parks and Trees","Tree Maintenance Services","1"
"CLOSED    ","2014-12-18T00:00:00.000","2015-01-08T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","21"
"CLOSED    ","2014-12-19T00:00:00.000","2014-12-22T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2014-12-21T00:00:00.000","2014-12-23T00:00:00.000","Melbourne","Parks and Trees","Condition of Assets in Parks","2"
"CLOSED    ","2015-02-13T00:00:00.000","2015-02-18T00:00:00.000","South Yarra","Waste, Street Cleaning and Litter ","Waste collection services","5"
"CLOSED    ","2015-02-13T00:00:00.000","2015-02-16T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-02-13T00:00:00.000","2015-02-16T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-02-13T00:00:00.000","2015-02-16T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Missed Bin Collection","3"
"CLOSED    ","2015-02-15T00:00:00.000","2015-02-19T00:00:00.000","Carlton North","Graffiti","Graffiti Removal ","4"
"CLOSED    ","2015-02-16T00:00:00.000","2015-02-18T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missing Bin ","2"
"CLOSED    ","2015-02-16T00:00:00.000","2015-02-19T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","3"
"CLOSED    ","2015-04-13T00:00:00.000","2015-04-28T00:00:00.000","Kensington","Parks and Trees","Park Cleaning ","15"
"CLOSED    ","2015-04-13T00:00:00.000","2015-05-13T00:00:00.000","Southbank","Roads and Traffic","Drain Maintenance ","30"
"CLOSED    ","2014-12-29T00:00:00.000","2014-12-30T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-02-18T00:00:00.000","2015-02-23T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","5"
"CLOSED    ","2015-02-18T00:00:00.000","2015-02-20T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","2"
"CLOSED    ","2015-02-18T00:00:00.000","2015-03-02T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Waste collection services","12"
"CLOSED    ","2014-12-29T00:00:00.000","2014-12-30T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2014-12-30T00:00:00.000","2014-12-31T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2014-12-30T00:00:00.000","2014-12-30T00:00:00.000","Melbourne","Asset maintenance","Public Toilets ","1"
"CLOSED    ","2014-12-31T00:00:00.000","2015-01-14T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","14"
"CLOSED    ","2015-01-01T00:00:00.000","2015-01-02T00:00:00.000","Parkville","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-02-19T00:00:00.000","2015-03-04T00:00:00.000","East Melbourne","Parks and Trees","Lawns and Irrigation ","13"
"CLOSED    ","2015-02-19T00:00:00.000","2015-03-11T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","20"
"CLOSED    ","2015-01-05T00:00:00.000","2015-01-07T00:00:00.000","Kensington","Parks and Trees","Tree Maintenance Services","2"
"CLOSED    ","2015-01-05T00:00:00.000","2015-01-06T00:00:00.000","West Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","1"
"CLOSED    ","2015-01-05T00:00:00.000","2015-01-20T00:00:00.000","North Melbourne","Graffiti","Graffiti Removal ","15"
"CLOSED    ","2015-01-05T00:00:00.000","2015-01-13T00:00:00.000","East Melbourne","Graffiti","Graffiti Removal ","8"
"CLOSED    ","2015-02-23T00:00:00.000","2015-03-11T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","16"
"CLOSED    ","2015-02-23T00:00:00.000","2015-02-25T00:00:00.000","North Melbourne","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-02-24T00:00:00.000","2015-02-26T00:00:00.000","Kensington","Graffiti","Graffiti Removal ","2"
"CLOSED    ","2015-01-06T00:00:00.000","2015-01-06T00:00:00.000","Southbank","Parks and Trees","Condition of Assets in Parks","1"
"CLOSED    ","2015-01-06T00:00:00.000","2015-01-08T00:00:00.000","Kensington","Waste, Street Cleaning and Litter ","Missed Bin Collection","2"
"CLOSED    ","2015-01-08T00:00:00.000","2015-01-09T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Waste collection services","1"
"CLOSED    ","2015-01-08T00:00:00.000","2015-01-14T00:00:00.000","Carlton","Waste, Street Cleaning and Litter ","Public Litter Bin ","6"
"CLOSED    ","2015-02-27T00:00:00.000","2015-02-27T00:00:00.000","North Melbourne","Parking","Parking Compliance Services","1"
"CLOSED    ","2015-02-28T00:00:00.000","2015-03-03T00:00:00.000","Melbourne","Waste, Street Cleaning and Litter ","Public Litter Bin ","3"
"CLOSED    ","2014-11-10T00:00:00.000","2014-11-14T00:00:00.000","Melbourne","Graffiti","Graffiti Removal ","4"
