"the_geom","objectid","asset_id","bmp","emp","b_lat","b_lon","b_ele","e_lat","e_lon","e_ele","beg_frame","end_frame","comments","prefix","route","session_nm","island","lane_id","direction","surveyed","source","type","length","obstructed","damaged","condition","deliveryid","lrm_name","nhs","pfes_id","shape_length","weathered","height","vegetation"
"MULTILINESTRING ((-154.986230478454 19.553781977569, -154.986220479226 19.553781977742))","13303","-LdM9ZgzIFyGKi6CWzfpPk","6.67139","6.67139","19.55378545","-154.98624499","489.899993896484","19.55378545","-154.98624499","489.899993896484","3384","3384",,"SR","130","Hawaii_SR_130_CTR_+_2019","Hawaii","CTR","+MP","23-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_130_+MP_6.49","1.11310890335753","NO","47","NO"
"MULTILINESTRING ((-156.366420940931 20.928998783642, -156.366410939999 20.928998783646))","7764","-LdGaPpeG_mh15xFgsFZnF","8.02734","8.02734","20.92900221","-156.3664354","87.8000030517578","20.92900221","-156.3664354","87.8000030517578","4135","4135",,"SR","36","Maui_SR_36_CTR_-_2019","Maui","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11329860612759","NO","50","NO"
"MULTILINESTRING ((-156.066543328663 20.649568808339, -156.066533327981 20.649568807935))","4310","-LdgCHedGIm0gw9yjqkphV","26.78348","26.78348","20.64957224","-156.0665578","174.199996948242","20.64957224","-156.0665578","174.199996948242","5926","5926",,"CR","3700","Maui_CR_3700_CTR_-_2019","Maui","CTR","-MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11327089100353","NO","43","NO"
"MULTILINESTRING ((-156.286597546456 20.614511711881, -156.286715485006 20.614504650948))","4270","-LeoRj0TIUuR1GK9rXJj6V","9.9275","9.9198","20.61451515","-156.28661201","1457.19995117188","20.61450809","-156.28672995","1459.09997558594","14362","14366",,"CR","3700","Maui_CR_3700_CTR_-_2019","Maui","CTR","-MP","27-MAR-2019","MS2019","Ground-Mounted Delineator","40","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","13.1556906397715","NO","41","NO"
"MULTILINESTRING ((-157.835279342736 21.453725730317, -157.83526934344 21.453725730269))","2957","-M0ysPniFHqRkFkhK1FwlV","36.61239","36.61239","21.45372915","-157.83529374","80.8000030517578","21.45372915","-157.83529374","80.8000030517578","3481","3481",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11311649905125","NO","41","NO"
"MULTILINESTRING ((-156.896140169625 20.758640523542, -156.896130169432 20.758640522992))","9379","-L_hJhr1Iry8DsfQWS-m4k","11.44891","11.44891","20.75864397","-156.89615461","792.400024414063","20.75864397","-156.89615461","792.400024414063","5751","5751",,"SR","440","Lanai_SR_440_CTR_+_2019","Lanai","CTR","+MP","01-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Lanai_440_+MP_9.64","1.11321643186815","NO","31","NO"
"MULTILINESTRING ((-158.026034484299 21.344190955408, -158.02602448331 21.344190956155))","3097","-M0VBIL3G4ubpKVoXj_0VF","3.70297","3.70297","21.34419438","-158.02604888","93.8000030517578","21.34419438","-158.02604888","93.8000030517578","1504","1504",,"SR","76","Oahu_SR_76_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11330502465913","NO","40","NO"
"MULTILINESTRING ((-157.886825040602 21.329014252974, -157.886815040013 21.329014252699))","1113","-LaomUx8HPTLdXWkrCDp3V","3.97189","3.97189","21.32901768","-157.88683944","66.1999969482422","21.32901768","-157.88683944","66.1999969482422","2035","2035",,"SR","92","Oahu_SR_92_CTR_+_2019","Oahu","CTR","+MP","03-MAR-2019","MS2019","Tubular Marker White","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_92_+MP_3.53","1.11326052669583","NO","27","NO"
"MULTILINESTRING ((-155.556006741975 19.078946883613, -155.556110783461 19.078692148381))","14364","-LdMOaKsFN5uzsxhtOKMXF","61.34108","61.35989","19.07895038","-155.55602126","333","19.07869565","-155.5561253","334.399993896484","30653","30663",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Ground-Mounted Delineator","99","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_60.84","32.1628727182766","NO","41","NO"
"MULTILINESTRING ((-157.751829000378 21.413756171921, -157.751819000177 21.413756171505))","3625","-M-rZi-_GbXd35crUgPPnV","3.58669","3.58669","21.41375959","-157.75184341","67.5999984741211","21.41375959","-157.75184341","67.5999984741211","332","332",,"SR","65","Oahu_SR_65_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11321726180008","NO","45","NO"
"MULTILINESTRING ((-159.592101325972 21.911882344307, -159.592096899315 21.911910635829))","4971","-Lf2BSiTFzPXSzwCmSifB-","0.31854","0.32001","21.91188575","-159.59211565","145.5","21.91191404","-159.59211122","145.399993896484","211","212",,"CR","543","Kauai_CR_543_CTR_+_2019","Kauai","CTR","+MP","08-APR-2019","MS2019","Ground-Mounted Delineator","10","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","3.43020970265743","NO","47","NO"
"MULTILINESTRING ((-156.002731805623 19.71933988244, -156.002689740342 19.7193358909))","5399","-LbTxyaOIEu3Wg9e8p7A5V","1.66278","1.66004","19.71934336","-156.0027463","753.700012207031","19.71933937","-156.00270423","754.900024414063","1037","1039",,"CR","198","Hawaii_CR_198_CTR_-_2019","Hawaii","CTR","-MP","12-MAR-2019","MS2019","Tubular Marker Yellow","15","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","4.70641531784119","NO","42","NO"
"MULTILINESTRING ((-157.661693318682 21.299689714383, -157.661683318772 21.299689714351))","1390","-Lfc-N4VFNyFurahGnHI3k","9.30905","9.30905","21.29969314","-157.66170773","84.5","21.29969314","-157.66170773","84.5","4701","4701",,"SR","72","Oahu_SR_72_CTR_+_2019","Oahu","CTR","+MP","12-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_72_+MP_8.04","1.11318484321929","NO","43","NO"
"MULTILINESTRING ((-157.99396811069 21.419939651052, -157.993958111383 21.419939650632))","833","-LaqEp0QGau9dR8WBBpfsk","1.81701","1.81701","21.41994307","-157.99398251","412.5","21.41994307","-157.99398251","412.5","952","952",,"SR","H-2","Oahu_SR_H-2_CTR_+_2019","Oahu","CTR","+MP","09-FEB-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-2_+MP_0.38","1.11311775559491","NO","94","NO"
"MULTILINESTRING ((-155.92615406286 19.532021296427, -155.926161191413 19.532033260287, -155.926170660623 19.532047920636))","14663","-LcI4GEHI5LGg81ITIx2MV","112.73524","112.73735","19.53202478","-155.92616856","1510.5","19.53205141","-155.92618516","1510.59997558594","56303","56304",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker Yellow","11","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_109.21","3.64793067248092","NO","49","NO"
"MULTILINESTRING ((-155.684522231277 19.797512752601, -155.684512231702 19.797512752809))","11085","-Ld7z1FKIQDfG2Z_24XmlV","37.68927","37.68927","19.79751622","-155.68453673","4386.5","19.79751622","-155.68453673","4386.5","18853","18853",,"SR","200","Hawaii_SR_200_CTR_+_2019","Hawaii","CTR","+MP","28-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_200_+MP_33.03","1.11314755705507","NO","47","NO"
"MULTILINESTRING ((-157.794466833151 21.38219588494, -157.794456834016 21.382195884453))","1545","-LaWWcH7HAuUlue20gKMbF","10.4524","10.4524","21.3821993","-157.79448124","309.799987792969","21.3821993","-157.79448124","309.799987792969","2466","2466",,"SR","H-3","Oahu_SR_H-3_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11309863778958","NO","51","NO"
"MULTILINESTRING ((-157.865955985921 21.325005378671, -157.866051507769 21.325109846077, -157.866147449937 21.325204924532))","354","-Lau_XXkILTNCGNhM7dNW-","0.01097","0.02951","21.3250088","-157.86597039","73.3000030517578","21.32520835","-157.86616185","72.5999984741211","58","63",,"RMP","H-1","Oahu_RMP_H-1_WB_20BB_CTR_+_2019","Oahu","WB","+MP","07-FEB-2019","MS2019","Ground-Mounted Delineator","97","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Oahu_H-1_+MP_0","31.9924836762015","NO","48","NO"
"MULTILINESTRING ((-157.949173236537 21.67725876467, -157.949163236106 21.677258764575))","2762","-LaSY3qPFDTn_OwnmvvqbF","15.5912","15.5912","21.67726217","-157.94918763","59.5999984741211","21.67726217","-157.94918763","59.5999984741211","13976","13976",,"SR","83","Oahu_SR_83_CTR_-_2019","Oahu","CTR","-MP","24-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11324294289721","NO","29","NO"
"MULTILINESTRING ((-155.008484489013 19.582891170914, -155.00851255475 19.582894849927))","13270","-LdBjO1wHIaNMdqH6h_1V-","4.19727","4.19614","19.58289464","-155.008499","381.5","19.58289832","-155.00852707","382.299987792969","8850","8851",,"SR","130","Hawaii_SR_130_CTR_-_2019","Hawaii","CTR","-MP","23-MAR-2019","MS2019","Tubular Marker White","10","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","3.154358438083","NO","36","NO"
"MULTILINESTRING ((-156.287051890015 20.921875381818, -156.287041889084 20.921875381713))","7797","-Lchsh2bGcPBF5vw7GEVbV","14.44778","14.44778","20.92187881","-156.28706635","601","20.92187881","-156.28706635","601","7262","7262",,"SR","36","Maui_SR_36_CTR_+_2019","Maui","CTR","+MP","14-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_36_+MP_8.95","1.11329856521982","NO","49","NO"
"MULTILINESTRING ((-157.855734838018 21.311881587464, -157.855724837698 21.311881588094))","1985","-M0L2L52IHyplzjk9E4BaV","1.10622","1.10622","21.31188501","-157.85574924","89.1999969482422","21.31188501","-157.85574924","89.1999969482422","346","346",,"SR","98","Oahu_SR_98_CTR_-_2019","Oahu","CTR","-MP","23-DEC-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","1.11323055879862","NO","55","NO"
"MULTILINESTRING ((-157.017911048534 21.087355992166, -157.017901048984 21.087355991818))","6515","-LaQW0XEHITKOnviUIMAtV","0.3382","0.3382","21.08735942","-157.01792548","62.2999992370605","21.08735942","-157.01792548","62.2999992370605","13575","13575",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11314480084121","NO","44","NO"
"MULTILINESTRING ((-155.776610826964 20.100683749437, -155.776700733193 20.100753318098, -155.776792186899 20.10082062071))","10713","-LgADfCOHAaYT5utRFYafk","7.81839","7.83334","20.10068721","-155.77662531","3349.19995117188","20.10082408","-155.77680667","3343.30004882813","3961","3968",,"SR","250","Hawaii_SR_250_CTR_+_2019","Hawaii","CTR","+MP","03-MAR-2019","MS2019","Ground-Mounted Delineator","80","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_250_+MP_6.4","25.9023697531631","NO","45","NO"
"MULTILINESTRING ((-159.654833279045 21.948384060331, -159.654752932733 21.948341112146))","10163","-LdlBc-oGFTn-GvcgQnYBk","21.81175","21.80581","21.94838746","-159.6548476","98.6999969482422","21.94834451","-159.65476725","98.5999984741211","5554","5557",,"SR","50","Kauai_SR_50_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","31","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","10.3231138193882","NO","42","NO"
"MULTILINESTRING ((-156.195445871106 20.878520834465, -156.19543587075 20.878520834677))","8356","-Lf5zj8rIKqiGi1Evt0BHF","8.52482","8.52482","20.87852426","-156.19546033","756.400024414063","20.87852426","-156.19546033","756.400024414063","4288","4288",,"SR","360","Maui_SR_360_CTR_+_2019","Maui","CTR","+MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_360_+MP_3.32","1.1132346171035","NO","41","NO"
"MULTILINESTRING ((-157.783937712881 21.278349355583, -157.784054789009 21.27833597076, -157.784173311358 21.27834270111))","3918","-LbA5XSXFfu1Ar-dhNodqk","0.03381","0.01957","21.27835278","-157.78395212","96","21.27834613","-157.78418772","96.9000015258789","150","157",,"FRO","H1008","Oahu_FRO_H1008_CTR_-_2019","Oahu","CTR","-MP","06-MAR-2019","MS2019","Ground-Mounted Delineator","81","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","26.3489024564416","NO","43","NO"
"MULTILINESTRING ((-156.537494123842 20.965940668447, -156.537484123298 20.965940668373))","8704","-LcCIx4DF-P4wStA2T8Kn-","6.19502","6.19502","20.96594409","-156.53750857","1058.19995117188","20.96594409","-156.53750857","1058.19995117188","1011","1011",,"CR","340","Maui_CR_340_CTR_+_2019","Maui","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_340_+MP_4.28","1.11325541887183","NO","53","NO"
"MULTILINESTRING ((-155.938633032906 19.557558627097, -155.938623033996 19.557558627109))","14647","-LcXR5mBHpPEVgDWiKemjF","114.71956","114.71956","19.55756211","-155.93864753","1249.5","19.55756211","-155.93864753","1249.5","57295","57295",,"SR","11","Hawaii_SR_11_CTR_+_2019","Hawaii","CTR","+MP","19-MAR-2019","MS2019","Tubular Marker Yellow","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Hawaii_11_+MP_113.66","1.11307360977018","NO","20","NO"
"MULTILINESTRING ((-155.123930333966 19.714567455281, -155.123920333887 19.714567455331))","5310","-Lc2sxjtHhLELFbWTLwvNV","1.41581","1.41581","19.71457092","-155.12394484","751","19.71457092","-155.12394484","751","373","373",,"CR","2720","Hawaii_CR_2720_CTR_-_2019","Hawaii","CTR","-MP","21-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11320368202112","NO","52","NO"
"MULTILINESTRING ((-155.114447243074 19.545377409714, -155.114437242234 19.545377408972))","13913","-LdP8uk7F5iMwxJeSuIaNk","14.88815","14.88815","19.54538088","-155.11446176","1649.19995117188","19.54538088","-155.11446176","1649.19995117188","53529","53529",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11328847306242","NO","32","NO"
"MULTILINESTRING ((-156.318102387623 20.746260642031, -156.318092386615 20.746260642121))","7577","-LccLwz2FG5x6cFrk_jvIV","7.93729","7.93729","20.74626408","-156.31811685","3530.69995117188","20.74626408","-156.31811685","3530.69995117188","4017","4017",,"SR","377","Maui_SR_377_CTR_+_2019","Maui","CTR","+MP","20-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","Maui_377_+MP_6","1.11330716317088","NO","42","NO"
"MULTILINESTRING ((-156.741966817381 21.154144038913, -156.741956817553 21.154144039077))","6644","-LaGQdCqIaT3x-AAFO147k","26.937","26.937","21.15414746","-156.74198126","243","21.15414746","-156.74198126","243","13469","13469",,"SR","450","Molokai_SR_450_CTR_+_2019","Molokai","CTR","+MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","YES","POOR","MARCH_2020_1","CDS","NO","Molokai_450_+MP_22","1.11317580582933","NO","23","NO"
"MULTILINESTRING ((-155.413794616566 19.306671427257, -155.413721039862 19.306791336282, -155.413648242135 19.306910516151, -155.413575734917 19.307030401911, -155.41350468777 19.307147658945, -155.413431580877 19.307267619442, -155.413357874086 19.307384709458, -155.413284053863 19.30750416044, -155.413211618034 19.307622534146, -155.413137596923 19.307742469252, -155.413063324799 19.307861750586, -155.412996792565 19.307969112607, -155.412918957822 19.308096065867, -155.412844467977 19.308215726275, -155.412749199301 19.308358138195, -155.412695759026 19.308456560099, -155.412619538528 19.308578333886, -155.412546267739 19.308698335726, -155.412476963275 19.308809138575, -155.412403147995 19.308927427785, -155.412329858846 19.309047384011))","13821","-LdK23pxH5qrfLjXe4YryF","42.94672","42.75723","19.30667491","-155.41380913","2460.89990234375","19.30905087","-155.41234437","2476.10009765625","39524","39616",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","1000","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","324.27132705858","NO","40","NO"
"MULTILINESTRING ((-159.676964687361 22.013870457076, -159.676954687944 22.013870456815))","9983","-Les9gvTHMqOkuSjGI6n5-","5.02054","5.02054","22.01387385","-159.67697901","1811.80004882813","22.01387385","-159.67697901","1811.80004882813","4573","4573",,"SR","550","Kauai_SR_550_CTR_-_2019","Kauai","CTR","-MP","10-APR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11312993660098","NO","40","NO"
"MULTILINESTRING ((-155.333203081157 20.025037470672, -155.333193080575 20.025037470764))","12508","-LdyqKRiFcTdhjePNUs7uF","33.39286","33.39286","20.02504092","-155.33321758","849.900024414063","20.02504092","-155.33321758","849.900024414063","16723","16723",,"SR","19","Hawaii_SR_19_CTR_+_2019","Hawaii","CTR","+MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Hawaii_19_+MP_32.76","1.11325969924855","NO","52","NO"
"MULTILINESTRING ((-155.875259054836 19.228669720374, -155.875245156651 19.228497202525))","13494","-LdAnOQiFhXRGKWUgFeOg-","89.97523","89.9633","19.22867322","-155.87527356","1637.59997558594","19.2285007","-155.87525966","1638.90002441406","16037","16043",,"SR","11","Hawaii_SR_11_CTR_-_2019","Hawaii","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","63","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","20.3980411130085","NO","38","NO"
"MULTILINESTRING ((-156.870222778396 21.053538192411, -156.870212778909 21.053538192535))","6286","-LaLB818Gbu-nEsGPL4ZPF","10.77463","10.77463","21.05354162","-156.87023722","90.8000030517578","21.05354162","-156.87023722","90.8000030517578","8374","8374",,"SR","450","Molokai_SR_450_CTR_-_2019","Molokai","CTR","-MP","24-JAN-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","FAIR","MARCH_2020_1","CDS","NO","NA","1.11313774446639","YES","29","NO"
"MULTILINESTRING ((-156.582882915932 21.016641076462, -156.582872915601 21.016641076074))","9147","-Lc6ebP6FIilPuH9nd0ClV","39.40227","39.40227","21.0166445","-156.58289736","301","21.0166445","-156.58289736","301","19711","19711",,"SR","30","Maui_SR_30_CTR_+_2019","Maui","CTR","+MP","17-MAR-2019","MS2019","Ground-Mounted Delineator","0","NO","NO","GOOD","MARCH_2020_1","CDS","YES","Maui_30_+MP_36","1.11323180518335","NO","40","NO"
"MULTILINESTRING ((-155.127417185731 19.713018223806, -155.127407186665 19.713018224088))","5144","-LbxTCI3HF9kWyoBmAL8D-","1.46159","1.46159","19.71302169","-155.1274317","823","19.71302169","-155.1274317","823","788","788",,"CR","2840","Hawaii_CR_2840_CTR_+_2019","Hawaii","CTR","+MP","21-MAR-2019","MS2019","Tubular Marker Yellow","0","NO","NO","GOOD","MARCH_2020_1","CDS","NO","NA","1.11309101855093","NO","37","NO"
"MULTILINESTRING ((-156.506419166349 20.828287469333, -156.506407232191 20.828561298846, -156.506385484835 20.828873000128, -156.50636481137 20.829121768617))","9075","-Les7XBwH-uiFq6HAn0mnV","4.06748","4.01001","20.8282909","-156.50643362","339.799987792969","20.8291252","-156.50637927","345.399993896484","18896","18925",,"SR","30","Maui_SR_30_CTR_-_2019","Maui","CTR","-MP","22-MAR-2019","MS2019","Ground-Mounted Delineator","304","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","99.562820676855","NO","31","NO"
"MULTILINESTRING ((-155.807355646533 20.020996926695, -155.807104565286 20.020894602965, -155.806847321554 20.020817869686))","11340","-LeDNabII7P9Tr4ghvr_Mk","66.34183","66.30698","20.02100039","-155.80737013","443.799987792969","20.02082133","-155.80686181","456.5","16602","16620",,"SR","19","Hawaii_SR_19_CTR_-_2019","Hawaii","CTR","-MP","13-MAR-2019","MS2019","Ground-Mounted Delineator","187","NO","NO","GOOD","MARCH_2020_1","CDS","YES","NA","60.5109374893379","NO","41","NO"
