"event_type","organization_name","facility_name","direction","city","county","state","create_time","close_time","event_description","responding_organization_id","latitude","longitude"
"roadwork","New York State Department of Transportation (Region 8)","US 6","Both directions","between Patterson","Putnam","NY","2020-04-03T09:59:13.000",,"Roadwork on US 6 both directions between North Main Street (Patterson) and Hoyt Street (Patterson) D263995, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM alternate lanes closure, Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM alternate lanes closure","New York State Department of Transportation (Region 8)","41.396199","-73.619792"
"drainage improvements","Niagra International Transportation Technology Coaliition","NY 265","Both directions","Niagara Falls","Niagara","NY","2020-04-03T09:23:11.000",,"Drainage improvements on NY 265 both directions Niagara Falls Boulevard; US 62 (Niagara Falls) to Packard Road; NY 182 (Niagara), Monday April 6th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 03:30 PM right lane closed","Niagra International Transportation Technology Coaliition","43.090301","-78.967796"
"concert","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-04-03T09:16:14.000",,"Concert at Madison Square Garden (Manhattan) Slipknot Knotfest Roadshow with special guests A Day To Remember and Underoath, Tuesday June 2nd, 2020, 07:00 PM thru 11:00 PM","Madison Square Garden","40.75002","-73.99219"
"concert","Madison Square Garden","Madison Square Garden",,,"New York","NY","2020-04-03T09:13:15.000",,"Concert at Madison Square Garden (Manhattan) Rage Against the Machine ?Public Service Announcement? Tour with Run The Jewels, Monday August 10th, 2020 thru Monday August 17th, 2020 Monday/ Tuesday/ Thursday/ Friday, 08:00 PM thru 11:00 PM","Madison Square Garden","40.75002","-73.99219"
"bridge work","New York State Department of Transportation Region 3","930P; Bridge Street","Southbound","area of De Witt","Onondaga","NY","2020-04-03T08:57:16.000",,"Bridge work on 930P; Bridge Street southbound area of I-690 (De Witt) from 690 WB Exit to 690 EB Exit, Continuous Monday April 6th, 2020 07:00 AM thru Tuesday June 30th, 2020 04:00 PM left lane closed","New York State Department of Transportation Region 3","43.056999","-76.066802"
"pothole repair","New York State Department of Transportation Region 4","I-390","Southbound","between Rush","Monroe","NY","2020-04-03T05:30:17.000",,"Pothole repair on I-390 southbound between Exit 11 - NY 251; Ramp (Rush) and Monroe-Livingston County Line (Rush), Monday April 6th, 2020 thru Thursday April 30th, 2020, Monday thru Friday, 08:00 AM thru 03:00 PM left lane closed","New York State Department of Transportation Region 4","42.999401","-77.671699"
"construction","MTA - Metro-North Railroad","Harlem Line",,"at White Plains","Westchester","NY","2020-04-02T18:19:11.000",,"Due to Station Renovations, Harlem Line at White Plains Station (White Plains) We appreciate your patience while we complete this important renovation.North Stairway from Station Lobby to Island Platform will be closed Monday, March 16 thru mid May 2020. Please use the elevator, south stairs or south escalator to island platform and waiting room. The north escalator remains closed and is also due to reopen in mid May, Continuous Monday March 16th, 2020 12:00 AM thru Saturday May 16th, 2020 11:59 PM ,","MTA - Metro-North Railroad","41.033908","-73.774169"
"deck work, expansion joint repairs","New York State Department of Transportation Region 3","I-81","Both directions","south of Cortland","Cortland","NY","2020-04-02T13:48:16.000",,"Deck work and expansion joint repairs on I-81 both directions south of Exit 11 - NY 13; Clinton Avenue; Cortland (Cortland) over Tioughnioga River, Continuous Tuesday April 7th, 2020 07:00 AM thru Friday May 22nd, 2020 04:00 PM 1 lane open","New York State Department of Transportation Region 3","42.607139","-76.15802"
"drainage improvements","Niagra International Transportation Technology Coaliition","NY 60","Southbound","at Pomfret","Chautauqua","NY","2020-04-02T13:11:32.000",,"Drainage improvements on NY 60 southbound at East Main Street; US 20; East Main Road (Pomfret) Not currently scheduled","Niagra International Transportation Technology Coaliition","42.450599","-79.307998"
"bridge painting","Niagra International Transportation Technology Coaliition","NY 18F","Both directions",,"Niagara County","NY","2020-04-02T13:10:18.000",,"Bridge painting on NY 18F both directions at Niagara Scenic Parkway (Lewiston), Continuous Monday April 6th, 2020 12:00 AM thru Saturday April 25th, 2020 11:59 PM lane closures","Niagra International Transportation Technology Coaliition","43.270768","-79.006977"
"roadwork","New York State Department of Transportation Region 2","NY 291","Both directions","between Whitestown","Oneida","NY","2020-04-02T12:32:20.000",,"Roadwork on NY 291 both directions between Oriskany Boulevard; NY 69; START ROUTE NY 291 (Whitestown) and CR 88; Old River Road (Marcy) Motorists will encounter lane closures with flaggers in place due to signal loop installation and work on the trail ramps, Monday April 6th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 06:00 AM thru 05:30 PM,","New York State Department of Transportation Region 2","43.138801","-75.305099"
"roadwork","New York State Department of Transportation Region 2","NY 49","Both directions","between Marcy","Oneida","NY","2020-04-02T12:29:14.000",,"Roadwork on NY 49 both directions between Exit - NY 922E; River Street (Marcy) and I-790; Ramp (Utica) Motorists will encounter long term lane closures with a speed reduction from 65MPH to 45MPH during working hours and 55MPH during off hours due to concrete slab replacement and signal loop installation., Continuous Monday April 6th, 2020 6:30 AM thru Friday April 24th, 2020 6:00 PM","New York State Department of Transportation Region 2","43.172698","-75.325599"
"bridge work","New York State Department of Transportation Region 2","NY 30","Both directions","between Amsterdam","Montgomery","NY","2020-04-02T12:07:46.000",,"Bridge work on NY 30 both directions between NY 5S (Amsterdam) and East Main Street (Amsterdam) More specifically the Route 30 south bound ramps to/from Bridge Street. Motorists will encounter fully closed ramps with a signed detour in place. Motorists will also encounter a north and south bound lane closure., Continuous Monday March 30th, 2020 7:00 AM thru Friday April 24th, 2020 7:00 PM","New York State Department of Transportation Region 2","42.933682","-74.19457"
"drainage improvements, guard rail repairs, line striping, repaving","New York State Department of Transportation Region 3","NY 695","Northbound","ramp to Geddes","Onondaga","NY","2020-04-02T11:59:12.000",,"Drainage improvements and guard rail repairs and line striping and repaving on NY 695 northbound ramp to I-690 East; State Fair Boulevard Exit (Geddes), Continuous Tuesday April 14th, 2020 07:00 AM thru Wednesday May 13th, 2020 03:00 PM right lane closed, Continuous Wednesday May 13th, 2020 07:00 AM thru Wednesday July 1st, 2020 03:00 PM left lane closed","New York State Department of Transportation Region 3","43.079799","-76.224403"
"guard rail repairs","New York State Department of Transportation Region 2","NY 5S","Both directions","between Little Falls","Herkimer","NY","2020-04-02T11:44:16.000",,"Guard rail repairs on NY 5S both directions between NY 167 (Little Falls) and Town of Danube; Town of Minden Line (Danube) Motorists will encounter lane closures in both directions with flaggers in place., Monday April 6th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 05:00 PM,","New York State Department of Transportation Region 2","43.016799","-74.878402"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 35","Southbound","Brielle","Monmouth","NJ","2020-04-02T11:08:16.000",,"Utility work on NJ 35 southbound Manasquan River Bridge (Brielle) , Monday April 6th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 08:00 AM thru 03:00 PM, right lane closed","New Jersey Department of Transportation - Traffic Operations Center South","40.102561","-74.052242"
"roadwork","New York State Department of Transportation Region 2","NY 46","Both directions","between Rome","Oneida","NY","2020-04-02T11:07:12.000",,"Roadwork on NY 46 both directions between North Madison Street (Rome) and Townline Road (Western) Motorists will encounter shoulder closures in both directions due to sign installation, Monday April 20th, 2020 thru Friday April 24th, 2020, 07:00 AM thru 05:00 PM,","New York State Department of Transportation Region 2","43.2392","-75.4367"
"utility work","New Jersey Department of Transportation - Traffic Operations Center South","NJ 47","Northbound","Maurice River Twp","Cumberland","NJ","2020-04-02T11:03:11.000",,"Utility work on NJ 47 northbound South of CR 740/Mackeys Ln (Maurice River Twp) to North of NJ 347 (Maurice River Twp) , Monday April 13th, 2020 thru Friday April 24th, 2020, Sunday thru Saturday, 07:00 AM thru 05:00 PM, right shoulder closed intermittently","New Jersey Department of Transportation - Traffic Operations Center South","39.250439","-74.971308"
"roadwork","New York State Department of Transportation Region 2","NY 167","Both directions","between Little Falls","Herkimer","NY","2020-04-02T10:50:19.000",,"Roadwork on NY 167 both directions between NY168; Paines Hollow (Little Falls) and I-90 Overpass (Little Falls) More specifically in the area of Newville Road. Motorists will encounter lane closures in both directions with temporary signals during working hours., Monday April 6th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 07:00 AM thru 05:00 PM,","New York State Department of Transportation Region 2","42.987199","-74.869636"
"incident","New York Waterway","Belford/Harbor Way Ferry",,"between Middletown Twp","Monmouth","NJ","2020-04-02T10:49:12.000",,"Due to Operational activity Belford/Harbor Way Ferry between Belford/Harbor Way Terminal (Middletown Twp) and Midtown/W.39th St Terminal (Manhattan) service is suspended until further notice. All NY Waterway Bus Service (in NYC & in NJ) is suspended until further notice. due to the present Public Health Emergency","New York Waterway","40.433258","-74.078826"
"utility work","New York State Department of Transportation (Region 8)","US 1","Both directions","between Port Chester","Westchester","NY","2020-04-02T09:57:13.000",,"Utility work on US 1 both directions between Read Street (Port Chester) and Putnam Avenue (Rye) 20180871602 // 20190877471, Monday April 20th, 2020 thru Wednesday April 22nd, 2020 Monday/ Tuesday/ Wednesday, 07:00 AM thru 04:00 PM, alternate lanes closures","New York State Department of Transportation (Region 8)","41.011901","-73.655601"
"incident","NJ Transit Bus","Systemwide",,,"Essex","NJ","2020-04-02T09:49:18.000",,"Due to Special event Systemwide (Maplewood) NJ TRANSIT will adjust its weekday bus service to a special schedule to accommodate essential travel due to the decline in ridership related to COVID-19. Bus customers can view or print special timetables at njtransit.com. Also, there is no bus service out of Vince Lombardi Park & Ride. Customers should utilize the nearby North Bergen Park & Ride facility.","NJ Transit Bus","40.73464","-74.164066"
"incident","MTA Long Island Rail Road","Systemwide",,"Manhattan","New York","NY","2020-04-02T09:08:33.000",,"Due to operational activity, Systemwide Penn Station (Manhattan) , the West End Concourse at Penn Station (along 8th Avenue) will be closed until further notice as we take greater safety precautions against COVID-19 for our customers and employees. Entrances on 34th St and on 7th Avenue will remain open for those who need to use our system. Stay healthy and stay safe, and please, stay home unless you're an essential employee, Continuous Thursday April 2nd, 2020 9:00 PM thru Tuesday June 2nd, 2020 11:59 PM","MTA Long Island Rail Road","40.750596","-73.993615"
"incident","Westchester Bee-Line","Systemwide",,,"Westchester","NY","2020-04-02T02:46:38.000",,"Due to Schedule modification Systemwide (Westchester) the Bee-Line Bus System will operate on a Saturday schedule six days a week, Monday-Saturday. Bee-Line will continue to operate Sunday service on Sundays. The following routes will have extra trips in addition to their regular Saturday schedule: Routes 1, 2, 4, 7, 8, 42, 43, & 60. These extra trips will be in effect on weekdays only","Westchester Bee-Line","41.032503","-73.760521"
"construction","New York State Department of Transportation Region 4","Marshall Road Bridge","Both directions",,"Orleans","NY","2020-04-01T12:59:18.000",,"Bridge rehabilitation on Marshall Road Bridge both directions over Erie Canal (Medina), Monday April 6th, 2020 thru Tuesday October 6th, 2020, Sunday thru Saturday, 08:00 AM thru 11:59 PM all lanes closed","New York State Department of Transportation Region 4","43.28728","-78.419122"
"tree trimming","New York State Department of Transportation (Region 8)","NY 32","Both directions","between Milton","Ulster","NY","2020-04-01T10:38:18.000",,"Tree trimming on NY 32 both directions between Orchard Drive (Milton) and Jenkinsontown Road (New Paltz) 20180874239, Monday April 20th, 2020 thru Friday April 24th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday April 27th, 2020 thru Friday May 1st, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday May 4th, 2020 thru Friday May 8th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday May 11th, 2020 thru Friday May 15th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday May 18th, 2020 thru Thursday May 21st, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 09:00 AM thru 04:00 PM, alternate lanes closure, Tuesday May 26th, 2020, 10:00 AM thru 04:00 PM, alternate lanes closure, Wednesday May 27th, 2020 thru Friday May 29th, 2020 Wednesday/ Thursday/ Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday June 1st, 2020 thru Friday June 5th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday June 8th, 2020 thru Friday June 12th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday June 15th, 2020 thru Friday June 19th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday June 22nd, 2020 thru Friday June 26th, 2020, Monday thru Friday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday June 29th, 2020 thru Thursday July 2nd, 2020 Monday/ Tuesday/ Wednesday/ Thursday, 09:00 AM thru 04:00 PM, alternate lanes closure, Monday July 6th, 2020, 10:00 AM thru 04:00 PM, alternate lanes closure","New York State Department of Transportation (Region 8)","41.674274","-74.10377"
