"sample_id","org_id","capture_event","capture_loc","latitude","longitude","site_id","project_id","org_hg_id","bdate","year","band_number","tissuecollected","analysis_tissue","analysis_tissue_wgt_g","analysis_tissue_moist","chem_value","chem_units","chemical_type","ww_dw_fw","convert_chem_value_fishadj","final_chem_standardized","final_convertedtissue","steps_reasonnotconverted","pcode","rmk","rmk_desc","limit","limit_desc","method","lab_code","lab_abbrev","duplicate1","hg_comments"
"NY001-NY015NYT368-41.40271-74.02710-06102017-C0158-TlFeTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C0158","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BR0123","2017-06-10T00:00:00.000","2017","2770-73520","Feather","Tail Feather",,,"2.336","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40271-74.02710-06102017-C1539-BlTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C1539","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BD0120","2017-06-10T00:00:00.000","2017","2690-82466","Blood","Blood","0.00070",,"0.243","ppm","THg","ww",,"0.243","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40271-74.02710-06102017-C1539-TlFeTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C1539","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BR0114","2017-06-10T00:00:00.000","2017","2690-82466","Feather","Tail Feather",,,"11.371","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40271-74.02710-06102017-C2279-BlTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C2279","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BD0131","2017-06-10T00:00:00.000","2017","0831-92108","Blood","Blood","0.0235",,"0.264","ppm","THg","ww",,"0.264","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40271-74.02710-06102017-C2279-TlFeTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C2279","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BR0125","2017-06-10T00:00:00.000","2017","0831-92108","Feather","Tail Feather",,,"0.657","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40271-74.02710-06102017-C7910-BlTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C7910","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BD0123","2017-06-10T00:00:00.000","2017","2750-13043","Blood","Blood","0.0152",,"0.111","ppm","THg","ww",,"0.111","Blood","Value Maintained",,,,,,,,"BRI","0.118",
"NY001-NY015NYT368-41.40271-74.02710-06102017-C7910-TlFeTHg","NY001-NY015NYT368-41.40271-74.02710-06102017-C7910","NY001-NY015NYT368-41.40271-74.02710-06102017","NY001-NY015NYT368-41.40271-74.02710","41.40271","-74.0271","NY001-NY015NYT368","NY001","B7BR0117","2017-06-10T00:00:00.000","2017","2750-13043","Feather","Tail Feather",,,"2.223","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C0271-BlTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C0271","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B6AR0772","2016-06-10T00:00:00.000","2016","1292-68715","Blood","Blood","0.0263",,"0.184","ppm","THg","ww",,"0.184","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C0271-TlFeTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C0271","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B7150195","2016-06-10T00:00:00.000","2016","1292-68715","Feather","Tail Feather",,,"0.749","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C4111-BlTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C4111","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B6AR0786","2016-06-10T00:00:00.000","2016","2641-65149","Blood","Blood","0.0214",,"0.054","ppm","THg","ww",,"0.054","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C4111-TlFeTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C4111","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B7150209","2016-06-10T00:00:00.000","2016","2641-65149","Feather","Tail Feather",,,"0.268","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C7322-BlTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C7322","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B6AR0778","2016-06-10T00:00:00.000","2016","1871-11467","Blood","Blood","0.0273",,"0.195","ppm","THg","ww",,"0.195","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C7322-TlFeTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C7322","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B7150201","2016-06-10T00:00:00.000","2016","1871-11467","Feather","Tail Feather",,,"2.178","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C7909-BlTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C7909","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B6AR0791","2016-06-10T00:00:00.000","2016","2690-82470","Blood","Blood","0.0074",,"0.265","ppm","THg","ww",,"0.265","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40373-74.02613-06102016-C7909-TlFeTHg","NY001-NY015NYT368-41.40373-74.02613-06102016-C7909","NY001-NY015NYT368-41.40373-74.02613-06102016","NY001-NY015NYT368-41.40373-74.02613","41.40373","-74.02613","NY001-NY015NYT368","NY001","B7150215","2016-06-10T00:00:00.000","2016","2690-82470","Feather","Tail Feather",,,"1.287","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C0013-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C0013","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0789","2016-06-10T00:00:00.000","2016","2690-82468","Blood","Blood","0.0206",,"0.03","ppm","THg","ww",,"0.03","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C0013-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C0013","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150213","2016-06-10T00:00:00.000","2016","2690-82468","Feather","Tail Feather",,,"0.042","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C1538-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C1538","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0788","2016-06-10T00:00:00.000","2016","2690-82466","Blood","Blood","0.0109",,"0.305","ppm","THg","ww",,"0.305","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C1538-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C1538","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150211","2016-06-10T00:00:00.000","2016","2690-82466","Feather","Tail Feather",,,"2.207","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C1938-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C1938","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0783","2016-06-10T00:00:00.000","2016","2641-65146","Blood","Blood","0.0211",,"0.177","ppm","THg","ww",,"0.177","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C1938-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C1938","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150206","2016-06-10T00:00:00.000","2016","2641-65146","Feather","Tail Feather",,,"1.713","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C2278-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C2278","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0787","2016-06-10T00:00:00.000","2016","2641-65150","Blood","Blood","0.0183",,"0.672","ppm","THg","ww",,"0.672","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C2278-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C2278","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150210","2016-06-10T00:00:00.000","2016","2641-65150","Feather","Tail Feather",,,"0.28","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C4888-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C4888","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0780","2016-06-10T00:00:00.000","2016","2511-30840","Blood","Blood","0.0239",,"0.065","ppm","THg","ww",,"0.065","Blood","Value Maintained",,,,,,,,"BRI","0.058",
"NY001-NY015NYT368-41.40403-74.02568-06102016-C4888-FlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C4888","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B8250049","2016-06-10T00:00:00.000","2016","2511-30840","Feather","Flank Feather",,,"0.581","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C4888-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C4888","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150203","2016-06-10T00:00:00.000","2016","2511-30840","Feather","Tail Feather",,,"0.268","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C4889-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C4889","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0781","2016-06-10T00:00:00.000","2016","2511-30841","Blood","Blood","0.0238",,"0.13","ppm","THg","ww",,"0.13","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C4889-FlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C4889","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B8250050","2016-06-10T00:00:00.000","2016","2511-30841","Feather","Flank Feather",,,"0.754","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C4889-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C4889","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150204","2016-06-10T00:00:00.000","2016","2511-30841","Feather","Tail Feather",,,"0.802","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C6495-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C6495","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0779","2016-06-10T00:00:00.000","2016","1871-11468","Blood","Blood","0.0157",,"0.531","ppm","THg","ww",,"0.531","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C6495-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C6495","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150202","2016-06-10T00:00:00.000","2016","1871-11468","Feather","Tail Feather",,,"0.213","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7317-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7317","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0773","2016-06-10T00:00:00.000","2016","1871-11433","Blood","Blood","0.0197",,"0.36","ppm","THg","ww",,"0.36","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7317-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7317","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150196","2016-06-10T00:00:00.000","2016","1871-11433","Feather","Tail Feather",,,"0.838","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7318-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7318","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0774","2016-06-10T00:00:00.000","2016","1871-11439","Blood","Blood","0.0236",,"0.165","ppm","THg","ww",,"0.165","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7318-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7318","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150197","2016-06-10T00:00:00.000","2016","1871-11439","Feather","Tail Feather",,,"0.405","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7417-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7417","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B6AR0790","2016-06-10T00:00:00.000","2016","2690-82469","Blood","Blood","0.0218",,"0.037","ppm","THg","ww",,"0.037","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7417-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7417","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150214","2016-06-10T00:00:00.000","2016","2690-82469","Feather","Tail Feather",,,"0.39","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102016-C7908-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102016-C7908","NY001-NY015NYT368-41.40403-74.02568-06102016","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7150212","2016-06-10T00:00:00.000","2016","2690-82467","Feather","Tail Feather",,,"0.362","ppm","THg","fw",,"0.11635","Blood","ln(Blood) = 0.5348* ln(Songbird Tail Feather) - 1.6077",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102017-C1540-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102017-C1540","NY001-NY015NYT368-41.40403-74.02568-06102017","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7BD0124","2017-06-10T00:00:00.000","2017","2750-13044","Blood","Blood","0.0012",,"0.606","ppm","THg","ww",,"0.606","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102017-C1540-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102017-C1540","NY001-NY015NYT368-41.40403-74.02568-06102017","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7BR0118","2017-06-10T00:00:00.000","2017","2750-13044","Feather","Tail Feather",,,"2.956","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02568-06102017-C1939-BlTHg","NY001-NY015NYT368-41.40403-74.02568-06102017-C1939","NY001-NY015NYT368-41.40403-74.02568-06102017","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7BD0130","2017-06-10T00:00:00.000","2017","0831-92107","Blood","Blood","0.0184",,"0.227","ppm","THg","ww",,"0.227","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02568-06102017-C1939-TlFeTHg","NY001-NY015NYT368-41.40403-74.02568-06102017-C1939","NY001-NY015NYT368-41.40403-74.02568-06102017","NY001-NY015NYT368-41.40403-74.02568","41.40403","-74.02568","NY001-NY015NYT368","NY001","B7BR0124","2017-06-10T00:00:00.000","2017","0831-92107","Feather","Tail Feather",,,"0.946","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C0366-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C0366","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0792","2016-06-10T00:00:00.000","2016","2690-82471","Blood","Blood","0.0142",,"0.145","ppm","THg","ww",,"0.145","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C0366-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C0366","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150216","2016-06-10T00:00:00.000","2016","2690-82471","Feather","Tail Feather",,,"0.254","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C2277-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C2277","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0785","2016-06-10T00:00:00.000","2016","2641-65148","Blood","Blood","0.0236",,"0.202","ppm","THg","ww",,"0.202","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C2277-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C2277","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150208","2016-06-10T00:00:00.000","2016","2641-65148","Feather","Tail Feather",,,"0.388","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C4387-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C4387","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0782","2016-06-10T00:00:00.000","2016","2511-30842","Blood","Blood","0.0082",,"0.092","ppm","THg","ww",,"0.092","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C4387-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C4387","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150205","2016-06-10T00:00:00.000","2016","2511-30842","Feather","Tail Feather",,,"0.946","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7319-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7319","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0775","2016-06-10T00:00:00.000","2016","1871-11464","Blood","Blood","0.0234",,"0.14","ppm","THg","ww",,"0.14","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7319-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7319","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150198","2016-06-10T00:00:00.000","2016","1871-11464","Feather","Tail Feather",,,"0.502","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7320-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7320","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0776","2016-06-10T00:00:00.000","2016","1871-11465","Blood","Blood","0.0204",,"0.338","ppm","THg","ww",,"0.338","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7320-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7320","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150199","2016-06-10T00:00:00.000","2016","1871-11465","Feather","Tail Feather",,,"0.779","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7321-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7321","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0777","2016-06-10T00:00:00.000","2016","1871-11466","Blood","Blood","0.0215",,"0.133","ppm","THg","ww",,"0.133","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7321-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7321","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150200","2016-06-10T00:00:00.000","2016","1871-11466","Feather","Tail Feather",,,"0.546","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7583-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7583","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B6AR0784","2016-06-10T00:00:00.000","2016","2641-65147","Blood","Blood","0.0278",,"0.118","ppm","THg","ww",,"0.118","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7583-FlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7583","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B8250051","2016-06-10T00:00:00.000","2016","2641-65147","Feather","Flank Feather",,,"2.481","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102016-C7583-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102016-C7583","NY001-NY015NYT368-41.40403-74.02695-06102016","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7150207","2016-06-10T00:00:00.000","2016","2641-65147","Feather","Tail Feather",,,"1.513","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C0156-BlTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C0156","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BD0127","2017-06-10T00:00:00.000","2017","2770-73517","Blood","Blood","0.0122",,"0.555","ppm","THg","ww",,"0.555","Blood","Value Maintained",,,,,,,,"BRI",,
"NY001-NY015NYT368-41.40403-74.02695-06102017-C0156-TlFeTHg","NY001-NY015NYT368-41.40403-74.02695-06102017-C0156","NY001-NY015NYT368-41.40403-74.02695-06102017","NY001-NY015NYT368-41.40403-74.02695","41.40403","-74.02695","NY001-NY015NYT368","NY001","B7BR0121","2017-06-10T00:00:00.000","2017","2770-73517","Feather","Tail Feather",,,"1.141","ppm","THg","fw",,,,"Have higher priority tissue",,,,,,,,,"1.173",
