"dec_well_number","well_location","street_name","town","county","dec_region","well_depth_feet_bgs","depth_to_bedrock_feet_bgs","depth_to_groundwater_feet","cased_depth_feet_bgs","screened","yield_test_average_discharge","driller_registration_number","latitude","longitude","georeference"
"DU5080","356 Leetown Rd, Stormville","Leetown Rd","East Fishkill","Dutchess","3","185",,,"52","N","20","NYRD10105","41.51622222","-73.73872222","POINT (-73.73872222 41.51622222)"
"C1160","N/A","N/A","Homer","Cortland","7","240",,"60","174","N","67","NYRD10189","42.62472222","-76.18416667","POINT (-76.18416667 42.62472222)"
"CT1755","N/A","N/A","Carrollton","Cattaraugus","9","56",,"3","50","N","20","NYRD10134","42.03494444","-78.63180556","POINT (-78.63180556 42.03494444)"
"CL1656","1904 Miner Farm Rd, West Chazy","Miner Farm Rd","Chazy","Clinton","5","110","20",,"23.79999924","N","28","NYRD10033","44.89808333","-73.54444444","POINT (-73.54444444 44.89808333)"
"C1912","2487 Rt 221, Marathon","Rt 2321","Lapeer","Cortland","7","60","-999","25","60","N","20","NYRD10080","42.42433333","-76.10983333","POINT (-76.10983333 42.42433333)"
"D3799","Beaver Mountain Rd, Deposit","Beaver Mountain Rd","Deposit","Delaware","4","297","72","60","89","N","40","NYRD10178","42.00038889","-75.35525","POINT (-75.35525 42.00038889)"
"CN1923","1940 Co Rt 10, Preston","Co Rt 10","Preston","Chenango","7","200",,,"78.5","N","8","NYRD10165","42.53369444","-75.62433333","POINT (-75.62433333 42.53369444)"
"CB4859","73 Archbridge Rd, Ghent","Archbridge Rd","Ghent","Columbia","4","45","-999",,"39","Y","30","NYRD10351","42.28080556","-73.64877778","POINT (-73.64877778 42.28080556)"
"AG2855","10433 County Rd 16, Swain","Co Rd 16","Grove","Allegany","9","86","55","40",,"N",,"NYRD10043","42.75838889","-78.55902778","POINT (-78.55902778 42.75838889)"
"CN1340","N/A","N/A","Bainbridge","Chenango","7","245",,"100","165","N","8","NYRD10439","42.26802778","-75.513","POINT (-75.513 42.26802778)"
"D2046","96 Campbell Brook Rd, Downsville","Campbell Brook Rd","Colchester","Delaware","4","33",,"21","30","N","6","NYRD10067","42.04472222","-75.02025","POINT (-75.02025 42.04472222)"
"CT3964","9143 East Otto Springville Rd, East Otto","East Otto Springville Rd","East Otto","Cattaraugus","9","37","-999","8","35","N","4","NYRD10091","42.40308333","-78.75522222","POINT (-78.75522222 42.40308333)"
"DU4273","N/A","N/A","La Grange","Dutchess","3","505",,"31","51","N","2.5","NYRD10071","41.67222222","-73.85416667","POINT (-73.85416667 41.67222222)"
"D2073","N/A","N/A","Deposit","Delaware","4","300","30","160","18.5","N","7","NYRD10245","42.06061111","-75.36427778","POINT (-75.36427778 42.06061111)"
"AG2572","Trail 3, Rushford","Trail 3","Rushford","Allegany","9","180","53","54","53","N","40","NYRD10082","42.37344444","-78.20063889","POINT (-78.20063889 42.37344444)"
"CT2787","3900 Roszyk Hill Rd, Machias","Roszyk Hill Rd","Machias","Cattaraugus","9","140","35",,"60.25","N","15","NYRD10091","42.41555556","-78.52436111","POINT (-78.52436111 42.41555556)"
"D1856","Fish Brook Rd","Fish Brook Rd","Tompkins","Delaware","4","496","0",,"18.5","N","3","NYRD10178","42.11488889","-75.22527778","POINT (-75.22527778 42.11488889)"
"CB2109","N/A","N/A","Germantown","Columbia","4","345",,"20","34","N","5","NYRD10010","42.08255556","-73.82933333","POINT (-73.82933333 42.08255556)"
"CM1751","19 Veteran Hill Rd, Horseheads","Veteran Hill Rd","Horseheads","Chemung","8","49","-999","28","49","N","30","NYRD10096","42.19144444","-76.80280556","POINT (-76.80280556 42.19144444)"
"DU6673","36 Prout Ln, East Fishkill","Prout Ln","East Fishkill","Dutchess","3","305",,,"20","N","15","NYRD01695","41.53211111","-73.70991667","POINT (-73.70991667 41.53211111)"
"CT3402","1709 Gargoyle Rd, Allegany","Gargoyle Rd","Allegany","Cattaraugus","9","44","-999",,"42","N","15","NYRD10269","42.07283333","-78.46966667","POINT (-78.46966667 42.07283333)"
"DU7031","15 Windy Hill Rd, Holmes","Windy Hill Rd","East Fishkill","Dutchess","3","225",,,"71","N","7","NYRD10105","41.51533333","-73.74866667","POINT (-73.74866667 41.51533333)"
"CB4538","35 Underhill Rd, Hillsdale","Underhill Rd","Hillsdale","Columbia","4","630","15","15","19","N","1.5","NYRD10061","42.17202778","-73.5215","POINT (-73.5215 42.17202778)"
"CB2327","N/A","N/A","Clermont","Columbia","4","234",,"30","20","N","8","NYRD10025","42.08030556","-73.83830556","POINT (-73.83830556 42.08030556)"
"CB2755","153 Stonewall Rd, Austerlitz","Stonewall Rd","Austerlitz","Columbia","4","510",,"30","20","N","6","NYRD10055","42.32494444","-73.50022222","POINT (-73.50022222 42.32494444)"
"CB4061","198 New Forge Rd, Ancram","New Forge Rd","Ancram","Columbia","4","485","100","100","123","N","6","NYRD10010","42.09541667","-73.66475","POINT (-73.66475 42.09541667)"
"CU2019","Bonita Dr","Bonita Dr","Ellicott","Chautauqua","9","90",,"89.5","90","N","5","NYRD10089","42.1155","-79.28125","POINT (-79.28125 42.1155)"
"DU5497","50 Schribner Rd, Millerton","Schribner Rd","Northeast","Dutchess","3","610",,,"160","N","10","NYRD10061","41.93988889","-73.56752778","POINT (-73.56752778 41.93988889)"
"CU4162","5100 Waterman Rd, Dewittville","Waterman Rd","Stockton","Chautauqua","9","145","74","74","74.5","N","4","NYRD10050",,,
"CY493","Swamp Rd","Swamp Rd","Sennett","Cayuga","7","397",,"310","75","N","20","NYRD10110","42.94355556","-76.49019444","POINT (-76.49019444 42.94355556)"
"D3239","Ridge Rd","Ridge Rd","Hamden","Delaware","4","290","1",,"18.5","N","10","NYRD10020",,,
"AG1761","11807 St Rt 19a, Portageville","St Rt 19a","Hume","Allegany","9","20","-999","9","19.79999924","N","15","NYRD10082","42.51325","-78.05677778","POINT (-78.05677778 42.51325)"
"D2624","2916 Houghtaling Hollow Rd, East Meredith","Houghtaling Hollow Rd","Meredith","Delaware","4","150","66","63","61.5","N","25","NYRD10159","42.39283333","-74.9515","POINT (-74.9515 42.39283333)"
"CB3252","232 Cty Rt 7a, Copake","Co Rt 7a","Copake","Columbia","4","145",,"15","135","N","40","NYRD10061","42.10652778","-73.54527778","POINT (-73.54527778 42.10652778)"
"AG2264","5363 Co Rt 31, Scio","Co Rt 31","Amity","Allegany","9","138","65","68","68","N","19","NYRD10043","42.20202778","-78.02702778","POINT (-78.02702778 42.20202778)"
"CU2390","Serenity Acres Subd, Rt 394, Chautaugua","Rt 394","Chautauqua","Chautauqua","9","53",,,,"N",,"NYRD10050","42.22336111","-79.48475","POINT (-79.48475 42.22336111)"
"CU3603","1872 Park Rd, Clymer","Park Rd","Clymer","Chautauqua","9","103","14",,"18.5","N",,"NYRD10084","42.08147222","-79.64658333","POINT (-79.64658333 42.08147222)"
"CN1415","N/A","N/A","Oxford","Chenango","7","99",,"12","32","N","15","NYRD10081","42.47127778","-75.58797222","POINT (-75.58797222 42.47127778)"
"A2397","107 Bullock Rd, Slingerlands","Bullock Rd","New Scotland","Albany","4","405","120",,"129.8000031","N","0","NYRD10525","42.62277778","-73.92166667","POINT (-73.92166667 42.62277778)"
"CT2559","N/A","N/A","Olean","Cattaraugus","9","187",,,"186","N","15","NYRD10269","42.08888889","-78.39261111","POINT (-78.39261111 42.08888889)"
"CB1850","Cty Rt 13, Rayville","Co Rt 13","Chatham","Columbia","4","280",,"50","70","N","15","NYRD10055",,,
"CN2544","Serenity Dr","Serenity Dr","North Norwich","Chenango","7","204","24","32","22","N","10","NYRD10013","42.34077778","-75.29005556","POINT (-75.29005556 42.34077778)"
"DU4852","122 Hobbs Lane, Lot 4","Hobbs Ln","Stanford","Dutchess","3","605","130","70","151","N","3","NYRD10105","41.85561111","-73.76066667","POINT (-73.76066667 41.85561111)"
"CU2812","N/A","N/A","Ellery","Chautauqua","9","125",,,"7","N","2","NYRD10084","42.18797222","-79.40722222","POINT (-79.40722222 42.18797222)"
"A1985","55 Picard Rd, Voorheesville","Picard Rd","Voorheesville","Albany","4","112",,"46","105","Y","12","NYRD10031","42.63552778","-73.97088889","POINT (-73.97088889 42.63552778)"
"CU3219","N/A","N/A","Randolph","Cattaraugus","9","120","45",,"49.29999924","N","15","NYRD10091","42.10830556","-79.04686111","POINT (-79.04686111 42.10830556)"
"CL1346","1399 Hardscrabble Rd, Cadyville","Hardscrabble Rd","Plattsburgh","Clinton","5","220",,"216","118.5","N","10","NYRD10181","44.64802778","-73.71805556","POINT (-73.71805556 44.64802778)"
"CL2302","N/A","N/A","Schuyler Falls","Clinton","5","100","-999","20","98","N","15","NYRD10182","44.62258333","-73.56161111","POINT (-73.56161111 44.62258333)"
"CU1651","6187 Douglas Rd Westfield","Douglas Rd","Westfield","Chautauqua","9",,,,"9","N","5","NYRD10518","42.27044444","-79.63016667","POINT (-79.63016667 42.27044444)"
"CU3281","9185 Creek Rd, Forestville","Creek Rd","Forestville","Chautauqua","9","73","-999","43","71","N","6","NYRD10408","42.39991667","-79.20588889","POINT (-79.20588889 42.39991667)"
"CY1686","1437 Fire Lane J, Summerhill","Fire Lane J","Summerhill","Cayuga","7","60","-999","25","58.5","N","30","NYRD10080","42.67583333","-76.29861111","POINT (-76.29861111 42.67583333)"
"CB4141","16 Heather Lane, Canaan","Heather Ln","Canaan","Columbia","4","405","10","30","20","N","10","NYRD10010","42.35797222","-73.46919444","POINT (-73.46919444 42.35797222)"
"CU1600","Co Rd 22, Sherman","Co Rd 22","Chautauqua","Chautauqua","9","66",,"15","63","N","5","NYRD10334","42.20747222","-79.58511111","POINT (-79.58511111 42.20747222)"
"BM2888","N/A","N/A","Vestal","Broome","7","200","105",,,"N","40","NYRD10668","42.04916667","-75.96888889","POINT (-75.96888889 42.04916667)"
"C1525","N/A","N/A","Preble","Cortland","7","57",,"8","56","N","18","NYRD10110","42.75497222","-76.13219444","POINT (-76.13219444 42.75497222)"
"BM1253","12 Jackson Heights Rd","Jackson Heights Rd","Barker","Broome","7","440","160","213","160","N","2","NYRD10169","42.24022222","-75.92572222","POINT (-75.92572222 42.24022222)"
"CL1430","Old Hawkeye Rd, Black Brook","Old Hawkeye Rd","Black Brook","Clinton","5","255","26",,"33","N","12","NYRD10212","44.50833333","-73.88333333","POINT (-73.88333333 44.50833333)"
"A2052","93 Koonz Rd, Voorheesville","Koonz Rd","New Scotland","Albany","4","69",,"40","67","N","15","NYRD10027","42.65852778","-73.95652778","POINT (-73.95652778 42.65852778)"
"AG2311","5472 Little Rd, Cuba","Little Rd","Cuba","Allegany","9","73","54","37","54","N","8","NYRD10082","42.23830556","-78.27988889","POINT (-78.27988889 42.23830556)"
"CB3783","410 Church St, Gallatin","Church St","Gallatin","Columbia","4","310","5","2","19","N","1","NYRD10061","42.04277778","-73.74472222","POINT (-73.74472222 42.04277778)"
"D924","Champlin Rd","Champlin Rd","Harpersfield","Delaware","4","150","48","100","48.5","N","7","NYRD10039","42.4955","-74.69533333","POINT (-74.69533333 42.4955)"
"D1437","Ew-4i","N/A","Sidney","Delaware","4","89",,,"69","Y",,"NYRD01663","42.30225","-75.41163889","POINT (-75.41163889 42.30225)"
"CY543","Rt 38, Victory","Rt 38","Victory","Cayuga","7","113","82","15","81","N","4","NYRD10230","43.24661111","-76.64611111","POINT (-76.64611111 43.24661111)"
"D3315","Tweedie Rd, Hancock","Tweedie Rd","Hancock","Delaware","4","200","25","50","85","N","6","NYRD10178","41.98966667","-75.05347222","POINT (-75.05347222 41.98966667)"
"CL923","2551 St Rt 3, Cadyville","St Rt 3","Saranac","Clinton","5","62","-999","0","61.5","N","12","NYRD10182","44.68738889","-73.67061111","POINT (-73.67061111 44.68738889)"
"CY1794","N/A","N/A","Ledyard","Cayuga","7","200","92","100","91.30000305","N","20","NYRD10230","42.47072222","-76.37997222","POINT (-76.37997222 42.47072222)"
"CT2464","N/A","N/A","Randolph","Cattaraugus","9","365","35",,"40","N","20","NYRD10084","42.13930556","-78.96744444","POINT (-78.96744444 42.13930556)"
"BM1384","N/A","N/A","Colesville","Broome","7","145",,"35","25","N","6","NYRD10439","42.22397222","-75.70566667","POINT (-75.70566667 42.22397222)"
"CB2569","N/A","N/A","Ghent","Columbia","4",,,,"40","N","10","NYRD10010","42.29033333","-73.6525","POINT (-73.6525 42.29033333)"
"CB5079","34 Miller Rd, Ancram","Miller Rd","Ancram","Columbia","4","405",,,,"N","1","NYRD10351","42.12444444","-73.69313889","POINT (-73.69313889 42.12444444)"
"AG2898","9781 Podonque Rd, Houghton","Podonque Rd","Caneadea","Allegany","9","120",,"70","18","N","10","NYRD10408","42.39972222","-78.23305556","POINT (-78.23305556 42.39972222)"
"CN2634","153 East Shore Ln, Mc Donough","East Shore Ln","Mc Donough","Chenango","7","222","125","52","129","N","7","NYRD10081","42.51486111","-75.77230556","POINT (-75.77230556 42.51486111)"
"CT3787","11294 Bixby Hill Rd, Freedom","Bixby Hill Rd","Freedom","Cattaraugus","9","200","125","68","125","N","6","NYRD10408","42.49163889","-78.43202778","POINT (-78.43202778 42.49163889)"
"AG723","Russell Hill Rd","Russell Hill Rd","Caneadea","Allegany","9","78","18","25","30","N",,"NYRD10082","42.37211111","-78.17813889","POINT (-78.17813889 42.37211111)"
"CY2012","232 Firelane 17, Cato","Fire Ln 27","Cato","Cayuga","7","60","40","0","39.29999924","N","50","NYRD10230","43.85","-75.309","POINT (-75.309 43.85)"
"CU3104","3035 East Main Rd, Dunkirk","East Main Rd","Sheridan","Chautauqua","9","57","24","24","23.5","N","20","NYRD10050",,,
"CT1559","N/A","N/A","Great Valley","Cattaraugus","9","100",,,"55","N",,"NYRD10091","42.09630556","-79.03694444","POINT (-79.03694444 42.09630556)"
"CU1633","N/A","N/A","Westfield","Chautauqua","9","165",,"155","85","N","5","NYRD10084","42.31319444","-79.53619444","POINT (-79.53619444 42.31319444)"
"CN1039","Thunder Lake Rd","Thunder Lake Rd","Greene","Chenango","7","224","20","20","29","N","4","NYRD10081","42.26966667","-75.72933333","POINT (-75.72933333 42.26966667)"
"A1396","N/A","N/A","Guilderland","Albany","4","23","-999","9.909999847","15","Y","10","NYRD10201","42.74630556","-73.93691667","POINT (-73.93691667 42.74630556)"
"DU5911","181 Travis Rd, Hyde Park","Travis Rd","Pleasant Valley","Dutchess","3","403",,"260","40","N",,"NYRD10063","41.78530556","-73.83888889","POINT (-73.83888889 41.78530556)"
"A1738","1227 Thatcher Park Rd, East Berne","Thatcher Park Rd","Berne","Albany","4","322",,"90","38","N","2.5","NYRD10005","42.64452778","-74.16647222","POINT (-74.16647222 42.64452778)"
"BM1014","N/A","N/A","Windsor","Broome","7","138","16","12","18","N","15","NYRD10250","42.11080556","-75.75594444","POINT (-75.75594444 42.11080556)"
"A2183","77 Rt 405, Greenville","Rt 405","Westerlo","Albany","4","200","4","52","39","N","10","NYRD10054","42.43991667","-74.00794444","POINT (-74.00794444 42.43991667)"
"A1299","1104 Co Rt 402, Rensselaerville","Co Rt 402","Rensselaerville","Albany","4","260","208",,"212","N","7","NYRD10133","42.46402778","-74.10105556","POINT (-74.10105556 42.46402778)"
"CL1269","797 Sunset Rd, Upper Chateaugay Lake","Sunset Rd","Dannemora","Clinton","5","400","84","25","96","N","4","NYRD10579","44.74505556","-73.94994444","POINT (-73.94994444 44.74505556)"
"CU3744","10241 Creek Rd, Forestville","Creek Rd","Hanover","Chautauqua","9","20","-999",,"18.5","N","30","NYRD10084",,,
"CT1165","N/A","N/A","Allegany","Cattaraugus","9","160",,"96","64","N","105","NYRD10438","42.20194444","-78.33416667","POINT (-78.33416667 42.20194444)"
"CB1835","Sawmill Rd, Germantown","Sawmill Rd","Germantown","Columbia","4","502",,"80","60","N","2.5","NYRD10005","42.54433333","-73.66461111","POINT (-73.66461111 42.54433333)"
"D3077","N/A","N/A","Franklin","Delaware","4","147","92","15","90","N","20","NYRD10238","42.30447222","-75.13405556","POINT (-75.13405556 42.30447222)"
"CT3214","6093 Witch Hollow Rd, Ellicottville","Witch Hollow Rd","Ellicottville","Cattaraugus","9","183","18","101","40.5","N","12","NYRD10876","42.267","-78.63388889","POINT (-78.63388889 42.267)"
"CB1228","Brookbound Ln","Brookbound Ln","Claverack","Columbia","4","267","28","30","31","N","10","NYRD10010",,,
"D1454","550 Co Hwy 18 Delhi","Co Hwy 18","Delhi","Delaware","4","93",,"28","30","N","25","NYRD10159","42.295","-74.898","POINT (-74.898 42.295)"
"CT2001","1306 Flanigan Hill Rd, Hinsdale","Flanigan Hill Rd","Hinsdale","Cattaraugus","9","140",,"115","46.09999847","N","5","NYRD10408",,,
"CU2687","5484 Berry Rd, Fredonia","Berry Rd","Portland","Chautauqua","9","50",,"17","13.5","N","4","NYRD10050","42.43561111","-79.41313889","POINT (-79.41313889 42.43561111)"
"DU3642","Briarwood Subd Lot 20, Briarwood Lane Northeast","Briarwood Ln","Northeast","Dutchess","3","603",,,"20","N","1","NYRD10155",,,
"CT2662","3764 Bryant Hill Rd, Franklinville","Bryant Hill Rd","Franklinville","Cattaraugus","9","50","12","12","19.29999924","N","30","NYRD10082","42.32913889","-78.50802778","POINT (-78.50802778 42.32913889)"
"BM3166","Scouten Hill Rd, Windsor","Scouten Hill Rd","Windsor","Broome","7","140","20","20","18.70000076","N","6","NYRD10439","42.02516667","-75.65463889","POINT (-75.65463889 42.02516667)"
"C1527","N/A","N/A","Homer","Cortland","7","30",,"15","28.5","N",,"NYRD10618","42.69897222","-76.24127778","POINT (-76.24127778 42.69897222)"
"CB4834","305 Wire Rd, Germantown","Wire Rd","Livingston","Columbia","4","145","-999",,"121","N","20","NYRD10010","42.15030556","-73.83438889","POINT (-73.83438889 42.15030556)"
"CB2510","1425 Rt 21, Ghent","Rt 21","Ghent","Columbia","4","320",,"10","68","N","5","NYRD10055","42.33336111","-73.62288889","POINT (-73.62288889 42.33336111)"
"AG1815","N/A","N/A","Angelica","Allegany","9","110","20",,"24","N","8","NYRD10269","42.33616667","-77.981","POINT (-77.981 42.33616667)"
"CB1980","High Bridge Rd, Chatham","High Bridge Rd","Chatham","Columbia","4","422",,"80","40","N","10","NYRD10005","42.38802778","-73.59961111","POINT (-73.59961111 42.38802778)"
"AG2813","3725 Gillis Hill Rd, Birdsall","Gillis Hill Rd","Birdsall","Allegany","9","107","16",,"21","N",,"NYRD10043","42.39311111","-77.94197222","POINT (-77.94197222 42.39311111)"
"CB2748","N/A","N/A","Ghent","Columbia","4","165",,"30","36","N","15","NYRD10010","42.28055556","-73.65772222","POINT (-73.65772222 42.28055556)"
"CU2581","5333 Ramsey Rd, Ashville","Ramsey Rd","North Harmony","Chautauqua","9","105","12",,"14.5","N","10","NYRD10084","42.13933333","-79.40333333","POINT (-79.40333333 42.13933333)"
"DU6863","33 Frost Rd, Rhinebeck","Frost Rd","Rhinebeck","Dutchess","3","250",,,"51","N","80","NYRD10105","41.88333333","-73.8655","POINT (-73.8655 41.88333333)"
"CU3197","7335 Nazareth Rd, Clymer","Nazareth Rd","Clymer","Chautauqua","9","68","-999","68","66","N","20","NYRD10009","42.01422222","-79.53672222","POINT (-79.53672222 42.01422222)"
"CB4455","501 Taghkanic Rd, Elizaville","Taghkanic Rd","Taghkanic","Columbia","4","365","10",,"39","N","10","NYRD10010","42.11147222","-73.75475","POINT (-73.75475 42.11147222)"
"CT3399","N/A","N/A","Ellington","Chautauqua","9","38","36",,"20.5","N","8","NYRD10091","42.25055556","-79.07144444","POINT (-79.07144444 42.25055556)"
"CM906","4125 Rt 34","Rt 34","Van Etten","Chemung","8","58","-999","28","58","N","20","NYRD10056","42.20083333","-76.55213889","POINT (-76.55213889 42.20083333)"
"CL586","N/A","N/A","Peru","Clinton","5","280",,,"81","N","2","NYRD10179","44.62555556","-73.52638889","POINT (-73.52638889 44.62555556)"
"CT4333","1909 Wilson Rd, Franklinville","Wilson Rd","Franklinville","Cattaraugus","9","120","104","60","102","N","10","NYRD10408","42.34255556","-78.41033333","POINT (-78.41033333 42.34255556)"
"CT861","Tough Hill Rd","Tough Hill Rd","Mansfield","Cattaraugus","9","83","32","36","41","N","15","NYRD10134","42.34038889","-78.69747222","POINT (-78.69747222 42.34038889)"
"CN2304","N/A","N/A","Barker","Broome","7","160","60","35","58","N","10","NYRD10439","42.28541667","-75.84911111","POINT (-75.84911111 42.28541667)"
"AG1174","4590 Byrne Rd Wellsville","Byrne Rd","Alma","Allegany","9","250",,,"20","N",,"NYRD10070","42.08563889","-77.99044444","POINT (-77.99044444 42.08563889)"
"CU1982","7590 Brownell Rd, Clymer","Brownell Rd","Clymer","Chautauqua","9","125","66","25","66","N","2.5","NYRD10203","42.03380556","-79.57611111","POINT (-79.57611111 42.03380556)"
"CT1593","N/A","N/A","Allegany","Cattaraugus","9","125",,"50","61","N","20","NYRD10086","42.13291667","-78.46594444","POINT (-78.46594444 42.13291667)"
"CB4038","28 Knitt Rd, Hudson","Knitt Rd","Stockport","Columbia","4","105","48","45","58","N","1.799999952","NYRD10010","42.32713889","-73.73613889","POINT (-73.73613889 42.32713889)"
"A2034","N/A","N/A","Rensselaerville","Albany","4","200","92","84","103","N","8","NYRD10040","42.42566667","-74.20516667","POINT (-74.20516667 42.42566667)"
"CN2613","582 Co Rd 7, Mc Donough","Co Rd 7","Mc Donough","Chenango","7","98","90",,"91","N","10","NYRD10067",,,
"CU4180","27 Cherry Creek-leon Rd, Cherry Creek","Cherry Creek Leon Rd","Cherry Creek","Chautauqua","9","400","-999","0","278","N","3","NYRD10091",,,
"AG1105","Well 4, Rt 305, Part Of Lot 32","Rt 305","Clarksville","Allegany","9","260",,,"41","N","24","NYRD10535",,,
"CT2112","N/A","N/A","Little Valley","Cattaraugus","9","120",,,"45","N",,"NYRD10091","42.20622222","-78.84672222","POINT (-78.84672222 42.20622222)"
"CT1501","N/A","N/A","Great Valley","Cattaraugus","9","110",,,,"N",,"NYRD10091","42.17727778","-78.59258333","POINT (-78.59258333 42.17727778)"
"AG3009","1630 Casey Rd, Wellsville","Casey Rd","Wellsville","Allegany","9","140","28","90","26","N","5","NYRD10408","42.071","-77.82380556","POINT (-77.82380556 42.071)"
"C2135","Pease Hill Rd, Cuyler","Pease Hill Rd","Cuyler","Cortland","7","190","85","80","8","N","12","NYRD10944","42.71483333","-75.96275","POINT (-75.96275 42.71483333)"
"CU3708","10526 Creek Rd, Forestville","Creek Rd","Forestville","Chautauqua","9","40","28","17","28","N","3","NYRD10408","42.46069444","-79.18386111","POINT (-79.18386111 42.46069444)"
"DU5591","Rt 199, Milan","Rt 199","Milan","Dutchess","3","707",,,"20","N",,"NYRD10076","41.97405556","-73.80777778","POINT (-73.80777778 41.97405556)"
"CU2668","6015 Douglas Rd","Douglas Rd","Westfield","Chautauqua","9","60","17","60","17","N","2","NYRD10203","42.26191667","-79.61613889","POINT (-79.61613889 42.26191667)"
"DU5634","N/A","N/A","Clinton","Dutchess","3","127",,"30","20","N","15","NYRD10076","41.89733333","-73.77933333","POINT (-73.77933333 41.89733333)"
"CN1102","Sprague Rd And Rt 41n, Afton","Sprague Rd","Afton","Chenango","7","150",,"24","40","N","15","NYRD10288",,,
"DU3846","N/A","N/A","Rhinebeck","Dutchess","3","65",,"10","60","N",,"NYRD10010","41.9545","-73.84316667","POINT (-73.84316667 41.9545)"
"CN1580","8463 St Hwy 12, Sherburne","St Hwy 12","Sherburne","Chenango","7","166","163",,"161","N","20","NYRD10067","42.69513889","-75.49986111","POINT (-75.49986111 42.69513889)"
"CM1927","27 Hibbard Rd, Big Flats","Hibbard Rd","Big Flats","Chemung","8","70","-999","11","70","N","6","NYRD10330",,,
"CY1761","11187 St Rt 90, Locke","St Rt 90","Locke","Cayuga","7","111","8","14","8","N","10","NYRD10453","42.65961111","-76.46961111","POINT (-76.46961111 42.65961111)"
"BM2052","Palmer Hill Rd, Binghamton","Palmer Hill Rd","Binghamton","Broome","7","160","10","55","9.25","N","10","NYRD10169",,,
"CB1274","Boston Corners Rd","Boston Corners Rd","Ancram","Columbia","4","58","-999","8","56","N","10","NYRD10005",,,
"CT3605","7286 Ellicottville Maples Rd, Little Valley","Ellicottville Maples Rd","Little Valley","Cattaraugus","9","71","-999","0","69","N","50","NYRD10408","42.3135","-78.72783333","POINT (-78.72783333 42.3135)"
"CU1840","Fredonia Stockton Rd","Fredonia Stockton Rd","Pomfret","Chautauqua","9","53",,,"11.75","N","10","NYRD10084","42.41013889","-79.31419444","POINT (-79.31419444 42.41013889)"
"A2476","660 Altamont Voorheesville Rd","Altamont Voorheesville Rd","Guilderland","Albany","4","59","-999",,"59","N","5","NYRD10027","42.66416667","-73.99694444","POINT (-73.99694444 42.66416667)"
"AG896","N/A","N/A","Alma","Allegany","9","70",,"21","38.65999985","N","8","NYRD10043","42.08388889","-78.06444444","POINT (-78.06444444 42.08388889)"
"CT1742","Rt 219, Great Valley","Rt 219","Great Valley","Cattaraugus","9","32",,,"31","N",,"NYRD10091","42.24991667","-78.64736111","POINT (-78.64736111 42.24991667)"
"CB3049","4 Dogwood Dr, Hudson","Dogwood Dr","Greenport","Columbia","4","540",,"70","38","N","6","NYRD10055",,,
"CY899","Indian Field Rd, Genoa","Indian Field Rd","Genoa","Cayuga","7","80",,"75","44","N","30","NYRD10453","42.67052778","-76.54788889","POINT (-76.54788889 42.67052778)"
"CB3992","Island Dr, Copake","Island Dr","Copake","Columbia","4","505","12","60","18","N","1","NYRD10010","42.14791667","-73.59863889","POINT (-73.59863889 42.14791667)"
"CB5166","Rt 9 And Rt 9h, Livingston","Rt 9","Livingston","Columbia","4","405","48",,"63","N","10","NYRD10351","42.17958333","-73.75830556","POINT (-73.75830556 42.17958333)"
"CU2040","N/A","N/A","Gerry","Chautauqua","9","150",,"50","20","N","1.5","NYRD10203","42.18591667","-79.23308333","POINT (-79.23308333 42.18591667)"
"CB5093","Crow Hill Rd, Hillsdale, Container Well","Crow Hill Rd","Taghkanic","Columbia","4","405","0",,"18","N","45","NYRD10351","42.12344444","-73.63319444","POINT (-73.63319444 42.12344444)"
"CU2470","Harmon Hill Rd, Portland","Harmon Hill Rd","Pomfret","Chautauqua","9","107",,,"11","N","3","NYRD10084","42.38486111","-79.39811111","POINT (-79.39811111 42.38486111)"
"CU4652","6908 Beech Hill Rd, Dewittville","Beech Hill Rd","Mayville","Chautauqua","9","95","60","56.70000076","64.80000305","N","12","NYRD10091","42.30138889","-79.44094444","POINT (-79.44094444 42.30138889)"
"CL2677","Woods Falls Rd, Mooers","Woods Falls Rd","Mooers","Clinton","5","65","10","0","13","N","30","NYRD10182","44.91919444","-73.55494444","POINT (-73.55494444 44.91919444)"
"CM1330","125 Mill St","Mill St","Horseheads","Chemung","8","160",,,"121.5","N","2","NYRD10024","42.17263889","-76.73661111","POINT (-76.73661111 42.17263889)"
"D2118","N/A","N/A","Roxbury","Delaware","4","598","5",,"118.5","N","5","NYRD10178","42.26605556","-74.54097222","POINT (-74.54097222 42.26605556)"
"CL562","87 Super Rd, Saranac","Super Rd","Saranac","Clinton","5","543",,"465","125","N","2","NYRD10030","44.641","-73.74163889","POINT (-73.74163889 44.641)"
"AG861","N/A","N/A","New Hudson","Allegany","9","140",,"33","70","N","6","NYRD10269","42.298","-78.22361111","POINT (-78.22361111 42.298)"
"C1681","5390 Rt 11, Homer","Rt 11","Homer","Cortland","7","30","-999","7","28.5","N","10","NYRD10080","42.66705556","-76.16602778","POINT (-76.16602778 42.66705556)"
"CN2650","847 W Co Rt 24, Sherburne, Well 1","Co Rt 24","Sherburne","Chenango","7","125","53","60","52","N","3","NYRD10110","42.72311111","-75.43402778","POINT (-75.43402778 42.72311111)"
"AG2168","Eymer Rd, Amity","Eymer Rd","Amity","Allegany","9","110","5","85","28.79999924","N","12","NYRD10082","42.18661111","-78.04513889","POINT (-78.04513889 42.18661111)"
