"year","month","month_code","district_code","district","total_temporary_assistance_cases","total_temporary_assistance_recipients","total_temporary_assistance_children","total_temporary_assistance_adults","total_temporary_assistance_expenditures","family_assistance_federally_participating_cases","family_assistance_federally_participating_recipients","family_assistance_federally_participating_children","family_assistance_federally_participating_adults","family_assistance_federally_participating_expenditures","safety_net_assistance_cases","safety_net_assistance_recipients","safety_net_assistance_children","safety_net_assistance_adults","safety_net_assistance_expenditures","federally_participating_temporary_assistance_for_needy_families_cases","federally_participating_temporary_assistance_for_needy_families_recipients","federally_participating_temporary_assistance_for_needy_families_expenditures","federally_non_participating_cases","federally_non_participating_recipients","federally_non_participating_expenditures","safety_net_assistance_federally_participating_cases","safety_net_assistance_federally_participating_recipients","safety_net_assistance_federally_participating_children","safety_net_assistance_federally_participating_adults","safety_net_assistance_federally_participating_expenditures","safety_net_federally_non_participating_cases","safety_net_federally_non_participating_recipients","safety_net_federally_non_participating_children","safety_net_federally_non_participating_adults","safety_net_federally_non_participating_expenditures","maintenance_of_effort_cases","maintenance_of_effort_recipients","maintenance_of_effort_children","maintenance_of_effort_adults","maintenance_of_effort_expenditures","non_maintenance_of_effort_cases","non_maintenance_of_effort_recipients","non_maintenance_of_effort_children","non_maintenance_of_effort_adults","non_maintenance_of_effort_expenditures"
"2021","June","6","57","Yates","144","211","120","91","89494","73","132","110","22","35974","71","79","10","69","53520","73","132","35974","71","79","53520","0","0","0","0","0","71","79","10","69","53520","2","5","4","1","2047","69","74","6","68","51473"
"2021","June","6","6","Chautauqua","1615","3043","1757","1286","953435","714","1652","1284","368","431802","901","1391","473","918","521633","721","1667","434911","894","1376","518524","7","15","8","7","3109","894","1376","465","911","518524","133","455","311","144","88124","761","921","154","767","430400"
"2021","June","6","66","New York City","195560","361510","154701","206809","115126256","46232","109361","75551","33810","26803261","149328","252149","79150","172999","88322995","46267","109430","26822456","149293","252080","88303800","35","69","42","27","19195","149293","252080","79108","172972","88303800","28307","93601","57607","35994","19880901","120986","158479","21501","136978","68422899"
"2021","June","6","7","Chemung","639","977","649","328","337520","337","618","548","70","179161","302","359","101","258","158359","341","627","181378","298","350","156142","4","9","4","5","2217","298","350","97","253","156142","12","43","30","13","8144","286","307","67","240","147998"
"2021","June","6","8","Chenango","274","411","264","147","125543","153","266","232","34","75080","121","145","32","113","50463","156","271","76103","118","140","49440","3","5","2","3","1023","118","140","30","110","49440","6","25","20","5","2888","112","115","10","105","46552"
"2021","June","6","9","Clinton","571","857","496","361","333793","279","512","431","81","147200","292","345","65","280","186593","281","516","148215","290","341","185578","2","4","2","2","1015","290","341","63","278","185578","19","58","38","20","15351","271","283","25","258","170227"
"2021","May","5","1","Albany","1346","2275","1399","876","1040738","647","1282","1104","178","448413","699","993","295","698","592325","651","1292","451457","695","983","589281","4","10","6","4","3044","695","983","289","694","589281","75","260","183","77","49452","620","723","106","617","539829"
"2021","May","5","10","Columbia","297","458","253","205","309601","124","233","197","36","87549","173","225","56","169","222052","126","236","93558","171","222","216043","2","3","1","2","6009","171","222","55","167","216043","15","58","42","16","24802","156","164","13","151","191241"
"2021","May","5","11","Cortland","335","513","255","258","205463","133","268","214","54","82878","202","245","41","204","122585","139","291","89231","196","222","116232","6","23","15","8","6353","196","222","26","196","116232","7","24","16","8","3600","189","198","10","188","112632"
"2021","May","5","12","Delaware","156","238","140","98","72005","89","160","126","34","41276","67","78","14","64","30729","89","160","41276","67","78","30729","0","0","0","0","0","67","78","14","64","30729","3","10","7","3","2206","64","68","7","61","28523"
"2021","May","5","13","Dutchess","976","1539","834","705","970948","402","835","684","151","330064","574","704","150","554","640884","410","854","340959","566","685","629989","8","19","11","8","10895","566","685","139","546","629989","36","119","82","37","40034","530","566","57","509","589955"
"2021","May","5","14","Erie","8176","15683","8960","6723","3970209","3227","7259","5659","1600","1741018","4949","8424","3301","5123","2229191","3260","7337","1761532","4916","8346","2208677","33","78","43","35","20514","4916","8346","3258","5088","2208677","850","3324","2443","881","504231","4066","5022","815","4207","1704446"
"2021","May","5","15","Essex","91","132","86","46","70035","50","84","77","7","28167","41","48","9","39","41868","50","84","28167","41","48","41868","0","0","0","0","0","41","48","9","39","41868","3","7","4","3","2199","38","41","5","36","39669"
"2021","May","5","16","Franklin","372","568","264","304","166121","143","284","209","75","67840","229","284","55","229","98281","143","284","67840","229","284","98281","0","0","0","0","0","229","284","55","229","98281","12","47","35","12","9258","217","237","20","217","89023"
"2021","May","5","17","Fulton","211","324","186","138","125168","88","159","136","23","47686","123","165","50","115","77482","94","174","51192","117","150","73976","6","15","9","6","3506","117","150","41","109","73976","7","30","24","6","3115","110","120","17","103","70861"
"2021","May","5","18","Genesee","227","345","168","177","125919","86","175","135","40","40750","141","170","33","137","85169","87","177","41275","140","168","84644","1","2","1","1","525","140","168","32","136","84644","11","33","23","10","17589","129","135","9","126","67055"
"2021","May","5","19","Greene","182","292","177","115","106877","87","159","142","17","46256","95","133","35","98","60621","90","170","48795","92","122","58082","3","11","8","3","2539","92","122","27","95","58082","9","24","15","9","6163","83","98","12","86","51919"
"2021","May","5","2","Allegany","257","410","218","192","125412","118","238","187","51","58467","139","172","31","141","66945","119","239","59224","138","171","66188","1","1","0","1","757","138","171","31","140","66188","8","22","14","8","4031","130","149","17","132","62157"
"2021","May","5","20","Hamilton","6","13","7","6","2416","2","6","5","1","1018","4","7","2","5","1398","2","6","1018","4","7","1398","0","0","0","0","0","4","7","2","5","1398","1","3","2","1","656","3","4","0","4","742"
"2021","May","5","21","Herkimer","347","578","336","242","181000","159","306","253","53","80316","188","272","83","189","100684","162","315","81860","185","263","99140","3","9","6","3","1544","185","263","77","186","99140","14","55","42","13","10931","171","208","35","173","88209"
"2021","May","5","22","Jefferson","992","1589","785","804","542766","344","734","580","154","182406","648","855","205","650","360360","354","757","186408","638","832","356358","10","23","13","10","4002","638","832","192","640","356358","54","170","114","56","33749","584","662","78","584","322609"
"2021","May","5","23","Lewis","93","132","76","56","42456","37","71","63","8","18647","56","61","13","48","23809","37","71","18647","56","61","23809","0","0","0","0","0","56","61","13","48","23809","0","0","0","0","0","56","61","13","48","23809"
"2021","May","5","24","Livingston","349","559","297","262","179375","147","295","234","61","83722","202","264","63","201","95653","151","302","84553","198","257","94822","4","7","3","4","831","198","257","60","197","94822","17","47","30","17","10483","181","210","30","180","84339"
"2021","May","5","25","Madison","249","381","227","154","131715","113","213","182","31","60914","136","168","45","123","70801","117","223","62779","132","158","68936","4","10","6","4","1865","132","158","39","119","68936","12","34","24","10","5955","120","124","15","109","62981"
"2021","May","5","26","Monroe","6369","11407","6731","4676","3501312","2834","6149","4995","1154","1684308","3535","5258","1736","3522","1817004","2902","6339","1724963","3467","5068","1776349","68","190","116","74","40655","3467","5068","1620","3448","1776349","506","1824","1305","519","309662","2961","3244","315","2929","1466687"
"2021","May","5","27","Montgomery","359","652","367","285","239346","141","283","231","52","77842","218","369","136","233","161504","146","299","86275","213","353","153071","5","16","9","7","8433","213","353","127","226","153071","42","148","104","44","23274","171","205","23","182","129797"
"2021","May","5","28","Nassau","2997","4874","2304","2570","4204293","827","1682","1418","264","969194","2170","3192","886","2306","3235099","827","1682","969194","2170","3192","3235099","0","0","0","0","0","2170","3192","886","2306","3235099","250","873","620","253","551447","1920","2319","266","2053","2683652"
"2021","May","5","29","Niagara","1429","2341","1364","977","704093","641","1246","1050","196","322196","788","1095","314","781","381897","665","1310","334447","764","1031","369646","24","64","40","24","12251","764","1031","274","757","369646","71","272","193","79","40130","693","759","81","678","329516"
"2021","May","5","3","Broome","2123","3354","1857","1497","1151538","876","1643","1361","282","515348","1247","1711","496","1215","636190","884","1663","519241","1239","1691","632297","8","20","11","9","3893","1239","1691","485","1206","632297","154","518","350","168","101851","1085","1173","135","1038","530446"
"2021","May","5","30","Oneida","2218","4336","2510","1826","1198659","866","2075","1635","440","511960","1352","2261","875","1386","686699","874","2104","517907","1344","2232","680752","8","29","19","10","5947","1344","2232","856","1376","680752","224","914","672","242","139433","1120","1318","184","1134","541319"
"2021","May","5","31","Onondaga","4446","8519","4906","3613","2466832","1797","4285","3342","943","1032685","2649","4234","1564","2670","1434147","1798","4287","1034515","2648","4232","1432317","1","2","1","1","1830","2648","4232","1563","2669","1432317","440","1633","1172","461","291437","2208","2599","391","2208","1140880"
"2021","May","5","32","Ontario","627","923","474","449","373947","247","465","386","79","140672","380","458","88","370","233275","249","471","142022","378","452","231925","2","6","3","3","1350","378","452","85","367","231925","23","71","47","24","14561","355","381","38","343","217364"
"2021","May","5","33","Orange","1353","2379","1376","1003","1416628","528","1105","927","178","522007","825","1274","449","825","894621","537","1130","559785","816","1249","856843","9","25","14","11","37778","816","1249","435","814","856843","151","511","360","151","182175","665","738","75","663","674668"
"2021","May","5","34","Orleans","422","710","382","328","226909","177","367","281","86","104226","245","343","101","242","122683","178","372","105105","244","338","121804","1","5","3","2","879","244","338","98","240","121804","19","75","53","22","24478","225","263","45","218","97326"
"2021","May","5","35","Oswego","1104","2002","1153","849","611116","494","1042","836","206","268416","610","960","317","643","342700","503","1069","276583","601","933","334533","9","27","16","11","8167","601","933","301","632","334533","75","257","176","81","51924","526","676","125","551","282609"
"2021","May","5","36","Otsego","200","295","147","148","152655","77","144","123","21","61267","123","151","24","127","91388","78","147","61457","122","148","91198","1","3","1","2","190","122","148","23","125","91198","5","23","18","5","4193","117","125","5","120","87005"
"2021","May","5","37","Putnam","60","82","56","26","48453","33","53","50","3","28875","27","29","6","23","19578","34","54","29058","26","28","19395","1","1","0","1","183","26","28","6","22","19395","0","0","0","0","0","26","28","6","22","19395"
"2021","May","5","38","Rensselaer","694","1403","961","442","456132","399","830","674","156","252870","295","573","287","286","203262","402","839","255635","292","564","200497","3","9","5","4","2765","292","564","282","282","200497","86","315","230","85","53434","206","249","52","197","147063"
"2021","May","5","39","Rockland","573","956","527","429","410694","222","462","394","68","146873","351","494","133","361","263821","224","466","152466","349","490","258228","2","4","2","2","5593","349","490","131","359","258228","23","95","68","27","36645","326","395","63","332","221583"
"2021","May","5","4","Cattaraugus","757","1158","562","596","361718","292","578","455","123","143411","465","580","107","473","218307","308","624","152075","449","534","209643","16","46","25","21","8664","449","534","82","452","209643","21","67","45","22","12319","428","467","37","430","197324"
"2021","May","5","40","St. Lawrence","706","1183","641","542","357122","277","553","454","99","144708","429","630","187","443","212414","279","558","145344","427","625","211778","2","5","2","3","636","427","625","185","440","211778","58","202","142","60","37832","369","423","43","380","173946"
"2021","May","5","41","Saratoga","330","462","283","179","213597","159","270","241","29","79101","171","192","42","150","134496","161","274","80325","169","188","133272","2","4","2","2","1224","169","188","40","148","133272","2","11","8","3","756","167","177","32","145","132516"
"2021","May","5","42","Schenectady","1040","1898","1204","694","658353","480","998","863","135","291440","560","900","341","559","366913","484","1007","294374","556","891","363979","4","9","4","5","2934","556","891","337","554","363979","88","330","238","92","65304","468","561","99","462","298675"
"2021","May","5","43","Schoharie","116","164","98","66","73678","63","104","91","13","35387","53","60","7","53","38291","63","104","35387","53","60","38291","0","0","0","0","0","53","60","7","53","38291","2","8","6","2","1575","51","52","1","51","36716"
"2021","May","5","44","Schuyler","115","154","79","75","67345","38","61","59","2","17512","77","93","20","73","49833","38","61","17512","77","93","49833","0","0","0","0","0","77","93","20","73","49833","3","15","11","4","2526","74","78","9","69","47307"
"2021","May","5","45","Seneca","196","291","134","157","114267","70","128","100","28","38525","126","163","34","129","75742","70","128","38525","126","163","75742","0","0","0","0","0","126","163","34","129","75742","11","37","24","13","6827","115","126","10","116","68915"
"2021","May","5","46","Steuben","790","1188","567","621","451835","293","581","469","112","163257","497","607","98","509","288578","293","581","163257","497","607","288578","0","0","0","0","0","497","607","98","509","288578","26","83","56","27","16968","471","524","42","482","271610"
"2021","May","5","47","Suffolk","5131","8342","4047","4295","7441655","1597","3324","2678","646","2725328","3534","5018","1369","3649","4716327","1618","3372","2767202","3513","4970","4674453","21","48","26","22","41874","3513","4970","1343","3627","4674453","418","1534","1087","447","910655","3095","3436","256","3180","3763798"
"2021","May","5","48","Sullivan","488","767","428","339","261555","199","401","346","55","104870","289","366","82","284","156685","199","401","104870","289","366","156685","0","0","0","0","0","289","366","82","284","156685","25","81","55","26","12530","264","285","27","258","144155"
"2021","May","5","49","Tioga","261","408","297","111","162181","154","264","245","19","86625","107","144","52","92","75556","165","283","101570","96","125","60611","11","19","8","11","14945","96","125","44","81","60611","8","33","22","11","8134","88","92","22","70","52477"
"2021","May","5","5","Cayuga","652","1103","610","493","423830","254","560","456","104","164791","398","543","154","389","259039","267","595","177776","385","508","246054","13","35","19","16","12985","385","508","135","373","246054","35","114","79","35","26034","350","394","56","338","220020"
"2021","May","5","50","Tompkins","562","810","349","461","397975","170","339","266","73","103009","392","471","83","388","294966","174","349","105603","388","461","292372","4","10","5","5","2594","388","461","78","383","292372","23","68","45","23","14883","365","393","33","360","277489"
"2021","May","5","51","Ulster","716","1193","656","537","613058","304","600","482","118","249966","412","593","174","419","363092","304","600","249966","412","593","363092","0","0","0","0","0","412","593","174","419","363092","59","181","115","66","57560","353","412","59","353","305532"
"2021","May","5","52","Warren","181","267","151","116","84478","85","153","133","20","44234","96","114","18","96","40244","86","155","44383","95","112","40095","1","2","1","1","149","95","112","17","95","40095","5","17","12","5","2810","90","95","5","90","37285"
"2021","May","5","53","Washington","312","492","281","211","171825","157","301","246","55","94360","155","191","35","156","77465","161","308","96539","151","184","75286","4","7","3","4","2179","151","184","32","152","75286","5","16","12","4","3520","146","168","20","148","71766"
"2021","May","5","54","Wayne","392","616","357","259","200804","193","375","312","63","98982","199","241","45","196","101822","204","405","106394","188","211","94410","11","30","16","14","7412","188","211","29","182","94410","11","25","15","10","6048","177","186","14","172","88362"
"2021","May","5","55","Westchester","3590","6469","3602","2867","4179009","1298","2893","2390","503","1790115","2292","3576","1212","2364","2388894","1303","2909","1794426","2287","3560","2384583","5","16","9","7","4311","2287","3560","1203","2357","2384583","478","1546","1056","490","800773","1809","2014","147","1867","1583810"
"2021","May","5","56","Wyoming","144","203","102","101","68621","59","99","82","17","28185","85","104","20","84","40436","64","110","30176","80","93","38445","5","11","6","5","1991","80","93","14","79","38445","2","7","4","3","2050","78","86","10","76","36395"
"2021","May","5","57","Yates","147","217","125","92","93140","74","137","115","22","44059","73","80","10","70","49081","74","137","44059","73","80","49081","0","0","0","0","0","73","80","10","70","49081","1","4","4","0","1038","72","76","6","70","48043"
"2021","May","5","6","Chautauqua","1587","3041","1783","1258","836514","707","1630","1274","356","393311","880","1411","509","902","443203","714","1644","395847","873","1397","440667","7","14","7","7","2536","873","1397","502","895","440667","140","477","325","152","98702","733","920","177","743","341965"
"2021","May","5","66","New York City","197071","363627","155268","208359","126125348","46424","109674","75870","33804","27978669","150647","253953","79398","174555","98146679","46462","109756","27998331","150609","253871","98127018","38","82","51","31","19662","150609","253871","79347","174524","98127018","28502","94082","57978","36104","20258239","122107","159789","21369","138420","77868779"
"2021","May","5","7","Chemung","632","982","671","311","331460","344","630","564","66","177294","288","352","107","245","154166","350","648","179961","282","334","151499","6","18","10","8","2667","282","334","97","237","151499","13","45","30","15","8733","269","289","67","222","142766"
"2021","May","5","8","Chenango","287","424","266","158","130092","154","265","233","32","72718","133","159","33","126","57374","156","270","73625","131","154","56467","2","5","3","2","907","131","154","30","124","56467","8","27","20","7","4496","123","127","10","117","51971"
"2021","May","5","9","Clinton","574","852","496","356","332912","277","502","429","73","137213","297","350","67","283","195699","280","508","138773","294","344","194139","3","6","3","3","1560","294","344","64","280","194139","18","57","38","19","15130","276","287","26","261","179009"
"2021","April","4","1","Albany","1374","2337","1439","898","1082207","668","1338","1147","191","444351","706","999","292","707","637856","673","1351","451077","701","986","631130","5","13","8","5","6726","701","986","284","702","631130","76","261","182","79","63479","625","725","102","623","567651"
"2021","April","4","10","Columbia","321","518","283","235","347236","126","266","221","45","120872","195","252","62","190","226364","129","273","122911","192","245","224325","3","7","4","3","2039","192","245","58","187","224325","15","55","39","16","9648","177","190","19","171","214677"
"2021","April","4","11","Cortland","368","561","273","288","226792","138","282","227","55","78507","230","279","46","233","148285","145","308","85969","223","253","140823","7","26","17","9","7462","223","253","29","224","140823","7","21","13","8","3144","216","232","16","216","137679"
"2021","April","4","12","Delaware","152","233","141","92","75471","90","162","128","34","47891","62","71","13","58","27580","90","162","47891","62","71","27580","0","0","0","0","0","62","71","13","58","27580","2","8","6","2","1625","60","63","7","56","25955"
"2021","April","4","13","Dutchess","988","1582","862","720","996134","407","856","694","162","408348","581","726","168","558","587786","413","869","413305","575","713","582829","6","13","7","6","4957","575","713","161","552","582829","41","142","101","41","50183","534","571","60","511","532646"
"2021","April","4","14","Erie","8477","16388","9355","7033","4126507","3342","7594","5902","1692","1807844","5135","8794","3453","5341","2318663","3376","7672","1832407","5101","8716","2294100","34","78","42","36","24563","5101","8716","3411","5305","2294100","877","3417","2502","915","540495","4224","5299","909","4390","1753605"
"2021","April","4","15","Essex","89","132","87","45","46078","52","89","79","10","26193","37","43","8","35","19885","52","89","26193","37","43","19885","0","0","0","0","0","37","43","8","35","19885","2","5","3","2","1020","35","38","5","33","18865"
"2021","April","4","16","Franklin","392","598","274","324","183521","148","290","211","79","69289","244","308","63","245","114232","148","290","69289","244","308","114232","0","0","0","0","0","244","308","63","245","114232","14","51","37","14","9634","230","257","26","231","104598"
"2021","April","4","17","Fulton","215","329","192","137","112520","92","167","146","21","47839","123","162","46","116","64681","98","179","49704","117","150","62816","6","12","5","7","1865","117","150","41","109","62816","6","28","23","5","3991","111","122","18","104","58825"
"2021","April","4","18","Genesee","227","347","176","171","115706","90","185","147","38","43381","137","162","29","133","72325","91","187","43906","136","160","71800","1","2","1","1","525","136","160","28","132","71800","10","32","23","9","6537","126","128","5","123","65263"
"2021","April","4","19","Greene","190","307","181","126","121794","88","168","146","22","49759","102","139","35","104","72035","91","179","53094","99","128","68700","3","11","8","3","3335","99","128","27","101","68700","11","29","18","11","8327","88","99","9","90","60373"
"2021","April","4","2","Allegany","266","422","218","204","135575","119","240","186","54","58364","147","182","32","150","77211","120","241","59878","146","181","75697","1","1","0","1","1514","146","181","32","149","75697","8","24","16","8","6640","138","157","16","141","69057"
"2021","April","4","20","Hamilton","6","13","7","6","2416","2","6","5","1","1018","4","7","2","5","1398","2","6","1018","4","7","1398","0","0","0","0","0","4","7","2","5","1398","1","3","2","1","656","3","4","0","4","742"
"2021","April","4","21","Herkimer","354","588","340","248","183081","158","308","255","53","82207","196","280","85","195","100874","160","311","83340","194","277","99741","2","3","1","2","1133","194","277","84","193","99741","16","61","46","15","12512","178","216","38","178","87229"
"2021","April","4","22","Jefferson","1019","1634","806","828","584322","356","761","600","161","200439","663","873","206","667","383883","366","785","205786","653","849","378536","10","24","14","10","5347","653","849","192","657","378536","55","174","117","57","36094","598","675","75","600","342442"
"2021","April","4","23","Lewis","106","143","75","68","58927","41","75","64","11","20489","65","68","11","57","38438","41","75","20489","65","68","38438","0","0","0","0","0","65","68","11","57","38438","1","1","0","1","181","64","67","11","56","38257"
"2021","April","4","24","Livingston","384","608","316","292","202798","154","306","242","64","87486","230","302","74","228","115312","159","316","92091","225","292","110707","5","10","5","5","4605","225","292","69","223","110707","21","61","39","22","13853","204","231","30","201","96854"
"2021","April","4","25","Madison","261","411","251","160","161388","117","226","195","31","61056","144","185","56","129","100332","121","236","62839","140","175","98549","4","10","6","4","1783","140","175","50","125","98549","13","40","29","11","9279","127","135","21","114","89270"
"2021","April","4","26","Monroe","6760","12121","7067","5054","3860094","2934","6380","5149","1231","1814557","3826","5741","1918","3823","2045537","3007","6583","1858568","3753","5538","2001526","73","203","122","81","44011","3753","5538","1796","3742","2001526","576","2042","1453","589","369499","3177","3496","343","3153","1632027"
"2021","April","4","27","Montgomery","353","651","370","281","193606","141","292","237","55","73187","212","359","133","226","120419","144","303","75344","209","348","118262","3","11","7","4","2157","209","348","126","222","118262","39","136","97","39","22719","170","212","29","183","95543"
"2021","April","4","28","Nassau","3141","5140","2430","2710","4742673","873","1804","1493","311","1059881","2268","3336","937","2399","3682792","873","1804","1059881","2268","3336","3682792","0","0","0","0","0","2268","3336","937","2399","3682792","259","891","631","260","625562","2009","2445","306","2139","3057230"
"2021","April","4","29","Niagara","1468","2400","1382","1018","751233","651","1271","1065","206","332582","817","1129","317","812","418651","673","1335","343094","795","1065","408139","22","64","41","23","10512","795","1065","276","789","408139","69","260","183","77","42143","726","805","93","712","365996"
"2021","April","4","3","Broome","2186","3463","1893","1570","1216654","878","1685","1392","293","511794","1308","1778","501","1277","704860","891","1713","519357","1295","1750","697297","13","28","14","14","7563","1295","1750","487","1263","697297","154","515","348","167","96861","1141","1235","139","1096","600436"
"2021","April","4","30","Oneida","2414","4671","2631","2040","1581961","896","2155","1687","468","585571","1518","2516","944","1572","996390","904","2185","589826","1510","2486","992135","8","30","20","10","4255","1510","2486","924","1562","992135","233","950","697","253","152867","1277","1536","227","1309","839268"
"2021","April","4","31","Onondaga","4554","8774","5061","3713","2457385","1842","4367","3391","976","1088788","2712","4407","1670","2737","1368597","1843","4369","1090176","2711","4405","1367209","1","2","1","1","1388","2711","4405","1669","2736","1367209","458","1736","1253","483","294929","2253","2669","416","2253","1072280"
"2021","April","4","32","Ontario","666","984","498","486","425241","250","479","397","82","142293","416","505","101","404","282948","251","483","143102","415","501","282139","1","4","2","2","809","415","501","99","402","282139","23","83","58","25","18495","392","418","41","377","263644"
"2021","April","4","33","Orange","1420","2480","1405","1075","1766513","543","1130","934","196","604256","877","1350","471","879","1162257","552","1153","667876","868","1327","1098637","9","23","12","11","63620","868","1327","459","868","1098637","158","533","373","160","220996","710","794","86","708","877641"
"2021","April","4","34","Orleans","438","730","393","337","227109","185","391","301","90","103702","253","339","92","247","123407","187","399","106189","251","331","120920","2","8","5","3","2487","251","331","87","244","120920","18","68","47","21","11481","233","263","40","223","109439"
"2021","April","4","35","Oswego","1126","2030","1161","869","681418","496","1042","833","209","280069","630","988","328","660","401349","505","1065","293387","621","965","388031","9","23","12","11","13318","621","965","316","649","388031","76","258","177","81","72603","545","707","139","568","315428"
"2021","April","4","36","Otsego","205","309","156","153","232981","80","154","131","23","137567","125","155","25","130","95414","81","157","137757","124","152","95224","1","3","1","2","190","124","152","24","128","95224","5","22","17","5","4428","119","130","7","123","90796"
"2021","April","4","37","Putnam","66","93","60","33","51043","35","59","53","6","17091","31","34","7","27","33952","36","61","18630","30","32","32413","1","2","1","1","1539","30","32","6","26","32413","0","0","0","0","0","30","32","6","26","32413"
"2021","April","4","38","Rensselaer","725","1482","1021","461","490694","412","864","708","156","269678","313","618","313","305","221016","416","874","272831","309","608","217863","4","10","5","5","3153","309","608","308","300","217863","86","320","234","86","49453","223","288","74","214","168410"
"2021","April","4","39","Rockland","589","1000","554","446","387494","223","474","405","69","143040","366","526","149","377","244454","225","478","145916","364","522","241578","2","4","2","2","2876","364","522","147","375","241578","22","99","72","27","29861","342","423","75","348","211717"
"2021","April","4","4","Cattaraugus","742","1119","551","568","392613","290","568","455","113","152427","452","551","96","455","240186","307","616","162533","435","503","230080","17","48","25","23","10106","435","503","71","432","230080","21","65","43","22","12884","414","438","28","410","217196"
"2021","April","4","40","St. Lawrence","744","1247","664","583","383147","284","571","466","105","145642","460","676","198","478","237505","286","576","146294","458","671","236853","2","5","2","3","652","458","671","196","475","236853","59","207","145","62","40858","399","464","51","413","195995"
"2021","April","4","41","Saratoga","328","471","292","179","195316","161","276","247","29","78590","167","195","45","150","116726","165","283","81633","163","188","113683","4","7","3","4","3043","163","188","42","146","113683","5","21","14","7","1522","158","167","28","139","112161"
"2021","April","4","42","Schenectady","1067","1997","1284","713","633150","498","1047","898","149","285160","569","950","386","564","347990","502","1057","287051","565","940","346099","4","10","5","5","1891","565","940","381","559","346099","100","388","284","104","72732","465","552","97","455","273367"
"2021","April","4","43","Schoharie","127","178","102","76","89490","66","108","94","14","36588","61","70","8","62","52902","66","108","36588","61","70","52902","0","0","0","0","0","61","70","8","62","52902","1","5","4","1","905","60","65","4","61","51997"
"2021","April","4","44","Schuyler","118","157","81","76","75669","39","62","61","1","18822","79","95","20","75","56847","39","62","18822","79","95","56847","0","0","0","0","0","79","95","20","75","56847","3","15","11","4","2526","76","80","9","71","54321"
"2021","April","4","45","Seneca","190","288","141","147","99794","71","130","103","27","36457","119","158","38","120","63337","72","134","37282","118","154","62512","1","4","3","1","825","118","154","35","119","62512","12","38","25","13","7022","106","116","10","106","55490"
"2021","April","4","46","Steuben","848","1238","562","676","514200","300","587","467","120","157016","548","651","95","556","357184","300","587","157016","548","651","357184","0","0","0","0","0","548","651","95","556","357184","25","84","55","29","17992","523","567","40","527","339192"
"2021","April","4","47","Suffolk","5328","8676","4185","4491","7330160","1623","3408","2736","672","2937320","3705","5268","1449","3819","4392840","1643","3456","2977596","3685","5220","4352564","20","48","27","21","40276","3685","5220","1422","3798","4352564","433","1596","1130","466","1124034","3252","3624","292","3332","3228530"
"2021","April","4","48","Sullivan","563","920","509","411","448333","213","434","375","59","145725","350","486","134","352","302608","213","434","145725","350","486","302608","0","0","0","0","0","350","486","134","352","302608","38","125","87","38","44833","312","361","47","314","257775"
"2021","April","4","49","Tioga","264","422","311","111","150632","160","279","254","25","84523","104","143","57","86","66109","164","288","89757","100","134","60875","4","9","5","4","5234","100","134","52","82","60875","8","35","26","9","6375","92","99","26","73","54500"
"2021","April","4","5","Cayuga","661","1126","619","507","448440","257","562","452","110","166405","404","564","167","397","282035","271","602","182675","390","524","265765","14","40","22","18","16270","390","524","145","379","265765","36","132","95","37","31196","354","392","50","342","234569"
"2021","April","4","50","Tompkins","583","844","373","471","371950","183","354","278","76","113649","400","490","95","395","258301","189","367","116255","394","477","255695","6","13","6","7","2606","394","477","89","388","255695","26","79","53","26","16685","368","398","36","362","239010"
"2021","April","4","51","Ulster","785","1286","686","600","911358","322","639","511","128","383181","463","647","175","472","528177","322","639","383181","463","647","528177","0","0","0","0","0","463","647","175","472","528177","61","185","117","68","107732","402","462","58","404","420445"
"2021","April","4","52","Warren","225","318","160","158","172125","93","168","142","26","55659","132","150","18","132","116466","95","173","64855","130","145","107270","2","5","3","2","9196","130","145","15","130","107270","4","14","10","4","2031","126","131","5","126","105239"
"2021","April","4","53","Washington","321","508","288","220","220690","156","306","252","54","95130","165","202","36","166","125560","160","313","97331","161","195","123359","4","7","3","4","2201","161","195","33","162","123359","6","18","13","5","4039","155","177","20","157","119320"
"2021","April","4","54","Wayne","419","654","362","292","236071","191","374","309","65","107515","228","280","53","227","128556","204","407","118007","215","247","118064","13","33","17","16","10492","215","247","36","211","118064","14","33","19","14","10319","201","214","17","197","107745"
"2021","April","4","55","Westchester","3565","6489","3653","2836","4375759","1322","2934","2421","513","1813268","2243","3555","1232","2323","2562491","1330","2958","1828797","2235","3531","2546962","8","24","12","12","15529","2235","3531","1220","2311","2546962","484","1568","1072","496","840095","1751","1963","148","1815","1706867"
"2021","April","4","56","Wyoming","143","209","107","102","73776","59","106","87","19","30948","84","103","20","83","42828","63","114","32457","80","95","41319","4","8","4","4","1509","80","95","16","79","41319","2","7","4","3","1234","78","88","12","76","40085"
"2021","April","4","57","Yates","152","232","135","97","82997","77","146","121","25","37878","75","86","14","72","45119","77","146","37878","75","86","45119","0","0","0","0","0","75","86","14","72","45119","1","4","4","0","1194","74","82","10","72","43925"
"2021","April","4","6","Chautauqua","1617","3089","1808","1281","895053","721","1658","1295","363","445494","896","1431","513","918","449559","730","1682","449429","887","1407","445624","9","24","15","9","3935","887","1407","498","909","445624","148","509","349","160","93767","739","898","149","749","351857"
