"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"B1486418","103","DISTURBANCE (OTHER)","2A","103","DISTURBANCE (OTHER)","1C","3680197","531324","2018-02-12T22:08:05.000","2018-02-12T22:12:43.000",,"2018-02-12T22:33:54.000","GOA","GONE ON ARRIVAL","N","8I02","010XX Canal St","70112","8","(29.9549977, -90.07219085)"
"B1474418","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3678984","525258","2018-02-12T20:28:26.000","2018-02-12T20:28:26.000","2018-02-12T20:28:26.000","2018-02-12T20:28:28.000","NAT","Necessary Action Taken","Y","6G02","016XX Terpsichore St","70130","6","(29.93835548, -90.07623109)"
"B1482318","103D","DOMESTIC DISTURBANCE","2C","103D","DOMESTIC DISTURBANCE","2C","3673992","528936","2018-02-12T21:32:32.000","2018-02-12T21:33:19.000","2018-02-12T21:39:52.000","2018-02-12T22:02:33.000","RTF","REPORT TO FOLLOW","N","6L02","033XX Martin Luther King Jr Blvd","70125","6","(29.94861762, -90.09186336)"
"B1465718","99","RECKLESS DRIVING","1F","18","TRAFFIC INCIDENT","1J","3699545","533694","2018-02-12T19:13:58.000","2018-02-12T21:08:30.000",,"2018-02-12T21:08:33.000","GOA","GONE ON ARRIVAL","N","5E03","012XX Tupelo St","70117","5","(29.96091337, -90.0110094)"
"B1477818","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3691345","549734","2018-02-12T20:54:31.000","2018-02-12T20:54:31.000","2018-02-12T20:54:31.000","2018-02-12T21:02:19.000","NAT","Necessary Action Taken","Y","3U01","Chef Menteur Hwy & Louisa St","70126","3","(30.00527738, -90.03633042)"
"B1468618","64A","HOLD UP ALARM","1A","64A","HOLD UP ALARM","2D","3681167","540404","2018-02-12T19:40:44.000",,,"2018-02-12T20:20:03.000","VOI","VOID","N","5K04","017XX N Tonti St","70119","5","(29.97993525, -90.06881013)"
"B1478318","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670253","551892","2018-02-12T20:59:06.000","2018-02-12T20:59:06.000","2018-02-12T20:59:06.000","2018-02-12T21:06:51.000","NAT","Necessary Action Taken","Y","3J01","Filmore Ave & Marshall Foch St","70124","3","(30.01184989, -90.10289097)"
"B1471818","21","COMPLAINT OTHER","2A","18","TRAFFIC INCIDENT","1J","3667869","541069","2018-02-12T20:08:24.000","2018-02-12T20:09:18.000","2018-02-12T20:13:58.000","2018-02-12T20:29:52.000","NAT","Necessary Action Taken","N","3E01","Canal Blvd & City Park Ave","70124","3","(29.98215913, -90.11079012)"
"B1477718","966","DRUG VIOLATIONS","1I","966","DRUG VIOLATIONS","1I","3681015","530924","2018-02-12T20:54:12.000","2018-02-12T20:54:12.000","2018-02-12T20:54:23.000","2018-02-12T23:17:17.000","RTF","REPORT TO FOLLOW","N","8D01","001XX Bourbon St","70130","8","(29.95387431, -90.06961942)"
"B1500118","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-02-12T23:51:07.000","2018-02-12T23:51:07.000","2018-02-12T23:51:41.000","2018-02-13T00:22:24.000","NAT","Necessary Action Taken","N","8D05","Toulouse St & Bourbon St","70112","8","(0.0, 0.0)"
"B1489018","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681637","531815","2018-02-12T22:24:07.000","2018-02-12T22:24:07.000","2018-02-12T22:24:17.000","2018-02-12T22:28:37.000","NAT","Necessary Action Taken","N","8D05","004XX Bourbon St","70112","8","(29.95630309, -90.06762741)"
"B1475418","65","SIMPLE ROBBERY","2A","65","SIMPLE ROBBERY","1D","3681026","530918","2018-02-12T20:36:41.000","2018-02-12T20:41:17.000","2018-02-12T20:42:47.000","2018-02-12T20:45:16.000","GOA","GONE ON ARRIVAL","N","8D01","007XX Canal St","70130","8","(29.95385694, -90.06958596)"
"B1489718","20","AUTO ACCIDENT","1E","20","AUTO ACCIDENT","1E","3682291","522951","2018-02-12T22:31:27.000","2018-02-12T22:40:22.000","2018-02-12T22:54:08.000","2018-02-13T01:11:08.000","RTF","REPORT TO FOLLOW","N","6B04","Orange St & Tchoupitoulas St","70130","6","(29.93191176, -90.06586926)"
"B1464618","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3666804","537894","2018-02-12T19:05:23.000","2018-02-12T19:05:23.000","2018-02-12T19:05:23.000","2018-02-12T19:09:00.000","NAT","Necessary Action Taken","Y","3A02","General Ogden St & Marks St","70118","3","(29.97346047, -90.1142603)"
"B1491918","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682091","532385","2018-02-12T22:47:14.000","2018-02-12T22:47:14.000","2018-02-12T22:47:24.000","2018-02-12T22:47:41.000","NAT","Necessary Action Taken","N","8D06","006XX Bourbon St","70130","8","(29.95785622, -90.06617255)"
"B1485718","21","COMPLAINT OTHER","1J","67AR","SIMULTANEOS STOLEN/RECOVERY VEHICLE","1D","3673515","527781","2018-02-12T22:04:33.000","2018-02-12T22:08:50.000","2018-02-12T22:13:34.000","2018-02-12T22:26:13.000","NAT","Necessary Action Taken","N","6K01","031XX 2nd St","70125","6","(29.94545505, -90.09340952)"
"B1496718","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681191","531271","2018-02-12T23:23:36.000","2018-02-12T23:23:36.000","2018-02-12T23:23:36.000","2018-02-12T23:33:40.000","NAT","Necessary Action Taken","Y","8D04","002XX Bourbon St","70112","8","(29.95482045, -90.06905327)"
"B1495218","21N","NOISE COMPLAINT","1G","21N","NOISE COMPLAINT","1G","3666070","531369","2018-02-12T23:12:28.000","2018-02-12T23:13:41.000","2018-02-12T23:25:22.000","2018-02-12T23:33:18.000","NAT","Necessary Action Taken","N","2P01","XX Fontainebleau Dr","70125","2","(29.95554268, -90.11679569)"
"B1481618","103","DISTURBANCE (OTHER)","1C","66","EXTORTION (THREATS)","1H","3689694","523204","2018-02-12T21:28:40.000","2018-02-12T23:15:18.000","2018-02-12T23:33:06.000","2018-02-13T00:34:47.000","RTF","REPORT TO FOLLOW","N","4A04","020XX Le Boeuf St","70114","4","(29.93237932, -90.04249078)"
"B1467718","103F","FIGHT","2D","103F","FIGHT","2D","3667424","535014","2018-02-12T19:30:36.000","2018-02-12T19:36:33.000","2018-02-12T19:56:09.000","2018-02-12T20:12:11.000","GOA","GONE ON ARRIVAL","N","2T05","082XX Palm St","70118","2","(29.96552545, -90.1123967)"
"B1467918","21","COMPLAINT OTHER","1A","21","COMPLAINT OTHER","2A","3678326","537077","2018-02-12T19:33:13.000","2018-02-12T19:50:49.000",,"2018-02-12T19:50:54.000","NAT","Necessary Action Taken","N","1J03","024XX Saint Philip St","70119","1","(29.97087414, -90.07789965)"
"B1551618","24","MEDICAL","2D","24","MEDICAL","2D","37369000","3513814","2018-02-13T11:02:56.000","2018-02-13T11:02:56.000","2018-02-13T11:02:56.000","2018-02-13T11:13:12.000","NAT","Necessary Action Taken","Y","8C01","Canal St & Royal St","70130","8","(0.0, 0.0)"
"A1494618","20I","AUTO ACCIDENT WITH INJURY","2D","20I","AUTO ACCIDENT WITH INJURY","2D","3680154","537472","2018-01-13T08:14:18.000","2018-01-13T08:54:38.000","2018-01-13T09:17:19.000","2018-01-13T10:16:34.000","RTF","REPORT TO FOLLOW","N","1B01","Esplanade Ave & N Johnson St","70116","1","(29.9719034, -90.07211203)"
"A1638718","21","COMPLAINT OTHER","1J","100","HIT & RUN","1G","3672159","524288","2018-01-14T16:02:46.000","2018-01-14T20:28:53.000","2018-01-14T20:38:27.000","2018-01-14T20:41:19.000","NAT","Necessary Action Taken","N","2O01","025XX Peniston St","70115","2","(29.93589307, -90.09781124)"
"A1664018","17R","WARR STOP WITH RELEASE","0I","17R","WARR STOP WITH RELEASE","0I","3677526","546823","2018-01-14T21:07:08.000",,"2018-01-14T21:07:12.000","2018-01-14T21:20:02.000","NAT","Necessary Action Taken","N","3M01","Saint Bernard Ave & Caton St","70122","3","(29.99769616, -90.0800891)"
"A1580618","21N","NOISE COMPLAINT","1G","21N","NOISE COMPLAINT","1G","3681792","528987","2018-01-14T01:03:06.000","2018-01-14T02:03:39.000","2018-01-14T02:09:43.000","2018-01-14T02:28:16.000","GOA","GONE ON ARRIVAL","N","8G02","005XX Tchoupitoulas St","70130","8","(29.94852286, -90.06723544)"
"A1655618","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","2A","3682832","535469","2018-01-14T19:44:26.000",,,"2018-01-14T19:46:37.000","VOI","VOID","N","1A01","011XX Esplanade Ave","70116","1","(29.96631618, -90.06372378)"
"A1637018","20I","AUTO ACCIDENT WITH INJURY","2D","20I","AUTO ACCIDENT WITH INJURY","2D","3676783","551663","2018-01-14T15:47:38.000","2018-01-14T15:49:28.000","2018-01-14T16:12:06.000","2018-01-14T17:49:01.000","RTF","REPORT TO FOLLOW","N","3N01","Filmore Ave & Saint Bernard Ave","70122","3","(30.01102443, -90.08226877)"
"A1610518","22D","DIRECTED PATROL","1J","22D","DIRECTED PATROL","1J","3690196","549205","2018-01-14T09:53:16.000",,"2018-01-14T09:53:16.000","2018-01-14T10:50:09.000","NAT","Necessary Action Taken","Y","3U01","Chef Menteur Hwy & Press Dr","70126","3","(30.00385895, -90.03997911)"
"A1587518","103D","DOMESTIC DISTURBANCE","2C","21","COMPLAINT OTHER","2A","3707108","514650","2018-01-14T02:40:21.000","2018-01-14T02:43:13.000","2018-01-14T02:48:06.000","2018-01-14T03:45:03.000","RTF","REPORT TO FOLLOW","N","4E03","063XX Woodland Hwy","70131","4","(29.90830842, -89.98783519)"
"A1650618","103D","DOMESTIC DISTURBANCE","2C","35","SIMPLE BATTERY","1F","3691293","537918","2018-01-14T18:32:56.000","2018-01-14T18:34:08.000","2018-01-14T18:43:57.000","2018-01-14T19:21:02.000","RTF","REPORT TO FOLLOW","N","5H01","017XX Congress St","70117","5","(29.97278781, -90.03691874)"
"A1583818","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3671495","553770","2018-01-14T01:43:29.000","2018-01-14T01:43:29.000","2018-01-14T01:43:34.000","2018-01-14T02:03:23.000","NAT","Necessary Action Taken","N","3J04","Orleans Ave & Walker St","70124","3","(30.01697672, -90.09890272)"
"A1621918","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3672488","541056","2018-01-14T12:33:50.000",,"2018-01-14T12:33:50.000","2018-01-14T13:09:59.000","NAT","Necessary Action Taken","Y","3H02","Dumaine St & Solomon Pl","70119","3","(29.98198904, -90.09620021)"
"A1608718","21P","LOST PROPERTY","0G","21P","LOST PROPERTY","0G","3680927","530925","2018-01-14T09:23:37.000","2018-01-14T09:45:46.000","2018-01-14T09:45:55.000","2018-01-14T10:27:00.000","RTF","REPORT TO FOLLOW","N","8D01","Canal St & Bourbon St","70112","8","(29.95387931, -90.06989927)"
"A1659318","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3678665","531556","2018-01-14T20:15:06.000","2018-01-14T20:47:19.000",,"2018-01-14T20:51:17.000","GOA","GONE ON ARRIVAL","N","8J03","La Salle St & Tulane Ave","70112","8","(29.95568103, -90.07701947)"
"A1665818","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3706551","555674","2018-01-14T21:17:43.000","2018-01-14T22:17:43.000","2018-01-14T22:23:39.000","2018-01-14T22:56:49.000","NAT","Necessary Action Taken","N","7F04","047XX Crowder Blvd","70127","7","(30.02112765, -89.98807069)"
"A1607318","37","AGGRAVATED ASSAULT","1A","37","AGGRAVATED ASSAULT","1E","3670226","535972","2018-01-14T08:49:04.000","2018-01-14T08:51:15.000","2018-01-14T08:55:40.000","2018-01-14T09:17:46.000","UNF","UNFOUNDED","N","1L04","039XX Tulane Ave","70119","1","(29.96807474, -90.10351781)"
"A1636818","67S","SHOPLIFTING","0A","67","THEFT","1G","3695699","554645","2018-01-14T15:46:55.000","2018-01-14T17:15:14.000","2018-01-14T17:15:19.000","2018-01-14T17:28:36.000","GOA","GONE ON ARRIVAL","N","7A04","065XX Downman Rd","70126","3","(30.01864483, -90.02239877)"
"A1598618","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3669355","552639","2018-01-14T05:39:30.000",,"2018-01-14T05:39:30.000","2018-01-14T07:41:13.000","NAT","Necessary Action Taken","Y","3J03","Vicksburg St & Chapelle St","70124","3","(30.01393037, -90.1057038)"
"A1664118","17R","WARR STOP WITH RELEASE","0I","17R","WARR STOP WITH RELEASE","0I","3677526","546823","2018-01-14T21:07:20.000",,"2018-01-14T21:07:24.000","2018-01-14T21:20:06.000","NAT","Necessary Action Taken","N","3M01","Saint Bernard Ave & Caton St","70122","3","(29.99769616, -90.0800891)"
"A1625818","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3709539","516230","2018-01-14T13:12:58.000","2018-01-14T13:17:35.000","2018-01-14T13:22:55.000","2018-01-14T13:41:22.000","NAT","Necessary Action Taken","N","4E04","039XX Jennifer St","70131","4","(29.91257267, -89.98010373)"
"A1671318","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","2B","3714784","565579","2018-01-14T22:27:16.000","2018-01-14T23:23:32.000","2018-01-14T23:28:05.000","2018-01-14T23:33:49.000","GOA","GONE ON ARRIVAL","N","7I11","070XX Bullard Ave","70128","7","(30.04809477, -89.96168257)"
"A1597118","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3674462","523334","2018-01-14T05:07:44.000","2018-01-14T05:08:37.000","2018-01-14T05:13:01.000","2018-01-14T05:15:57.000","NAT","Necessary Action Taken","N","6F02","020XX 7th St","70115","6","(29.93320109, -90.09057324)"
"A1669118","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3707261","559207","2018-01-14T21:55:18.000",,"2018-01-14T21:55:18.000","2018-01-14T22:04:12.000","NAT","Necessary Action Taken","Y","7R04","068XX Tara Ln","70127","7","(30.03081867, -89.98569643)"
"A1554618","21P","LOST PROPERTY","0G","21P","LOST PROPERTY","0G","3675092","527684","2018-01-13T20:31:50.000","2018-01-14T08:34:40.000","2018-01-14T08:34:45.000","2018-01-14T09:13:00.000","GOA","GONE ON ARRIVAL","N","6J01","029XX Josephine St","70113","6","(29.94514217, -90.08843408)"
"A1652318","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3712821","558089","2018-01-14T19:08:22.000",,"2018-01-14T19:08:22.000","2018-01-14T21:20:40.000","NAT","Necessary Action Taken","Y","7I01","101XX Dwyer Rd","70127","7","(30.02756361, -89.96817036)"
"A1629518","62A","BURGLAR ALARM, SILENT","1A","62A","BURGLAR ALARM, SILENT","2E","3681098","532655","2018-01-14T13:54:21.000","2018-01-14T13:57:04.000","2018-01-14T13:58:39.000","2018-01-14T14:17:07.000","NAT","Necessary Action Taken","N","8D03","010XX Saint Louis St","70112","8","(29.9586293, -90.06929858)"
"A1640918","99","RECKLESS DRIVING","1F","99","RECKLESS DRIVING","1F","3682820","540206","2018-01-14T16:25:51.000","2018-01-14T16:36:42.000",,"2018-01-14T16:36:46.000","GOA","GONE ON ARRIVAL","N","5K02","Annette St & N Miro St","70119","5","(29.97934108, -90.06359591)"
"A1582518","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3679820","531659","2018-01-14T01:27:44.000",,,"2018-01-14T01:29:29.000","NAT","Necessary Action Taken","N","8I02","Canal St & Elk Pl","70112","8","(29.95593052, -90.0733683)"
"A1622118","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3707540","558857","2018-01-14T12:34:59.000",,"2018-01-14T12:34:59.000","2018-01-14T12:59:27.000","NAT","Necessary Action Taken","Y","7R04","067XX Blk Tara Ln","70127","7","(30.02984667, -89.98482768)"
"A1609218","103","DISTURBANCE (OTHER)","2A","103M","MENTAL PATIENT","2C","3662016","530507","2018-01-14T09:37:29.000","2018-01-14T09:43:24.000","2018-01-14T09:49:17.000","2018-01-14T10:03:42.000","GOA","GONE ON ARRIVAL","N","2K03","016XX Joliet St","70118","2","(29.95328769, -90.12962725)"
"A1614818","21P","LOST PROPERTY","0G","21","COMPLAINT OTHER","1J","3681026","530918","2018-01-14T11:04:13.000","2018-01-14T11:10:42.000","2018-01-14T11:11:07.000","2018-01-14T11:35:26.000","GOA","GONE ON ARRIVAL","N","8D01","007XX Canal St","70130","8","(29.95385694, -90.06958596)"
"A1672918","103","DISTURBANCE (OTHER)","1A","103","DISTURBANCE (OTHER)","2A","3697563","558304","2018-01-14T23:02:04.000","2018-01-14T23:17:50.000","2018-01-14T23:21:22.000","2018-01-14T23:23:24.000","GOA","GONE ON ARRIVAL","N","7D02","Morrison Rd & Newcastle St","70126","7","(30.02864584, -90.01637694)"
"A1590718","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1J","3682125","524234","2018-01-14T03:23:27.000",,,"2018-01-14T03:24:59.000","NAT","Necessary Action Taken","N","6C01","Ccc Out Onramp & Tchoupitoulas St","70130","6","(29.93544396, -90.06634878)"
"A1626318","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3679998","546649","2018-01-14T13:19:54.000","2018-01-14T13:19:54.000","2018-01-14T13:20:56.000","2018-01-14T14:20:35.000","NAT","Necessary Action Taken","N","3P02","Bruxelles St & Foy St","70122","3","(29.99714081, -90.07228533)"
"A1632218","911","SILENT 911 CALL","2F","21","COMPLAINT OTHER","2A","3680929","531362","2018-01-14T14:37:19.000",,,"2018-01-14T14:39:15.000","VOI","VOID","N","8D01","008XX Iberville St","70112","8","(29.95508111, -90.06987819)"
"A1650818","21N","NOISE COMPLAINT","1G","21N","NOISE COMPLAINT","1G","3707915","553392","2018-01-14T18:35:45.000",,,"2018-01-14T19:04:17.000","DUP","DUPLICATE","N","7G03","088XX Chef Menteur Hwy","70127","7","(30.01480918, -89.98384561)"
"A1675918","103M","MENTAL PATIENT","2C","103M","MENTAL PATIENT","2C","37369000","3513814","2018-01-14T23:48:26.000","2018-01-14T23:51:30.000","2018-01-15T00:11:27.000","2018-01-15T01:03:36.000","NAT","Necessary Action Taken","N","2A02","002XX Henry Clay Ave","70118","2","(0.0, 0.0)"
"A1585218","103","DISTURBANCE (OTHER)","1C","103F","FIGHT","2D","3669456","549090","2018-01-14T02:02:10.000","2018-01-14T02:02:21.000","2018-01-14T02:02:10.000","2018-01-14T02:44:14.000","NAT","Necessary Action Taken","Y","3I04","008XX Harrison Ave","70124","3","(30.00416958, -90.10550373)"
"A1642618","18","TRAFFIC INCIDENT","1J","18","TRAFFIC INCIDENT","1J","3682343","537571","2018-01-14T16:55:27.000",,"2018-01-14T16:55:27.000","2018-01-14T17:17:48.000","NAT","Necessary Action Taken","Y","1A01","Saint Bernard Ave & N Robertson St","70116","5","(29.97211081, -90.06519607)"
"A1647618","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3681879","531499","2018-01-14T17:43:34.000",,"2018-01-14T17:43:34.000","2018-01-14T20:05:40.000","RTF","REPORT TO FOLLOW","Y","8C02","003XX Royal St","70130","8","(29.95542795, -90.06687159)"
"A1595418","21","COMPLAINT OTHER","1J","103F","FIGHT","2D","3680740","532728","2018-01-14T04:33:53.000","2018-01-14T04:34:48.000","2018-01-14T04:35:31.000","2018-01-14T05:04:51.000","NAT","Necessary Action Taken","N","1E04","004XX N Rampart St","70112","1","(29.95884115, -90.07042591)"
"A1601518","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3682214","533152","2018-01-14T06:32:41.000","2018-01-14T08:25:15.000",,"2018-01-14T08:25:21.000","NAT","Necessary Action Taken","N","8E01","007XX Dauphine St","70116","8","(29.95996206, -90.06575851)"
"A1674818","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3686664","544430","2018-01-14T23:35:24.000","2018-01-15T01:17:40.000",,"2018-01-15T01:36:09.000","GOA","GONE ON ARRIVAL","N","3Y01","031XX Arts St","70122","3","(29.99083604, -90.05130708)"
"A1604818","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3712821","558089","2018-01-14T08:05:18.000",,"2018-01-14T08:05:18.000","2018-01-14T09:30:28.000","NAT","Necessary Action Taken","Y","7I01","101XX Dwyer Rd","70127","7","(30.02756361, -89.96817036)"
"A1620818","67","THEFT","0A","67","THEFT","1G","3681879","531499","2018-01-14T12:21:05.000","2018-01-14T12:31:36.000","2018-01-14T12:31:41.000","2018-01-14T12:47:07.000","GOA","GONE ON ARRIVAL","N","8C02","003XX Royal St","70130","8","(29.95542795, -90.06687159)"
"A1648718","21","COMPLAINT OTHER","1J","67A","AUTO THEFT","0A","3671990","527950","2018-01-14T18:01:02.000","2018-01-14T19:18:26.000","2018-01-14T19:18:33.000","2018-01-14T19:38:17.000","NAT","Necessary Action Taken","N","6K01","Toledano St & S Galvez St","70125","6","(29.94596668, -90.09822091)"
"A1569718","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3675980","525255","2018-01-13T23:06:54.000","2018-01-13T23:38:22.000","2018-01-13T23:06:54.000","2018-01-14T08:13:59.000","NAT","Necessary Action Taken","Y","6F03","022XX Philip St","70113","6","(29.93843663, -90.08571536)"
"A1662118","103D","DOMESTIC DISTURBANCE","1A","103D","DOMESTIC DISTURBANCE","1A","3696161","560428","2018-01-14T20:52:04.000","2018-01-14T23:29:27.000","2018-01-14T23:43:40.000","2018-01-15T00:38:48.000","RTF","REPORT TO FOLLOW","N","7D02","063XX Hayne Blvd","70126","7","(30.03452951, -90.02072763)"
"A1618918","911","SILENT 911 CALL","2F","911","SILENT 911 CALL","2F","3680975","535126","2018-01-14T11:52:01.000",,,"2018-01-14T11:55:25.000","DUP","DUPLICATE","N","1F02","015XX Saint Philip St","70116","1","(29.96542694, -90.0696009)"
"A1585718","35","SIMPLE BATTERY","1F","35","SIMPLE BATTERY","1F","3681026","530918","2018-01-14T02:13:31.000",,,"2018-01-14T02:15:59.000","DUP","DUPLICATE","N","8D01","007XX Canal St","70130","8","(29.95385694, -90.06958596)"
"A1598418","21","COMPLAINT OTHER","1J","67","THEFT","1G","3679368","525926","2018-01-14T05:33:45.000","2018-01-14T08:02:10.000","2018-01-14T08:02:15.000","2018-01-14T08:50:05.000","NAT","Necessary Action Taken","N","6G03","013XX Saint Charles Ave","70130","6","(29.94017973, -90.07499576)"
