"nopd_item","type_","typetext","priority","initialtype","initialtypetext","initialpriority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","selfinitiated","beat","block_address","zip","policedistrict","location"
"A0036321","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682836","534576","2021-01-01T06:44:44.840",,,"2021-01-01T06:44:44.840","NAT","Necessary Action Taken","N","8E02","012XX Burgundy St","70116","8","POINT (-90.06374236 29.96385927)"
"A0036421","20I","AUTO ACCIDENT WITH INJURY","2D","20","AUTO ACCIDENT","1E","3683269","544463","2021-01-01T06:45:12.640","2021-01-01T06:54:31.823","2021-01-01T07:22:50.793","2021-01-01T09:04:04.510","RTF","REPORT TO FOLLOW","N","3X01","I-610 E","70122","3","POINT (-90.06202902 29.99103232)"
"A0036521","35D","SIMPLE BATTERY DOMESTIC","1A","35D","SIMPLE BATTERY DOMESTIC","2C","3685018","538277","2021-01-01T06:45:19.620","2021-01-01T16:07:26.273",,"2021-01-01T16:07:29.510","GOA","GONE ON ARRIVAL","N","5G01","016XX Elysian Fields Ave","70117","5","POINT (-90.05672259 29.97396822)"
"A0036621","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3683188","533856","2021-01-01T06:45:22.347",,,"2021-01-01T06:45:22.347","NAT","Necessary Action Taken","N","8E02","011XX Bourbon St","70116","8","POINT (-90.06265624 29.96186931)"
"A0036721","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682572","532946","2021-01-01T06:45:50.700",,,"2021-01-01T06:45:50.700","NAT","Necessary Action Taken","N","8E01","007XX Saint Ann St","70116","8","POINT (-90.06463423 29.95938602)"
"A0036821","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3690399","534475","2021-01-01T06:46:10.107",,,"2021-01-01T06:46:10.107","NAT","Necessary Action Taken","N","5D01","008XX Congress St","70117","5","POINT (-90.03986351 29.96334962)"
"A0036921","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3683202","533871","2021-01-01T06:46:23.600",,,"2021-01-01T06:46:23.600","NAT","Necessary Action Taken","N","8E02","011XX Bourbon St","70116","8","POINT (-90.06261309 29.96190979)"
"A0037021","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681398","532799","2021-01-01T06:46:48.667",,,"2021-01-01T06:46:48.667","NAT","Necessary Action Taken","N","8D03","005XX Burgundy St","70112","8","POINT (-90.0683477 29.95901639)"
"A0037121","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682590","533787","2021-01-01T06:47:28.517",,,"2021-01-01T06:47:28.517","NAT","Necessary Action Taken","N","8E01","009XX Dauphine St","70116","8","POINT (-90.06454792 29.96169628)"
"A0037221","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682334","532890","2021-01-01T06:47:50.593",,,"2021-01-01T06:47:50.593","NAT","Necessary Action Taken","N","8E01","008XX Orleans Ave","70116","8","POINT (-90.06538713 29.95923859)"
"A0037321","35","SIMPLE BATTERY","1A","35","SIMPLE BATTERY","1F","3683641","533961","2021-01-01T06:48:38.447","2021-01-01T07:25:18.313",,"2021-01-01T07:26:18.350","VOI","VOID","N","8E02","012XX Royal St","70116","8","POINT (-90.06122179 29.9621428)"
"A0037421","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682253","533215","2021-01-01T06:48:44.527",,,"2021-01-01T06:48:44.527","NAT","Necessary Action Taken","N","8E01","008XX Dauphine St","70116","8","POINT (-90.06563207 29.96013476)"
"A0037521","98","DRIVING WHILE UNDER INFLUENCE","1F","98","DRIVING WHILE UNDER INFLUENCE","1F","3673186","532223","2021-01-01T06:49:01.000","2021-01-01T08:50:14.920","2021-01-01T08:53:10.020","2021-01-01T09:08:37.790","GOA","GONE ON ARRIVAL","N","6N02","I-10 E & S Broad Overpass","70125","6","POINT (-90.09429841 29.95768107)"
"A0037621","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681607","532365","2021-01-01T06:49:46.640",,,"2021-01-01T06:49:46.640","NAT","Necessary Action Taken","N","8D05","005XX Dauphine St","70112","8","POINT (-90.06770274 29.95781836)"
"A0037721","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681554","531807","2021-01-01T06:50:07.503",,,"2021-01-01T06:50:07.503","NAT","Necessary Action Taken","N","8D04","008XX Conti St","70112","8","POINT (-90.06788831 29.95628491)"
"A0037821","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682330","532791","2021-01-01T06:50:07.987",,,"2021-01-01T06:50:07.987","NAT","Necessary Action Taken","N","8D06","008XX Orleans Ave","70116","8","POINT (-90.065404 29.95896601)"
"A0037921","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681280","532536","2021-01-01T06:50:50.560",,,"2021-01-01T06:50:50.560","NAT","Necessary Action Taken","N","8D03","005XX Burgundy St","70112","8","POINT (-90.06872835 29.95829831)"
"A0038021","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682742","532740","2021-01-01T06:51:07.160",,,"2021-01-01T06:51:07.160","NAT","Necessary Action Taken","N","8E01","007XX Saint Ann St","70116","8","POINT (-90.06410539 29.95881309)"
"A0038121","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3681357","532012","2021-01-01T06:51:16.650",,,"2021-01-01T06:51:16.650","NAT","Necessary Action Taken","N","8D05","008XX Conti St","70112","8","POINT (-90.06850303 29.95685474)"
"A0038221","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682624","534278","2021-01-01T06:51:52.070",,,"2021-01-01T06:51:52.070","NAT","Necessary Action Taken","N","8E02","011XX Burgundy St","70116","8","POINT (-90.06442439 29.96304769)"
"A0038321","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682334","532890","2021-01-01T06:51:59.827",,,"2021-01-01T06:51:59.827","NAT","Necessary Action Taken","N","8E01","008XX Orleans Ave","70116","8","POINT (-90.06538713 29.95923859)"
"A0038421","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682742","532740","2021-01-01T06:52:24.387",,,"2021-01-01T06:52:24.387","NAT","Necessary Action Taken","N","8E01","007XX Saint Ann St","70116","8","POINT (-90.06410539 29.95881309)"
"A0038521","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682318","533078","2021-01-01T06:52:52.607",,,"2021-01-01T06:52:52.607","NAT","Necessary Action Taken","N","8E01","008XX Saint Ann St","70116","8","POINT (-90.06543025 29.95975633)"
"A0038621","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682456","532958","2021-01-01T06:53:17.473",,,"2021-01-01T06:53:17.473","NAT","Necessary Action Taken","N","8E01","008XX Saint Ann St","70116","8","POINT (-90.06499979 29.95942108)"
"A0038721","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","TOW","TOW IMPOUNDED VEHICLE (PRIVATE)","0C","3682211","532635","2021-01-01T06:53:56.010",,,"2021-01-01T06:53:56.010","NAT","Necessary Action Taken","N","8D06","008XX Saint Peter St","70112","8","POINT (-90.06578324 29.95854183)"
"A0038821","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3698437","561084","2021-01-01T07:00:26.460","2021-01-01T07:19:24.013",,"2021-01-01T07:19:53.667","UNF","UNFOUNDED","N","7D08","080XX Redfish St","70126","7","POINT (-90.01351314 30.03626283)"
"A0039021","29ST","SUICIDE THREAT","2D","21","COMPLAINT OTHER","1J","37369000","3513814","2021-01-01T07:04:06.490","2021-01-01T07:28:35.707","2021-01-01T07:34:46.767","2021-01-01T10:07:54.713","RTF","REPORT TO FOLLOW","N","5M03","031XX N Rocheblave St","70117","5","POINT (0 0)"
"A0039221","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681521","531407","2021-01-01T07:12:15.657","2021-01-01T07:13:30.370","2021-01-01T07:20:56.307","2021-01-01T07:26:47.203","NAT","Necessary Action Taken","N","8D04","007XX Blk Bienville St","70130","8","POINT (-90.06800586 29.9551867)"
"A0039421","20","AUTO ACCIDENT","2A","20","AUTO ACCIDENT","1E","3698551","553006","2021-01-01T07:12:48.560",,,"2021-01-01T07:15:14.220","DUP","DUPLICATE","N","7C03","I-10 W","70126","7","POINT (-90.01344512 30.01404778)"
"A0039521","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3677881","524476","2021-01-01T07:16:43.123","2021-01-01T07:18:44.823","2021-01-01T07:21:15.360","2021-01-01T07:42:07.917","NAT","Necessary Action Taken","N","6G01","020XX Carondelet St","70130","6","POINT (-90.07973951 29.93623652)"
"A0039621","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3683548","534900","2021-01-01T07:17:32.047","2021-01-01T07:17:32.047","2021-01-01T07:17:32.047","2021-01-01T07:26:49.263","NAT","Necessary Action Taken","Y","8F02","008XX Esplanade Ave","70116","8","POINT (-90.06148419 29.9647285)"
"A0039721","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1J","3685991","537734","2021-01-01T07:17:31.647","2021-01-01T07:40:48.537","2021-01-01T07:46:52.827","2021-01-01T08:11:06.903","NAT","Necessary Action Taken","N","5B03","014XX Spain St","70117","5","POINT (-90.05366881 29.97244651)"
"A0039821","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3678065","526281","2021-01-01T07:20:02.407","2021-01-01T07:20:02.407","2021-01-01T07:20:02.407","2021-01-01T07:34:20.667","NAT","Necessary Action Taken","Y","6G02","Oretha Castle Haley Blvd & Martin Luther King Jr Blvd","70113","6","POINT (-90.07909694 29.94119576)"
"A0039921","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3672679","524900","2021-01-01T07:20:20.743",,,"2021-01-01T07:21:21.770","VOI","VOID","N","2O01","026XX Louisiana Ave","70115","2","POINT (-90.09614837 29.93755798)"
"A0040021","66","EXTORTION (THREATS)","1A","66","EXTORTION (THREATS)","1H","3685018","540610","2021-01-01T07:20:27.727","2021-01-01T17:41:23.420","2021-01-01T17:41:24.097","2021-01-01T18:18:26.900","GOA","GONE ON ARRIVAL","N","5L01","022XX Marigny St","70117","5","POINT (-90.05664053 29.98038394)"
"A0040121","103D","DOMESTIC DISTURBANCE","1A","103D","DOMESTIC DISTURBANCE","2C","3664361","532451","2021-01-01T07:20:33.410","2021-01-01T07:44:02.447",,"2021-01-01T07:44:08.030","GOA","GONE ON ARRIVAL","N","2T01","083XX Nelson St","70118","2","POINT (-90.12215658 29.95856538)"
"A0040221","21","COMPLAINT OTHER","2A","21","COMPLAINT OTHER","1J","3690451","540773","2021-01-01T07:26:26.167",,,"2021-01-01T07:29:18.817","DUP","DUPLICATE","N","5M03","031XX N Rocheblave St","70117","5","POINT (-90.03947376 29.98066551)"
"A0040321","107","SUSPICIOUS PERSON","1A","107","SUSPICIOUS PERSON","2C","3677089","527536","2021-01-01T07:28:15.647","2021-01-01T07:36:04.373","2021-01-01T07:36:44.150","2021-01-01T07:43:28.027","GOA","GONE ON ARRIVAL","N","6H04","023XX Erato St","70113","6","POINT (-90.08213419 29.94467574)"
"A0040421","TS","TRAFFIC STOP","1J","TS","TRAFFIC STOP","1J","3671016","518788","2021-01-01T07:29:08.830","2021-01-01T07:29:08.830","2021-01-01T07:29:08.830","2021-01-01T07:48:03.720","NAT","Necessary Action Taken","Y","2B05","Napoleon Ave & Magazine St","70115","2","POINT (-90.10160549 29.92080306)"
"A0040521","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3683194","535162","2021-01-01T07:31:29.907","2021-01-01T07:35:19.103","2021-01-01T07:37:56.623","2021-01-01T07:45:37.617","GOA","GONE ON ARRIVAL","N","8F02","010XX Esplanade Ave","70116","8","POINT (-90.06259335 29.96546067)"
"A0040621","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3660863","521195","2021-01-01T07:35:45.753","2021-01-01T07:35:45.753","2021-01-01T07:35:45.753","2021-01-01T08:06:12.227","NAT","Necessary Action Taken","Y","2A05","Leake Ave & Magazine St","70118","2","POINT (-90.13357425 29.92771766)"
"A0040721","62","SIMPLE BURGLARY","1G","62","SIMPLE BURGLARY","1G","3674658","528553","2021-01-01T07:37:38.203","2021-01-01T07:43:34.677","2021-01-01T07:45:20.790","2021-01-01T08:50:05.447","RTF","REPORT TO FOLLOW","N","6L01","031XX Martin Luther King Jr Blvd","70125","6","POINT (-90.08977653 29.94754531)"
"A0040821","56","SIMPLE CRIMINAL DAMAGE","1F","56","SIMPLE CRIMINAL DAMAGE","1F","3724182","569055","2021-01-01T07:37:55.390",,,"2021-01-01T09:01:37.500","DUP","DUPLICATE","N","7L05","135XX Saint Marie Dr","70129","7","POINT (-89.93184566 30.05733758)"
"A0040921","22B","BUSINESS CHECK","1K","22B","BUSINESS CHECK","1K","3672229","539436","2021-01-01T07:39:39.547","2021-01-01T07:39:39.547","2021-01-01T07:39:39.547","2021-01-01T07:59:55.400","NAT","Necessary Action Taken","Y","1M02","005XX N Carrollton Ave","70119","1","POINT (-90.09707345 29.97754235)"
"A0041021","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3670740","553837","2021-01-01T07:41:31.960","2021-01-01T07:41:31.960","2021-01-01T07:41:31.960","2021-01-01T08:25:44.090","NAT","Necessary Action Taken","Y","3J03","Argonne Blvd & Walker St","70124","3","POINT (-90.10128725 30.01718249)"
"A0041121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3664835","536791","2021-01-01T07:46:37.317","2021-01-01T07:46:37.317","2021-01-01T07:46:37.317","2021-01-01T08:52:00.223","NAT","Necessary Action Taken","Y","2S01","091XX Edinburgh St","70118","2","POINT (-90.12051579 29.97048629)"
"A0041221","24","MEDICAL","2D","21","COMPLAINT OTHER","1J","37369000","3513814","2021-01-01T07:46:48.247","2021-01-01T07:49:35.470","2021-01-01T07:51:39.203","2021-01-01T08:03:45.627","NAT","Necessary Action Taken","N","1E01","Basin St & Conti St","70112","1","POINT (0 0)"
"A0041321","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3698743","526023","2021-01-01T07:47:45.943","2021-01-01T07:47:45.943","2021-01-01T07:47:45.943","2021-01-01T08:20:22.743","NAT","Necessary Action Taken","Y","4K02","039XX Socrates St","70114","4","POINT (-90.01382082 29.93984772)"
"A0041421","56","SIMPLE CRIMINAL DAMAGE","1A","56","SIMPLE CRIMINAL DAMAGE","1F","3666366","530920","2021-01-01T07:49:17.990","2021-01-01T10:00:17.357","2021-01-01T10:02:34.253","2021-01-01T10:07:28.383","GOA","GONE ON ARRIVAL","N","2P01","025XX Lowerline St","70125","2","POINT (-90.11587584 29.95429824)"
"A0041521","64A","HOLD UP ALARM","1A","64A","HOLD UP ALARM","2D","3677888","538419","2021-01-01T07:49:45.900","2021-01-01T08:03:42.617","2021-01-01T08:10:03.997","2021-01-01T08:22:04.620","NAT","Necessary Action Taken","N","1J04","012XX N Broad St","70119","1","POINT (-90.07923673 29.97457686)"
"A0041621","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3681867","531483","2021-01-01T07:51:08.170","2021-01-01T07:51:08.170","2021-01-01T07:51:08.170","2021-01-01T08:18:40.257","NAT","Necessary Action Taken","Y","8C02","003XX Royal St","70130","8","POINT (-90.06691051 29.95538535)"
"A0041721","103D","DOMESTIC DISTURBANCE","2C","103","DISTURBANCE (OTHER)","1C","3665855","535379","2021-01-01T07:52:42.280","2021-01-01T08:06:01.057","2021-01-01T08:09:10.797","2021-01-01T08:19:09.357","GOA","GONE ON ARRIVAL","N","2T02","086XX Olive St","70118","2","POINT (-90.11734022 29.9665731)"
"A0041821","21","COMPLAINT OTHER","1J","66","EXTORTION (THREATS)","1H","3704335","555790","2021-01-01T07:53:43.227","2021-01-01T09:42:29.883","2021-01-01T09:44:50.420","2021-01-01T10:13:55.220","NAT","Necessary Action Taken","N","7E01","048XX Bonita Dr","70126","7","POINT (-89.99507073 30.02151685)"
"A0041921","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3679197","549646","2021-01-01T07:54:59.497","2021-01-01T07:54:59.497","2021-01-01T07:54:59.497","2021-01-01T09:07:31.443","NAT","Necessary Action Taken","Y","3M04","046XX Paris Ave","70122","3","POINT (-90.07471359 30.00540813)"
"A0042021","103","DISTURBANCE (OTHER)","1C","103","DISTURBANCE (OTHER)","1C","3683518","547579","2021-01-01T07:55:24.970","2021-01-01T08:51:48.587","2021-01-01T09:55:12.987","2021-01-01T10:12:44.760","NAT","Necessary Action Taken","N","3Q04","021XX Caton St","70122","3","POINT (-90.06113466 29.999593)"
"A0042121","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3708649","518400","2021-01-01T07:58:54.620","2021-01-01T07:58:54.620","2021-01-01T07:58:54.620","2021-01-01T09:01:03.083","NAT","Necessary Action Taken","Y","4E04","033XX Preston Pl","70131","4","POINT (-89.98283105 29.91856879)"
"A0042221","67S","SHOPLIFTING","1A","67","THEFT","1G","3672685","526684","2021-01-01T08:00:32.407","2021-01-01T11:51:26.370","2021-01-01T11:54:21.527","2021-01-01T13:08:06.507","RTF","REPORT TO FOLLOW","N","6K01","028XX S Claiborne Ave","70125","6","POINT (-90.09606853 29.94246545)"
"A0042321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3674295","540474","2021-01-01T08:00:35.970","2021-01-01T08:00:35.970","2021-01-01T08:00:35.970","2021-01-01T08:52:59.210","NAT","Necessary Action Taken","Y","1N01","Delgado Dr & Wilson Dr","70119","1","POINT (-90.0905123 29.98033513)"
"A0042521","21","COMPLAINT OTHER","1J","56","SIMPLE CRIMINAL DAMAGE","1F","3665077","533348","2021-01-01T08:01:07.347","2021-01-01T10:18:22.667","2021-01-01T10:19:13.640","2021-01-01T11:01:20.603","RTF","REPORT TO FOLLOW","N","2T01","083XX Apricot St","70118","2","POINT (-90.11986455 29.96101295)"
"A0042621","21","COMPLAINT OTHER","1J","21","COMPLAINT OTHER","1J","3661235","523562","2021-01-01T08:02:49.593","2021-01-01T08:16:48.000","2021-01-01T08:25:44.093","2021-01-01T08:51:22.900","NAT","Necessary Action Taken","N","2D01","074XX Pitt St","70118","2","POINT (-90.13232075 29.93421409)"
"A0042721","58","RETURN FOR ADDITIONAL INFO","1I","58","RETURN FOR ADDITIONAL INFO","1I","3677748","526324","2021-01-01T08:04:22.983","2021-01-01T08:04:22.983","2021-01-01T08:04:22.983","2021-01-01T08:32:03.977","NAT","Necessary Action Taken","Y","6H02","019XX Mlk Blvd","70113","6","POINT (-90.08009571 29.94132428)"
"A0042821","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3684734","534118","2021-01-01T08:04:59.600","2021-01-01T08:04:59.600","2021-01-01T08:04:59.600","2021-01-01T09:09:02.047","NAT","Necessary Action Taken","Y","8F01","005XX Frenchmen St","70116","8","POINT (-90.05776646 29.96254074)"
"A0042921","35","SIMPLE BATTERY","1F","103","DISTURBANCE (OTHER)","1C","3672146","527733","2021-01-01T08:06:51.247","2021-01-01T09:54:22.597","2021-01-01T10:06:05.833","2021-01-01T11:28:07.410","RTF","REPORT TO FOLLOW","N","6K01","028XX S Johnson St","70125","6","POINT (-90.09773356 29.94536456)"
"A0043021","103D","DOMESTIC DISTURBANCE","2C","34D","AGGRAVATED BATTERY DOMESTIC","2C","3696736","534678","2021-01-01T08:08:23.657","2021-01-01T08:12:44.293","2021-01-01T08:20:10.793","2021-01-01T09:50:07.097","RTF","REPORT TO FOLLOW","N","5E02","012XX Lizardi St","70117","5","POINT (-90.01984631 29.96371028)"
"A0043121","107","SUSPICIOUS PERSON","2C","107","SUSPICIOUS PERSON","2C","3712015","567117","2021-01-01T08:09:04.380","2021-01-01T08:10:52.997",,"2021-01-01T08:38:43.697","GOA","GONE ON ARRIVAL","N","7I14","Curran Blvd & Unity Dr","70128","7","POINT (-89.97037887 30.0524134)"
"A0043221","35D","SIMPLE BATTERY DOMESTIC","2C","21","COMPLAINT OTHER","2A","3680216","531311","2021-01-01T08:12:59.933","2021-01-01T08:14:27.947","2021-01-01T08:15:42.587","2021-01-01T11:35:45.507","RTF","REPORT TO FOLLOW","N","8I02","010XX Canal St","70112","8","POINT (-90.07213049 29.95496244)"
"A0043321","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3680607","530503","2021-01-01T08:13:42.183","2021-01-01T08:13:42.183","2021-01-01T08:13:42.183","2021-01-01T09:29:21.757","NAT","Necessary Action Taken","Y","8I01","Common St & Carondelet St","70112","8","POINT (-90.0709225 29.95272717)"
"A0043421","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3696804","522592","2021-01-01T08:14:58.433","2021-01-01T08:14:58.433","2021-01-01T08:14:58.433","2021-01-01T08:54:40.420","NAT","Necessary Action Taken","Y","4J01","Westbend Pkwy & Vespasian Blvd","70114","4","POINT (-90.02006831 29.93047466)"
"A0043521","56","SIMPLE CRIMINAL DAMAGE","1A","56","SIMPLE CRIMINAL DAMAGE","1F","3666334","531610","2021-01-01T08:16:10.730","2021-01-01T11:10:45.950","2021-01-01T11:15:22.407","2021-01-01T12:03:08.593","RTF","REPORT TO FOLLOW","N","2U01","078XX Belfast St","70125","2","POINT (-90.11595506 29.956196)"
"A0043621","62A","BURGLAR ALARM, SILENT","2E","62A","BURGLAR ALARM, SILENT","2E","3670623","547363","2021-01-01T08:16:26.623",,,"2021-01-01T08:17:56.843","VOI","VOID","N","3I04","060XX General Haig St","70124","3","POINT (-90.10187818 29.99938642)"
"A0043721","22A","AREA CHECK","1K","22A","AREA CHECK","1K","3689756","527874","2021-01-01T08:16:31.500","2021-01-01T08:16:31.500","2021-01-01T08:16:31.500","2021-01-01T09:43:28.837","NAT","Necessary Action Taken","Y","4A03","Newton St & Le Boeuf St","70114","4","POINT (-90.04212989 29.9452192)"
