"nopd_item","type_","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0079813","62A","BURGLAR ALARM, SILEN","2C","3686023.00000000","548975.00000000","2013-01-01T11:11:00.000","2013-01-01T11:12:14.000","2013-01-01T11:16:08.000","2013-01-01T11:23:59.000","NAT","NECESSARY ACTION TAKEN","044XX Arts St","70122","3","(30.003352678327, -90.053172571166)"
"A0079913","103","DISTURBANCE (OTHER)","1A","3717302.00000000","570722.00000000","2013-01-01T11:13:36.000","2013-01-01T12:25:11.000","2013-01-01T12:39:17.000","2013-01-01T12:41:50.000","NAT","NECESSARY ACTION TAKEN","076XX Scottwood Dr","70128","7","(30.062150212806, -89.953531259734)"
"A0080013","58","RETURN FOR ADD'L INF","1G","3675884.00000000","520588.00000000","2013-01-01T11:13:12.000","2013-01-01T11:16:54.000","2013-01-01T11:25:20.000","2013-01-01T12:42:35.000","NAT","NECESSARY ACTION TAKEN","012XX 8th St","70115","6","(29.925605598057, -90.086179360471)"
"A0080113","18","TRAFFIC INCIDENT","1H","3674898.00000000","534451.00000000","2013-01-01T11:16:12.000","2013-01-01T11:16:13.000","2013-01-01T11:33:39.000","2013-01-01T11:34:59.000","NAT","NECESSARY ACTION TAKEN","S Broad St & Palmyra St","70119","1","(29.963753751465, -90.088816566475)"
"A0080213","94F","FIREWORKS","1H","3683910.00000000","544747.00000000","2013-01-01T11:17:39.000","2013-01-01T11:24:05.000","2013-01-01T11:28:59.000","2013-01-01T11:36:13.000","NAT","NECESSARY ACTION TAKEN","Frenchmen St & Humanity St","70122","3","(29.991791933349, -90.059996287069)"
"A0080313","18","TRAFFIC INCIDENT","1H","3681551.00000000","532296.00000000","2013-01-01T11:19:02.000","2013-01-01T11:19:02.000","2013-01-01T11:42:01.000","2013-01-01T11:46:21.000","NAT","NECESSARY ACTION TAKEN","005XX Dauphine St","70112","8","(29.957627870741, -90.067882220925)"
"A0080413","21","COMPLAINT OTHER","2H","3679314.00000000","538720.00000000","2013-01-01T11:16:49.000","2013-01-01T11:20:46.000","2013-01-01T11:31:48.000","2013-01-01T11:54:40.000","NAT","NECESSARY ACTION TAKEN","014XX N Rocheblave St","70119","1","(29.975359417806, -90.074723196901)"
"A0080513","29","DEATH","1B","3698807.00000000","555738.00000000","2013-01-01T11:18:12.000","2013-01-01T11:21:31.000","2013-01-01T11:36:43.000","2013-01-01T14:10:59.000","RTF","REPORT TO FOLLOW","065XX Coveview Ct","70126","7","(30.021549463904, -90.012539906033)"
"A0080613","21","COMPLAINT OTHER","1H","3680224.00000000","541673.00000000","2013-01-01T11:21:12.000","2013-01-01T11:21:12.000","2013-01-01T11:21:24.000","2013-01-01T11:54:27.000","NAT","NECESSARY ACTION TAKEN","N Broad St & Saint Bernard Ave","70119","3","(29.983451626083, -90.071746488814)"
"A0080713","103","DISTURBANCE (OTHER)","2B","3698806.00000000","556127.00000000","2013-01-01T11:21:06.000","2013-01-01T11:23:20.000","2013-01-01T11:37:54.000","2013-01-01T11:39:11.000","NAT","NECESSARY ACTION TAKEN","051XX Lakeview Ct","70126","7","(30.02261909728, -90.012528897592)"
"A0080913","62A","BURGLAR ALARM, SILEN","2C","3676649.00000000","528225.00000000","2013-01-01T11:22:12.000","2013-01-01T11:23:42.000","2013-01-01T11:28:17.000","2013-01-01T11:32:53.000","NAT","NECESSARY ACTION TAKEN","012XX S Robertson St","70113","6","(29.946581927722, -90.083501531576)"
"A0081013","21","COMPLAINT OTHER","1A","3692866.00000000","535835.00000000","2013-01-01T11:22:42.000","2013-01-01T13:01:12.000","2013-01-01T13:12:19.000","2013-01-01T14:28:03.000","NAT","NECESSARY ACTION TAKEN","013XX Lesseps St","70117","5","(29.967010425539, -90.032025998712)"
"A0081113","21","COMPLAINT OTHER","1H","3670050.00000000","536200.00000000","2013-01-01T11:23:39.000","2013-01-01T11:23:39.000",,"2013-01-01T11:30:03.000","NAT","NECESSARY ACTION TAKEN","006XX S Pierce St","70119","1","(29.968706810358, -90.104066860425)"
"A0081213","21","COMPLAINT OTHER","1H","3686802.00000000","534039.00000000","2013-01-01T11:24:19.000","2013-01-01T11:24:20.000",,"2013-01-01T11:30:38.000","NAT","NECESSARY ACTION TAKEN","004XX Port St","70117","5","(29.962260017793, -90.051239554526)"
"A0081313","62A","BURGLAR ALARM, SILEN","2C","3701157.00000000","524037.00000000","2013-01-01T11:27:15.000","2013-01-01T11:29:54.000","2013-01-01T11:34:13.000","2013-01-01T11:41:27.000","NAT","NECESSARY ACTION TAKEN","019XX Nie Pkwy","70131","4","(29.934308593192, -90.006274667837)"
"A0081413","18","TRAFFIC INCIDENT","1H","3678124.00000000","535960.00000000","2013-01-01T11:28:00.000","2013-01-01T11:28:02.000","2013-01-01T11:28:07.000","2013-01-01T11:34:20.000","NAT","NECESSARY ACTION TAKEN","N Miro St & Orleans Ave","70119","1","(29.967806250759, -90.078576991571)"
"A0081513","29","DEATH","1B","3686032.00000000","537915.00000000","2013-01-01T11:28:19.000","2013-01-01T11:30:46.000","2013-01-01T11:37:33.000","2013-01-01T14:40:17.000","RTF","REPORT TO FOLLOW","015XX Spain St","70117","5","(29.972941338011, -90.053534389229)"
"A0081613","103","DISTURBANCE (OTHER)","2C","3702696.00000000","561261.00000000","2013-01-01T11:28:16.000","2013-01-01T11:39:17.000","2013-01-01T11:46:04.000","2013-01-01T11:49:25.000","UNF","UNFOUNDED","081XX Aberdeen Rd","70126","7","(30.036611738641, -90.00004874194)"
"A0081713","17F","FUGITIVE ATTACHMENT","1G","3669432.00000000","524101.00000000","2013-01-01T11:36:13.000","2013-01-01T11:36:14.000",,"2013-01-01T11:36:22.000","NAT","NECESSARY ACTION TAKEN","025XX Valence St","70115","2","(29.935456742957, -90.106427671973)"
"A0081813","21L","LOST OR STOLEN","0E","3683003.00000000","529459.00000000","2013-01-01T11:38:52.000","2013-01-01T11:38:52.000","2013-01-01T12:02:43.000","2013-01-01T12:57:35.000","RTF","REPORT TO FOLLOW","X Canal St","70130","8","(29.949782911718, -90.063396521303)"
"A0081913","21","COMPLAINT OTHER","1H","3681532.00000000","525857.00000000","2013-01-01T11:39:06.000","2013-01-01T11:39:06.000","2013-01-01T11:41:50.000","2013-01-01T11:52:02.000","NAT","NECESSARY ACTION TAKEN","Annunciation St & Calliope St","70130","8","(29.939923364826, -90.068166715995)"
"A0082013","18","TRAFFIC INCIDENT","1H","3693482.00000000","543713.00000000","2013-01-01T11:40:04.000","2013-01-01T11:40:08.000","2013-01-01T11:40:10.000","2013-01-01T12:03:09.000","NAT","NECESSARY ACTION TAKEN","032XX Alvar St","70126","5","(29.988652854495, -90.029797650366)"
"A0082113","103","DISTURBANCE (OTHER)","1C","3684720.00000000","543719.00000000","2013-01-01T11:39:26.000","2013-01-01T11:42:15.000",,"2013-01-01T12:00:17.000","NAT","NECESSARY ACTION TAKEN","022XX Abundance St","70122","3","(29.98894052376, -90.057473829435)"
"A0082213","103","DISTURBANCE (OTHER)","1C","3704412.00000000","555767.00000000","2013-01-01T11:36:55.000","2013-01-01T13:54:33.000",,"2013-01-01T14:13:38.000","NAT","NECESSARY ACTION TAKEN","048XX Bonita Dr","70126","7","(30.021450363608, -89.994828681106)"
"A0082313","18","TRAFFIC INCIDENT","1H","3671132.00000000","529731.00000000","2013-01-01T11:41:34.000","2013-01-01T11:41:38.000","2013-01-01T11:41:42.000","2013-01-01T12:05:45.000","NAT","NECESSARY ACTION TAKEN","S Broad St & Washington Ave","70125","2","(29.950887247411, -90.100869572599)"
"A0082413","21","COMPLAINT OTHER","1H","3710135.00000000","518077.00000000","2013-01-01T11:42:44.000","2013-01-01T11:42:44.000","2013-01-01T11:53:36.000","2013-01-01T12:12:59.000","NAT","NECESSARY ACTION TAKEN","034XX Bacchus Dr","70131","4","(29.917631736081, -89.978154198318)"
"A0082513","103","DISTURBANCE (OTHER)","1C","3735811.00000000","563795.00000000","2013-01-01T11:40:49.000","2013-01-01T12:43:28.000","2013-01-01T12:49:57.000","2013-01-01T13:54:25.000","NAT","NECESSARY ACTION TAKEN","152XX Chef Menteur Hwy","70129","7","(30.042478101091, -89.895299843542)"
"A0082613","18","TRAFFIC INCIDENT","1H","3675125.00000000","534749.00000000","2013-01-01T11:43:14.000","2013-01-01T11:43:14.000",,"2013-01-01T11:57:53.000","NAT","NECESSARY ACTION TAKEN","S Broad St & Cleveland Ave","70119","1","(29.964566369796, -90.08808949509)"
"A0082713","18","TRAFFIC INCIDENT","1H","3680193.00000000","541638.00000000","2013-01-01T11:43:31.000","2013-01-01T11:43:31.000","2013-01-01T11:43:38.000","2013-01-01T12:00:34.000","NAT","NECESSARY ACTION TAKEN","N Broad St & Saint Bernard Ave","70119","1","(29.983356326758, -90.071845620108)"
"A0082813","21","COMPLAINT OTHER","1H","3674551.00000000","534690.00000000","2013-01-01T11:44:57.000","2013-01-01T11:44:57.000",,"2013-01-01T11:50:36.000","NAT","NECESSARY ACTION TAKEN","027XX Palmyra St","70119","1","(29.964421279438, -90.089904169549)"
"A0082913","21","COMPLAINT OTHER","1H","3675621.00000000","524037.00000000","2013-01-01T11:45:08.000","2013-01-01T11:45:11.000","2013-01-01T11:45:15.000","2013-01-01T11:57:19.000","NAT","NECESSARY ACTION TAKEN","026XX Danneel St","70113","6","(29.935097096138, -90.086891138683)"
"A0083013","103","DISTURBANCE (OTHER)","2C","3677677.00000000","542773.00000000","2013-01-01T11:44:13.000","2013-01-01T11:46:53.000","2013-01-01T11:56:02.000","2013-01-01T12:17:08.000","NAT","NECESSARY ACTION TAKEN","033XX Castiglione St","70119","3","(29.98655310593, -90.079753244316)"
"A0083113","103","DISTURBANCE (OTHER)","1C","3663000.00000000","529332.00000000","2013-01-01T11:44:23.000","2013-01-01T11:47:40.000","2013-01-01T11:49:43.000","2013-01-01T12:32:22.000","NAT","NECESSARY ACTION TAKEN","Birch St & S Carrollton Ave","70118","2","(29.950028127528, -90.126559706501)"
"A0083213","62A","BURGLAR ALARM, SILEN","2C","3685429.00000000","547052.00000000","2013-01-01T11:46:55.000","2013-01-01T11:48:17.000","2013-01-01T11:58:07.000","2013-01-01T12:03:25.000","NAT","NECESSARY ACTION TAKEN","039XX Piedmont Dr","70122","3","(29.998083355838, -90.055116874475)"
"A0083413","21","COMPLAINT OTHER","2H","3681916.00000000","525711.00000000","2013-01-01T11:48:43.000","2013-01-01T11:51:11.000","2013-01-01T11:56:21.000","2013-01-01T12:10:29.000","UNF","UNFOUNDED","Calliope St & Tchoupitoulas St","70130","6","(29.939510249634, -90.066959466756)"
"A0083513","21","COMPLAINT OTHER","1H","3675125.00000000","534749.00000000","2013-01-01T11:52:54.000","2013-01-01T11:52:54.000","2013-01-01T11:57:59.000","2013-01-01T12:47:00.000","NAT","NECESSARY ACTION TAKEN","S Broad St & Cleveland Ave","70119","1","(29.964566369796, -90.08808949509)"
"A0083613","17M","MUNICIPAL ATTACHMENT","1F","3681532.00000000","525857.00000000","2013-01-01T11:53:07.000","2013-01-01T11:53:07.000",,"2013-01-01T12:04:28.000","NAT","NECESSARY ACTION TAKEN","Annunciation St & Calliope St","70130","8","(29.939923364826, -90.068166715995)"
"A0083713","21","COMPLAINT OTHER","1H","3702696.00000000","561261.00000000","2013-01-01T11:53:19.000","2013-01-01T11:53:19.000","2013-01-01T11:53:30.000","2013-01-01T12:14:48.000","NAT","NECESSARY ACTION TAKEN","081XX Aberdeen Rd","70126","7","(30.036611738641, -90.00004874194)"
"A0083813","21","COMPLAINT OTHER","1H","3671991.00000000","540575.00000000","2013-01-01T11:52:43.000","2013-01-01T12:04:56.000","2013-01-01T12:20:08.000","2013-01-01T13:15:31.000","NAT","NECESSARY ACTION TAKEN","Orleans Ave & N Solomon St","70119","3","(29.980679178981, -90.097788075006)"
"A0083913","18","TRAFFIC INCIDENT","1H","3684729.00000000","533500.00000000","2013-01-01T11:54:28.000","2013-01-01T11:54:29.000",,"2013-01-01T12:07:50.000","NAT","NECESSARY ACTION TAKEN","004XX Barracks St","70116","8","(29.960841568872, -90.057804722024)"
"A0084013","103","DISTURBANCE (OTHER)","1C","3706612.00000000","560889.00000000","2013-01-01T11:53:50.000","2013-01-01T14:13:44.000",,"2013-01-01T14:23:21.000","NAT","NECESSARY ACTION TAKEN","070XX Salem Dr","70127","7","(30.035463014476, -89.987687277202)"
"A0084113","21","COMPLAINT OTHER","0A","3687378.00000000","551040.00000000","2013-01-01T11:55:14.000","2013-01-01T11:56:41.000","2013-01-01T11:57:05.000","2013-01-01T12:00:09.000","NAT","NECESSARY ACTION TAKEN","049XX Lafaye St","70122","3","(30.008988980826, -90.048818795364)"
"A0084213","17T","TRAFFIC ATTACHMENT","1F","3673040.00000000","533630.00000000","2013-01-01T11:55:51.000",,,"2013-01-01T11:55:52.000","NAT","NECESSARY ACTION TAKEN","007XX S Dupre St","70119","1","(29.961551633882, -90.094711983511)"
"A0084313","18","TRAFFIC INCIDENT","1H","3666617.00000000","550853.00000000","2013-01-01T11:56:57.000","2013-01-01T11:56:57.000","2013-01-01T11:56:59.000","2013-01-01T12:00:04.000","NAT","NECESSARY ACTION TAKEN","065XX West End Blvd","70124","3","(30.009098397414, -90.114416250613)"
"A0084413","107","SUSPICIOUS PERSON","1B","3691328.00000000","549778.00000000","2013-01-01T11:58:11.000","2013-01-01T12:05:55.000","2013-01-01T12:09:27.000","2013-01-01T12:15:34.000","UNF","UNFOUNDED","Chef Menteur Hwy & Louisa Dr","70126","3","(30.005396599007, -90.036384603574)"
"A0084513","62A","BURGLAR ALARM, SILEN","2C","3678334.00000000","545377.00000000","2013-01-01T11:59:30.000","2013-01-01T12:00:46.000","2013-01-01T12:03:58.000","2013-01-01T12:06:36.000","NAT","NECESSARY ACTION TAKEN","014XX Sere St","70122","3","(29.993693413796, -90.077587888809)"
"A0084613","21","COMPLAINT OTHER","1B","3678261.00000000","548648.00000000","2013-01-01T11:58:00.000","2013-01-01T12:09:04.000","2013-01-01T12:13:40.000","2013-01-01T12:23:59.000","NAT","NECESSARY ACTION TAKEN","044XX Duplessis St","70122","3","(30.002689707024, -90.077705258808)"
"A0084713","100","HIT & RUN","1E","3677331.00000000","534241.00000000","2013-01-01T11:58:10.000","2013-01-01T12:05:50.000","2013-01-01T12:12:44.000","2013-01-01T13:51:08.000","RTF","REPORT TO FOLLOW","002XX N Galvez St","70112","1","(29.963103437895, -90.081140635564)"
"A0084813","21","COMPLAINT OTHER","1H","3684641.00000000","533925.00000000","2013-01-01T12:02:06.000","2013-01-01T12:02:06.000",,"2013-01-01T12:18:51.000","NAT","NECESSARY ACTION TAKEN","Decatur St & Esplanade Ave","70116","8","(29.962012865941, -90.058067672184)"
"A0084913","59","CRIMINAL MISCHIEF","1F","3668927.00000000","538337.00000000","2013-01-01T12:01:08.000","2013-01-01T12:09:16.000","2013-01-01T12:29:54.000","2013-01-01T13:05:46.000","RTF","REPORT TO FOLLOW","004XX S Murat St","70119","3","(29.974615923493, -90.107541173627)"
"A0085013","21","COMPLAINT OTHER","1H","3678514.00000000","523130.00000000","2013-01-01T12:03:57.000","2013-01-01T12:03:58.000","2013-01-01T12:03:59.000","2013-01-01T14:23:22.000","RTF","REPORT TO FOLLOW","014XX Josephine St","70130","6","(29.932516294943, -90.077789326735)"
"A0085113","103","DISTURBANCE (OTHER)","1C","3684720.00000000","543719.00000000","2013-01-01T12:03:13.000","2013-01-01T12:05:37.000","2013-01-01T12:05:43.000","2013-01-01T12:08:58.000","NAT","NECESSARY ACTION TAKEN","022XX Abundance St","70122","3","(29.98894052376, -90.057473829435)"
"A0085213","17F","FUGITIVE ATTACHMENT","1G","3667688.00000000","546892.00000000","2013-01-01T12:06:08.000","2013-01-01T12:06:09.000","2013-01-01T12:06:16.000","2013-01-01T12:52:35.000","RTF","REPORT TO FOLLOW","059XX Louisville St","70124","3","(29.998175652134, -90.111166066565)"
"A0085313","62A","BURGLAR ALARM, SILEN","2C","3679583.00000000","526006.00000000","2013-01-01T12:06:18.000","2013-01-01T12:08:03.000","2013-01-01T12:08:06.000","2013-01-01T12:10:24.000","NAT","NECESSARY ACTION TAKEN","013XX Saint Charles Ave","70130","6","(29.940392093432, -90.074314826495)"
"A0085413","67","THEFT","1A","3688534.00000000","530977.00000000","2013-01-01T12:06:05.000","2013-01-01T12:12:40.000","2013-01-01T12:27:55.000","2013-01-01T14:01:35.000","RTF","REPORT TO FOLLOW","002XX Pacific Ave","70114","4","(29.953787176419, -90.045878810753)"
"A0085513","103","DISTURBANCE (OTHER)","1C","3668497.00000000","522588.00000000","2013-01-01T12:05:46.000","2013-01-01T12:17:11.000","2013-01-01T12:30:17.000","2013-01-01T13:32:56.000","NAT","NECESSARY ACTION TAKEN","019XX Soniat St","70115","2","(29.931323972504, -90.109430501667)"
"A0085613","18","TRAFFIC INCIDENT","1H","3678486.00000000","532785.00000000","2013-01-01T12:09:32.000","2013-01-01T12:09:32.000","2013-01-01T12:09:42.000","2013-01-01T12:34:55.000","NAT","NECESSARY ACTION TAKEN","Canal St & N Claiborne Ave","70112","1","(29.959065174245, -90.077543673255)"
"A0085713","21","COMPLAINT OTHER","1H","3677827.00000000","531928.00000000","2013-01-01T12:09:54.000","2013-01-01T12:09:54.000","2013-01-01T12:32:16.000","2013-01-01T12:36:42.000","NAT","NECESSARY ACTION TAKEN","S Claiborne Ave & Tulane Ave","70112","8","(29.956728555558, -90.079654242084)"
"A0085813","21","COMPLAINT OTHER","1H","3678828.00000000","530380.00000000","2013-01-01T12:12:26.000","2013-01-01T12:12:27.000",,"2013-01-01T12:26:24.000","NAT","NECESSARY ACTION TAKEN","013XX Perdido St","70112","8","(29.952441923992, -90.076547018872)"
"A0085913","103F","FIGHT","2B","3705847.00000000","513253.00000000","2013-01-01T12:11:42.000","2013-01-01T12:13:22.000","2013-01-01T12:21:00.000","2013-01-01T12:23:30.000","UNF","UNFOUNDED","Tullis Dr & Woodland Dr","70131","4","(29.904506145157, -89.991867172811)"
"A0086013","21L","LOST OR STOLEN","0E","3682054.00000000","532371.00000000","2013-01-01T12:12:34.000","2013-01-01T12:18:02.000","2013-01-01T12:23:15.000","2013-01-01T13:49:24.000","RTF","REPORT TO FOLLOW","006XX Bourbon St","70112","8","(29.957818811076, -90.066291276708)"
"A0086113","18","TRAFFIC INCIDENT","1H","3682238.00000000","528120.00000000","2013-01-01T12:14:39.000","2013-01-01T12:14:40.000",,"2013-01-01T12:32:13.000","NAT","NECESSARY ACTION TAKEN","Girod St & S Peters St","70130","8","(29.946124403618, -90.065858741671)"
"A0086213","21","COMPLAINT OTHER","1B","3681192.00000000","524246.00000000","2013-01-01T12:16:44.000","2013-01-01T12:20:17.000","2013-01-01T12:27:17.000","2013-01-01T13:17:54.000","NAT","NECESSARY ACTION TAKEN","014XX Annunciation St","70130","6","(29.935503967981, -90.069296253569)"
"A0086313","18","TRAFFIC INCIDENT","1H","3671935.00000000","538650.00000000","2013-01-01T12:17:23.000","2013-01-01T12:17:24.000","2013-01-01T12:46:33.000","2013-01-01T12:58:27.000","NAT","NECESSARY ACTION TAKEN","Bienville St & N Pierce St","70119","1","(29.975387743759, -90.098030494821)"
"A0086413","21","COMPLAINT OTHER","1H","3672248.00000000","534848.00000000","2013-01-01T12:17:46.000","2013-01-01T12:17:47.000",,"2013-01-01T12:27:25.000","NAT","NECESSARY ACTION TAKEN","033XX Tulane Ave","70119","1","(29.964924243463, -90.097171497061)"
"A0086513","21","COMPLAINT OTHER","1G","3669818.00000000","530389.00000000","2013-01-01T12:16:11.000","2013-01-01T12:19:22.000","2013-01-01T12:39:23.000","2013-01-01T12:58:41.000","NAT","NECESSARY ACTION TAKEN","044XX Elba St","70125","2","(29.952735328169, -90.104996259317)"
"A0086613","21","COMPLAINT OTHER","1H","3670032.00000000","538614.00000000","2013-01-01T12:18:36.000","2013-01-01T12:18:36.000","2013-01-01T12:18:40.000","2013-01-01T12:35:10.000","NAT","NECESSARY ACTION TAKEN","Cleveland Ave & S Hennessey St","70119","3","(29.975345030044, -90.104041917838)"
"A0086713","18","TRAFFIC INCIDENT","1H","3672547.00000000","535699.00000000","2013-01-01T12:19:13.000","2013-01-01T12:19:13.000","2013-01-01T12:22:55.000","2013-01-01T12:26:45.000","NAT","NECESSARY ACTION TAKEN","Banks St & S Jefferson Davis Pkw","70119","1","(29.96725533478, -90.096198256378)"
"A0086913","21","COMPLAINT OTHER","1H","3664459.00000000","550403.00000000","2013-01-01T12:20:26.000","2013-01-01T12:43:44.000","2013-01-01T16:15:08.000","2013-01-01T16:47:26.000","NAT","NECESSARY ACTION TAKEN","063XX Bellaire Dr","70124","3","(30.007923998472, -90.121249168435)"
"A0087013","21","COMPLAINT OTHER","1H","3684737.00000000","534479.00000000","2013-01-01T12:21:28.000","2013-01-01T12:21:29.000",,"2013-01-01T12:27:29.000","NAT","NECESSARY ACTION TAKEN","Chartres St & Frenchmen St","70116","8","(29.963533236847, -90.057745044046)"
"A0087113","21","COMPLAINT OTHER","1H","3674375.00000000","538100.00000000","2013-01-01T12:22:51.000","2013-01-01T12:22:51.000",,"2013-01-01T12:45:29.000","NAT","NECESSARY ACTION TAKEN","033XX Toulouse St","70119","1","(29.973802875642, -90.090343149423)"
"A0087313","21","COMPLAINT OTHER","1H","3681162.00000000","530640.00000000","2013-01-01T12:24:37.000","2013-01-01T12:24:38.000","2013-01-01T12:47:14.000","2013-01-01T13:09:06.000","NAT","NECESSARY ACTION TAKEN","Canal St & Saint Charles Ave","70130","8","(29.953086238698, -90.069168259859)"
"A0087413","18","TRAFFIC INCIDENT","1H","3698016.00000000","533750.00000000","2013-01-01T12:24:49.000","2013-01-01T12:24:49.000",,"2013-01-01T12:45:27.000","NAT","NECESSARY ACTION TAKEN","Caffin Ave & Saint Claude Ave","70117","5","(29.961115593486, -90.015838079435)"
"A0087513","103","DISTURBANCE (OTHER)","1C","3674261.00000000","535786.00000000","2013-01-01T12:23:53.000","2013-01-01T12:26:51.000","2013-01-01T12:30:30.000","2013-01-01T12:49:08.000","UNF","UNFOUNDED","001XX S Gayoso St","70119","1","(29.967443559908, -90.09078243634)"
"A0087613","62A","BURGLAR ALARM, SILEN","2C","3671791.00000000","522428.00000000","2013-01-01T12:24:39.000","2013-01-01T12:27:46.000","2013-01-01T12:33:06.000","2013-01-01T12:38:55.000","UNF","UNFOUNDED","020XX Marengo St","70115","6","(29.930786868221, -90.099037172342)"
"A0087713","21","COMPLAINT OTHER","1H","3673208.00000000","517691.00000000","2013-01-01T12:23:11.000","2013-01-01T13:15:36.000","2013-01-01T13:29:06.000","2013-01-01T13:57:50.000","NAT","NECESSARY ACTION TAKEN","039XX Tchoupitoulas St","70115","6","(29.917719590403, -90.094725543305)"
"A0087813","18","TRAFFIC INCIDENT","1H","3704621.00000000","512182.00000000","2013-01-01T12:27:32.000","2013-01-01T12:27:32.000","2013-01-01T12:27:34.000","2013-01-01T12:37:05.000","NAT","NECESSARY ACTION TAKEN","Cypress Grove Ct & Tullis Dr","70131","4","(29.901600668785, -89.995775888093)"
"A0087913","103","DISTURBANCE (OTHER)","2B","3681613.00000000","540198.00000000","2013-01-01T12:26:11.000","2013-01-01T12:28:05.000","2013-01-01T12:32:10.000","2013-01-01T12:39:18.000","NAT","NECESSARY ACTION TAKEN","022XX A P Tureaud Ave","70119","5","(29.979353767636, -90.067410771774)"
"A0088013","62A","BURGLAR ALARM, SILEN","2C","3675251.00000000","539201.00000000","2013-01-01T12:27:31.000","2013-01-01T12:31:08.000",,"2013-01-01T12:37:12.000","VOI","VOID","009XX Hagan Ave","70119","1","(29.976804091212, -90.087538740813)"
"A0088213","103","DISTURBANCE (OTHER)","2C","3684572.00000000","537974.00000000","2013-01-01T12:28:41.000","2013-01-01T12:30:30.000","2013-01-01T12:33:28.000","2013-01-01T12:38:44.000","GOA","GONE ON ARRIVAL","021XX N Claiborne Ave","70116","5","(29.973148324913, -90.058143268329)"
"A0088313","21","COMPLAINT OTHER","2H","3694011.00000000","536117.00000000","2013-01-01T12:29:17.000","2013-01-01T12:33:58.000","2013-01-01T12:39:53.000","2013-01-01T12:45:55.000","NAT","NECESSARY ACTION TAKEN","014XX Japonica St","70117","5","(29.967750020735, -90.028399958274)"
"A0088413","21","COMPLAINT OTHER","2H","3676158.00000000","524448.00000000","2013-01-01T12:26:23.000","2013-01-01T12:34:18.000","2013-01-01T12:37:07.000","2013-01-01T12:56:13.000","NAT","NECESSARY ACTION TAKEN","020XX 1st St","70113","6","(29.936211138608, -90.085181697227)"
"A0088513","58R","RECOVERY OF REPORTED","1G","3671447.00000000","518812.00000000","2013-01-01T12:33:27.000","2013-01-01T12:34:48.000","2013-01-01T12:50:17.000","2013-01-01T13:55:38.000","NAT","NECESSARY ACTION TAKEN","043XX Magazine St","70115","6","(29.920854209151, -90.100245978006)"
"A0088613","62A","BURGLAR ALARM, SILEN","2C","3683479.00000000","546678.00000000","2013-01-01T12:32:31.000","2013-01-01T12:35:12.000","2013-01-01T12:37:13.000","2013-01-01T12:43:33.000","NAT","NECESSARY ACTION TAKEN","030XX Gentilly Blvd","70122","3","(29.997114657891, -90.061290008946)"
"A0088713","94F","FIREWORKS","2H","3684990.00000000","535940.00000000","2013-01-01T12:32:10.000","2013-01-01T12:35:17.000","2013-01-01T12:37:02.000","2013-01-01T13:18:09.000","NAT","NECESSARY ACTION TAKEN","Elysian Fields Ave & N Rampart S","70116","8","(29.967542734693, -90.056894702926)"
"A0088813","94F","FIREWORKS","1H","3684175.00000000","536979.00000000","2013-01-01T12:33:26.000","2013-01-01T13:06:53.000","2013-01-01T13:07:41.000","2013-01-01T13:40:11.000","NAT","NECESSARY ACTION TAKEN","Touro St & Urquhart St","70116","5","(29.970424563297, -90.059432007321)"
"A0088913","21","COMPLAINT OTHER","1H","3674268.00000000","533721.00000000","2013-01-01T12:35:04.000","2013-01-01T12:35:05.000","2013-01-01T12:41:29.000","2013-01-01T13:03:35.000","RTF","REPORT TO FOLLOW","027XX Tulane Ave","70119","1","(29.961765296285, -90.09083104459)"
"A0089113","62A","BURGLAR ALARM, SILEN","2C","3704830.00000000","557134.00000000","2013-01-01T12:35:04.000","2013-01-01T12:36:58.000","2013-01-01T12:40:52.000","2013-01-01T12:44:06.000","NAT","NECESSARY ACTION TAKEN","052XX Sandhurst Dr","70126","7","(30.0251956518, -89.993457417629)"
"A0089213","21","COMPLAINT OTHER","1H","3683646.00000000","538807.00000000","2013-01-01T12:36:07.000","2013-01-01T12:39:11.000","2013-01-01T12:43:10.000","2013-01-01T13:44:35.000","NAT","NECESSARY ACTION TAKEN","025XX Pauger St","70116","5","(29.975467088419, -90.061038545131)"
"A0089313","21","COMPLAINT OTHER","1H","3680740.00000000","534751.00000000","2013-01-01T12:38:36.000","2013-01-01T12:38:36.000",,"2013-01-01T12:55:40.000","NAT","NECESSARY ACTION TAKEN","015XX Dumaine St","70116","1","(29.964402887251, -90.070357673916)"
"A0089413","21","COMPLAINT OTHER","1A","3712918.00000000","557966.00000000","2013-01-01T12:35:50.000","2013-01-01T13:00:08.000","2013-01-01T13:01:56.000","2013-01-01T14:11:44.000","NAT","NECESSARY ACTION TAKEN","101XX Dwyer Rd","70127","7","(30.027220793627, -89.967869519561)"
"A0089513","24","MEDICAL","2B","37369000","3513814","2013-01-01T12:39:42.000","2013-01-01T12:39:42.000","2013-01-01T12:51:56.000","2013-01-01T14:33:44.000","NAT","NECESSARY ACTION TAKEN","005XX Bienville St","70130","0","(9.235500543E-7, -0.0000022929847665)"
