"nopd_item","type_","typetext","mapx","mapy","timecreate","timedispatch","timeclosed","disposition","dispositiontext","block_address","zip"
"A2169014","62","SIMPLE BURGLARY","3679526","539313","2014-01-17T16:40:53.000","2014-01-17T16:45:48.000","2014-01-17T18:52:51.000","RTF","REPORT TO FOLLOW","024XX Laharpe St","70119"
"A2169214","107","SUSPICIOUS PERSON","3670543","536224","2014-01-17T16:41:37.000","2014-01-17T16:42:30.000","2014-01-17T19:42:23.000","NAT","Necessary Action Taken","039XX D'Hemecourt St","70119"
"A2171114","67","THEFT","3668990","542827","2014-01-17T17:01:50.000","2014-01-17T17:05:06.000","2014-01-17T19:49:01.000","UNF","UNFOUNDED","054XX General Diaz St",
"A2171614","62C","SIMPLE BURGLARY VEHICLE","3675156","536931","2014-01-17T17:08:13.000","2014-01-17T17:10:46.000","2014-01-17T22:41:00.000","RTF","REPORT TO FOLLOW","N Gayoso St & St Louis St","70119"
"A2173714","107","SUSPICIOUS PERSON","3660720","529559","2014-01-17T17:24:48.000","2014-01-17T17:44:26.000","2014-01-17T21:07:58.000","NAT","Necessary Action Taken","085XX Oak St","70118"
"A2176814","107","SUSPICIOUS PERSON","3688171","530188","2014-01-17T17:46:47.000","2014-01-17T18:00:38.000","2014-01-17T18:31:15.000","UNF","UNFOUNDED","004XX Elmira Ave","70114"
"A2178414","107","SUSPICIOUS PERSON","3690594","543643","2014-01-17T18:02:48.000","2014-01-17T18:03:29.000","2014-01-17T18:19:31.000","NAT","Necessary Action Taken","030XX Feliciana St","70126"
"A2182914","107","SUSPICIOUS PERSON","3675276","527211","2014-01-17T18:41:19.000","2014-01-17T18:44:41.000","2014-01-17T19:05:28.000","UNF","UNFOUNDED","021XX Clara St","70113"
"A2184514","107","SUSPICIOUS PERSON","3682899","554395","2014-01-17T19:00:02.000","2014-01-17T19:02:27.000","2014-01-17T20:59:23.000","NAT","Necessary Action Taken","057XX Pasteur Blvd","70122"
"A2185514","107","SUSPICIOUS PERSON","3660335","530797","2014-01-17T19:06:09.000","2014-01-17T19:06:09.000","2014-01-17T19:12:18.000","NAT","Necessary Action Taken","Willow St & General Ogden St","70118"
"A2187714","107","SUSPICIOUS PERSON","3683823","532875","2014-01-17T19:23:34.000",,"2014-01-17T19:55:25.000","NAT","Necessary Action Taken","010XX Decatur St","70116"
"A2189714","107","SUSPICIOUS PERSON","3700899","559265","2014-01-17T19:46:43.000","2014-01-17T20:06:04.000","2014-01-17T20:23:00.000","GOA","GONE ON ARRIVAL","074XX Spring Lake Dr","70126"
"A2191614","107","SUSPICIOUS PERSON","3686877","541066","2014-01-17T20:12:35.000","2014-01-17T20:22:22.000","2014-01-17T20:38:36.000","NAT","Necessary Action Taken","023XX Arts St","70117"
"A2191814","107","SUSPICIOUS PERSON","3673853","521346","2014-01-17T20:12:57.000","2014-01-17T20:17:58.000","2014-01-17T20:41:47.000","DUP","DUPLICATE","Saint Charles Ave & Delachaise St","70115"
"A2193814","107","SUSPICIOUS PERSON","3686808","540950","2014-01-17T20:27:07.000","2014-01-17T20:29:18.000","2014-01-17T20:30:06.000","DUP","DUPLICATE","025XX N Tonti St","70117"
"A2198414","107","SUSPICIOUS PERSON","3678428","535741","2014-01-17T21:10:41.000","2014-01-17T21:13:46.000","2014-01-17T22:26:43.000","NAT","Necessary Action Taken","N Galvez St & Orleans Ave",
"A2201614","107","SUSPICIOUS PERSON","3718383","572365","2014-01-17T21:44:16.000","2014-01-17T21:45:58.000","2014-01-17T22:09:32.000","GOA","GONE ON ARRIVAL","140XX Linden St","70128"
"A2202314","107","SUSPICIOUS PERSON","3669371","554562","2014-01-17T21:49:14.000","2014-01-17T21:51:08.000","2014-01-17T22:14:04.000","NAT","Necessary Action Taken","007XX Robert E Lee Blvd","70124"
"A2206614","62R","RESIDENCE BURGLARY","3665990","536010","2014-01-17T22:34:23.000","2014-01-17T23:33:01.000","2014-01-18T02:15:10.000","RTF","REPORT TO FOLLOW","035XX Monroe St","70118"
"A2209114","107","SUSPICIOUS PERSON","3681805","536653","2014-01-17T23:11:21.000",,"2014-01-18T00:05:41.000","NAT","Necessary Action Taken","N Robertson St & Kerlerec St","70116"
"A2209614","107","SUSPICIOUS PERSON","3672468","534026","2014-01-17T23:15:13.000","2014-01-17T23:16:28.000","2014-01-17T23:29:23.000","GOA","GONE ON ARRIVAL","031XX Gravier St","70119"
"A2210614","107","SUSPICIOUS PERSON","3683548","534398","2014-01-17T23:26:58.000","2014-01-17T23:27:51.000","2014-01-18T00:26:14.000","GOA","GONE ON ARRIVAL","008XX Barracks St","70116"
"A2210814","107","SUSPICIOUS PERSON","3682941","531692","2014-01-17T23:30:06.000","2014-01-17T23:35:53.000","2014-01-17T23:47:00.000","GOA","GONE ON ARRIVAL","Decatur St & Toulouse St","70130"
"A2211514","107","SUSPICIOUS PERSON","3684983","537808","2014-01-17T23:38:54.000",,"2014-01-18T00:06:49.000","NAT","Necessary Action Taken","015XX Elysian Fields Ave","70117"
"A2219114","107","SUSPICIOUS PERSON","3688397","544400","2014-01-18T01:08:30.000","2014-01-18T01:17:46.000","2014-01-18T01:34:05.000","GOA","GONE ON ARRIVAL","031XX Rabbits St","70122"
"A2223014","107","SUSPICIOUS PERSON","3676747","537062","2014-01-18T02:05:06.000","2014-01-18T02:05:49.000","2014-01-18T03:24:33.000","NAT","Necessary Action Taken","N Broad Ave & Orleans Ave","70119"
"A2225314","107","SUSPICIOUS PERSON","3673906","527279","2014-01-18T02:28:57.000",,"2014-01-18T02:53:43.000","NAT","Necessary Action Taken","030XX 2nd St","70125"
"A2225414","107","SUSPICIOUS PERSON","3680185","538380","2014-01-18T02:31:30.000","2014-01-18T02:33:02.000","2014-01-18T03:05:09.000","GOA","GONE ON ARRIVAL","021XX Blk Columbus St","70119"
"A2225814","107","SUSPICIOUS PERSON","3678875","551993","2014-01-18T02:36:32.000","2014-01-18T02:42:32.000","2014-01-18T03:00:28.000","NAT","Necessary Action Taken","015XX Filmore Ave","70122"
"A2225914","107","SUSPICIOUS PERSON","3696043","552230","2014-01-18T02:40:56.000","2014-01-18T02:44:11.000","2014-01-18T02:57:35.000","GOA","GONE ON ARRIVAL","040XX Downman Rd","70126"
"A2232114","21","COMPLAINT OTHER","3681649","530441","2014-01-18T04:15:49.000","2014-01-18T04:17:21.000","2014-01-18T04:51:27.000","NAT","Necessary Action Taken","005XX Canal St","70130"
"A2238014","107","SUSPICIOUS PERSON","3678891","522162","2014-01-18T06:23:37.000","2014-01-18T06:25:11.000","2014-01-18T06:49:35.000","GOA","GONE ON ARRIVAL","021XX Magazine St","70130"
"A2253414","107","SUSPICIOUS PERSON","3687520","536699","2014-01-18T10:05:45.000","2014-01-18T10:29:06.000","2014-01-18T10:47:46.000","GOA","GONE ON ARRIVAL","027XX Marais St","70117"
"A2254514","107","SUSPICIOUS PERSON","3681568","536835","2014-01-18T10:15:00.000","2014-01-18T10:15:55.000","2014-01-18T10:20:44.000","UNF","UNFOUNDED","N Claiborne Ave & Kerlerec St","70116"
"A2260114","107","SUSPICIOUS PERSON","3666162","530133","2014-01-18T11:21:41.000","2014-01-18T11:42:40.000","2014-01-18T12:19:44.000","GOA","GONE ON ARRIVAL","S Claiborne Ave & Pine St","70125"
"A2260614","107","SUSPICIOUS PERSON","3675550","528202","2014-01-18T11:25:52.000","2014-01-18T11:26:12.000","2014-01-18T11:38:45.000","GOA","GONE ON ARRIVAL","Willow St & Thalia St","70113"
"A2260914","107","SUSPICIOUS PERSON","3694711","533332","2014-01-18T11:27:29.000","2014-01-18T11:35:57.000","2014-01-18T12:18:15.000","UNF","UNFOUNDED","048XX Dauphine St","70117"
"A2263114","107","SUSPICIOUS PERSON","3705853","513467","2014-01-18T11:36:51.000","2014-01-18T11:38:25.000","2014-01-18T12:02:43.000","NAT","Necessary Action Taken","045XX Woodland Dr","70131"
"A2264214","107","SUSPICIOUS PERSON","3697981","551700","2014-01-18T11:45:52.000","2014-01-18T12:05:21.000","2014-01-18T12:24:18.000","GOA","GONE ON ARRIVAL","Chef Menteur Blvd & Majestic Oaks Dr","70126"
"A2265714","107","SUSPICIOUS PERSON","3674856","521238","2014-01-18T11:59:33.000",,"2014-01-18T12:02:31.000","DUP","DUPLICATE","Pleasant St & Prytania St","70115"
"A2267214","107","SUSPICIOUS PERSON","3677803","524516","2014-01-18T12:09:52.000",,"2014-01-18T12:11:45.000","DUP","DUPLICATE","020XX Carondelet St","70113"
"A2275114","107","SUSPICIOUS PERSON","3683656","532568","2014-01-18T13:32:58.000",,"2014-01-18T14:31:31.000","NAT","Necessary Action Taken","009XX Decatur St","70116"
"A2275814","107","SUSPICIOUS PERSON","3675828","529192","2014-01-18T13:43:33.000","2014-01-18T13:45:03.000","2014-01-18T14:36:38.000","UNF","UNFOUNDED","Earhart Blvd & S Claiborne Ave","70125"
"A2283414","107","SUSPICIOUS PERSON","3699197","557792","2014-01-18T15:11:25.000","2014-01-18T15:21:52.000","2014-01-18T15:46:22.000","UNF","UNFOUNDED","068XX Lake Kenilworth Dr","70126"
"A2284314","107","SUSPICIOUS PERSON","3698895","532325","2014-01-18T15:21:36.000","2014-01-18T15:22:16.000","2014-01-18T16:00:50.000","GOA","GONE ON ARRIVAL","060XX Dauphine St","70117"
"A2291914","67S","SHOPLIFTING","3674520","527889","2014-01-18T16:30:12.000","2014-01-18T16:33:43.000","2014-01-18T17:27:25.000","RTF","REPORT TO FOLLOW","021XX S Claiborne Ave","70125"
"A2293014","107","SUSPICIOUS PERSON","3679874","531733","2014-01-18T16:36:33.000","2014-01-18T16:36:33.000","2014-01-18T17:23:54.000","NAT","Necessary Action Taken","Basin St & Canal St","70112"
"A2293214","107","SUSPICIOUS PERSON","3684482","538454","2014-01-18T16:40:37.000","2014-01-18T16:41:33.000","2014-01-18T17:11:58.000","NAT","Necessary Action Taken","016XX Frenchmen St","70116"
"A2301014","107","SUSPICIOUS PERSON","3674462","526365","2014-01-18T18:01:33.000","2014-01-18T18:04:13.000","2014-01-18T18:18:02.000","UNF","UNFOUNDED","027XX 2nd St","70113"
"A2315814","107","SUSPICIOUS PERSON","3667954","552317","2014-01-18T20:20:32.000","2014-01-18T20:22:11.000","2014-01-18T20:40:02.000","NAT","Necessary Action Taken","067XX Colbert St","70124"
"A2316414","107","SUSPICIOUS PERSON","3697673","556547","2014-01-18T20:27:50.000","2014-01-18T20:30:13.000","2014-01-18T20:46:53.000","NAT","Necessary Action Taken","067XX E Hermes St","70126"
"A2317514","21","COMPLAINT OTHER","3667954","552317","2014-01-18T20:42:36.000","2014-01-18T20:44:30.000","2014-01-18T20:53:25.000","NAT","Necessary Action Taken","067XX Colbert St","70124"
"A2318614","107","SUSPICIOUS PERSON","3703684","511132","2014-01-18T20:49:49.000","2014-01-18T20:53:00.000","2014-01-18T21:33:51.000","GOA","GONE ON ARRIVAL","053XX Timber Crest Dr","70131"
"A2320214","107","SUSPICIOUS PERSON","3660456","527141","2014-01-18T21:04:19.000","2014-01-18T21:06:19.000","2014-01-18T21:25:10.000","GOA","GONE ON ARRIVAL","006XX Dublin St","70118"
"A2322014","107","SUSPICIOUS PERSON","3682509","535197","2014-01-18T21:28:14.000","2014-01-18T21:29:50.000","2014-01-18T21:53:07.000","GOA","GONE ON ARRIVAL","011XX Barracks St","70116"
"A2328814","107","SUSPICIOUS PERSON","3709213","556306","2014-01-18T22:59:42.000","2014-01-18T23:04:57.000","2014-01-19T00:17:23.000","GOA","GONE ON ARRIVAL","048XX Bundy Rd","70127"
"A2328914","107","SUSPICIOUS PERSON","3674024","526418","2014-01-18T23:01:52.000","2014-01-18T23:06:45.000","2014-01-18T23:13:36.000","UNF","UNFOUNDED","028XX 3rd St","70113"
"A2331214","107","SUSPICIOUS PERSON","3672820","554630","2014-01-18T23:33:04.000","2014-01-18T23:59:11.000","2014-01-19T00:08:48.000","UNF","UNFOUNDED","X Bluebird St","70124"
"A2332514","107","SUSPICIOUS PERSON","3676489","536451","2014-01-18T23:45:27.000","2014-01-18T23:46:24.000","2014-01-18T23:56:19.000","UNF","UNFOUNDED","006XX N Broad St","70119"
"A2337014","107","SUSPICIOUS PERSON","3674603","522988","2014-01-19T00:34:45.000","2014-01-19T01:00:18.000","2014-01-19T01:05:39.000","NAT","Necessary Action Taken","019XX 7th St","70115"
"A2339614","107","SUSPICIOUS PERSON","3683151","533851","2014-01-19T00:52:14.000","2014-01-19T00:54:29.000","2014-01-19T01:05:16.000","UNF","UNFOUNDED","Bourbon St & Ursulines Ave","70116"
"A2340714","107","SUSPICIOUS PERSON","3683440","533630","2014-01-19T01:06:02.000",,"2014-01-19T01:19:08.000","NAT","Necessary Action Taken","Royal St & Ursulines Ave","70116"
"A2345514","107","SUSPICIOUS PERSON","3681983","535553","2014-01-19T02:14:12.000","2014-01-19T02:26:27.000","2014-01-19T03:13:57.000","UNF","UNFOUNDED","013XX Barracks St","70116"
"A2346014","107","SUSPICIOUS PERSON","3707629","563309","2014-01-19T02:19:29.000","2014-01-19T02:24:31.000","2014-01-19T02:26:13.000","NAT","Necessary Action Taken","073XX Shaw Ave","70127"
"A2346914","107","SUSPICIOUS PERSON","3671690","529002","2014-01-19T02:28:23.000",,"2014-01-19T02:52:39.000","DUP","DUPLICATE","038XX Washington Ave","70125"
"A2349114","107","SUSPICIOUS PERSON","3677037","543213","2014-01-19T03:14:22.000",,"2014-01-19T03:37:03.000","UNF","UNFOUNDED","Trafalgar St & N Lopez St","70119"
"A2356614","64G","ARMED ROBBERY WITH GUN","3681564","532312","2014-01-19T04:53:53.000","2014-01-19T05:08:03.000","2014-01-19T06:59:39.000","RTF","REPORT TO FOLLOW","005XX Dauphine St","70112"
"A2357114","64G","ARMED ROBBERY WITH GUN","3681400","532821","2014-01-19T04:56:52.000","2014-01-19T04:58:37.000","2014-01-19T08:11:12.000","RTF","REPORT TO FOLLOW","010XX Toulouse St","70112"
"A2357214","107","SUSPICIOUS PERSON","3697892","554965","2014-01-19T05:03:09.000","2014-01-19T05:04:33.000","2014-01-19T05:18:24.000","UNF","UNFOUNDED","048XX Lynhuber Dr","70126"
"A2358214","107","SUSPICIOUS PERSON","3682351","529924","2014-01-19T05:31:31.000","2014-01-19T05:32:06.000","2014-01-19T05:53:39.000","NAT","Necessary Action Taken","003XX Canal St","70130"
"A2367314","107","SUSPICIOUS PERSON","3681316","532026","2014-01-19T08:28:23.000","2014-01-19T08:33:32.000","2014-01-19T08:57:33.000","UNF","UNFOUNDED","Conti St & Dauphine St","70112"
"A2369414","107","SUSPICIOUS PERSON","3692727","536770","2014-01-19T09:00:31.000","2014-01-19T09:01:25.000","2014-01-19T09:43:10.000","NAT","Necessary Action Taken","015XX France St","70117"
"A2373314","107","SUSPICIOUS PERSON","3660595","526928","2014-01-19T09:46:04.000","2014-01-19T09:47:50.000","2014-01-19T10:05:17.000","GOA","GONE ON ARRIVAL","006XX S Carrollton Ave","70118"
"A2374114","107","SUSPICIOUS PERSON","3697351","515135","2014-01-19T09:53:41.000","2014-01-19T09:54:33.000","2014-01-19T10:09:30.000","NAT","Necessary Action Taken","040XX Behrman Pl","70114"
"A2376314","107","SUSPICIOUS PERSON","3660644","529570","2014-01-19T10:19:36.000",,"2014-01-19T10:28:59.000","NAT","Necessary Action Taken","Oak St & Leonidas St","70118"
"A2376814","107","SUSPICIOUS PERSON","3696255","534153","2014-01-19T10:25:48.000","2014-01-19T10:25:48.000","2014-01-19T10:46:17.000","GOA","GONE ON ARRIVAL","051XX Saint Claude Ave","70117"
"A2377714","67","THEFT","3688793","540214","2014-01-19T10:34:14.000","2014-01-19T10:43:53.000","2014-01-19T12:29:57.000","RTF","REPORT TO FOLLOW","021XX Saint Ferdinand St","70117"
"A2379414","107","SUSPICIOUS PERSON","3684464","538295","2014-01-19T10:50:04.000","2014-01-19T10:51:24.000","2014-01-19T11:01:47.000","UNF","UNFOUNDED","016XX Frenchmen St","70116"
"A2380214","107","SUSPICIOUS PERSON","3683709","535119","2014-01-19T10:59:04.000","2014-01-19T10:59:51.000","2014-01-19T11:14:17.000","NAT","Necessary Action Taken","Kerlerec St & Dauphine St","70116"
"A2380914","107","SUSPICIOUS PERSON","3689937","534599","2014-01-19T11:07:50.000","2014-01-19T11:37:14.000","2014-01-19T11:51:58.000","UNF","UNFOUNDED","008XX Desire St","70117"
"A2381314","56","SIMPLE CRIMINAL DAMAGE","3685269","533808","2014-01-19T11:13:24.000","2014-01-19T11:14:33.000","2014-01-19T12:23:36.000","RTF","REPORT TO FOLLOW","022XX N Peters St","70117"
"A2384914","107","SUSPICIOUS PERSON","3681800","536127","2014-01-19T11:52:47.000",,"2014-01-19T12:09:05.000","NAT","Necessary Action Taken","014XX Esplanade Ave","70116"
"A2386914","107","SUSPICIOUS PERSON","3661543","531601","2014-01-19T12:10:23.000","2014-01-19T12:10:50.000","2014-01-19T12:47:01.000","NAT","Necessary Action Taken","Eagle St & Hickory St","70118"
"A2387514","107","SUSPICIOUS PERSON","3675320","536599","2014-01-19T12:14:04.000",,"2014-01-19T12:28:00.000","NAT","Necessary Action Taken","029XX Conti St","70119"
"A2388214","107","SUSPICIOUS PERSON","3686381","538271","2014-01-19T12:19:25.000","2014-01-19T12:19:25.000","2014-01-19T12:36:11.000","NAT","Necessary Action Taken","N Claiborne Ave & Saint Roch Ave","70117"
"A2395214","107","SUSPICIOUS PERSON","3670297","536431","2014-01-19T13:29:44.000",,"2014-01-19T14:32:54.000","NAT","Necessary Action Taken","006XX S Pierce St","70119"
"A2396514","107","SUSPICIOUS PERSON","3681341","537228","2014-01-19T13:39:44.000","2014-01-19T13:40:52.000","2014-01-19T14:33:36.000","NAT","Necessary Action Taken","014XX N Derbigny St","70116"
"A2396914","107","SUSPICIOUS PERSON","3669750","532630","2014-01-19T13:43:27.000",,"2014-01-19T14:06:41.000","NAT","Necessary Action Taken","Clio St & S Clark St","70125"
"A2397914","107","SUSPICIOUS PERSON","3669301","536278","2014-01-19T13:52:32.000","2014-01-19T13:52:57.000","2014-01-19T14:22:32.000","GOA","GONE ON ARRIVAL","Tulane Ave & S Carrollton Ave","70119"
"A2399914","107","SUSPICIOUS PERSON","3726958","575963","2014-01-19T14:11:09.000","2014-01-19T14:18:54.000","2014-01-19T14:35:16.000","UNF","UNFOUNDED","I10 E & Michoud Blvd","70129"
"A2405414","107","SUSPICIOUS PERSON","3671812","522408","2014-01-19T15:22:43.000","2014-01-19T15:29:39.000","2014-01-19T15:37:46.000","GOA","GONE ON ARRIVAL","Danneel St & Marengo St","70115"
"A2405514","107","SUSPICIOUS PERSON","3691322","539953","2014-01-19T15:23:23.000","2014-01-19T15:28:09.000","2014-01-19T15:28:21.000","NAT","Necessary Action Taken","022XX Desire St","70117"
"A2405914","107","SUSPICIOUS PERSON","3683821","537383","2014-01-19T15:25:27.000","2014-01-19T15:33:32.000","2014-01-19T16:00:48.000","GOA","GONE ON ARRIVAL","021XX Pauger St","70116"
"A2407414","107","SUSPICIOUS PERSON","3667706","518989","2014-01-19T15:41:04.000","2014-01-19T15:42:04.000","2014-01-19T15:57:07.000","GOA","GONE ON ARRIVAL","Camp St & Bellecastle St","70115"
"A2409214","107","SUSPICIOUS PERSON","3680008","531515","2014-01-19T15:55:52.000","2014-01-19T15:57:03.000","2014-01-19T16:21:18.000","UNF","UNFOUNDED","S Rampart St & Canal St","70112"
"A2409614","107","SUSPICIOUS PERSON","3678301","534221","2014-01-19T16:01:21.000","2014-01-19T16:03:31.000","2014-01-19T16:15:13.000","UNF","UNFOUNDED","019XX Conti St","70112"
"A2409914","107","SUSPICIOUS PERSON","3685601","538575","2014-01-19T16:05:32.000","2014-01-19T16:06:30.000","2014-01-19T16:22:21.000","GOA","GONE ON ARRIVAL","Mandeville St & N Derbigny St","70117"
"A2411414","107","SUSPICIOUS PERSON","3706979","518003","2014-01-19T16:20:43.000","2014-01-19T16:41:54.000","2014-01-19T17:12:38.000","GOA","GONE ON ARRIVAL","003XX Berkley Dr","70131"
"A2411614","107","SUSPICIOUS PERSON","3680065","531586","2014-01-19T16:21:27.000",,"2014-01-19T16:37:13.000","NAT","Necessary Action Taken","Canal S & N Rampart St","70112"
"A2411714","107","SUSPICIOUS PERSON","3704317","559076","2014-01-19T16:22:33.000","2014-01-19T16:29:25.000","2014-01-19T16:45:03.000","GOA","GONE ON ARRIVAL","070XX Lawrence Rd","70126"
"A2412814","21","COMPLAINT OTHER","3680578","527608","2014-01-19T16:34:59.000","2014-01-19T16:37:30.000","2014-01-19T17:57:19.000","RTF","REPORT TO FOLLOW","008XX Camp St","70130"
"A2426914","107","SUSPICIOUS PERSON","3667342","533614","2014-01-19T18:42:03.000","2014-01-19T18:42:03.000","2014-01-19T19:14:50.000","NAT","Necessary Action Taken","Short St & Forshey St","70125"
"A2428314","107","SUSPICIOUS PERSON","3664657","532992","2014-01-19T18:57:37.000","2014-01-19T19:00:28.000","2014-01-19T20:22:30.000","NAT","Necessary Action Taken","026XX Cambronne St","70118"
"A2430414","107","SUSPICIOUS PERSON","3684969","555879","2014-01-19T19:25:00.000","2014-01-19T19:26:11.000","2014-01-19T19:48:30.000","NAT","Necessary Action Taken","Robert E Lee Blvd & Saint Roch Ave","70122"
"A2432714","107","SUSPICIOUS PERSON","3672704","522918","2014-01-19T19:56:34.000","2014-01-19T19:58:28.000","2014-01-19T20:02:38.000","NAT","Necessary Action Taken","Amelia St & S Saratoga St","70115"
