"the_geom","objectid","ownername","businessname","address","suite","city","state","zip","businesstype","lat","lon"
"POINT (-90.043072405269 29.964939717433)","554","Ben Tabor","Harvest Gypsy LLC dba Sneaky Pickle and Bar Brine","3200 Burgundy St",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9649343","-90.0430668"
"POINT (-90.110115722599 29.934929008568)","364","Gonzales David","Jas.Locascio.Prop LLC d/b/a Origami","5130 Freret St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9349236","-90.1101101"
"POINT (-90.070630711586 29.949076212628)","739","Park Square Restaurant d/b/a Cafe at the Square","Park Square Restaurant d/b/a Cafe at the Square","500 St Charles Ave",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9490708","-90.0706251"
"POINT (-90.070043811909 29.952441514111)","700","HP Concessions LLC, dba Indigo St. Charles","HP Concessions LLC, dba Indigo St. Charles","705 Common St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9524361","-90.0700382"
"POINT (-90.1024011198 29.920636005618)","1121","CHEN FENSHENG","Uptown Cuisine LLC dba Haiku","4430 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9206306","-90.1023955"
"POINT (-90.069162411925 29.952866714059)","232","Dow William","Cafe Beignet LLC dba Cafe Beignet Canal","622 Canal St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9528613","-90.0691568"
"POINT (-90.072154012553 29.954911014461)","436","Magnolia Enterprises, Inc dba Bayou Gifts","Magnolia Enterprises, Inc dba Bayou Gifts","1000 Canal St",,"New Orleans","LA","70112","1110 - Beer, Wine & Liquor Stores","29.9549056","-90.0721484"
"POINT (-90.082887214639 29.92578440758)","1179","Yeungz Heng LLC dba Sake Cafe II","Yeungz Heng LLC dba Sake Cafe II","2830 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.925779","-90.0828816"
"POINT (-90.100085621418 29.975540817809)","692","Sunrise Entertainment Inc dba Wits Inn","Sunrise Entertainment Inc dba Wits Inn","141 N Carrollton Ave",,"New Orleans","LA","70119","1126 - Drinking Places (Alcoholic Beverages)","29.9755354","-90.10008"
"POINT (-90.095978719978 29.973037817062)","718","Denman Katherine","Scotties Creole Cooking & Catering LLC dba Katie's Restaurant & Bar","3701 Iberville St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9730324","-90.0959731"
"POINT (-90.001739095725 30.011739028595)","587","Quynh Hguyen Inc dba Natal's Supermarket","Quynh Hguyen Inc dba Natal's Supermarket","7342 Chef Menteur Hwy",,"New Orleans","LA","70126","1101 - Convenience Stores","30.0117336","-90.0017335"
"POINT (-90.067186111402 29.951559713803)","361","Magnolia Enterprises Inc dba The Everything Shoppe","Magnolia Enterprises Inc dba The Everything Shoppe","444 Canal St",,"New Orleans","LA","70130","1110 - Beer, Wine & Liquor Stores","29.9515543","-90.0671805"
"POINT (-90.104840120891 29.935029909023)","662","Baron Restaurant Group LLC dba Sarita's Grill","Baron Restaurant Group LLC dba Sarita's Grill","4520 Freret St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9350245","-90.1048345"
"POINT (-89.961463486843 30.043427636884)","833","Wal-Mart Louisiana, LLC dba Wal-Mart #912","Wal-Mart Louisiana, LLC dba Wal-Mart #912","6000 Bullard Ave",,"New Orleans","LA","70128","1119 - General Merchandise Stores, All Other","30.0434222","-89.9614579"
"POINT (-90.065729210219 29.948295412795)","1074","CHIPMAN KRISTY","RCSH Operations LLC dba Ruth's Chris Steak House","228 Poydras St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.94829","-90.0657236"
"POINT (-90.092588017054 29.927587307675)","1235","Four Blind Mice, LLCdba The Delachaise","Four Blind Mice, LLCdba The Delachaise","3442 St Charles Ave",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9275819","-90.0925824"
"POINT (-90.129656228463 29.946946810917)","285","Canseco's Carrollton Market LLC","Canseco's Carrollton Market LLC","1133 S Carrollton Ave",,"New Orleans","LA","70118","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9469414","-90.1296506"
"POINT (-90.072493412429 29.952586813953)","221","Aloft New Orleans Downtown","Aloft New Orleans Downtown","225 Baronne St",,"New Orleans","LA","70112","4701 - Hotels (except Casino Hotels) & Motels","29.9525814","-90.0724878"
"POINT (-90.061581410535 29.967177817155)","105","Mason Jared","Budsi's Authentic Thai, LLC dba Budsi's Authentic Thai","1760 N Rampart St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9671724","-90.0615758"
"POINT (-90.060249209355 29.95946061552)","409","Gazebo Cafe LLC","Gazebo Cafe LLC","1016 Decatur St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9594552","-90.0602436"
"POINT (-90.063758211395 29.969316417558)","260","1300 Hoots on the Avenue dba Green Room Kukhnya","1300 Hoots on the Avenue dba Green Room Kukhnya","1300 St Bernard Ave",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.969311","-90.0637526"
"POINT (-90.107597821344 29.924972806313)","791","The Upperline Restaurant Inc dba The Upperline Restaurant","The Upperline Restaurant Inc dba The Upperline Restaurant","1413 Upperline St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9249674","-90.1075922"
"POINT (-90.033243002358 29.95979811633)","258","Rodas Joaquin","Bacchanal, LLC  dba Bacchanal","600 Poland Ave","Ste A","New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9597927","-90.0332374"
"POINT (-90.093906017284 29.926051107043)","1186","Wake N Bacon LLC  dba Wakin' Bakin'","Wake N Bacon LLC  dba Wakin' Bakin'","3625 Prytania St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9260457","-90.0939004"
"POINT (-90.096225217486 29.917423705493)","60","Barracuda #1, LLC dba Barracuda","Barracuda #1, LLC dba Barracuda","3984 Tchoupitoulas St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9174183","-90.0962196"
"POINT (-90.099431819741 29.950080611852)","1196","Zeyna LLC dba Aeren's Supermarket","Zeyna LLC dba Aeren's Supermarket","3911 Washington Ave",,"New Orleans","LA","70125","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9500752","-90.0994262"
"POINT (-90.076410613647 29.949541813118)","1114","Travel Trader Hotel Stores Inc dba Lagniappe Exchange","Travel Trader Hotel Stores Inc dba Lagniappe Exchange","601 Loyola Ave",,"New Orleans","LA","70113","1101 - Convenience Stores","29.9495364","-90.076405"
"POINT (-90.084782716904 29.964178815957)","760","Legends New Orleans LLC","Legends New Orleans LLC","2501 Canal St",,"New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.9641734","-90.0847771"
"POINT (-90.029849702037 29.968922918269)","525","4401 Fuel Mart, Inc dba Key's Fuel Mart 3","4401 Fuel Mart, Inc dba Key's Fuel Mart 3","4401 N Robertson St",,"New Orleans","LA","70117","1131 - Gasoline Stations with Convenience Stores","29.9689175","-90.0298441"
"POINT (-90.079494213555 29.935275909525)","1326","Bazzar Zahran H.","Thumbs Up Race Seven, LLC dba Red Zone I","2025 St Charles Ave",,"New Orleans","LA","70130","1101 - Convenience Stores","29.9352705","-90.0794886"
"POINT (-90.067381611186 29.956573914561)","267","418 Bourbon St. LLC  dba Fat Tuesday","418 Bourbon St. LLC  dba Fat Tuesday","418 Bourbon St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9565685","-90.067376"
"POINT (-90.11445542425 29.961204714507)","519","Patel Ravi","Om Carrollton Oil, Inc dba Carrollton Shell","3101 S Carrollton Ave",,"New Orleans","LA","70118","1131 - Gasoline Stations with Convenience Stores","29.9611993","-90.1144498"
"POINT (-90.064357811292 29.961789116128)","785","Djapni Richard Thibaut","Ten-O-One Corporation dba Matass's Market","1001 Dauphine St",,"New Orleans","LA","70116","1101 - Convenience Stores","29.9617837","-90.0643522"
"POINT (-90.070396712348 29.950703613606)","694","Sunstone St Charles dba Hilton New Orleans/St. Charles","Sunstone St Charles dba Hilton New Orleans/St. Charles","333 St Charles Ave",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9506982","-90.0703911"
"POINT (-90.134103728778 29.944238609522)","542","Sherrod Jennifer","Elysian Events, LLC","8124 Hampson St",,"New Orleans","LA","70118","2065 - Caterers","29.9442332","-90.1340981"
"POINT (-90.097690318784 29.940568809916)","992","Thomas Jeffery","Mattech Inc dba Jazz Daiquris & Lounge","3400 S Claiborne Ave",,"New Orleans","LA","70115","1126 - Drinking Places (Alcoholic Beverages)","29.9405634","-90.0976847"
"POINT (-90.108048924451 29.989556720984)","81","Cafe' Navarre, LLC dba Cafe' Navarre","Cafe' Navarre, LLC dba Cafe' Navarre","800 Navarre St",,"New Orleans","LA","70124","1105 - Full Service Restaurants (table service available)","29.9895513","-90.1080433"
"POINT (-90.071705513543 29.983691920181)","17","Cao Nhung","AAA Bui Inc dba North Broad Supermarket","1901 N Broad St",,"New Orleans","LA","70119","1106 - Supermarket & Other Grocery (except Convenience) Stores","29.9836865","-90.0716999"
"POINT (-90.093971117145 29.927114507804)","205","Interstate Management Company, LLC dba Hampton Inn New Orleans- St. Charles Ave./Garden District","Interstate Management Company, LLC dba Hampton Inn New Orleans- St. Charles Ave./Garden District","3626 St Charles Ave",,"New Orleans","LA","70115","4701 - Hotels (except Casino Hotels) & Motels","29.9271091","-90.0939655"
"POINT (-90.067528211593 29.956658715104)","82","Badr Rami","Cajun 417 LLC  dba Hideout Bar","417 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9566533","-90.0675226"
"POINT (-90.06515391017 29.946984912523)","1236","Fulton Alley LLC dba Fulton Alley","Fulton Alley LLC dba Fulton Alley","600 Fulton St",,"New Orleans","LA","70130","3349 - Amusement Arcades","29.9469795","-90.0651483"
"POINT (-90.120470325578 29.951836012177)","1293","Riccobond's panola St cafe LLC dba Riccobono's Panola St Cafe","Riccobond's panola St cafe LLC dba Riccobono's Panola St Cafe","7801 Panola St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9518306","-90.1204647"
"POINT (-90.063009610787 29.95625331471)","394","Landry's Seafood House - Jax, Inc dba Landry's Seafood House","Landry's Seafood House - Jax, Inc dba Landry's Seafood House","620 Decatur St","Unit 1A","New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9562479","-90.063004"
"POINT (-90.065819210914 29.963162216665)","538","Bromberger Jeffery","DPMJ, LLC dba Bijou Restaurant","1014 N Rampart St",,"New Orleans","LA","70116","1105 - Full Service Restaurants (table service available)","29.9631568","-90.0658136"
"POINT (-90.099599721368 29.977681418369)","172","Frey Smoked Meat Co.","Frey Smoked Meat Co.","4141 Bienville Ave","Ste 110","New Orleans","LA","70119","1105 - Full Service Restaurants (table service available)","29.977676","-90.0995941"
"POINT (-90.06637831161 29.957947014811)","122","CCRC 601 Bourbon LLC dba Slush of New Orleans","CCRC 601 Bourbon LLC dba Slush of New Orleans","601 Bourbon St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9579416","-90.0663727"
"POINT (-90.065319012009 29.976522219337)","655","Pete Nathan Sr","Nathan J Pete Sr, dba Pete's Bar","1801 Old Roman St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9765168","-90.0653134"
"POINT (-90.067294911159 29.942273711852)","97","LINK DONALD E","Butcher Banquet, LLC dba Cochon Butcher","930 Tchoupitoulas St","Ste B","New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9422683","-90.0672893"
"POINT (-90.069450611426 29.945118011882)","1322","Wilson Jamal","The Hall on Mag LLC","801 Magazine St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9451126","-90.069445"
"POINT (-90.06903811218 29.959531715739)","1140","Orlando Aloe","Society Page Lounge LLC dba Society Page Lounge","542 N Rampart St",,"New Orleans","LA","70112","1126 - Drinking Places (Alcoholic Beverages)","29.9595263","-90.0690325"
"POINT (-90.063581010698 29.961056215671)","228","Licciardi Joseph","Blacksmith Management, Inc d/b/a Lafitte's Blacksmith Shop","941 Bourbon St",,"New Orleans","LA","70116","1126 - Drinking Places (Alcoholic Beverages)","29.9610508","-90.0635754"
"POINT (-90.068822912257 29.954973314428)","247","218 Nobruob, LLC dba Big Easy Daiquiris & Fry Bar","218 Nobruob, LLC dba Big Easy Daiquiris & Fry Bar","216 Bourbon St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9549679","-90.0688173"
"POINT (-90.115976725347 29.960561813924)","1033","Ye Olde Memories, LLC dba Ye Olde College Inn","Ye Olde Memories, LLC dba Ye Olde College Inn","3000 S Carrollton Ave",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9605564","-90.1159711"
"POINT (-90.087439618649 29.986154220123)","160","Deutsches Haus","Deutsches Haus","1700 Moss St",,"New Orleans","LA","70119","4901 - Civic & Social Organizations","29.9861488","-90.087434"
"POINT (-90.134773729747 29.95122641097)","79","BREADS ON OAK LLC dba BREADS ON OAK","BREADS ON OAK LLC dba BREADS ON OAK","8640 Oak St",,"New Orleans","LA","70118","2062 - Limited Service Restaurants (no table service available)","29.951221","-90.1347681"
"POINT (-90.130591828263 29.942614410048)","704","Jamila's Inc dba Jamila's Cafe","Jamila's Inc dba Jamila's Cafe","7808 Maple St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.942609","-90.1305862"
"POINT (-90.070906012958 29.957454614411)","450","P & P Restaurant Group LLC dba Palm & Pine","P & P Restaurant Group LLC dba Palm & Pine","308 N Rampart St",,"New Orleans","LA","70112","1105 - Full Service Restaurants (table service available)","29.9574492","-90.0709004"
"POINT (-90.128559427908 29.941228109217)","979","Nassrah Caroline L","Kindred DBA Three Chicks Cafe LLC","7537 Maple St",,"New Orleans","LA","70118","1105 - Full Service Restaurants (table service available)","29.9412227","-90.1285538"
"POINT (-90.08487201503 29.9300095083)","448","Rafferty Katherine Bartley","Nyades Coffee, LLC dba The Chicory House","2727 Prytania St",,"New Orleans","LA","70130","1105 - Full Service Restaurants (table service available)","29.9300041","-90.0848664"
"POINT (-90.038688104112 29.971960019015)","1141","Stewart's Diner, LLC dba Stewart's Diner","Stewart's Diner, LLC dba Stewart's Diner","3403 N Claiborne Ave",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9719546","-90.0386825"
"POINT (-90.065915611041 29.958202015443)","927","Pat O's Inc dba Pat O's","Pat O's Inc dba Pat O's","624 Bourbon St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9581966","-90.06591"
"POINT (-90.041412404474 29.966843817933)","629","Schnoebelen Ian","Rosalita's LLC dba Rosalita's Backyard Tacos","3304 St Claude Ave",,"New Orleans","LA","70117","1105 - Full Service Restaurants (table service available)","29.9668384","-90.0414068"
"POINT (-90.067190410728 29.946824512891)","1298","Isenberg Walter","Sage Client 243 LLC dba Cabria Hotel New Orleans Downtown Warehouse District","632 Tchoupitoulas St",,"New Orleans","LA","70130","4701 - Hotels (except Casino Hotels) & Motels","29.9468191","-90.0671848"
"POINT (-90.065459110115 29.947705012504)","388","JCC Fulton Development LLC dba Manning's Restaurant","JCC Fulton Development LLC dba Manning's Restaurant","519 Fulton St",,"New Orleans","LA","70130","2065 - Caterers","29.9476996","-90.0654535"
"POINT (-90.074164511837 29.931233708656)","53","Ajs Partners LLC dba Garden District Pub","Ajs Partners LLC dba Garden District Pub","1916 Magazine St",,"New Orleans","LA","70130","1126 - Drinking Places (Alcoholic Beverages)","29.9312283","-90.0741589"
"POINT (-90.099615818461 29.920821805468)","823","Neikirk Ted","Theo's Pizza LLc dba Theo's Pizza","4218 Magazine St",,"New Orleans","LA","70115","1105 - Full Service Restaurants (table service available)","29.9208164","-90.0996102"
