"nopd_item","type","typetext","priority","mapx","mapy","timecreate","timedispatch","timearrive","timeclosed","disposition","dispositiontext","block_address","zip","policedistrict","location"
"A0033011","107","SUSPICIOUS PERSON","2A","3677159.00000000","537514.00000000","2011-01-01T02:09:08.000","2011-01-01T02:12:07.000","2011-01-01T02:15:30.000","2011-01-01T02:17:16.000","UNF","UNFOUNDED","N Broad St & Dumaine St","70119","1","(29.972108241765, -90.081570879501)"
"A0033111","18","TRAFFIC  INCIDENT","1H","3668427.00000000","526200.00000000","2011-01-01T02:12:20.000","2011-01-01T02:12:22.000","2011-01-01T02:12:25.000","2011-01-01T03:39:11.000","NAT","NECESSARY ACTION TAKEN","S Claiborne Ave & Jefferson Ave","70125","2","(29.94125786832, -90.109529698812)"
"A0033211","62A","BURGLAR ALARM, SILEN","2C","3677629.00000000","519917.00000000","2011-01-01T02:12:24.000","2011-01-01T02:13:25.000","2011-01-01T02:17:02.000","2011-01-01T02:30:26.000","NAT","NECESSARY ACTION TAKEN","008XX Washington Ave","70115","6","(29.923708226117, -90.080694081705)"
"A0033311","17F","FUGITIVE ATTTACHMENT","1G","3700044.00000000","520117.00000000","2011-01-01T02:12:41.000",,,"2011-01-01T02:12:42.000","RTF","REPORT TO FOLLOW","031XX Rue Parc Fontaine","70131","4","(29.923565342822, -90.009931282326)"
"A0033411","17F","FUGITIVE ATTTACHMENT","1G","3700044.00000000","520117.00000000","2011-01-01T02:12:41.000",,,"2011-01-01T02:12:42.000","RTF","REPORT TO FOLLOW","031XX Rue Parc Fontaine","70131","4","(29.923565342822, -90.009931282326)"
"A0033511","17F","FUGITIVE ATTTACHMENT","1G","3700044.00000000","520117.00000000","2011-01-01T02:12:41.000",,,"2011-01-01T02:12:43.000","RTF","REPORT TO FOLLOW","031XX Rue Parc Fontaine","70131","4","(29.923565342822, -90.009931282326)"
"A0033611","17F","FUGITIVE ATTTACHMENT","1G","3700044.00000000","520117.00000000","2011-01-01T02:12:41.000",,,"2011-01-01T02:12:43.000","RTF","REPORT TO FOLLOW","031XX Rue Parc Fontaine","70131","4","(29.923565342822, -90.009931282326)"
"A0033711","21","COMPLAINT OTHER","1A","3680740.00000000","532469.00000000","2011-01-01T02:10:56.000","2011-01-01T02:16:58.000","2011-01-01T02:17:01.000","2011-01-01T03:19:32.000","NAT","NECESSARY ACTION TAKEN","Conti St & N Rampart St","70112","8","(29.958128164666, -90.070437099507)"
"A0033811","21","COMPLAINT OTHER","2H","3678485.00000000","545057.00000000","2011-01-01T02:12:26.000","2011-01-01T02:14:40.000",,"2011-01-01T02:31:07.000","GOA","GONE ON ARRIVAL","I-610 E & St Bernard Ave","70122","3","(29.992808975244, -90.07712198449)"
"A0033911","94","DISCHARGING FIREARMS","2B","3681478.00000000","535702.00000000","2011-01-01T02:12:46.000","2011-01-01T02:14:14.000","2011-01-01T02:15:18.000","2011-01-01T02:16:25.000","UNF","UNFOUNDED","Gov Nicholls St & N Villere St","70116","1","(29.966995423498, -90.067993965444)"
"A0034011","21","COMPLAINT OTHER","1H","3680929.00000000","530923.00000000","2011-01-01T02:14:21.000","2011-01-01T02:14:24.000",,"2011-01-01T02:26:31.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Canal St","70112","8","(29.953871459336, -90.069894118804)"
"A0034111","24","AMBULANCE REQUEST","2H","3671095.00000000","518048.00000000","2011-01-01T02:13:53.000","2011-01-01T02:16:52.000","2011-01-01T02:22:21.000","2011-01-01T02:48:43.000","NAT","NECESSARY ACTION TAKEN","Laurel St & Napoleon Ave","70115","2","(29.918763862753, -90.101383012594)"
"A0034211","103D","DOMESTIC DISTURBANCE","2B","3704109.00000000","556052.00000000","2011-01-01T02:13:31.000","2011-01-01T02:17:01.000","2011-01-01T02:17:08.000","2011-01-01T02:37:35.000","DUP","DUPLICATE","049XX Francisco Verrett Dr","70126","7","(30.022243732393, -89.995775559375)"
"A0034311","18","TRAFFIC  INCIDENT","1H","3699104.00000000","519076.00000000","2011-01-01T02:15:37.000","2011-01-01T02:15:40.000","2011-01-01T03:10:27.000","2011-01-01T04:13:37.000","NAT","NECESSARY ACTION TAKEN","042XX Gen De Gaulle Dr","70131","4","(29.920732767358, -90.012936362543)"
"A0034411","24","AMBULANCE REQUEST","2B","3689811.00000000","534206.00000000","2011-01-01T02:13:46.000","2011-01-01T02:18:10.000","2011-01-01T02:20:40.000","2011-01-01T02:58:17.000","NAT","NECESSARY ACTION TAKEN","Desire St & Royal St","70117","5","(29.962626290913, -90.041731658435)"
"A0034511","18","TRAFFIC  INCIDENT","1H","3681314.00000000","536499.00000000","2011-01-01T02:16:32.000","2011-01-01T02:16:36.000","2011-01-01T02:16:41.000","2011-01-01T02:22:14.000","NAT","NECESSARY ACTION TAKEN","N Claiborne Ave & Esplanade Ave","70116","1","(29.969191878178, -90.06848409433)"
"A0034611","94","DISCHARGING FIREARMS","2B","3683379.00000000","555683.00000000","2011-01-01T02:16:55.000","2011-01-01T02:21:22.000","2011-01-01T02:25:52.000","2011-01-01T02:39:06.000","GOA","GONE ON ARRIVAL","Elysian Fields Ave & Robert E Le","70122","3","(30.021878194757, -90.061290109439)"
"A0034711","103F","FIGHT","2B","3684442.00000000","535515.00000000","2011-01-01T02:15:09.000","2011-01-01T02:20:12.000",,"2011-01-01T02:28:30.000","GOA","GONE ON ARRIVAL","020XX Burgundy St","70116","8","(29.966390905888, -90.05864022662)"
"A0034811","103F","FIGHT","2B","3681318.00000000","532025.00000000","2011-01-01T02:18:32.000","2011-01-01T02:18:36.000","2011-01-01T02:18:39.000","2011-01-01T05:45:28.000","NAT","NECESSARY ACTION TAKEN","Conti St & Dauphine St","70112","8","(29.956889786205, -90.068627411369)"
"A0034911","21","COMPLAINT OTHER","1H","3677734.00000000","536603.00000000","2011-01-01T02:19:06.000","2011-01-01T02:19:14.000",,"2011-01-01T02:46:19.000","NAT","NECESSARY ACTION TAKEN","N Rocheblave St & St Ann St","70119","1","(29.969586018669, -90.079786408745)"
"A0035011","21L","LOST OR STOLEN","0A","3681624.00000000","531805.00000000","2011-01-01T02:19:41.000","2011-01-01T02:19:44.000","2011-01-01T02:19:49.000","2011-01-01T03:40:49.000","RTF","REPORT TO FOLLOW","004XX Bourbon St","70112","8","(29.956275570569, -90.067668834132)"
"A0035111","20","AUTO ACCIDENT","2C","3680257.00000000","527469.00000000","2011-01-01T02:19:52.000","2011-01-01T02:33:40.000","2011-01-01T02:36:57.000","2011-01-01T03:14:55.000","RTF","REPORT TO FOLLOW","St Charles Ave & St Joseph St","70130","8","(29.944394475612, -90.072136060588)"
"A0035211","21","COMPLAINT OTHER","1H","3681771.00000000","539466.00000000","2011-01-01T02:20:01.000","2011-01-01T02:20:08.000","2011-01-01T02:26:36.000","2011-01-01T04:40:41.000","NAT","NECESSARY ACTION TAKEN","A P Tureaud Ave & Aubry St","70116","5","(29.977336221891, -90.066937297631)"
"A0035311","107","SUSPICIOUS PERSON","2B","3709627.00000000","517923.00000000","2011-01-01T02:21:27.000","2011-01-01T02:21:29.000","2011-01-01T02:21:32.000","2011-01-01T02:35:46.000","NAT","NECESSARY ACTION TAKEN","Berkley Dr & Pittari Pl","70131","4","(29.917224800368, -89.979763397835)"
"A0035411","21","COMPLAINT OTHER","1C","3668425.00000000","529975.00000000","2011-01-01T02:21:25.000","2011-01-01T03:01:42.000","2011-01-01T03:10:25.000","2011-01-01T03:12:50.000","NAT","NECESSARY ACTION TAKEN","040XX Vincennes Pl","70125","2","(29.951637950589, -90.109408707298)"
"A0035511","21","COMPLAINT OTHER","1H","3681602.00000000","531810.00000000","2011-01-01T02:22:29.000","2011-01-01T02:22:32.000",,"2011-01-01T05:21:40.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Conti St","70112","8","(29.956289987038, -90.067738128318)"
"A0035611","21","COMPLAINT OTHER","1H","3682065.00000000","533021.00000000","2011-01-01T02:21:33.000","2011-01-01T03:09:05.000",,"2011-01-01T03:34:30.000","UNF","UNFOUNDED","009XX Orleans Ave","70116","8","(29.959605755101, -90.06623384468)"
"A0035711","107","SUSPICIOUS PERSON","2B","3681602.00000000","531810.00000000","2011-01-01T02:23:11.000","2011-01-01T02:23:13.000",,"2011-01-01T02:49:54.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Conti St","70112","8","(29.956289987038, -90.067738128318)"
"A0035811","21","COMPLAINT OTHER","1H","3682032.00000000","532376.00000000","2011-01-01T02:23:24.000","2011-01-01T02:23:27.000",,"2011-01-01T02:23:44.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Toulouse St","70112","8","(29.957833228267, -90.066360571767)"
"A0035911","107","SUSPICIOUS PERSON","2A","3688845.00000000","530729.00000000","2011-01-01T02:23:35.000","2011-01-01T02:23:41.000","2011-01-01T02:27:24.000","2011-01-01T02:42:04.000","NAT","NECESSARY ACTION TAKEN","Atlantic Ave & Pelican Ave","70114","4","(29.953095649875, -90.044905609716)"
"A0036011","21","COMPLAINT OTHER","1H","3674040.00000000","539425.00000000","2011-01-01T02:23:58.000","2011-01-01T02:24:03.000","2011-01-01T02:24:50.000","2011-01-01T02:26:19.000","NAT","NECESSARY ACTION TAKEN","Elaine Pl & Wilson Dr","70119","1","(29.977456162183, -90.091355797136)"
"A0036111","62C","THEFT FROM INTERIOR","1A","3682302.00000000","537266.00000000","2011-01-01T02:23:22.000","2011-01-01T04:37:57.000","2011-01-01T04:47:29.000","2011-01-01T04:50:39.000","GOA","GONE ON ARRIVAL","015XX N Robertson St","70116","1","(29.971270838027, -90.065337116111)"
"A0036211","103","DISTURBANCE (OTHER)","1C","3684466.00000000","544060.00000000","2011-01-01T02:25:54.000","2011-01-01T02:25:57.000","2011-01-01T02:26:19.000","2011-01-01T04:13:01.000","NAT","NECESSARY ACTION TAKEN","031XX Elysian Fields Ave","70122","3","(29.989885926836, -90.058264151629)"
"A0036311","35D","SIMPLE BATTERY DOMES","2B","3680929.00000000","530923.00000000","2011-01-01T02:26:17.000","2011-01-01T02:26:20.000","2011-01-01T03:00:01.000","2011-01-01T03:21:02.000","RTF","REPORT TO FOLLOW","Bourbon St & Canal St","70112","8","(29.953871459336, -90.069894118804)"
"A0036411","20","AUTO ACCIDENT","1C","3687121.00000000","525211.00000000","2011-01-01T02:24:47.000","2011-01-01T02:49:23.000",,"2011-01-01T02:50:36.000","RTF","REPORT TO FOLLOW","Mardi Gras Blvd & Nunez St","70114","4","(29.937976216808, -90.050544295296)"
"A0036511","21","COMPLAINT OTHER","1H","3682799.00000000","534573.00000000","2011-01-01T02:28:39.000","2011-01-01T02:29:27.000","2011-01-01T02:30:53.000","2011-01-01T02:39:36.000","NAT","NECESSARY ACTION TAKEN","Burgundy St & Gov Nicholls St","70116","8","(29.963850884689, -90.063861747698)"
"A0036711","21L","LOST OR STOLEN","0A","3681838.00000000","532083.00000000","2011-01-01T02:30:28.000","2011-01-01T02:30:31.000","2011-01-01T02:30:34.000","2011-01-01T02:42:13.000","RTF","REPORT TO FOLLOW","005XX Bourbon St","70112","8","(29.957033474755, -90.066983392922)"
"A0036911","107","SUSPICIOUS PERSON","2B","3686673.00000000","526386.00000000","2011-01-01T02:35:56.000","2011-01-01T02:35:59.000","2011-01-01T02:36:02.000","2011-01-01T03:02:42.000","NAT","NECESSARY ACTION TAKEN","Socrates St & Teche St","70114","4","(29.94122085349, -90.051917181554)"
"A0037011","21","COMPLAINT OTHER","1H","3681838.00000000","532083.00000000","2011-01-01T02:36:26.000","2011-01-01T02:36:28.000","2011-01-01T02:36:32.000","2011-01-01T04:06:06.000","RTF","REPORT TO FOLLOW","005XX Bourbon St","70112","8","(29.957033474755, -90.066983392922)"
"A0037111","20","AUTO ACCIDENT","2C","3666925.00000000","540636.00000000","2011-01-01T02:36:01.000","2011-01-01T02:38:13.000","2011-01-01T02:46:09.000","2011-01-01T03:40:56.000","RTF","REPORT TO FOLLOW","I-10 E & Metairie Rd","70118","3","(29.980996138617, -90.113786724565)"
"A0037211","21","COMPLAINT OTHER","1H","37369000","3513814","2011-01-01T02:36:52.000","2011-01-01T02:36:52.000","2011-01-01T02:36:52.000","2011-01-01T03:00:03.000","NAT","NECESSARY ACTION TAKEN","011XX St Charles Ave",,"0","(9.235500543E-7, -0.0000022929847665)"
"A0037311","103D","DOMESTIC DISTURBANCE","2B","3690816.00000000","539654.00000000","2011-01-01T02:35:03.000","2011-01-01T02:38:34.000","2011-01-01T02:41:12.000","2011-01-01T04:17:26.000","RTF","REPORT TO FOLLOW","021XX Piety St","70117","5","(29.977575182008, -90.038363583866)"
"A0037411","103","DISTURBANCE (OTHER)","1C","3673653.00000000","538644.00000000","2011-01-01T02:36:08.000","2011-01-01T02:40:41.000","2011-01-01T02:50:28.000","2011-01-01T03:13:50.000","NAT","NECESSARY ACTION TAKEN","036XX Toulouse St","70119","1","(29.975320206621, -90.092604784063)"
"A0037511","18","TRAFFIC  INCIDENT","1H","3680965.00000000","532739.00000000","2011-01-01T02:37:29.000","2011-01-01T02:37:33.000","2011-01-01T02:38:49.000","2011-01-01T02:47:35.000","NAT","NECESSARY ACTION TAKEN","005XX N Rampart St","70112","8","(29.958863752248, -90.069717209983)"
"A0037611","94F","FIREWORKS","1H","3673351.00000000","534578.00000000","2011-01-01T02:38:02.000","2011-01-01T02:43:52.000","2011-01-01T02:44:30.000","2011-01-01T02:50:08.000","UNF","UNFOUNDED","030XX Baudin St","70119","1","(29.964149068599, -90.09369750942)"
"A0037711","21","COMPLAINT OTHER","1H","3680929.00000000","530923.00000000","2011-01-01T02:38:41.000","2011-01-01T02:38:43.000","2011-01-01T02:38:46.000","2011-01-01T02:52:54.000","NAT","NECESSARY ACTION TAKEN","Bourbon St & Canal St","70112","8","(29.953871459336, -90.069894118804)"
"A0037811","99","RECKLESS DRIVING","2D","3700963.00000000","552101.00000000","2011-01-01T02:38:31.000","2011-01-01T02:40:17.000","2011-01-01T02:49:32.000","2011-01-01T02:56:04.000","GOA","GONE ON ARRIVAL","Chantilly Dr & Chef Menteur Hwy","70126","7","(30.01148058886, -90.005860706878)"
"A0037911","20I","AUTO ACCIDENT WITH I","2B","3665978.00000000","544658.00000000","2011-01-01T02:36:07.000",,,"2011-01-01T02:45:44.000","DUP","DUPLICATE","I-10 E & Pontchartrain Blvd","70124","3","(29.992082956802, -90.116642897944)"
"A0038011","24","AMBULANCE REQUEST","2B","3677468.00000000","554176.00000000","2011-01-01T02:39:16.000","2011-01-01T02:46:34.000","2011-01-01T02:52:54.000","2011-01-01T02:59:58.000","NAT","NECESSARY ACTION TAKEN","Burbank Dr & Cartier Ave","70122","3","(30.017913598026, -90.080019436321)"
"A0038111","18","TRAFFIC  INCIDENT","1H","3679898.00000000","534633.00000000","2011-01-01T02:41:42.000","2011-01-01T02:41:46.000","2011-01-01T02:42:14.000","2011-01-01T02:45:18.000","NAT","NECESSARY ACTION TAKEN","N Claiborne Ave & Orleans Ave","70116","1","(29.964103919532, -90.0730207421)"
"A0038211","20","AUTO ACCIDENT","2C","3666968.00000000","540648.00000000","2011-01-01T02:41:05.000",,,"2011-01-01T02:46:06.000","DUP","DUPLICATE","I-10 W & Metairie Rd","70118","3","(29.981027876094, -90.113650507411)"
"A0038311","103","DISTURBANCE (OTHER)","1C","3681318.00000000","532025.00000000","2011-01-01T02:43:34.000","2011-01-01T02:43:39.000",,"2011-01-01T02:43:58.000","NAT","NECESSARY ACTION TAKEN","Conti St & Dauphine St","70112","8","(29.956889786205, -90.068627411369)"
"A0038411","98","DRIVING WHILE UNDER","1D","3705400.00000000","514865.00000000","2011-01-01T02:44:50.000","2011-01-01T02:44:53.000","2011-01-01T02:51:23.000","2011-01-01T03:06:20.000","GOA","GONE ON ARRIVAL","Gen De Gaulle Dr & LA 407","70131","4","(29.908952975784, -89.993218404741)"
"A0038511","21","COMPLAINT OTHER","1H","3681815.00000000","532087.00000000","2011-01-01T02:45:13.000","2011-01-01T02:45:15.000",,"2011-01-01T04:39:21.000","RTF","REPORT TO FOLLOW","Bourbon St & St Louis St","70112","8","(29.95704517231, -90.067055880118)"
"A0038611","24","AMBULANCE REQUEST","2B","3674641.00000000","534100.00000000","2011-01-01T02:44:42.000","2011-01-01T02:46:26.000","2011-01-01T02:51:47.000","2011-01-01T03:11:30.000","NAT","NECESSARY ACTION TAKEN","Banks St & S Broad St","70119","1","(29.962796292223, -90.089640179015)"
"A0038711","21","COMPLAINT OTHER","1H","3682132.00000000","526575.00000000","2011-01-01T02:46:07.000","2011-01-01T02:46:11.000","2011-01-01T03:07:30.000","2011-01-01T05:45:11.000","NAT","NECESSARY ACTION TAKEN","003XX Andrew Higgins Blvd","70130","8","(29.941879395216, -90.066247362405)"
"A0038811","21","COMPLAINT OTHER","1H","3680592.00000000","531669.00000000","2011-01-01T02:44:08.000",,,"2011-01-01T04:23:54.000","VOI","VOID","Burgundy St & Iberville St","70112","8","(29.955932920193, -90.070932273881)"
"A0038911","52","SIMPLE ARSON","1D","3675107.00000000","523729.00000000","2011-01-01T02:44:10.000","2011-01-01T02:47:50.000","2011-01-01T03:09:28.000","2011-01-01T05:11:38.000","RTF","REPORT TO FOLLOW","020XX Washington Ave","70115","6","(29.934265560712, -90.088524399299)"
"A0039011","24","AMBULANCE REQUEST","2B","3684706.00000000","534833.00000000","2011-01-01T02:46:48.000","2011-01-01T02:48:57.000","2011-01-01T02:57:50.000","2011-01-01T03:52:37.000","NAT","NECESSARY ACTION TAKEN","Frenchmen St & Royal St","70116","8","(29.964507563569, -90.057830494665)"
"A0039111","35","SIMPLE BATTERY","1D","3681153.00000000","526196.00000000","2011-01-01T02:46:29.000","2011-01-01T03:03:47.000","2011-01-01T03:09:41.000","2011-01-01T03:48:33.000","RTF","REPORT TO FOLLOW","010XX John Churchill Chase","70130","8","(29.940867002958, -90.069351467869)"
"A0039211","103","DISTURBANCE (OTHER)","1C","3681403.00000000","531510.00000000","2011-01-01T02:50:10.000","2011-01-01T02:50:14.000","2011-01-01T02:50:19.000","2011-01-01T04:02:00.000","NAT","NECESSARY ACTION TAKEN","003XX Bourbon St","70112","8","(29.955471130984, -90.068376961)"
"A0039311","21","COMPLAINT OTHER","1H","3680680.00000000","522364.00000000","2011-01-01T02:50:14.000","2011-01-01T02:50:18.000",,"2011-01-01T02:50:36.000","NAT","NECESSARY ACTION TAKEN","Annunciation St & Felicity St","70130","6","(29.930344609569, -90.070978097152)"
"A0039411","17F","FUGITIVE ATTTACHMENT","1G","3680680.00000000","522364.00000000","2011-01-01T02:50:59.000","2011-01-01T02:51:02.000","2011-01-01T02:51:17.000","2011-01-01T04:11:59.000","RTF","REPORT TO FOLLOW","Annunciation St & Felicity St","70130","6","(29.930344609569, -90.070978097152)"
"A0039511","103","DISTURBANCE (OTHER)","1C","3673653.00000000","538644.00000000","2011-01-01T02:50:41.000","2011-01-01T03:29:38.000","2011-01-01T03:29:44.000","2011-01-01T03:52:49.000","NAT","NECESSARY ACTION TAKEN","036XX Toulouse St","70119","1","(29.975320206621, -90.092604784063)"
"A0039611","35D","SIMPLE BATTERY DOMES","1B","3686372.00000000","534991.00000000","2011-01-01T02:50:04.000","2011-01-01T03:12:40.000","2011-01-01T03:33:12.000","2011-01-01T05:33:07.000","RTF","REPORT TO FOLLOW","024XX Royal St","70117","8","(29.96489091058, -90.052563825945)"
"A0039711","21","COMPLAINT OTHER","1H","3681743.00000000","527450.00000000","2011-01-01T02:51:25.000","2011-01-01T04:24:22.000",,"2011-01-01T04:47:19.000","NAT","NECESSARY ACTION TAKEN","008XX Tchoupitoulas St","70130","8","(29.944297174721, -90.067444995946)"
"A0039811","107","SUSPICIOUS PERSON","2B","3709049.00000000","517969.00000000","2011-01-01T02:53:23.000","2011-01-01T02:53:25.000","2011-01-01T02:53:29.000","2011-01-01T03:24:40.000","NAT","NECESSARY ACTION TAKEN","Berkley Dr & Mansfield Ave","70131","4","(29.917370046006, -89.981586084102)"
"A0039911","35D","SIMPLE BATTERY DOMES","2B","3669157.00000000","539899.00000000","2011-01-01T02:52:42.000","2011-01-01T02:54:03.000","2011-01-01T03:03:49.000","2011-01-01T04:04:32.000","RTF","REPORT TO FOLLOW","047XX Canal St","70119","3","(29.978904129219, -90.106761967557)"
"A0040011","62A","BURGLAR ALARM, SILEN","2C","3688799.00000000","548765.00000000","2011-01-01T02:53:17.000","2011-01-01T02:54:57.000","2011-01-01T03:00:12.000","2011-01-01T03:07:09.000","NAT","NECESSARY ACTION TAKEN","039XX Old Gentilly Rd","70126","3","(30.002689684974, -90.04441024563)"
"A0040111","21","COMPLAINT OTHER","1H","3681815.00000000","532087.00000000","2011-01-01T02:54:51.000","2011-01-01T02:54:55.000","2011-01-01T02:54:59.000","2011-01-01T04:40:00.000","RTF","REPORT TO FOLLOW","Bourbon St & St Louis St","70112","8","(29.95704517231, -90.067055880118)"
"A0040211","52F","FIRE","2A","3683555.00000000","549159.00000000","2011-01-01T02:54:37.000","2011-01-01T02:57:21.000","2011-01-01T03:04:26.000","2011-01-01T03:20:31.000","NAT","NECESSARY ACTION TAKEN","Frenchmen St & Lombard St","70122","3","(30.003934197303, -90.060962900358)"
