"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2369037","The Home Depot","Home Decorators Collection","60"" Kayden","52060","","82392520601","Indoor Ceiling Fan","Standard Fan with Light Kit","60","274","2","28.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1690","21",,,"0.91","2700K,4000/4100K,3000K,3500K,5000K","81","54,000","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-10-23T00:00:00.000","United States, Canada","ES_31912_52060_11042020062510_1110654","Yes"
"2369036","The Home Depot","Home Decorators Collection","60"" Kayden","60-KEST","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","274","2","28.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1690","21",,,"0.91","2700K,4000/4100K,3000K,3500K,5000K","81","54,000","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-10-23T00:00:00.000","United States, Canada","ES_31912_60-KEST_11042020062338_1018674","Yes"
"2359693","The Home Depot","Home Decorators Collection","60"" Kestrel","60-KEST","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","274","2","28.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1690","21",,,"0.91","2700K,4000/4100K,3000K,3500K,5000K","81","54,000","","","Yes","","","No","","","2020-11-30T00:00:00.000","2020-05-12T00:00:00.000","United States, Canada","ES_31912_60-KEST_05142020051917_3557887","Yes"
"2362191","The Home Depot","Home Decorators Collection","64"" Ceiling fan","YG493D","64"" Ceiling fan,YG493D-*** (""*"" can be any length of characters or blank),""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","64","265","6.2","34.9","0.7","None","3","No",,"","Fujian Lightning Optoelectronic Co., Ltd.","","","1600","21",,,"0.96","3000K","92","54,000","","","Yes","","","No","","","2020-06-29T00:00:00.000","2020-06-28T00:00:00.000","United States, Canada","ES_31912_YG493D_06292020063417_2457020","No"
"2313943","The Home Depot","Home Decorators Collection","68 Altura","68-ATRDC","68 Altura,1001784405,; 68 Altura,1001784407,; 68 Altura,1001784408,; 68 Altura,1001784409,; 68 Altura,1001784410,; 68 Altura,68681,; 68 Altura,68682,; 68 Altura,68683,; 68 Altura,68684,; 68 Altura,68685,","","Indoor Ceiling Fan","Standard Fan Only","68","345","2.6","31.2","0.7","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-03-20T00:00:00.000","2018-03-26T00:00:00.000","United States","ES_31912_68-ATRDC_05052016083035_7035919","Yes"
"2364959","The Home Depot","Home Decorators Collection","68"" Altura DC","68-ATRDC","","","Indoor Ceiling Fan","Standard Fan Only","68","407","2.4","37.1","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-03-01T00:00:00.000","2020-10-23T00:00:00.000","United States, Canada","ES_31912_68-ATRDC_08252020072414_0254482","Yes"
"2368780","The Home Depot","Home Decorators Collection","68"" Altura DC","99981","","82392999810","Indoor Ceiling Fan","Standard Fan Only","68","407","2.4","37.1","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-03-01T00:00:00.000","2020-10-23T00:00:00.000","United States, Canada","ES_31912_99981_10282020080434_2274500","Yes"
"2368917","The Home Depot","Home Decorators Collection","68"" Altura DC","99982","","82392999827","Indoor Ceiling Fan","Standard Fan Only","68","407","2.4","37.1","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-03-01T00:00:00.000","2020-10-23T00:00:00.000","United States, Canada","ES_31912_99982_10282020082058_3258591","Yes"
"2368781","The Home Depot","Home Decorators Collection","68"" Altura DC","99983","","82392999834","Indoor Ceiling Fan","Standard Fan Only","68","407","2.4","37.1","0.4","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-03-01T00:00:00.000","2020-10-23T00:00:00.000","United States, Canada","ES_31912_99983_10282020083311_3991163","Yes"
"2368884","The Home Depot","Home Decorators Collection","68"" Windward","37868","","82392378684","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_37868_10292020031908_1548546","Yes"
"2368916","The Home Depot","Home Decorators Collection","68"" Windward","68000","","82392680008","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_68000_10292020031644_1404045","Yes"
"2368882","The Home Depot","Home Decorators Collection","68"" Windward","68002","","82392680022","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_68002_10292020031714_1434759","Yes"
"2368883","The Home Depot","Home Decorators Collection","68"" Windward","68004","","82392680046","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_68004_10292020031746_1466540","Yes"
"2368915","The Home Depot","Home Decorators Collection","68"" Windward","68009","","82392680091","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_68009_10292020031835_1515607","Yes"
"2349852","The Home Depot","Home Decorators Collection","68"" Windward","68-WWD","","","Indoor Ceiling Fan","Standard Fan with Light Kit","68","369","3.4","36.4","0.4","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1700","20",,,"0.88","2700K,3000K,5000K","82","54,000","","","Yes","","","No","","","2020-05-01T00:00:00.000","2020-10-29T00:00:00.000","United States, Canada","ES_31912_68-WWD_11182019014552_1552277","Yes"
"2371731","Royal Pacific Ltd.","RP Lighting & Fans","Aldea III","1046",",,1046 may be followed by one to twenty-six","","Indoor Ceiling Fan","Standard Fan Only","52","131","10.6","50.2","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-28T00:00:00.000","United States","ES_1023643_1046_122020201706875_9739782","No"
"2371638","Royal Pacific Ltd.","RP Lighting & Fans","Aldea III","1046LED",",,1046LED may be followed by one to twenty-six","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","131","10.7","50.2","0","None","3","No",,"","Cree, Inc.","","","1300","16",,,"0.99","3000K","94","54,000","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-22T00:00:00.000","United States","ES_1023643_1046LED_122120200204862_7602130","No"
"2371732","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IV","1047",",,1047 may be followed by one to twenty-six","","Indoor Ceiling Fan","Standard Fan Only","52","129","10.4","50.5","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-28T00:00:00.000","United States","ES_1023643_1047_12202020170338_7523521","No"
"2371639","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IV","1047LED",",,1047LED may be followed by one to twenty-six","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","131","10.7","50.2","0","None","3","No",,"","Cree, Inc.","","","1300","16",,,"0.99","3000K","94","54,000","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-22T00:00:00.000","United States","ES_1023643_1047LED_122120200204496_9600126","No"
"2398057","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IV","1047LED","Aldea IV,1047LED-***-***-NP-#K,Model with suffix (*) or (#), each (*) to represent a letter or blank, and each (#) to represent a number.","723554203634;723554204402;723554204419;723554204426;723554204433","Indoor Ceiling Fan","Standard Fan with Light Kit","52","110","9.3","49.8","0","None","3","No",,"","Cree, Inc.","","","1300","16",,,"0.99","4000/4100K,3000K,5000K","94","54,000","","","Yes","","","No","","","2022-07-15T00:00:00.000","2022-06-21T00:00:00.000","United States","ES_1023643_1047LED(%)_062020221044639_1055694","No"
"2371584","Royal Pacific Ltd.","RP Lighting & Fans","Aldea IX","1069",",,1069 may be followed by one to twenty-six","","Outdoor Ceiling Fan","Standard Fan Only","52","121","10.5","50.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-24T00:00:00.000","United States","ES_1023643_1069_12232020203838_5035274","No"
"2371733","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VI","1048",",,1048 may be followed by one to twenty-six","","Indoor Ceiling Fan","Standard Fan Only","52","129","10.6","51","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-28T00:00:00.000","United States","ES_1023643_1048_122020201703814_1259049","No"
"2371640","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VI","1048LED",",,1048LED may be followed by one to twenty-six","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","124","10.6","51","0","None","3","No",,"","Cree, Inc.","","","1300","16",,,"0.99","3000K","94","54,000","","","Yes","","","No","","","2020-12-01T00:00:00.000","2020-12-22T00:00:00.000","United States","ES_1023643_1048LED_122120200204922_8015409","No"
"2376724","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VII","1067",",,1067 may be followed by one to twenty-six","","Outdoor Ceiling Fan","Standard Fan Only","52","125","10.4","45.4","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-04-01T00:00:00.000","2021-04-21T00:00:00.000","United States","ES_1023643_1067_042020212138134_5467584","No"
"2376722","Royal Pacific Ltd.","RP Lighting & Fans","Aldea VIII","1068",",,1068 may be followed by one to twenty-six","","Outdoor Ceiling Fan","Standard Fan Only","52","119","10.3","45.3","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-04-01T00:00:00.000","2021-04-21T00:00:00.000","United States","ES_1023643_1068_042020212124348_1392483","No"
"2347744","Royal Pacific Ltd.","RP Lighting & Fans","Arctic II","1070W","","","Outdoor Ceiling Fan","Standard Fan Only","70","299.3","6.5","39.9","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-09-30T00:00:00.000","2019-09-20T00:00:00.000","United States","ES_1023643_1070W_09232019061157_9117249","No"
"2347745","Royal Pacific Ltd.","RP Lighting & Fans","Arctic II","1080W","","","Outdoor Ceiling Fan","Standard Fan Only","80","295","9.9","46.9","0.5","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-09-30T00:00:00.000","2019-09-20T00:00:00.000","United States","ES_1023643_1080W_09232019063814_0694451","No"
"2364411","Royal Pacific Ltd.","RP Lighting & Fans","Ceiling Fan","1043LED","Ceiling Fan,1043LED*,1043LED* (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","135","10.1","49","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2020-08-19T00:00:00.000","2020-08-24T00:00:00.000","United States, Canada","ES_1023643_1043LED_08112020071224_9944844","No"
"2364412","Royal Pacific Ltd.","RP Lighting & Fans","Ceiling Fan","1044LED","Ceiling Fan,1044LED*,1044LED* (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","134","10.2","49.2","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2020-08-19T00:00:00.000","2020-08-25T00:00:00.000","United States, Canada","ES_1023643_1044LED_08112020072331_0611657","No"
"2364413","Royal Pacific Ltd.","RP Lighting & Fans","Ceiling Fan","1045LED","Ceiling Fan,1045LED*,1045LED* (""*"" can be any length of characters or blank)","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","126","10.6","50.2","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2020-08-19T00:00:00.000","2020-08-24T00:00:00.000","United States, Canada","ES_1023643_1045LED_08112020073431_1271853","No"
"2348396","Royal Pacific Ltd.","RP Lighting & Fans","Contempo III","1097LED-**","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","230","3.7","31.6","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2019-11-29T00:00:00.000","2019-10-13T00:00:00.000","United States","ES_1023643_1097LED-**_10142019033956_4396435","Yes"
"2348429","Royal Pacific Ltd.","RP Lighting & Fans","Contempo III","1097LED-**-WC","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","228","4.1","30.8","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2019-11-29T00:00:00.000","2019-10-14T00:00:00.000","United States","ES_1023643_1097LED-**-WC_10152019055613_8973876","Yes"
"2352744","Royal Pacific Ltd.","RP Lighting & Fans","Desert Moon","1032**-** (optional suffix ""**-**"", ""**"" or ""-**"", where each ""*"" may be any number(s), alphabet(s) or blank)","","","Indoor Ceiling Fan","Standard Fan Only","52","118","10.7","49.8","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-01-25T00:00:00.000","2020-01-02T00:00:00.000","United States","ES_1023643_1032**-**_01092020033828_1108704","No"
"2345985","Royal Pacific Ltd.","RP Lighting & Fans","Desert Sun","1055","","","Indoor Ceiling Fan","Hugger Fan Only","52","268.3","3.1","19.4","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-09-05T00:00:00.000","2019-09-04T00:00:00.000","United States","ES_1023643_1055_09052019025754_2274844","Yes"
"2345986","Royal Pacific Ltd.","RP Lighting & Fans","Desert Sun","1055","","","Indoor Ceiling Fan","Standard Fan Only","52","344.9","3","18.8","0","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-09-05T00:00:00.000","2019-09-04T00:00:00.000","United States","ES_1023643_1055_09052019025653_2213884","Yes"
"2345987","Royal Pacific Ltd.","RP Lighting & Fans","Desert Sun","1055-WC","","","Indoor Ceiling Fan","Hugger Fan Only","52","205.3","3.8","17.7","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-09-05T00:00:00.000","2019-09-04T00:00:00.000","United States","ES_1023643_1055-WC_09052019031353_3233154","No"
"2345988","Royal Pacific Ltd.","RP Lighting & Fans","Desert Sun","1055-WC","","","Indoor Ceiling Fan","Standard Fan Only","52","285.2","3.8","16.7","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-09-05T00:00:00.000","2019-09-04T00:00:00.000","United States","ES_1023643_1055-WC_09052019031339_3219067","Yes"
"2348943","Royal Pacific Ltd.","RP Lighting & Fans","Europa III","1009LED-**","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","222","4.9","31.3","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2019-11-30T00:00:00.000","2019-10-14T00:00:00.000","United States","ES_1023643_1009LED-**_10142019070542_6742356","Yes"
"2350136","Royal Pacific Ltd.","RP Lighting & Fans","Europa III","1009LED-**-WC","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","214","4.7","35.3","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2019-11-30T00:00:00.000","2019-10-15T00:00:00.000","United States","ES_1023643_1009LED-**-WC_10152019084216_8936170","No"
"2348395","Royal Pacific Ltd.","RP Lighting & Fans","Mirage III","1006LED-**","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","232","4.2","29.7","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2019-11-30T00:00:00.000","2019-10-09T00:00:00.000","United States","ES_1023643_1006LED-**_10142019004501_3901247","Yes"
"2348405","Royal Pacific Ltd.","RP Lighting & Fans","Mirage III","1006LED-**-WC","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","201","5.8","38.6","0","None","3","No",,"","Bridgelux Inc.","","","1100","16",,,"0.99","3000K","95","36,000","","","Yes","","","No","","","2019-11-30T00:00:00.000","2019-10-09T00:00:00.000","United States","ES_1023643_1006LED-**-WC_10142019053329_1209894","No"
"2383679","Scadlock Inc.","ONE ASTRO","OSCF02-B","OSCF02-B",",OSCF02-W,","810054150022;810054150046","Indoor Ceiling Fan","Standard Fan with Light Kit","52","341.5","3.5","18","0.5","None","3 years","No",,"","Xiamen Dacol Photoelectronics Technology Co.,Ltd.","","","1100","15",,,"0.93","3000K","83","25,000","","","Yes","","","No","","","2021-10-01T00:00:00.000","2021-08-24T00:00:00.000","United States","ES_1145665_OSCF02-B_08172021163758_9864711","Yes"
"2383683","Scadlock Inc.","ONE HOME COLLECTION","OSCF02-B","OSCF02-B",",OSCF02-W,","810054150022;810054150046","Indoor Ceiling Fan","Standard Fan with Light Kit","52","341.5","3.5","18","0.5","None","3 years","No",,"","Xiamen Dacol Photoelectronics Technology Co.,Ltd.","","","1100","15",,,"0.93","3000K","83","25,000","","","Yes","","","No","","","2021-10-01T00:00:00.000","2021-08-24T00:00:00.000","United States","ES_1145665_OSCF02-B_08172021163758_3254875","Yes"
"2383684","Scadlock Inc.","ONE PERSONAL COLLECTION","OSCF02-B","OSCF02-B",",OSCF02-W,","810054150022;810054150046","Indoor Ceiling Fan","Standard Fan with Light Kit","52","341.5","3.5","18","0.5","None","3 years","No",,"","Xiamen Dacol Photoelectronics Technology Co.,Ltd.","","","1100","15",,,"0.93","3000K","83","25,000","","","Yes","","","No","","","2021-10-01T00:00:00.000","2021-08-24T00:00:00.000","United States","ES_1145665_OSCF02-B_08172021163758_1222547","Yes"
"2383685","Scadlock Inc.","ONE PRODUCTS","OSCF02-B","OSCF02-B",",OSCF02-W,","810054150022;810054150046","Indoor Ceiling Fan","Standard Fan with Light Kit","52","341.5","3.5","18","0.5","None","3 years","No",,"","Xiamen Dacol Photoelectronics Technology Co.,Ltd.","","","1100","15",,,"0.93","3000K","83","25,000","","","Yes","","","No","","","2021-10-01T00:00:00.000","2021-08-24T00:00:00.000","United States","ES_1145665_OSCF02-B_08172021163758_4147755","Yes"
