"company_name","project_industry","location_1","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported"
"Chrysler LLC","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","273","2011","Approved","-","3,870","$101,587,233"
"Kolbenschmidt Pierburg","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","370","2009","Approved","7","-","$7,797,323"
"Ford Motor Company","Automotive - Manufacturing","
Wayne,  
(40.927178, -74.231046)","538","2012","Approved","-","8,600","$202,674,655"
"Inteva Products, LLC","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","670","2012","Approved","25","-","-"
"POM Group, Inc","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","139","2001","Approved","16","-","-"
"Gibbs Technologies, Limited","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","434","2014","Approved","118","-","-"
"Axle Alliance","Automotive - Manufacturing","
Redford Township,  
(42.403049, -83.294395)","173","2014","Approved","147","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","364","2013","Approved","-","1,090","-"
"Flagstar Bank, Fsb","Financial Services","
Troy,  
(42.727684, -73.691059)","81","2013","Approved","1,388","-","-"
"Magnesium Products of America, Inc.","Automotive - Manufacturing","
Eaton Rapids,  
(42.514738, -84.65645)","76","2000","Approved","90","-","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2005","Approved","390","-","-"
"United Solar Ovonic Corporation","Alt. Energy - Other","
Auburn Hills,  
(42.672504, -83.225448)","288","2006","Approved","139","-","-"
"Adaptive Materials, Inc","Alt. Energy - Other","
Ann Arbor,  
(42.281419, -83.748478)","381","2010","Approved","21","-","$2,092,298"
"Hi-Lex Controls, Incorporated","Automotive - Manufacturing","
Hudson,  
(42.251775, -73.787882)","142","2005","Approved","128","-","-"
"Ralco Industries, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","558","2013","Approved","-","54","$3,368,623"
"Dow Corning Corporation","Electronics","
Auburn,  
(47.307522, -122.22575)","216","2011","Approved","44","-","$5,147,662"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","2003","Approved","185","-","-"
"Martinrea Jonesville LLC","Automotive - Manufacturing","
Jonesville,  
(36.689005, -83.110991)","572","2014","Approved","-","132","$7,225,778"
"Hagerty Insurance Agency, Inc.","Financial Services","
Traverse City,  
(44.759092, -85.605469)","479","2012","Approved","77","-","$7,217,467"
"priceline.com","Call Center","
Wyoming,  
(42.913415, -85.695442)","431","2011","Approved","272","-","$2,747,856"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2008","Approved","300","-","-"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2005","Approved","157","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2014","Approved","38","-","$290,101"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","259","2014","Approved","60","-","-"
"Tk Holdings Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","646","2012.2","Approved","60","-","-"
"Asama Coldwater Manufacturing, Inc.","Automotive - Manufacturing","
Coldwater,  
(41.940611, -85.000721)","19","2004","Approved","300","-","-"
"Mando America Corporation","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","464","2011","Approved","14","-","-"
"Recticel N.A., L.L.C.","Automotive - Manufacturing","
Clarkston,  
(42.73582, -83.422142)","156","2006","Approved","84","-","-"
"Mobis North America, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","587","2013","Approved","199","-","$7,643,370"
"Acument Global Technologies","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","714","2015","Approved","138","-","-"
"Sellner - Behr Corporation","Automotive - Manufacturing","
Comstock Park,  
(43.032746, -85.667132)","99","2002","Approved","133","-","-"
"Venchurs Inc.","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","425","2010","Did Not Qualify","10","-","-"
"Cobasys LLC","Alt. Energy - Other","
Orion Township,  
(42.76982, -83.283404)","241","2008","Approved","62","-","-"
"Johnson Controls Interior Manufacturing, LLC","Automotive - Manufacturing","
Monroe,  
(32.500759, -92.111225)","206","2006","Approved","643","-","-"
"Hemlock Semiconductor Corporation","Alt. Energy - Other","
Hemlock,  
(44.823601, -90.611702)","306","2008","Approved","148","-","-"
"A123 Systems, LLC","Alt. Energy - Advanced Energy Storage","
Romulus,  
(42.220519, -83.385307)","566","2010","Approved","186","-","$156,155,136"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2010","Approved","365","-","$1,301,783"
"Behr America, Inc","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","95","2010","Approved","105","-","$931,466"
"General Motors Subsystems Manufacturing LLC","Alt. Energy - Advanced Energy Storage","
Detroit,  
(42.332916, -83.047853)","521","2012","Approved","-","100","$40,041,585"
"Behr America, Inc","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","95","2004","Approved","105","-","-"
"EcoMotors International","Automotive - Manufacturing","
Allen Park,  
(42.256799, -83.213957)","421","2010","Approved","6","-","$317,042"
"Molex, LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","7","1999","Approved","213","-","-"
"Grupo Antolin Michigan","Automotive - Manufacturing","
Marlette,  
(43.327797, -83.079846)","203","2007","Approved","185","-","-"
"Asama Coldwater Manufacturing, Inc.","Automotive - Manufacturing","
Coldwater,  
(41.940611, -85.000721)","19","2001","Approved","293","-","-"
"SAF-Holland USA, Inc.","Automotive - Manufacturing","
Muskegon,  
(43.234221, -86.246388)","49","2000","Approved","132","-","-"
"Grupo Antolin Michigan","Automotive - Manufacturing","
Marlette,  
(43.327797, -83.079846)","203","2009","Approved","120","-","-"
"Spicer Heavy Axle & Brake Inc.","Automotive - Manufacturing","
Kalamazoo,  
(42.289777, -85.584682)","55","2003","Approved","153","-","-"
"Toyota Motor Engineering & Manufacturing, N.A. Inc","Automotive - Manufacturing","
Ann Arbor,  
(42.281419, -83.748478)","282","2010","Approved","327","-","$1,949,711"
"Advanced Integrated Tooling Solutions, LP","Aerospace","
Chesterfield Township,  
(42.674198, -82.780296)","616","2014","Approved","200","-","$1,837,150"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2012","Approved","251","-","$35,578,422"
"ECD Ovonics","Electronics","
Rochester Hills,  
(42.652398, -83.132561)","128","2003","Approved","23","-","-"
"ArvinMeritor Automotive, Inc.","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","92","2007.1","Approved","123","-","-"
"Bosal","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","40","2003","Approved","110","-","-"
"Robert Bosch LLC","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","56","2000","Approved","282","-","-"
"soulbrain MI","Alt. Energy - Advanced Energy Storage","
Northville,  
(42.440686, -83.493151)","615","2011","Approved","18","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2012.1","Approved","60","-","$528,799"
"Gentex Corporation","Automotive - Manufacturing","
Zeeland,  
(42.807091, -86.018872)","193","2007","Approved","562","-","-"
"Mobis North America, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","587","2011","Approved","200","-","$6,005,960"
"SAF-Holland USA, Inc.","Automotive - Manufacturing","
Muskegon,  
(43.234221, -86.246388)","49","1999.1","Approved","130","-","-"
"The Minacs Group (USA) Inc.","Call Center","
Farmington Hills,  
(42.485645, -83.357869)","633","2014","Approved","580","-","$2,489,129"
"Lear Corporation","Automotive - Manufacturing","
Roscommon,  
(44.304574, -84.753305)","605","2010","Approved","-","521","$11,747,433"
"Magnesium Products of America, Inc.","Automotive - Manufacturing","
Eaton Rapids,  
(42.514738, -84.65645)","76","2005","Approved","77","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2015","Did Not Qualify","52","-","-"
"Models & Tools, Inc.","Aerospace","
Shelby Township,  
(42.662102, -82.993698)","508","2010","Approved","52","-","$3,263,425"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","706","2011","Approved","-","17,864","$893,226,416"
"Hyundai-Kia America Technical Center, Inc.","Automotive - Manufacturing","
Superior Township,  
(42.303179, -83.603236)","213","2009","Approved","104","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2012","Approved","93","-","$1,562,197"
"Axle Alliance","Automotive - Manufacturing","
Redford Township,  
(42.403049, -83.294395)","173","2004","Approved","126","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2016.3","Did Not Qualify","38","-","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2007.1","Approved","300","-","-"
"Adaptive Materials, Inc","Alt. Energy - Other","
Ann Arbor,  
(42.281419, -83.748478)","381","2008","Approved","22","-","-"
"Advanced Integrated Tooling Solutions, LP","Aerospace","
Chesterfield Township,  
(42.674198, -82.780296)","616","2013","Approved","237","-","$493,933"
"LG Chem Michigan, Inc.","Alt. Energy - Advanced Energy Storage","
Holland,  
(42.751561, -86.096297)","569","2013","Approved","34","-","$291,525,402"
"Magna Electronics","Automotive - Manufacturing","
Holly,  
(42.791893, -83.627648)","764","2012","Approved","57","-","-"
"Magna International of America, Mimco Inc.","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","766","2012","Approved","169","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","364","2014","Approved","-","1,101","-"
"Behr-Hella Thermocontrol, Inc.","Automotive - Manufacturing","
Wixom,  
(42.525703, -83.536093)","406","2009","Approved","7","-","-"
"Mando America Corporation","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","464","2012","Approved","21","-","-"
"Behr-Hella Thermocontrol, Inc.","Automotive - Manufacturing","
Wixom,  
(42.525703, -83.536093)","406","2010","Approved","22","-","-"
"Gentex Corporation","Automotive - Manufacturing","
Zeeland,  
(42.807091, -86.018872)","193","2014","Approved","628","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","129","2010","Approved","-","3,262","-"
"Molex, LLC","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","7","2002","Approved","81","-","-"
"Comcast Corporation","Call Center","
Sterling Heights,  
(42.58968, -83.011059)","299","2007","Approved","194","-","-"
"Global Futures & Forex, Ltd.","Financial Services","
Ada,  
(34.774512, -96.678643)","530","2010","Approved","-","136","$12,072,566"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2016.1","Approved","36","-","-"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","1999","Approved","215","-","-"
"AVL Powertrain Engineering, Inc.","Automotive - R&D Testing","
Plymouth,  
(41.95575, -70.664394)","321","2011","Approved","116","-","$2,130,283"
"Chemetall US, Inc.","Chemicals","
Romulus,  
(42.220519, -83.385307)","725","2013","Approved","-","77","$1,722,118"
"Gibbs Technologies, Limited","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","434","2012.1","Approved","61","-","$504,120"
"Johnson Controls, Inc","Automotive - Manufacturing","
Rockwood,  
(44.168098, -87.705597)","89","2001","Approved","115","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","106","2002","Approved","600","-","-"
"Pcb Load & Torque, Inc.","Electronics","
Farmington Hills,  
(42.485645, -83.357869)","554","2011","Approved","25","-","-"
"Morley Companies, Incorporated","Call Center","
Saginaw,  
(43.419547, -83.946359)","600","2012.1","Approved","96","-","-"
"Raymond James Regional Operations Center","Financial Services","
Southfield,  
(42.477952, -83.240756)","268","2008.2","Approved","192","-","-"
"Comcast Corporation","Call Center","
Sterling Heights,  
(42.58968, -83.011059)","299","2011","Approved","203","-","-"
"Axle Alliance","Automotive - Manufacturing","
Redford Township,  
(42.403049, -83.294395)","173","2008","Approved","-","-","-"
"SBC Internet Services","Call Center","
Detroit,  
(42.332916, -83.047853)","468","2010","Approved","196","-","-"
"Lacks Enterprises, Inc.","Automotive - Manufacturing","
Grand Rapids,  
(42.965446, -85.670209)","245","2006","Approved","135","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2007","Approved","16","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Wayne,  
(40.927178, -74.231046)","538","2014","Approved","-","9,197","$61,291,425"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2007.1","Approved","25","-","-"
"Quicken Loans, Inc.","Financial Services","
Livonia,  
(42.39709, -83.36961)","275","2007.1","Approved","497","-","-"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","106","2005","Approved","600","-","-"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2012","Approved","474","-","-"
"GE Aviation","Electronics","
Grand Rapids,  
(42.965446, -85.670209)","205","2004","Approved","70","-","-"
"Paragon Metals, Inc.","Automotive - Manufacturing","
Quincy,  
(39.93553, -91.388754)","408","2014","Approved","216","-","$313,686"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","2005","Approved","243","-","-"
"Neapco Holdings, LLC","Automotive - Manufacturing","
Belleville,  
(38.512629, -89.984229)","392","2009","Approved","167","-","-"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","1999","Approved","247","-","-"
"Gentex Corporation","Automotive - Manufacturing","
Zeeland,  
(42.807091, -86.018872)","193","2010","Approved","638","-","-"
"AVL Powertrain Engineering, Inc.","Automotive - R&D Testing","
Plymouth,  
(41.95575, -70.664394)","321","2014","Approved","134","-","$1,919,760"
"The Dow Chemical Company","Alt. Energy - Solar","
Midland,  
(31.997433, -102.078043)","623","2014","Approved","405","-","$107,965,260"
"Global Engine Manufacturing Alliance LLC","Automotive - Manufacturing","
Dundee,  
(41.957261, -83.659798)","200","2010","Approved","243","-","$13,218,100"
"Gentex Corporation","Automotive - Manufacturing","
Zeeland,  
(42.807091, -86.018872)","193","2012","Approved","618","-","-"
"Engineered Plastic Components","Automotive - Advanced Mfg Mats","
St. Clair,  
(40.720476, -76.192119)","483","2010","Approved","52","-","-"
"Adaptive Materials, Inc","Alt. Energy - Other","
Ann Arbor,  
(42.281419, -83.748478)","381","2012","Approved","25","-","$940,385"
"Johnson Technology, Inc.","Aerospace","
Muskegon,  
(43.234221, -86.246388)","549","2011","Approved","83","-","$33,252,193"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2011","Approved","142","-","$1,713,791"
"TRW Automotive Inc","Automotive - Manufacturing","
Livonia,  
(42.39709, -83.36961)","190","2005","Approved","165","-","-"
"Farmers Group, Inc.","Financial Services","
Caledonia,  
(42.814847, -87.914135)","577","2013","Approved","699","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2004","Approved","400","-","-"
"Spicer Heavy Axle & Brake Inc.","Automotive - Manufacturing","
Kalamazoo,  
(42.289777, -85.584682)","55","2008","Approved","116","-","-"
"Akebono Brake Corporation","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","589","2011","Approved","83","-","$3,401,931"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","494","2012","Approved","493","-","-"
"General Motors LLC","Automotive - Manufacturing","
Flint,  
(43.00992, -83.685109)","264","2008","Approved","-","2,862","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2011","Approved","249","-","-"
"Kostal of America, Inc.","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","358","2008","Approved","26","-","-"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2006","Approved","167","-","-"
"Asset Acceptance Corporation","Financial Services","
Warren,  
(42.52144, -83.020184)","546","2010","Did Not Qualify","69","-","-"
"Health Care Services Incorporated","Business Services","
Detroit,  
(42.332916, -83.047853)","471","2011","Approved","100","-","$464,022"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2002","Approved","151","-","-"
"Hi-Lex Controls, Incorporated","Automotive - Manufacturing","
Hudson,  
(42.251775, -73.787882)","142","2004","Approved","162","-","-"
"International Automotive Components Group North America, Inc.","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","397","2012","Approved","-","2,244","$16,904,262"
"Federal-Mogul Products, Inc.","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","265","2007","Approved","-","1,627","-"
"The Minacs Group (USA) Inc.","Call Center","
Farmington Hills,  
(42.485645, -83.357869)","633","2012.1","Approved","140","-","$1,729,215"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2005","Approved","391","-","-"
"FEV North America, Inc.","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","351","2009","Approved","16",,
"priceline.com","Call Center","
Wyoming,  
(42.913415, -85.695442)","431","2009","Approved","70","-","$2,393,728"
"Nexient","Call Center","
Ann Arbor,  
(42.281419, -83.748478)","578","2014","Approved","155","-","$752,142"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","83","2007","Approved","-","1,462","-"
"Webasto Roof Systems Inc.","Automotive - Manufacturing","
Rochester Hills,  
(42.652398, -83.132561)","557","2010","Approved","-","146","$2,522,893"
"ArvinMeritor Automotive, Inc.","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","92","2006.1","Approved","157","-","-"
"Rlptechnologies, Inc.","Business Services","
Farmington Hills,  
(42.485645, -83.357869)","235","2006","Approved","26","-","-"
"Sakti3, Inc.","Alt. Energy - Other","
Ann Arbor,  
(42.281419, -83.748478)","416","2011","Approved","18","-","$337,587"
"General Motors LLC","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","227","2006","Approved","-","1,065","$290,297,000"
"Global Engine Manufacturing Alliance LLC","Automotive - Manufacturing","
Dundee,  
(41.957261, -83.659798)","200","2008","Approved","198","-","-"
"Gentex Corporation","Electronics","
Zeeland,  
(42.807091, -86.018872)","769","2013","Approved","650","-","-"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","83","2009.2","Approved","-","1,290","-"
"Detroit Chassis, LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","69","2001","Approved","88","-","-"
"Tower Automotive Plymouth, Inc.","Automotive - Manufacturing","
Plymouth,  
(41.95575, -70.664394)","6","1997","Approved","247","-","-"
"priceline.com","Call Center","
Wyoming,  
(42.913415, -85.695442)","431","2014","Approved","361","-","-"
"Hyundai-Kia America Technical Center, Inc.","Automotive - Manufacturing","
Superior Township,  
(42.303179, -83.603236)","213","2013","Approved","113","-","$37,275,668"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2011","Approved","78","-","$4,484,275"
"Chrysler Group LLC","Automotive - Manufacturing","
Trenton,  
(40.220572, -74.759709)","366","2010","Did Not Qualify","-","328","-"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2009","Approved","162","-","$7,375,791"
"Dow Corning Corporation","Electronics","
Auburn,  
(47.307522, -122.22575)","216","2008","Approved","33","-","-"
"Spartan Motors, Inc.","Automotive - Manufacturing","
Charlotte,  
(35.222936, -80.840161)","240","2009","Approved","260","-","-"
"SBC Internet Services","Call Center","
Detroit,  
(42.332916, -83.047853)","468","2011","Approved","120","-","-"
"priceline.com","Call Center","
Wyoming,  
(42.913415, -85.695442)","431","2013","Approved","430","-","-"
"General Motors LLC","Automotive - Manufacturing","
Warren,  
(42.52144, -83.020184)","227","2007","Approved","-","1,138","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2006","Approved","126","-","-"
"Chrysler Group LLC","Financial Services","
Auburn Hills,  
(42.672504, -83.225448)","91","2005","Approved","390","-","-"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2010","Approved","-","2,165","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2009","Approved","54","-","-"
"Michigan Automotive Compressor, Inc.","Automotive - Manufacturing","
Parma,  
(41.384498, -81.734664)","711","2012.2","Approved","-","588","$34,271,131"
"BMW Hybrid Technology Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","357","2006","Approved","51","-","-"
"LG Chem Michigan, Inc.","Alt. Energy - Advanced Energy Storage","
Holland,  
(42.751561, -86.096297)","569","2014","Approved","75","-","$2,058,679"
"GE Aviation","Electronics","
Grand Rapids,  
(42.965446, -85.670209)","205","2007.1","Approved","118","-","-"
"Johnson Controls Interiors Manufacturing","Automotive - Manufacturing","
Romulus,  
(42.220519, -83.385307)","177","2004","Approved","400","-","-"
"Advanced Photonix, Inc.","Electronics","
Ann Arbor,  
(42.281419, -83.748478)","308","2013","Approved","45","-","$646,855"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","706","2014","Approved","-","27,404","$1,074,221,383"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","112","2006","Approved","-","2,273","-"
"Pulte Homes Corporation","Business Services","
Bloomfield Hills,  
(42.584093, -83.243237)","488","2010","Did Not Qualify","35","-","-"
"Magna Holdings of America, Inc.","Alt. Energy - Advanced Energy Storage","
Auburn Hills,  
(42.672504, -83.225448)","642","2014","Approved","509","-","-"
"General Motors Subsystems Manufacturing LLC","Alt. Energy - Advanced Energy Storage","
Detroit,  
(42.332916, -83.047853)","521","2011","Did Not Qualify","-","72","-"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","595","2012","Approved","-","31,667","$869,136,438"
"Acument Global Technologies","Automotive - Manufacturing","
Sterling Heights,  
(42.58968, -83.011059)","714","2013","Approved","112","-","-"
"A123 Systems, LLC","Alt. Energy - Advanced Energy Storage","
Romulus,  
(42.220519, -83.385307)","566","2011","Approved","471","-","$38,190,021"
"Robert Bosch LLC","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","56","2004","Approved","358","-","-"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","1998","Approved","183","-","-"
"Quicken Loans, Inc.","Business Services","
Troy,  
(42.727684, -73.691059)","231","2005","Approved","331","-","-"
"Quantum Signal, LLC","Defense/Military","
Saline,  
(42.166685, -83.781318)","671","2011","Approved","5","-","$918,993"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2004","Approved","175","-","-"
"United Solar Ovonic Corporation","Alt. Energy - Other","
Auburn Hills,  
(42.672504, -83.225448)","288","2011","Approved","121","-","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2008","Approved","42","-","-"
"Ford Motor Company","Automotive - Manufacturing","
Dearborn,  
(42.322141, -83.17594)","324","2007","Approved","-","13,724","-"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2013","Approved","-","464","$22,276,826"
"Shape Corporation","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","21","2007","Approved","462","-","$2,277,362"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2005","Approved","130","-","-"
"ZF Group NAO","Automotive - Manufacturing","
Northville,  
(42.440686, -83.493151)","179","2012","Approved","94","-","$813,155"
"ASIMCO Camshaft Specialties","Automotive - Manufacturing","
Grand Haven,  
(43.058798, -86.227994)","34","2000","Approved","146","-","-"
"GE Aviation","Electronics","
Grand Rapids,  
(42.965446, -85.670209)","205","2006","Approved","120","-","-"
"United Solar Ovonic Corporation","Alt. Energy - Other","
Auburn Hills,  
(42.672504, -83.225448)","288","2008","Approved","247","-","-"
"Nissan North America, Inc.","Automotive - Manufacturing","
Farmington Hills,  
(42.485645, -83.357869)","171","2007.2","Approved","303","-","-"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2007","Approved","141","-","-"
"SAF-Holland USA, Inc.","Automotive - Manufacturing","
Muskegon,  
(43.234221, -86.246388)","49","1998","Approved","105","-","-"
"General Motors LLC","Automotive - Manufacturing","
Detroit,  
(42.332916, -83.047853)","362","2009.2","Approved","-","715","-"
"General Motors LLC","Automotive - Manufacturing","
Lansing,  
(42.733625, -84.553927)","112","2005","Approved","-","666","$543,787,148"
"Petri, Inc.","Automotive - Manufacturing","
Port Huron,  
(42.975041, -82.424522)","26","1999","Approved","100","-","-"
"Spicer Heavy Axle & Brake Inc.","Automotive - Manufacturing","
Kalamazoo,  
(42.289777, -85.584682)","55","2002","Approved","124","-","-"
"Lg Chem Power Inc.","Alt. Energy - Other","
Troy,  
(42.727684, -73.691059)","290","2014","Approved","82","-","$932,440"
"Auto Alliance International, Inc","Automotive - Manufacturing","
Flat Rock,  
(42.089873, -83.286219)","180","2008","Approved","972","-","-"
"Gestamp Mason, LLC.","Automotive - Manufacturing","
Mason,  
(30.749797, -99.23192)","33","2002","Approved","150","-","-"
"US Farathane Corporation - HQ","Automotive - Manufacturing","
Auburn Hills,  
(42.672504, -83.225448)","607","2014.1","Approved","-","704","$46,950,001"
"Engineered Machined Products, Inc.","Automotive - Manufacturing","
Escanaba,  
(45.745727, -87.071273)","53","2011","Approved","115","-","$2,082,941"
"Neapco Holdings, LLC","Automotive - Manufacturing","
Belleville,  
(38.512629, -89.984229)","392","2013","Approved","287","-","$11,450,413"
"BASF Corporation","Chemicals","
Wyandotte,  
(42.201008, -83.150254)","338","2015","Approved","309","-","-"
"Quicken Loans, Inc.","Business Services","
Troy,  
(42.727684, -73.691059)","231","2006","Approved","518","-","-"
"Magna Electronics","Alt. Energy - Advanced Energy Storage","
Holly,  
(42.791893, -83.627648)","598","2013","Approved","50","-","-"
"R.L. Polk Company","Automotive - Manufacturing","
Southfield,  
(42.477952, -83.240756)","169","2003","Approved","104","-","-"
"Behr America, Inc","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","95","2005","Approved","105","-","-"
"Health Care Services Incorporated","Business Services","
Detroit,  
(42.332916, -83.047853)","471","2010","Approved","65","-","$104,047"
"Delphi Corporation","Automotive - Manufacturing","
Troy,  
(42.727684, -73.691059)","106","2004","Approved","600","-","-"
"Inergy Automotive Systems USA, LLC","Automotive - Manufacturing","
Adrian,  
(41.895299, -84.039815)","1","2004","Approved","191","-","-"
"Hagerty Insurance Agency, Inc.","Financial Services","
Traverse City,  
(44.759092, -85.605469)","479","2015","Approved","217","-","-"
"priceline.com","Call Center","
Wyoming,  
(42.913415, -85.695442)","431","2012.2","Approved","473","-","-"
