"the_geom","id","ubicacion","longitud_m","estado","barrio","programa"
"MULTILINESTRING ((-74.82278974638724 10.971430348522864, -74.82291090035964 10.971283760870413, -74.82309851352406 10.971080455671293, -74.82326494530743 10.970874159700193, -74.82335875056874 10.970802405853231, -74.82351307400648 10.970718694591755, -74.82365831872694 10.970661891898793, -74.82384289909353 10.97062900957303, -74.82407891796946 10.970640977145779, -74.82428467707024 10.970679852504649, -74.82467803951366 10.970775541540783, -74.8248474872459 10.97084132433177, -74.8250471924717 10.970954946111272, -74.82530741516175 10.971086508867106, -74.82551014750868 10.971170231581995, -74.82573103568365 10.971241995135012, -74.8258823297323 10.971265918447171, -74.82602757326708 10.971244993245673, -74.82638463026674 10.971191184838627, -74.82684759401181 10.971113459552928, -74.8270957187136 10.971053667847011, -74.82731661063987 10.970978925888138, -74.82754052875585 10.970886244526152, -74.82780378389295 10.97076665487905, -74.8281668937593 10.970617168189369, -74.82863288380969 10.970446753811041, -74.82908676931312 10.970303247475854, -74.8294740843546 10.970195618030987, -74.82999151181676 10.97010592928463, -74.83040605862023 10.970043147317762, -74.83094164085976 10.969950467305043, -74.83156194750367 10.969848817476361, -74.83184032877762 10.96981593114148, -74.83207634790013 10.969753145389399))","0","TRANSVERSAL 21 ENTRE CALLE 83 Y 104","1089,5","EJECUTADA","LA MANGA - LA PAZ","MODULO II (MANTEN. BARRIOS A LA OBRA) PF"
"MULTILINESTRING ((-74.81069329403051 10.951604371658119, -74.81144604482886 10.952152176605834, -74.8119059293231 10.952444023856417, -74.81244811182238 10.952764579250813, -74.81312099934482 10.953180819215516, -74.81369464976751 10.95353246940785, -74.81409886604814 10.953814741923136, -74.81462168373055 10.9542118332869, -74.81551725873 10.954821826986564))","0","KR 9 ENTRE CL 56 Y CL 63B (LOMA DEL PELIGRO)","81,0 - 415","EJECUTADA","EL BOSQUE","MODULO II (MANTEN. BARRIOS A LA OBRA) PF"
"MULTILINESTRING ((-74.81564651039001 10.95494015476347, -74.81535240361428 10.955033421115957, -74.8152325824189 10.955069292294805, -74.81510187088104 10.955069284084855, -74.81490580217084 10.955090798858091, -74.81455360335845 10.955148182079883, -74.81420866568182 10.955212741104638, -74.81400896201981 10.955291660909026, -74.81373663619388 10.955435157266576, -74.81346430809549 10.95560735630222, -74.81328275585513 10.955722155522869, -74.81308668325974 10.955790311374352, -74.81287245666363 10.955851290092392, -74.81249483799414 10.955940959931093, -74.81214989815606 10.956016280218115, -74.81193203923954 10.956091609471068, -74.81179768903979 10.956188471938633, -74.81170327691625 10.956306864502173))","0","CALLE 63B ENTRE CARRERAS 9 Y 9M","435,0","EJECUTADA","EL BOSQUE","MODULO II (MANTEN. BARRIOS A LA OBRA) PF"
"MULTILINESTRING ((-74.82427535698868 10.970690027772553, -74.82464717513756 10.970784759373494, -74.82484325069758 10.970850782202708, -74.82505384887723 10.970972775994696, -74.82524701878687 10.97107180680478, -74.825389354801 10.971137827674658, -74.825528786572 10.971185191511973, -74.82573648186163 10.971256954679518, -74.82588462901475 10.97127992113859, -74.82622885619206 10.971229700420208, -74.82701752863576 10.971094816763495, -74.82721651284008 10.971033110249234, -74.82750845357643 10.970918305343039, -74.82770017606323 10.970827895453303, -74.82799211662581 10.970703044068234, -74.828212887324 10.97061406960217, -74.82859778295693 10.970476303183542, -74.82929059371698 10.970256738269432, -74.82959415146152 10.970193596765538, -74.82999647407485 10.970118975220824))","0","CARRERA 21 ENTRE CALLES 84 Y 87","1460,0","EJECUTADA","LA MANGA","MODULO II (MANTEN. BARRIOS A LA OBRA) PF"
"MULTILINESTRING ((-74.83773363510701 10.968175202786933, -74.8372373987081 10.968707407540862, -74.83699230539358 10.96893763095691, -74.8367199788383 10.969167854387182, -74.83610875617967 10.969801714247247, -74.83577591115754 10.97016648200079))","0","CALLE 109C ENTRE CARRERAS 13 Y 14","254,10-50,","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83717723660672 10.967888897048773, -74.83689256625884 10.968191715184988, -74.83653382240284 10.968533282509663, -74.83640891545325 10.968653835568798, -74.83620848311641 10.968840405720597, -74.83588314311339 10.969138917708312, -74.83565947156593 10.969362801379399, -74.83531089184511 10.969707237484004))","0","CALLE 109B ENTRE CARRERAS 13 Y 14","70-216,40","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83712933167757 10.97051521277761, -74.83660936714541 10.971027563809137))","0","CALLE 109E ENTRE CARRERAS 13C Y 14","78,20","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83688094273668 10.967700895664136, -74.83663839146001 10.967900382765404, -74.83616635952471 10.968276393981974, -74.83601821336495 10.968305097739213, -74.83578728027543 10.968490232640498, -74.83520921998988 10.968920778358376, -74.8348330442031 10.969213548785937))","0","CALLE 109A ENTRE CARRERAS 13 Y 14","281,40","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83773739806522 10.969126225508605, -74.83741302729682 10.969398906503947, -74.8370160355378 10.969748128860097, -74.83664809165838 10.970140404818133, -74.83622931254178 10.970633140781452))","0","CALLE 109D ENTRE CARRERAS 13A Y 14","238,00","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8356338056706 10.96788484131027, -74.83602595925571 10.968248409466597, -74.83616151867577 10.968363220286514, -74.83640891545325 10.968653835568798, -74.83672155373696 10.969178696149662, -74.83702254505266 10.969749946359636, -74.8371854881575 10.970099737819552, -74.83733799519773 10.970350886704656))","0","CARRERA 13B ENTRE CALLES 108 Y 110","60-249,00","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8372373987081 10.968707407540862, -74.83741302149902 10.968839199964908, -74.83774998524642 10.969086998071734))","0","CARRERA 13A ENTRE CALLES 109C Y 110","68,70","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83448703855291 10.971158481411463, -74.83441744292553 10.970913310870234, -74.8343115367586 10.970503696629855, -74.83422481351411 10.970165596131658, -74.83410755872768 10.969827290281371))","0","CALLE 108 ENTRE TRANSVERSAL 25 Y CALLE 109A","150,00","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83474121105075 10.969289802959043, -74.83407854400626 10.969851901562073, -74.83375477427069 10.9701239806743, -74.83354598795759 10.970264504810086, -74.83319195849194 10.970515654041838, -74.8328893686558 10.970745873910495, -74.83276228056961 10.970883407993991, -74.83248994916336 10.97108073887992, -74.83229629113511 10.971209302701684, -74.83213894390657 10.971307967813338, -74.8318303011572 10.971478388876555))","0","CALLE 109A ENTRE CARRERAS 14 A CALLE 100","396,00","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83280193081454 10.970691337980965, -74.83253928334759 10.970741566618504, -74.8322330628999 10.970802558318695, -74.83201882960047 10.970838435388645, -74.83173318542374 10.970851588581201))","0","CARRERA 22 ENTRE CALLES 100 Y 105","120,00","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83727951942318 10.970602029650907, -74.83712933167757 10.97051521277761, -74.83664809165838 10.970140404818133))","0","CARRERA 13C ENTRE CALLES 109D Y CIRCUNVALAR","146,50","EJECUTADA","LOS OLIVOS I","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83454953957899 10.971406490335456, -74.83470640270556 10.97193270991846, -74.83473932482255 10.97215659244917, -74.83484971040735 10.972506767581143, -74.83494266716991 10.97293731079927))","0","CALLE 108 ENTRE TRANSVERSAL 25 Y 26","236,00","EJECUTADA","LOS OLIVOS","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8355405807682 10.971318944182277, -74.83531981214763 10.971531346402783, -74.83512906006237 10.97171600225181, -74.83499930972116 10.971816462694814, -74.83485600327573 10.971929361026394, -74.8347494917028 10.972045129530777, -74.83466815560354 10.972192471153381, -74.83456648540744 10.972428791738585, -74.83450451493769 10.97259813884945, -74.83447740289883 10.972801929402175, -74.83446675176825 10.972964579130721, -74.83448127620103 10.97307269335104))","0","TRANVERSAL 25A ENTRE CALLE 108A Y CRA 26","234,00","EJECUTADA","LOS OLIVOS","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82261698715418 10.978349852643024, -74.8228711730727 10.9782278750683, -74.82315925012317 10.978091547084574, -74.82396295932114 10.977716046131283, -74.82409489333665 10.977653861015117, -74.8249361235371 10.977230520599758, -74.82524961621515 10.977109738806455))","0","CARRERA 26C ENTRE 82 Y 83","314,60","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82172853644025 10.978983074477094, -74.82190525188075 10.979016568433812, -74.82200450346883 10.979024944141534, -74.82210859765328 10.979008204991056, -74.82235915259842 10.978900579144355, -74.82279126986919 10.978684128269219, -74.8228457394594 10.978629116473462, -74.82330085337912 10.978411469783682))","0","CARRERA 26C-1 ENTRE CALLES 81C Y 82C","188,00","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82235881017242 10.978901808899105, -74.8224174867425 10.979065383803734, -74.82256949328469 10.979530376365805))","0","CALLE 82 ENTRE CARRERAS 26C1 Y 27","87,00","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82330085337912 10.978411469783682, -74.82315925012317 10.97809154708459))","0","CALLE 82C ENTRE CARRERAS 26C Y 26C-1","33,90","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82521204651297 10.978670337332288, -74.82509198684149 10.978322072084161, -74.82482088343434 10.977596837573508))","0","CALLE 82F ENTRECARRERAS 27 Y ARROYO","150,00","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82100949113315 10.980635372914064, -74.82145298662736 10.980488050560936, -74.82210951416552 10.980268022229101))","0","CARRERA 27A ENTRE CALLES 81 Y 81D","120,00","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82466746079619 10.978914027129802, -74.82474491785828 10.979157047299466, -74.82482043836002 10.979401980910488, -74.82496760509223 10.979935859026568))","0","CALLE 82E ENTRE CARRERAS 27 Y ARROYO EL SALAO (CR","150,00","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82261698715418 10.978349852643024, -74.82279955509185 10.978681911831401))","0","CALLE 82B ENTRE 26C1 Y 26C","35,00","EJECUTADA","ME QUEJO","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.78204505932607 10.961752732365778, -74.78196560856854 10.962058883018495, -74.78189973144134 10.962261705534251, -74.78181061706128 10.962458783450828, -74.78171568185515 10.962719006714499))","0","CALLE 28 ENTRE CARRERAS 23 Y 24 (SENA)","50-63","EJECUTADA","MONTES","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8265710196712 10.975042373429435, -74.82665876556356 10.97528156638465, -74.82676163984142 10.97557756748475, -74.82690539071776 10.976036877007958, -74.82700124485531 10.976351175931208, -74.8271755290843 10.976778853066504))","0","CALLE 84 ENTRE CARRERAS 23A Y 26B","212,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82674997692814 10.975544009709424, -74.82654186287805 10.975693509647243, -74.82632278051643 10.975853761749589, -74.82607706938695 10.976022384647104, -74.82589793049685 10.976130015562372))","0","CARRERA 25 ENTRE CALLE 84 Y 83 B","110,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82508221977116 10.973433833891454, -74.8255847715123 10.973179828147108))","0","CARRERA 21 E ENTRE CRA 83 BY 84","150,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82809311059782 10.974267729393157, -74.82826885891703 10.974141440226601, -74.82852594520823 10.973947700726493, -74.82872202726126 10.973825717116053, -74.82895296834447 10.973670725671358, -74.82908659425622 10.973596100484928, -74.82942211215344 10.973350696356823))","0","CARRERA 24 ENTRE CRA 85 Y 86","172,40","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82946847008195 10.973295962280906, -74.82984610809918 10.973046252916252, -74.83028039060329 10.972790803259128))","0","CARRERA 24 ENTRE CALLES 86 Y 87","90,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82927966026844 10.972865415829657, -74.82911117713562 10.972888375303182, -74.82891945510661 10.972904158548525, -74.82880906990881 10.972901286278443, -74.82871901843177 10.972919941512812, -74.82865365819228 10.972948643193899))","0","CARRERA 23A ENTRE CALLES 85A Y 86","70,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82872053190843 10.971288092335039, -74.82851912646481 10.971383764876984, -74.82820346211467 10.971523446114022, -74.82790716309697 10.97166886801045, -74.8276999471931 10.971774107517094, -74.82753920959452 10.971852558553783, -74.82741139438811 10.971902307360752))","0","CARRERA 21D ENTRE CALLES 85 Y 86","152,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8285589896746 10.975434700357084, -74.82935300033056 10.975152469306558, -74.83005986210325 10.97490850548874))","0","CARRERA 26 ENTRE CALLES 85 Y 86","170,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82971855427431 10.973793871633669, -74.83011555830456 10.973564254259708, -74.83055613457654 10.973360947891537, -74.83088535616501 10.973195910166528))","0","CARRERA 25 ENTRE CALLES 86 Y 87","150,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82896331722745 10.971980793232852, -74.82827098308017 10.972361093588393, -74.82780861956189 10.972593099092062, -74.82756956963753 10.972732422504956))","0","CARRERA 22 ENTRE CALLES 84 Y 86","186,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82594892003988 10.971751102058926, -74.82611110892691 10.971727187399352, -74.82632413263791 10.971712841625035, -74.82652747351374 10.971696103546025, -74.82669208304364 10.971672188639038, -74.8268978453672 10.971624355571088, -74.82729242490328 10.97152390481096))","0","CRA 21C ENTRE CALLE 84 Y 85","147,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83398530467242 10.973197524062215, -74.8341228022401 10.973178388925982, -74.83430290466293 10.97313437789495, -74.83448127620103 10.97307269335104))","0","CRA 26 b ENTRE CALLE 106 A LA 107","50,30","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83448127620103 10.97307269335104, -74.83471509462697 10.973012714035395, -74.8349426671699 10.97293731079927))","0","CRA 26  ENTRE CALLE 107 A LA 108","49,30","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8255847715123 10.973179828147108, -74.8258298037293 10.973048090804136, -74.82631202043738 10.97278021021995, -74.82646694435877 10.972881631144501, -74.82651536014546 10.972835707762949, -74.82664898812153 10.97269028317381, -74.82677874139588 10.972600350687896, -74.8270556777735 10.972386042493584, -74.8272299735343 10.972236791560999, -74.82733455042072 10.97216790703625, -74.8274429994401 10.972141120140126))","0","CARRERA 21 E ENTRE CALLE 84 A LA 85","131,00","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82827098308017 10.972361093588393, -74.8285434118017 10.972849066433579))","0","CALLE 85 b ENTRE CARRERA 22 - 23","62,10","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82859699093974 10.972948173717318, -74.828785800513 10.973341406830126, -74.82895296834447 10.973670725671358))","0","CALLE 85 b ENTRE CARRERA 23 - 24","88,30","EJECUTADA","POR FIN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.81654011708802 10.936006404186083, -74.81682766737312 10.935950450017277, -74.81728658625931 10.935852885889892))","0","CRA 1H ENTRE CALLE 62 Y 66","90","TERMINADO","STO DOMINGO","MODULO IV"
"MULTILINESTRING ((-74.83254634908565 10.975904739666563, -74.83263349479056 10.976154455277067, -74.83274194326349 10.9764127818362, -74.83281553312419 10.976643362058441, -74.83292882319536 10.976957180810775))","0","CALLE 100 ENTRE CARRERAS 27 Y 30","170,00","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83274194326346 10.9764127818362, -74.83306368396863 10.976317800772575))","0","CARRERA 29 ENTRE CALLES 100 Y 102","31,00","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83306368396863 10.976317800772575, -74.83319778870536 10.976250947435146, -74.8334088788632 10.976187801797982, -74.833611254242 10.976112218076352))","0","CARRERA 29 ENTRE CALLES 102 Y 103","42,00","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.8323224371123 10.977148386464263, -74.83292882319536 10.976957180810775))","0","CARRERA 30 ENTRE CALLES 99 Y 100","65,00","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83292882319536 10.976957180810775, -74.83323910877395 10.976851559934854))","0","CARRERA 30 ENTRE CALLES 100 Y 102","28,00","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83222996596538 10.976861356993922, -74.83281802176089 10.976650255705184))","0","CARRERA 29 ENTRE CALLES 99 Y 100","65,50","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.83263349479056 10.976154455277067, -74.83309759267563 10.975984977634626))","0","CARRERA 28 ENTRE CALLES 100 Y 102","48,30","EJECUTADA","EL EDEN","MODULO III (CONSORCIO CONSORTIUM)"
"MULTILINESTRING ((-74.82770063077025 10.923626257997563, -74.82758009338895 10.923847268341715, -74.82740872628337 10.924178783976457, -74.8272794753236 10.92439692369836, -74.82706638022536 10.924757906559764), (-74.82643711746088 10.923804951922016, -74.8265862030255 10.924067109653015, -74.82673916187345 10.924310132080972, -74.8268195138555 10.924434513658348, -74.82694536693214 10.924611518450675, -74.82706638022536 10.924757906559764), (-74.82706638022536 10.924757906559764, -74.8271331780571 10.92490333658268, -74.82723385942663 10.925103303043338, -74.82738488212286 10.925386509261669, -74.82746426566761 10.9255482045147, -74.82754364995043 10.925681196764659, -74.82761819371775 10.925809405056674, -74.8276762797595 10.925911780289546, -74.82770145010048 10.925969186796774, -74.82775082231356 10.92610026480552, -74.82780697192653 10.926214121161951, -74.82790281395869 10.92639208166497, -74.82798413490217 10.926526987366197, -74.82799672014724 10.926554733840327, -74.82799671921398 10.926598745075022, -74.82798219445152 10.92672312434946, -74.82796573310736 10.926860898305282, -74.8279521779124 10.926917347214014, -74.82790473605827 10.927051293453289, -74.82783212021198 10.927287613104685, -74.82774498164375 10.927544024506878, -74.8276549388325 10.927785127562167))","0","K17SUR ENTRE CL90 Y CIRCUNVALAR; CL94 ENTRE K17SU","650,00","EJECUTADA","LAS GRANJAS","MODULO III (CONSORCIO CONSORTIUM)"
