"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"544","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","Colsanitas","4","Técnica","Empleado","29 a 59 años","adultez","No",,"4","Comuna 7 La Ciudadela"
"545","2021","Colombia","24","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Sanitas","4","Tecnológica","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 10 Provenza"
"546","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","SaludTotal","3","Técnica","Empleado","18 a 28 años","jovenes","Sí","25","3","Comuna 15 Centro"
"547","2021","Colombia","17","Masculino","Floridablanca","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Juvenil","Floridablanca","Comparta","2","Técnica","Estudiante","13 a 17 años","adolescente","Sí","29.03","2",
"548","2021","Colombia","22","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Sanitas","3","Básica","Independiente","18 a 28 años","jovenes","Sí","25.65","3","Comuna 7 La Ciudadela"
"549","2021","Colombia","19","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Sanitas","4","Media","Desempleado","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"550","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","Sanitas","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 7 La Ciudadela"
"551","2021","Colombia","19","Femenino","Otro","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Otro","Compensar","2","Profesional","Estudiante","18 a 28 años","jovenes","No",,"2",
"552","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","Nueva eps","3","Media","Estudiante","13 a 17 años","adolescente","Sí","21","3","Comuna 15 Centro"
"553","2021","Colombia","7","Femenino","Girón","Ninguno de los anteriores","Danzas","Semillero Danza Folclórica Infantil","Girón","Saludtotal","1","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","18.02","1",
"554","2021","Colombia","26","Femenino","Girón","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Girón","Medimas","3","Media","Desempleado","18 a 28 años","jovenes","Sí","29","3",
"555","2021","Colombia","28","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Coosalud","4","Profesional","Desempleado","18 a 28 años","jovenes","Sí","68","4","Comuna 7 La Ciudadela"
"556","2021","Colombia","21","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Sanitas","2","Técnica","Empleado","18 a 28 años","jovenes","Sí","84","2","Comuna 3 San Francisco"
"557","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Contemporánea Pre-Juvenil","Bucaramanga","coomeva","1","Básica","Estudiante","13 a 17 años","adolescente","Sí","28.67","1","Comuna 4 Occidental"
"558","2021","Colombia","31","Masculino","Floridablanca","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Floridablanca","Famisanar","2","Técnica","Empleado","29 a 59 años","adultez","Sí","33.55","2",
"559","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Infantil.","Bucaramanga","Saludtotal","2","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","12.96","2","Comuna 5 García Rovira"
"560","2021","Colombia","9","Femenino","Piedecuesta","Víctima del conflicto","Danzas","Semillero Ballet Infantil Segundo Año (9 a 11 años)","Piedecuesta","Nueva eps","2","Técnica","Ama de casa","8 a 12 años","infancia","Sí","15.1","2",
"561","2021","Colombia","27","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Nueva eps","2","Profesional","Empleado","18 a 28 años","jovenes","No",,"2","Comuna 4 Occidental"
"562","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Sanitas","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"563","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Infantil.","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"564","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza","Bucaramanga","Nueva eps","4","Profesional","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 16 Lagos del Cacique"
"565","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Nueva eps","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 6 La Concordia"
"566","2021","Colombia","29","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Coosalud","3","Básica","Ama de casa","29 a 59 años","adultez","Sí","37.5","3","Comuna 5 García Rovira"
"567","2021","Colombia","8","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Folclórica Infantil","Bucaramanga","SaludTotal","2","Técnica","Desempleado","8 a 12 años","infancia","Sí","25","2","Comuna 3 San Francisco"
"568","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Infantil.","Bucaramanga","SaludTotal","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","26.83","2","Comuna 17 Mutis"
"569","2021","Colombia","28","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","SURA","3","Maestría","Estudiante","18 a 28 años","jovenes","Sí","25.3","3","Comuna 3 San Francisco"
"570","2021","Colombia","15","Femenino","Piedecuesta","Afrocolombiano, palenquero o raizal","Danzas","Semillero Danza Contemporánea Pre-Juvenil","Piedecuesta","Sisben","2","Media","Estudiante","13 a 17 años","adolescente","Sí","32","2",
"571","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Sanitas","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"572","2021","Colombia","25","Masculino","Floridablanca","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Floridablanca","coomeva","2","Técnica","Empleado","18 a 28 años","jovenes","No",,"2",
"573","2021","Colombia","26","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Nueva eps","3","Profesional","Independiente","18 a 28 años","jovenes","No",,"3","Comuna 13 Oriental"
"574","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","Nueva eps","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 7 La Ciudadela"
"575","2021","Colombia","18","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Coosalud","2","Media","Estudiante","18 a 28 años","jovenes","Sí","1","2","Comuna 3 San Francisco"
"576","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Nueva eps","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 16 Lagos del Cacique"
"577","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Pre-Juvenil","Bucaramanga","Sanitas","4","Media","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 15 Centro"
"578","2021","Venezuela","29","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Coosalud","3","Técnica","Independiente","29 a 59 años","adultez","No",,"3","Comuna 5 García Rovira"
"579","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","coomeva","4","Media","Empleado","18 a 28 años","jovenes","No",,"4","Comuna 3 San Francisco"
"580","2021","Colombia","22","Masculino","Bucaramanga","Víctima del conflicto","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Coosalud","3","Técnica","Estudiante","18 a 28 años","jovenes","Sí","28","3","Comuna 3 San Francisco"
"581","2021","Colombia","22","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Floridablanca","Sanitas","2","Profesional","Desempleado","18 a 28 años","jovenes","No",,"2",
"582","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Infantil.","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 12 Cabecera del llano"
"583","2021","Colombia","28","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Nueva eps","3","Tecnológica","Desempleado","18 a 28 años","jovenes","Sí","21.42","3","Comuna 17 Mutis"
"584","2021","Colombia","28","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","coomeva","2","Media","Desempleado","18 a 28 años","jovenes","No",,"2","Comuna 5 García Rovira"
"585","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","SaludTotal","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 6 La Concordia"
"586","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","Nueva eps","2","Básica","Estudiante","8 a 12 años","infancia","Sí","32","2","Comuna 9 La Pedregosa"
"587","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Contemporánea Pre-Juvenil","Bucaramanga","Nueva eps","3","Básica","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 15 Centro"
"588","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Pre-Juvenil","Bucaramanga","Nueva eps","1","Básica","Estudiante","13 a 17 años","adolescente","Sí","32","1","Comuna 14 Morrorico"
"589","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","Famisanar","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 9 La Pedregosa"
"590","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","Nueva eps","2","Básica","Estudiante","8 a 12 años","infancia","Sí","43.65","2","Comuna 14 Morrorico"
"591","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","Avanzar","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 3 San Francisco"
"592","2021","Colombia","15","Femenino","Girón","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Girón","Sanitas","1","Básica","Estudiante","13 a 17 años","adolescente","Sí","21.65","1",
"593","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Infantil.","Bucaramanga","Saludmia","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","23","3","Comuna 5 García Rovira"
"594","2021","Colombia","29","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Saludtotal","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3","Comuna 17 Mutis"
"595","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Folclórica Infantil","Bucaramanga","Comparta","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","1","3","Comuna 17 Mutis"
"596","2021","Colombia","20","Masculino","Bucaramanga","Víctima del conflicto","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Nueva eps","1","Media","Empleado","18 a 28 años","jovenes","Sí","27.89","1","Comuna 2 Nororiental"
"597","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Contemporánea Pre-Juvenil","Bucaramanga","Sanitas","3","Primaria","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 17 Mutis"
"598","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Primaria","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 13 Oriental"
"599","2021","Colombia","13","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Floridablanca","SURA","2","Media","Estudiante","13 a 17 años","adolescente","Sí","20.43","2",
"600","2021","Colombia","16","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Juvenil","Bucaramanga","Sanitas","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 3 San Francisco"
"601","2021","Colombia","15","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","Sanitas","3","Básica","Estudiante","13 a 17 años","adolescente","Sí","7.01","3","Comuna 13 Oriental"
"602","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","Saludtotal","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 4 Occidental"
"603","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Folclórica Infantil","Bucaramanga","Saludtotal","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","17","3","Comuna 3 San Francisco"
"604","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","La nueva eps","1","Básica","Estudiante","8 a 12 años","infancia","Sí","7","1","Comuna 4 Occidental"
"605","2021","Colombia","10","Femenino","Piedecuesta","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Piedecuesta","SaludTotal","2","Primaria","Estudiante","8 a 12 años","infancia","No",,"2",
"606","2021","Colombia","19","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Floridablanca","SANIDAD DE LA POLICIA NACIONAL","2","Técnica","Estudiante","18 a 28 años","jovenes","Sí","4","2",
"607","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Nueva eps","4","Profesional","Desempleado","29 a 59 años","adultez","No",,"4","Comuna 7 La Ciudadela"
"608","2021","Colombia","15","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Ballet infantil Cuarto Año (13 a 14 años)","Bucaramanga","La nueva eps","1","Básica","Estudiante","13 a 17 años","adolescente","Sí","1","1","Comuna 4 Occidental"
"609","2021","Colombia","42","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","SURA","4","Profesional","Independiente","29 a 59 años","adultez","No",,"4","Comuna 15 Centro"
"610","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Pre-Juvenil","Bucaramanga","Sanitas","3","Básica","Estudiante","13 a 17 años","adolescente","Sí","3.45","3","Comuna 13 Oriental"
"611","2021","Colombia","15","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Pre-Juvenil","Floridablanca","SaludTotal","1","Media","Estudiante","13 a 17 años","adolescente","Sí","28.72","1",
"612","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Juvenil","Bucaramanga","Sanitas","1","Media","Estudiante","13 a 17 años","adolescente","Sí","44.17","1","Comuna 3 San Francisco"
