"census_year","county_fips_code","economic_development_region","workforce_development_area","county_name","county_code","age_range","gender","total_population","no_high_school_diploma","high_school_diploma_or","some_college_no_degree","associate_s_degree","bachelor_s_degree","graduate_or_professional","total_post_secondary","geocoded_column"
"2010-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Male","8037","610","3310","1338","961","1402","416","2779","(40.4912749067, -78.7189417385)"
"2015-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","25 to 34 Years","Male","1593","91","767","201","187","285","62","534","(41.4281941606, -78.6494771322)"
"2013-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","45 to 64 Years","Male","7381","901","4197","948","438","575","322","1335","(40.0073753643, -78.4911647381)"
"2016-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Female","81050","4614","25682","13798","7590","16265","13101","36956","(39.9165786652, -75.4062771212)"
"2011-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","45 to 64 Years","Female","5172","566","2600","637","461","564","344","1369","(41.2328627374, -77.6428376046)"
"2013-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","45 to 64 Years","Female","6604","904","3610","973","436","435","246","1117","(40.6127492804, -77.6200308901)"
"2010-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","45 to 64 Years","Female","14294","1341","6841","2274","1110","1736","992","3838","(39.8720956503, -77.2222427076)"
"2013-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","45 to 64 Years","Male","25292","1626","10354","4883","2591","3857","1981","8429","(40.6834924548, -80.3510735648)"
"2011-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","45 to 64 Years","Female","38274","2830","16462","6455","3432","5326","3769","12527","(41.9941378702, -80.0407591036)"
"2015-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Female","9045","454","1617","1122","796","2998","2058","5852","(40.9193135008, -77.8250011212)"
"2012-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Female","13265","1016","3656","2495","1620","2438","2040","6098","(41.4391006428, -75.6121834524)"
"2013-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","35 to 44 Years","Female","23049","1967","5938","4300","2862","5009","2973","10844","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Male","2944","340","1565","532","141","292","74","507","(39.8548039342, -80.2294381655)"
"2015-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","45 to 64 Years","Male","6259","529","3108","944","501","732","445","1678","(41.810370736, -78.5712201998)"
"2016-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","45 to 64 Years","Male","6223","527","3219","958","483","663","373","1519","(41.810370736, -78.5712201998)"
"2013-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","25 to 34 Years","Male","5211","840","2231","885","463","588","204","1255","(39.8720956503, -77.2222427076)"
"2010-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","25 to 34 Years","Female","3197","186","1161","746","338","539","227","1104","(41.0491208559, -76.4100217975)"
"2010-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","25 to 34 Years","Male","32823","2013","9370","7389","2076","8654","3321","14051","(40.335011331, -75.1129124111)"
"2012-01-01T00:00:00.000","42023","Northwest","North Central WDA","Cameron","12","25 to 34 Years","Male","227","33","83","46","25","40","0","65","(41.4388026531, -78.2091693241)"
"2013-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","35 to 44 Years","Female","34306","1526","5322","4157","2446","12784","8071","23301","(39.9748705566, -75.7562649818)"
"2014-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Male","16665","1459","7617","2800","1461","2260","1068","4789","(41.302377765, -80.2600941079)"
"2013-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Female","1335","104","568","244","133","208","78","419","(40.5343300836, -77.405775001)"
"2013-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Male","45659","4266","18643","8596","3647","6397","4110","14154","(41.1783643884, -75.991996098)"
"2011-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","25 to 34 Years","Female","4718","422","1458","919","617","970","332","1919","(40.9932503514, -80.3375411446)"
"2012-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","45 to 64 Years","Female","26788","1585","11162","4998","3494","3669","1880","9043","(40.6834924548, -80.3510735648)"
"2016-01-01T00:00:00.000","42065","Northwest","North Central WDA","Jefferson","33","45 to 64 Years","Female","6419","422","3442","885","719","601","350","1670","(41.1313909115, -79.0010181419)"
"2016-01-01T00:00:00.000","42069","Northeast","Lackawanna County WDA","Lackawanna","35","35 to 44 Years","Female","12283","916","3244","2172","1367","2734","1850","5951","(41.4391006428, -75.6121834524)"
"2014-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Male","70719","3155","17628","11609","7596","17722","13009","38327","(40.4673554298, -79.9861984282)"
"2012-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","45 to 64 Years","Male","25279","1727","10503","4924","2586","3557","1982","8125","(40.6834924548, -80.3510735648)"
"2015-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","45 to 64 Years","Female","99233","3724","30301","17088","10117","22978","15025","48120","(40.335011331, -75.1129124111)"
"2010-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","35 to 44 Years","Female","28772","3080","9933","5629","3106","4954","2070","10130","(40.4193963513, -75.9307732705)"
"2012-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","25 to 34 Years","Male","4818","504","1592","881","506","945","390","1841","(40.6529549748, -79.0933349286)"
"2013-01-01T00:00:00.000","42005","Southwest","Tri-County WDA","Armstrong","03","25 to 34 Years","Female","3546","142","1076","736","600","736","256","1592","(40.8150952555, -79.4731689893)"
"2010-01-01T00:00:00.000","42011","Lehigh Valley","Berks County WDA","Berks","06","25 to 34 Years","Female","23123","2821","6024","4718","2250","5491","1819","9560","(40.4193963513, -75.9307732705)"
"2013-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Male","812","75","478","101","71","72","15","158","(39.9248751086, -78.1148504535)"
"2012-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","45 to 64 Years","Female","13129","1179","6607","1903","1075","1482","883","3440","(41.6854690692, -80.1132108295)"
"2013-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","45 to 64 Years","Female","15043","1292","6486","2637","1286","1919","1423","4628","(39.8720956503, -77.2222427076)"
"2011-01-01T00:00:00.000","42087","Central","Central WDA","Mifflin","44","35 to 44 Years","Male","2999","364","1544","390","360","223","118","701","(40.6127492804, -77.6200308901)"
"2016-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","45 to 64 Years","Male","1249","231","597","210","77","78","56","211","(41.5135787577, -79.2378099483)"
"2013-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Male","32981","2511","9649","5153","2777","7248","5643","15668","(39.9165786652, -75.4062771212)"
"2016-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","35 to 44 Years","Male","2642","362","1323","472","142","246","97","485","(39.8548039342, -80.2294381655)"
"2016-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","35 to 44 Years","Female","7375","292","2524","1333","1250","1224","752","3226","(40.4855502384, -78.349076871)"
"2014-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","45 to 64 Years","Female","5367","436","2600","757","458","653","463","1574","(41.1927912877, -79.4248360769)"
"2016-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","35 to 44 Years","Male","6254","638","2358","1041","649","1103","465","2217","(41.302377765, -80.2600941079)"
"2012-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","35 to 44 Years","Male","41075","1859","12539","7758","2764","9841","6314","18919","(40.335011331, -75.1129124111)"
"2014-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","25 to 34 Years","Female","4715","567","1314","901","422","1104","407","1933","(41.6854690692, -80.1132108295)"
"2014-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Male","3095","308","1504","499","403","321","60","784","(40.0073753643, -78.4911647381)"
"2012-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","45 to 64 Years","Female","9917","1027","4344","2008","1043","904","591","2538","(40.9193670081, -75.7110703866)"
"2012-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","25 to 34 Years","Female","3202","251","1190","529","444","550","238","1232","(41.7911781401, -76.5182562384)"
"2016-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Male","6420","525","2668","1087","771","940","429","2140","(41.3445979226, -77.069424568)"
"2013-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","45 to 64 Years","Male","73699","4624","24369","12824","4732","15113","12037","31882","(39.9165786652, -75.4062771212)"
"2014-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","25 to 34 Years","Male","3453","230","1610","649","467","400","97","964","(40.9193670081, -75.7110703866)"
"2015-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","25 to 34 Years","Female","7827","786","2180","1925","987","1213","736","2936","(40.3675970024, -76.4618257486)"
"2013-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","25 to 34 Years","Female","1921","191","562","358","232","429","149","810","(41.1927912877, -79.4248360769)"
"2016-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","45 to 64 Years","Female","9273","634","4447","1409","861","1271","651","2783","(41.0491208559, -76.4100217975)"
"2012-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","45 to 64 Years","Female","6030","393","3000","1002","632","505","498","1635","(41.810370736, -78.5712201998)"
"2013-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Female","8599","569","3550","1808","1159","1002","511","2672","(39.919447803, -79.6518963464)"
"2010-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","45 to 64 Years","Male","2051","337","1093","303","74","141","103","318","(39.9248751086, -78.1148504535)"
"2013-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Male","3386","426","1836","594","267","192","71","530","(40.4161050032, -77.9827661036)"
"2011-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","35 to 44 Years","Female","12979","534","3034","2190","1726","3781","1714","7221","(40.9108318483, -79.9171177889)"
"2010-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","25 to 34 Years","Male","16410","1495","7043","2705","1126","2975","1066","5167","(41.9941378702, -80.0407591036)"
"2010-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","45 to 64 Years","Male","64703","9692","26546","9022","3421","10072","5950","19443","(40.0459079619, -76.2513876838)"
"2011-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","45 to 64 Years","Female","15803","879","5899","2326","1264","2812","2623","6699","(40.9193135008, -77.8250011212)"
"2015-01-01T00:00:00.000","42051","Southwest","Westmoreland-Fayette Counties WDA","Fayette","26","35 to 44 Years","Male","8264","809","4014","1331","876","948","286","2110","(39.919447803, -79.6518963464)"
"2011-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Female","771","76","335","140","133","43","44","220","(39.9248751086, -78.1148504535)"
"2010-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","45 to 64 Years","Male","11863","1322","6649","1378","845","1067","602","2514","(41.0004290024, -78.4755834299)"
"2013-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Male","18744","1880","6197","4600","1792","3423","852","6067","(41.1783643884, -75.991996098)"
"2016-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","35 to 44 Years","Female","5138","301","1523","1125","673","984","532","2189","(40.9932503514, -80.3375411446)"
"2010-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","35 to 44 Years","Male","17606","1498","7548","3129","1245","3000","1186","5431","(41.9941378702, -80.0407591036)"
"2011-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","45 to 64 Years","Female","2096","306","1103","294","150","134","109","393","(39.9248751086, -78.1148504535)"
"2016-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","35 to 44 Years","Male","22179","2243","6658","3668","2198","4840","2572","9610","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","35 to 44 Years","Male","4460","248","2172","823","488","448","281","1217","(40.9193670081, -75.7110703866)"
"2015-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","45 to 64 Years","Female","4870","218","2364","729","650","567","342","1559","(41.4281941606, -78.6494771322)"
"2013-01-01T00:00:00.000","42057","Central","Southern Alleghenies WDA","Fulton","29","25 to 34 Years","Female","772","56","298","165","129","73","51","253","(39.9248751086, -78.1148504535)"
"2012-01-01T00:00:00.000","42037","Northeast","Central WDA","Columbia","19","35 to 44 Years","Female","4101","269","1457","827","512","705","331","1548","(41.0491208559, -76.4100217975)"
"2013-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","45 to 64 Years","Male","12499","1393","6056","1953","809","1421","867","3097","(41.6854690692, -80.1132108295)"
"2010-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","35 to 44 Years","Female","7840","317","2203","1155","709","2002","1454","4165","(40.9193135008, -77.8250011212)"
"2015-01-01T00:00:00.000","42031","Northwest","Northwest WDA","Clarion","16","35 to 44 Years","Male","2131","234","906","279","207","379","126","712","(41.1927912877, -79.4248360769)"
"2013-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","45 to 64 Years","Female","5184","524","2588","710","475","526","361","1362","(41.2328627374, -77.6428376046)"
"2012-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","25 to 34 Years","Female","17859","1256","4251","3523","1830","4783","2216","8829","(40.4197463597, -76.7796056802)"
"2011-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","25 to 34 Years","Female","2144","179","729","444","174","448","170","792","(41.810370736, -78.5712201998)"
"2016-01-01T00:00:00.000","42045","Southeast","Delaware County WDA","Delaware","23","35 to 44 Years","Female","34506","1624","7701","5715","3443","9191","6832","19466","(39.9165786652, -75.4062771212)"
"2014-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","35 to 44 Years","Male","16531","1557","5180","2967","1512","3622","1693","6827","(40.4197463597, -76.7796056802)"
"2012-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","25 to 34 Years","Female","2132","116","776","385","421","327","107","855","(40.4161050032, -77.9827661036)"
"2012-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","45 to 64 Years","Female","9375","954","4361","1396","928","1061","675","2664","(41.7911781401, -76.5182562384)"
"2016-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Female","9516","778","2831","1782","1458","1587","1080","4125","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","25 to 34 Years","Female","17451","1393","4615","3797","1858","3841","1947","7646","(41.1783643884, -75.991996098)"
"2011-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","25 to 34 Years","Female","9343","387","1856","1535","1480","3106","979","5565","(40.9108318483, -79.9171177889)"
"2016-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","45 to 64 Years","Male","5088","273","2671","661","613","635","235","1483","(41.4281941606, -78.6494771322)"
"2012-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","35 to 44 Years","Male","2198","196","956","447","264","256","79","599","(41.2328627374, -77.6428376046)"
"2013-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","35 to 44 Years","Female","2567","198","956","548","358","306","201","865","(41.810370736, -78.5712201998)"
"2012-01-01T00:00:00.000","42073","Northwest","West Central WDA","Lawrence","37","45 to 64 Years","Male","12937","1014","6186","2173","1092","1743","729","3564","(40.9932503514, -80.3375411446)"
"2016-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","45 to 64 Years","Female","5981","341","3127","977","574","563","399","1536","(40.4161050032, -77.9827661036)"
"2015-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","25 to 34 Years","Female","28320","1737","4520","4137","1668","10855","5403","17926","(39.9748705566, -75.7562649818)"
"2012-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Female","16760","1125","7635","3043","1637","2320","1000","4957","(41.302377765, -80.2600941079)"
"2014-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Male","21089","1548","10971","2818","1672","2644","1436","5752","(40.4912749067, -78.7189417385)"
"2013-01-01T00:00:00.000","42025","Northeast","Pocono Counties WDA","Carbon","13","45 to 64 Years","Male","10136","1347","4506","1717","937","1099","530","2566","(40.9193670081, -75.7110703866)"
"2010-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","25 to 34 Years","Female","8481","1055","2672","1628","845","1605","676","3126","(39.9278619704, -77.7239884483)"
"2013-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","45 to 64 Years","Female","16776","1127","7648","2898","1648","2331","1124","5103","(41.302377765, -80.2600941079)"
"2013-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Male","21381","1597","11260","3047","1521","2645","1311","5477","(40.4912749067, -78.7189417385)"
"2010-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","45 to 64 Years","Male","16034","1756","6547","2796","1847","2016","1072","4935","(41.3445979226, -77.069424568)"
"2011-01-01T00:00:00.000","42081","Northeast","Central WDA","Lycoming","41","35 to 44 Years","Male","6944","851","2696","1239","885","890","383","2158","(41.3445979226, -77.069424568)"
"2014-01-01T00:00:00.000","42053","Northwest","Northwest WDA","Forest","27","35 to 44 Years","Female","263","33","103","32","44","44","7","95","(41.5135787577, -79.2378099483)"
"2014-01-01T00:00:00.000","42059","Southwest","Southwest Corner WDA","Greene","30","25 to 34 Years","Female","1949","116","785","284","293","269","202","764","(39.8548039342, -80.2294381655)"
"2015-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","35 to 44 Years","Male","4764","527","2157","887","316","636","241","1193","(41.6854690692, -80.1132108295)"
"2011-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","25 to 34 Years","Male","9073","413","3229","2047","1147","1738","499","3384","(40.6834924548, -80.3510735648)"
"2011-01-01T00:00:00.000","42071","Southeast","Lancaster County WDA","Lancaster","36","35 to 44 Years","Male","32064","4530","12610","4727","1834","5809","2554","10197","(40.0459079619, -76.2513876838)"
"2015-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Male","5971","674","2439","1022","633","812","391","1836","(39.8720956503, -77.2222427076)"
"2016-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","25 to 34 Years","Female","5232","437","1761","900","613","1161","360","2134","(39.8720956503, -77.2222427076)"
"2012-01-01T00:00:00.000","42061","Central","Southern Alleghenies WDA","Huntingdon","31","35 to 44 Years","Male","3556","399","2016","469","164","387","121","672","(40.4161050032, -77.9827661036)"
"2013-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","25 to 34 Years","Female","9219","417","2080","2150","1478","2209","885","4572","(40.6834924548, -80.3510735648)"
"2011-01-01T00:00:00.000","42083","Northwest","North Central WDA","McKean","42","25 to 34 Years","Male","2644","319","1183","591","204","276","71","551","(41.810370736, -78.5712201998)"
"2010-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","45 to 64 Years","Female","18198","1142","9653","2773","1775","1935","920","4630","(40.4855502384, -78.349076871)"
"2010-01-01T00:00:00.000","42075","Lehigh Valley","South Central WDA","Lebanon","38","45 to 64 Years","Male","17575","2294","8339","2535","1118","1890","1399","4407","(40.3675970024, -76.4618257486)"
"2012-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Male","167006","8467","54517","28608","14495","35042","25877","75414","(40.4673554298, -79.9861984282)"
"2010-01-01T00:00:00.000","42041","Central","South Central WDA","Cumberland","21","35 to 44 Years","Female","15305","830","4402","2673","1510","3998","1892","7400","(40.167598388, -77.268662705)"
"2015-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","25 to 34 Years","Male","9674","693","3029","2045","1274","1996","637","3907","(40.6834924548, -80.3510735648)"
"2011-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Female","2004","172","679","403","234","424","92","750","(41.2328627374, -77.6428376046)"
"2012-01-01T00:00:00.000","42013","Southwest","Southern Alleghenies WDA","Blair","07","25 to 34 Years","Female","7184","404","2416","1466","823","1616","459","2898","(40.4855502384, -78.349076871)"
"2014-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","35 to 44 Years","Female","71716","2518","13813","12251","9020","19112","15002","43134","(40.4673554298, -79.9861984282)"
"2011-01-01T00:00:00.000","42063","Southwest","Tri-County WDA","Indiana","32","45 to 64 Years","Male","11916","1201","5917","1609","895","1410","884","3189","(40.6529549748, -79.0933349286)"
"2010-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","45 to 64 Years","Female","47377","4869","16800","8226","4626","7623","5233","17482","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Male","9939","452","2298","1440","759","3104","1886","5749","(40.9193135008, -77.8250011212)"
"2016-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","25 to 34 Years","Female","2346","280","719","499","326","267","255","848","(40.0073753643, -78.4911647381)"
"2011-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Female","4142","251","1359","965","539","710","318","1567","(41.0004290024, -78.4755834299)"
"2013-01-01T00:00:00.000","42015","Northeast","Northern Tier WDA","Bradford","08","45 to 64 Years","Female","9499","904","4386","1430","936","1149","694","2779","(41.7911781401, -76.5182562384)"
"2013-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Female","6413","627","2302","1225","812","867","580","2259","(39.8720956503, -77.2222427076)"
"2013-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","25 to 34 Years","Female","7116","357","1900","1423","1233","1519","684","3436","(40.4912749067, -78.7189417385)"
"2014-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","45 to 64 Years","Female","3414","384","1887","444","248","261","190","699","(40.5343300836, -77.405775001)"
"2014-01-01T00:00:00.000","42007","Southwest","Southwest Corner WDA","Beaver","04","25 to 34 Years","Female","9389","423","1936","2333","1440","2390","867","4697","(40.6834924548, -80.3510735648)"
"2012-01-01T00:00:00.000","42079","Northeast","Luzerne-Schuylkill Counties WDA","Luzerne","40","45 to 64 Years","Female","45848","3991","18242","9381","4771","5508","3955","14234","(41.1783643884, -75.991996098)"
"2012-01-01T00:00:00.000","42017","Southeast","Bucks County WDA","Bucks","09","25 to 34 Years","Male","33304","1861","9761","8123","1972","8541","3046","13559","(40.335011331, -75.1129124111)"
"2016-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","35 to 44 Years","Female","2106","255","661","357","378","314","141","833","(41.2328627374, -77.6428376046)"
"2010-01-01T00:00:00.000","42029","Southeast","Chester County WDA","Chester","15","45 to 64 Years","Female","69641","3564","17985","11580","5502","19009","12001","36512","(39.9748705566, -75.7562649818)"
"2012-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","35 to 44 Years","Female","7644","322","2113","935","784","1955","1535","4274","(40.9193135008, -77.8250011212)"
"2012-01-01T00:00:00.000","42055","Central","South Central WDA","Franklin","28","35 to 44 Years","Male","9870","1138","4848","1592","631","1206","455","2292","(39.9278619704, -77.7239884483)"
"2012-01-01T00:00:00.000","42039","Northwest","Northwest WDA","Crawford","20","25 to 34 Years","Male","4449","729","1642","731","416","656","275","1347","(41.6854690692, -80.1132108295)"
"2014-01-01T00:00:00.000","42027","Northwest","Central WDA","Centre","14","25 to 34 Years","Male","11057","520","2654","1390","1199","2939","2355","6493","(40.9193135008, -77.8250011212)"
"2013-01-01T00:00:00.000","42043","Central","South Central WDA","Dauphin","22","25 to 34 Years","Male","17455","1812","5081","3499","1326","3958","1779","7063","(40.4197463597, -76.7796056802)"
"2015-01-01T00:00:00.000","42047","Northwest","North Central WDA","Elk","24","25 to 34 Years","Female","1415","32","599","298","164","223","99","486","(41.4281941606, -78.6494771322)"
"2012-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","45 to 64 Years","Male","7304","913","4145","907","465","578","296","1339","(40.0073753643, -78.4911647381)"
"2016-01-01T00:00:00.000","42021","Southwest","Southern Alleghenies WDA","Cambria","11","45 to 64 Years","Female","19983","1187","9540","3080","2254","2428","1494","6176","(40.4912749067, -78.7189417385)"
"2015-01-01T00:00:00.000","42049","Northwest","Northwest WDA","Erie","25","45 to 64 Years","Male","38026","3372","16537","5900","2930","5875","3412","12217","(41.9941378702, -80.0407591036)"
"2010-01-01T00:00:00.000","42033","Northwest","North Central WDA","Clearfield","17","25 to 34 Years","Female","4151","246","1530","897","471","749","258","1478","(41.0004290024, -78.4755834299)"
"2014-01-01T00:00:00.000","42009","Southwest","Southern Alleghenies WDA","Bedford","05","35 to 44 Years","Female","3013","252","1285","598","397","373","108","878","(40.0073753643, -78.4911647381)"
"2014-01-01T00:00:00.000","42019","Southwest","Tri-County WDA","Butler","10","35 to 44 Years","Male","11485","552","3610","1639","1213","3025","1446","5684","(40.9108318483, -79.9171177889)"
"2016-01-01T00:00:00.000","42035","Northeast","Central WDA","Clinton","18","25 to 34 Years","Male","2175","281","979","350","131","291","143","565","(41.2328627374, -77.6428376046)"
"2010-01-01T00:00:00.000","42001","Central","South Central WDA","Adams","01","35 to 44 Years","Female","7138","464","2910","1509","811","930","514","2255","(39.8720956503, -77.2222427076)"
"2011-01-01T00:00:00.000","42077","Lehigh Valley","Lehigh Valley WDA","Lehigh","39","25 to 34 Years","Female","21275","1997","5336","4455","2072","4828","2587","9487","(40.6146479416, -75.6009948118)"
"2010-01-01T00:00:00.000","42085","Northwest","West Central WDA","Mercer","43","35 to 44 Years","Male","7488","960","3199","1152","498","1269","410","2177","(41.302377765, -80.2600941079)"
"2015-01-01T00:00:00.000","42067","Central","South Central WDA","Juniata","34","25 to 34 Years","Female","1303","201","480","196","111","225","90","426","(40.5343300836, -77.405775001)"
"2016-01-01T00:00:00.000","42003","Southwest","Three Rivers WDA","Allegheny","02","45 to 64 Years","Male","164887","8425","51012","27658","15597","36168","26027","77792","(40.4673554298, -79.9861984282)"
