"the_geom","height"
"MULTIPOLYGON (((-111.89492315799998 40.74607989300006, -111.89492470799996 40.74599441600003, -111.89526801399995 40.745998265000026, -111.89526646499996 40.74608374200005, -111.89492315799998 40.74607989300006)))","10.43"
"MULTIPOLYGON (((-111.89525180399994 40.74644543100004, -111.89510833199995 40.74644118700007, -111.89511237699998 40.746313162000035, -111.89525584899997 40.74631740600006, -111.89525180399994 40.74644543100004)))","11.98"
"MULTIPOLYGON (((-111.89506302799998 40.74630220100005, -111.89506246299999 40.74621902400003, -111.89528776999998 40.74621706000005, -111.89528833499998 40.74630023700007, -111.89506302799998 40.74630220100005)))","9.71"
"MULTIPOLYGON (((-111.89486699899999 40.745790717000034, -111.89498629699995 40.74578922100005, -111.89498762299996 40.74589795700007, -111.89486832499995 40.74589945200006, -111.89486699899999 40.745790717000034)))","6.73"
"MULTIPOLYGON (((-111.89473024599994 40.74585879700004, -111.89473047699994 40.74576836500006, -111.89484549499997 40.74577030900008, -111.89484526399997 40.74586074000007, -111.89473024599994 40.74585879700004)))","7.32"
"MULTIPOLYGON (((-111.89550160099998 40.74549247900006, -111.89537623199999 40.74549356400007, -111.89537490199996 40.74536495900003, -111.89550160099998 40.74536495900003, -111.89550160099998 40.74549247900006)))","13.56"
"MULTIPOLYGON (((-111.89518942899997 40.745447615000046, -111.89519083899995 40.74537852200007, -111.89530751499996 40.745379799000034, -111.89530610499999 40.74544889200007, -111.89518942899997 40.745447615000046)))","14.59"
"MULTIPOLYGON (((-111.89517936599998 40.745460120000075, -111.89510180099995 40.745459108000034, -111.89510237199995 40.74539759000004, -111.89507585499996 40.74539729600008, -111.89507559199996 40.745292461000076, -111.89517789099995 40.745293513000036, -111.89517936599998 40.745460120000075)))","11.36"
"MULTIPOLYGON (((-111.89553979299995 40.74439155400006, -111.89553960299997 40.744328651000046, -111.89565963299998 40.74432765000006, -111.89565982299996 40.74439055400006, -111.89553979299995 40.74439155400006)))","14.84"
"MULTIPOLYGON (((-111.89414000499994 40.744558604000076, -111.89413946599996 40.744511997000075, -111.89430836999998 40.74451239200005, -111.89430887799996 40.74455657200008, -111.89430887799996 40.744558321000056, -111.89430351399994 40.744558330000075, -111.89414000499994 40.744558604000076)))","12.65"
"MULTIPOLYGON (((-111.89413946599996 40.744511997000075, -111.89413921399995 40.744490281000026, -111.89413896299999 40.744468565000034, -111.89430788399994 40.744470093000075, -111.89430812699999 40.74449124200004, -111.89430836999998 40.74451239200005, -111.89413946599996 40.744511997000075)))","12.6"
"MULTIPOLYGON (((-111.89413896299999 40.744468565000034, -111.89413871199997 40.74444682700005, -111.89413845999998 40.74442508900006, -111.89430736699995 40.74442508900006, -111.89430762599994 40.74444759100004, -111.89430788399994 40.744470093000075, -111.89413896299999 40.744468565000034)))","12.57"
"MULTIPOLYGON (((-111.89413845999998 40.74442508900006, -111.89413822599994 40.744404802000076, -111.89413799099998 40.744384515000036, -111.89430690499995 40.74438486900005, -111.89430713599995 40.74440497900008, -111.89430736699995 40.74442508900006, -111.89413845999998 40.74442508900006)))","12.55"
"MULTIPOLYGON (((-111.89413799099998 40.744384515000036, -111.89413773899999 40.74436276700004, -111.89413748799996 40.744341020000036, -111.89430637699996 40.74433891000007, -111.89430664099996 40.74436189000005, -111.89430690499995 40.74438486900005, -111.89413799099998 40.744384515000036)))","12.55"
"MULTIPOLYGON (((-111.89413748799996 40.744341020000036, -111.89413721799997 40.74431771900004, -111.89413694799998 40.74429441900003, -111.89430586099996 40.74429407300005, -111.89430611899996 40.74431649200005, -111.89430637699996 40.74433891000007, -111.89413748799996 40.744341020000036)))","12.55"
"MULTIPOLYGON (((-111.89413694799998 40.74429441900003, -111.89413670099998 40.74427300800005, -111.89413645299999 40.74425159700007, -111.894305353 40.74424980500004, -111.89430560699998 40.74427193900004, -111.89430586099996 40.74429407300005, -111.89413694799998 40.74429441900003)))","12.56"
"MULTIPOLYGON (((-111.89413645299999 40.74425159700007, -111.89413622899997 40.744232253000064, -111.89413600499995 40.744212910000044, -111.89430489399996 40.744209847000036, -111.89430512299998 40.74422982600004, -111.894305353 40.74424980500004, -111.89413645299999 40.74425159700007)))","12.57"
"MULTIPOLYGON (((-111.89413600499995 40.744212910000044, -111.89413574199995 40.74419017900004, -111.89413547899994 40.74416744800004, -111.89430440299998 40.74416712500005, -111.89430464799995 40.74418848600004, -111.89430489399996 40.744209847000036, -111.89413600499995 40.744212910000044)))","12.57"
"MULTIPOLYGON (((-111.89413547899994 40.74416744800004, -111.89413521399996 40.74414447300006, -111.89413494799999 40.74412149800003, -111.894303886 40.74412214400007, -111.89430414399999 40.744144635000055, -111.89430440299998 40.74416712500005, -111.89413547899994 40.74416744800004)))","12.59"
"MULTIPOLYGON (((-111.89413494799999 40.74412149800003, -111.89413468599997 40.744098902000076, -111.89413442499995 40.74407630700006, -111.89430333799999 40.74407447900006, -111.894303612 40.74409831100007, -111.894303886 40.74412214400007, -111.89413494799999 40.74412149800003)))","12.61"
"MULTIPOLYGON (((-111.89413442499995 40.74407630700006, -111.89413418699996 40.74405577200003, -111.89413394999997 40.74403523600006, -111.89430287399995 40.744034130000045, -111.89430310599994 40.74405430400004, -111.89430333799999 40.74407447900006, -111.89413442499995 40.74407630700006)))","12.62"
"MULTIPOLYGON (((-111.89413394999997 40.74403523600006, -111.89413368399994 40.74401224500008, -111.89413341799997 40.74398925500003, -111.89430236199996 40.74398959300004, -111.89430261799998 40.744011862000036, -111.89430287399995 40.744034130000045, -111.89413394999997 40.74403523600006)))","12.65"
"MULTIPOLYGON (((-111.89413341799997 40.74398925500003, -111.89413319699997 40.74397013500004, -111.89413297499999 40.74395101600004, -111.89430189099996 40.74394860800004, -111.89430212699995 40.74396910100006, -111.89430236199996 40.74398959300004, -111.89413341799997 40.74398925500003)))","12.72"
"MULTIPOLYGON (((-111.89413297499999 40.74395101600004, -111.89413269999994 40.74392724300003, -111.89413242499995 40.74390347000008, -111.89430137999994 40.74390412800006, -111.89430163599997 40.743926368000075, -111.89430189099996 40.74394860800004, -111.89413297499999 40.74395101600004)))","12.76"
"MULTIPOLYGON (((-111.89413242499995 40.74390347000008, -111.89413185199999 40.74385395100006, -111.89430078899996 40.743852642000036, -111.89430137999994 40.74390412800006, -111.89413242499995 40.74390347000008)))","12.85"
"MULTIPOLYGON (((-111.89465499199997 40.74440142700007, -111.89471308699996 40.74440174800004, -111.89471816399998 40.74440177600008, -111.89471311499994 40.74453225900004, -111.89471184099995 40.744532252000056, -111.89465374599996 40.74453193100004, -111.89465416199994 40.74448843000005, -111.89465499199997 40.74440142700007)))","12.68"
"MULTIPOLYGON (((-111.89471816399998 40.74440177600008, -111.89477118099995 40.744402069000046, -111.894771618 40.744402071000025, -111.89477053799999 40.74453257600004, -111.89476993499994 40.74453257300007, -111.89471311499994 40.74453225900004, -111.89471816399998 40.74440177600008)))","12.67"
"MULTIPOLYGON (((-111.894771618 40.744402071000025, -111.89479919099995 40.744402224000055, -111.89482676399996 40.74440237600004, -111.89482731199996 40.74453289000007, -111.89479892499998 40.74453273300003, -111.89477053799999 40.74453257600004, -111.894771618 40.744402071000025)))","12.67"
"MULTIPOLYGON (((-111.89482676399996 40.74440237600004, -111.89482927499995 40.74440239000006, -111.89488766599999 40.744402712000074, -111.89488714099997 40.74453322000005, -111.89482802899994 40.74453289400003, -111.89482731199996 40.74453289000007, -111.89482676399996 40.74440237600004)))","12.67"
"MULTIPOLYGON (((-111.89488766599999 40.744402712000074, -111.89491580299995 40.744402867000076, -111.89494394099995 40.744403023000075, -111.894943421 40.744533531000066, -111.89491528099995 40.74453337600005, -111.89488714099997 40.74453322000005, -111.89488766599999 40.744402712000074)))","12.67"
"MULTIPOLYGON (((-111.89494394099995 40.744403023000075, -111.89494546299994 40.74440303100005, -111.89500127699995 40.74440333900003, -111.89500317999995 40.74453386100004, -111.89500231199997 40.74453385600003, -111.89494421799998 40.74453353500007, -111.894943421 40.744533531000066, -111.89494394099995 40.744403023000075)))","12.71"
"MULTIPOLYGON (((-111.89500127699995 40.74440333900003, -111.89500355799998 40.74440335200006, -111.89506000499995 40.74440366300007, -111.89505765099995 40.74453416100005, -111.89503041599994 40.74453401100004, -111.89500317999995 40.74453386100004, -111.89500127699995 40.74440333900003)))","12.78"
"MULTIPOLYGON (((-111.89506000499995 40.74440366300007, -111.89506165199998 40.74440367200003, -111.89511974599998 40.74440399300005, -111.89511933099999 40.74444749400004, -111.89511850099996 40.744534497000075, -111.89506040699996 40.74453417700005, -111.89505765099995 40.74453416100005, -111.89506000499995 40.74440366300007)))","12.93"
"MULTIPOLYGON (((-111.89547109299997 40.74403213100004, -111.89534765999998 40.74403054300007, -111.89535039899995 40.74387209200006, -111.89547383099995 40.743873680000036, -111.89547109299997 40.74403213100004)))","12.28"
"MULTIPOLYGON (((-111.89563708499998 40.744001172000026, -111.89553242099998 40.74399792100007, -111.89553586099998 40.74388208900007, -111.89564052499998 40.743885341000066, -111.89563708499998 40.744001172000026)))","11.15"
"MULTIPOLYGON (((-111.89512057099995 40.74345958200007, -111.89523308300001 40.74346251700007, -111.89523030399994 40.74360475900005, -111.89511779199995 40.74360182400005, -111.89512057099995 40.74345958200007)))","12.51"
"MULTIPOLYGON (((-111.89454716699998 40.74350218700005, -111.89443454699995 40.743499314000076, -111.89443835599997 40.74329916600004, -111.89455097599995 40.74330203900007, -111.89454716699998 40.74350218700005)))","9.97"
"MULTIPOLYGON (((-111.89410413799999 40.74347340600008, -111.89410630099998 40.74340638500007, -111.89429148299996 40.743410468000036, -111.89428931999998 40.74347748900004, -111.89410413799999 40.74347340600008)))","11.26"
"MULTIPOLYGON (((-111.89414168599995 40.74361065100004, -111.89414093399995 40.743534589000035, -111.894320645 40.74353269000005, -111.89432139799999 40.743608753000046, -111.89414168599995 40.74361065100004)))","9.76"
"MULTIPOLYGON (((-111.89409636199997 40.74313514800008, -111.89409559599994 40.74307317700004, -111.89428737499998 40.74307017500007, -111.894288142 40.74313214600005, -111.89409636199997 40.74313514800008)))","10.01"
"MULTIPOLYGON (((-111.89410190099994 40.743239403000075, -111.89410088899996 40.743163579000054, -111.89432318599995 40.74316063900005, -111.89432318599995 40.74323646400006, -111.89410190099994 40.743239403000075)))","10.4"
"MULTIPOLYGON (((-111.89476853599996 40.743129768000074, -111.89467462399995 40.74312840400006, -111.89467698199996 40.74298210300003, -111.89477089399998 40.742983467000045, -111.89476853599996 40.743129768000074)))","10.57"
"MULTIPOLYGON (((-111.89527029799996 40.74298379200008, -111.89534798599999 40.74298303300003, -111.89534858799999 40.74306229500007, -111.89527089999996 40.74306305400006, -111.89527029799996 40.74298379200008)))","7.38"
"MULTIPOLYGON (((-111.89550920799996 40.743086531000074, -111.89539119099999 40.74308427300008, -111.89539274999998 40.74298774500005, -111.89551076699996 40.742990003000045, -111.89550920799996 40.743086531000074)))","11.04"
"MULTIPOLYGON (((-111.89561678199999 40.743100242000025, -111.89551884899998 40.74309767200003, -111.89552127799999 40.74299099800004, -111.89561921099994 40.74299356800003, -111.89561678199999 40.743100242000025)))","9.95"
"MULTIPOLYGON (((-111.89574402099998 40.74311358400007, -111.89563266899995 40.74311066900003, -111.89563543399998 40.74297350900008, -111.89574678599996 40.74297642500005, -111.89574402099998 40.74311358400007)))","10.59"
"MULTIPOLYGON (((-111.89475274799997 40.742732999000054, -111.89475126699995 40.74259559700005, -111.89487086199995 40.742595350000045, -111.89487269299997 40.74273196300004, -111.89475274799997 40.742732999000054)))","12.32"
"MULTIPOLYGON (((-111.89487269299997 40.74273196300004, -111.89487086199995 40.742595350000045, -111.89497479299996 40.742595135000045, -111.89497671399994 40.742731065000044, -111.89487269299997 40.74273196300004)))","11.18"
"MULTIPOLYGON (((-111.895332398 40.74267148000007, -111.895242871 40.74267148000007, -111.895242871 40.74259704200006, -111.89533347799994 40.74259704200006, -111.895332398 40.74267148000007)))","9.52"
"MULTIPOLYGON (((-111.894666999 40.74271267800003, -111.89455310099999 40.742709681000065, -111.89455595599998 40.74256236100007, -111.89466985499996 40.742565357000046, -111.894666999 40.74271267800003)))","11.27"
"MULTIPOLYGON (((-111.89414374199998 40.742405491000056, -111.89414346999996 40.74233332100005, -111.89424253299995 40.74233356800005, -111.89424280499999 40.74240573800006, -111.89414374199998 40.742405491000056)))","10.87"
"MULTIPOLYGON (((-111.89511972599996 40.74146028900003, -111.89497866599999 40.74146193200005, -111.89497756899999 40.741321464000066, -111.89492042399996 40.741322701000065, -111.89492094199994 40.74127301800007, -111.89519076899995 40.74127431200003, -111.89519283799996 40.741425880000065, -111.89511972599996 40.74142713900005, -111.89511972599996 40.74146028900003)))","13.45"
"MULTIPOLYGON (((-111.89518968899995 40.74119521500006, -111.89519076899995 40.74127431200003, -111.89492094199994 40.74127301800007, -111.89465738699994 40.741271754000024, -111.89465642799996 40.74120142700008, -111.89518968899995 40.74119521500006)))","13.4"
"MULTIPOLYGON (((-111.894142236 40.740440757000044, -111.89414107799996 40.740327646000026, -111.89435547499994 40.74032572400006, -111.89435547499994 40.74043883500008, -111.894142236 40.740440757000044)))","14.19"
"MULTIPOLYGON (((-111.89466562899997 40.73964781400008, -111.89503709899999 40.73964495100006, -111.89503495199995 40.73976697900008, -111.89494994499995 40.73976807100007, -111.89466331299997 40.739771752000024, -111.89466562899997 40.73964781400008)))","8.11"
"MULTIPOLYGON (((-111.89466188799997 40.73984801000006, -111.89466331299997 40.739771752000024, -111.89494994499995 40.73976807100007, -111.89494855399994 40.73985129000005, -111.89466188799997 40.73984801000006)))","8.08"
"MULTIPOLYGON (((-111.89412997699998 40.739437493000025, -111.89412907399998 40.73935416300003, -111.89438210799995 40.739351283000076, -111.89438210799995 40.73943461300007, -111.89412997699998 40.739437493000025)))","10.43"
