"city","country","county","countyfips","id","latitude","lines","longitude","max_infer","max_volt","min_infer","min_volt","naics_code","naics_desc","name","objectid","source","sourcedate","state","status","type","val_date","val_method","zip","point"
"ST GEORGE","USA","WASHINGTON","49053","206311","37.1173388940001","1","-113.623265277","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","HALFWAY","54583","IMAGERY","2019-05-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-05-02T00:00:00.000Z","IMAGERY","84770","POINT (-113.62326527699996 37.11733889400005)"
"DELTA","USA","MILLARD","49027","208947","39.371518016","3","-112.569054556","Y","128","Y","128","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208851","57202","IMAGERY","2018-04-12T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-12T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.56905455599997 39.371518016000024)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201572","40.7583722270001","28","-112.006095235","N","345","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TERMINAL","49956","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84104","POINT (-112.00609523499998 40.75837222700005)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208053","40.6620961580001","2","-112.082348285","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208007","56312","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08234828499997 40.662096158000054)"
"KAYSVILLE","USA","DAVIS","49011","201787","41.0379892500001","3","-111.952869819","Y","230","Y","161","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201787","50166","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84037","POINT (-111.95286981899994 41.03798925000006)"
"WEST VALLEY CITY","USA","SALT LAKE","49035","201730","40.681560549","1","-112.076732884","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201730","50113","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84128","POINT (-112.076732884 40.68156054900004)"
"NOT AVAILABLE","USA","SEVIER","49041","207492","38.845809021","3","-111.978852697","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207476","55753","IMAGERY","2017-12-04T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-04T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.97885269699998 38.845809021000036)"
"NOT AVAILABLE","USA","TOOELE","49045","206147","40.7277215880001","3","-113.143012988","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206147","54428","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.14301298799995 40.72772158800006)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208046","40.664609344","1","-112.07774272","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208000","56305","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.07774271999995 40.66460934400004)"
"NOT AVAILABLE","USA","SALT LAKE","49035","207998","40.5636659690001","3","-112.085270766","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207952","56257","IMAGERY","2018-02-14T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08527076599995 40.56366596900006)"
"NOT AVAILABLE","USA","WAYNE","49055","207480","38.2885255580001","1","-111.431942947","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207465","55741","IMAGERY","2017-10-17T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-10-17T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.431942947 38.28852555800005)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208051","40.664417084","3","-112.086230733","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208005","56310","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08623073299998 40.66441708400004)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201907","40.755952037","3","-111.887347342","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","6TH SOUTH","50279","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84111","POINT (-111.88734734199994 40.75595203700004)"
"NOT AVAILABLE","USA","CACHE","49005","208071","41.8445748570001","3","-112.001983129","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208024","56330","IMAGERY","2018-03-09T00:00:00.000Z","UT","IN SERVICE","TAP","2018-03-09T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.00198312899992 41.84457485700006)"
"CROYDON","USA","MORGAN","49029","209591","41.0632185060001","2","-111.518368738","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209591","57841","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.518368738 41.06321850600005)"
"NOT AVAILABLE","USA","DAVIS","49011","201949","41.124696424","2","-112.016625397","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201949","50318","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84056","POINT (-112.01662539699998 41.12469642400002)"
"SALT LAKE CITY","USA","SALT LAKE","49035","206705","40.8200795970001","1","-111.925034512","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206705","54968","IMAGERY","2016-12-05T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-05T00:00:00.000Z","IMAGERY","84116","POINT (-111.92503451199998 40.82007959700007)"
"SPANISH FORK","USA","UTAH","49049","205507","40.1092276360001","1","-111.657310561","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205507","53800","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-29T00:00:00.000Z","IMAGERY","84660","POINT (-111.65731056099997 40.10922763600007)"
"NOT AVAILABLE","USA","CACHE","49005","206461","41.6325501370001","2","-111.810619932","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206461","54732","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84321","POINT (-111.81061993199995 41.63255013700006)"
"NOT AVAILABLE","USA","UINTAH","49047","202533","40.566509325","3","-109.386536942","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202533","50883","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84078","POINT (-109.38653694199998 40.56650932500001)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208009","40.5048629880001","1","-112.138836192","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207963","56268","IMAGERY","2018-02-20T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-20T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.13883619199999 40.50486298800007)"
"ST GEORGE","USA","WASHINGTON","49053","206623","37.1138945320001","1","-113.56573079","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206623","54887","IMAGERY","2016-09-21T00:00:00.000Z","UT","IN SERVICE","TAP","2016-09-21T00:00:00.000Z","IMAGERY","84770","POINT (-113.56573078999998 37.113894532000074)"
"MORGAN","USA","MORGAN","49029","209586","41.0564704330001","3","-111.679209939","Y","345","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209586","57836","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.67920993899999 41.056470433000065)"
"PROVO","USA","UTAH","49049","205488","40.21603665","2","-111.638410276","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205488","53781","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-29T00:00:00.000Z","IMAGERY","84606","POINT (-111.63841027599995 40.21603665000003)"
"SPANISH FORK","USA","UTAH","49049","205508","40.0998165010001","3","-111.613765159","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205508","53801","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-29T00:00:00.000Z","IMAGERY","84660","POINT (-111.61376515899997 40.09981650100007)"
"ROOSEVELT","USA","DUCHESNE","49013","208956","40.332217551","3","-110.030389968","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208860","57211","IMAGERY","2018-04-16T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.03038996799997 40.332217551000035)"
"NOT AVAILABLE","USA","CACHE","49005","206391","41.8527951200001","3","-111.828815613","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206391","54662","IMAGERY","2015-09-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-26T00:00:00.000Z","IMAGERY","84335","POINT (-111.82881561299996 41.85279512000006)"
"NOT AVAILABLE","USA","CARBON","49007","206740","39.737165895","1","-110.871013644","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206740","55003","IMAGERY","2016-12-16T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-12-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.87101364399994 39.73716589500003)"
"BRIGHAM CITY","USA","BOX ELDER","49003","206680","41.4956522470001","1","-112.010345478","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206680","54943","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84302","POINT (-112.01034547799998 41.495652247000066)"
"SALT LAKE CITY","USA","SALT LAKE","49035","205188","40.754450983","1","-112.001674064","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205188","53494","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-06-29T00:00:00.000Z","IMAGERY","84104","POINT (-112.00167406399999 40.75445098300003)"
"NOT AVAILABLE","USA","WASHINGTON","49053","206782","37.4118887700001","1","-113.645848459","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEAD HEAD","55045","IMAGERY","2017-02-27T00:00:00.000Z","UT","IN SERVICE","DEAD END","2017-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.64584845899996 37.41188877000006)"
"NOT AVAILABLE","USA","SALT LAKE","49035","206155","40.6012180060001","3","-112.097589865","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206155","54436","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-14T00:00:00.000Z","IMAGERY","84006","POINT (-112.09758986499997 40.60121800600007)"
"SANDY","USA","SALT LAKE","49035","205243","40.5882500340001","3","-111.899333015","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205243","53548","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84047","POINT (-111.89933301499998 40.588250034000055)"
"NEPHI","USA","JUAB","49023","209637","39.7217134360001","1","-111.842277875","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","DEAD HEAD","57887","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","DEAD END","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.84227787499998 39.72171343600007)"
"MURRAY","USA","SALT LAKE","49035","201695","40.6344604660001","2","-111.855220837","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","HAMMER","50078","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84121","POINT (-111.85522083699999 40.63446046600006)"
"NOT AVAILABLE","USA","UTAH","49049","207443","40.0763455060001","3","-111.68859315","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207433","55704","IMAGERY","2017-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2017-06-29T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.68859314999997 40.076345506000045)"
"MURRAY","USA","SALT LAKE","49035","201697","40.6565593720001","1","-111.896978718","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201697","50080","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84107","POINT (-111.89697871799996 40.65655937200007)"
"NOT AVAILABLE","USA","UTAH","49049","205415","40.371665482","3","-111.867108465","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205415","53711","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-26T00:00:00.000Z","IMAGERY","84043","POINT (-111.86710846499994 40.371665482000026)"
"NOT AVAILABLE","USA","EMERY","49015","207951","39.266973588","1","-110.339348836","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207905","56210","IMAGERY","2018-01-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-01-26T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.33934883599994 39.26697358800003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","201729","40.52837205","2","-112.098631412","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","LARK","50112","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84096","POINT (-112.09863141199997 40.52837205000002)"
"SALT LAKE CITY","USA","SALT LAKE","49035","206723","40.7782372620001","2","-111.950115543","Y","161","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206723","54986","IMAGERY","2016-12-12T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-12T00:00:00.000Z","IMAGERY","84116","POINT (-111.95011554299998 40.77823726200007)"
"NOT AVAILABLE","USA","SALT LAKE","49035","205181","40.5850675","3","-112.099086088","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","GRINDING","53488","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84006","POINT (-112.09908608799999 40.58506750000003)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201743","40.7975354270001","2","-111.953927222","Y","161","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201743","50126","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84116","POINT (-111.95392722199995 40.79753542700006)"
"SALT LAKE CITY","USA","SALT LAKE","49035","205211","40.7508563700001","3","-111.83659727","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205211","53517","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84108","POINT (-111.83659726999998 40.75085637000006)"
"WASHINGTON","USA","WASHINGTON","49053","206300","37.1068162930001","1","-113.490507825","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206300","54572","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84780","POINT (-113.49050782499995 37.10681629300008)"
"NOT AVAILABLE","USA","UINTA","56041","208973","41.4057251190001","3","-111.038272761","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208877","57228","IMAGERY","2018-04-20T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-20T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.03827276099997 41.40572511900007)"
"NOT AVAILABLE","USA","UINTAH","49047","202520","40.407550981","1","-109.817428513","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202520","50871","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84039","POINT (-109.81742851299998 40.40755098100004)"
"MANTI","USA","SANPETE","49039","206583","39.263917941","3","-111.646528345","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206583","54849","IMAGERY","2016-06-23T00:00:00.000Z","UT","IN SERVICE","TAP","2016-06-23T00:00:00.000Z","IMAGERY","84642","POINT (-111.646528345 39.26391794100004)"
"NOT AVAILABLE","USA","SUMMIT","49043","201470","40.79039944","2","-111.404336056","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201470","49854","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84017","POINT (-111.40433605599998 40.790399440000044)"
"NOT AVAILABLE","USA","WEBER","49057","201353","41.1376871160001","5","-111.885247321","Y","230","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201353","49739","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84403","POINT (-111.88524732099995 41.137687116000045)"
"SPRING LAKE","USA","UTAH","49049","209626","40.0047188670001","3","-111.767788241","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209626","57876","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.76778824099995 40.00471886700007)"
"NEPHI","USA","JUAB","49023","208933","39.722910932","3","-111.841886187","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208837","57188","IMAGERY","2018-04-10T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-10T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.84188618699996 39.72291093200004)"
"CROYDON","USA","MORGAN","49029","209593","41.0625022890001","1","-111.532379004","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209593","57843","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.53237900399995 41.06250228900006)"
"NOT AVAILABLE","USA","SALT LAKE","49035","201531","40.719832635","5","-112.197658849","N","138","N","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201531","49915","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84044","POINT (-112.19765884899999 40.71983263500004)"
"NOT AVAILABLE","USA","WEBER","49057","206688","41.2906360750001","1","-112.000711806","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206688","54951","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84404","POINT (-112.00071180599997 41.29063607500006)"
"SALT LAKE CITY","USA","SALT LAKE","49035","205197","40.748785394","3","-111.958173716","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205197","53503","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84104","POINT (-111.95817371599998 40.74878539400003)"
"FARMINGTON","USA","DAVIS","49011","201314","40.9824140490001","2","-111.891700757","Y","230","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201314","49701","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84025","POINT (-111.89170075699997 40.98241404900006)"
