"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.735853051511 30.266183061214)","105811","0","1","96682","863906","199",,,,"NO_SOURCE",,"SBURZYNSKI","2014-06-06T10:57:55.000Z","SBURZYNSKI","2014-06-06T11:00:06.000Z","DDAVIS","WLR","J22","585X","200546","CITY","CITY","PHYS_INSP","DEM","GPS","3116525.7849","10070119.539","DIG06","SUB-M",,"469.04000854","N","CONCRETE","468.45999146","20","3","F","0","20","22","19","GRADE","21","17","7","NOTPRESENT","50","G3","GOOD","71c7f263-d486-48a5-a519-1240475c2390","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","RODAVILA","2009-06-15T00:00:00.000Z",,"A_060906_0055.jpg","0",,,"2014-07-15T00:00:00.000Z","0",,,,,"1105051","WPD"
"POINT (-97.730888645326 30.265060089134)","105780","0","1","1837839","1989684","12","See detail on SP-2011-0157CT(R1) TIF 22","2017-06-20T00:00:00.000Z","2017","APPLANEL",,"DWARDEN","2018-08-09T14:27:44.000Z","DWARDEN","2018-08-09T16:48:57.000Z",,"WLR","J22","585X","401588","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","493.5","492.42999268","N","NODATA","484.5",,,"N",,"408",,,"NODATA",,,,"PRESENT",,"NODATA","NODATA","efe0ec9f-c8ff-4173-87d7-e6c78e09f00f","ENTERED","2022-03-11T21:12:41.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.73829014899 30.298766117156)","105886","0","1","70875","1890770","15",,"1930-05-01T00:00:00.000Z","1930","SSM",,"RMOELLMER","2009-04-17T00:00:00.000Z","DWARDEN","2018-09-12T10:34:52.000Z","DWARDEN","WLR","J25","555X","632222","CITY","CITY","PHYS_INSP","DEM","GPS","3115480.3146","10081947.142","DIG07","SUB-M",,"577.63000488","N","CONCRETE","575.79998779","36","8","T","6","36","10","26","SAG","33","24","22","NOTPRESENT","80","S3","GOOD","2e69fd53-878d-4bc7-bd1f-12cd6ec75b48","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-22T00:00:00.000Z",,"07052007_2_041.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104879","WPD"
"POINT (-97.749385914696 30.240519745383)","105998","0","1","70930",,"27",,"1935-09-18T00:00:00.000Z","1935","PLANNOEL",,"JAMARTINEZ","2018-05-18T09:03:32.000Z","JAMARTINEZ","2018-05-18T09:03:34.000Z",,"BLU","J20","615N","411458","CITY","CITY","PHYS_INSP","DEM","GPS","3112470.0955","10060689.169","DIG07","SUB-M",,"554.54998779","N","CONCRETE","551.79998779","42","7","F","0","35","13","23","GRADE","30","18","33","NOTPRESENT","50","G3","MARKED","21119322-d5ce-4f0d-a1cf-21b947cf961c","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-10-22T00:00:00.000Z",,"07302007_3_064.jpg","0",,,,"0",,,,,"1105024","WPD"
"POINT (-97.743924115952 30.305700197708)","105521","0","1","70928","2012370","203",,"1974-02-27T00:00:00.000Z","1974","APPLANEL",,"TBARRINGTON","2014-01-08T10:48:08.000Z","MAMARAL","2018-10-17T11:14:53.000Z","DWARDEN","SHL","J25","555S","54637","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3113644.454","10084430.484","DIG07","SUB-M",,"607.59997559","N","CONCRETE","603.90002441","121","4","T","5","126","38","36","GRADE","129","8","37","PRESENT","80","G3R","NOTMARKED","c2a3b861-1ef5-4546-b968-7e31a3759419","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-22T00:00:00.000Z",,"07272007_2_003.jpg","18",,,,"0",,,,,"1105022","WPD"
"POINT (-97.73591649536 30.300199678932)","105967","0","1","224794","1890770","296","inlet capped","1931-12-01T00:00:00.000Z","1931","SSM",,"DLEWIS","2010-02-25T00:00:00.000Z","MAMARAL","2018-04-24T11:45:05.000Z","DWARDEN","WLR","J25","555X","672020","CITY","CITY","NO_SOURCE","SSM","PHYS_INSP",,,"NOGPS","NOGPS",,"599.85998535","N","NODATA","599.61999512",,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","484859db-5efe-4f73-815d-7ae394b2b7c9","ENTERED","2022-03-11T21:12:41.000Z","INACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.744912167175 30.296257929497)","105823","0","1","48939","98908","275",,"1930-09-26T00:00:00.000Z","1930","SSM",,"DLEWIS","2010-08-09T00:00:00.000Z","WPDR_ADMIN","2021-07-23T15:57:37.000Z","DDAVIS","SHL","J24","585A","3179943","CITY","CITY","SSM","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"574.20001221","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","15f7480d-85b8-44ae-9e55-8d9de90e9a06","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.740816319534 30.248391989874)","106045","0","1","70935","2057810","53","Inlet sump is lower than outflow pipe invert.,","1930-08-13T00:00:00.000Z","1930","SSM",,"GDELANO","2016-05-06T13:05:29.000Z","DWARDEN","2019-04-17T18:39:20.000Z","DDAVIS","BLU","J20","615J","499232","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115106.621","10063614.232","DIG07","SUB-M",,"513.66998291","N","CONCRETE","510.08999634","28","7","T","5","28","27","18","GRADE","30","18","43","NOTPRESENT","50","G3","NOTMARKED","28b3e00d-91b5-498b-a05e-dd7b9bcb5663","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-27T00:00:00.000Z",,"07302007_3_082.jpg","0",,,,"0",,,,,"1105029","WPD"
"POINT (-97.729669334502 30.306403963457)","106061","0","1","70871","2115411","205",,"1944-10-10T00:00:00.000Z","1944","PLANNOEL",,"MAMARAL","2018-02-02T11:18:16.000Z","JAMARTINEZ","2019-07-16T09:52:22.000Z","DWARDEN","WLR","J25","555T","716300","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3118138.4369","10084786.089","DIG07","SUB-M",,"622.52001953","N","CONCRETE","621.02001953","28","7","T","5","28","12","20","GRADE","30","24","18","NOTPRESENT","50","G3","GOOD","425a960b-1c8e-48ee-9d39-d8542e291569","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-20T00:00:00.000Z",,"06282007_2_050.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1104875","WPD"
"POINT (-97.732093598972 30.261272515948)","105841","0","1","70983","1094290","26","difficult to measure; obstructed by veg.; photo recollected in 2010","1931-10-17T00:00:00.000Z","1931","SSM",,"EWADSWORTH","2015-03-20T13:18:04.000Z","GDELANO","2015-06-15T12:07:43.000Z","DDAVIS","WLR","J21","615B","1136307","CITY","CITY","PHYS_INSP","DEM","GPS","3117755.8936","10068364.474","DIG07","SUB-M",,"462.8999939","N","CONCRETE","459.8999939","70","4","F","0","54","30",,"GRADE","70","18","36","NOTPRESENT","40","G3","GOOD","5835ffdc-ee76-430d-9306-b21123276ae6","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","SJOHNSON","2008-10-30T00:00:00.000Z",,"10142010_4_019.jpg","0",,,"2014-10-15T00:00:00.000Z","0",,,,,"1104825","WPD"
"POINT (-97.768986325934 30.433447785323)","106099","0","1","1616839","2247570","27","Includes grate.","1998-08-26T00:00:00.000Z","1998","ASBLTEL",,"GDELANO","2018-07-27T16:08:37.000Z","KGALLUSCIO","2021-09-08T15:55:39.000Z","JAMARTINEZ","RAT","H36","464C","3113831","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","56efe1c7-f3c0-45af-9d83-f5aa362e091a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.739062763645 30.265041841735)","106104","0","1","96671","2216530","197","No field evidence","1931-12-18T00:00:00.000Z","1931","SSM",,"JAMARTINEZ","2018-07-11T10:57:15.000Z","GDELANO","2021-05-14T15:41:37.000Z","GDELANO","WLR","J22","585X","5365307","CITY","CITY","PHYS_INSP","DEM","GPS","3115522.8349","10069680.88","DIG06","SUB-M","468.52999878","468.95001221","N","CONCRETE","466.61999512","58","7","T","4","58","29","26","GRADE","59","18","28","NOTPRESENT","50","G3","GOOD","4aa28291-6ce2-45f6-81ab-c68062c2420c","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DLEWIS","2009-06-10T00:00:00.000Z",,"A_060906_0006.jpg",,,,"2014-07-15T00:00:00.000Z","0",,,,,"1104818","WPD"
"POINT (-97.757372051713 30.277536695467)","105805","0","1","96736","2065202","35",,"1937-03-24T00:00:00.000Z","1937","SUPP_INFO",,"PCAMPMAN","2014-07-23T11:42:25.000Z","MAMARAL","2019-02-20T14:22:36.000Z","GDELANO","LBL","H23","584R","203024","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3109638.7287","10074090.413","DIG06","SUB-M",,"524.97998047","N","CONCRETE","519.97998047","59","7","T","10","59","30","18","GRADE","60","18","60","NOTPRESENT","50","G3","GOOD","2a4210b3-b17a-4a91-87df-62ab5482f814","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-06-02T00:00:00.000Z",,"A_060206_0055.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104971","WPD"
"POINT (-97.749355061548 30.267723545795)","105812","0","1","96578","221414","14","Conflict; ppc-1-a-5744 has this as a grate inlet","1931-12-17T00:00:00.000Z","1931","SSM","2006","DLEWIS","2009-05-07T00:00:00.000Z","BCARLILE","2011-08-19T14:48:17.000Z","RODAVILA","SHL","J22","585W","3185244","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"466.39001465","N","NODATA",,,,"N",,"27",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","d47dc8a5-03da-4f2d-a91a-6fcd843d06b3","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.727364675851 30.306667709064)","105797","0","1","557644","1748100","25","Replaced FCurbInlet 75049","1951-04-12T00:00:00.000Z","1951","PLANNOEL",,"DDAVIS","2013-11-27T11:28:02.000Z","MMCDONALD","2017-08-04T13:49:53.000Z",,"WLR","K25","555U","245926","CITY","CITY","PHYS_INSP","DEM","GPS","3118854.4138","10084904.593","DIG07","SUB-M",,"614.79998779","N","CONCRETE","611.58001709","42","8","T","9","27","13","24","GRADE","28","18",,"NOTPRESENT","40","G3","GOOD","0cd604dd-0765-4e4c-8cb7-90ad8de04141","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","PCAMPMAN","2013-11-22T13:32:19.000Z",,"07032007_2_030.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"401312726","WPD"
"POINT (-97.730593069824 30.264508725518)","106035","0","1","70997","1989684","201",,,,"NO_SOURCE","2017","NPULLIAS","2011-03-21T17:09:40.000Z","DWARDEN","2018-08-14T18:12:15.000Z","DDAVIS","WLR","J22","585X","719391","CITY","CITY","PHYS_INSP","DEM","GPS","3118198.8094","10069547.914","DIG07","SUB-M",,"488.70001221","N","CONCRETE","486.02999878","18","7","T","8","22","22","21","SAG","23","17","32","NOTPRESENT","40","S3","NODATA","0437ab07-c9e7-4914-ab2a-5c6d215d722e","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","ALBERT GENE ALLEN JR","2007-08-10T00:00:00.000Z",,"08102007_3_015.jpg","0",,,,"0",,,,,"1104781","WPD"
"POINT (-97.736021543755 30.300026465868)","106088","0","1","70890","1890770","296",,"1945-05-18T00:00:00.000Z","1945","PLANNOEL",,"JHOLDER","2010-07-08T00:00:00.000Z","DWARDEN","2022-01-05T08:31:06.000Z","DWARDEN","WLR","J25","555X","671564","CITY","CITY","PHYS_INSP","DEM","GPS","3116185.227","10082426.317","DIG07","SUB-M",,"598.34997559","N","CONCRETE","596.34997559","26","7","T","3","26","10","20","SAG","30","18","24","NOTPRESENT","50","S3","GOOD","1ab5192e-50df-411d-a6ba-338f55ffe990","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-20T00:00:00.000Z",,"07052007_2_009.jpg","0",,,"2021-10-15T00:00:00.000Z","0",,,,,"1104894","WPD"
"POINT (-97.74251126354 30.2788617888)","105923","0","1","211194","2106466","189",,,,"NO_SOURCE",,"NPULLIAS","2010-01-12T00:00:00.000Z","GDELANO","2019-07-18T12:29:46.000Z","GDELANO","SHL","J23","585N","172524","CITY","CITY","PHYS_INSP","DEM","GPS","3114315.807","10074686.4366","DIG09","SUB-M",,"539.27001953","N","CONCRETE","537.19000244","40","5","T","4","40","7","20","SAG","30","18","25","NOTPRESENT","40","S3","GOOD","1c05f0b5-b508-47bd-9c7c-64f7d6530694","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","MARCUS ALLEN","2009-08-07T00:00:00.000Z","BILLY MULLINS","08072009_5_032.jpg","0","4.7217","2","2012-06-15T00:00:00.000Z","0","2009-08-07T00:00:00.000Z","11:13","5",,"1105073","WPD"
"POINT (-97.680545991373 30.313115352874)","106154","0","1","48273","1966934","104","No Field Evidence",,,"NO_SOURCE",,"RODAVILA","2007-10-25T00:00:00.000Z","SJOHNSON","2018-08-10T16:47:31.000Z","SJOHNSON","LWA","M26","556Q","127772","OTHER","OTHER","NO_SOURCE","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","8d9a44ce-b474-4642-906c-d798b18777f0","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.728134864059 30.322920531026)","105829","0","1","70920","1755426","292","unable to determine gutter width","1938-12-17T00:00:00.000Z","1938","PLANNOEL",,"CGORE","2017-10-05T14:42:32.000Z","CGORE","2017-10-05T14:42:35.000Z",,"WLR","K27","555G","848768","CITY","CITY","PHYS_INSP","DEM","GPS","3118481.0058","10090804.312","DIG07","SUB-M",,"677.78997803","N","CONCRETE","674.46002197","73","7","T","4","73","30",,"GRADE","30","16","40","NOTPRESENT","40","G3","NOTMARKED","834645fc-56ef-420f-95fc-f25e8c2637e9","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,"07182007_1_039.jpg","0",,,,"0",,,,,"1104866","WPD"
"POINT (-97.723511232677 30.300322208677)","106032","0","1","70854","1811730","199","difficult to measure","1935-08-15T00:00:00.000Z","1935","PLANNOEL",,"VVINCENT","2017-11-07T14:55:26.000Z","VVINCENT","2017-11-07T14:56:27.000Z",,"WLR","K25","555Y","591686","CITY","CITY","PHYS_INSP","DEM","GPS","3120122.2739","10082621.821","DIG07","SUB-M",,"589.7800293","N","CONCRETE","587.20001221","42","7","F","0","27","24","26","GRADE","30","18","31","NOTPRESENT","50","G3","FAIR","5cc3a117-8143-41b3-b872-c7448f783863","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","DLEWIS","2008-10-09T00:00:00.000Z",,"06262007_2_051.jpg","0",,,,"0",,,,,"1104850","WPD"
"POINT (-97.745375936178 30.264751088989)","105771","0","1","96666","255583","200","No field evidence,","1912-07-27T00:00:00.000Z","1912","PLANNOEL",,"BCARLILE","2011-08-02T09:27:59.000Z","PCAMPMAN","2015-11-06T13:49:50.000Z","DDAVIS","TWN","J22","585W","3428227","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113530.2867","10069538.187","DIG06","SUB-M",,"471.67001343","N","CONCRETE","468.58999634","20","5","T","3","20","22","17","GRADE","20","17","37","NOTPRESENT","50","G3","NOTMARKED","d25f7c55-4848-4a0d-9f20-ebb7fe591b4f","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N",,"2006-05-03T00:00:00.000Z",,"A_050306_0015.jpg",,,,,"0",,,,,"1104813","WPD"
"POINT (-97.753350731738 30.279231993415)","105528","0","1","96751",,"269","Changed to combo inlet based on field evidence,",,,"NO_SOURCE",,"PCAMPMAN","2014-08-01T10:29:33.000Z","PCAMPMAN","2014-08-01T10:29:33.000Z",,"SHL","H23","584R","3102561","CITY","CITY","PHYS_INSP","DEM","GPS","3110889.0035","10074744.382","DIG06","SUB-M",,"542.59997559","N","CONCRETE","539.52001953","38","8","T","5","30","34","18","GRADE","30","18","37","NOTPRESENT","50","G3","GOOD","d75e15f1-dcd8-400e-a48f-b6c7ac2e6e2e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-05-11T00:00:00.000Z",,"B_051106_0074.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104986","WPD"
"POINT (-97.761819031499 30.277065424624)","105890","0","1","96663","1127570","208",,,,"NO_SOURCE",,"PCAMPMAN","2014-08-04T10:46:15.000Z","GDELANO","2016-12-09T16:20:42.000Z","DDAVIS","LBL","H23","584Q","276500","CITY","CITY","PHYS_INSP","DEM","GPS","3108240.3534","10073885.003","DIG06","SUB-M",,"537.45001221","N","CONCRETE","535.11999512","42","8","T","7","30","28","16","GRADE","30","18","28","NOTPRESENT","50","G3","GOOD","560c5542-2ae9-47dc-97c7-b4ee373224cd","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-06-07T00:00:00.000Z",,"A_060706_0011.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104810","WPD"
"POINT (-97.72662332541 30.263138329184)","106053","0","1","96714","2052755","200",,"1931-07-23T00:00:00.000Z","1931","SSM",,"JAMARTINEZ","2018-05-18T11:41:32.000Z","GDELANO","2019-01-16T12:14:52.000Z","DDAVIS","LBL","K22","585Y","723208","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3119463.4528","10069078.984","DIG06","SUB-M",,"487.3999939","N","CONCRETE","484.48001099","18","5","T","4","22","22","17","GRADE","22","17","35","NOTPRESENT","50","G3","GOOD","abccdb31-7f63-488c-900e-c44fce911b66","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","NPULLIAS","2009-06-05T00:00:00.000Z",,"A_052506_0067.jpg","0",,,,"0",,,,,"1105052","WPD"
"POINT (-97.755506857804 30.286203266554)","105984","0","1","70994","367571","280","originally grate inlet,","1934-05-29T00:00:00.000Z","1934","PLANNOEL",,"RMOELLMER","2010-04-20T00:00:00.000Z","RODAVILA","2012-04-26T10:22:10.000Z","DDAVIS","SHL","H24","584H","393740","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3110125.8491","10077195.181","DIG07","SUB-M",,"526.42999268","N","CONCRETE","521.42999268","70","7","T","8","60","28","25","GRADE","60","18","60","NOTPRESENT","50","G3","MARKED","2dd2c3b0-0a13-4c58-8b41-e86330716c20","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,"08102007_2_039.jpg","0",,,,"0",,,,,"1104927","WPD"
"POINT (-97.739067341568 30.291768392836)","105785","0","1","484463","1774946","5","mostly covered in debris",,,"NO_SOURCE",,"VVINCENT","2017-09-07T10:27:25.000Z","VVINCENT","2017-09-07T10:32:30.000Z",,"WLR","J24","585B","590060","CITY","CITY","PHYS_INSP","DEM","GPS","3115295.2226","10079402.2525","FIELD","SUB-M",,"596.60998535","N","CONCRETE","593.60998535","74","8","T","10","68","12",,"GRADE","60","18","36","NOTPRESENT","50","G3","MARKED","8f08ac42-1e5c-4976-8b4d-a0f7dd6db1f7","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DDAVIS","2013-04-11T12:12:05.000Z","DDAVIS","4112013_372512_8_22.jpg","0","3.3","1",,"0","2013-04-11T12:12:06.000Z","12:12:06 PM","8",,"401312300","WPD"
"POINT (-97.744738871698 30.252868097548)","106041","0","1","96717","2057810","18",,,,"NO_SOURCE",,"PCAMPMAN","2014-10-17T11:42:59.000Z","DWARDEN","2019-04-18T17:05:42.000Z","DDAVIS","EBO","J21","615E","498104","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113832.3745","10065210.151","DIG06","SUB-M","470","469.55999756","N","CONCRETE","449.73001099","46","11","T","9","30","30","18","GRADE","30","18","238","NOTPRESENT","60","G3","GOOD","968ee011-bedb-4454-b18d-a75f6be03948","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-05-23T00:00:00.000Z",,"A_052306_0007.jpg","0",,,,"0",,,,,"1105055","WPD"
"POINT (-97.730697955289 30.295711061799)","105836","0","1","70948","2115411","208","no gutter","1931-06-18T00:00:00.000Z","1931","SSM",,"VVINCENT","2017-09-05T16:24:17.000Z","JAMARTINEZ","2019-07-16T10:02:54.000Z",,"WLR","J24","585B","131852","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3117898.2867","10080887.584","DIG07","SUB-M",,"583.14001465","N","CONCRETE","579.9699707","38","10","T","4","29","28",,"GRADE","30","18","38","NOTPRESENT","40","G3","FAIR","48a7e873-9d87-4140-b96e-89106dd22124","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08022007_1_036.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1105042","WPD"
"POINT (-97.727276390804 30.374029315849)","106115","0","1","70912","1853989","24",,"1988-07-27T00:00:00.000Z","1988","PLANNOEL",,"NPULLIAS","2013-02-04T15:57:49.000Z","CWEYENBERG","2018-01-25T11:04:52.000Z","RODAVILA","SHL","K31","495U","105111","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3118313.0027","10109392.295","DIG07","SUB-M",,"759.42999268","N","CONCRETE","752.67999268","113","6","T","6","126","96","17","SAG","125","30","81","NOTPRESENT","90","S3","NOTMARKED","8c9e787c-9cd7-44c1-8fa1-50abc4dd0b1f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-11-03T00:00:00.000Z",,"07162007_3_013.jpg","0",,,,"0",,,,,"1104859","WPD"
"POINT (-97.745766971012 30.266908984162)","106094","0","1","96760","2273186","198","Removed/abandoned around 2020","1928-07-18T00:00:00.000Z","1928","PLANNOEL","2020","DLEWIS","2009-04-23T00:00:00.000Z","GDELANO","2022-05-26T17:51:34.000Z","GDELANO","TWN","J22","585W","91592","CITY","CITY","PHYS_INSP","DEM","GPS","3113386.2401","10070308.777","DIG06","SUB-M",,"477.57998657","N","CONCRETE","475.25","35","7","T","3","29","27",,"GRADE","30","18","28","NOTPRESENT","50","G3","GOOD","5fbcbad2-3405-4260-92b2-265be7ebc37d","ENTERED","2022-05-28T05:24:18.000Z","INACTIVE","2","N","JLOEFFLER","2009-06-23T00:00:00.000Z",,"A_050206_0005.jpg","0",,,"2010-12-15T00:00:00.000Z","0",,,,,"1104995","WPD"
"POINT (-97.747715767464 30.280250884097)","105796","0","1","96691","52776","21",,"1955-05-17T00:00:00.000Z","1955","PLANNOEL",,"JHOLDER","2010-02-02T00:00:00.000Z","JHOLDER","2010-02-04T00:00:00.000Z","DLEWIS","SHL","J23","585J","253163","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3112662.3904","10075149.053","DIG06","SUB-M","563.44000244","563.2199707","N","CONCRETE","560.2199707","58","6","T","6","58","30","18","GRADE","59","18","36","NOTPRESENT","50","G3","MARKED","3cc3d511-1f12-4982-91bf-de5b3f37df9f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-03T00:00:00.000Z",,"B_050906_0068.jpg","0",,,,"0",,,,,"1104938","WPD"
"POINT (-97.763099744786 30.285983925131)","105827","0","1","71012",,"117","4 grates in all that are 18 by 30. - estimated grate opening percentage from surrounding grates.","1935-09-04T00:00:00.000Z","1935","PLANNOEL",,"JAMARTINEZ","2018-05-09T11:59:43.000Z","JAMARTINEZ","2018-05-09T11:59:45.000Z",,"JOH","H24","584G","5293320","CITY","CITY","PHYS_INSP","DEM","GPS","3107758.2557","10077117.406","DIG07","SUB-M",,"534.4699707","N","CONCRETE","529.14001465","124","6","T","0","157","31","18","GRADE","30","18","64","PRESENT","40","G3","NOTMARKED","21c01755-d3ce-451f-a268-419edf3c9aa3","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DDAVIS","2008-11-05T00:00:00.000Z",,"08142007_2_038.jpg","0",,,,"0",,,,,"1104791","WPD"
"POINT (-97.748886216712 30.250556145504)","106156","0","1","96673","2274789","79",,"1931-12-29T00:00:00.000Z","1931","SSM",,"PCAMPMAN","2014-10-16T08:34:48.000Z","MAMARAL","2022-06-03T14:55:08.000Z","GDELANO","EBO","J21","615E","458828","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3112544.0085","10064343.997","DIG06","SUB-M",,"505.20999146","N","CONCRETE","500.51998901","43","6","T","5","27","30","18","GRADE","30","18","56","NOTPRESENT","50","G3","NOTMARKED","d290e396-19b6-4b31-8926-44a4fcd5c030","ENTERED","2022-06-10T05:22:10.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-17T00:00:00.000Z",,"A_051906_0036.jpg","0",,,,"0",,,,,"1104820","WPD"
"POINT (-97.74366336345 30.282342506343)","106026","0","1","71004",,"274","2 grate 30x18",,,"NO_SOURCE",,"JAMARTINEZ","2018-05-16T09:16:51.000Z","JAMARTINEZ","2018-05-16T09:16:53.000Z",,"SHL","J23","585J","309272","CITY","CITY","PHYS_INSP","DEM","GPS","3113922.6985","10075935.867","DIG07","SUB-M",,"550.16998291","N","CONCRETE","546.84002686","72","7","F","0","57","27","18","GRADE","60","30","40","PRESENT","50","G3","MARKED","de9c4207-9a53-40ba-8faf-4d3d6ee2a6d4","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-30T00:00:00.000Z",,"08272007_2_034.jpg","0",,,,"0",,,,,"1104798","WPD"
