"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","endwall","invert","sump","depth_to_creek","dissipator","globalid","edit_status","support_material","outfall","header_type","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","conduit_material","width","height","struc_shape","dryweatherflow","gps_pdop","gps_satqual","gps_date","gps_time","unit","dem_calculated_sump","dem_calculated_invert","dry_weather_screen_outfall","maximo_asset_number","maximo_site_id"
"POINT (-97.724427007891 30.381443105291)","5787713","0","1","535763","1963442","187",,"1994-08-16T00:00:00.000Z","1994","APPLANEL",,"RHANEY","2013-09-04T11:45:10.000Z","MMARKOWSKI","2018-06-14T14:08:46.000Z","ACOLEMAN","LWA","K32","495Q","143286","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","7550a668-f635-4d56-8ba9-d06f28147bdf","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","21","21","CIRCULAR",,,,,,,,,,,
"POINT (-97.699858451222 30.196796250235)","5771570","0","1","1910024","2207573","220",,"2015-05-07T00:00:00.000Z","2015","ASBLTEL",,"DWARDEN","2019-08-07T16:37:40.000Z","KGALLUSCIO","2020-12-28T11:47:07.000Z",,"ONI","L16","646W","3564892","CITY","CITY","NO_SOURCE","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS",,"534.02001953","N","0","534.30999756",,,"NODATA","e56c265c-d8cd-4ddf-88ee-a0c09859b2e7","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.665014824961 30.452653053961)","5802575","0","1","2079512","2181363","5","Splitter Box","2019-06-27T00:00:00.000Z","2019","APPLANEL",,"DWARDEN","2020-07-09T16:46:10.000Z","DWARDEN","2020-07-09T17:23:54.000Z",,"GIL","N38","437N","167086","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","797c6475-74fb-4c9f-ad1a-a052df7f207a","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","UNDERCON","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.79410277651 30.261276166248)","5782616","0","1","147860",,,,,,"NO_SOURCE",,"BILLY MULLINS",,"PCAMPMAN","2017-06-02T11:11:47.000Z","PAULO DESAREGO","BAR","F21","613D","3095173","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3098180.9369","10067909.2244","DIG08","SUB-M",,"629.90997314","N","2","628.90997314","626.90997314","24","NOTPRESENT","4e96ca41-090a-4ea7-a799-b3aa46491911","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","2","N",,,,"12082008_2_049.jpg","PVC",,"12","CIRCULAR","F",,,,,,,,,"1111996","WPD"
"POINT (-97.662961182954 30.41528299757)","5766758","0","1","457112","499449","101",,"1998-09-25T00:00:00.000Z","1998","APPLANEL",,"CGORE","2012-12-20T08:43:30.000Z","CGORE","2012-12-20T08:52:54.000Z","DDAVIS","WLN","N35","467N","1109228","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"733.96002197","N","0","730.19000244",,,"NODATA","eac13027-888b-4f7a-a594-2c9654669cc7","ENTERED","CONCRETE","F","CULVERT_UP","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","84","36","BOX",,,,,,,,,,,
"POINT (-97.684856106318 30.195439845027)","5795970","0","1","744138","1834215","180",,,,"NO_SOURCE",,"DWARDEN","2014-06-30T11:45:58.000Z","SSTONE","2017-12-08T16:09:29.000Z","RODAVILA","ONI","M16","646Y","194404","OTHER","OTHER","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","e2ab047f-a18e-448e-b0e7-1e5f69b31549","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.832558943878 30.384013217401)","5753355","0","1","1748261","1907106","230",,,,"NO_SOURCE",,"MMARKOWSKI","2018-04-18T17:41:11.000Z","MMARKOWSKI","2018-04-24T10:03:04.000Z","ACOLEMAN","WBL","E32","493N","750946","OTHER","OTHER","NO_SOURCE","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,"994.73999023","N","0",,,,"NODATA","65ac07ec-7765-4339-9851-d17f01caca9e","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.708423660761 30.313686860817)","5786955","0","1","30786","917990","317",,"1951-06-29T00:00:00.000Z","1951","APPLANEL","1977","CPHELAN","2007-09-27T00:00:00.000Z","CGORE","2014-08-04T14:25:21.000Z","RODAVILA","TAN","L26","556N","777104","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","98a4ce39-61e1-45cf-bf44-ffd595d7f0bf","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.83788896648 30.201750859878)","5797555","0","1","146063","981026","210","Grate 50% open, Leads from pond into back of inlet box","1989-01-20T00:00:00.000Z","1989","APPLANEL",,"REVANS","2014-11-14T11:46:09.000Z","TBARRINGTON","2014-12-04T11:05:32.000Z","TBARRINGTON","WMS","D16","642V","689932","OTHER","OTHER","PHYS_INSP","DEM","GPS","3084845.9631","10045953.2244","DIG08","SUB-M",,"763.29998779","N","2","761.79998779","761.79998779","0","NOTPRESENT","16e9021d-c84f-402d-8121-542244981dd6","ENTERED","ROCK","F","DRAINPIPE_UP","2022-02-08T14:52:46.000Z","ACTIVE","2",,"EZIO AMBROSETTI",,,"01092009_2_013.jpg","CONCRETE","18","18","CIRCULAR","F",,,,,,,,,"1108416","WPD"
"POINT (-97.798867997942 30.134345407145)","5806600","0","1","1212813","1860694","330","no field evidence","1956-08-23T00:00:00.000Z","1956","APPLANEL",,"BRASMITH","2016-10-12T17:20:16.000Z","ACORTEZ","2017-12-22T12:33:21.000Z","SJOHNSON","ONI","F11","703R","5341182","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","c6d22271-37d0-4207-aca3-740723150f14","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","REMOVED","0",,,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.733105530145 30.330251440527)","5771317","0","1","256808","1696531","300",,"1949-10-19T00:00:00.000Z","1949","APPLANEL","1961","SBURZYNSKI","2010-08-10T00:00:00.000Z","DWARDEN","2017-05-11T15:49:21.000Z","GDELANO","SHL","J27","555B","844658","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"657.85998535","N","0","653.0300293",,,"NODATA","d395b749-aedb-4d4f-8987-8cc5ed8febe8","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"CONCRETE","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.825878628107 30.192314731227)","5767504","0","1","467560","1811442","32","rip rap","1985-08-19T00:00:00.000Z","1985","APPLANEL",,"APRUITT","2013-02-05T08:29:50.000Z","SJOHNSON","2018-01-17T18:11:21.000Z","SJOHNSON","SBG","E16","643W","700965","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","777.21002197","776.33001709","N","0","768.46002197",,,"NODATA","7498c699-1c9f-4593-a388-ec9fa83ba230","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:42.000Z","ACTIVE","0","N",,,,,"RCP","42","42","CIRCULAR",,,,,,,,,,,
"POINT (-97.876990468424 30.24111927134)","5803564","0","1","1867519","1990931","63","Splitter Box","2018-03-05T00:00:00.000Z","2018","APPLANEL",,"MMARKOWSKI","2018-08-13T13:17:49.000Z","MMARKOWSKI","2018-08-13T14:01:39.000Z","SJOHNSON","WMS","B20","611R","3188567","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","78748020-ce2a-4995-a2b5-660bd5c76ede","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.707789490283 30.344992928429)","5792266","0","1","613322","1896530","305","Probably removed prior to 1994 (B-7-211_213).","1962-12-18T00:00:00.000Z","1962","APPLANEL",,"GDELANO","2014-02-25T17:08:00.000Z","MMARKOWSKI","2018-02-27T10:47:44.000Z","RODAVILA","BMK","L29","526N","5053617","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","5114997b-8495-4d63-bc23-a42307bce9c0","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.754539740687 30.337678603629)","5788748","0","1","617087","832212","122",,"1970-08-10T00:00:00.000Z","1970","APPLANEL",,"MPACHECO","2014-03-06T17:06:07.000Z","MPACHECO","2014-03-20T15:48:56.000Z","SJOHNSON","SHL","H28","524Z","599456","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","b2134c6a-b353-4ee2-8f20-2913153f1a72","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.781212733071 30.471491087491)","5778597","0","1","1696340","1725346","332",,,,"NO_SOURCE",,"VVINCENT","2017-09-14T11:31:50.000Z","VVINCENT","2017-10-03T16:02:52.000Z","ACOLEMAN","LKC","G39","434B","5366616","OTHER","OTHER","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"886.28997803","N","0",,,,"NODATA","e41ca50f-678b-4c0d-9860-73bcc3d626fe","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"NODATA","120","60","NODATA",,,,,,,,,,,
"POINT (-97.690568601268 30.373369525898)","5770434","0","1","533756","1834226","114","D&R based on lack of field evidence",,,"NO_SOURCE",,"CGORE","2013-08-28T15:04:14.000Z","SSTONE","2017-11-17T15:19:33.000Z","ACOLEMAN","LWA","L31","496T","377102","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"725.58001709","N","0",,,,"NODATA","c0870fc5-5cc3-44e9-9400-c6fb5a981872","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:43.000Z","REMOVED","0","N",,,,,"RCP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.754555363554 30.367828080272)","5796639","0","1","1199458","1520851","118",,"2014-11-20T00:00:00.000Z","2014","APPLANEL",,"SBURZYNSKI","2016-09-21T10:07:52.000Z","SBURZYNSKI","2016-09-21T10:42:16.000Z","DWARDEN","SHL","H31","494Z","73361","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","819b2393-7510-439a-a5d6-60da3b469913","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","18","18","CIRCULAR",,,,,,,,,,,
"POINT (-97.812295495522 30.174057396677)","5777738","0","1","1207418","1409492","93","No field evidence",,,"NO_SOURCE",,"CWEYENBERG","2016-10-04T17:39:53.000Z","PCAMPMAN","2017-05-10T10:57:39.000Z","CGORE","SLA","F14","673L","752252","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"684.69000244","N","0",,,,"NODATA","30e31469-e0b7-48d4-a9b1-00f823c1a116","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:45.000Z","REMOVED","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.719846905017 30.321631677348)","5804478","0","1","1527915","1755426","23",,"2014-02-25T00:00:00.000Z","2014","APPLANEL",,"SRAY","2017-02-08T11:56:23.000Z","MMCDONALD","2017-08-14T12:29:00.000Z","DWARDEN","WLR","K27","555G","5069604","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","551754df-b04e-4dbc-b494-48272b54a547","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.802953308663 30.200356580357)","5778545","0","1","638371","860371","71","rip rap","1987-02-01T00:00:00.000Z","1987","ASBLTEL",,"APRUITT","2014-04-24T09:58:19.000Z","APRUITT","2014-04-24T13:44:06.000Z","SJOHNSON","WMS","F16","643U","739502","CITY","CITY","NO_SOURCE","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,"686.39001465","N","0",,,,"NONNATURAL","039d6667-e134-4ff8-aad2-1e1f6f04c03f","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","42","42","CIRCULAR",,,,,,,,,,,
"POINT (-97.728249620418 30.414828680083)","5767897","0","1","210642","1795412","296","No field evidence","1977-06-09T00:00:00.000Z","1977","APPLANEL",,"LKAUFFMAN","2009-12-01T00:00:00.000Z","SSTONE","2017-10-26T11:59:58.000Z","DDAVIS","WLN","K35","465Q","450177","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"779.32000732","N","0","775.11999512",,,"NODATA","84cfd99c-0aa2-47ec-91cb-5913cb4df308","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"RCP","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.632694931158 30.37852671018)","5752772","0","1","1741072","1918324","206",,,,"NO_SOURCE",,"PSTARKEL","2018-04-09T08:25:14.000Z","PSTARKEL","2018-04-09T08:27:14.000Z",,"HRS","P31","497V","180972","CITY","CITY","NO_SOURCE","NO_SOURCE","FLD_INVSTG",,,"NOGPS","NOGPS",,"637.72998047","N","0",,,,"NODATA","66ea7aa4-d1b0-4c6c-96dc-4db71d9c25e4","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:45.000Z","ACTIVE","0",,,,,,"CGMP","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.686056545687 30.353797317051)","5760922","0","1","56548","610145","119",,,,"NO_SOURCE",,"RMOELLMER","2008-02-26T00:00:00.000Z","ARESOVSKY","2013-05-23T16:07:22.000Z","SBURZYNSKI","LWA","M29","526L","654292","CITY","CITY","NO_SOURCE","SUPP_INFO","ESM",,,"NOGPS","NOGPS",,"636.79998779","N","0","634.10998535",,,"NODATA","dddd8631-c8ff-4f85-b133-f424c8691ba6","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","96","60","BOX",,,,,,,,,,,
"POINT (-97.763700339335 30.174483407549)","5763130","0","1","484274","604063","163",,"1985-09-26T00:00:00.000Z","1985","APPLANEL",,"TBARRINGTON","2013-04-12T11:15:39.000Z","TBARRINGTON","2013-05-09T08:20:18.000Z","RODAVILA","ONI","H14","674L","432808","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"570.30999756","N","0","566.20001221",,,"NODATA","4385c635-b260-4a1b-a516-3e8757777d27","ENTERED","CONCRETE","F","CULVERT_DN","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"RCP","48","48","CIRCULAR",,,,,,,,,,,
"POINT (-97.893021113248 30.234961540453)","5772013","0","1","148001","1011736","285",,"1985-01-04T00:00:00.000Z","1985","APPLANEL",,"BRASMITH","2014-12-30T18:26:05.000Z","BRASMITH","2014-12-31T08:55:07.000Z",,"WMS","B19","611U","77522","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3067169.0206","10057642.2375","DIG08","SUB-M",,"1007.5","N","3","1005",,"0","NONNATURAL","793de9b3-ee66-4be1-bce2-3271c32e4a49","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:44.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,"12182008_2_040.jpg","RCP","18","18","CIRCULAR","F",,,,,,,,,"1112807","WPD"
"POINT (-97.774296079117 30.276872869812)","5753080","0","1","41235","1949650","221",,,,"NO_SOURCE",,"RODAVILA","2007-10-17T00:00:00.000Z","MAMARAL","2018-05-18T14:50:59.000Z","DRODRIGUEZ","TWN","G23","584P","222846","CITY","CITY","ESM","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,"432.92999268","N","0",,,,"NODATA","1c83b683-3c0c-4456-89f9-91a70554c555","ENTERED","NODATA","T","DRAINPIPE_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"NODATA","8","8","CIRCULAR",,,,,,,,,,,
"POINT (-97.739676243848 30.38916963291)","5798062","0","1","493658","1957650","81","Splitter box","1995-07-19T00:00:00.000Z","1995","APPLANEL",,"GDELANO","2013-05-08T13:21:00.000Z","GDELANO","2018-06-13T09:45:34.000Z","SJOHNSON","SHL","J32","495K","198227","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NOTPRESENT","757ca00c-bff4-49bd-9425-4e47d1648760","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.892454308105 30.248815814281)","5805734","0","1","881765","1869026","300",,"2012-03-10T00:00:00.000Z","2012","APPLANEL",,"CARMIJO","2015-01-21T15:49:30.000Z","GDELANO","2018-03-14T17:06:35.000Z",,"WMS","B20","611L","3312400","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","d6125759-b873-450d-956e-2decddc73a87","ENTERED","CONCRETE","F","CULVERT_UP","2022-02-08T14:52:47.000Z","ACTIVE","0","N",,,,,"NODATA","24","24","CIRCULAR",,,,,,,,,,,
"POINT (-97.751582231931 30.28267269338)","5805491","0","1","57783","2277651","222",,"2003-10-22T00:00:00.000Z","2003","SUPP_INFO",,"RODAVILA","2007-12-04T00:00:00.000Z","GDELANO","2022-07-25T17:03:22.000Z","GDELANO","SHL","H23","584M","139429","CITY","CITY","NO_SOURCE","SUPP_INFO","PHYS_INSP",,,"NOGPS","NOGPS",,"469.91000366","N","0","471.02999878",,,"NODATA","63a0e24c-12f9-4f28-9200-57385e1e88e1","ENTERED","NODATA","T","DRAINPIPE_DN","2022-07-26T05:29:44.000Z","ACTIVE","0","N",,,,,"NODATA","54","54","CIRCULAR",,,,,,,,,,,
"POINT (-97.701524138028 30.257077751919)","5782162","0","1","2089012","2193202","249",,"2016-02-09T00:00:00.000Z","2016","APPLANEL",,"JAMARTINEZ","2020-09-29T11:31:19.000Z","JAMARTINEZ","2020-09-29T11:54:15.000Z",,"BOG","L21","616A","288026","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","451.48999023","447.04000854","N","0","445.8999939",,,"NODATA","6187bb11-aee4-42d3-8d78-2c171dfeb23a","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.706732490304 30.295105247207)","5794980","0","1","453983","514798","355",,"2006-10-09T00:00:00.000Z","2006","APPLANEL",,"SBURZYNSKI","2012-12-04T11:09:25.000Z","SBURZYNSKI","2013-01-10T12:10:26.000Z","RODAVILA","BOG","L24","586A","90926","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","56e2c1c3-f6c0-4c07-bd4d-0d5e2064c0c7","ENTERED","NODATA","F","DRAINPIPE_UP","2022-02-08T14:52:46.000Z","ACTIVE","0","N",,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.755452467753 30.227609328329)","5788136","0","1","471126","575251","170",,"1990-03-12T00:00:00.000Z","1990","APPLANEL","2004","NPULLIAS","2013-02-21T16:30:02.000Z","SBURZYNSKI","2013-04-15T15:13:06.000Z","SBURZYNSKI","BLU","H19","614Z","753284","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","385e1a28-e88c-4cc4-a741-58ab2bed72dd","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","REMOVED","0","N",,,,,"NODATA","12","12","CIRCULAR",,,,,,,,,,,
"POINT (-97.694147275474 30.202900466839)","5782956","0","1","2130832","2247266","45","Splitter box","2019-05-01T00:00:00.000Z","2019","APPLANEL",,"KGALLUSCIO","2021-09-03T15:10:32.000Z","KGALLUSCIO","2021-09-03T16:39:59.000Z","JAMARTINEZ","ONI","L16","646T","5472193","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"532.75","N","0","528.20001221",,,"NODATA","47ec1fa0-392c-4260-8612-206fc5d53097","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA",,,"NODATA",,,,,,,,,,,
"POINT (-97.685455460294 30.300580568427)","5761330","0","1","48692","1727570","145",,"1958-11-28T00:00:00.000Z","1958","ASBLTEL","2002","RODAVILA","2007-10-25T00:00:00.000Z","MMCDONALD","2017-07-10T11:13:57.000Z","RODAVILA","FOR","M25","556Y","452480","CITY","CITY","NO_SOURCE","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS",,"566.91998291","N","0","560.45001221",,,"NODATA","3dcde7cf-754a-4551-892d-5c88c4b42646","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","REMOVED","0","N",,,,,"RCP","108","60","BOX",,,,,,,,,,,
"POINT (-97.846408594758 30.254869401587)","5806917","0","1","1730635","1903570","27","SPLITTER BOX","2014-01-16T00:00:00.000Z","2014","APPLANEL",,"DWARDEN","2018-03-14T12:33:10.000Z","GDELANO","2018-04-04T15:31:37.000Z","ACOLEMAN","BAR","D21","612G","3183386","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","61919e38-6ea0-4fba-8866-7df3e4333873","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","36","36","CIRCULAR",,,,,,,,,,,
"POINT (-97.689928367785 30.34927214452)","5754042","0","1","86489","1909348","8",,,,"NO_SOURCE",,"RODAVILA","2007-11-27T00:00:00.000Z","PSTARKEL","2018-03-27T10:34:41.000Z","DRODRIGUEZ","LWA","L29","526P","280970","CITY","CITY","PHYS_INSP","DEM","GPS","3130300.6458","10100669.404","DIG07","SUB-M",,"624.84997559","N","3","621.34997559",,"0","NOTPRESENT","7caf67bd-ae1a-4aec-893e-bed5e5cd678c","ENTERED","CONCRETE","T","DRAINPIPE_DN","2022-02-08T14:52:41.000Z","ACTIVE","2","N","JUSTIN SORRELLS","2007-06-14T00:00:00.000Z",,"06142007_1_040.jpg","CONCRETE","42","42","CIRCULAR",,,,,,,,,,"1108906","WPD"
"POINT (-97.841622772487 30.175381895587)","5763469","0","1","148718","509716","162",,"1983-11-21T00:00:00.000Z","1983","APPLANEL",,"APRUITT","2013-01-08T08:49:48.000Z","APRUITT","2013-01-08T09:11:25.000Z","RODAVILA","SLA","D14","672M","452020","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3083881.8269","10036338.8531","DIG08","SUB-M",,"725.90002441","N","4","724.15002441",,"0","NONNATURAL","2e02c24c-2e20-4a4b-9f92-42ca0d9c8425","ENTERED","CONCRETE","F","DRAINPIPE_DN","2022-02-08T14:52:42.000Z","ACTIVE","2","N","JENNIFER WOERTZ",,,"02062009_4_074.jpg","RCP","36","36","CIRCULAR","F",,,,,,,,,"1112386","WPD"
"POINT (-97.838565271768 30.432943926879)","5798437","0","1","1238955","1597987","184","SP-03-0262D: Splitter Box","2005-10-11T00:00:00.000Z","2005","APPLANEL",,"MMCDONALD","2016-12-16T09:55:24.000Z","MMCDONALD","2016-12-16T12:30:58.000Z",,"BUL","D36","462D","3084178","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","27a76d70-e2d7-466a-87d5-dadf7f6419f1","ENTERED","NODATA","F","DRAINPIPE_DN","2022-02-08T14:52:46.000Z","ACTIVE","0",,,,,,"NODATA","21","21","CIRCULAR",,,,,,,,,,,
"POINT (-97.804047288302 30.143348614102)","5808740","0","1","1068011","1250451","101",,,,"NO_SOURCE",,"CWEYENBERG","2016-02-10T15:30:58.000Z","CWEYENBERG","2016-02-10T15:38:43.000Z",,"ONI","F11","703L","3148724","OTHER","TXDOT","SUPP_INFO","NO_SOURCE","GPS_AERIAL",,,"NOGPS","NOGPS",,,"N","0",,,,"NODATA","fbe361c2-41b8-40d1-9fa3-46bdd4573cd5","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:47.000Z","ACTIVE","0",,,,,,"NODATA","30","30","CIRCULAR",,,,,,,,,,,
"POINT (-97.831925313707 30.173497463795)","5770196","0","1","520712","675747","285",,,,"NO_SOURCE",,"CARMIJO","2013-07-17T12:31:06.000Z","CARMIJO","2013-07-23T08:36:28.000Z","SBURZYNSKI","SLA","E14","673N","790358","CITY","CITY","NO_SOURCE","SUPP_INFO","GPS_AERIAL",,,"NOGPS","NOGPS",,"719.15002441","N","0","718.01000977",,,"NODATA","0e91db4a-1567-4a97-abb9-3408ca4da810","ENTERED","NODATA","F","CULVERT_UP","2022-02-08T14:52:43.000Z","ACTIVE","0","N",,,,,"CGMP","42","42","CIRCULAR",,,,,,,,,,,
"POINT (-97.757224818976 30.446781524733)","5781593","0","1","202146","2193812","64",,"1985-08-29T00:00:00.000Z","1985","APPLANEL",,"SJOHNSON","2009-08-20T00:00:00.000Z","KGALLUSCIO","2020-10-01T12:26:24.000Z","GDELANO","RAT","H37","434V","5379433","OTHER","OTHER","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS",,"870.91998291","N","0","868.57000732",,,"NOTPRESENT","2551056d-86d3-48b0-ac17-0079d405882f","ENTERED","NODATA","F","CULVERT_DN","2022-02-08T14:52:41.000Z","ACTIVE","0","N",,,,,"RCP","96","48","BOX",,,,,,,,,,,
