"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.713433835029 30.317286837235)","118329","0","1","553428",,"285","has no box back; replaces a field curb inlet 77594 that has been deleted",,,"NO_SOURCE",,"DDAVIS","2013-08-29T08:56:33.000Z","DDAVIS","2013-08-29T08:56:35.000Z",,"TAN","K26","555M","434642","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3123159.7198","10088868.972","DIG07","NOGPS",,"652.51000977","N","CONCRETE","46","6","T","4","24","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","PCAMPMAN","2013-10-28T09:57:30.000Z",,"07182007_2_036.jpg",,,,"0",,,,"401312697","WPD","fb6eeb92-6025-48bc-b693-0cb03eac4960"
"POINT (-97.806444725086 30.205276191726)","118454","0","1","106582","1870002","276",,,,"NO_SOURCE",,"MMCDONALD","2018-01-16T07:36:46.000Z","VVINCENT","2018-02-26T10:24:04.000Z",,"WMS","F17","643Q","738356","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3094748.0481","10047459.0906","DIG08","SUB-M",,"734.27001953","N","CONCRETE","95","5","T","5","16","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ERIN ATKINSON",,,,,,,"0",,,,"40381","WPD","7a2a3a5a-61d8-451a-81e3-1286b978d9c5"
"POINT (-97.744870591647 30.153550816531)","118537","0","1","106662","773366","290",,"2006-04-26T00:00:00.000Z","2006","ASBLTEL",,"CGORE","2013-12-23T10:32:44.000Z","CGORE","2013-12-23T10:37:09.000Z","DDAVIS","ONI","J12","705A","3184863","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3114631.5488","10029099.2381","DIG08","SUB-M",,"565.98999023","N","CONCRETE","120","7","T","6","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40300","WPD","467743fa-91d7-45db-9af6-ce86593a45cd"
"POINT (-97.75577610308 30.246359373196)","118187","0","1","96636","96589","11","BRIDGE INLET drops into creek: no box","1935-11-16T00:00:00.000Z","1935","APPLANEL",,"JHOLDER","2010-05-26T00:00:00.000Z","DLEWIS","2010-08-03T00:00:00.000Z","DLEWIS","EBO","H20","614M","368228","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3110409.1805","10062763.674","DIG06","SUB-M",,"510.80999756","N","CONCRETE","129","4","T","3","13","SAG","NOTPRESENT","S1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,,,,,"0",,,,"40245","WPD","54ced3e2-d0bd-46c2-95ef-67831d61833d"
"POINT (-97.730403346449 30.328993115344)","118182","0","1","77976","1407571","125","No date, constructed with DRG-5-A-353,  BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"JHOLDER","2011-12-12T15:46:51.000Z","GDELANO","2016-10-04T13:08:59.000Z","DDAVIS","SHL","J27","555B","266542","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3117709.9644","10092995.147","DIG07","SUB-M",,"665.84002686","N","CONCRETE","140","5","T","3","20","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-10T00:00:00.000Z",,,,,,"0",,,,"40025","WPD","16a2b9d4-a439-482e-b1de-58ed80c3f3c7"
"POINT (-97.691187178407 30.301385896584)","118569","0","1","79967","536570","193","BRIDGE INLET - diverts to creek","1960-07-05T00:00:00.000Z","1960","SUPP_INFO",,"APRUITT","2013-02-27T14:18:16.000Z","PCAMPMAN","2013-11-08T10:07:48.000Z","SBURZYNSKI","TAN","L25","556X","3127110","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3130322.9407","10083251.209","DIG07","SUB-M","567.88000488","563.09002686","N","CONCRETE","120","6","T","5","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-08-02T00:00:00.000Z",,,,,,"0",,,,"40096","WPD","5038fe90-3f49-4439-a42d-b8416bf048c6"
"POINT (-97.827917138568 30.252285178122)","118336","0","1","106571","657869","205","3 5' gutter spillways,","1975-01-24T00:00:00.000Z","1975","APPLANEL",,"RMOELLMER","2010-07-13T00:00:00.000Z","TBARRINGTON","2013-07-03T12:04:38.000Z","DDAVIS","BAR","E21","613E","146664","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3087581.7344","10064398.0794","DIG08","SUB-M",,"728.36999512","N","CONCRETE","180","6","T","5","24","GRADE","NOTPRESENT","G1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","BILLY MULLINS",,,,,,"2012-05-15T00:00:00.000Z","0",,,,"40391","WPD","d2b6221f-8665-40b2-b9f4-ed518e207347"
"POINT (-97.793713948562 30.221577662861)","118446","0","1","106664","150935","111",,"1968-03-15T00:00:00.000Z","1968","APPLANEL",,"SBURZYNSKI","2010-12-15T00:00:00.000Z","SBURZYNSKI","2010-12-15T00:00:00.000Z","EDUBIN","WMS","F18","643D","3221389","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3098633.2506","10053477.8225","DIG08","SUB-M",,"629.53997803","N","CONCRETE","122","5","T","3","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,,,,,"0",,,,"40297","WPD","eeee5ba6-ce9e-4ad7-a292-c40d74372892"
"POINT (-97.772043700128 30.480832636462)","118216","0","1","106530","944850","3",,"1995-02-23T00:00:00.000Z","1995","APPLANEL","2010","MLEACH","2014-07-16T10:51:04.000Z","TBARRINGTON","2014-10-13T12:39:59.000Z","TBARRINGTON","LKC","G40","404T","159113","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3103268.1806","10147883.0738","DIG08","SUB-M","889.60998535","889.84997559","N","CONCRETE","121","7","T","5","36","SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","REMOVED","2",,"ALBERT GENE ALLEN JR",,,,,,,"0",,,,"40180","WPD","9677f254-c632-446e-973d-6b43c61d6fcb"
"POINT (-97.714839685384 30.273418339513)","118270","0","1","80786","1846930","356","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-12T07:41:48.000Z","MMCDONALD","2017-12-12T07:51:35.000Z",,"BOG","K22","585V","638216","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123093.3792","10072906.61","DIG07","SUB-M",,"512.80999756","N","CONCRETE","80","5","T","6","16","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40066","WPD","15bc1ce3-fc8f-43e0-9261-d7a607877cf3"
"POINT (-97.76040071169 30.237330816451)","118249","0","1","77867",,"28","Changed to Bridge Inlet based on field evidence,  BRIDGE INLET - diverts to creek","1947-12-23T00:00:00.000Z","1947","PLANNOEL",,"PCAMPMAN","2015-03-18T15:48:48.000Z","PCAMPMAN","2015-03-18T15:49:33.000Z",,"EBO","H19","614V","300608","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3109019.6871","10059447.364","DIG07","SUB-M",,"561.76000977","N","CONCRETE","129","5","T","4","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40021","WPD","df27ec54-9dfd-4031-853c-c7f594d685d9"
"POINT (-97.76324025142 30.439391478179)","118456","0","1","106494","1939731","163","Back opening is 11.5'' tall by 49'' wide",,,"NO_SOURCE",,"ACORTEZ","2018-05-08T14:08:56.000Z","ACORTEZ","2018-05-08T14:12:02.000Z","SJOHNSON","RAT","H37","434Y","195669","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3106425.53","10132894.1181","DIG08","SUB-M",,"908.57000732","N","CONCRETE","47","5","T","5","16","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40331","WPD","b7a11040-5413-453a-87e8-426e984b7c1d"
"POINT (-97.759412681062 30.363557322684)","118505","0","1","1768385","1724050","117",,"1972-03-28T00:00:00.000Z","1972","ASBLTEL",,"NPULLIAS","2009-10-12T00:00:00.000Z","GDELANO","2018-03-21T15:55:01.000Z","ACOLEMAN","SHL","H30","524D","929204","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3108273.1339","10105346.439","DIG07","SUB-M","819.45001221","818.15002441","N","CONCRETE","109","4","T","3","16","GRADE","NOTPRESENT","G1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2018-06-12T11:58:10.000Z",,"07312007_3_069.jpg",,,"2011-07-15T00:00:00.000Z","0",,,,"5000075286","WPD","2288f328-cc79-477f-91c4-d5c2f69540e4"
"POINT (-97.732289862523 30.32989622707)","118261","0","1","77982","1696531","118","BRIDGE INLET - diverts to creek","1958-05-01T00:00:00.000Z","1958","APPLANEL",,"RODAVILA","2010-09-13T00:00:00.000Z","GDELANO","2017-05-23T15:58:00.000Z","GDELANO","SHL","J27","555B","843878","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3117110.1741","10093311.603","DIG07","SUB-M",,"658.34002686","N","CONCRETE","90","3","T","1","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-10T00:00:00.000Z",,,,,,"0",,,,"40219","WPD","d5fb150b-3aad-4fed-ad0b-9ff0e67ccd2f"
"POINT (-97.711727622247 30.366575705491)","118326","0","1","74908","1878323","26","BRIDGE INLET - diverts to creek","1975-06-20T00:00:00.000Z","1975","APPLANEL",,"GDELANO","2018-02-27T13:59:13.000Z","GDELANO","2018-02-27T14:02:35.000Z",,"LWA","K30","525D","3131547","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123276.0515","10106795.372","DIG07","SUB-M",,"695.2800293","N","CONCRETE","98","6","T","4","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40060","WPD","f7f946cd-7f66-4b6a-a579-9ae2759128c3"
"POINT (-97.725081880062 30.335738820702)","118434","0","1","1722440","1815570","31","vertical inlet slot width 6.5","1967-07-28T00:00:00.000Z","1967","PLANNOEL",,"DWARDEN","2017-03-23T17:58:25.000Z","VVINCENT","2017-11-14T09:14:00.000Z","GDELANO","SHL","K28","525Y","133850","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119336.5901","10095486.886","DIG07","SUB-M",,"696.16998291","N","CONCRETE","81","5","T","6","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2018-01-30T11:02:12.000Z",,"07162007_1_043.jpg",,,,"0",,,,"5000071587","WPD","311557b4-1e76-40a0-8aef-6f944af1d706"
"POINT (-97.691913516111 30.273708577765)","118327","0","1","76331","1839250","181","BRIDGE INLET - diverts to creek","1963-09-30T00:00:00.000Z","1963","APPLANEL",,"JHOLDER","2010-03-02T00:00:00.000Z","PSTARKEL","2018-01-02T09:32:48.000Z","SJOHNSON","TAN","L23","586P","90482","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3130331.0054","10073188.944","DIG07","SUB-M","476.77999878","471.6499939","N","CONCRETE","120","6","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RMOELLMER","2008-11-04T00:00:00.000Z",,,,,,"0",,,,"40239","WPD","000e41b9-8bd2-4f5e-89f6-ea21553430f0"
"POINT (-97.690123763842 30.278392838742)","118297","0","1","77003","1839250","338","BRIDGE INLET - diverts to creek","1969-01-10T00:00:00.000Z","1969","PLANNOEL",,"NPULLIAS","2010-03-02T00:00:00.000Z","PSTARKEL","2018-01-02T07:48:46.000Z","EDUBIN","TAN","L23","586P","297104","CITY","CITY","PHYS_INSP","PLANNOEL","GPS","3130849.6485","10074898.204","DIG07","SUB-M","489.22000122","477.36999512","N","CONCRETE","125","4","T","3","18","GRADE","NOTPRESENT","G1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RMOELLMER","2008-11-04T00:00:00.000Z",,,,,"2013-01-15T00:00:00.000Z","0",,,,"40049","WPD","0550cbe0-3f6c-410c-b2ff-8311b8456f73"
"POINT (-97.789615872963 30.266197728191)","118616","0","1","106545","1861347","14",,"1985-01-31T00:00:00.000Z","1985","APPLANEL",,"ACORTEZ","2018-02-14T10:26:37.000Z","DWARDEN","2022-02-14T11:01:01.000Z","DWARDEN","BAR","G22","584W","3124105","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3099556.2087","10069731.0394","DIG08","SUB-M",,"609.05999756","N","CONCRETE","60","7","T","5","32","GRADE","NOTPRESENT","G1R","GOOD","ENTERED","F","2022-02-16T21:04:03.000Z","ACTIVE","2","N","BRIAN THOMAS",,,,,,"2022-01-15T00:00:00.000Z","0",,,,"40188","WPD","30cdd4e6-e3a5-4d46-923a-58a2468ea908"
"POINT (-97.898114849797 30.183457651275)","118202","0","1","106619","864538","321",,"2003-03-25T00:00:00.000Z","2003","APPLANEL",,"AJURADO","2014-05-06T09:09:22.000Z","GDELANO","2014-05-29T13:53:00.000Z","GDELANO","SLA","A15","671F","3282489","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3065970.8425","10038879.9556","DIG08","SUB-M","884.14001465","883.09002686","N","CONCRETE","108","6","T","7","35","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40271","WPD","aaf64ff1-9a07-4448-9746-b4332094949c"
"POINT (-97.773722953136 30.480836839833)","118640","0","1","760238","925972","183",,"1995-02-23T00:00:00.000Z","1995","APPLANEL","2007","MLEACH","2014-07-16T13:00:56.000Z","MLEACH","2014-08-14T11:55:44.000Z","SBURZYNSKI","LKC","G40","404T","159113","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","890.61999512","891.67999268","N","CONCRETE","120","6","N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0",,,,,,,,,"0",,,,,,"355262cb-3196-4f87-b433-a7b9301b1f7d"
"POINT (-97.760266107168 30.427799752044)","118423","0","1","106527","1910611","202",,,,"NO_SOURCE",,"MAMARAL","2018-03-26T16:15:16.000Z","MAMARAL","2018-03-26T16:15:29.000Z","DWARDEN","WLN","H36","464H","525202","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3107460.0238","10128701.1488","DIG08","SUB-M",,"927.95001221","N","CONCRETE","122","7","T","8","35","GRADE","NOTPRESENT","G1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40170","WPD","37569240-c53c-408e-9ac1-823bcb778159"
"POINT (-97.711641999293 30.366661924389)","118273","0","1","74807","1878323","200","BRIDGE INLET - diverts to creek","1975-06-20T00:00:00.000Z","1975","APPLANEL",,"MMARKOWSKI","2016-12-09T13:18:06.000Z","GDELANO","2018-02-27T14:02:35.000Z","CGORE","LWA","K30","525D","436880","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123304.3869","10106830.866","DIG07","SUB-M",,"693.28997803","N","CONCRETE","96","6","T","3","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40059","WPD","b3c479d8-d5df-4d97-9b9e-d9c3f5872965"
"POINT (-97.760377086218 30.427650905277)","118365","0","1","106529","1910611","30",,,,"NO_SOURCE",,"MAMARAL","2018-03-26T16:42:43.000Z","MAMARAL","2018-03-26T16:43:22.000Z","DWARDEN","WLN","H36","464H","124809","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3107426.3081","10128646.2206","DIG08","SUB-M",,"929.26000977","N","CONCRETE","120","7","T","6","36","GRADE","NOTPRESENT","G1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40172","WPD","63eb88d9-3c7d-4072-a8f0-8017aa23d86c"
"POINT (-97.804892642549 30.224179842198)","118400","0","1","106587","1587762","110",,"1970-02-05T00:00:00.000Z","1970","APPLANEL",,"SBURZYNSKI","2011-09-15T09:53:13.000Z","MAMARAL","2016-12-01T16:12:13.000Z",,"WMS","F18","643C","339315","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3095087.1138","10054348.9363","DIG08","SUB-M","659.66998291","653.85998535","N","CONCRETE","126","4","T","4","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LUKE KUHR",,,,,,,"0",,,,"40424","WPD","a912780a-e70f-4a0b-9ab0-41857773857b"
"POINT (-97.696473863655 30.279537052925)","118406","0","1","1616064","1742322","262",,"1995-05-25T00:00:00.000Z","1995","APPLANEL",,"MMCDONALD","2017-08-22T08:03:39.000Z","MMCDONALD","2017-08-22T08:25:15.000Z",,"TAN","L23","586K","296822","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3128834.4302","10075267.117","DIG07","SUB-M",,"498.20999146","N","CONCRETE","47","4","T","1","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RMOELLMER","2017-08-21T10:16:02.000Z",,"06292007_1_044.jpg",,,,"0",,,,"5000044714","WPD","b841470b-b160-40fc-acae-04969f920fc9"
"POINT (-97.638707607007 30.403497986916)","118637","0","1","532780","1920866","115",,"1990-04-30T00:00:00.000Z","1990","APPLANEL",,"TBARRINGTON","2013-08-27T09:08:11.000Z","MMCDONALD","2018-04-10T13:08:46.000Z","ACOLEMAN","HRS","P34","467Y","3316321","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"670.73999023","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","0","N",,,,,,,,"0",,,,,,"ba0f1530-49a3-457e-bf19-f535c7169b72"
"POINT (-97.853187048831 30.205330708116)","118349","0","1","211172","1869027","153",,"1993-04-13T00:00:00.000Z","1993","APPLANEL",,"RSTRICKER","2015-03-05T15:25:20.000Z","MMCDONALD","2018-02-23T07:20:40.000Z","CGORE","WMS","D17","642Q","130255","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3079984.6738","10047148.5653","DIG09","SUB-M",,"766.25","N","CONCRETE","120","6","T","4","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"GEETHA GANESAN","2009-04-20T00:00:00.000Z","MICHAEL CHISUM",,"3.0649","2",,"0","2009-04-20T00:00:00.000Z","14:04","5","40304","WPD","5496d94b-b9f4-4ebc-8180-92de495e9b51"
"POINT (-97.716641044222 30.370498989364)","118571","0","1","74917","1935586","110","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMARKOWSKI","2018-05-02T14:35:27.000Z","MMARKOWSKI","2018-05-02T14:38:02.000Z",,"LWA","K31","495Z","678795","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3121694.8308","10108188.917","DIG07","SUB-M",,"711.40997314","N","CONCRETE","86","5","T","5","21","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DDAVIS","2008-11-04T00:00:00.000Z",,,,,,"0",,,,"40114","WPD","a04ad61f-1563-418d-9211-db2b86398fbf"
"POINT (-97.739920574689 30.228413976715)","118185","0","1","106469","1705811","119",,"1972-11-10T00:00:00.000Z","1972","ASBLTEL",,"VVINCENT","2017-06-09T08:43:48.000Z","ACOLEMAN","2017-07-13T08:43:54.000Z",,"CCW","J19","615W","575246","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3115562.7881","10056361.0731","DIG08","SUB-M",,"554.03997803","N","CONCRETE","117","5","T","6","18","SAG","PRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,,,,,"0",,,,"40249","WPD","6a03d5a7-84f3-4d4d-9b8d-c128e27c3d7a"
"POINT (-97.761834566564 30.230330167525)","118226","0","1","78297","98919","21","BRIDGE INLET - diverts to creek","1963-02-27T00:00:00.000Z","1963","APPLANEL",,"SJOHNSON","2010-08-10T00:00:00.000Z","DLEWIS","2010-08-10T00:00:00.000Z","DLEWIS","EBO","H19","614Y","303632","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3108625.4084","10056893.143","DIG07","SUB-M","598.15002441","596.58001709","N","CONCRETE","160","5","T","4","20","SAG","NOTPRESENT","S1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40149","WPD","7060a264-3753-47c7-a944-e01376170484"
"POINT (-97.841439714276 30.42079844213)","118502","0","1","211175","1118292","245",,"2001-04-20T00:00:00.000Z","2001","ASBLTEL",,"CHILL","2015-05-06T10:00:45.000Z","CHILL","2015-05-13T09:11:09.000Z","DDAVIS","BUL","D35","462M","56294","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3081926.8689","10125575.5963","DIG09","SUB-M","982.98999023","983.88000488","N","CONCRETE","120","6","T","5","14","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MARCUS ALLEN","2009-07-01T00:00:00.000Z","BILL BUTLER",,"2.9139","1",,"0","2009-07-01T00:00:00.000Z","13:49","5","40313","WPD","65b7b20a-d036-4169-afcc-49423261f787"
"POINT (-97.679087858283 30.280764423057)","118481","0","1","75428","96542","134","BRIDGE INLET - diverts to creek","1966-05-26T00:00:00.000Z","1966","APPLANEL",,"SJOHNSON","2010-07-16T00:00:00.000Z","PCAMPMAN","2014-02-26T11:55:36.000Z","DDAVIS","FOR","M23","586L","325202","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3134308.1792","10075832.707","DIG07","SUB-M",,"483.52999878","N","CONCRETE","108","4","T","3","16","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-14T00:00:00.000Z",,,,,"2012-09-15T00:00:00.000Z","0",,,,"40128","WPD","afd094eb-8ff8-477f-bff9-16a9a828cea8"
"POINT (-97.770866786294 30.288549090553)","118587","0","1","80308","2215634","335","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"JAMARTINEZ","2018-05-18T09:14:34.000Z","JAMARTINEZ","2021-02-08T14:55:16.000Z","GDELANO","JOH","H24","584G","191558","CITY","CITY","PHYS_INSP","PLANNOEL","GPS","3105288.4595","10077991.313","DIG07","SUB-M",,"526.71002197","N","CONCRETE","60","6","T","2","17","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-28T00:00:00.000Z",,,,,"2012-10-15T00:00:00.000Z","0",,,,"40052","WPD","e632e126-4f36-4b39-968b-2e907fec97c3"
"POINT (-97.741224964891 30.350947883011)","118629","0","1","276032","1834450","25","No field evidence. Removed with culverts.","1959-03-27T00:00:00.000Z","1959","PLANNOEL",,"RODAVILA","2010-11-01T00:00:00.000Z","GDELANO","2018-02-07T15:50:05.000Z","ACOLEMAN","SHL","J29","525J","3360176","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"670","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"69b4e44e-9be3-4e80-a70e-ae965601fa02"
"POINT (-97.738813304304 30.354353454765)","118630","0","1","369581","435460","207",,"1962-07-31T00:00:00.000Z","1962","APPLANEL","1985","JHOLDER","2011-04-27T09:32:47.000Z","APRUITT","2012-09-07T16:09:48.000Z","SJOHNSON","SHL","J29","525K","189161","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"678.25","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"546c4df6-ce23-483e-ac91-4a58ac4df0e7"
"POINT (-97.783784162671 30.216566076834)","118324","0","1","106476",,"0","Added per field evidence,",,,"NO_SOURCE",,"PCAMPMAN","2015-03-20T11:04:57.000Z","PCAMPMAN","2015-03-20T11:07:42.000Z",,"WMS","G18","644E","301832","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3101812.0844","10051728.9319","DIG08","SUB-M",,"631.59997559","N","CONCRETE","103","5","T","5","18","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DARREN TJEPKEMA",,,,,,,"0",,,,"40256","WPD","551873f8-dcde-4601-ae38-1c6f1736703c"
"POINT (-97.723144419641 30.322374096623)","118350","0","1","76655","1755426","25","BRIDGE INLET - diverts to creek","1959-02-06T00:00:00.000Z","1959","PLANNOEL",,"NPULLIAS","2010-09-20T00:00:00.000Z","GDELANO","2017-10-13T10:26:14.000Z","DDAVIS","WLR","K27","555G","3032425","CITY","CITY","PHYS_INSP","DTM","GPS","3120061.7869","10090640.133","DIG07","SUB-M",,"645.2199707","N","CONCRETE","94","5","T","4","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-20T00:00:00.000Z",,,,,,"0",,,,"40151","WPD","4d3a6ba9-d241-4fc0-92ec-1c574e3d4264"
