"licnum","tradename","add1","citycounty","st","postalcode","ctycnty","estabdesc","privdesc","statusdesc","wine_beereffectdate","wine_beerexpirdate","mixbevstatusdesc","mixbeveffdate","mixbevexpirdate","origdate"
"58248","SOCIAL 52","2619 W MAIN ST","RICHMOND","VA","23220-4312","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","1993-11-01T00:00:00.000"
"58443","KRAMERS MARKET","406 N CLEVELAND ST","RICHMOND","VA","23221-2321","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"1993-02-03T00:00:00.000"
"59241","GARNETTS CAFE","2001 PARK AVE","RICHMOND","VA","23220-2711","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Withdrawn","2009-11-13T00:00:00.000",,"2009-11-20T00:00:00.000"
"59270","DELTA HOTELS RICHMOND DOWNTOWN","555 E CANAL ST","RICHMOND","VA","23219-3837","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","1993-06-03T00:00:00.000"
"59495","LEGEND BREWING CO","321 W 7TH ST","RICHMOND","VA","23224-2307","Richmond City","Brewery","Brewery-Limited (10,000 barrels or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"1993-12-07T00:00:00.000"
"59497","LEGEND BREWING CO","321 W 7TH ST","RICHMOND","VA","23224-2307","Richmond City","Restaurant","Wine and Beer On & Off Premises & Keg Permit & Delivery Permit","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","1994-01-10T00:00:00.000"
"59835","THE PAPER MOON","6710 MIDLOTHIAN TPKE","RICHMOND","VA","23225-5614","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Voluntary  Surrendered","2008-12-01T00:00:00.000","2009-10-31T00:00:00.000","1993-11-02T00:00:00.000"
"59885","MAMMA ZU","501 S PINE ST","RICHMOND","VA","23220-6242","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","1993-12-13T00:00:00.000"
"59940","DOTS BACK INN","4030 MACARTHUR AVE","RICHMOND","VA","23227-4051","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","1993-09-20T00:00:00.000"
"60101","PURE PLEASURE","68 LABROOK CONCOURSE","RICHMOND","VA","23224-1465","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Withdrawn","2010-10-20T00:00:00.000",,"1993-12-02T00:00:00.000"
"60528","EAST COAST PROVISIONS","3411 W CARY ST","RICHMOND","VA","23221-2726","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2009-07-15T00:00:00.000"
"60702","STRAWBERRY STREET CAFE","421 STRAWBERRY ST","RICHMOND","VA","23220-3421","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Active","2018-06-20T00:00:00.000","2019-05-31T00:00:00.000","1994-02-08T00:00:00.000"
"60787","BP FOOD STORE","2931 CHAMBERLAYNE AVE","RICHMOND","VA","23222-3505","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2009-09-16T00:00:00.000"
"61114","MONTE ALBAN","104 AGENCY AVE","RICHMOND","VA","23225","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2009-06-26T00:00:00.000"
"61203","BISTRO BOBETTE","1209 E CARY ST","RICHMOND","VA","23219","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2009-08-10T00:00:00.000"
"61480","THE BOATHOUSE AT ROCKETTS LANDING","4708 E MAIN ST","RICHMOND","VA","23231","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2009-08-06T00:00:00.000"
"61483","OASIS FOOD MART","3124 BROAD ROCK BLVD","RICHMOND","VA","23224-6014","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2009-10-08T00:00:00.000"
"61598","360 EXPRESS MART & DELI","1912 MECHANICSVILLE TNPKE","RICHMOND","VA","23223-3940","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2009-09-16T00:00:00.000"
"61885","STRANGE MATTER","929 W GRACE ST","RICHMOND","VA","23220-4124","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","2010-02-26T00:00:00.000"
"62027","KOREAN GARDEN","6827 MIDLOTHIAN TPKE","RICHMOND","VA","23225-5622","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2009-12-18T00:00:00.000"
"62194","7 ELEVEN STORE 26245 B","3301 W CARY ST","RICHMOND","VA","23221-3403","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2009-09-30T00:00:00.000"
"62257","CARY ST MINI MART","1317 W CARY ST","RICHMOND","VA","23220","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000",,,,"2010-02-01T00:00:00.000"
"62280","JAHNKE RD AUTO CARE","6101 JAHNKE RD","RICHMOND","VA","23225","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2010-11-02T00:00:00.000"
"62354","THE URBAN FARMHOUSE MARKET & CAFE","1217 E CARY ST","RICHMOND","VA","23219-4115","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000",,,,"2010-02-04T00:00:00.000"
"62644","821 CAFE","825 W CARY ST","RICHMOND","VA","23220-5403","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2010-05-27T00:00:00.000"
"62795","MAMA JS","415 N 1ST ST","RICHMOND","VA","23219-1701","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2009-12-10T00:00:00.000"
"62802","VICTORY BAR & GRILL","4303 COMMERCE RD","RICHMOND","VA","23234-2239","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2010-05-05T00:00:00.000"
"62845","CVS PHARMACY # 0516","1205 BELLEVUE AVE","RICHMOND","VA","23227-4001","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-21T00:00:00.000"
"62890","CVS PHARMACY # 1530","2738 W BROAD ST","RICHMOND","VA","23220-1906","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-22T00:00:00.000"
"62927","CVS PHARMACY # 1834","6807 FOREST HILL AVE","RICHMOND","VA","23225-1603","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-22T00:00:00.000"
"62936","CVS PHARMACY # 1971","4715 WALMSLEY BLVD","RICHMOND","VA","23234-2348","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-21T00:00:00.000"
"62937","CVS PHARMACY # 1975","7023 THREE CHOPT RD","RICHMOND","VA","23226-3606","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-21T00:00:00.000"
"62942","CVS PHARMACY # 1986","1007 E MAIN ST","RICHMOND","VA","23219","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-21T00:00:00.000"
"62943","CVS PHARMACY # 1988","3514 W CARY ST","RICHMOND","VA","23221-2729","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-21T00:00:00.000"
"62944","CVS PHARMACY # 1989","5001 FOREST HILL AVE","RICHMOND","VA","23225","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2010-01-22T00:00:00.000"
"63001","CITY DOGS FAN","1309 W MAIN ST","RICHMOND","VA","23220-4851","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2009-11-03T00:00:00.000"
"63185","WALGREENS 10106","3520 ELLWOOD AVE","RICHMOND","VA","23221","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2010-04-19T00:00:00.000"
"63208","WALGREENS # 03682","5122 HULL ST RD","RICHMOND","VA","23224","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2010-04-15T00:00:00.000"
"63319","THE GRILL","5722 PATTERSON AVE","RICHMOND","VA","23226-2010","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2010-03-26T00:00:00.000"
"63339","WALGREENS # 03681","1214 WESTOVER HILLS BLVD","RICHMOND","VA","23225","Richmond City","Drug Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2010-04-15T00:00:00.000"
"63454","CROAKERS SPOT","1020 HULL ST","RICHMOND","VA","23224-4072","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2009-12-28T00:00:00.000"
"63585","7 ELEVEN STORE 20728 A","1101 W MAIN ST","RICHMOND","VA","23220-4809","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2009-12-21T00:00:00.000"
"63601","THE TOWERS","7015 CARNATION ST","RICHMOND","VA","23225-5294","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Withdrawn","2012-10-19T00:00:00.000",,"2010-10-18T00:00:00.000"
"63640","RESERVOIR DISTILLERY LLC","1800 A SUMMIT AVE","RICHMOND","VA","23230-4314","Richmond City","Distillery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2010-04-30T00:00:00.000"
"63710","BEAUVINE BURGER CONCEPT","1501 W MAIN ST","RICHMOND","VA","23220-4630","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2010-05-27T00:00:00.000"
"63979","RICHMOND TRIANGLE PLAYERS","1300 ALTAMONT AVE","RICHMOND","VA","23230","Richmond City","Performing Arts Facility","Annual Mixed Beverage Special Event","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2010-03-11T00:00:00.000"
"63979","RICHMOND TRIANGLE PLAYERS","1300 ALTAMONT AVE","RICHMOND","VA","23230","Richmond City","Performing Arts Facility","Fairground","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2010-03-11T00:00:00.000"
"64126","THE SAVORY GRAIN","2043 W BROAD ST","RICHMOND","VA","23220-2005","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2010-03-25T00:00:00.000"
"64320","CLUB 181","2412 NORTH AVE","RICHMOND","VA","23222","Richmond City","Club - National","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2010-07-20T00:00:00.000"
"64356","LIBBIE MARKET","400 LIBBIE AVE","RICHMOND","VA","23226-2616","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2010-03-23T00:00:00.000"
"64400","LINE DRIVE CONCESSIONS","3001 N BOULEVARD","RICHMOND","VA","23230","Richmond City","Food Concession - Stadium","Wine & Beer On Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2010-04-06T00:00:00.000"
"64408","NUEVO MEXICO RESTAURANT","3088 STONY POINT RD","RICHMOND","VA","23235-2349","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2010-03-30T00:00:00.000"
"64975","BLUE BAR AND LOUNGE","6835 MIDLOTHIAN TPKE","RICHMOND","VA","23225-5622","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2010-10-26T00:00:00.000"
"65040","LIFT COFFEE SHOP & CAFE","218 W BROAD ST","RICHMOND","VA","23220-4217","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2010-05-27T00:00:00.000"
"65152","MARKET PLACE","2517 HULL ST","RICHMOND","VA","23224-3643","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2010-07-15T00:00:00.000"
"65156","ADDIS ETHIOPIAN REST & LOUNGE","9 N 17TH ST","RICHMOND","VA","23219","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2010-07-20T00:00:00.000"
"65235","XTRAS CAFE","3322 W CARY ST STE B","RICHMOND","VA","23221-3404","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2010-09-09T00:00:00.000"
"65309","THE MILL","4023 MACARTHUR AVE","RICHMOND","VA","23227-4050","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2010-08-05T00:00:00.000"
"65844","CROSSROADS COFFEE & ICE CREAM","3600 FOREST HILL AVE","RICHMOND","VA","23225-3416","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2010-11-15T00:00:00.000"
"66246","BELT BOULEVARD EXPRESS","237 E BELT BLVD","RICHMOND","VA","23224-1205","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2010-09-09T00:00:00.000"
"66247","N Y STRIP STEAK HOUSE","68 LABROOK CONCOURSE STE B","RICHMOND","VA","23224","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2011-03-02T00:00:00.000"
"66373","LINDO AMANECER LATINO MARKET","3020 BROAD ROCK BLVD","RICHMOND","VA","23224-6012","Richmond City","Convenience Grocery Store","Beer Off Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2011-02-08T00:00:00.000"
"66423","EL CENTRO CERVESERO EL DESEO REST BAR & GRILL","1734 BROAD ROCK BLVD","RICHMOND","VA","23224","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","2011-02-04T00:00:00.000"
"66974","RICHMOND CLUB 065","3056 HULL STREET RD","RICHMOND","VA","23224","Richmond City","Club - National","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2011-05-17T00:00:00.000"
"67211","EXXON FOOD MART","2607 CHAMBERLAYNE AVE","RICHMOND","VA","23222-3501","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2010-12-02T00:00:00.000"
"67672","7 ELEVEN STORE 25644 B","2308 CHAMBERLAYNE AVE","RICHMOND","VA","23222","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2011-01-25T00:00:00.000"
"67721","JAMES FOOD STORE","1808 BROAD ROCK BLVD","RICHMOND","VA","23224-4802","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2011-05-11T00:00:00.000"
"67749","ENOTECA SOGNO","1223 BELLEVUE AVE","RICHMOND","VA","23227","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2011-03-16T00:00:00.000"
"67750","BODILLAZ","916 W BROAD ST","RICHMOND","VA","23220","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2011-03-23T00:00:00.000"
"67856","7 ELEVEN STORE 11058 A","6209 JAHNKE RD","RICHMOND","VA","23225-2640","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000",,,,"2011-02-08T00:00:00.000"
"67883","MARGARITAS CANTINA","101-107 N 18TH ST","RICHMOND","VA","23223","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2011-11-16T00:00:00.000"
"67900","RACEWAY 958","6825 HULL STREET RD","RICHMOND","VA","23224-2533","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2011-09-22T00:00:00.000"
"67944","THE MANSION","526 N 2ND ST","RICHMOND","VA","23219","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2011-09-22T00:00:00.000"
"67973","CONCH REPUBLIC ROCKETTS","11 ORLEANS ST","RICHMOND","VA","23231","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2011-04-14T00:00:00.000"
"68123","MAXS POSITIVE VIBE CAFE","2825 HATHAWAY RD","RICHMOND","VA","23225-1725","Richmond City","Caterers Establishment","Mixed Beverage Caterer Limited","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000",,,,"2012-01-04T00:00:00.000"
"68407","BEIJING ON GROVE","5710 GROVE AVE","RICHMOND","VA","23226-2346","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2011-07-01T00:00:00.000"
"68521","7 ELEVEN STORE 22350 A","2808 W BROAD ST","RICHMOND","VA","23230-5101","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2011-05-09T00:00:00.000"
"68579","HARDYWOOD PARK CRAFT BREWERY LLC","2408-2410 OWNBY LN","RICHMOND","VA","23220-1319","Richmond City","Brewery","Brewery-Unlimited (over 10,000 barrels annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2011-07-08T00:00:00.000"
"68580","HARDYWOOD PARK CRAFT BREWERY LLC","2408-2410 OWNBY LN","RICHMOND","VA","23220-1319","Richmond City","Brewery","Brewery Off Premises & Keg Permit","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2011-07-08T00:00:00.000"
"68732","THE ROOSEVELT","623 N 25TH ST","RICHMOND","VA","23223-6537","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2011-08-02T00:00:00.000"
"68903","CLUB ROUGE","1501 E MAIN ST","RICHMOND","VA","23219","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2011-09-13T00:00:00.000"
"68945","CAMDENS DOGTOWN MARKET","201 W 7TH ST","RICHMOND","VA","23224-2305","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2011-07-17T00:00:00.000"
"68988","STOP & GO FOODS","2318 4TH AVE","RICHMOND","VA","23222-4708","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2011-07-06T00:00:00.000"
"69079","SHOCKOE VALLEY MARKET","311 N 18TH ST","RICHMOND","VA","23223-6907","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2011-09-15T00:00:00.000"
"69104","STELLAS RESTAURANT","1012 LAFAYETTE ST","RICHMOND","VA","23221-1142","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2011-07-25T00:00:00.000"
