"address_no_complete","st_prefix_dir","st_prefix_type","st_name","st_suffix_type","st_suffix_dir","st_ext","full_address","city","zip","district_num","council_person","lot_location"
"100-200","S",,"16TH","ST",,,"100-200 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"100-200","S",,"16TH","ST",,,"100-200 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2147","N",,"16TH","ST",,,"2147 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"618","S",,"16TH","ST",,,"618 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1653","N",,"16TH","ST",,,"1653 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"911","S",,"16TH","ST",,,"911 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"642","N",,"16TH","ST",,,"642 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"739","N",,"16TH","ST",,,"739 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"508","S",,"16TH","ST",,,"508 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"732","N",,"16TH","ST",,,"732 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"526","S",,"16TH","ST",,,"526 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1913","N",,"16TH","ST",,,"1913 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1756","N",,"16TH","ST",,,"1756 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"633","N",,"16TH","ST",,,"633 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1259","S",,"16TH","ST",,,"1259 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"831","S",,"16TH","ST",,,"831 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1725","N",,"16TH","ST",,,"1725 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2125","N",,"16TH","ST",,,"2125 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2034","N",,"16TH","ST",,,"2034 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1275","S",,"16TH","ST",,,"1275 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"803","S",,"16TH","ST",,,"803 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"812","S",,"16TH","ST",,,"812 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"736","N",,"16TH","ST",,,"736 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1707","N",,"16TH","ST",,,"1707 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"130","S",,"16TH","ST",,,"130 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1836","N",,"16TH","ST",,,"1836 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1954","N",,"16TH","ST",,,"1954 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2146","N",,"16TH","ST",,,"2146 N 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"514","S",,"16TH","ST",,,"514 S 16TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1405","S",,"17TH","ST",,,"1405 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1415","S",,"17TH","ST",,,"1415 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"526","S",,"17TH","ST",,,"526 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1277","S",,"17TH","ST",,,"1277 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"532","S",,"17TH","ST",,,"532 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1566","S",,"17TH","ST",,,"1566 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1271","S",,"17TH","ST",,,"1271 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1745","N",,"17TH","ST",,,"1745 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1265","S",,"17TH","ST",,,"1265 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2136","N",,"17TH","ST",,,"2136 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1214","S",,"17TH","ST",,,"1214 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"810","S",,"17TH","ST",,,"810 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"541","N",,"17TH","ST",,,"541 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"840","S",,"17TH","ST",,,"840 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"753","N",,"17TH","ST",,,"753 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2045","N",,"17TH","ST",,,"2045 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"745","S",,"17TH","ST",,,"745 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"715","S",,"17TH","ST",,,"715 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2134","N",,"17TH","ST",,,"2134 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1626","N",,"17TH","ST",,,"1626 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2145","N",,"17TH","ST",,,"2145 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1716","N",,"17TH","ST",,,"1716 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"740","S",,"17TH","ST",,,"740 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"820","S",,"17TH","ST",,,"820 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"546","S",,"17TH","ST",,,"546 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1455","S",,"17TH","ST",,,"1455 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1816","N",,"17TH","ST",,,"1816 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1616","N",,"17TH","ST",,,"1616 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"210","S",,"17TH","ST",,,"210 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1327","S",,"17TH","ST",,,"1327 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"431","S",,"17TH","ST",,,"431 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1216","S",,"17TH","ST",,,"1216 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1804","N",,"17TH","ST",,,"1804 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"909","N",,"17TH","ST",,,"909 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"708","S",,"17TH","ST",,,"708 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700","N",,"17TH","ST",,,"700 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2004","N",,"17TH","ST",,,"2004 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"226","S",,"17TH","ST",,,"226 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1826","N",,"17TH","ST",,,"1826 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"702","S",,"17TH","ST",,,"702 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","N",,"17TH","ST",,,"900-1000 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","N",,"17TH","ST",,,"900-1000 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"900-1000","N",,"17TH","ST",,,"900-1000 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2005","N",,"17TH","ST",,,"2005 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1430","S",,"17TH","ST",,,"1430 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2138","N",,"17TH","ST",,,"2138 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1656","N",,"17TH","ST",,,"1656 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"703","S",,"17TH","ST",,,"703 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1337","S",,"17TH","ST",,,"1337 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"828","S",,"17TH","ST",,,"828 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"728","S",,"17TH","ST",,,"728 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"390","S",,"17TH","ST",,,"390 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1331","S",,"17TH","ST",,,"1331 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1955","N",,"17TH","ST",,,"1955 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2035","N",,"17TH","ST",,,"2035 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"243","S",,"17TH","ST",,,"243 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1655","N",,"17TH","ST",,,"1655 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1335","S",,"17TH","ST",,,"1335 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2046","N",,"17TH","ST",,,"2046 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1332","S",,"17TH","ST",,,"1332 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"500-600","S",,"17TH","ST",,,"500-600 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"500-600","S",,"17TH","ST",,,"500-600 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1251","S",,"17TH","ST",,,"1251 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1736","N",,"17TH","ST",,,"1736 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1217","S",,"17TH","ST",,,"1217 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"232","N",,"17TH","ST",,,"232 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2044","N",,"17TH","ST",,,"2044 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"755","S",,"17TH","ST",,,"755 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"625","N",,"17TH","ST",,,"625 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"836","S",,"17TH","ST",,,"836 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"926","N",,"17TH","ST",,,"926 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1229","S",,"17TH","ST",,,"1229 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"214","N",,"17TH","ST",,,"214 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"758","S",,"17TH","ST",,,"758 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"537","S",,"17TH","ST",,,"537 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"312","S",,"17TH","ST",,,"312 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"903","N",,"17TH","ST",,,"903 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"748","S",,"17TH","ST",,,"748 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1646","N",,"17TH","ST",,,"1646 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1272","S",,"17TH","ST",,,"1272 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"823","S",,"17TH","ST",,,"823 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"327","S",,"17TH","ST",,,"327 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1920","N",,"17TH","ST",,,"1920 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1704","N",,"17TH","ST",,,"1704 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"725","N",,"17TH","ST",,,"725 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"733","S",,"17TH","ST",,,"733 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2014","N",,"17TH","ST",,,"2014 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1333","S",,"17TH","ST",,,"1333 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1418","S",,"17TH","ST",,,"1418 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2026","N",,"17TH","ST",,,"2026 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1645","N",,"17TH","ST",,,"1645 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"425","S",,"17TH","ST",,,"425 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"724","S",,"17TH","ST",,,"724 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2125","N",,"17TH","ST",,,"2125 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1230","S",,"17TH","ST",,,"1230 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1746","N",,"17TH","ST",,,"1746 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1805","N",,"17TH","ST",,,"1805 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"701","S",,"17TH","ST",,,"701 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1726","N",,"17TH","ST",,,"1726 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1276","S",,"17TH","ST",,,"1276 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"817","S",,"17TH","ST",,,"817 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1256","S",,"17TH","ST",,,"1256 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2250","N",,"17TH","ST",,,"2250 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"222","S",,"17TH","ST",,,"222 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"150","S",,"17TH","ST",,,"150 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"729","S",,"17TH","ST",,,"729 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1465","S",,"17TH","ST",,,"1465 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"848","S",,"17TH","ST",,,"848 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"562","S",,"17TH","ST",,,"562 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1240","S",,"17TH","ST",,,"1240 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"802","S",,"17TH","ST",,,"802 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"741","N",,"17TH","ST",,,"741 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1635","N",,"17TH","ST",,,"1635 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1735","N",,"17TH","ST",,,"1735 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1264","S",,"17TH","ST",,,"1264 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"754","S",,"17TH","ST",,,"754 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1606","N",,"17TH","ST",,,"1606 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"219","N",,"17TH","ST",,,"219 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"855","N",,"17TH","ST",,,"855 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1235","S",,"17TH","ST",,,"1235 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"223","S",,"17TH","ST",,,"223 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1502","N",,"17TH","ST",,,"1502 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1268","S",,"17TH","ST",,,"1268 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"311","S",,"17TH","ST",,,"311 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"525","S",,"17TH","ST",,,"525 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"250","S",,"17TH","ST",,,"250 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"924","N",,"17TH","ST",,,"924 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"370","S",,"17TH","ST",,,"370 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"737","S",,"17TH","ST",,,"737 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1400","S",,"17TH","ST",,,"1400 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"859","N",,"17TH","ST",,,"859 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1755","N",,"17TH","ST",,,"1755 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"234","S",,"17TH","ST",,,"234 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1815","N",,"17TH","ST",,,"1815 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1825","N",,"17TH","ST",,,"1825 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"813","S",,"17TH","ST",,,"813 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1904","N",,"17TH","ST",,,"1904 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"317","S",,"17TH","ST",,,"317 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"863","N",,"17TH","ST",,,"863 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1914","N",,"17TH","ST",,,"1914 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1916","N",,"17TH","ST",,,"1916 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1725","N",,"17TH","ST",,,"1725 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"520","S",,"17TH","ST",,,"520 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1935","N",,"17TH","ST",,,"1935 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"437","S",,"17TH","ST",,,"437 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2135","N",,"17TH","ST",,,"2135 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"849","S",,"17TH","ST",,,"849 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800-900","N",,"17TH","ST",,,"800-900 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800-900","N",,"17TH","ST",,,"800-900 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800-900","N",,"17TH","ST",,,"800-900 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800-900","N",,"17TH","ST",,,"800-900 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800-900","N",,"17TH","ST",,,"800-900 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"800-900","N",,"17TH","ST",,,"800-900 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"224","S",,"17TH","ST",,,"224 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"801","S",,"17TH","ST",,,"801 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"240","S",,"17TH","ST",,,"240 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1328","S",,"17TH","ST",,,"1328 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"255","S",,"17TH","ST",,,"255 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"635","N",,"17TH","ST",,,"635 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2037","N",,"17TH","ST",,,"2037 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1556","S",,"17TH","ST",,,"1556 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2105","N",,"17TH","ST",,,"2105 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"220","N",,"17TH","ST",,,"220 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1245","S",,"17TH","ST",,,"1245 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"829","S",,"17TH","ST",,,"829 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"155","S",,"17TH","ST",,,"155 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"907","N",,"17TH","ST",,,"907 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"216","S",,"17TH","ST",,,"216 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"308","S",,"17TH","ST",,,"308 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"517","N",,"17TH","ST",,,"517 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"725","S",,"17TH","ST",,,"725 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"953","N",,"17TH","ST",,,"953 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"310","S",,"17TH","ST",,,"310 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1954","N",,"17TH","ST",,,"1954 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"364","S",,"17TH","ST",,,"364 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2015","N",,"17TH","ST",,,"2015 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2115","N",,"17TH","ST",,,"2115 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1835","N",,"17TH","ST",,,"1835 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"410","S",,"17TH","ST",,,"410 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1605","N",,"17TH","ST",,,"1605 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1925","N",,"17TH","ST",,,"1925 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"225","S",,"17TH","ST",,,"225 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"716","S",,"17TH","ST",,,"716 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"533","N",,"17TH","ST",,,"533 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"222 1/2","S",,"17TH","ST",,,"222 S 17TH ST, 1/2","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1425","S",,"17TH","ST",,,"1425 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1445","S",,"17TH","ST",,,"1445 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"2269 STE A","N",,"17TH","ST",,,"2269 N 17TH ST, STE A","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"749","S",,"17TH","ST",,,"749 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"1283","S",,"17TH","ST",,,"1283 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"721","S",,"17TH","ST",,,"721 S 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"905","N",,"17TH","ST",,,"905 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-800","N",,"17TH","ST",,,"700-800 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
"700-800","N",,"17TH","ST",,,"700-800 N 17TH ST","BATON ROUGE","70802","10","Carolyn Coleman","BATON ROUGE"
