"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","debt_title","debt_type","principal_remaining_prior_to_yearly_pymt","interest_remaining_prior_to_yearly_pymt","annual_appropriation","fiscal_year_debt_was_incurred","fiscal_year_debt_will_be_paid_in_full","coordinates"
"07G046","CEDAR FALLS","2020","7043","Target Corporation","Rebates","0","0","YES","2012-12-24T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","Principal Life Insurance","Rebates","132924","0","YES","2011-07-25T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7019","Property Tax Rebates","Internal Loans","424872","0","NO","2016-06-06T00:00:00.000","2027","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7039","Staff Costs Repayment","Internal Loans","0","0","NO","2014-11-17T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7019","Bond Fund","Internal Loans","4614","0","NO","2012-11-26T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7007","Deutsch Development Agreement","Rebates","75000","0","NO","2015-09-15T00:00:00.000","2021","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7007","Boevers' #3 Development Agreement","Rebates","110000","0","YES","2017-02-27T00:00:00.000","2027","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7042","Staff Administrative Costs","Internal Loans","2852","0","NO","2016-11-21T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","Universal Industries","Rebates","0","0","YES","2012-04-07T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","Northern 2009 GO Bonds","General Obligation Bonds/Notes","1349966","0","NO","2009-11-21T00:00:00.000","2024","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7019","Bond Fund","Internal Loans","299995","0","NO","2012-11-26T00:00:00.000","2021","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","Economic Development Fund","Internal Loans","4114243","0","NO","2015-11-16T00:00:00.000","2022","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","CFU-Electric Utility","Internal Loans","573683","0","NO","2008-11-11T00:00:00.000","2031","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7019","CFU-Water Utility","Internal Loans","24479","0","NO","2011-11-28T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","Street Improvement Fund","Internal Loans","3506618","0","NO","2016-04-18T00:00:00.000","2028","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","Sewer Fund","Internal Loans","2693804","0","NO","2014-11-17T00:00:00.000","2021","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7042","Staff Administrative Costs","Internal Loans","0","0","NO","2016-11-21T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","Principal Life Insurance","Rebates","81890","0","YES","2011-07-25T00:00:00.000","2020","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7019","Property Tax Rebates","Internal Loans","320944","0","NO","2016-06-06T00:00:00.000","2027","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","East Central Iowa Coop","Rebates","57466","0","YES","2011-11-14T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","CFU-Communication Utility","Internal Loans","98599","0","NO","2008-11-11T00:00:00.000","2031","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","Aerial Services","Rebates","0","0","YES","2009-04-11T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7042","Legal Fees","Internal Loans","0","0","NO","2016-06-28T00:00:00.000","2018","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7007","Boevers' #2 Development Agreement","Rebates","80000","0","YES","2017-02-27T00:00:00.000","2027","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7039","Legal Fee Repayment","Internal Loans","0","0","NO","2012-12-08T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7007","Boevers' #1 Development Agreement","Rebates","15912","0","YES","2015-12-12T00:00:00.000","2020","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","Street Repair Fund","Internal Loans","0","0","NO","2015-02-16T00:00:00.000","2018","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7043","Street Repair Fund","Internal Loans","0","0","NO","2015-02-16T00:00:00.000","2018","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7019","CFU-Electric Utility","Internal Loans","33398","0","NO","2012-11-26T00:00:00.000","2020","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7043","CFU-Gas Utility","Internal Loans","140247","0","NO","2008-11-11T00:00:00.000","2031","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7019","CFU-Communication Utility","Internal Loans","0","0","NO","2012-11-24T00:00:00.000","2019","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2020","7042","Legal Fees","Internal Loans","0","0","NO","2016-06-28T00:00:00.000","2018","POINT (-92.44546540000002 42.5277622)"
"07G046","CEDAR FALLS","2019","7039","Water Mains","Internal Loans","0","0","NO","2012-11-26T00:00:00.000","2015","POINT (-92.44546540000002 42.5277622)"
