"levyauthority","levyauthorityname","fiscal_year","ur_number","countoftd_number","starting_balance","sumofrevenue","sumofrevenue_interest","sumofproperty_tax_replacement","sumofsales_repayments","rebates_amount_sum_sumofamount","expenditure_amount_sum","sumofreturned","ending_balance","primary_lat_dec","primary_long_dec","geocoded_column"
"46G704","GILMORE CITY","2021","46012","4","0","13110","0","0","0","0","0","0","13110","-94.4477507","42.7294176","POINT (42.7294176 -94.4477507)"
"57G548","MOUNT VERNON","2021","57043","6","590969","655288","382","0","0","0","797945","0","448694","-91.4168371","41.9219522","POINT (41.9219522 -91.4168371)"
"70G656","WEST LIBERTY","2021","70010","9","21385","299317","778","0","0","50274","247626","0","23580","-91.2637695","41.5700231","POINT (41.5700231 -91.2637695)"
"78G741","UNDERWOOD","2021","78040","7","60567","67628","0","0","0","77135","0","0","51060","-95.676674","41.3869388","POINT (41.3869388 -95.676674)"
"41G380","BRITT","2021","41006","6","0","0","0","0","0","0","0","0","0","-93.8018875","43.0977399","POINT (43.0977399 -93.8018875)"
"85","STORY","2021","85022","42","564789","2143037","0","29637","0","0","1274183","0","1463280","-93.4650448","42.0362415","POINT (42.0362415 -93.4650448)"
"44G418","WAYLAND","2021","44001","4","17538","115392","0","0","0","35000","86308","0","11622","-91.6607207","41.1472434","POINT (41.1472434 -91.6607207)"
"60G575","ROCK RAPIDS","2021","60114","2","0","78194","0","12538","0","0","90732","0","0","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"57G539","CEDAR RAPIDS","2021","57961","0","0","0","0","0","0","0","2490","0","-2490","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"82G770","BETTENDORF","2021","82058","2","-716","696398","0","0","0","201356","433584","0","60742","-90.51569","41.5244777","POINT (41.5244777 -90.51569)"
"14G119","GLIDDEN","2021","14030","2","33431","0","0","0","0","0","33431","0","0","-94.72887","42.0569297","POINT (42.0569297 -94.72887)"
"66G624","MCINTIRE","2021","66006","3","0","52716","0","0","0","0","52716","0","0","-92.5937915","43.4358006","POINT (43.4358006 -92.5937915)"
"39G367","MENLO","2021","39015","2","0","0","0","0","0","0","0","0","0","-94.4044105","41.5191543","POINT (41.5191543 -94.4044105)"
"63G601","PLEASANTVILLE","2021","63029","2","0","54540","0","0","0","0","54540","0","0","-93.2693745","41.3858262","POINT (41.3858262 -93.2693745)"
"18G155","CLEGHORN","2021","18017","5","13357","84423","0","0","0","0","55916","0","41864","-95.7127888","42.8122071","POINT (42.8122071 -95.7127888)"
"82G776","ELDRIDGE","2021","82025","8","-38214","10988730","0","0","0","112994","792740","0","10044782","-90.5845823","41.6580864","POINT (41.6580864 -90.5845823)"
"26G245","PULASKI","2021","26005","1","13207","0","0","0","0","0","0","0","13207","-92.2732386","40.696969","POINT (40.696969 -92.2732386)"
"77G727","WEST DES MOINES","2021","77091","6","3488037","6634334","12599","534342","0","0","5022956","0","5646356","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"69G647","RED OAK","2021","69001","7","109485","232236","0","0","0","30000","92584","0","219137","-95.2255466","41.0097151","POINT (41.0097151 -95.2255466)"
"13G111","ROCKWELL CITY","2021","13001","1","0","0","0","0","0","0","0","0","0","-94.6338671","42.3952576","POINT (42.3952576 -94.6338671)"
"57G539","CEDAR RAPIDS","2021","57001","22","2392100","15823897","8777","399","0","1105658","4540033","0","12579482","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"85G820","NEVADA","2021","85005","12","2097770","909423","45813","0","0","401582","927909","0","1723515","-93.4524341","42.0227652","POINT (42.0227652 -93.4524341)"
"77G717","DES MOINES","2021","77052","5","996012","1899166","1680","0","0","64992","1681611","0","1150255","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"57G539","CEDAR RAPIDS","2021","57938","3","59578","56903","0","0","0","41413","0","0","75068","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"9","BREMER","2021","09011","2","389","133486","108","0","0","0","133675","0","308","-92.3180548","42.7745873","POINT (42.7745873 -92.3180548)"
"30G277","SPIRIT LAKE","2021","30018","22","485775","2511806","9060","10993","0","5972","2484609","0","527053","-95.1022169","43.4221843","POINT (43.4221843 -95.1022169)"
"31G288","DUBUQUE","2021","31002","23","3572880","2171933","35359","180092","794643","1176013","2107953","0","3470941","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"94G902","DAYTON","2021","94005","4","14465","7638","0","3506","0","0","0","0","25609","-94.0685672","42.2613645","POINT (42.2613645 -94.0685672)"
"70G653","MUSCATINE","2021","70001","3","13282","241415","181","0","0","0","245000","0","9878","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"97G938","SIOUX CITY","2021","97003","5","-5061558","642","0","0","0","0","1177130","0","-6238046","-96.4003069","42.4999942","POINT (42.4999942 -96.4003069)"
"78G732","COUNCIL BLUFFS","2021","78053","2","0","412038","0","0","0","412038","0","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"74","PALO ALTO","2021","74006","7","62764","867425","0","0","0","0","930189","0","0","-94.6781371","43.0820643","POINT (43.0820643 -94.6781371)"
"22G188","GARNAVILLO","2021","22004","3","-53247","28640","0","0","0","0","0","0","-24607","-91.2359644","42.8685981","POINT (42.8685981 -91.2359644)"
"25G241","WOODWARD","2021","25030","9","16347","80158","0","0","0","0","44528","0","51977","-93.9218956","41.8569299","POINT (41.8569299 -93.9218956)"
"15G128","ATLANTIC","2021","15001","3","587","44085","0","0","0","0","44672","0","0","-95.0138776","41.4036007","POINT (41.4036007 -95.0138776)"
"40G378","WEBSTER CITY","2021","40011","4","730","6695","34","0","0","0","6725","0","734","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"53G495","MONTICELLO","2021","53009","0","15100","0","179","0","0","0","0","0","15279","-91.1870937","42.2383351","POINT (42.2383351 -91.1870937)"
"96G920","DECORAH","2021","96011","1","0","0","0","0","0","0","0","0","0","-91.7857092","43.3033056","POINT (43.3033056 -91.7857092)"
"77G717","DES MOINES","2021","77003","2","13275","0","21","0","0","0","0","0","13296","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"57G539","CEDAR RAPIDS","2021","57941","2","60993","59381","0","0","0","57732","0","0","62642","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"17G149","ROCKWELL","2021","17024","3","21039","7736","0","0","0","0","0","0","28775","-93.1918688","42.985244","POINT (42.985244 -93.1918688)"
"47G439","HOLSTEIN","2021","47103","3","32731","177880","0","0","0","87779","67682","0","55150","-95.545003","42.4891531","POINT (42.4891531 -95.545003)"
"78G732","COUNCIL BLUFFS","2021","78052","2","3475","148376","0","0","0","148994","0","0","2857","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"84G804","HULL","2021","84037","1","-8956","0","0","0","0","0","0","0","-8956","-96.1336329","43.1885919","POINT (43.1885919 -96.1336329)"
"70","MUSCATINE","2021","70015","3","0","119641","0","5127","0","62384","0","0","62384","-91.1127562","41.4839221","POINT (41.4839221 -91.1127562)"
"77G720","JOHNSTON","2021","77027","7","264472","106136","55","0","0","0","2609","0","368054","-93.697721","41.673044","POINT (41.673044 -93.697721)"
"33G316","OELWEIN","2021","33004","16","173718","1502620","1948","0","0","98663","669772","0","909851","-91.9135036","42.6733171","POINT (42.6733171 -91.9135036)"
"86G833","TAMA","2021","86008","2","0","0","0","12683","0","0","12683","0","0","-92.5768591","41.9666585","POINT (41.9666585 -92.5768591)"
"79","POWESHIEK","2021","79022","1","0","0","0","0","0","0","0","0","0","-92.5314684","41.6864422","POINT (41.6864422 -92.5314684)"
"52G483","IOWA CITY","2021","52030","2","0","155530","0","0","0","0","154696","0","834","-91.5301683","41.6611277","POINT (41.6611277 -91.5301683)"
"91G871","CUMMING","2021","91001","7","122100","177221","0","0","0","0","288435","0","10886","-93.7624442","41.4833235","POINT (41.4833235 -93.7624442)"
"29G271","WEST BURLINGTON","2021","29008","23","1387714","892046","4159","0","41884","88205","668560","0","1569038","-91.1565357","40.8250386","POINT (40.8250386 -91.1565357)"
"66G629","ST ANSGAR","2021","66003","9","-107335","758131","218","0","0","502032","99392","0","49590","-92.9188065","43.3783006","POINT (43.3783006 -92.9188065)"
"47G437","BATTLE CREEK","2021","47009","1","0","0","0","0","0","0","0","0","0","-95.5986135","42.315544","POINT (42.315544 -95.5986135)"
"36G343","SIDNEY","2021","36006","2","0","0","0","0","0","0","0","0","0","-95.6474959","40.7483337","POINT (40.7483337 -95.6474959)"
"18G157","MARCUS","2021","18010","0","71006","0","234","0","0","0","26510","0","44730","-95.8075134","42.8258195","POINT (42.8258195 -95.8075134)"
"61G583","WINTERSET","2021","61001","14","133398","1078648","0","0","0","93204","771899","0","346943","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"35G335","LATIMER","2021","35012","3","0","0","0","0","0","0","0","0","0","-93.3682594","42.7633056","POINT (42.7633056 -93.3682594)"
"29G267","BURLINGTON","2021","29023","29","601058","8672811","0","0","0","423203","2781569","0","6069097","-91.1129233","40.8075391","POINT (40.8075391 -91.1129233)"
"01G005","ORIENT","2021","01006","1","0","0","0","0","0","0","0","0","0","-94.4146845","41.203044","POINT (41.203044 -94.4146845)"
"31G292","FARLEY","2021","31049","2","77080","48396","0","0","0","41492","0","0","83984","-91.0062451","42.4427782","POINT (42.4427782 -91.0062451)"
"85G814","COLO","2021","85015","9","0","144408","0","0","0","0","144408","0","0","-93.3152072","42.0177653","POINT (42.0177653 -93.3152072)"
"57G547","MARION","2021","57060","8","285952","988","691","0","0","0","131025","0","156606","-91.5976773","42.0341658","POINT (42.0341658 -91.5976773)"
"51G476","FAIRFIELD","2021","51013","2","4362","30293","630","0","0","0","9188","0","26097","-91.9626727","41.0086312","POINT (41.0086312 -91.9626727)"
"50G469","NEWTON","2021","50042","1","0","0","0","0","0","0","0","0","0","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"30G274","MILFORD","2021","30020","2","0","113451","0","0","0","67189","26714","0","19548","-95.149996","43.3246863","POINT (43.3246863 -95.149996)"
"11G091","STORM LAKE","2021","11010","2","-117734","22192","0","1761","0","-5519","0","0","-88262","-95.2097179","42.6410915","POINT (42.6410915 -95.2097179)"
"71G662","PAULLINA","2021","71012","4","4884","0","99","55364","0","12046","48286","0","15","-95.6880657","42.9791479","POINT (42.9791479 -95.6880657)"
"97G932","LAWTON","2021","97020","0","-105","0","0","0","0","0","0","0","-105","-96.1839121","42.4786037","POINT (42.4786037 -96.1839121)"
"22G195","MONONA","2021","22038","1","0","0","0","0","5464","0","5464","0","0","-91.3893041","43.0516494","POINT (43.0516494 -91.3893041)"
"07G054","WATERLOO","2021","07015","12","-55460","114967","0","0","0","0","298242","0","-238735","-92.3429631","42.4927641","POINT (42.4927641 -92.3429631)"
"72","OSCEOLA","2021","72004","7","0","77044","0","0","0","0","50611","0","26433","-95.6236852","43.3785704","POINT (43.3785704 -95.6236852)"
"55G526","TITONKA","2021","55006","7","1233","201770","0","0","0","0","96905","0","106098","-94.0413443","43.236906","POINT (43.236906 -94.0413443)"
"77G713","ALTOONA","2021","77086","3","-174749","265005","0","0","0","306392","0","0","-216136","-93.4646571","41.6441557","POINT (41.6441557 -93.4646571)"
"57G551","ROBINS","2021","57035","30","31055","1371721","0","0","0","7505","729711","0","665560","-91.6668444","42.0711084","POINT (42.0711084 -91.6668444)"
"75G697","LE MARS","2021","75019","16","2099693","2010700","4354","0","0","7215","3499668","0","607864","-96.1655778","42.7941567","POINT (42.7941567 -96.1655778)"
"50G469","NEWTON","2021","50036","1","0","0","0","0","0","0","0","0","0","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"63G597","KNOXVILLE","2021","63024","2","34033","54656","0","0","0","88689","0","0","0","-93.1093708","41.3208297","POINT (41.3208297 -93.1093708)"
"22G193","MARQUETTE","2021","22027","4","239316","177795","0","0","0","0","55087","0","362024","-91.1781855","43.0444284","POINT (43.0444284 -91.1781855)"
"57G539","CEDAR RAPIDS","2021","57953","0","-74131","0","0","0","0","0","9047","0","-83178","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"82G770","BETTENDORF","2021","82014","6","227","135660","0","0","0","94123","0","0","41764","-90.51569","41.5244777","POINT (41.5244777 -90.51569)"
"75G695","HINTON","2021","75027","3","1149","45291","0","0","0","0","0","0","46440","-96.2916927","42.6277701","POINT (42.6277701 -96.2916927)"
"73G674","CLARINDA","2021","73004","3","121097","0","0","0","50000","55849","98352","0","16896","-95.038313","40.7419352","POINT (40.7419352 -95.038313)"
"60G570","GEORGE","2021","60010","3","20518","48791","0","1670","0","0","12186","0","58793","-96.0022431","43.3438624","POINT (43.3438624 -96.0022431)"
"45G424","PROTIVIN","2021","45004","4","0","0","0","0","0","0","0","0","0","-92.0910012","43.2160819","POINT (43.2160819 -92.0910012)"
"31G301","WORTHINGTON","2021","31031","6","0","38454","0","0","0","0","25399","0","13055","-91.1198617","42.3963877","POINT (42.3963877 -91.1198617)"
"71G664","SANBORN","2021","71002","15","12626","693257","0","0","0","21642","290028","0","394213","-95.6555674","43.1816421","POINT (43.1816421 -95.6555674)"
"25G232","DE SOTO","2021","25044","0","0","0","0","0","0","0","0","0","0","-94.0096743","41.5316555","POINT (41.5316555 -94.0096743)"
"57G539","CEDAR RAPIDS","2021","57008","12","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"15","CASS","2021","15006","3","22120","0","0","0","0","0","0","0","22120","-94.9278266","41.3314876","POINT (41.3314876 -94.9278266)"
"82G773","DAVENPORT","2021","82054","2","7539","0","106","0","0","0","0","0","7645","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"78G737","MINDEN","2021","78017","7","7253","150444","0","0","719","0","180610","0","-22194","-95.5427822","41.4669362","POINT (41.4669362 -95.5427822)"
"67G633","MAPLETON","2021","67001","3","-22962","0","0","0","0","0","0","0","-22962","-95.7930621","42.1658227","POINT (42.1658227 -95.7930621)"
"57G539","CEDAR RAPIDS","2021","57078","2","367867","532861","0","0","0","392608","100107","0","408013","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"40G378","WEBSTER CITY","2021","40033","3","-1214","4193","0","288","0","4163","0","0","-896","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"16G141","TIPTON","2021","16005","17","87603","447227","1229","0","0","60622","109315","0","366122","-91.127935","41.7697434","POINT (41.7697434 -91.127935)"
"42","HARDIN","2021","42012","5","1256","15214","0","0","0","7172","0","0","9298","-93.2404025","42.3838803","POINT (42.3838803 -93.2404025)"
"78G732","COUNCIL BLUFFS","2021","78029","4","16303","691529","0","0","0","47569","655049","0","5214","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"60G575","ROCK RAPIDS","2021","60115","4","0","18343","0","6430","0","2733","22040","0","0","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"52G483","IOWA CITY","2021","52034","0","0","0","0","0","0","0","0","0","0","-91.5301683","41.6611277","POINT (41.6611277 -91.5301683)"
"84G809","ROCK VALLEY","2021","84009","1","0","0","0","0","0","97690","917583","0","-1015273","-96.2950263","43.2052595","POINT (43.2052595 -96.2950263)"
"84G808","ORANGE CITY","2021","84060","22","338140","245253","4163","12786","0","99903","112660","0","387779","-96.0583523","43.0072087","POINT (43.0072087 -96.0583523)"
"25","DALLAS","2021","25025","4","0","0","0","0","0","0","0","0","0","-94.0397374","41.6848862","POINT (41.6848862 -94.0397374)"
"19G167","NEW HAMPTON","2021","19007","19","182182","1185061","0","0","0","220955","2020","0","1144268","-92.3176768","43.0591412","POINT (43.0591412 -92.3176768)"
"79G745","GRINNELL","2021","79003","13","415528","2642860","9414","0","0","316059","2235350","0","516393","-92.7224124","41.7430494","POINT (41.7430494 -92.7224124)"
"07G054","WATERLOO","2021","07045","19","3301844","16108977","7970","109228","0","830546","1073673","0","17623800","-92.3429631","42.4927641","POINT (42.4927641 -92.3429631)"
"57G547","MARION","2021","57945","5","68354","666773","410","0","0","284929","380252","0","70356","-91.5976773","42.0341658","POINT (42.0341658 -91.5976773)"
"77","POLK","2021","77070","2","0","673150","0","0","0","673150","0","0","0","-93.5735335","41.6855048","POINT (41.6855048 -93.5735335)"
"60G571","INWOOD","2021","60119","4","0","51122","0","0","0","25522","0","0","25600","-96.4319799","43.3072022","POINT (43.3072022 -96.4319799)"
"61G583","WINTERSET","2021","61024","4","0","118431","0","0","0","26591","15857","0","75983","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"85G812","CAMBRIDGE","2021","85019","3","351939","212195","0","0","0","0","301498","0","262636","-93.5291039","41.8983209","POINT (41.8983209 -93.5291039)"
"77G713","ALTOONA","2021","77017","41","5473286","13108765","3583","484546","46667","2682211","8744152","0","7690484","-93.4646571","41.6441557","POINT (41.6441557 -93.4646571)"
"09G070","TRIPOLI","2021","09003","0","0","0","0","0","0","0","0","0","0","-92.2582341","42.8080363","POINT (42.8080363 -92.2582341)"
"70G653","MUSCATINE","2021","70019","2","3769","70946","25","0","0","66706","0","0","8034","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"42G388","ACKLEY","2021","35001","21","120876","304463","0","0","0","17294","75363","0","332682","-93.0532553","42.5541451","POINT (42.5541451 -93.0532553)"
"05G029","EXIRA","2021","05004","2","0","2441","0","0","0","0","2441","0","0","-94.8755397","41.5908207","POINT (41.5908207 -94.8755397)"
"86G829","GARWIN","2021","86994","0","0","0","0","0","0","0","0","0","0","-92.6757524","42.0935999","POINT (42.0935999 -92.6757524)"
"77G717","DES MOINES","2021","77062","32","14493711","33452353","22326","0","615415","20851481","13152226","0","14580098","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"33","FAYETTE","2021","33014","2","0","162573","0","0","0","162573","0","0","0","-91.8443207","42.8625919","POINT (42.8625919 -91.8443207)"
"20G170","OSCEOLA","2021","20015","25","151467","1249164","0","0","0","106028","481790","0","812813","-93.7654976","41.0338853","POINT (41.0338853 -93.7654976)"
"77G720","JOHNSTON","2021","77064","3","245577","151537","6066","0","0","211106","60151","0","131923","-93.697721","41.673044","POINT (41.673044 -93.697721)"
"91G870","CARLISLE","2021","91011","5","0","63222","0","0","0","25562","0","0","37660","-93.4910468","41.5008234","POINT (41.5008234 -93.4910468)"
"50G468","MONROE","2021","50006","9","194063","307145","0","0","0","0","298015","0","203193","-93.1018684","41.5222145","POINT (41.5222145 -93.1018684)"
"14G119","GLIDDEN","2021","14009","2","52570","0","0","0","0","0","52570","0","0","-94.72887","42.0569297","POINT (42.0569297 -94.72887)"
"39G365","GUTHRIE CENTER","2021","39020","3","757","1274","0","0","0","0","637","0","1394","-94.5033044","41.6772087","POINT (41.6772087 -94.5033044)"
"77G717","DES MOINES","2021","77108","2","0","0","0","0","0","0","0","0","0","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"49G454","MAQUOKETA","2021","49020","4","49713","422929","0","0","0","0","369596","0","103046","-90.6656914","42.0689088","POINT (42.0689088 -90.6656914)"
"31G291","EPWORTH","2021","31044","10","4923","253848","0","0","0","0","251933","0","6838","-90.9320766","42.4450016","POINT (42.4450016 -90.9320766)"
"38","GRUNDY","2021","38001","3","0","353197","0","0","0","172201","8795","0","172201","-92.7914177","42.4018651","POINT (42.4018651 -92.7914177)"
"07G048","ELK RUN HEIGHTS","2021","07047","2","18270","29798","0","0","0","0","30337","137","17594","-92.256572","42.4669324","POINT (42.4669324 -92.256572)"
"09G068","READLYN","2021","09012","2","2","3028","0","0","0","0","3030","0","0","-92.2254569","42.7022054","POINT (42.7022054 -92.2254569)"
"77G727","WEST DES MOINES","2021","25031","16","658480","3232470","2470","443","0","0","2761859","0","1132004","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"75G692","AKRON","2021","75008","9","49546","175346","0","124","0","0","122866","2410","99740","-96.5594773","42.8288818","POINT (42.8288818 -96.5594773)"
"23G205","CLINTON","2021","23025","2","0","25568","617","0","0","25568","0","0","617","-90.1887379","41.8444735","POINT (41.8444735 -90.1887379)"
"82G773","DAVENPORT","2021","82003","7","3359728","2214106","0","0","0","1711033","1076942","0","2785859","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"25G232","DE SOTO","2021","25001","10","0","498339","127","0","0","22918","101000","0","374548","-94.0096743","41.5316555","POINT (41.5316555 -94.0096743)"
"40G378","WEBSTER CITY","2021","40012","11","27514","72776","312","8312","0","28285","34680","0","45949","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"52G481","CORALVILLE","2021","52002","28","2484112","3766824","792","218180","146738","224092","2141297","0","4251257","-91.5804475","41.6764044","POINT (41.6764044 -91.5804475)"
"5","AUDUBON","2021","05002","16","32841","416975","0","0","0","0","444437","0","5379","-94.9058222","41.6845893","POINT (41.6845893 -94.9058222)"
"63G597","KNOXVILLE","2021","63015","2","776950","209909","1257","0","0","0","987659","0","457","-93.1093708","41.3208297","POINT (41.3208297 -93.1093708)"
"44G412","MOUNT PLEASANT","2021","44006","5","215496","66586","0","0","0","0","0","0","282082","-91.5579383","40.9636403","POINT (40.9636403 -91.5579383)"
"77G723","POLK CITY","2021","77077","4","2878","120707","0","0","0","39019","0","0","84566","-93.7129997","41.7713764","POINT (41.7713764 -93.7129997)"
"57G539","CEDAR RAPIDS","2021","57053","2","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"84G809","ROCK VALLEY","2021","84064","1","0","0","0","0","0","127546","61204","0","-188750","-96.2950263","43.2052595","POINT (43.2052595 -96.2950263)"
"53G492","ANAMOSA","2021","53010","15","88136","70249","0","0","0","12847","8303","0","137235","-91.2851594","42.1083371","POINT (42.1083371 -91.2851594)"
"17G145","MASON CITY","2021","17006","2","4439","0","0","0","0","0","0","0","4439","-93.2010367","43.1535728","POINT (43.1535728 -93.2010367)"
"40G371","BLAIRSBURG","2021","40029","3","0","8347","0","0","0","0","0","0","8347","-93.6429915","42.4799771","POINT (42.4799771 -93.6429915)"
"74G691","WEST BEND","2021","55002","8","-134055","60000","0","0","0","5000","91000","0","-170055","-94.4410835","42.9569139","POINT (42.9569139 -94.4410835)"
"61","MADISON","2021","61020","7","0","441500","0","0","0","0","262500","0","179000","-94.0155619","41.3307142","POINT (41.3307142 -94.0155619)"
"82G775","DONAHUE","2021","82049","9","0","100816","0","0","0","0","0","0","100816","-90.675419","41.6947513","POINT (41.6947513 -90.675419)"
"43G409","WOODBINE","2021","43007","2","11563","0","0","0","0","0","0","0","11563","-95.7027843","41.7383218","POINT (41.7383218 -95.7027843)"
"70G653","MUSCATINE","2021","70022","1","0","0","0","0","0","0","0","0","0","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"60G575","ROCK RAPIDS","2021","60005","5","0","0","0","0","0","0","0","0","0","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"96G920","DECORAH","2021","96005","0","53336","0","0","0","0","0","10127","0","43209","-91.7857092","43.3033056","POINT (43.3033056 -91.7857092)"
"07G052","LA PORTE CITY","2021","07005","3","9291","118867","0","0","0","0","113787","0","14371","-92.1921275","42.3149911","POINT (42.3149911 -92.1921275)"
"78G732","COUNCIL BLUFFS","2021","78001","3","12479","217209","0","0","0","197147","0","0","32541","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"40","HAMILTON","2021","40026","3","0","626665","0","32771","0","0","276870","0","382566","-93.7068085","42.3837722","POINT (42.3837722 -93.7068085)"
"77G716","CLIVE","2021","77060","21","874157","480606","26689","0","39242","355114","501263","0","564317","-93.7241104","41.6030446","POINT (41.6030446 -93.7241104)"
"72","OSCEOLA","2021","72002","25","12434","474416","1845","5315","0","56099","125300","0","312611","-95.6236852","43.3785704","POINT (43.3785704 -95.6236852)"
"66","MITCHELL","2021","66010","3","0","28633","0","0","982356","0","745655","0","265334","-92.7890315","43.3564124","POINT (43.3564124 -92.7890315)"
"21","CLAY","2021","21021","0","0","0","0","0","0","0","0","0","0","-95.1509194","43.0825804","POINT (43.0825804 -95.1509194)"
"64G611","MARSHALLTOWN","2021","64166","2","56554","46","829","0","0","0","0","0","57429","-92.9079774","42.0494323","POINT (42.0494323 -92.9079774)"
"85G813","COLLINS","2021","85029","7","0","178457","0","0","0","0","182087","0","-3630","-93.3063179","41.9027657","POINT (41.9027657 -93.3063179)"
"03G011","LANSING","2021","03003","2","0","0","0","0","0","0","0","0","0","-91.2165203","43.3621985","POINT (43.3621985 -91.2165203)"
"25G234","GRANGER","2021","77092","4","0","0","0","0","0","0","0","0","0","-93.8243924","41.7610984","POINT (41.7610984 -93.8243924)"
"10G076","INDEPENDENCE","2021","10004","17","385785","530315","0","0","0","148813","389776","0","377511","-91.8893386","42.4685978","POINT (42.4685978 -91.8893386)"
"23G203","CAMANCHE","2021","23023","6","0","82989","0","0","0","31121","0","0","51868","-90.2562398","41.7880862","POINT (41.7880862 -90.2562398)"
"46G429","HUMBOLDT","2021","46011","2","-28106","119766","0","0","0","0","198729","0","-107069","-94.2152402","42.7208047","POINT (42.7208047 -94.2152402)"
"38G359","REINBECK","2021","38007","8","260869","162896","1637","0","4413","0","171909","0","257906","-92.5993615","42.323597","POINT (42.323597 -92.5993615)"
"52G489","SWISHER","2021","52018","7","53140","225048","75","0","0","0","124212","0","154051","-91.6929542","41.845563","POINT (41.845563 -91.6929542)"
"61G583","WINTERSET","2021","61015","5","0","232476","0","0","0","72704","44296","0","115476","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"64G611","MARSHALLTOWN","2021","64008","5","19698","451619","359","0","0","115059","129986","0","226631","-92.9079774","42.0494323","POINT (42.0494323 -92.9079774)"
"66","MITCHELL","2021","66009","5","308654","5773490","4917","14317","0","0","1929494","0","4171884","-92.7890315","43.3564124","POINT (43.3564124 -92.7890315)"
"18G154","CHEROKEE","2021","18901","0","0","0","0","0","0","0","0","0","0","-95.551674","42.7494277","POINT (42.7494277 -95.551674)"
"06G045","WALFORD","2021","57048","9","-213","5617","0","0","0","5490","0","0","-86","-91.8346236","41.8783375","POINT (41.8783375 -91.8346236)"
"07G046","CEDAR FALLS","2021","07039","5","0","108376","0","0","0","0","108376","0","0","-92.4454654","42.5277622","POINT (42.5277622 -92.4454654)"
"88G848","CRESTON","2021","88001","10","219901","36368","0","0","0","26000","136186","0","94083","-94.3613475","41.0586002","POINT (41.0586002 -94.3613475)"
"85G811","AMES","2021","85023","1","0","0","0","321726","0","320925","0","0","801","-93.6199402","42.0347081","POINT (42.0347081 -93.6199402)"
"84G802","HAWARDEN","2021","84069","25","370002","662047","0","0","0","3137","537225","0","491687","-96.4853085","42.9958216","POINT (42.9958216 -96.4853085)"
"30G274","MILFORD","2021","30034","2","0","79552","0","0","0","51056","14271","0","14225","-95.149996","43.3246863","POINT (43.3246863 -95.149996)"
"53G492","ANAMOSA","2021","53012","3","51889","105178","0","0","0","0","55351","0","101716","-91.2851594","42.1083371","POINT (42.1083371 -91.2851594)"
"30","DICKINSON","2021","30003","2","203527","240981","3163","0","0","0","222425","0","225246","-95.1508301","43.3779848","POINT (43.3779848 -95.1508301)"
"70G653","MUSCATINE","2021","70002","1","0","0","0","0","0","0","0","0","0","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"52G483","IOWA CITY","2021","52024","33","-598291","3726423","7827","0","51716","675844","632838","0","1878993","-91.5301683","41.6611277","POINT (41.6611277 -91.5301683)"
"14G116","CARROLL","2021","14019","4","0","31959","97","2862","0","0","34918","0","0","-94.8669304","42.0658184","POINT (42.0658184 -94.8669304)"
"43G409","WOODBINE","2021","43012","2","0","2515","0","0","0","2515","0","0","0","-95.7027843","41.7383218","POINT (41.7383218 -95.7027843)"
