"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"6548 W ROSCOE ST","6548","W","ROSCOE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6548%20and%20direction=%27W%27%20and%20street_name=%27ROSCOE%27%20and%20street_type=%27ST%27)",,,,,,"41.94202137373365","-87.79043507520073","POINT (-87.79043507520073 41.94202137373365)"
"6547 S NORMAL BLVD","6547","S","NORMAL","BLVD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6547%20and%20direction=%27S%27%20and%20street_name=%27NORMAL%27%20and%20street_type=%27BLVD%27)",,,"41.77481771468746","-87.6367172173732","POINT (-87.6367172173732 41.77481771468746)"
"6600 S CLAREMONT AVE","6600","S","CLAREMONT","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6600%20and%20direction=%27S%27%20and%20street_name=%27CLAREMONT%27%20and%20street_type=%27AVE%27)",,,,,,"41.773692059388026","-87.68228180496492","POINT (-87.68228180496492 41.773692059388026)"
"658 W GRAND AVE","658","W","GRAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=658%20and%20direction=%27W%27%20and%20street_name=%27GRAND%27%20and%20street_type=%27AVE%27)",,,"41.89132824029859","-87.64519470293108","POINT (-87.64519470293108 41.89132824029859)"
"6618 S HALSTED ST","6618","S","HALSTED","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6618%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,,,,"41.77372542485257","-87.64477652432276","POINT (-87.64477652432276 41.77372542485257)"
"6733 S STATE ST","6733","S","STATE","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6733%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,"41.77176868356147","-87.62495727571513","POINT (-87.62495727571513 41.77176868356147)"
"6758 S ST LAWRENCE AVE","6758","S","ST LAWRENCE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6758%20and%20direction=%27S%27%20and%20street_name=%27ST%20LAWRENCE%27%20and%20street_type=%27AVE%27)",,,,"41.771328622992066","-87.61071456464897","POINT (-87.61071456464897 41.771328622992066)"
"700 E BOWEN AVE","700","E","BOWEN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=700%20and%20direction=%27E%27%20and%20street_name=%27BOWEN%27%20and%20street_type=%27AVE%27)",,,,"41.81955965504639","-87.60945487994513","POINT (-87.60945487994513 41.81955965504639)"
"711 W 111TH ST","711","W","111TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=711%20and%20direction=%27W%27%20and%20street_name=%27111TH%27%20and%20street_type=%27ST%27)",,,,"41.69226835081612","-87.64043262282235","POINT (-87.64043262282235 41.69226835081612)"
"7104 N CLARK ST","7104","N","CLARK","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7104%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,,"42.011581363816795","-87.67461423129816","POINT (-87.67461423129816 42.011581363816795)"
"7131 S PAULINA ST","7131","S","PAULINA","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7131%20and%20direction=%27S%27%20and%20street_name=%27PAULINA%27%20and%20street_type=%27ST%27)",,,,,,,"41.76394539685723","-87.66607476997144","POINT (-87.66607476997144 41.76394539685723)"
"7216 S MAY ST","7216","S","MAY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7216%20and%20direction=%27S%27%20and%20street_name=%27MAY%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7216%20and%20direction=%27S%27%20and%20street_name=%27MAY%27%20and%20street_type=%27ST%27)",,,,"41.762711299445314","-87.65298797811145","POINT (-87.65298797811145 41.762711299445314)"
"7244 S COTTAGE GROVE AVE","7244","S","COTTAGE GROVE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7244%20and%20direction=%27S%27%20and%20street_name=%27COTTAGE%20GROVE%27%20and%20street_type=%27AVE%27)",,,,,,"41.762672584506646","-87.60564623681316","POINT (-87.60564623681316 41.762672584506646)"
"7300 S BLACKSTONE AVE","7300","S","BLACKSTONE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7300%20and%20direction=%27S%27%20and%20street_name=%27BLACKSTONE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7300%20and%20direction=%27S%27%20and%20street_name=%27BLACKSTONE%27%20and%20street_type=%27AVE%27)",,,,"41.76234606866063","-87.58860665219309","POINT (-87.58860665219309 41.76234606866063)"
"7330 S ABERDEEN ST","7330","S","ABERDEEN","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7330%20and%20direction=%27S%27%20and%20street_name=%27ABERDEEN%27%20and%20street_type=%27ST%27)",,,,,,"41.76051241099207","-87.65171704249065","POINT (-87.65171704249065 41.76051241099207)"
"739 N MILWAUKEE AVE","739","N","MILWAUKEE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=739%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,"41.89519247442811","-87.6535437230106","POINT (-87.6535437230106 41.89519247442811)"
"7358 W FOSTER AVE","7358","W","FOSTER","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7358%20and%20direction=%27W%27%20and%20street_name=%27FOSTER%27%20and%20street_type=%27AVE%27)",,,,,,,"41.97452779448016","-87.81194762060262","POINT (-87.81194762060262 41.97452779448016)"
"740 W FOSTER AVE","740","W","FOSTER","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=740%20and%20direction=%27W%27%20and%20street_name=%27FOSTER%27%20and%20street_type=%27AVE%27)",,,"41.97684667755793","-87.65001444650376","POINT (-87.65001444650376 41.97684667755793)"
"7500 S MICHIGAN AVE","7500","S","MICHIGAN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7500%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,,,,"41.75819959740049","-87.62168027921544","POINT (-87.62168027921544 41.75819959740049)"
"7716 N ASHLAND AVE","7716","N","ASHLAND","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7716%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,,,,,"42.021632012024234","-87.67086257608561","POINT (-87.67086257608561 42.021632012024234)"
"780 N MILWAUKEE AVE","780","N","MILWAUKEE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=780%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,"41.89579624448361","-87.65495359564429","POINT (-87.65495359564429 41.89579624448361)"
"8000 S BLACKSTONE AVE","8000","S","BLACKSTONE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=8000%20and%20direction=%27S%27%20and%20street_name=%27BLACKSTONE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.74954449313937","-87.58843827224045","POINT (-87.58843827224045 41.74954449313937)"
"814 W HARRISON ST","814","W","HARRISON","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=814%20and%20direction=%27W%27%20and%20street_name=%27HARRISON%27%20and%20street_type=%27ST%27)",,"41.87448153297965","-87.64772402168316","POINT (-87.64772402168316 41.87448153297965)"
"820 S PARK TER","820","S","PARK","TER","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=820%20and%20direction=%27S%27%20and%20street_name=%27PARK%27%20and%20street_type=%27TER%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=820%20and%20direction=%27S%27%20and%20street_name=%27PARK%27%20and%20street_type=%27TER%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=820%20and%20direction=%27S%27%20and%20street_name=%27PARK%27%20and%20street_type=%27TER%27)",,,"41.871459802919055","-87.62972747620356","POINT (-87.62972747620356 41.871459802919055)"
"824 N RACINE AVE","824","N","RACINE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=824%20and%20direction=%27N%27%20and%20street_name=%27RACINE%27%20and%20street_type=%27AVE%27)",,,"41.8971339670395","-87.65768726666657","POINT (-87.65768726666657 41.8971339670395)"
"8300 N ELSTON AVE","8300","N","ELSTON","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=8300%20and%20direction=%27N%27%20and%20street_name=%27ELSTON%27%20and%20street_type=%27AVE%27)",,,,,
"8445 S COTTAGE GROVE AVE","8445","S","COTTAGE GROVE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=8445%20and%20direction=%27S%27%20and%20street_name=%27COTTAGE%20GROVE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.74076042215665","-87.604794727125","POINT (-87.604794727125 41.74076042215665)"
"8500 S BAKER AVE","8500","S","BAKER","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8500%20and%20direction=%27S%27%20and%20street_name=%27BAKER%27%20and%20street_type=%27AVE%27)",,,,,,
"8533 S COTTAGE GROVE AVE","8533","S","COTTAGE GROVE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8533%20and%20direction=%27S%27%20and%20street_name=%27COTTAGE%20GROVE%27%20and%20street_type=%27AVE%27)",,"41.73928478069998","-87.60474926044935","POINT (-87.60474926044935 41.73928478069998)"
"8553 S STATE ST","8553","S","STATE","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8553%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,"41.73844767732447","-87.62404700740016","POINT (-87.62404700740016 41.73844767732447)"
"8601 S STATE ST","8601","S","STATE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=8601%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,"41.73814999078905","-87.6240440559754","POINT (-87.6240440559754 41.73814999078905)"
"859 W GEORGE ST","859","W","GEORGE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=859%20and%20direction=%27W%27%20and%20street_name=%27GEORGE%27%20and%20street_type=%27ST%27)",,,,"41.934388010968384","-87.65137223243727","POINT (-87.65137223243727 41.934388010968384)"
"8624 S BALTIMORE AVE","8624","S","BALTIMORE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8624%20and%20direction=%27S%27%20and%20street_name=%27BALTIMORE%27%20and%20street_type=%27AVE%27)",,,,,,"41.738471219691945","-87.54920352084925","POINT (-87.54920352084925 41.738471219691945)"
"8700 S BLACKSTONE AVE","8700","S","BLACKSTONE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=8700%20and%20direction=%27S%27%20and%20street_name=%27BLACKSTONE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.73678604679777","-87.58827199204208","POINT (-87.58827199204208 41.73678604679777)"
"8800 S YALE AVE","8800","S","YALE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8800%20and%20direction=%27S%27%20and%20street_name=%27YALE%27%20and%20street_type=%27AVE%27)",,,,,,
"9022 S AVENUE O AVE","9022","S","AVENUE O","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=9022%20and%20direction=%27S%27%20and%20street_name=%27AVENUE%20O%27%20and%20street_type=%27AVE%27)",,,,,,
"9032 S GREENWOOD AVE","9032","S","GREENWOOD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=9032%20and%20direction=%27S%27%20and%20street_name=%27GREENWOOD%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=9032%20and%20direction=%27S%27%20and%20street_name=%27GREENWOOD%27%20and%20street_type=%27AVE%27)",,,,"41.73028416619737","-87.59754596503632","POINT (-87.59754596503632 41.73028416619737)"
"911 W FLETCHER ST","911","W","FLETCHER","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=911%20and%20direction=%27W%27%20and%20street_name=%27FLETCHER%27%20and%20street_type=%27ST%27)",,,,"41.93886457589368","-87.65226412171293","POINT (-87.65226412171293 41.93886457589368)"
"919 S KEDZIE AVE","919","S","KEDZIE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=919%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,,,,"41.86938745898429","-87.7056173435678","POINT (-87.7056173435678 41.86938745898429)"
"9322 S ANTHONY AVE","9322","S","ANTHONY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=9322%20and%20direction=%27S%27%20and%20street_name=%27ANTHONY%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=9322%20and%20direction=%27S%27%20and%20street_name=%27ANTHONY%27%20and%20street_type=%27AVE%27)",,,,"41.72575390494959","-87.55319877112396","POINT (-87.55319877112396 41.72575390494959)"
"9330 S HARPER AVE","9330","S","HARPER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=9330%20and%20direction=%27S%27%20and%20street_name=%27HARPER%27%20and%20street_type=%27AVE%27)",,,,,,"41.725031238894836","-87.58679577725411","POINT (-87.58679577725411 41.725031238894836)"
"941 E 132ND ST","941","E","132ND","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=941%20and%20direction=%27E%27%20and%20street_name=%27132ND%27%20and%20street_type=%27ST%27)",,,,"41.655906736353224","-87.59902191495524","POINT (-87.59902191495524 41.655906736353224)"
"951 W 40TH PL","951","W","40TH","PL",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=951%20and%20direction=%27W%27%20and%20street_name=%2740TH%27%20and%20street_type=%27PL%27)",,,,,,
"9833 S WOODLAWN AVE","9833","S","WOODLAWN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=9833%20and%20direction=%27S%27%20and%20street_name=%27WOODLAWN%27%20and%20street_type=%27AVE%27)",,,,,,,"41.715752009246735","-87.59443784360926","POINT (-87.59443784360926 41.715752009246735)"
"10006 S TORRENCE AVE","10006","S","TORRENCE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=10006%20and%20direction=%27S%27%20and%20street_name=%27TORRENCE%27%20and%20street_type=%27AVE%27)",,,,,,"41.71322194144367","-87.5598927932624","POINT (-87.5598927932624 41.71322194144367)"
"101 S MICHIGAN AVE","101","S","MICHIGAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=101%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,,,"41.880756634651256","-87.62418985769932","POINT (-87.62418985769932 41.880756634651256)"
"10114 S WESTERN AVE","10114","S","WESTERN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=10114%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,,,,,"41.70954528790356","-87.68186350230869","POINT (-87.68186350230869 41.70954528790356)"
"10358 S STATE ST","10358","S","STATE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10358%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,,"41.70538391309954","-87.62361773258971","POINT (-87.62361773258971 41.70538391309954)"
"104 N PULASKI RD","104","N","PULASKI","RD",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=104%20and%20direction=%27N%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,,,"41.88213446920181","-87.72585731036824","POINT (-87.72585731036824 41.88213446920181)"
"10500 S AVENUE O AVE","10500","S","AVENUE O","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10500%20and%20direction=%27S%27%20and%20street_name=%27AVENUE%20O%27%20and%20street_type=%27AVE%27)",,,,"41.70448742620965","-87.54025563429855","POINT (-87.54025563429855 41.70448742620965)"
"1052 W BALMORAL AVE","1052","W","BALMORAL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1052%20and%20direction=%27W%27%20and%20street_name=%27BALMORAL%27%20and%20street_type=%27AVE%27)",,,,"41.98012572397023","-87.65718468613419","POINT (-87.65718468613419 41.98012572397023)"
"1063 S BENSLEY AVE","1063","S","BENSLEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1063%20and%20direction=%27S%27%20and%20street_name=%27BENSLEY%27%20and%20street_type=%27AVE%27)",,,,,
"1073 S YATES AVE","1073","S","YATES","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1073%20and%20direction=%27S%27%20and%20street_name=%27YATES%27%20and%20street_type=%27AVE%27)",,,,,
"10956 S SPAULDING AVE","10956","S","SPAULDING","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10956%20and%20direction=%27S%27%20and%20street_name=%27SPAULDING%27%20and%20street_type=%27AVE%27)",,,,,,
"1100 E 131ST ST","1100","E","131ST","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1100%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,,"41.65641184311987","-87.5949710728114","POINT (-87.5949710728114 41.65641184311987)"
"11018 S VINCENNES AVE","11018","S","VINCENNES","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=11018%20and%20direction=%27S%27%20and%20street_name=%27VINCENNES%27%20and%20street_type=%27AVE%27)",,,,,,"41.69338604463663","-87.66261099144225","POINT (-87.66261099144225 41.69338604463663)"
"11058 S GREEN ST","11058","S","GREEN","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=11058%20and%20direction=%27S%27%20and%20street_name=%27GREEN%27%20and%20street_type=%27ST%27)",,,,,,,"41.69243132501979","-87.64374465419294","POINT (-87.64374465419294 41.69243132501979)"
"1124 W ALTGELD ST","1124","W","ALTGELD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1124%20and%20direction=%27W%27%20and%20street_name=%27ALTGELD%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1124%20and%20direction=%27W%27%20and%20street_name=%27ALTGELD%27%20and%20street_type=%27ST%27)",,,,"41.92724399662371","-87.65712106779083","POINT (-87.65712106779083 41.92724399662371)"
"1134 N MILWAUKEE AVE","1134","N","MILWAUKEE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1134%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.90226037027064","-87.66499703134454","POINT (-87.66499703134454 41.90226037027064)"
